,Sheezasinga,I Am Fearless,Remember Mary,Expect A Hero,Klinsmann,Jacked Up,Mishani Mistress,Lively Lass,Taormina Rhythm
05-01-2023 14:14:12.292508,"(3.3, 5.2, 5.083333333333333)","(6.5, 7.4, 7.023255813953488)","(13.0, 19.0, 17.875)","(7.0, 9.8, 9.2)","(10.0, 16.0, 14.444444444444445)","(3.1, 3.45, 3.3666666666666667)","(7.0, 9.6, 9.333333333333332)","(51.0, 110.0, 100.0)","(71.0, 170.0, 146.66666666666666)"
05-01-2023 14:14:13.956495,"(3.3, 5.2, 5.083333333333333)","(6.5, 7.4, 7.023255813953488)","(13.0, 19.0, 17.0)","(7.0, 9.8, 8.984615384615385)","(10.0, 16.0, 14.5)","(3.1, 3.45, 3.338888888888889)","(7.0, 9.6, 9.333333333333332)","(51.0, 110.0, 100.0)","(71.0, 170.0, 146.66666666666666)"
05-01-2023 14:14:15.849256,"(3.3, 5.2, 5.083333333333333)","(6.5, 7.4, 7.035955056179775)","(13.0, 18.5, 17.0)","(7.0, 9.6, 8.8)","(10.0, 15.5, 15.322222222222223)","(3.1, 3.45, 3.338888888888889)","(7.0, 9.6, 9.44)","(51.0, 110.0, 100.0)","(71.0, 170.0, 146.66666666666666)"
05-01-2023 14:14:17.552375,"(3.3, 5.2, 5.083333333333333)","(6.5, 7.4, 7.035955056179775)","(13.0, 18.5, 17.0)","(7.0, 9.6, 9.0)","(10.0, 15.5, 15.322222222222223)","(3.1, 3.45, 3.338888888888889)","(7.0, 9.6, 9.44)","(51.0, 110.0, 102.72727272727272)","(71.0, 170.0, 152.5)"
05-01-2023 14:14:19.059845,"(3.3, 5.2, 5.083333333333333)","(6.5, 7.4, 7.035955056179775)","(13.0, 18.5, 17.0)","(7.0, 9.6, 9.0)","(10.0, 15.5, 15.322222222222223)","(3.1, 3.45, 3.338888888888889)","(7.0, 9.6, 9.44)","(51.0, 110.0, 102.72727272727272)","(71.0, 170.0, 152.5)"
05-01-2023 14:14:20.559987,"(3.3, 5.2, 5.15483870967742)","(6.5, 7.4, 7.176)","(13.0, 18.5, 17.142857142857142)","(7.0, 9.6, 9.0)","(10.0, 15.5, 15.635416666666668)","(3.1, 3.45, 3.443150684931507)","(7.0, 9.6, 9.44)","(51.0, 110.0, 102.72727272727272)","(71.0, 170.0, 152.5)"
05-01-2023 14:14:21.882566,"(3.3, 5.2, 5.15483870967742)","(6.5, 7.2, 7.176)","(13.0, 18.0, 17.333333333333332)","(7.0, 9.6, 8.72)","(10.0, 16.0, 15.635416666666668)","(3.1, 3.45, 3.443150684931507)","(7.0, 9.6, 9.44)","(51.0, 110.0, 102.72727272727272)","(71.0, 170.0, 152.5)"
05-01-2023 14:14:23.440012,"(3.3, 5.2, 5.15483870967742)","(6.5, 7.2, 7.195555555555556)","(13.0, 18.0, 17.333333333333332)","(7.0, 9.6, 8.72)","(10.0, 16.0, 15.635416666666668)","(3.1, 3.45, 3.443150684931507)","(7.0, 9.6, 9.44)","(51.0, 110.0, 102.72727272727272)","(71.0, 170.0, 152.5)"
05-01-2023 14:14:24.701483,"(3.3, 5.2, 5.15483870967742)","(6.5, 7.2, 7.195555555555556)","(13.0, 18.0, 17.333333333333332)","(7.0, 9.6, 8.72)","(10.0, 16.0, 15.635416666666668)","(3.1, 3.45, 3.443150684931507)","(7.0, 9.6, 9.44)","(51.0, 110.0, 102.72727272727272)","(71.0, 170.0, 152.5)"
05-01-2023 14:14:26.112510,"(3.3, 5.3, 5.232258064516129)","(6.5, 7.4, 7.1408000000000005)","(13.0, 17.5, 16.6)","(7.0, 9.4, 8.9)","(10.0, 15.5, 15.322222222222223)","(3.1, 3.45, 3.443150684931507)","(7.0, 9.6, 9.44)","(51.0, 110.0, 102.72727272727272)","(71.0, 170.0, 152.5)"
05-01-2023 14:14:27.452933,"(3.3, 5.3, 5.232258064516129)","(6.5, 7.4, 7.1408000000000005)","(13.0, 17.5, 16.6)","(7.0, 9.4, 8.9)","(10.0, 15.5, 15.322222222222223)","(3.1, 3.45, 3.443150684931507)","(7.0, 9.6, 9.44)","(51.0, 110.0, 102.72727272727272)","(71.0, 170.0, 152.5)"
05-01-2023 14:14:28.740268,"(3.3, 5.3, 5.232258064516129)","(6.5, 7.4, 7.1408000000000005)","(13.0, 17.5, 16.6)","(7.0, 9.4, 8.9)","(10.0, 15.5, 15.322222222222223)","(3.1, 3.45, 3.443150684931507)","(7.0, 9.6, 9.44)","(51.0, 110.0, 102.72727272727272)","(71.0, 170.0, 152.5)"
05-01-2023 14:14:30.137707,"(3.3, 5.3, 5.232258064516129)","(6.5, 7.2, 7.183333333333334)","(13.0, 18.0, 17.333333333333332)","(7.0, 9.6, 8.652631578947368)","(10.0, 16.0, 15.635416666666668)","(3.1, 3.45, 3.443150684931507)","(7.0, 9.6, 9.44)","(51.0, 110.0, 102.72727272727272)","(71.0, 170.0, 152.5)"
05-01-2023 14:14:31.516719,"(3.3, 5.3, 5.232258064516129)","(6.5, 7.2, 7.118918918918919)","(13.0, 18.0, 17.333333333333332)","(7.0, 9.6, 8.7)","(10.0, 16.0, 15.635416666666668)","(3.1, 3.45, 3.4485507246376814)","(7.0, 9.6, 9.44)","(51.0, 110.0, 102.72727272727272)","(71.0, 170.0, 152.5)"
05-01-2023 14:14:32.995391,"(3.3, 5.1, 4.928571428571429)","(6.5, 7.2, 7.118918918918919)","(13.0, 18.0, 17.0)","(7.0, 9.6, 8.7)","(10.0, 16.0, 15.066666666666666)","(3.1, 3.45, 3.4485507246376814)","(7.0, 9.6, 9.44)","(51.0, 110.0, 100.0)","(71.0, 170.0, 154.44444444444446)"
05-01-2023 14:14:34.403356,"(3.4, 5.1, 4.8)","(6.5, 7.2, 7.107692307692308)","(13.0, 17.5, 17.0)","(7.0, 9.6, 8.7)","(10.0, 16.0, 15.066666666666666)","(3.1, 3.45, 3.4485507246376814)","(7.0, 9.6, 9.44)","(51.0, 110.0, 100.0)","(71.0, 170.0, 154.44444444444446)"
05-01-2023 14:14:35.911723,"(3.4, 5.1, 4.8)","(6.5, 7.2, 7.107692307692308)","(13.0, 17.5, 17.0)","(7.0, 9.6, 8.7)","(10.0, 16.0, 15.066666666666666)","(3.1, 3.45, 3.4485507246376814)","(7.0, 9.6, 9.44)","(51.0, 110.0, 100.0)","(71.0, 170.0, 154.44444444444446)"
05-01-2023 14:14:37.377286,"(3.4, 5.1, 4.8)","(6.5, 7.2, 7.133333333333334)","(13.0, 17.5, 17.333333333333332)","(7.0, 9.6, 8.7)","(10.0, 16.0, 15.066666666666666)","(3.1, 3.45, 3.4444444444444446)","(7.0, 9.6, 9.44)","(51.0, 110.0, 100.0)","(71.0, 170.0, 154.44444444444446)"
05-01-2023 14:14:38.790087,"(3.4, 5.1, 5.071428571428571)","(6.5, 7.2, 7.133333333333334)","(13.0, 18.0, 17.333333333333332)","(7.0, 9.6, 8.4)","(10.0, 16.0, 15.066666666666666)","(3.1, 3.45, 3.4444444444444446)","(7.0, 9.6, 9.44)","(51.0, 110.0, 100.0)","(71.0, 170.0, 154.44444444444446)"
05-01-2023 14:14:40.385215,"(3.4, 5.1, 5.071428571428571)","(6.5, 7.2, 7.133333333333334)","(13.0, 18.0, 17.333333333333332)","(7.0, 9.6, 8.4)","(10.0, 16.0, 15.066666666666666)","(3.1, 3.45, 3.4444444444444446)","(7.0, 9.6, 9.44)","(51.0, 110.0, 100.0)","(71.0, 170.0, 154.44444444444446)"
05-01-2023 14:14:41.892547,"(3.4, 5.1, 5.071428571428571)","(6.5, 7.2, 7.133333333333334)","(13.0, 18.0, 17.0)","(7.0, 9.6, 8.64)","(10.0, 16.0, 15.066666666666666)","(3.1, 3.45, 3.4444444444444446)","(7.0, 9.6, 9.44)","(51.0, 110.0, 100.0)","(71.0, 170.0, 154.44444444444446)"
05-01-2023 14:14:43.352348,"(3.4, 5.1, 5.053846153846154)","(6.5, 7.2, 7.133333333333334)","(13.0, 17.5, 17.0)","(7.0, 9.6, 8.64)","(10.0, 16.0, 15.066666666666666)","(3.1, 3.45, 3.4444444444444446)","(7.0, 9.6, 9.44)","(51.0, 110.0, 100.0)","(71.0, 170.0, 154.44444444444446)"
05-01-2023 14:14:44.617949,"(3.4, 5.1, 5.053846153846154)","(6.5, 7.2, 7.133333333333334)","(13.0, 17.5, 17.0)","(7.0, 9.6, 8.64)","(10.0, 16.0, 15.066666666666666)","(3.1, 3.45, 3.4444444444444446)","(7.0, 9.6, 9.44)","(51.0, 110.0, 86.66666666666667)","(71.0, 170.0, 154.44444444444446)"
05-01-2023 14:14:45.988897,"(3.4, 5.1, 5.053846153846154)","(6.5, 7.2, 7.133333333333334)","(13.0, 18.0, 17.333333333333332)","(7.0, 9.6, 8.64)","(10.0, 16.0, 14.727272727272727)","(3.1, 3.45, 3.4444444444444446)","(7.0, 9.6, 9.44)","(51.0, 110.0, 86.66666666666667)","(71.0, 170.0, 154.44444444444446)"
05-01-2023 14:14:47.394227,"(3.4, 5.1, 5.053846153846154)","(6.5, 7.2, 7.133333333333334)","(13.0, 18.0, 17.333333333333332)","(7.0, 9.6, 8.64)","(10.0, 16.0, 14.727272727272727)","(3.1, 3.45, 3.4444444444444446)","(7.0, 9.6, 9.44)","(51.0, 110.0, 86.66666666666667)","(71.0, 170.0, 154.44444444444446)"
05-01-2023 14:14:48.842736,"(3.4, 5.3, 5.1)","(6.5, 7.2, 7.133333333333334)","(13.0, 18.0, 17.0)","(7.0, 9.6, 8.82857142857143)","(10.0, 16.0, 14.642857142857142)","(3.1, 3.45, 3.4444444444444446)","(7.0, 9.6, 9.44)","(51.0, 110.0, 86.66666666666667)","(71.0, 170.0, 123.33333333333333)"
05-01-2023 14:14:50.221974,"(3.4, 5.3, 5.135294117647059)","(6.5, 7.2, 7.133333333333334)","(13.0, 17.5, 17.0)","(7.0, 9.4, 8.82857142857143)","(10.0, 15.5, 14.642857142857142)","(3.1, 3.45, 3.4444444444444446)","(7.0, 9.6, 9.44)","(51.0, 110.0, 86.66666666666667)","(71.0, 170.0, 123.33333333333333)"
05-01-2023 14:14:51.628047,"(3.4, 5.3, 5.135294117647059)","(6.5, 7.2, 7.133333333333334)","(13.0, 17.5, 17.0)","(7.0, 9.4, 8.82857142857143)","(10.0, 15.5, 14.642857142857142)","(3.1, 3.45, 3.4444444444444446)","(7.0, 9.6, 9.44)","(51.0, 110.0, 86.66666666666667)","(71.0, 170.0, 123.33333333333333)"
05-01-2023 14:14:53.113410,"(3.4, 5.3, 5.209677419354839)","(6.5, 7.2, 7.133333333333334)","(13.0, 17.5, 17.333333333333332)","(7.0, 9.4, 8.64)","(10.0, 15.5, 14.4)","(3.1, 3.45, 3.4485507246376814)","(7.0, 9.6, 9.44)","(51.0, 110.0, 86.66666666666667)","(71.0, 170.0, 123.33333333333333)"
05-01-2023 14:14:54.492872,"(3.4, 5.3, 5.209677419354839)","(6.5, 7.2, 7.133333333333334)","(13.0, 18.0, 17.333333333333332)","(7.0, 9.6, 8.64)","(10.0, 16.0, 14.4)","(3.1, 3.45, 3.4485507246376814)","(7.0, 9.6, 9.44)","(51.0, 110.0, 86.66666666666667)","(71.0, 170.0, 123.33333333333333)"
05-01-2023 14:14:55.865360,"(3.4, 5.3, 5.2555555555555555)","(6.5, 7.2, 7.131782945736434)","(13.0, 18.0, 16.666666666666668)","(7.0, 9.6, 8.436363636363636)","(10.0, 16.0, 14.6)","(3.1, 3.45, 3.4485507246376814)","(7.0, 9.6, 9.333333333333332)","(51.0, 110.0, 86.66666666666667)","(71.0, 170.0, 123.33333333333333)"
05-01-2023 14:14:57.128865,"(3.4, 5.3, 5.12)","(6.5, 7.2, 7.131782945736434)","(13.0, 18.0, 17.369565217391305)","(7.0, 9.6, 8.7)","(10.0, 16.0, 14.428571428571429)","(3.1, 3.45, 3.533561643835616)","(7.0, 9.6, 9.333333333333332)","(51.0, 110.0, 86.66666666666667)","(71.0, 170.0, 123.33333333333333)"
05-01-2023 14:14:58.375017,"(3.4, 5.2, 5.1466666666666665)","(6.5, 7.2, 7.133333333333334)","(13.0, 17.5, 17.369565217391305)","(7.0, 9.2, 8.533333333333333)","(10.0, 15.0, 14.375)","(3.1, 3.55, 3.5074468085106383)","(7.0, 9.6, 9.333333333333332)","(51.0, 110.0, 86.66666666666667)","(71.0, 170.0, 123.33333333333333)"
05-01-2023 14:14:59.686557,"(3.4, 5.3, 5.125)","(6.5, 7.2, 7.133333333333334)","(13.0, 17.5, 17.369565217391305)","(7.0, 9.2, 8.533333333333333)","(10.0, 15.0, 14.375)","(3.1, 3.55, 3.5074468085106383)","(7.0, 9.6, 9.333333333333334)","(51.0, 110.0, 86.66666666666667)","(71.0, 170.0, 138.0)"
05-01-2023 14:15:01.085554,"(3.4, 5.3, 5.138461538461538)","(6.5, 7.2, 7.133333333333334)","(13.0, 17.5, 17.5)","(7.0, 9.2, 8.815384615384614)","(10.0, 15.0, 14.375)","(3.1, 3.55, 3.5074468085106383)","(7.0, 9.6, 9.333333333333334)","(51.0, 110.0, 86.66666666666667)","(71.0, 170.0, 138.0)"
05-01-2023 14:15:02.597485,"(3.4, 5.3, 5.138461538461538)","(6.5, 7.2, 7.133333333333334)","(13.0, 18.0, 17.5)","(7.0, 9.2, 8.815384615384614)","(10.0, 15.0, 14.375)","(3.1, 3.55, 3.5074468085106383)","(7.0, 9.6, 9.333333333333334)","(51.0, 110.0, 86.66666666666667)","(71.0, 170.0, 138.0)"
05-01-2023 14:15:04.334960,"(3.4, 5.3, 5.183333333333334)","(6.5, 7.2, 7.124786324786325)","(13.0, 18.0, 17.5)","(7.0, 9.2, 8.815384615384614)","(10.0, 15.0, 14.375)","(3.1, 3.55, 3.5074468085106383)","(7.0, 9.6, 9.28)","(51.0, 110.0, 86.66666666666667)","(71.0, 170.0, 120.0)"
05-01-2023 14:15:05.875707,"(3.4, 5.3, 5.026829268292683)","(6.5, 7.2, 7.094573643410853)","(13.0, 18.0, 17.571428571428573)","(7.0, 9.2, 8.75)","(10.0, 15.0, 13.214285714285714)","(3.1, 3.55, 3.5074468085106383)","(7.0, 9.6, 9.28)","(51.0, 110.0, 80.0)","(71.0, 170.0, 110.0)"
05-01-2023 14:15:07.253809,"(3.4, 5.3, 5.026829268292683)","(6.5, 7.2, 7.094573643410853)","(13.0, 18.0, 18.642857142857142)","(7.0, 9.0, 8.75)","(10.0, 15.0, 13.214285714285714)","(3.1, 3.55, 3.5159574468085104)","(7.0, 9.6, 9.28)","(51.0, 110.0, 86.66666666666667)","(71.0, 170.0, 120.0)"
05-01-2023 14:15:08.584659,"(3.4, 5.3, 5.026829268292683)","(6.5, 7.2, 7.094573643410853)","(13.0, 19.5, 19.18181818181818)","(7.0, 9.0, 8.75)","(10.0, 15.0, 13.214285714285714)","(3.1, 3.55, 3.510824742268041)","(7.0, 9.6, 9.28)","(51.0, 120.0, 86.66666666666667)","(71.0, 170.0, 120.0)"
05-01-2023 14:15:09.968558,"(3.4, 5.3, 5.119354838709677)","(6.5, 7.2, 7.094573643410853)","(13.0, 19.5, 19.18181818181818)","(7.0, 9.0, 8.75)","(10.0, 15.0, 13.214285714285714)","(3.1, 3.55, 3.510824742268041)","(7.0, 9.6, 9.28)","(51.0, 120.0, 92.5)","(71.0, 170.0, 120.0)"
05-01-2023 14:15:11.345565,"(3.4, 5.3, 5.119354838709677)","(6.5, 7.2, 7.0837606837606835)","(13.0, 19.5, 17.055555555555557)","(7.0, 9.0, 8.333333333333332)","(10.0, 15.0, 13.75)","(3.1, 3.55, 3.510824742268041)","(7.0, 9.6, 9.28)","(51.0, 120.0, 98.0)","(71.0, 170.0, 120.0)"
05-01-2023 14:15:12.712507,"(3.4, 5.3, 5.127692307692308)","(6.5, 7.2, 7.0837606837606835)","(13.0, 19.0, 17.833333333333332)","(7.0, 9.0, 8.333333333333332)","(10.0, 14.5, 13.75)","(3.1, 3.55, 3.510824742268041)","(7.0, 9.6, 9.28)","(51.0, 120.0, 98.0)","(71.0, 170.0, 120.0)"
05-01-2023 14:15:14.003177,"(3.4, 5.3, 5.127692307692308)","(6.5, 7.2, 7.0837606837606835)","(13.0, 18.5, 17.833333333333332)","(7.0, 9.0, 8.333333333333332)","(10.0, 14.5, 13.461538461538462)","(3.1, 3.55, 3.510824742268041)","(7.0, 9.6, 9.28)","(51.0, 120.0, 98.0)","(71.0, 170.0, 120.0)"
05-01-2023 14:15:15.239420,"(3.4, 5.3, 5.127692307692308)","(6.5, 7.2, 7.0837606837606835)","(13.0, 18.5, 17.833333333333332)","(7.0, 9.0, 8.333333333333332)","(10.0, 14.5, 14.0)","(3.1, 3.55, 3.510824742268041)","(7.0, 9.6, 9.28)","(51.0, 120.0, 89.375)","(71.0, 170.0, 120.0)"
05-01-2023 14:15:16.510460,"(3.4, 5.3, 5.127692307692308)","(6.5, 7.2, 7.066666666666666)","(13.0, 18.5, 17.833333333333332)","(7.0, 9.0, 8.333333333333332)","(10.0, 15.0, 14.428571428571429)","(3.1, 3.55, 3.510824742268041)","(7.0, 9.6, 9.28)","(51.0, 130.0, 89.375)","(71.0, 170.0, 120.0)"
05-01-2023 14:15:17.886102,"(3.4, 5.3, 5.127692307692308)","(6.5, 7.2, 7.066666666666666)","(13.0, 18.5, 17.833333333333332)","(7.0, 9.0, 8.333333333333332)","(10.0, 15.5, 14.11111111111111)","(3.1, 3.55, 3.510824742268041)","(7.0, 9.6, 9.28)","(51.0, 130.0, 97.14285714285714)","(71.0, 170.0, 143.75)"
05-01-2023 14:15:19.272579,"(3.4, 5.3, 5.127692307692308)","(6.5, 7.2, 7.066666666666666)","(13.0, 18.5, 17.833333333333332)","(7.0, 9.0, 8.333333333333332)","(10.0, 15.5, 14.11111111111111)","(3.1, 3.55, 3.510824742268041)","(7.0, 9.6, 9.28)","(51.0, 110.0, 88.33333333333333)","(71.0, 160.0, 128.0)"
05-01-2023 14:15:20.574967,"(3.4, 5.3, 5.127692307692308)","(6.5, 7.2, 7.066666666666666)","(13.0, 18.5, 17.833333333333332)","(7.0, 9.0, 8.333333333333332)","(10.0, 15.5, 14.11111111111111)","(3.1, 3.55, 3.510824742268041)","(7.0, 9.6, 9.28)","(51.0, 100.0, 88.33333333333333)","(71.0, 150.0, 128.0)"
05-01-2023 14:15:21.804650,"(3.4, 5.3, 5.127692307692308)","(6.5, 7.2, 7.066666666666666)","(13.0, 18.5, 17.833333333333332)","(7.0, 9.0, 8.333333333333332)","(10.0, 15.5, 14.11111111111111)","(3.1, 3.55, 3.4189655172413795)","(7.0, 9.6, 9.28)","(51.0, 100.0, 88.33333333333333)","(71.0, 150.0, 118.57142857142857)"
05-01-2023 14:15:22.969522,"(3.4, 5.3, 5.127692307692308)","(6.5, 7.2, 7.066666666666666)","(13.0, 18.5, 17.833333333333332)","(7.0, 9.0, 8.333333333333332)","(10.0, 15.5, 14.11111111111111)","(3.1, 3.55, 3.4189655172413795)","(7.0, 9.6, 9.28)","(51.0, 100.0, 88.33333333333333)","(71.0, 150.0, 118.57142857142857)"
05-01-2023 14:15:24.211128,"(3.4, 5.3, 5.127692307692308)","(6.5, 7.2, 7.066666666666666)","(13.0, 18.5, 17.833333333333332)","(7.0, 9.0, 8.333333333333332)","(10.0, 15.5, 14.11111111111111)","(3.1, 3.55, 3.4189655172413795)","(7.0, 9.6, 9.28)","(51.0, 100.0, 88.33333333333333)","(71.0, 150.0, 118.57142857142857)"
05-01-2023 14:15:25.465325,"(3.4, 5.2, 5.191428571428571)","(6.5, 7.2, 7.05054945054945)","(13.0, 18.5, 17.833333333333332)","(7.0, 9.0, 8.333333333333332)","(10.0, 15.5, 14.11111111111111)","(3.1, 3.55, 3.4189655172413795)","(7.0, 9.6, 9.28)","(51.0, 100.0, 88.33333333333333)","(71.0, 150.0, 118.57142857142857)"
05-01-2023 14:15:26.620963,"(3.4, 5.2, 5.191428571428571)","(6.5, 7.2, 7.05054945054945)","(13.0, 18.5, 17.833333333333332)","(7.0, 9.0, 8.6)","(10.0, 15.5, 14.11111111111111)","(3.1, 3.55, 3.512)","(7.0, 9.6, 9.28)","(51.0, 100.0, 92.22222222222223)","(71.0, 150.0, 118.57142857142857)"
05-01-2023 14:15:27.886089,"(3.4, 5.2, 5.191428571428571)","(6.5, 7.2, 7.05054945054945)","(13.0, 18.5, 17.833333333333332)","(7.0, 9.0, 8.6)","(10.0, 15.5, 14.11111111111111)","(3.1, 3.55, 3.513106796116505)","(7.0, 9.6, 9.28)","(51.0, 100.0, 92.22222222222223)","(71.0, 150.0, 118.57142857142857)"
05-01-2023 14:15:29.103661,"(3.4, 5.2, 5.191428571428571)","(6.5, 7.2, 7.0361445783132535)","(13.0, 18.5, 17.833333333333332)","(7.0, 9.0, 8.6)","(10.0, 15.5, 14.11111111111111)","(3.1, 3.55, 3.513106796116505)","(7.0, 9.6, 9.28)","(51.0, 100.0, 92.22222222222223)","(71.0, 150.0, 118.57142857142857)"
05-01-2023 14:15:30.471321,"(3.4, 5.2, 5.191428571428571)","(6.5, 7.2, 7.0361445783132535)","(13.0, 18.5, 17.833333333333332)","(7.0, 9.0, 8.6)","(10.0, 15.5, 14.11111111111111)","(3.1, 3.55, 3.513106796116505)","(7.0, 9.6, 9.28)","(51.0, 100.0, 92.22222222222223)","(71.0, 150.0, 118.57142857142857)"
05-01-2023 14:15:31.835035,"(3.4, 5.2, 5.191428571428571)","(6.5, 7.2, 7.0361445783132535)","(13.0, 18.5, 17.833333333333332)","(7.0, 9.0, 8.84)","(10.0, 15.5, 14.607142857142858)","(3.1, 3.55, 3.513106796116505)","(7.0, 9.6, 9.28)","(51.0, 100.0, 92.22222222222223)","(71.0, 150.0, 118.57142857142857)"
05-01-2023 14:15:33.185908,"(3.4, 5.2, 5.191428571428571)","(6.5, 7.2, 7.0361445783132535)","(13.0, 18.5, 19.125)","(7.0, 9.0, 8.84)","(10.0, 15.5, 14.607142857142858)","(3.1, 3.55, 3.513106796116505)","(7.0, 9.6, 9.28)","(51.0, 100.0, 92.22222222222223)","(71.0, 150.0, 118.57142857142857)"
05-01-2023 14:15:34.594672,"(3.4, 5.2, 5.191428571428571)","(6.5, 7.2, 7.0361445783132535)","(13.0, 19.5, 19.125)","(7.0, 9.0, 8.333333333333332)","(10.0, 15.5, 14.607142857142858)","(3.1, 3.55, 3.513106796116505)","(7.0, 9.6, 9.28)","(51.0, 100.0, 92.22222222222223)","(71.0, 150.0, 118.57142857142857)"
05-01-2023 14:15:36.243450,"(3.4, 5.2, 5.1923076923076925)","(6.5, 7.2, 7.0361445783132535)","(13.0, 19.5, 19.125)","(7.0, 8.8, 8.309090909090909)","(10.0, 15.5, 14.607142857142858)","(3.1, 3.55, 3.513106796116505)","(7.0, 9.6, 9.28)","(51.0, 100.0, 92.22222222222223)","(71.0, 150.0, 118.57142857142857)"
05-01-2023 14:15:37.684244,"(3.4, 5.2, 5.1923076923076925)","(6.5, 7.2, 7.0361445783132535)","(13.0, 19.5, 19.125)","(7.0, 8.8, 8.309090909090909)","(10.0, 15.5, 14.25)","(3.1, 3.55, 3.513106796116505)","(7.0, 9.6, 9.28)","(51.0, 100.0, 92.22222222222223)","(71.0, 150.0, 128.75)"
05-01-2023 14:15:39.056688,"(3.4, 5.2, 5.1923076923076925)","(6.5, 7.2, 7.0361445783132535)","(13.0, 19.5, 19.25)","(7.0, 8.8, 8.333333333333332)","(10.0, 15.5, 14.25)","(3.1, 3.55, 3.513106796116505)","(7.0, 9.6, 9.28)","(51.0, 100.0, 92.22222222222223)","(71.0, 140.0, 128.75)"
05-01-2023 14:15:40.631946,"(3.4, 5.2, 5.1923076923076925)","(6.5, 7.2, 7.0361445783132535)","(13.0, 19.5, 19.25)","(7.0, 9.0, 8.333333333333332)","(10.0, 15.5, 14.25)","(3.1, 3.55, 3.513106796116505)","(7.0, 9.6, 9.28)","(51.0, 100.0, 92.22222222222223)","(71.0, 140.0, 116.0)"
05-01-2023 14:15:41.974797,"(3.4, 5.2, 5.1923076923076925)","(6.5, 7.2, 7.102857142857143)","(13.0, 19.5, 19.25)","(7.0, 9.0, 8.333333333333332)","(10.0, 15.5, 14.25)","(3.1, 3.55, 3.513106796116505)","(7.0, 9.6, 9.28)","(51.0, 100.0, 92.22222222222223)","(71.0, 130.0, 113.75)"
05-01-2023 14:15:43.312941,"(3.4, 5.2, 5.1923076923076925)","(6.5, 7.2, 7.151428571428571)","(13.0, 19.5, 19.25)","(7.0, 9.0, 8.333333333333332)","(10.0, 15.5, 14.25)","(3.1, 3.55, 3.513106796116505)","(7.0, 9.6, 9.28)","(51.0, 100.0, 92.22222222222223)","(71.0, 120.0, 111.66666666666667)"
05-01-2023 14:15:44.618313,"(3.4, 5.2, 5.1923076923076925)","(6.5, 7.2, 7.151428571428571)","(13.0, 19.5, 18.5625)","(7.0, 9.0, 8.333333333333332)","(10.0, 15.5, 14.25)","(3.1, 3.55, 3.513106796116505)","(7.0, 9.6, 9.28)","(51.0, 100.0, 92.22222222222223)","(71.0, 120.0, 111.66666666666667)"
05-01-2023 14:15:45.911679,"(3.4, 5.2, 5.1923076923076925)","(6.5, 7.2, 7.151428571428571)","(13.0, 19.5, 18.5625)","(7.0, 9.0, 8.333333333333332)","(10.0, 15.5, 14.25)","(3.1, 3.55, 3.513106796116505)","(7.0, 9.6, 9.28)","(51.0, 100.0, 92.22222222222223)","(71.0, 120.0, 111.66666666666667)"
05-01-2023 14:15:47.246535,"(3.4, 5.2, 5.1923076923076925)","(6.5, 7.2, 7.389565217391304)","(12.0, 19.5, 18.875)","(7.5, 9.0, 8.333333333333332)","(11.0, 15.5, 14.25)","(3.1, 3.55, 3.513106796116505)","(7.5, 9.6, 9.28)","(51.0, 100.0, 85.0)","(71.0, 120.0, 111.66666666666667)"
05-01-2023 14:15:48.557548,"(3.4, 5.2, 5.1923076923076925)","(6.5, 7.4, 7.512977099236641)","(12.0, 20.0, 18.875)","(7.5, 9.0, 8.333333333333332)","(11.0, 15.5, 14.142857142857142)","(3.1, 3.55, 3.4973684210526317)","(7.5, 9.6, 9.28)","(51.0, 100.0, 85.0)","(71.0, 120.0, 111.66666666666667)"
05-01-2023 14:15:49.850569,"(3.4, 5.2, 5.1923076923076925)","(6.5, 7.6, 7.296)","(12.0, 20.0, 19.142857142857142)","(7.5, 9.0, 8.333333333333332)","(11.0, 15.0, 14.0625)","(3.1, 3.55, 3.4973684210526317)","(7.5, 9.6, 9.28)","(51.0, 100.0, 85.0)","(71.0, 120.0, 111.66666666666667)"
05-01-2023 14:15:51.147560,"(3.4, 5.2, 5.1923076923076925)","(6.5, 7.6, 7.288888888888889)","(12.0, 19.0, 18.428571428571427)","(7.5, 9.0, 8.333333333333332)","(11.0, 15.0, 14.0625)","(3.1, 3.55, 3.4973684210526317)","(7.5, 9.6, 9.28)","(51.0, 100.0, 85.0)","(71.0, 120.0, 111.66666666666667)"
05-01-2023 14:15:52.435502,"(3.4, 5.2, 5.1923076923076925)","(6.5, 7.6, 7.288888888888889)","(12.0, 19.0, 18.428571428571427)","(7.5, 9.0, 8.333333333333332)","(11.0, 15.0, 14.0625)","(3.1, 3.55, 3.4973684210526317)","(7.5, 9.6, 9.28)","(51.0, 100.0, 85.0)","(71.0, 120.0, 111.66666666666667)"
05-01-2023 14:15:53.683085,"(3.4, 5.2, 5.1923076923076925)","(6.5, 7.6, 7.288888888888889)","(12.0, 19.0, 18.428571428571427)","(7.5, 9.0, 8.333333333333332)","(11.0, 15.0, 14.0625)","(3.1, 3.55, 3.4973684210526317)","(7.5, 9.6, 9.28)","(51.0, 100.0, 85.0)","(71.0, 120.0, 111.66666666666667)"
