,Sheezasinga,I Am Fearless,Remember Mary,Expect A Hero,Klinsmann,Jacked Up,Mishani Mistress,Lively Lass,Taormina Rhythm
05-01-2023 14:16:08.763494,"(3.4, 5.2, 5.161538461538462)","(6.5, 7.2, 7.0285714285714285)","(12.0, 19.0, 18.428571428571427)","(7.5, 9.0, 8.333333333333332)","(11.0, 15.0, 14.25)","(3.1, 3.55, 3.4987179487179487)","(7.5, 9.6, 9.381818181818181)","(51.0, 100.0, 88.0)","(71.0, 120.0, 111.66666666666667)"
05-01-2023 14:16:10.077423,"(3.4, 5.2, 5.161538461538462)","(6.5, 7.2, 6.953191489361702)","(12.0, 19.0, 18.428571428571427)","(7.5, 9.0, 8.333333333333332)","(11.0, 15.0, 14.25)","(3.1, 3.55, 3.4987179487179487)","(7.5, 9.6, 9.381818181818181)","(51.0, 100.0, 88.0)","(71.0, 120.0, 111.66666666666667)"
05-01-2023 14:16:11.401731,"(3.4, 5.2, 5.188235294117647)","(6.5, 7.0, 6.953191489361702)","(12.0, 19.0, 18.428571428571427)","(7.5, 9.0, 8.333333333333332)","(11.0, 15.0, 14.25)","(3.1, 3.55, 3.497826086956522)","(7.5, 9.6, 9.381818181818181)","(51.0, 100.0, 98.0)","(71.0, 120.0, 111.66666666666667)"
05-01-2023 14:16:12.691201,"(3.4, 5.2, 5.188235294117647)","(6.5, 7.0, 6.953191489361702)","(12.0, 19.0, 18.428571428571427)","(7.5, 9.0, 8.333333333333332)","(11.0, 15.0, 14.25)","(3.1, 3.55, 3.497826086956522)","(7.5, 9.6, 9.381818181818181)","(51.0, 100.0, 116.0)","(71.0, 120.0, 111.66666666666667)"
05-01-2023 14:16:14.003044,"(3.4, 5.2, 5.188235294117647)","(6.5, 7.0, 6.953191489361702)","(12.0, 19.0, 18.428571428571427)","(7.5, 9.0, 8.333333333333332)","(11.0, 15.0, 14.25)","(3.1, 3.55, 3.497826086956522)","(7.5, 9.6, 9.3)","(51.0, 120.0, 116.0)","(71.0, 120.0, 111.66666666666667)"
05-01-2023 14:16:15.330208,"(3.4, 5.2, 5.188235294117647)","(6.5, 7.0, 6.938461538461539)","(12.0, 19.0, 18.875)","(7.5, 9.0, 8.333333333333332)","(11.0, 15.0, 14.25)","(3.1, 3.55, 3.497826086956522)","(7.5, 9.6, 9.3)","(51.0, 120.0, 116.0)","(71.0, 120.0, 111.66666666666667)"
05-01-2023 14:16:16.672989,"(3.4, 5.2, 5.188235294117647)","(6.5, 7.0, 6.938461538461539)","(12.0, 20.0, 18.363636363636363)","(7.5, 9.0, 8.333333333333332)","(11.0, 15.0, 13.75)","(3.1, 3.55, 3.497826086956522)","(7.5, 9.6, 9.3)","(51.0, 120.0, 96.66666666666667)","(71.0, 120.0, 111.66666666666667)"
05-01-2023 14:16:18.032234,"(3.4, 5.2, 5.188235294117647)","(6.5, 7.0, 6.938461538461539)","(12.0, 20.0, 18.363636363636363)","(7.5, 9.0, 8.333333333333332)","(11.0, 15.0, 13.75)","(3.1, 3.55, 3.497826086956522)","(7.5, 9.6, 9.3)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 114.0)"
05-01-2023 14:16:19.515925,"(3.4, 5.2, 5.188235294117647)","(6.5, 7.0, 6.938461538461539)","(12.0, 20.0, 18.714285714285715)","(7.5, 9.0, 8.555555555555555)","(11.0, 15.0, 13.75)","(3.1, 3.55, 3.497826086956522)","(7.5, 9.6, 9.3)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 114.0)"
05-01-2023 14:16:20.882933,"(3.4, 5.4, 5.345454545454546)","(6.5, 7.0, 6.938461538461539)","(12.0, 20.0, 18.714285714285715)","(7.5, 9.0, 8.555555555555555)","(11.0, 15.0, 13.714285714285714)","(3.1, 3.55, 3.497826086956522)","(7.5, 9.6, 9.3)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 114.0)"
05-01-2023 14:16:22.207654,"(3.4, 5.5, 5.325)","(6.5, 7.0, 6.938461538461539)","(12.0, 20.0, 18.714285714285715)","(7.5, 9.0, 8.555555555555555)","(11.0, 15.0, 13.714285714285714)","(3.1, 3.55, 3.497826086956522)","(7.5, 9.6, 9.3)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 114.0)"
05-01-2023 14:16:23.637268,"(3.4, 5.5, 5.325)","(6.5, 7.0, 6.938461538461539)","(12.0, 20.0, 18.714285714285715)","(7.5, 9.0, 8.555555555555555)","(11.0, 15.0, 13.714285714285714)","(3.1, 3.55, 3.497826086956522)","(7.5, 9.6, 9.3)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 114.0)"
05-01-2023 14:16:24.934566,"(3.4, 5.5, 5.325)","(6.5, 7.0, 6.938461538461539)","(12.0, 20.0, 18.714285714285715)","(7.5, 9.0, 8.555555555555555)","(11.0, 15.0, 13.714285714285714)","(3.1, 3.55, 3.497826086956522)","(7.5, 9.6, 9.3)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 114.0)"
05-01-2023 14:16:26.176658,"(3.4, 5.5, 5.307142857142857)","(6.5, 7.0, 6.892307692307692)","(12.0, 20.0, 18.714285714285715)","(7.5, 9.0, 8.555555555555555)","(11.0, 15.0, 13.714285714285714)","(3.1, 3.55, 3.543181818181818)","(7.5, 9.6, 9.3)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 114.0)"
05-01-2023 14:16:27.388078,"(3.4, 5.5, 5.307142857142857)","(6.5, 7.0, 6.892307692307692)","(12.0, 20.0, 18.714285714285715)","(7.5, 9.0, 8.555555555555555)","(11.0, 15.0, 13.714285714285714)","(3.1, 3.55, 3.49375)","(7.5, 9.6, 9.2)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 114.0)"
05-01-2023 14:16:28.612030,"(3.4, 5.5, 5.416)","(6.5, 7.0, 6.886486486486486)","(12.0, 19.5, 17.1)","(7.5, 9.0, 8.5)","(11.0, 15.0, 13.714285714285714)","(3.1, 3.6, 3.5538461538461537)","(7.5, 9.6, 9.066666666666666)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 114.0)"
05-01-2023 14:16:29.809226,"(3.4, 5.5, 5.416)","(6.5, 7.0, 6.886486486486486)","(12.0, 19.0, 17.75)","(7.5, 8.8, 8.5)","(11.0, 15.0, 13.714285714285714)","(3.1, 3.65, 3.525)","(7.5, 9.6, 9.066666666666666)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 114.0)"
05-01-2023 14:16:31.014647,"(3.4, 5.5, 5.416)","(6.5, 7.0, 6.972972972972973)","(12.0, 19.0, 17.75)","(7.5, 8.8, 8.5)","(11.0, 15.0, 13.714285714285714)","(3.1, 3.65, 3.525)","(7.5, 9.6, 9.066666666666666)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 114.0)"
05-01-2023 14:16:32.189888,"(3.4, 5.5, 5.416)","(6.5, 7.0, 6.972972972972973)","(12.0, 19.0, 17.75)","(7.5, 8.8, 8.5)","(11.0, 15.0, 13.714285714285714)","(3.1, 3.65, 3.525)","(7.5, 9.6, 9.066666666666666)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 114.0)"
05-01-2023 14:16:33.353090,"(3.4, 5.5, 5.416)","(6.5, 7.0, 6.972972972972973)","(12.0, 19.0, 17.75)","(7.5, 8.8, 8.4)","(11.0, 15.0, 13.714285714285714)","(3.1, 3.65, 3.525)","(7.5, 9.6, 9.066666666666666)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 114.0)"
05-01-2023 14:16:34.576180,"(3.5, 5.5, 5.416)","(6.5, 7.0, 6.972972972972973)","(12.0, 19.0, 17.75)","(7.5, 8.8, 8.4)","(11.0, 15.0, 13.714285714285714)","(3.1, 3.65, 3.525)","(7.5, 9.6, 9.066666666666666)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 114.0)"
05-01-2023 14:16:35.775602,"(3.5, 5.5, 5.416)","(6.5, 7.0, 6.972972972972973)","(12.0, 19.0, 17.75)","(7.5, 8.8, 8.4)","(11.0, 15.0, 13.714285714285714)","(3.1, 3.65, 3.5)","(7.5, 9.6, 9.066666666666666)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 105.0)"
05-01-2023 14:16:37.080156,"(3.5, 5.6, 5.484210526315789)","(6.5, 7.0, 6.941818181818181)","(12.0, 19.0, 17.75)","(7.5, 8.8, 8.4)","(11.0, 15.0, 13.636363636363637)","(3.1, 3.6, 3.466666666666667)","(7.5, 9.6, 9.066666666666666)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 105.0)"
05-01-2023 14:16:38.317870,"(3.5, 5.7, 5.625)","(6.5, 7.0, 6.872463768115942)","(12.0, 19.0, 17.166666666666668)","(7.5, 8.8, 8.4)","(11.0, 15.0, 14.0)","(3.1, 3.6, 3.45)","(7.5, 9.6, 9.066666666666666)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 105.0)"
05-01-2023 14:16:39.580170,"(3.5, 5.7, 5.625)","(6.5, 7.0, 6.872463768115942)","(12.0, 18.5, 17.166666666666668)","(7.5, 8.8, 8.4)","(11.0, 15.0, 13.8125)","(3.1, 3.6, 3.45)","(7.5, 9.6, 8.96)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 105.0)"
05-01-2023 14:16:40.818191,"(3.5, 5.7, 5.625)","(6.5, 7.0, 6.872463768115942)","(12.0, 18.5, 17.166666666666668)","(7.5, 8.8, 8.4)","(11.0, 16.0, 14.868421052631579)","(3.1, 3.6, 3.45)","(7.5, 9.6, 8.96)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 105.0)"
05-01-2023 14:16:42.062716,"(3.5, 5.7, 5.625)","(6.5, 7.0, 6.872463768115942)","(12.0, 18.5, 17.166666666666668)","(7.5, 8.8, 8.4)","(11.0, 15.5, 14.868421052631579)","(3.1, 3.6, 3.45)","(7.5, 9.6, 8.96)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 105.0)"
05-01-2023 14:16:43.339702,"(3.5, 5.7, 5.625)","(6.5, 7.0, 6.881690140845071)","(12.0, 18.5, 17.166666666666668)","(7.5, 8.8, 8.4)","(11.0, 15.5, 14.625)","(3.1, 3.6, 3.45)","(7.5, 9.6, 9.0)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 105.0)"
05-01-2023 14:16:44.550786,"(3.5, 5.7, 5.625)","(6.5, 7.0, 6.881690140845071)","(12.0, 18.5, 17.166666666666668)","(7.5, 8.8, 8.4)","(11.0, 15.5, 14.088235294117647)","(3.1, 3.6, 3.4)","(7.5, 9.6, 9.0)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 105.0)"
05-01-2023 14:16:45.740084,"(3.5, 5.7, 5.607692307692308)","(6.5, 7.0, 6.881690140845071)","(12.0, 18.5, 17.166666666666668)","(7.5, 8.8, 8.4)","(11.0, 15.5, 14.088235294117647)","(3.1, 3.6, 3.5142857142857142)","(7.5, 9.6, 9.0)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 105.0)"
05-01-2023 14:16:46.904982,"(3.5, 5.7, 5.607692307692308)","(6.5, 7.0, 6.881690140845071)","(12.0, 18.5, 17.166666666666668)","(7.5, 8.8, 8.4)","(11.0, 15.5, 14.088235294117647)","(3.1, 3.6, 3.5785714285714287)","(7.5, 9.6, 9.0)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 112.5)"
05-01-2023 14:16:48.103220,"(3.5, 5.7, 5.607692307692308)","(6.5, 7.0, 6.881690140845071)","(12.0, 18.5, 17.166666666666668)","(7.5, 8.8, 8.4)","(11.0, 15.5, 14.088235294117647)","(3.1, 3.6, 3.5833333333333335)","(7.5, 9.6, 9.0)","(51.0, 120.0, 116.19047619047619)","(71.0, 120.0, 112.5)"
05-01-2023 14:16:49.304270,"(3.5, 5.7, 5.607692307692308)","(6.5, 7.0, 6.881690140845071)","(12.0, 18.5, 17.166666666666668)","(7.5, 8.8, 8.4)","(11.0, 15.5, 14.088235294117647)","(3.1, 3.6, 3.5833333333333335)","(7.5, 9.6, 9.0)","(51.0, 120.0, 114.54545454545455)","(71.0, 120.0, 112.5)"
05-01-2023 14:16:50.515346,"(3.5, 5.7, 5.607692307692308)","(6.5, 7.0, 6.881690140845071)","(12.0, 18.5, 17.166666666666668)","(7.5, 8.8, 8.4)","(11.0, 15.5, 14.088235294117647)","(3.1, 3.6, 3.5833333333333335)","(7.5, 9.6, 9.0)","(51.0, 120.0, 114.54545454545455)","(71.0, 120.0, 112.5)"
05-01-2023 14:16:51.690652,"(3.5, 5.9, 5.5)","(6.5, 7.2, 7.076190476190476)","(12.0, 18.5, 17.166666666666668)","(7.5, 8.8, 8.4)","(11.0, 15.5, 13.9)","(3.1, 3.6, 3.5833333333333335)","(7.5, 9.6, 9.0)","(51.0, 120.0, 114.54545454545455)","(71.0, 120.0, 112.5)"
05-01-2023 14:16:52.854393,"(3.5, 5.9, 5.438461538461539)","(6.5, 7.2, 7.076190476190476)","(12.0, 18.5, 17.166666666666668)","(7.5, 8.8, 8.4)","(11.0, 15.5, 13.958333333333334)","(3.1, 3.6, 3.5833333333333335)","(7.5, 9.6, 9.0)","(51.0, 120.0, 114.54545454545455)","(71.0, 120.0, 112.5)"
05-01-2023 14:16:54.072414,"(3.5, 5.9, 5.438461538461539)","(6.5, 7.2, 7.1084745762711865)","(12.0, 18.5, 17.166666666666668)","(7.5, 8.8, 8.4)","(11.0, 15.0, 13.958333333333334)","(3.1, 3.6, 3.5833333333333335)","(7.5, 9.6, 9.0)","(51.0, 120.0, 114.54545454545455)","(71.0, 120.0, 107.5)"
05-01-2023 14:16:55.308806,"(3.5, 5.4, 5.38421052631579)","(6.5, 7.2, 7.1084745762711865)","(12.0, 18.5, 17.166666666666668)","(7.5, 8.8, 8.4)","(11.0, 15.0, 13.214285714285714)","(3.1, 3.6, 3.5090909090909093)","(7.5, 9.6, 9.0)","(51.0, 120.0, 114.54545454545455)","(71.0, 120.0, 107.5)"
05-01-2023 14:16:56.485202,"(3.5, 5.9, 5.639130434782609)","(6.5, 7.2, 7.135714285714286)","(12.0, 18.5, 17.166666666666668)","(7.5, 8.8, 8.4)","(11.0, 15.0, 13.125)","(3.1, 3.6, 3.5884615384615386)","(7.5, 9.6, 9.28888888888889)","(51.0, 120.0, 114.54545454545455)","(71.0, 120.0, 107.5)"
05-01-2023 14:16:57.739066,"(3.5, 5.8, 5.62)","(6.5, 7.2, 7.135714285714286)","(12.0, 18.5, 17.166666666666668)","(7.5, 8.8, 8.5)","(11.0, 15.0, 13.25)","(3.1, 3.6, 3.6115384615384616)","(7.5, 9.4, 9.0)","(51.0, 120.0, 114.54545454545455)","(71.0, 120.0, 107.5)"
05-01-2023 14:16:58.942236,"(3.6, 5.9, 5.675000000000001)","(6.5, 7.2, 7.135714285714286)","(12.0, 18.5, 17.166666666666668)","(7.5, 8.8, 8.5)","(11.0, 14.5, 13.25)","(3.1, 3.65, 3.6115384615384616)","(7.5, 9.6, 9.0)","(51.0, 120.0, 114.54545454545455)","(71.0, 120.0, 107.5)"
05-01-2023 14:17:00.137323,"(3.6, 5.9, 5.675000000000001)","(6.5, 7.2, 7.09)","(12.0, 18.5, 17.166666666666668)","(7.5, 8.8, 8.5)","(11.0, 14.5, 13.666666666666666)","(3.1, 3.65, 3.6115384615384616)","(7.5, 9.6, 8.96)","(51.0, 120.0, 114.54545454545455)","(71.0, 120.0, 107.5)"
05-01-2023 14:17:01.403533,"(3.6, 5.9, 5.675000000000001)","(6.5, 7.2, 6.925714285714285)","(12.0, 18.5, 17.166666666666668)","(7.5, 8.8, 8.5)","(11.0, 14.5, 13.666666666666666)","(3.1, 3.65, 3.6045454545454545)","(7.5, 9.6, 8.96)","(51.0, 120.0, 114.54545454545455)","(71.0, 120.0, 107.5)"
05-01-2023 14:17:02.699818,"(3.6, 5.9, 5.675000000000001)","(6.5, 7.0, 6.922388059701492)","(12.0, 18.5, 17.166666666666668)","(7.5, 8.8, 8.5)","(11.0, 14.5, 13.666666666666666)","(3.1, 3.65, 3.559090909090909)","(7.5, 9.6, 9.035294117647059)","(51.0, 120.0, 114.54545454545455)","(71.0, 120.0, 107.5)"
05-01-2023 14:17:03.973331,"(3.6, 5.9, 5.7125)","(6.5, 7.0, 6.922388059701492)","(12.0, 18.5, 17.0)","(7.5, 8.8, 8.5)","(11.0, 14.5, 13.666666666666666)","(3.1, 3.65, 3.5666666666666664)","(7.5, 9.6, 9.035294117647059)","(51.0, 120.0, 114.54545454545455)","(71.0, 120.0, 107.5)"
05-01-2023 14:17:05.249293,"(3.6, 5.9, 5.7125)","(6.5, 7.0, 6.922388059701492)","(12.0, 18.0, 17.0)","(7.5, 8.8, 8.5)","(11.0, 14.5, 13.666666666666666)","(3.1, 3.65, 3.5666666666666664)","(7.5, 9.6, 9.035294117647059)","(51.0, 120.0, 114.54545454545455)","(71.0, 120.0, 107.5)"
05-01-2023 14:17:06.511205,"(3.6, 5.9, 5.7125)","(6.5, 7.0, 6.922388059701492)","(12.0, 18.0, 17.0)","(7.5, 8.8, 8.5)","(11.0, 14.5, 13.923076923076923)","(3.1, 3.65, 3.4078125)","(7.5, 9.6, 9.035294117647059)","(51.0, 120.0, 114.54545454545455)","(71.0, 120.0, 108.33333333333333)"
05-01-2023 14:17:07.790089,"(3.6, 5.9, 5.7125)","(6.5, 7.0, 6.922388059701492)","(12.0, 18.0, 17.0)","(7.5, 8.8, 8.5)","(11.0, 14.5, 13.923076923076923)","(3.1, 3.55, 3.45)","(7.5, 9.6, 9.035294117647059)","(51.0, 120.0, 115.0)","(71.0, 120.0, 108.33333333333333)"
05-01-2023 14:17:09.000187,"(3.6, 5.9, 5.7125)","(6.5, 7.0, 6.92463768115942)","(12.0, 18.0, 17.0)","(7.5, 8.8, 8.5)","(11.0, 14.5, 13.923076923076923)","(3.1, 3.5, 3.4166666666666665)","(7.5, 9.6, 9.035294117647059)","(51.0, 120.0, 115.0)","(71.0, 120.0, 108.33333333333333)"
05-01-2023 14:17:10.183980,"(3.6, 5.9, 5.7125)","(6.5, 7.0, 6.92463768115942)","(12.0, 18.0, 17.0)","(7.5, 8.8, 8.5)","(11.0, 14.5, 13.923076923076923)","(3.1, 3.5, 3.4166666666666665)","(7.5, 9.6, 9.035294117647059)","(51.0, 120.0, 115.0)","(71.0, 120.0, 108.33333333333333)"
05-01-2023 14:17:11.242952,"(3.6, 5.9, 5.754838709677419)","(6.5, 7.0, 6.92463768115942)","(12.0, 18.0, 17.0)","(7.5, 8.8, 8.5)","(11.0, 14.5, 13.923076923076923)","(3.1, 3.5, 3.4166666666666665)","(7.5, 9.6, 9.035294117647059)","(51.0, 120.0, 115.0)","(71.0, 120.0, 108.33333333333333)"
05-01-2023 14:17:12.416103,"(3.6, 5.9, 5.754838709677419)","(6.5, 7.0, 6.911111111111111)","(12.0, 18.0, 17.0)","(7.5, 8.8, 8.5)","(11.0, 14.5, 13.923076923076923)","(3.1, 3.5, 3.4166666666666665)","(7.5, 9.6, 9.035294117647059)","(51.0, 120.0, 115.0)","(71.0, 120.0, 108.33333333333333)"
05-01-2023 14:17:13.606067,"(3.6, 5.9, 5.763636363636364)","(6.5, 7.0, 6.911111111111111)","(12.0, 18.0, 17.0)","(7.5, 8.8, 8.5)","(11.0, 14.5, 13.923076923076923)","(3.1, 3.5, 3.4166666666666665)","(7.5, 9.6, 9.035294117647059)","(51.0, 120.0, 115.0)","(71.0, 120.0, 108.33333333333333)"
05-01-2023 14:17:14.823854,"(3.6, 5.9, 5.763636363636364)","(6.5, 7.0, 6.741333333333333)","(12.0, 18.0, 17.0)","(7.5, 8.8, 8.5)","(11.0, 14.5, 13.923076923076923)","(3.1, 3.5, 3.44)","(7.5, 9.6, 9.035294117647059)","(51.0, 120.0, 113.07692307692307)","(71.0, 120.0, 114.0)"
05-01-2023 14:17:16.097031,"(3.6, 5.9, 5.763636363636364)","(6.5, 6.8, 6.738028169014084)","(12.0, 18.0, 16.785714285714285)","(7.5, 8.8, 8.5)","(11.0, 14.5, 13.923076923076923)","(3.1, 3.6, 3.4499999999999997)","(7.5, 9.6, 9.035294117647059)","(51.0, 120.0, 108.18181818181819)","(71.0, 120.0, 114.0)"
05-01-2023 14:17:17.384078,"(3.6, 5.9, 5.572727272727273)","(6.5, 6.8, 6.710112359550561)","(12.0, 18.5, 16.785714285714285)","(7.5, 8.8, 8.5)","(11.0, 14.5, 13.923076923076923)","(3.1, 3.55, 3.4499999999999997)","(7.5, 9.6, 9.035294117647059)","(51.0, 110.0, 108.18181818181819)","(71.0, 120.0, 114.0)"
05-01-2023 14:17:18.654724,"(3.6, 5.9, 5.572727272727273)","(6.5, 6.6, 6.40952380952381)","(12.0, 18.5, 16.785714285714285)","(7.5, 8.8, 8.5)","(11.0, 14.5, 13.923076923076923)","(3.1, 3.55, 3.4299999999999997)","(7.5, 9.6, 8.933333333333334)","(51.0, 110.0, 108.18181818181819)","(71.0, 120.0, 114.0)"
05-01-2023 14:17:19.909169,"(3.6, 5.9, 5.720000000000001)","(6.5, 6.4, 6.366666666666667)","(12.0, 18.5, 16.785714285714285)","(7.5, 8.8, 8.5)","(11.0, 15.0, 13.5)","(3.1, 3.6, 3.5384615384615383)","(7.5, 9.6, 8.933333333333334)","(51.0, 110.0, 108.18181818181819)","(71.0, 120.0, 114.0)"
05-01-2023 14:17:21.159608,"(3.6, 5.9, 5.720000000000001)","(6.5, 6.4, 6.366666666666667)","(12.0, 18.5, 16.785714285714285)","(7.5, 8.8, 8.5)","(11.0, 14.5, 13.833333333333334)","(3.1, 3.6, 3.5384615384615383)","(7.5, 9.6, 8.984615384615385)","(51.0, 110.0, 108.18181818181819)","(71.0, 120.0, 114.0)"
05-01-2023 14:17:22.365592,"(3.6, 5.9, 5.720000000000001)","(6.5, 6.4, 6.366666666666667)","(12.0, 18.5, 16.785714285714285)","(7.5, 8.8, 8.5)","(11.0, 14.5, 13.833333333333334)","(3.1, 3.6, 3.5384615384615383)","(7.5, 9.6, 8.984615384615385)","(51.0, 110.0, 108.18181818181819)","(71.0, 120.0, 114.0)"
05-01-2023 14:17:23.641056,"(3.6, 5.9, 5.720000000000001)","(6.5, 6.4, 6.366666666666667)","(12.0, 18.5, 16.785714285714285)","(7.5, 8.8, 8.5)","(11.0, 15.0, 13.5)","(3.1, 3.6, 3.5384615384615383)","(7.5, 9.6, 8.984615384615385)","(51.0, 110.0, 108.18181818181819)","(71.0, 120.0, 114.0)"
05-01-2023 14:17:24.875678,"(3.6, 5.9, 5.720000000000001)","(6.5, 6.6, 6.4625)","(12.0, 18.5, 17.346153846153847)","(7.5, 8.8, 8.5)","(11.0, 15.0, 13.5)","(3.1, 3.6, 3.5384615384615383)","(7.5, 9.6, 8.984615384615385)","(51.0, 110.0, 108.18181818181819)","(71.0, 120.0, 114.0)"
05-01-2023 14:17:26.060655,"(3.6, 5.9, 5.756)","(6.5, 6.6, 6.4625)","(12.0, 18.5, 17.166666666666668)","(7.5, 8.8, 8.56)","(11.0, 15.0, 13.928571428571429)","(3.1, 3.6, 3.4782608695652173)","(7.5, 9.6, 9.066666666666666)","(51.0, 110.0, 102.5)","(71.0, 120.0, 112.5)"
05-01-2023 14:17:27.218517,"(3.6, 5.9, 5.706451612903226)","(6.5, 6.6, 6.325)","(12.0, 18.5, 17.346153846153847)","(7.5, 8.8, 8.56)","(11.0, 14.5, 13.928571428571429)","(3.1, 3.6, 3.4782608695652173)","(7.5, 9.6, 9.066666666666666)","(51.0, 110.0, 102.5)","(71.0, 120.0, 112.5)"
05-01-2023 14:17:28.389726,"(3.6, 5.9, 5.706451612903226)","(6.5, 6.6, 6.325)","(12.0, 18.5, 17.346153846153847)","(7.5, 8.8, 8.56)","(11.0, 14.5, 13.928571428571429)","(3.1, 3.6, 3.4782608695652173)","(7.5, 9.6, 9.066666666666666)","(51.0, 110.0, 102.5)","(71.0, 120.0, 112.5)"
05-01-2023 14:17:29.559998,"(3.6, 5.9, 5.706451612903226)","(6.5, 6.6, 6.325)","(12.0, 18.5, 17.346153846153847)","(7.5, 8.8, 8.56)","(11.0, 14.5, 13.928571428571429)","(3.1, 3.6, 3.4782608695652173)","(7.5, 9.6, 9.066666666666666)","(51.0, 110.0, 102.5)","(71.0, 120.0, 112.5)"
05-01-2023 14:17:30.802755,"(3.6, 5.9, 5.706451612903226)","(6.5, 6.6, 6.325)","(12.0, 18.5, 17.346153846153847)","(7.5, 8.8, 8.56)","(11.0, 14.5, 13.928571428571429)","(3.1, 3.6, 3.4782608695652173)","(7.5, 9.6, 9.066666666666666)","(51.0, 110.0, 102.5)","(71.0, 120.0, 112.5)"
05-01-2023 14:17:32.102768,"(3.6, 5.9, 5.706451612903226)","(6.5, 6.6, 6.336842105263158)","(12.0, 18.5, 17.346153846153847)","(7.5, 8.8, 8.56)","(11.0, 14.5, 13.928571428571429)","(3.1, 3.6, 3.4782608695652173)","(7.5, 9.6, 9.066666666666666)","(51.0, 110.0, 102.5)","(71.0, 120.0, 112.5)"
05-01-2023 14:17:33.258586,"(3.6, 5.9, 5.718181818181819)","(6.5, 6.6, 6.336842105263158)","(12.0, 18.5, 17.346153846153847)","(7.5, 8.8, 8.56)","(11.0, 14.5, 13.636363636363637)","(3.1, 3.6, 3.4782608695652173)","(7.5, 9.6, 8.615384615384615)","(51.0, 110.0, 102.5)","(71.0, 120.0, 112.5)"
05-01-2023 14:17:34.521434,"(3.6, 5.9, 5.718181818181819)","(6.5, 6.6, 6.336842105263158)","(12.0, 18.5, 17.346153846153847)","(7.5, 8.8, 8.56)","(11.0, 15.0, 13.636363636363637)","(3.1, 3.6, 3.4782608695652173)","(7.5, 9.0, 8.62758620689655)","(51.0, 110.0, 102.5)","(71.0, 120.0, 112.5)"
05-01-2023 14:17:35.861739,"(3.6, 5.9, 5.718181818181819)","(6.5, 6.6, 6.336842105263158)","(12.0, 18.5, 17.59090909090909)","(7.5, 8.8, 8.56)","(11.0, 15.0, 13.636363636363637)","(3.1, 3.6, 3.4782608695652173)","(7.5, 9.0, 8.62758620689655)","(51.0, 110.0, 102.5)","(71.0, 120.0, 112.5)"
05-01-2023 14:17:37.032785,"(3.6, 5.9, 5.718181818181819)","(6.5, 6.6, 6.336842105263158)","(12.0, 18.5, 17.59090909090909)","(7.5, 8.8, 8.56)","(11.0, 15.0, 13.636363636363637)","(3.1, 3.6, 3.4782608695652173)","(7.5, 9.0, 8.62758620689655)","(51.0, 110.0, 102.5)","(71.0, 120.0, 112.5)"
05-01-2023 14:17:38.283878,"(3.6, 5.9, 5.718181818181819)","(6.5, 6.6, 6.336842105263158)","(12.0, 18.5, 17.59090909090909)","(7.5, 8.8, 8.56)","(11.0, 15.0, 13.636363636363637)","(3.1, 3.6, 3.515151515151515)","(7.5, 9.0, 8.62758620689655)","(51.0, 110.0, 102.5)","(71.0, 120.0, 112.5)"
05-01-2023 14:17:39.616756,"(3.6, 5.9, 5.718181818181819)","(6.5, 6.6, 6.336842105263158)","(12.0, 18.5, 17.59090909090909)","(7.5, 8.8, 8.56)","(11.0, 15.0, 13.636363636363637)","(3.1, 3.6, 3.515151515151515)","(7.5, 9.0, 8.62758620689655)","(51.0, 110.0, 102.5)","(71.0, 120.0, 112.5)"
05-01-2023 14:17:40.891311,"(3.6, 5.9, 5.718181818181819)","(6.5, 6.6, 6.333333333333333)","(12.0, 18.5, 17.59090909090909)","(7.5, 8.8, 8.56)","(11.0, 15.0, 13.636363636363637)","(3.1, 3.6, 3.515151515151515)","(7.5, 9.0, 8.614814814814814)","(51.0, 110.0, 102.5)","(71.0, 120.0, 112.5)"
