,Tiger By The Tail,Joelene,Cheer The Major Nz,Stars Of Gold,Beat The Bank,Fireplay
54,"[datetime.datetime(2022, 11, 28, 17, 48, 47, 230065), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 47, 230065), 13.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 48, 47, 230065), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 47, 230065), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 48, 47, 230065), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 17, 48, 47, 230065), 101.0, 220.0]"
55,"[datetime.datetime(2022, 11, 28, 17, 48, 48, 440873), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 48, 440873), 13.0, 19.5]","[datetime.datetime(2022, 11, 28, 17, 48, 48, 440873), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 48, 440873), 21.0, 30.0]","[datetime.datetime(2022, 11, 28, 17, 48, 48, 440873), 6.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 48, 48, 440873), 101.0, 230.0]"
56,"[datetime.datetime(2022, 11, 28, 17, 48, 49, 637109), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 49, 637109), 13.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 48, 49, 637109), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 49, 637109), 21.0, 30.0]","[datetime.datetime(2022, 11, 28, 17, 48, 49, 637109), 6.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 48, 49, 637109), 101.0, 230.0]"
57,"[datetime.datetime(2022, 11, 28, 17, 48, 50, 796791), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 50, 796791), 13.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 48, 50, 796791), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 50, 796791), 21.0, 30.0]","[datetime.datetime(2022, 11, 28, 17, 48, 50, 796791), 6.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 48, 50, 796791), 101.0, 230.0]"
58,"[datetime.datetime(2022, 11, 28, 17, 48, 51, 946253), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 51, 946253), 13.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 48, 51, 946253), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 51, 946253), 21.0, 30.0]","[datetime.datetime(2022, 11, 28, 17, 48, 51, 946253), 6.0, 9.4]","[datetime.datetime(2022, 11, 28, 17, 48, 51, 946253), 101.0, 230.0]"
59,"[datetime.datetime(2022, 11, 28, 17, 48, 53, 84747), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 53, 84747), 13.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 48, 53, 84747), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 53, 84747), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 48, 53, 84747), 6.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 48, 53, 84747), 101.0, 220.0]"
60,"[datetime.datetime(2022, 11, 28, 17, 48, 54, 244524), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 54, 244524), 13.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 48, 54, 244524), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 54, 244524), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 48, 54, 244524), 6.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 48, 54, 244524), 101.0, 220.0]"
61,"[datetime.datetime(2022, 11, 28, 17, 48, 55, 392632), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 55, 392632), 13.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 48, 55, 392632), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 55, 392632), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 48, 55, 392632), 6.0, 9.4]","[datetime.datetime(2022, 11, 28, 17, 48, 55, 392632), 101.0, 220.0]"
62,"[datetime.datetime(2022, 11, 28, 17, 48, 56, 529741), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 56, 529741), 13.0, 19.5]","[datetime.datetime(2022, 11, 28, 17, 48, 56, 529741), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 56, 529741), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 48, 56, 529741), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 48, 56, 529741), 101.0, 230.0]"
63,"[datetime.datetime(2022, 11, 28, 17, 48, 57, 680545), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 57, 680545), 13.0, 19.5]","[datetime.datetime(2022, 11, 28, 17, 48, 57, 680545), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 57, 680545), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 48, 57, 680545), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 48, 57, 680545), 101.0, 220.0]"
64,"[datetime.datetime(2022, 11, 28, 17, 48, 58, 826952), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 58, 826952), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 48, 58, 826952), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 58, 826952), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 48, 58, 826952), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 48, 58, 826952), 101.0, 220.0]"
65,"[datetime.datetime(2022, 11, 28, 17, 48, 59, 964037), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 59, 964037), 13.0, 20.0]","[datetime.datetime(2022, 11, 28, 17, 48, 59, 964037), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 48, 59, 964037), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 48, 59, 964037), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 48, 59, 964037), 101.0, 220.0]"
66,"[datetime.datetime(2022, 11, 28, 17, 49, 1, 106984), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 1, 106984), 13.0, 20.0]","[datetime.datetime(2022, 11, 28, 17, 49, 1, 106984), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 1, 106984), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 49, 1, 106984), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 49, 1, 106984), 101.0, 210.0]"
67,"[datetime.datetime(2022, 11, 28, 17, 49, 2, 256555), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 2, 256555), 13.0, 19.5]","[datetime.datetime(2022, 11, 28, 17, 49, 2, 256555), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 2, 256555), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 49, 2, 256555), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 17, 49, 2, 256555), 101.0, 210.0]"
68,"[datetime.datetime(2022, 11, 28, 17, 49, 3, 406247), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 3, 406247), 13.0, 19.5]","[datetime.datetime(2022, 11, 28, 17, 49, 3, 406247), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 3, 406247), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 49, 3, 406247), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 17, 49, 3, 406247), 101.0, 220.0]"
69,"[datetime.datetime(2022, 11, 28, 17, 49, 4, 558159), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 4, 558159), 13.0, 19.5]","[datetime.datetime(2022, 11, 28, 17, 49, 4, 558159), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 4, 558159), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 49, 4, 558159), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 17, 49, 4, 558159), 101.0, 220.0]"
70,"[datetime.datetime(2022, 11, 28, 17, 49, 5, 703823), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 5, 703823), 13.0, 19.5]","[datetime.datetime(2022, 11, 28, 17, 49, 5, 703823), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 5, 703823), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 49, 5, 703823), 6.5, 9.8]","[datetime.datetime(2022, 11, 28, 17, 49, 5, 703823), 101.0, 230.0]"
71,"[datetime.datetime(2022, 11, 28, 17, 49, 6, 860476), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 6, 860476), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 49, 6, 860476), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 6, 860476), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 49, 6, 860476), 6.5, 9.6]","[datetime.datetime(2022, 11, 28, 17, 49, 6, 860476), 101.0, 230.0]"
72,"[datetime.datetime(2022, 11, 28, 17, 49, 8, 5385), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 8, 5385), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 49, 8, 5385), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 8, 5385), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 17, 49, 8, 5385), 6.5, 8.4]","[datetime.datetime(2022, 11, 28, 17, 49, 8, 5385), 101.0, 230.0]"
73,"[datetime.datetime(2022, 11, 28, 17, 49, 9, 152233), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 9, 152233), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 49, 9, 152233), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 9, 152233), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 49, 9, 152233), 6.5, 8.2]","[datetime.datetime(2022, 11, 28, 17, 49, 9, 152233), 101.0, 230.0]"
74,"[datetime.datetime(2022, 11, 28, 17, 49, 10, 374918), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 10, 374918), 14.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 49, 10, 374918), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 10, 374918), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 49, 10, 374918), 6.5, 7.6]","[datetime.datetime(2022, 11, 28, 17, 49, 10, 374918), 91.0, 230.0]"
75,"[datetime.datetime(2022, 11, 28, 17, 49, 11, 516840), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 11, 516840), 14.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 49, 11, 516840), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 11, 516840), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 49, 11, 516840), 6.5, 7.8]","[datetime.datetime(2022, 11, 28, 17, 49, 11, 516840), 91.0, 210.0]"
76,"[datetime.datetime(2022, 11, 28, 17, 49, 12, 689547), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 12, 689547), 14.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 49, 12, 689547), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 12, 689547), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 49, 12, 689547), 6.5, 7.4]","[datetime.datetime(2022, 11, 28, 17, 49, 12, 689547), 91.0, 210.0]"
77,"[datetime.datetime(2022, 11, 28, 17, 49, 13, 836465), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 13, 836465), 14.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 49, 13, 836465), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 13, 836465), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 17, 49, 13, 836465), 6.5, 7.6]","[datetime.datetime(2022, 11, 28, 17, 49, 13, 836465), 101.0, 210.0]"
78,"[datetime.datetime(2022, 11, 28, 17, 49, 14, 988793), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 14, 988793), 14.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 49, 14, 988793), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 14, 988793), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 17, 49, 14, 988793), 6.5, 7.6]","[datetime.datetime(2022, 11, 28, 17, 49, 14, 988793), 101.0, 210.0]"
79,"[datetime.datetime(2022, 11, 28, 17, 49, 16, 131853), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 16, 131853), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 49, 16, 131853), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 16, 131853), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 49, 16, 131853), 6.5, 7.8]","[datetime.datetime(2022, 11, 28, 17, 49, 16, 131853), 101.0, 220.0]"
80,"[datetime.datetime(2022, 11, 28, 17, 49, 17, 355218), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 17, 355218), 14.0, 19.5]","[datetime.datetime(2022, 11, 28, 17, 49, 17, 355218), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 17, 355218), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 49, 17, 355218), 6.5, 7.6]","[datetime.datetime(2022, 11, 28, 17, 49, 17, 355218), 91.0, 220.0]"
81,"[datetime.datetime(2022, 11, 28, 17, 49, 18, 515649), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 18, 515649), 14.0, 19.5]","[datetime.datetime(2022, 11, 28, 17, 49, 18, 515649), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 18, 515649), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 49, 18, 515649), 6.0, 7.8]","[datetime.datetime(2022, 11, 28, 17, 49, 18, 515649), 91.0, 220.0]"
82,"[datetime.datetime(2022, 11, 28, 17, 49, 19, 669379), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 19, 669379), 14.0, 19.5]","[datetime.datetime(2022, 11, 28, 17, 49, 19, 669379), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 19, 669379), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 49, 19, 669379), 6.0, 7.8]","[datetime.datetime(2022, 11, 28, 17, 49, 19, 669379), 91.0, 220.0]"
83,"[datetime.datetime(2022, 11, 28, 17, 49, 20, 824670), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 20, 824670), 14.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 49, 20, 824670), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 20, 824670), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 49, 20, 824670), 6.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 49, 20, 824670), 91.0, 220.0]"
84,"[datetime.datetime(2022, 11, 28, 17, 49, 21, 974656), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 21, 974656), 14.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 49, 21, 974656), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 21, 974656), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 49, 21, 974656), 6.0, 7.8]","[datetime.datetime(2022, 11, 28, 17, 49, 21, 974656), 91.0, 220.0]"
85,"[datetime.datetime(2022, 11, 28, 17, 49, 23, 126504), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 23, 126504), 14.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 49, 23, 126504), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 23, 126504), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 49, 23, 126504), 6.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 49, 23, 126504), 91.0, 220.0]"
86,"[datetime.datetime(2022, 11, 28, 17, 49, 24, 270306), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 24, 270306), 14.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 49, 24, 270306), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 24, 270306), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 49, 24, 270306), 6.0, 7.8]","[datetime.datetime(2022, 11, 28, 17, 49, 24, 270306), 91.0, 210.0]"
87,"[datetime.datetime(2022, 11, 28, 17, 49, 25, 422573), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 25, 422573), 14.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 49, 25, 422573), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 25, 422573), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 49, 25, 422573), 6.0, 7.8]","[datetime.datetime(2022, 11, 28, 17, 49, 25, 422573), 91.0, 200.0]"
88,"[datetime.datetime(2022, 11, 28, 17, 49, 26, 575662), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 26, 575662), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 17, 49, 26, 575662), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 26, 575662), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 49, 26, 575662), 6.0, 19.5]","[datetime.datetime(2022, 11, 28, 17, 49, 26, 575662), 91.0, 99999]"
89,"[datetime.datetime(2022, 11, 28, 17, 49, 27, 726272), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 27, 726272), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 49, 27, 726272), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 27, 726272), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 49, 27, 726272), 6.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 49, 27, 726272), 91.0, 910.0]"
90,"[datetime.datetime(2022, 11, 28, 17, 49, 28, 877534), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 28, 877534), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 49, 28, 877534), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 28, 877534), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 49, 28, 877534), 6.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 49, 28, 877534), 101.0, 910.0]"
91,"[datetime.datetime(2022, 11, 28, 17, 49, 30, 55607), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 30, 55607), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 49, 30, 55607), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 30, 55607), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 49, 30, 55607), 6.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 49, 30, 55607), 101.0, 910.0]"
92,"[datetime.datetime(2022, 11, 28, 17, 49, 31, 213444), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 31, 213444), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 49, 31, 213444), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 31, 213444), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 49, 31, 213444), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 17, 49, 31, 213444), 101.0, 910.0]"
93,"[datetime.datetime(2022, 11, 28, 17, 49, 32, 372511), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 32, 372511), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 49, 32, 372511), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 32, 372511), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 49, 32, 372511), 6.0, 7.4]","[datetime.datetime(2022, 11, 28, 17, 49, 32, 372511), 101.0, 910.0]"
94,"[datetime.datetime(2022, 11, 28, 17, 49, 33, 534452), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 33, 534452), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 49, 33, 534452), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 33, 534452), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 49, 33, 534452), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 17, 49, 33, 534452), 101.0, 900.0]"
95,"[datetime.datetime(2022, 11, 28, 17, 49, 34, 688762), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 34, 688762), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 49, 34, 688762), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 34, 688762), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 49, 34, 688762), 6.0, 5.1]","[datetime.datetime(2022, 11, 28, 17, 49, 34, 688762), 101.0, 910.0]"
96,"[datetime.datetime(2022, 11, 28, 17, 49, 35, 828152), 1.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 35, 828152), 14.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 49, 35, 828152), 3.7, 99999]","[datetime.datetime(2022, 11, 28, 17, 49, 35, 828152), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 49, 35, 828152), 6.0, 16.5]","[datetime.datetime(2022, 11, 28, 17, 49, 35, 828152), 101.0, 900.0]"
