,Ricky Bobby Riot,Jaggers Lady,Inga Luna,Mcivor Roxy,Cab Fare Home,Ratified,Plumb
14-12-2022 12:05:56.875679,"(1.26, 1.5, 1.3742857142857143)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 26.0, 14.75)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:05:57.832321,"(1.26, 1.49, 1.346521739130435)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 26.0, 14.75)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:05:58.791626,"(1.26, 1.49, 1.346521739130435)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 26.0, 14.75)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:05:59.828265,"(1.26, 1.49, 1.346521739130435)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 26.0, 14.75)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:06:00.924595,"(1.26, 1.49, 1.346521739130435)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 26.0, 14.75)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:06:01.894579,"(1.26, 1.49, 1.346521739130435)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 26.0, 14.75)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:06:02.852370,"(1.26, 1.54, 1.348695652173913)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 26.0, 14.75)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:06:03.835594,"(1.26, 1.54, 1.348695652173913)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 26.0, 14.75)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:06:04.756160,"(1.26, 1.54, 1.348695652173913)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 26.0, 14.75)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:06:05.714419,"(1.26, 1.54, 1.348695652173913)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 26.0, 14.75)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:06:06.806567,"(1.26, 1.51, 1.3554545454545455)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 26.0, 14.75)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:06:07.821976,"(1.26, 1.51, 1.3554545454545455)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 26.0, 14.75)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:06:08.883336,"(1.26, 1.51, 1.3554545454545455)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 26.0, 14.75)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:06:09.877832,"(1.26, 1.51, 1.3554545454545455)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 26.0, 14.75)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:06:10.842628,"(1.26, 1.51, 1.3554545454545455)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 26.0, 14.75)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:06:11.872097,"(1.26, 1.51, 1.3554545454545455)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 26.0, 14.75)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:06:12.810295,"(1.26, 1.5, 1.372)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 26.0, 14.916666666666666)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:06:13.731255,"(1.26, 1.5, 1.372)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:06:14.676450,"(1.26, 1.5, 1.372)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:06:15.673449,"(1.26, 1.49, 1.346521739130435)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:06:16.673053,"(1.26, 1.49, 1.346521739130435)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:06:17.680153,"(1.26, 1.49, 1.346521739130435)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:06:18.719217,"(1.26, 1.49, 1.346521739130435)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:06:19.727770,"(1.26, 1.49, 1.346521739130435)","(19.0, 60.0, 39.0)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:06:20.767742,"(1.26, 1.49, 1.3566666666666667)","(19.0, 60.0, 34.0625)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 23.714285714285715)"
14-12-2022 12:06:21.897255,"(1.26, 1.48, 1.3944444444444444)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.5)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 25.0)"
14-12-2022 12:06:22.911028,"(1.26, 1.48, 1.3726666666666667)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 25.0)"
14-12-2022 12:06:23.975448,"(1.26, 1.48, 1.3726666666666667)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 25.0)"
14-12-2022 12:06:25.080304,"(1.26, 1.48, 1.3726666666666667)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 25.0)"
14-12-2022 12:06:26.230718,"(1.26, 1.48, 1.3726666666666667)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:27.499041,"(1.26, 1.48, 1.3726666666666667)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:28.619023,"(1.26, 1.45, 1.3602631578947368)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:29.753656,"(1.26, 1.45, 1.3516666666666668)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:30.914500,"(1.26, 1.45, 1.3516666666666668)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:31.909385,"(1.26, 1.45, 1.3516666666666668)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:32.856055,"(1.26, 1.45, 1.3516666666666668)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 11.583333333333334)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:33.793914,"(1.26, 1.45, 1.3516666666666668)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:34.726702,"(1.26, 1.45, 1.3516666666666668)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:35.721393,"(1.26, 1.45, 1.3516666666666668)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:36.769759,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:37.830346,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:38.841868,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:39.833888,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:40.858574,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:41.803930,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 12.0)","(10.0, 17.0, 14.5)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:42.759608,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 12.0)","(10.0, 17.0, 14.5)","(14.0, 42.0, 18.88888888888889)","(10.0, 27.0, 14.916666666666666)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:43.821404,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 42.0, 18.88888888888889)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:44.876426,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 42.0, 18.88888888888889)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:45.974621,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 42.0, 18.88888888888889)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.0)"
14-12-2022 12:06:47.081650,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 42.0, 18.88888888888889)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:48.219236,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 42.0, 18.88888888888889)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:49.369220,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 42.0, 18.88888888888889)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:50.395433,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 42.0, 18.88888888888889)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:51.419221,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 42.0, 18.88888888888889)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:52.411614,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 42.708333333333336)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 42.0, 18.88888888888889)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:53.352131,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 34.6875)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 20.0)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:54.282907,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:55.261397,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:56.246272,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:57.322101,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:58.353667,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:06:59.418820,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:07:00.501393,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:07:01.545924,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:07:02.557000,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:07:03.605968,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:07:04.636742,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:07:05.597373,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:07:06.556886,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:07:07.580732,"(1.26, 1.44, 1.3520689655172415)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:07:08.628769,"(1.26, 1.44, 1.3635000000000002)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:07:09.700167,"(1.26, 1.44, 1.369655172413793)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:07:10.745781,"(1.26, 1.44, 1.369655172413793)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:07:11.821314,"(1.26, 1.44, 1.369655172413793)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:07:12.948584,"(1.26, 1.44, 1.369655172413793)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:07:14.004489,"(1.26, 1.44, 1.3805)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:07:14.999000,"(1.26, 1.44, 1.3824193548387098)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:07:15.959660,"(1.26, 1.44, 1.388)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:07:16.957507,"(1.26, 1.44, 1.388)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.714285714285714)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:07:17.929880,"(1.26, 1.44, 1.3887096774193548)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.5)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:07:18.941848,"(1.26, 1.46, 1.4485714285714286)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.5)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:07:19.882590,"(1.26, 1.46, 1.4485714285714286)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.5)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:07:20.916544,"(1.26, 1.46, 1.4485714285714286)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.5)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:07:21.935122,"(1.26, 1.46, 1.4485714285714286)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.5)","(10.0, 17.0, 14.5)","(14.0, 40.0, 18.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 25.142857142857142)"
14-12-2022 12:07:22.980381,"(1.26, 1.46, 1.4485714285714286)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.5)","(10.0, 17.0, 14.5)","(14.0, 40.0, 19.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 21.125)"
14-12-2022 12:07:24.030702,"(1.26, 1.46, 1.452222222222222)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.5)","(10.0, 17.0, 14.5)","(14.0, 38.0, 19.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 23.416666666666664)"
14-12-2022 12:07:25.178554,"(1.26, 1.46, 1.4514285714285713)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.5)","(10.0, 17.0, 14.5)","(14.0, 38.0, 19.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 23.416666666666664)"
14-12-2022 12:07:26.377513,"(1.26, 1.46, 1.4514285714285713)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.5)","(10.0, 17.0, 14.5)","(14.0, 38.0, 19.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 23.416666666666664)"
14-12-2022 12:07:27.681726,"(1.26, 1.46, 1.4514285714285713)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.5)","(10.0, 17.0, 14.5)","(14.0, 38.0, 19.666666666666668)","(10.0, 29.0, 15.25)","(17.0, 28.0, 23.416666666666664)"
14-12-2022 12:07:28.910535,"(1.26, 1.46, 1.4514285714285713)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.5)","(10.0, 17.0, 14.5)","(14.0, 38.0, 18.444444444444443)","(10.0, 29.0, 15.25)","(17.0, 28.0, 23.416666666666664)"
14-12-2022 12:07:30.269550,"(1.26, 1.46, 1.4528571428571428)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.5)","(10.0, 17.0, 14.5)","(14.0, 38.0, 18.444444444444443)","(10.0, 29.0, 15.25)","(17.0, 28.0, 23.416666666666664)"
14-12-2022 12:07:31.507473,"(1.26, 1.46, 1.4528571428571428)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.5)","(10.0, 17.0, 14.5)","(14.0, 38.0, 18.444444444444443)","(10.0, 29.0, 15.25)","(17.0, 28.0, 23.416666666666664)"
14-12-2022 12:07:32.712560,"(1.26, 1.46, 1.4528571428571428)","(19.0, 60.0, 43.125)","(8.5, 21.0, 10.5)","(10.0, 17.0, 14.5)","(14.0, 38.0, 18.444444444444443)","(10.0, 29.0, 15.25)","(17.0, 28.0, 23.416666666666664)"
