,Jilliby Tina,Spike The Punch,Tackleberry,Showtime Bobby,Flash Fever,Secret Shades,Memory Lane,Juliette Keats
16-12-2022 12:41:38.422576,"(2.8, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 40.0, 19.375)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:39.481665,"(2.8, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 40.0, 19.375)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:40.563687,"(2.8, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 40.0, 19.375)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:41.587273,"(2.8, 4.5, 3.96875)","(4.4, 99999, 99990)","(15.0, 40.0, 19.375)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 3.9176470588235297)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:42.586210,"(2.8, 4.5, 4.113636363636363)","(4.4, 99999, 99990)","(15.0, 40.0, 19.375)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 3.9176470588235297)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:43.590216,"(2.8, 4.5, 4.03125)","(4.4, 99999, 99990)","(15.0, 40.0, 19.375)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.4, 4.114285714285715)","(41.0, 140.0, 113.51351351351352)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:44.601849,"(2.8, 4.5, 4.03125)","(4.4, 99999, 99990)","(15.0, 40.0, 23.5)","(7.5, 14.5, 12.53125)","(3.3, 4.4, 4.114285714285715)","(41.0, 140.0, 113.51351351351352)","(19.0, 50.0, 34.35294117647059)","(7.0, 9.4, 7.995121951219512)"
16-12-2022 12:41:45.636422,"(2.8, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 40.0, 25.652173913043477)","(7.5, 14.5, 12.53125)","(3.3, 4.4, 3.975)","(41.0, 130.0, 114.0)","(19.0, 48.0, 30.347826086956523)","(7.0, 9.4, 7.995121951219512)"
16-12-2022 12:41:46.786114,"(2.8, 4.5, 4.113636363636363)","(4.4, 99999, 99990)","(15.0, 40.0, 29.6875)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.4, 3.9941176470588236)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.347826086956523)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:47.890591,"(2.8, 4.5, 3.96875)","(4.4, 99999, 99990)","(15.0, 40.0, 29.6875)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.3, 3.9941176470588236)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.347826086956523)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:48.972763,"(2.8, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 40.0, 29.6875)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.3, 3.9444444444444446)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.347826086956523)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:49.997572,"(2.9, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 40.0, 31.85185185185185)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.3, 3.8833333333333333)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.863636363636363)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:51.070456,"(2.9, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 40.0, 31.85185185185185)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.3, 3.8833333333333333)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.863636363636363)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:52.172080,"(2.9, 4.5, 4.113636363636363)","(4.4, 99999, 99990)","(15.0, 40.0, 31.85185185185185)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.3, 3.8955882352941176)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.863636363636363)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:53.259754,"(2.9, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 40.0, 30.227272727272727)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.3, 3.9525)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.863636363636363)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:54.247371,"(2.9, 4.6, 3.8956521739130436)","(4.4, 99999, 99990)","(15.0, 40.0, 30.227272727272727)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.2, 3.9525)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.863636363636363)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:55.311981,"(2.9, 4.6, 3.8956521739130436)","(4.4, 99999, 99990)","(15.0, 40.0, 32.833333333333336)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.2, 3.9525)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.863636363636363)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:56.477951,"(2.9, 4.6, 3.8956521739130436)","(4.4, 99999, 99990)","(15.0, 40.0, 32.833333333333336)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.2, 3.87)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.863636363636363)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:57.524680,"(2.9, 4.6, 3.7857142857142856)","(4.4, 99999, 99990)","(15.0, 40.0, 25.357142857142858)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.2, 3.87)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.863636363636363)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:58.500175,"(2.9, 4.6, 3.8956521739130436)","(4.4, 99999, 99990)","(15.0, 40.0, 30.238095238095237)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.2, 3.98)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.863636363636363)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:59.573227,"(2.9, 4.6, 3.8956521739130436)","(4.4, 99999, 99990)","(15.0, 40.0, 30.238095238095237)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.2, 3.98)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.863636363636363)","(7.0, 9.4, 7.8)"
16-12-2022 12:42:00.611254,"(2.9, 4.6, 3.8956521739130436)","(4.4, 99999, 99990)","(15.0, 40.0, 30.238095238095237)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.2, 3.98)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.047619047619047)","(7.0, 9.4, 7.8)"
16-12-2022 12:42:01.668502,"(2.9, 4.6, 3.8956521739130436)","(4.4, 99999, 99990)","(15.0, 40.0, 30.238095238095237)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.2, 3.98)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.047619047619047)","(7.0, 9.4, 7.8)"
16-12-2022 12:42:02.697560,"(2.9, 4.6, 3.7857142857142856)","(4.4, 99999, 99990)","(15.0, 40.0, 28.235294117647058)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.2, 3.9066666666666667)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.047619047619047)","(7.0, 9.4, 7.8)"
16-12-2022 12:42:03.763857,"(2.9, 4.6, 3.8956521739130436)","(4.4, 99999, 99990)","(15.0, 40.0, 28.235294117647058)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.2, 3.9973684210526317)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.047619047619047)","(7.0, 9.4, 7.8)"
16-12-2022 12:42:05.080113,"(2.9, 4.6, 3.8956521739130436)","(4.4, 99999, 99990)","(15.0, 40.0, 28.235294117647058)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.2, 3.9973684210526317)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.047619047619047)","(7.0, 9.4, 7.8)"
16-12-2022 12:42:06.364725,"(2.9, 4.6, 3.8956521739130436)","(4.4, 99999, 99990)","(15.0, 40.0, 31.304347826086957)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.2, 3.9250000000000003)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.047619047619047)","(7.0, 9.4, 8.76)"
16-12-2022 12:42:07.575181,"(2.9, 4.6, 3.7857142857142856)","(4.4, 99999, 99990)","(15.0, 40.0, 31.304347826086957)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.2, 3.9250000000000003)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.047619047619047)","(7.0, 9.2, 8.76)"
16-12-2022 12:42:08.797783,"(2.9, 4.6, 3.7857142857142856)","(4.4, 99999, 99990)","(15.0, 40.0, 31.304347826086957)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.2, 3.99375)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.047619047619047)","(7.0, 9.2, 8.76)"
16-12-2022 12:42:09.994145,"(2.9, 4.6, 3.8956521739130436)","(4.4, 99999, 99990)","(15.0, 40.0, 31.304347826086957)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.2, 3.99375)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.047619047619047)","(7.0, 9.2, 8.76)"
16-12-2022 12:42:11.072626,"(2.9, 4.6, 3.8956521739130436)","(4.4, 99999, 99990)","(15.0, 40.0, 31.304347826086957)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.2, 3.99375)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.047619047619047)","(7.0, 9.2, 8.76)"
16-12-2022 12:42:12.146429,"(2.9, 4.6, 3.8956521739130436)","(4.4, 99999, 99990)","(15.0, 40.0, 31.304347826086957)","(7.5, 14.5, 13.288461538461538)","(3.3, 4.2, 3.99375)","(41.0, 130.0, 109.88571428571429)","(19.0, 48.0, 30.047619047619047)","(7.0, 9.2, 8.76)"
16-12-2022 12:42:13.269846,"(2.9, 4.5, 3.96875)","(4.4, 99999, 99990)","(15.0, 40.0, 31.304347826086957)","(7.5, 14.5, 12.5)","(3.3, 4.2, 3.959375)","(41.0, 130.0, 55.333333333333336)","(19.0, 48.0, 30.047619047619047)","(7.0, 9.2, 8.76)"
16-12-2022 12:42:14.462355,"(2.9, 4.5, 3.96875)","(4.4, 99999, 99990)","(15.0, 40.0, 31.304347826086957)","(7.5, 14.5, 12.5)","(3.3, 4.2, 3.99375)","(41.0, 130.0, 55.333333333333336)","(19.0, 48.0, 28.5)","(7.0, 9.2, 8.76)"
16-12-2022 12:42:15.727667,"(2.9, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 40.0, 31.304347826086957)","(7.5, 14.5, 13.282608695652174)","(3.3, 4.2, 3.99375)","(41.0, 130.0, 55.333333333333336)","(19.0, 48.0, 33.75)","(7.0, 9.2, 8.76)"
16-12-2022 12:42:16.828059,"(2.9, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 40.0, 31.304347826086957)","(7.5, 14.5, 13.282608695652174)","(3.3, 4.2, 3.99375)","(41.0, 130.0, 55.333333333333336)","(19.0, 48.0, 33.75)","(7.0, 9.2, 8.76)"
16-12-2022 12:42:17.887513,"(2.9, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 40.0, 31.304347826086957)","(7.5, 14.5, 13.026315789473685)","(3.3, 4.2, 3.959375)","(41.0, 130.0, 55.333333333333336)","(19.0, 48.0, 33.75)","(7.0, 9.2, 8.152000000000001)"
16-12-2022 12:42:19.032347,"(2.9, 4.5, 3.96875)","(4.4, 99999, 99990)","(15.0, 40.0, 31.304347826086957)","(7.5, 14.5, 13.026315789473685)","(3.3, 4.2, 3.99375)","(41.0, 130.0, 55.333333333333336)","(19.0, 48.0, 29.799999999999997)","(7.0, 9.4, 8.152000000000001)"
16-12-2022 12:42:20.130707,"(2.9, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 40.0, 31.304347826086957)","(7.5, 14.5, 13.026315789473685)","(3.3, 4.2, 3.99375)","(41.0, 130.0, 55.333333333333336)","(19.0, 48.0, 29.799999999999997)","(7.0, 9.4, 8.152000000000001)"
16-12-2022 12:42:21.345861,"(2.9, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 40.0, 31.304347826086957)","(7.5, 14.5, 13.026315789473685)","(3.3, 4.2, 3.99375)","(41.0, 130.0, 55.333333333333336)","(19.0, 48.0, 29.799999999999997)","(7.0, 9.4, 8.152000000000001)"
16-12-2022 12:42:22.619976,"(2.9, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 40.0, 31.304347826086957)","(7.5, 14.5, 13.026315789473685)","(3.3, 4.2, 3.959375)","(41.0, 130.0, 55.333333333333336)","(19.0, 48.0, 29.799999999999997)","(7.0, 9.4, 8.152000000000001)"
16-12-2022 12:42:23.818240,"(2.9, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 40.0, 29.285714285714285)","(7.5, 14.5, 13.026315789473685)","(3.3, 4.2, 3.959375)","(41.0, 130.0, 55.333333333333336)","(19.0, 48.0, 29.799999999999997)","(7.0, 9.4, 8.152000000000001)"
16-12-2022 12:42:25.049866,"(2.9, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 40.0, 34.625)","(7.5, 14.5, 13.333333333333332)","(3.3, 4.2, 3.959375)","(41.0, 130.0, 55.333333333333336)","(19.0, 48.0, 29.799999999999997)","(7.0, 9.4, 8.152000000000001)"
16-12-2022 12:42:26.187280,"(2.9, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 38.0, 34.625)","(7.5, 14.5, 13.333333333333332)","(3.3, 4.2, 3.9333333333333336)","(41.0, 130.0, 94.63157894736842)","(19.0, 48.0, 29.799999999999997)","(7.0, 9.4, 8.152000000000001)"
16-12-2022 12:42:27.330629,"(2.9, 4.5, 4.125)","(4.4, 99999, 99990)","(15.0, 38.0, 33.0)","(7.5, 14.5, 13.333333333333332)","(3.3, 4.2, 3.9714285714285715)","(41.0, 130.0, 94.63157894736842)","(19.0, 48.0, 27.84)","(7.0, 9.4, 8.152000000000001)"
16-12-2022 12:42:28.474481,"(2.9, 4.5, 4.125)","(4.4, 99999, 99990)","(15.0, 36.0, 33.0)","(7.5, 14.5, 13.333333333333332)","(3.3, 4.2, 3.9714285714285715)","(41.0, 130.0, 94.63157894736842)","(19.0, 48.0, 27.84)","(7.0, 9.4, 8.36)"
16-12-2022 12:42:29.665393,"(2.9, 4.5, 4.125)","(4.4, 99999, 99990)","(15.0, 36.0, 30.4)","(7.5, 14.5, 13.333333333333332)","(3.3, 4.2, 3.9333333333333336)","(41.0, 130.0, 94.63157894736842)","(19.0, 48.0, 27.84)","(7.0, 9.4, 8.36)"
16-12-2022 12:42:30.760220,"(2.9, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 36.0, 30.4)","(7.5, 14.5, 13.333333333333332)","(3.3, 4.2, 3.9333333333333336)","(41.0, 130.0, 94.63157894736842)","(19.0, 48.0, 27.84)","(7.0, 9.4, 8.36)"
16-12-2022 12:42:31.907403,"(2.9, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 36.0, 30.4)","(7.5, 14.5, 12.96875)","(3.3, 4.2, 3.9714285714285715)","(41.0, 130.0, 93.55555555555556)","(19.0, 48.0, 27.84)","(7.0, 9.4, 8.36)"
16-12-2022 12:42:33.132035,"(2.9, 4.5, 4.017857142857143)","(4.4, 99999, 99990)","(15.0, 36.0, 30.4)","(7.5, 14.5, 12.96875)","(3.3, 4.2, 3.9714285714285715)","(41.0, 130.0, 93.55555555555556)","(19.0, 48.0, 27.84)","(7.0, 9.4, 8.36)"
16-12-2022 12:42:34.374973,"(2.9, 4.5, 4.017857142857143)","(4.4, 99999, 99990)","(15.0, 36.0, 30.4)","(7.5, 14.5, 13.434782608695652)","(3.3, 4.2, 3.9714285714285715)","(41.0, 130.0, 93.55555555555556)","(19.0, 48.0, 27.84)","(7.0, 9.4, 8.36)"
16-12-2022 12:42:35.593671,"(2.9, 4.5, 4.144736842105263)","(4.4, 99999, 99990)","(15.0, 36.0, 29.1)","(7.5, 14.5, 13.434782608695652)","(3.3, 4.2, 3.8705882352941177)","(41.0, 130.0, 93.55555555555556)","(19.0, 48.0, 27.84)","(7.0, 9.4, 8.36)"
16-12-2022 12:42:36.793981,"(2.9, 4.5, 4.017857142857143)","(4.4, 99999, 99990)","(15.0, 34.0, 26.275862068965516)","(7.5, 14.5, 13.625)","(3.3, 4.2, 3.9714285714285715)","(41.0, 130.0, 93.55555555555556)","(19.0, 48.0, 27.84)","(7.0, 9.4, 8.36)"
16-12-2022 12:42:38.073368,"(2.9, 4.5, 4.129411764705882)","(4.4, 99999, 99990)","(15.0, 34.0, 27.28)","(7.5, 14.5, 13.386363636363637)","(3.3, 4.2, 3.9714285714285715)","(41.0, 130.0, 93.55555555555556)","(19.0, 48.0, 28.4)","(7.0, 9.4, 8.36)"
16-12-2022 12:42:39.401977,"(2.9, 4.5, 4.129411764705882)","(4.4, 99999, 99990)","(15.0, 34.0, 27.28)","(7.5, 14.5, 13.386363636363637)","(3.3, 4.2, 3.9714285714285715)","(41.0, 130.0, 101.47826086956522)","(19.0, 44.0, 32.44444444444444)","(7.0, 9.4, 8.36)"
16-12-2022 12:42:40.581481,"(2.9, 4.5, 4.129411764705882)","(4.4, 99999, 99990)","(15.0, 34.0, 26.275862068965516)","(7.5, 14.5, 13.386363636363637)","(3.3, 4.2, 3.8705882352941177)","(41.0, 130.0, 101.47826086956522)","(19.0, 44.0, 32.44444444444444)","(7.0, 9.4, 8.36)"
16-12-2022 12:42:41.887427,"(2.9, 4.5, 3.9749999999999996)","(4.2, 99999, 99990)","(16.0, 34.0, 26.275862068965516)","(8.0, 14.5, 13.5)","(3.4, 4.2, 3.9714285714285715)","(41.0, 130.0, 101.47826086956522)","(19.0, 44.0, 29.88235294117647)","(6.5, 9.4, 8.36)"
16-12-2022 12:42:43.213871,"(2.9, 4.5, 4.155882352941177)","(4.2, 99999, 99990)","(16.0, 34.0, 25.870967741935484)","(8.0, 14.0, 13.5)","(3.4, 4.2, 3.9714285714285715)","(41.0, 130.0, 101.47826086956522)","(19.0, 44.0, 40.53333333333333)","(6.5, 9.4, 8.36)"
16-12-2022 12:42:44.391014,"(2.9, 4.5, 4.155882352941177)","(4.2, 99999, 99990)","(16.0, 34.0, 25.870967741935484)","(8.0, 14.0, 13.142857142857142)","(3.4, 4.2, 3.9714285714285715)","(41.0, 130.0, 91.41176470588235)","(19.0, 42.0, 36.470588235294116)","(6.5, 9.4, 8.36)"
16-12-2022 12:42:45.586290,"(2.9, 4.6, 4.0807692307692305)","(4.2, 99999, 99990)","(16.0, 34.0, 25.870967741935484)","(8.0, 14.0, 13.142857142857142)","(3.4, 4.2, 3.895238095238095)","(41.0, 130.0, 91.41176470588235)","(19.0, 40.0, 36.8)","(6.5, 9.4, 8.36)"
16-12-2022 12:42:46.644589,"(2.9, 4.6, 3.9571428571428573)","(4.2, 99999, 99990)","(16.0, 34.0, 25.870967741935484)","(8.0, 14.0, 13.142857142857142)","(3.4, 4.2, 3.9333333333333336)","(41.0, 130.0, 91.41176470588235)","(19.0, 38.0, 36.8)","(6.5, 9.4, 8.36)"
16-12-2022 12:42:47.763329,"(2.9, 4.6, 4.115384615384615)","(4.2, 99999, 99990)","(16.0, 34.0, 25.870967741935484)","(8.0, 14.0, 13.142857142857142)","(3.4, 4.2, 3.9333333333333336)","(41.0, 130.0, 91.41176470588235)","(19.0, 38.0, 27.2)","(6.5, 9.4, 8.36)"
16-12-2022 12:42:48.900153,"(2.9, 4.6, 4.115384615384615)","(4.2, 99999, 99990)","(16.0, 34.0, 25.870967741935484)","(8.0, 14.0, 13.142857142857142)","(3.4, 4.2, 3.9333333333333336)","(41.0, 130.0, 91.41176470588235)","(19.0, 38.0, 27.2)","(6.5, 9.4, 8.36)"
16-12-2022 12:42:50.095329,"(2.9, 4.6, 4.115384615384615)","(4.2, 99999, 99990)","(16.0, 34.0, 24.55)","(8.0, 14.0, 13.142857142857142)","(3.4, 4.2, 3.909090909090909)","(41.0, 130.0, 91.41176470588235)","(19.0, 38.0, 27.2)","(6.5, 9.4, 8.36)"
16-12-2022 12:42:51.347473,"(2.9, 4.6, 4.0)","(4.2, 99999, 99990)","(16.0, 34.0, 24.55)","(8.0, 14.0, 13.142857142857142)","(3.4, 4.2, 3.909090909090909)","(41.0, 130.0, 91.41176470588235)","(19.0, 38.0, 27.2)","(6.5, 9.4, 8.36)"
16-12-2022 12:42:52.606816,"(2.9, 4.6, 4.0)","(4.2, 99999, 99990)","(16.0, 34.0, 24.55)","(8.0, 14.0, 13.142857142857142)","(3.4, 4.2, 3.9714285714285715)","(41.0, 130.0, 91.41176470588235)","(19.0, 38.0, 27.2)","(6.5, 9.4, 8.36)"
16-12-2022 12:42:53.768146,"(2.9, 4.6, 4.15)","(4.2, 99999, 99990)","(16.0, 34.0, 24.55)","(8.0, 14.0, 13.142857142857142)","(3.4, 4.2, 3.9714285714285715)","(41.0, 130.0, 100.71428571428571)","(19.0, 38.0, 27.2)","(6.5, 9.4, 8.36)"
16-12-2022 12:42:54.782487,"(2.9, 4.6, 4.15)","(4.2, 99999, 99990)","(16.0, 34.0, 24.55)","(8.0, 14.0, 13.142857142857142)","(3.4, 4.2, 3.9714285714285715)","(41.0, 130.0, 100.71428571428571)","(19.0, 38.0, 27.2)","(6.5, 9.4, 8.36)"
16-12-2022 12:42:56.002093,"(2.9, 4.6, 4.22258064516129)","(4.2, 99999, 99990)","(16.0, 34.0, 24.55)","(8.0, 14.0, 13.142857142857142)","(3.4, 4.2, 3.7785714285714285)","(41.0, 130.0, 100.71428571428571)","(19.0, 38.0, 27.2)","(6.5, 9.4, 7.970000000000001)"
16-12-2022 12:42:57.280707,"(2.9, 4.6, 4.464583333333333)","(4.2, 99999, 99990)","(16.0, 34.0, 24.55)","(8.0, 14.0, 13.142857142857142)","(3.4, 3.85, 3.8166666666666664)","(41.0, 130.0, 100.71428571428571)","(19.0, 38.0, 27.2)","(6.5, 9.4, 7.970000000000001)"
16-12-2022 12:42:58.464050,"(2.9, 4.6, 4.336842105263157)","(4.2, 99999, 99990)","(16.0, 34.0, 24.55)","(8.0, 14.0, 13.142857142857142)","(3.4, 3.85, 3.8166666666666664)","(41.0, 130.0, 100.71428571428571)","(19.0, 38.0, 27.2)","(6.5, 9.4, 7.970000000000001)"
16-12-2022 12:42:59.706258,"(2.9, 4.6, 4.336842105263157)","(4.2, 99999, 99990)","(16.0, 34.0, 24.55)","(8.0, 14.0, 13.142857142857142)","(3.4, 3.85, 3.8166666666666664)","(41.0, 130.0, 100.71428571428571)","(19.0, 38.0, 27.2)","(6.5, 9.4, 7.970000000000001)"
16-12-2022 12:43:01.043869,"(2.9, 4.6, 4.336842105263157)","(4.2, 99999, 99990)","(16.0, 34.0, 24.55)","(8.0, 14.0, 13.142857142857142)","(3.4, 3.85, 3.7785714285714285)","(41.0, 130.0, 100.71428571428571)","(19.0, 38.0, 34.93333333333334)","(6.5, 9.4, 7.6125)"
16-12-2022 12:43:02.291971,"(2.9, 4.6, 4.242857142857143)","(4.2, 99999, 99990)","(16.0, 34.0, 24.55)","(8.0, 14.0, 13.142857142857142)","(3.4, 3.85, 3.7785714285714285)","(41.0, 130.0, 100.71428571428571)","(19.0, 36.0, 34.93333333333334)","(6.5, 9.4, 7.6125)"
16-12-2022 12:43:03.474269,"(2.9, 4.6, 4.336842105263157)","(4.2, 99999, 99990)","(16.0, 34.0, 24.55)","(8.0, 14.0, 13.142857142857142)","(3.4, 3.85, 3.7785714285714285)","(41.0, 130.0, 112.8)","(19.0, 36.0, 29.73913043478261)","(6.5, 9.4, 7.6125)"
16-12-2022 12:43:04.684034,"(2.9, 4.6, 4.336842105263157)","(4.2, 99999, 99990)","(16.0, 34.0, 24.55)","(8.0, 14.0, 13.142857142857142)","(3.4, 3.85, 3.7785714285714285)","(41.0, 120.0, 112.8)","(19.0, 36.0, 27.225806451612904)","(6.5, 9.4, 7.6125)"
16-12-2022 12:43:05.909634,"(2.9, 4.6, 4.336842105263157)","(4.2, 99999, 99990)","(16.0, 34.0, 25.055555555555557)","(8.0, 14.0, 13.142857142857142)","(3.4, 3.85, 3.7710526315789474)","(41.0, 120.0, 112.8)","(19.0, 36.0, 31.200000000000003)","(6.5, 9.4, 8.35)"
16-12-2022 12:43:07.133984,"(2.9, 4.6, 4.336842105263157)","(4.2, 99999, 99990)","(16.0, 34.0, 25.055555555555557)","(8.0, 14.0, 13.142857142857142)","(3.4, 3.85, 3.7710526315789474)","(41.0, 120.0, 102.0)","(19.0, 32.0, 27.0)","(6.5, 9.4, 8.35)"
16-12-2022 12:43:08.403671,"(2.9, 4.6, 4.336842105263157)","(4.2, 99999, 99990)","(16.0, 34.0, 22.925925925925927)","(8.0, 14.0, 13.142857142857142)","(3.4, 3.85, 3.8125)","(41.0, 120.0, 85.2)","(19.0, 32.0, 25.419354838709676)","(6.5, 9.4, 8.414285714285715)"
16-12-2022 12:43:09.741314,"(2.9, 4.6, 4.377777777777777)","(4.2, 99999, 99990)","(16.0, 34.0, 22.925925925925927)","(8.0, 14.0, 13.142857142857142)","(3.4, 3.85, 3.8125)","(41.0, 110.0, 94.80000000000001)","(19.0, 32.0, 25.419354838709676)","(6.5, 9.2, 8.414285714285715)"
16-12-2022 12:43:11.077463,"(3.0, 4.6, 4.377777777777777)","(4.2, 99999, 99990)","(16.0, 34.0, 24.35483870967742)","(8.0, 14.0, 13.142857142857142)","(3.3, 3.85, 3.73)","(41.0, 100.0, 77.25)","(19.0, 32.0, 25.419354838709676)","(6.5, 9.2, 7.989999999999999)"
16-12-2022 12:43:12.318869,"(3.0, 4.6, 4.292307692307692)","(4.2, 99999, 99990)","(16.0, 34.0, 24.35483870967742)","(8.0, 14.0, 13.142857142857142)","(3.3, 3.85, 3.73)","(41.0, 100.0, 77.25)","(19.0, 32.0, 25.419354838709676)","(6.5, 9.2, 7.989999999999999)"
16-12-2022 12:43:13.567014,"(3.0, 4.6, 4.426086956521739)","(4.2, 99999, 99990)","(16.0, 34.0, 23.88888888888889)","(8.0, 14.0, 13.142857142857142)","(3.3, 3.85, 3.7375000000000003)","(41.0, 100.0, 77.25)","(19.0, 32.0, 25.419354838709676)","(6.5, 9.2, 7.989999999999999)"
16-12-2022 12:43:14.892409,"(3.0, 4.6, 4.433333333333333)","(4.2, 99999, 99990)","(16.0, 34.0, 23.88888888888889)","(8.0, 14.0, 13.307692307692308)","(3.3, 3.85, 3.73)","(41.0, 100.0, 77.25)","(19.0, 32.0, 24.666666666666664)","(6.5, 9.2, 7.989999999999999)"
16-12-2022 12:43:16.173047,"(3.0, 4.6, 4.433333333333333)","(4.2, 99999, 99990)","(16.0, 34.0, 23.88888888888889)","(8.0, 14.0, 13.307692307692308)","(3.3, 3.85, 3.73)","(41.0, 100.0, 82.66666666666667)","(19.0, 32.0, 22.470588235294116)","(6.5, 9.2, 8.36)"
