,Joan Jet,Big Time Pacman,Chi Lin,Uncle Albert,Redeem A Rapper,Mow Cow
14-12-2022 12:14:47.633076,"(21.0, 240.0, 99.85714285714286)","(1.65, 1.71, 1.677)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 11.275)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:14:48.617030,"(21.0, 240.0, 99.85714285714286)","(1.65, 1.71, 1.677)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 11.275)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:14:49.629701,"(21.0, 240.0, 99.85714285714286)","(1.65, 1.71, 1.677)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 11.275)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:14:50.606755,"(21.0, 240.0, 99.85714285714286)","(1.65, 1.71, 1.677)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 11.275)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:14:51.801513,"(21.0, 240.0, 99.85714285714286)","(1.65, 1.71, 1.677)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 11.275)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:14:52.810965,"(21.0, 240.0, 99.85714285714286)","(1.65, 1.71, 1.677)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 11.275)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:14:53.831862,"(21.0, 240.0, 99.85714285714286)","(1.65, 1.71, 1.677)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 11.275)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:14:54.850806,"(21.0, 240.0, 99.85714285714286)","(1.65, 1.71, 1.677)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 11.275)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:14:55.921468,"(21.0, 240.0, 99.85714285714286)","(1.65, 1.71, 1.677)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 11.275)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:14:56.984757,"(21.0, 240.0, 99.85714285714286)","(1.65, 1.71, 1.677)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 11.275)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:14:58.109813,"(21.0, 240.0, 99.85714285714286)","(1.65, 1.71, 1.677)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 11.275)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:14:59.040660,"(21.0, 240.0, 99.85714285714286)","(1.65, 1.71, 1.677)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 11.275)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:00.057567,"(21.0, 240.0, 99.85714285714286)","(1.65, 1.71, 1.677)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 11.275)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:01.210185,"(21.0, 240.0, 99.85714285714286)","(1.65, 1.71, 1.677)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 11.275)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:02.220417,"(21.0, 240.0, 99.85714285714286)","(1.65, 1.71, 1.677)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 11.275)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:03.348646,"(21.0, 240.0, 99.85714285714286)","(1.65, 1.72, 1.7159459459459458)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 11.275)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:04.384467,"(21.0, 240.0, 99.85714285714286)","(1.65, 2.04, 1.9008695652173913)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 11.275)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:05.409485,"(21.0, 240.0, 99.85714285714286)","(1.65, 2.04, 1.9368750000000001)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 11.275)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:06.449201,"(21.0, 240.0, 99.85714285714286)","(1.65, 2.04, 1.856326530612245)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 11.275)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:07.352362,"(21.0, 240.0, 99.85714285714286)","(1.65, 2.04, 1.856326530612245)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 11.275)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:08.396856,"(21.0, 240.0, 99.85714285714286)","(1.65, 2.04, 1.657391304347826)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 11.275)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:09.480929,"(21.0, 240.0, 99.85714285714286)","(1.65, 2.04, 1.657391304347826)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 11.275)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:10.629545,"(21.0, 240.0, 99.85714285714286)","(1.65, 2.04, 1.8696296296296295)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 9.05)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:11.752507,"(21.0, 240.0, 99.85714285714286)","(1.65, 2.0, 1.8466666666666667)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 9.05)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:12.748651,"(21.0, 240.0, 99.85714285714286)","(1.65, 1.98, 1.835185185185185)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 9.05)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:13.690524,"(21.0, 240.0, 99.85714285714286)","(1.65, 1.98, 1.835185185185185)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 9.05)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:14.582116,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.98, 1.835185185185185)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 9.05)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:15.559492,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.98, 1.7802631578947368)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 8.899999999999999)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:16.586740,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.98, 1.7802631578947368)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.71)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:17.668850,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.98, 1.6969230769230768)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:18.718962,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.97, 1.714705882352941)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:19.718237,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.97, 1.714705882352941)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:20.623661,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.82, 1.6741176470588235)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:21.540197,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.81, 1.673235294117647)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:22.549228,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.8, 1.6723529411764706)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:23.564093,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.97, 1.714705882352941)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:24.626972,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.78, 1.67125)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:25.589702,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.97, 1.714705882352941)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:26.578256,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.82, 1.6741176470588235)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:27.567196,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.99, 1.7361538461538462)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:28.561015,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.99, 1.911951219512195)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:29.596608,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.99, 1.7361538461538462)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:30.616960,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.99, 1.7361538461538462)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:31.812944,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.99, 1.8619999999999999)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:33.056249,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.99, 1.8619999999999999)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:34.135775,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.99, 1.8619999999999999)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:35.173878,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.79, 1.7091304347826086)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:36.336433,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.78, 1.7058695652173912)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:37.466397,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.77, 1.7026086956521738)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:38.492933,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.99, 1.8619999999999999)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:39.545815,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.99, 1.8619999999999999)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:40.447558,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.8, 1.712391304347826)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:41.424657,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.79, 1.6897058823529412)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:42.446302,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.78, 1.6888235294117646)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:43.419511,"(21.0, 230.0, 170.57142857142858)","(1.65, 2.04, 1.7269565217391305)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:44.468754,"(21.0, 230.0, 170.57142857142858)","(1.65, 2.02, 1.74)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:45.443278,"(21.0, 230.0, 170.57142857142858)","(1.65, 2.02, 1.74)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:46.364680,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.79, 1.6897058823529412)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:47.338826,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.8, 1.6905882352941175)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:48.328249,"(21.0, 230.0, 170.57142857142858)","(1.65, 2.02, 1.74)","(18.0, 190.0, 103.25)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:49.439712,"(21.0, 230.0, 170.57142857142858)","(1.65, 2.0, 1.7672727272727273)","(18.0, 190.0, 103.5)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:50.485278,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.99, 1.9168292682926829)","(18.0, 190.0, 103.5)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.645833333333334)"
14-12-2022 12:15:51.453086,"(21.0, 230.0, 170.57142857142858)","(1.65, 1.79, 1.7416666666666667)","(18.0, 190.0, 103.5)","(15.0, 85.0, 49.25)","(4.2, 13.5, 10.566666666666666)","(3.8, 5.9, 4.863636363636363)"
14-12-2022 12:15:52.403487,"(21.0, 240.0, 131.0)","(1.65, 1.99, 1.9168292682926829)","(18.0, 190.0, 103.5)","(15.0, 85.0, 27.916666666666664)","(4.2, 13.5, 10.566666666666666)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:15:53.317534,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.7365)","(18.0, 220.0, 118.5)","(15.0, 100.0, 27.916666666666664)","(4.2, 13.5, 10.566666666666666)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:15:54.334201,"(21.0, 250.0, 136.0)","(1.65, 1.99, 1.9168292682926829)","(18.0, 220.0, 118.5)","(15.0, 100.0, 27.916666666666664)","(4.2, 13.5, 10.566666666666666)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:15:55.382024,"(21.0, 250.0, 136.0)","(1.65, 1.99, 1.9168292682926829)","(18.0, 220.0, 118.5)","(15.0, 100.0, 27.916666666666664)","(4.2, 13.5, 10.566666666666666)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:15:56.631834,"(21.0, 250.0, 136.0)","(1.65, 1.79, 1.9168292682926829)","(18.0, 220.0, 118.5)","(15.0, 100.0, 27.916666666666664)","(4.2, 13.5, 10.566666666666666)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:15:57.793419,"(21.0, 250.0, 136.0)","(1.65, 1.99, 1.9168292682926829)","(18.0, 220.0, 118.5)","(15.0, 100.0, 27.916666666666664)","(4.2, 13.5, 10.566666666666666)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:15:58.785297,"(21.0, 250.0, 136.0)","(1.65, 1.99, 1.9168292682926829)","(18.0, 220.0, 118.5)","(15.0, 100.0, 27.916666666666664)","(4.2, 13.5, 10.566666666666666)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:15:59.741276,"(21.0, 250.0, 136.0)","(1.65, 1.79, 1.72475)","(18.0, 220.0, 118.5)","(15.0, 100.0, 27.916666666666664)","(4.2, 13.5, 10.566666666666666)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:00.772027,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.722)","(18.0, 220.0, 118.5)","(15.0, 100.0, 27.916666666666664)","(4.2, 13.5, 10.566666666666666)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:01.838025,"(21.0, 250.0, 136.0)","(1.65, 1.8, 1.7261904761904763)","(18.0, 220.0, 118.5)","(15.0, 100.0, 27.916666666666664)","(4.2, 13.5, 12.242857142857144)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:02.813247,"(21.0, 250.0, 136.0)","(1.65, 1.98, 1.7905882352941176)","(18.0, 220.0, 118.5)","(15.0, 100.0, 27.916666666666664)","(4.2, 13.5, 12.242857142857144)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:03.717296,"(21.0, 250.0, 136.0)","(1.65, 1.98, 1.7905882352941176)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 13.5, 12.242857142857144)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:04.735854,"(21.0, 250.0, 136.0)","(1.65, 1.98, 1.7905882352941176)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 13.5, 12.242857142857144)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:05.765910,"(21.0, 250.0, 136.0)","(1.65, 1.8, 1.7261904761904763)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 13.5, 12.242857142857144)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:06.803099,"(21.0, 250.0, 136.0)","(1.65, 1.79, 1.7235714285714285)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 13.5, 12.242857142857144)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:07.777383,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.720952380952381)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 13.5, 12.242857142857144)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:08.693935,"(21.0, 250.0, 136.0)","(1.65, 1.98, 1.7905882352941176)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 13.5, 12.242857142857144)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:09.644633,"(21.0, 250.0, 136.0)","(1.65, 1.98, 1.7905882352941176)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 13.5, 12.242857142857144)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:10.706045,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.7235714285714285)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 13.5, 12.242857142857144)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:11.813241,"(21.0, 250.0, 136.0)","(1.65, 1.79, 1.7235714285714285)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 13.5, 12.242857142857144)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:12.928086,"(21.0, 250.0, 136.0)","(1.65, 1.99, 1.851904761904762)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 13.5, 12.242857142857144)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:14.047847,"(21.0, 250.0, 136.0)","(1.65, 1.8, 1.7261904761904763)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 13.5, 12.242857142857144)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:15.130671,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.722)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 15.0, 12.425)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:16.114589,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.722)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 15.0, 12.425)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:17.052983,"(21.0, 250.0, 136.0)","(1.65, 1.79, 1.7235714285714285)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 15.0, 12.425)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:17.998613,"(21.0, 250.0, 136.0)","(1.65, 1.98, 1.7905882352941176)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 13.100000000000001)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:19.035443,"(21.0, 250.0, 136.0)","(1.65, 1.98, 1.7905882352941176)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 13.100000000000001)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:20.106628,"(21.0, 250.0, 136.0)","(1.65, 1.97, 1.722)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 13.100000000000001)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:21.166721,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.722)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 13.100000000000001)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:22.305364,"(21.0, 250.0, 136.0)","(1.65, 1.97, 1.8563157894736841)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 13.100000000000001)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:23.298400,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.722)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 13.100000000000001)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:24.667834,"(21.0, 250.0, 136.0)","(1.65, 1.97, 1.720952380952381)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 13.100000000000001)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:25.637153,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.720952380952381)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 13.100000000000001)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:26.677003,"(21.0, 250.0, 136.0)","(1.65, 1.79, 1.7235714285714285)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 13.100000000000001)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:27.735625,"(21.0, 250.0, 136.0)","(1.65, 1.77, 1.71925)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 13.100000000000001)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:28.805410,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.8361904761904762)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 10.580000000000002)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:29.806754,"(21.0, 250.0, 136.0)","(1.65, 1.96, 1.8361904761904762)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 9.600000000000001)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:30.797574,"(21.0, 250.0, 136.0)","(1.65, 1.95, 1.7808823529411764)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 9.600000000000001)","(3.8, 6.2, 4.863636363636363)"
14-12-2022 12:16:31.787112,"(21.0, 250.0, 136.0)","(1.65, 1.79, 1.7235714285714285)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:32.725322,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.7142424242424241)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:33.797354,"(21.0, 250.0, 136.0)","(1.65, 1.77, 1.7138709677419355)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:34.847501,"(21.0, 250.0, 136.0)","(1.65, 1.96, 1.7516666666666667)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:35.946928,"(21.0, 250.0, 136.0)","(1.65, 1.78, 1.7145161290322581)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:37.024127,"(21.0, 250.0, 136.0)","(1.65, 1.95, 1.7292)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
14-12-2022 12:16:38.030564,"(21.0, 250.0, 136.0)","(1.65, 1.95, 1.7292)","(18.0, 220.0, 93.125)","(15.0, 100.0, 27.916666666666664)","(4.2, 14.5, 9.976923076923079)","(3.8, 6.2, 4.142857142857142)"
