,Wandering Star,Know Gloating,Impressive Sonic,Mysterious Lady,Goldstar Justice,Barbaras Angel,Mine Hunter,Feeling Fancy
15-12-2022 14:27:48.559749,"(2.7, 4.3, 3.544)","(5.0, 10.0, 8.366666666666667)","(18.0, 130.0, 68.0909090909091)","(7.5, 22.0, 20.46)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 12.066666666666666)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:27:49.533695,"(2.7, 4.3, 3.544)","(5.0, 10.0, 8.366666666666667)","(18.0, 130.0, 68.0909090909091)","(7.5, 22.0, 20.46)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 12.066666666666666)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:27:50.537490,"(2.7, 4.3, 3.544)","(5.0, 10.0, 8.366666666666667)","(18.0, 130.0, 68.0909090909091)","(7.5, 22.0, 20.46)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 12.066666666666666)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:27:51.605078,"(2.7, 4.3, 3.544)","(5.0, 10.0, 8.366666666666667)","(18.0, 130.0, 68.0909090909091)","(7.5, 22.0, 20.46)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 12.066666666666666)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:27:52.659743,"(2.7, 4.3, 3.544)","(5.0, 10.0, 8.366666666666667)","(18.0, 130.0, 68.0909090909091)","(7.5, 22.0, 20.46)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 13.973333333333333)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:27:53.710638,"(2.7, 4.3, 3.544)","(5.0, 10.0, 8.366666666666667)","(18.0, 130.0, 68.0909090909091)","(7.5, 22.0, 20.46)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 13.973333333333333)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:27:54.713859,"(2.7, 4.3, 4.1182089552238805)","(5.0, 10.0, 8.366666666666667)","(18.0, 130.0, 68.0909090909091)","(7.5, 22.0, 20.46)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 13.973333333333333)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:27:55.748732,"(2.7, 4.3, 3.8183999999999996)","(5.0, 10.0, 8.366666666666667)","(18.0, 130.0, 68.0909090909091)","(7.5, 22.0, 20.46)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 12.066666666666666)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:27:56.769061,"(2.7, 4.3, 3.8183999999999996)","(5.0, 10.0, 8.366666666666667)","(18.0, 130.0, 68.0909090909091)","(7.5, 22.0, 20.46)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 12.066666666666666)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:27:57.777812,"(2.7, 4.3, 3.935151515151515)","(5.0, 10.0, 8.366666666666667)","(18.0, 130.0, 68.0909090909091)","(7.5, 22.0, 20.46)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 12.066666666666666)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:27:58.845598,"(2.7, 4.3, 3.5825)","(5.0, 10.0, 8.366666666666667)","(18.0, 130.0, 68.0909090909091)","(7.5, 22.0, 20.46)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 12.066666666666666)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:27:59.817268,"(2.7, 4.3, 3.5825)","(5.0, 10.0, 8.366666666666667)","(18.0, 130.0, 68.0909090909091)","(7.5, 22.0, 20.46)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 12.066666666666666)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:00.806048,"(2.7, 4.3, 3.5825)","(5.0, 10.0, 8.366666666666667)","(18.0, 130.0, 68.0909090909091)","(7.5, 22.0, 20.46)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 12.066666666666666)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:01.877000,"(2.7, 4.3, 3.5825)","(5.0, 10.0, 8.366666666666667)","(18.0, 130.0, 68.0909090909091)","(7.5, 22.0, 20.46)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 12.066666666666666)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:02.896389,"(2.7, 4.3, 3.5825)","(5.0, 10.0, 8.366666666666667)","(18.0, 130.0, 68.0909090909091)","(7.5, 22.0, 20.46)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 13.973333333333333)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:03.852909,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 130.0, 68.0909090909091)","(7.5, 23.0, 21.36)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 13.4)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:04.887795,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 130.0, 68.0909090909091)","(7.5, 23.0, 21.36)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 12.066666666666666)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:05.970734,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 130.0, 68.0909090909091)","(7.5, 23.0, 21.36)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 12.066666666666666)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:07.089557,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 130.0, 68.0909090909091)","(7.5, 23.0, 21.36)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 12.066666666666666)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:08.188511,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 130.0, 68.0909090909091)","(7.5, 23.0, 21.36)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 12.066666666666666)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:09.232666,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 130.0, 68.0909090909091)","(7.5, 23.0, 21.36)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 12.066666666666666)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:10.330848,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 130.0, 68.0909090909091)","(7.5, 23.0, 21.36)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 12.066666666666666)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:11.413334,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 130.0, 68.0909090909091)","(7.5, 23.0, 21.36)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 12.066666666666666)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:12.516720,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 12.066666666666666)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:13.569212,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 13.428571428571429)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:14.556774,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 13.666666666666668)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:15.608220,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 13.666666666666668)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:16.669826,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 13.666666666666668)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:17.745434,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 10.95)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:18.826682,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 10.95)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:19.876424,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 10.95)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:20.959380,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 10.95)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:22.077146,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 10.95)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:23.175042,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 160.0, 97.33333333333333)","(8.0, 14.5, 10.95)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:24.227114,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 13.216666666666667)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:25.324135,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 10.95)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:26.406566,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 10.95)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:27.540811,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 10.95)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:28.685816,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 10.95)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:29.815544,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 10.95)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:30.898115,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 10.95)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:32.000263,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 10.95)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:33.083236,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 10.95)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:34.228317,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 10.95)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:35.279560,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 10.95)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:36.329964,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 10.95)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:37.480490,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 10.95)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:38.609533,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 10.95)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:39.690283,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 13.216666666666667)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:40.787792,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 13.666666666666668)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:41.926822,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 21.36)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 13.666666666666668)","(3.5, 7.4, 5.604545454545455)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:43.104009,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 13.428571428571429)","(3.5, 7.4, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:44.217412,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 11.05)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:45.332942,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 11.05)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:46.429731,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 11.05)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:47.516708,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 11.05)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:48.631019,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 11.05)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:49.712862,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 11.05)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:50.857237,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 11.05)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:52.055069,"(2.7, 4.3, 3.5825)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 11.05)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:53.264163,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 11.05)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:54.345610,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 13.428571428571429)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:55.538393,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 11.05)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:56.723340,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 11.05)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:58.104108,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 11.05)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:28:59.368763,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 11.05)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:29:00.638781,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 11.05)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:29:01.946506,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 140.0, 86.22222222222223)","(8.0, 14.5, 11.05)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:29:03.198863,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 140.0, 74.5)","(8.0, 14.5, 11.05)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:29:04.391710,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 130.0, 74.5)","(8.0, 14.5, 11.05)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:29:05.708729,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 130.0, 74.5)","(8.0, 14.5, 11.05)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:29:07.031520,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 130.0, 74.5)","(8.0, 14.5, 11.05)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:29:08.457614,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 130.0, 74.5)","(8.0, 14.5, 11.05)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:29:09.737211,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 130.0, 74.5)","(8.0, 14.5, 11.05)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:29:11.147043,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 130.0, 74.5)","(8.0, 14.5, 13.428571428571429)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:29:12.266997,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 130.0, 74.5)","(8.0, 14.5, 11.15)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:29:13.443311,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.6, 6.266666666666667)","(18.0, 90.0, 77.75)","(7.5, 23.0, 20.018181818181816)","(19.0, 130.0, 74.5)","(8.0, 14.5, 11.15)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:29:14.634857,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.6, 6.266666666666667)","(18.0, 85.0, 73.58333333333333)","(7.5, 23.0, 20.018181818181816)","(19.0, 180.0, 99.5)","(8.0, 14.5, 11.15)","(3.5, 7.2, 6.2625)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:29:15.874698,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.6, 6.266666666666667)","(18.0, 85.0, 73.58333333333333)","(7.5, 23.0, 20.018181818181816)","(19.0, 180.0, 99.5)","(8.0, 14.5, 11.15)","(3.5, 7.2, 6.128571428571428)","(9.0, 19.0, 16.02857142857143)"
15-12-2022 14:29:17.117811,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.6, 6.266666666666667)","(18.0, 85.0, 73.58333333333333)","(7.5, 23.0, 15.0)","(19.0, 180.0, 99.5)","(8.0, 14.5, 11.15)","(3.5, 7.2, 6.142857142857142)","(9.0, 19.0, 16.02857142857143)"
15-12-2022 14:29:18.325735,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.6, 6.266666666666667)","(18.0, 85.0, 73.58333333333333)","(7.5, 23.0, 15.0)","(19.0, 180.0, 99.5)","(8.0, 14.5, 11.15)","(3.5, 7.2, 6.142857142857142)","(9.0, 19.0, 16.02857142857143)"
15-12-2022 14:29:19.565405,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.6, 6.266666666666667)","(18.0, 85.0, 73.58333333333333)","(7.5, 23.0, 15.0)","(19.0, 180.0, 99.5)","(8.0, 14.5, 11.15)","(3.5, 7.2, 6.142857142857142)","(9.0, 19.0, 16.02857142857143)"
15-12-2022 14:29:20.788678,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.6, 6.266666666666667)","(18.0, 85.0, 73.58333333333333)","(7.5, 23.0, 15.0)","(19.0, 180.0, 99.5)","(8.0, 14.5, 11.15)","(3.5, 7.2, 6.142857142857142)","(9.0, 19.0, 16.02857142857143)"
