,Wandering Star,Know Gloating,Impressive Sonic,Mysterious Lady,Goldstar Justice,Barbaras Angel,Mine Hunter,Feeling Fancy
15-12-2022 14:30:18.744134,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 6.764285714285714)","(18.0, 85.0, 73.58333333333333)","(7.5, 16.0, 10.266666666666667)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.85)","(3.5, 7.8, 5.363636363636363)","(9.0, 19.0, 16.92)"
15-12-2022 14:30:19.918679,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 5.728571428571429)","(18.0, 85.0, 73.58333333333333)","(7.5, 16.0, 10.266666666666667)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.85)","(3.5, 7.6, 5.363636363636363)","(9.0, 19.0, 16.92)"
15-12-2022 14:30:21.101085,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 5.728571428571429)","(18.0, 85.0, 73.58333333333333)","(7.5, 16.0, 10.266666666666667)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.85)","(3.5, 7.6, 5.363636363636363)","(9.0, 19.0, 16.92)"
15-12-2022 14:30:22.536596,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 5.728571428571429)","(18.0, 85.0, 73.58333333333333)","(7.5, 16.0, 10.266666666666667)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.85)","(3.5, 7.6, 5.363636363636363)","(9.0, 19.0, 16.92)"
15-12-2022 14:30:24.217661,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 5.728571428571429)","(18.0, 85.0, 73.58333333333333)","(7.5, 16.0, 10.266666666666667)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.6, 5.363636363636363)","(9.0, 19.0, 16.92)"
15-12-2022 14:30:25.343286,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 5.728571428571429)","(18.0, 85.0, 73.58333333333333)","(7.5, 16.0, 10.266666666666667)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.6, 6.7125)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:30:26.514926,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 5.728571428571429)","(18.0, 85.0, 73.58333333333333)","(7.5, 16.0, 10.266666666666667)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.8, 6.7125)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:30:27.996000,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 5.728571428571429)","(18.0, 85.0, 73.58333333333333)","(7.5, 16.0, 9.866666666666667)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.8, 6.7125)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:30:29.285501,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 6.481818181818182)","(18.0, 85.0, 73.58333333333333)","(7.5, 16.0, 9.866666666666667)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.8, 6.7125)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:30:30.527713,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 6.527272727272727)","(18.0, 85.0, 73.58333333333333)","(7.5, 16.0, 9.866666666666667)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.8, 5.457692307692308)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:30:32.547375,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 6.527272727272727)","(18.0, 85.0, 73.58333333333333)","(7.5, 16.0, 9.866666666666667)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.8, 5.457692307692308)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:30:34.225507,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 5.728571428571429)","(18.0, 85.0, 77.75)","(7.5, 16.0, 9.866666666666667)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.8, 5.457692307692308)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:30:35.816227,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 5.728571428571429)","(18.0, 90.0, 77.75)","(7.5, 16.0, 9.866666666666667)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.8, 6.571428571428571)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:30:37.155442,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 5.728571428571429)","(18.0, 90.0, 77.75)","(7.5, 16.0, 13.6)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.8, 6.571428571428571)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:30:38.515220,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 77.75)","(7.5, 16.0, 14.290909090909091)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.8, 5.291666666666667)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:30:39.807345,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 77.75)","(7.5, 16.0, 14.290909090909091)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.8, 5.363636363636363)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:30:40.975912,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 77.75)","(7.5, 16.0, 14.290909090909091)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.6, 5.363636363636363)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:30:42.131798,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 77.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.6, 5.363636363636363)","(9.0, 19.0, 17.07272727272727)"
15-12-2022 14:30:43.361472,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 77.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.6, 5.363636363636363)","(9.0, 19.0, 16.92)"
15-12-2022 14:30:44.549640,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 77.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.6, 5.291666666666667)","(9.0, 19.0, 16.92)"
15-12-2022 14:30:45.974302,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 5.728571428571429)","(18.0, 90.0, 77.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.8, 5.291666666666667)","(9.0, 19.0, 16.92)"
15-12-2022 14:30:47.148728,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 5.728571428571429)","(18.0, 90.0, 77.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.8, 5.291666666666667)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:30:48.316547,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 5.728571428571429)","(18.0, 90.0, 77.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.8, 5.525)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:30:49.496902,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 77.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.6, 5.525)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:30:50.819113,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 77.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.6, 5.525)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:30:52.029875,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 77.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.6, 5.525)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:30:53.611736,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 77.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.6, 5.525)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:30:55.445264,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 5.728571428571429)","(18.0, 90.0, 77.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.6, 5.457692307692308)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:30:58.288889,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 5.728571428571429)","(18.0, 90.0, 77.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.8, 6.7125)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:30:59.949484,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 5.728571428571429)","(18.0, 90.0, 77.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.8, 6.7125)","(9.0, 19.0, 17.10909090909091)"
15-12-2022 14:31:01.222102,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 77.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.8, 6.571428571428571)","(9.0, 19.0, 17.10909090909091)"
15-12-2022 14:31:02.596589,"(2.7, 4.4, 3.6387500000000004)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 77.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.65)","(3.5, 7.8, 5.291666666666667)","(9.0, 19.0, 17.10909090909091)"
15-12-2022 14:31:04.046112,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 13.428571428571429)","(3.5, 7.6, 5.363636363636363)","(9.0, 19.0, 12.066666666666666)"
15-12-2022 14:31:05.559970,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 13.428571428571429)","(3.5, 7.6, 5.363636363636363)","(9.0, 19.0, 17.266666666666666)"
15-12-2022 14:31:09.982874,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 13.428571428571429)","(3.5, 7.6, 5.363636363636363)","(9.0, 19.0, 17.266666666666666)"
15-12-2022 14:31:11.522084,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 12.066666666666666)","(3.5, 7.6, 6.93)","(9.0, 19.0, 12.066666666666666)"
15-12-2022 14:31:12.973385,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.188888888888889)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 13.666666666666668)","(3.5, 7.8, 5.77)","(9.0, 19.0, 12.066666666666666)"
15-12-2022 14:31:14.343217,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.188888888888889)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 13.666666666666668)","(3.5, 7.8, 6.571428571428571)","(9.0, 19.0, 16.4)"
15-12-2022 14:31:15.836367,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.188888888888889)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 13.666666666666668)","(3.5, 7.8, 6.571428571428571)","(9.0, 19.0, 16.4)"
15-12-2022 14:31:17.379814,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 13.666666666666668)","(3.5, 7.8, 5.363636363636363)","(9.0, 19.0, 16.96)"
15-12-2022 14:31:18.949703,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 13.666666666666668)","(3.5, 7.6, 5.363636363636363)","(9.0, 19.0, 16.96)"
15-12-2022 14:31:20.635089,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 13.666666666666668)","(3.5, 7.6, 5.363636363636363)","(9.0, 19.0, 16.96)"
15-12-2022 14:31:22.486893,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.188888888888889)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 13.666666666666668)","(3.5, 7.8, 6.571428571428571)","(9.0, 19.0, 16.4)"
15-12-2022 14:31:23.942756,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.188888888888889)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 13.666666666666668)","(3.5, 7.8, 5.291666666666667)","(9.0, 19.0, 16.4)"
15-12-2022 14:31:25.421431,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.188888888888889)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.95)","(3.5, 7.8, 5.77)","(9.0, 19.0, 12.066666666666666)"
15-12-2022 14:31:26.869515,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.95)","(3.5, 7.8, 5.821428571428571)","(9.0, 19.0, 12.066666666666666)"
15-12-2022 14:31:28.253773,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.95)","(3.5, 7.6, 5.821428571428571)","(9.0, 19.0, 12.066666666666666)"
15-12-2022 14:31:29.637728,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.95)","(3.5, 7.6, 5.821428571428571)","(9.0, 19.0, 12.066666666666666)"
15-12-2022 14:31:31.045235,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.95)","(3.5, 7.6, 5.821428571428571)","(9.0, 19.0, 17.266666666666666)"
15-12-2022 14:31:32.410399,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.527272727272727)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.95)","(3.5, 7.6, 5.821428571428571)","(9.0, 19.0, 17.266666666666666)"
15-12-2022 14:31:33.733316,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.188888888888889)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.95)","(3.5, 7.6, 5.77)","(9.0, 19.0, 17.266666666666666)"
15-12-2022 14:31:35.096313,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.188888888888889)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 10.95)","(3.5, 7.8, 5.77)","(9.0, 19.0, 17.266666666666666)"
15-12-2022 14:31:36.443977,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.188888888888889)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 13.485714285714286)","(3.5, 7.8, 5.77)","(9.0, 19.0, 17.266666666666666)"
15-12-2022 14:31:37.822266,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.188888888888889)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 13.485714285714286)","(3.5, 7.8, 6.93)","(9.0, 19.0, 12.066666666666666)"
15-12-2022 14:31:39.123644,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.188888888888889)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 13.485714285714286)","(3.5, 7.8, 5.77)","(9.0, 19.0, 12.066666666666666)"
15-12-2022 14:31:40.509512,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.188888888888889)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 13.485714285714286)","(3.5, 7.8, 6.93)","(9.0, 19.0, 12.066666666666666)"
15-12-2022 14:31:41.970430,"(2.7, 4.4, 3.7233333333333336)","(5.0, 7.8, 6.277777777777778)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 13.485714285714286)","(3.5, 7.8, 6.93)","(9.0, 19.0, 12.066666666666666)"
15-12-2022 14:31:43.354971,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.277777777777778)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 13.485714285714286)","(3.5, 7.8, 6.93)","(9.0, 19.0, 12.066666666666666)"
15-12-2022 14:31:44.829708,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.277777777777778)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 13.485714285714286)","(3.5, 7.8, 6.93)","(9.0, 19.0, 12.066666666666666)"
15-12-2022 14:31:46.279854,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.636363636363637)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 13.485714285714286)","(3.5, 7.8, 6.93)","(9.0, 19.0, 12.066666666666666)"
15-12-2022 14:31:47.642444,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.636363636363637)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(19.0, 180.0, 99.5)","(8.0, 14.5, 13.485714285714286)","(3.5, 7.8, 6.93)","(9.0, 19.0, 12.066666666666666)"
15-12-2022 14:31:48.908012,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.636363636363637)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(21.0, 180.0, 99.5)","(8.0, 14.5, 13.350000000000001)","(3.5, 7.8, 6.93)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:31:50.133652,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.636363636363637)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(21.0, 180.0, 99.5)","(8.0, 14.5, 13.350000000000001)","(3.5, 7.8, 6.93)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:31:51.361536,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.636363636363637)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(21.0, 180.0, 99.5)","(8.0, 14.5, 13.350000000000001)","(3.5, 7.8, 6.93)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:31:52.629973,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.277777777777778)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(21.0, 180.0, 99.5)","(8.0, 14.5, 11.15)","(3.5, 7.8, 6.93)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:31:53.865375,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.277777777777778)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(21.0, 180.0, 99.5)","(8.0, 14.5, 11.15)","(3.5, 7.8, 6.93)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:31:55.038648,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.277777777777778)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(21.0, 180.0, 99.5)","(8.0, 14.5, 11.15)","(3.5, 7.8, 6.93)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:31:56.258821,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.277777777777778)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(21.0, 180.0, 99.5)","(8.0, 14.5, 11.15)","(3.5, 7.8, 6.93)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:31:57.499040,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.277777777777778)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(21.0, 180.0, 99.5)","(8.0, 14.5, 11.15)","(3.5, 7.8, 6.93)","(9.0, 19.0, 16.085714285714285)"
15-12-2022 14:31:58.781969,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.636363636363637)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(21.0, 180.0, 99.5)","(8.0, 14.5, 13.542857142857143)","(3.5, 7.8, 6.93)","(9.0, 19.0, 16.142857142857142)"
15-12-2022 14:32:00.077087,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.636363636363637)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(21.0, 180.0, 99.5)","(8.0, 14.5, 13.542857142857143)","(3.5, 7.8, 6.93)","(9.0, 19.0, 16.142857142857142)"
15-12-2022 14:32:01.317178,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.636363636363637)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(21.0, 180.0, 99.5)","(8.0, 14.5, 13.542857142857143)","(3.5, 7.8, 6.93)","(9.0, 19.0, 16.142857142857142)"
15-12-2022 14:32:02.678040,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.636363636363637)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(21.0, 180.0, 99.5)","(8.0, 14.5, 13.542857142857143)","(3.5, 7.8, 6.93)","(9.0, 19.0, 16.142857142857142)"
15-12-2022 14:32:04.201065,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.636363636363637)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(21.0, 180.0, 99.5)","(8.0, 14.5, 13.542857142857143)","(3.5, 7.8, 6.93)","(9.0, 19.0, 16.142857142857142)"
15-12-2022 14:32:05.733349,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.636363636363637)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(21.0, 180.0, 99.5)","(8.0, 14.5, 13.542857142857143)","(3.5, 7.8, 6.93)","(9.0, 19.0, 16.142857142857142)"
15-12-2022 14:32:06.978347,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.636363636363637)","(18.0, 90.0, 71.75)","(7.5, 16.0, 13.649999999999999)","(21.0, 180.0, 99.5)","(8.0, 14.5, 13.542857142857143)","(3.5, 7.8, 6.93)","(9.0, 19.0, 16.142857142857142)"
15-12-2022 14:32:08.179660,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.636363636363637)","(18.0, 90.0, 71.75)","(7.5, 16.0, 11.399999999999999)","(21.0, 180.0, 99.5)","(8.0, 14.5, 13.416666666666666)","(3.5, 7.8, 6.93)","(9.0, 19.0, 16.2)"
15-12-2022 14:32:09.430101,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.636363636363637)","(18.0, 90.0, 71.75)","(7.5, 13.0, 11.399999999999999)","(21.0, 180.0, 99.5)","(8.0, 14.5, 11.35)","(3.5, 7.8, 6.93)","(9.0, 19.0, 16.2)"
15-12-2022 14:32:10.806387,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.277777777777778)","(18.0, 90.0, 71.75)","(7.5, 13.0, 11.399999999999999)","(21.0, 180.0, 99.5)","(8.0, 14.5, 11.35)","(3.5, 7.8, 6.93)","(9.0, 19.0, 16.2)"
15-12-2022 14:32:12.167858,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.277777777777778)","(18.0, 90.0, 71.75)","(7.5, 13.0, 11.399999999999999)","(21.0, 180.0, 99.5)","(8.0, 14.5, 11.35)","(3.5, 7.8, 6.93)","(9.0, 19.0, 16.2)"
15-12-2022 14:32:13.590826,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.277777777777778)","(18.0, 90.0, 71.75)","(7.5, 13.0, 11.399999999999999)","(21.0, 180.0, 99.5)","(8.0, 14.5, 11.35)","(3.5, 7.8, 6.93)","(9.0, 19.0, 16.2)"
15-12-2022 14:32:14.942477,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.636363636363637)","(18.0, 90.0, 71.75)","(7.5, 13.0, 11.399999999999999)","(21.0, 180.0, 99.5)","(8.0, 14.5, 11.35)","(3.5, 7.8, 6.93)","(9.0, 19.0, 16.2)"
15-12-2022 14:32:16.309917,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.636363636363637)","(18.0, 90.0, 71.75)","(7.5, 13.0, 11.399999999999999)","(21.0, 180.0, 99.5)","(8.0, 14.5, 11.35)","(3.5, 7.8, 6.93)","(9.0, 19.0, 16.2)"
15-12-2022 14:32:17.471727,"(2.7, 4.4, 3.7233333333333336)","(5.0, 8.0, 6.636363636363637)","(18.0, 90.0, 65.66666666666666)","(7.5, 13.0, 11.399999999999999)","(21.0, 180.0, 99.5)","(8.0, 14.5, 11.35)","(3.5, 7.8, 6.93)","(9.0, 19.0, 16.2)"
