,Lady Miki,Mon Soleil,Best Back Bruce,Kia Ora Beauty,Caledonian Terra,Morvah,Sunshine Warrior,Hameldaeme,Well Said Harps,Lenard Ess
11-01-2023 19:50:47.259628,"(2.7, 3.75, 3.6214285714285714)","(6.5, 10.0, 9.5)","(17.0, 23.0, 21.166666666666668)","(13.0, 21.0, 20.5)","(101.0, 190.0, 137.5)","(19.0, 34.0, 32.25)","(26.0, 65.0, 55.8)","(2.9, 3.15, 3.05)","(7.0, 10.5, 10.15)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:50:48.618265,"(2.7, 3.75, 3.6214285714285714)","(6.5, 10.0, 9.5)","(17.0, 23.0, 21.166666666666668)","(13.0, 21.0, 20.1)","(101.0, 190.0, 137.5)","(19.0, 34.0, 32.25)","(26.0, 65.0, 55.8)","(2.9, 3.15, 3.05)","(7.0, 10.5, 10.45)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:50:50.050742,"(2.7, 3.75, 3.66)","(6.5, 10.0, 9.5)","(17.0, 23.0, 21.166666666666668)","(13.0, 21.0, 20.1)","(101.0, 190.0, 156.66666666666669)","(19.0, 34.0, 32.25)","(26.0, 65.0, 55.8)","(2.9, 3.15, 3.05)","(7.0, 12.5, 10.614285714285714)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:50:51.456195,"(2.7, 3.75, 3.66)","(6.5, 10.0, 9.5)","(17.0, 23.0, 21.166666666666668)","(13.0, 21.0, 18.833333333333332)","(101.0, 190.0, 156.66666666666669)","(19.0, 34.0, 32.25)","(26.0, 65.0, 59.25)","(2.9, 3.15, 3.05)","(7.0, 11.5, 10.122222222222222)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:50:52.848371,"(2.7, 3.75, 3.66)","(6.5, 10.0, 9.5)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 18.833333333333332)","(101.0, 190.0, 156.66666666666669)","(19.0, 34.0, 32.25)","(26.0, 65.0, 59.25)","(2.9, 3.15, 3.05)","(7.0, 11.5, 9.844444444444445)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:50:54.254730,"(2.7, 3.75, 3.66)","(6.5, 10.0, 9.5)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 18.833333333333332)","(101.0, 190.0, 156.66666666666669)","(19.0, 34.0, 32.25)","(26.0, 65.0, 59.25)","(2.9, 3.15, 3.05)","(7.0, 11.0, 9.844444444444445)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:50:55.654174,"(2.7, 3.75, 3.66)","(6.5, 10.0, 9.5)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 18.833333333333332)","(101.0, 190.0, 156.66666666666669)","(19.0, 34.0, 32.25)","(26.0, 65.0, 59.25)","(2.9, 3.15, 3.05)","(7.0, 11.0, 9.844444444444445)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:50:57.016591,"(2.7, 3.75, 3.680769230769231)","(6.5, 10.0, 9.5)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 18.833333333333332)","(101.0, 190.0, 156.66666666666669)","(19.0, 34.0, 32.25)","(26.0, 65.0, 59.25)","(2.9, 3.15, 3.05)","(7.0, 11.0, 9.4)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:50:58.328668,"(2.7, 3.75, 3.680769230769231)","(6.5, 10.0, 9.5)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 18.833333333333332)","(101.0, 190.0, 156.66666666666669)","(19.0, 34.0, 32.25)","(26.0, 65.0, 59.25)","(2.9, 3.15, 3.05)","(7.0, 11.0, 9.4)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:50:59.680537,"(2.7, 3.75, 3.680769230769231)","(6.5, 10.0, 9.5)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 18.9)","(101.0, 190.0, 156.66666666666669)","(19.0, 34.0, 32.25)","(26.0, 65.0, 59.25)","(2.9, 3.15, 3.05)","(7.0, 11.0, 9.4)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:51:00.938182,"(2.7, 3.75, 3.69)","(6.5, 10.0, 9.5)","(17.0, 23.0, 21.166666666666668)","(13.0, 19.5, 18.9)","(101.0, 190.0, 156.66666666666669)","(19.0, 34.0, 32.25)","(26.0, 65.0, 59.25)","(2.9, 3.15, 3.075)","(7.0, 11.0, 9.4)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:51:02.283994,"(2.7, 3.75, 3.6857142857142855)","(6.5, 10.0, 9.5)","(17.0, 23.0, 21.166666666666668)","(13.0, 19.5, 18.833333333333332)","(101.0, 190.0, 156.66666666666669)","(19.0, 34.0, 32.25)","(26.0, 65.0, 59.25)","(2.9, 3.15, 3.075)","(7.0, 11.0, 9.4)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:51:03.701788,"(2.7, 3.75, 3.680769230769231)","(6.5, 10.0, 9.5)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 18.833333333333332)","(101.0, 190.0, 156.66666666666669)","(19.0, 34.0, 32.25)","(26.0, 65.0, 59.25)","(2.9, 3.15, 3.075)","(7.0, 11.0, 9.4)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:51:05.074261,"(2.7, 3.75, 3.680769230769231)","(6.5, 10.0, 9.5)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 18.833333333333332)","(101.0, 190.0, 161.42857142857144)","(19.0, 34.0, 32.25)","(26.0, 65.0, 59.25)","(2.9, 3.15, 3.125)","(7.0, 11.0, 9.844444444444445)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:51:06.454257,"(2.7, 3.75, 3.680769230769231)","(6.5, 10.0, 9.5)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 126.66666666666667)","(19.0, 34.0, 32.25)","(26.0, 65.0, 59.888888888888886)","(2.9, 3.25, 3.1166666666666667)","(7.0, 11.0, 9.844444444444445)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:51:07.836864,"(2.7, 3.75, 3.6)","(6.5, 10.0, 9.3)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 126.66666666666667)","(19.0, 34.0, 32.25)","(26.0, 65.0, 59.888888888888886)","(2.9, 3.35, 3.1166666666666667)","(7.0, 11.0, 9.08)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:51:09.156714,"(2.7, 3.75, 3.6166666666666667)","(6.5, 10.0, 9.3)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 126.66666666666667)","(19.0, 34.0, 32.25)","(26.0, 65.0, 59.888888888888886)","(2.9, 3.35, 3.0875)","(7.0, 11.0, 9.523076923076923)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:51:10.423836,"(2.7, 3.75, 3.6166666666666667)","(6.5, 10.0, 9.3)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 126.66666666666667)","(19.0, 34.0, 32.25)","(26.0, 65.0, 59.888888888888886)","(2.9, 3.35, 3.05)","(7.0, 11.0, 9.044444444444444)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:51:11.986748,"(2.7, 3.75, 3.5277777777777777)","(6.5, 10.0, 9.3)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 126.66666666666667)","(19.0, 34.0, 32.25)","(26.0, 65.0, 59.888888888888886)","(2.9, 3.35, 3.05)","(7.0, 11.0, 11.466666666666667)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:51:13.661275,"(2.7, 3.75, 3.5277777777777777)","(6.5, 10.0, 9.3)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 126.66666666666667)","(19.0, 34.0, 32.25)","(26.0, 65.0, 59.888888888888886)","(2.9, 3.35, 3.05)","(7.0, 12.0, 10.371428571428572)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:51:15.291326,"(2.7, 3.75, 3.5277777777777777)","(6.5, 10.0, 9.3)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 162.85714285714286)","(19.0, 34.0, 32.25)","(26.0, 65.0, 59.888888888888886)","(2.9, 3.35, 3.05)","(7.0, 11.0, 11.466666666666667)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:51:16.925074,"(2.7, 3.75, 3.5785714285714287)","(6.5, 10.0, 9.4)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 162.85714285714286)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.35, 3.05)","(7.0, 12.0, 11.466666666666667)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:51:18.473561,"(2.7, 3.7, 3.55)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 158.0)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.35, 3.05)","(7.0, 12.0, 10.8)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:51:20.000303,"(2.7, 3.65, 3.55)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 163.33333333333334)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.35, 3.159090909090909)","(7.0, 12.0, 10.254545454545454)","(19.0, 29.0, 25.166666666666664)"
11-01-2023 19:51:21.555603,"(2.7, 3.65, 3.59)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 163.33333333333334)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.35, 3.2625)","(7.0, 12.0, 10.254545454545454)","(19.0, 29.0, 26.970588235294116)"
11-01-2023 19:51:23.203815,"(2.7, 3.65, 3.59)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 163.33333333333334)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.35, 3.2625)","(7.0, 12.0, 10.254545454545454)","(19.0, 29.0, 26.970588235294116)"
11-01-2023 19:51:24.691367,"(2.7, 3.65, 3.59)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 163.33333333333334)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.35, 3.2625)","(7.0, 12.0, 10.254545454545454)","(19.0, 29.0, 26.970588235294116)"
11-01-2023 19:51:26.060541,"(2.7, 3.65, 3.47)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 163.33333333333334)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.35, 3.1357142857142857)","(7.0, 12.0, 10.371428571428572)","(19.0, 29.0, 26.970588235294116)"
11-01-2023 19:51:27.489011,"(2.7, 3.5, 3.47)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 160.0)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.35, 3.216666666666667)","(7.0, 11.0, 10.72857142857143)","(19.0, 29.0, 26.970588235294116)"
11-01-2023 19:51:28.895266,"(2.7, 3.5, 3.47)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.35, 3.216666666666667)","(7.0, 11.5, 10.72857142857143)","(19.0, 29.0, 26.970588235294116)"
11-01-2023 19:51:30.330769,"(2.7, 3.5, 3.47)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.35, 3.216666666666667)","(7.0, 11.5, 10.371428571428572)","(19.0, 29.0, 26.970588235294116)"
11-01-2023 19:51:31.751480,"(2.7, 3.5, 3.47)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.166666666666668)","(13.0, 19.5, 19.0)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.35, 3.216666666666667)","(7.0, 11.0, 10.72857142857143)","(19.0, 29.0, 26.970588235294116)"
11-01-2023 19:51:33.201895,"(2.7, 3.5, 3.476923076923077)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.35, 3.216666666666667)","(7.0, 11.5, 10.72857142857143)","(19.0, 29.0, 26.970588235294116)"
11-01-2023 19:51:34.605996,"(2.7, 3.5, 3.476923076923077)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.35, 3.216666666666667)","(7.0, 11.5, 10.72857142857143)","(19.0, 29.0, 26.970588235294116)"
11-01-2023 19:51:35.989539,"(2.7, 3.5, 3.476923076923077)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.35, 3.216666666666667)","(7.0, 11.5, 10.371428571428572)","(19.0, 29.0, 26.970588235294116)"
11-01-2023 19:51:37.432925,"(2.7, 3.5, 3.476923076923077)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.363636363636363)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.35, 3.2576923076923077)","(7.0, 11.0, 10.72857142857143)","(19.0, 29.0, 27.184210526315788)"
11-01-2023 19:51:38.867293,"(2.7, 3.5, 3.476923076923077)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.363636363636363)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.35, 3.2642857142857142)","(7.0, 11.5, 10.72857142857143)","(19.0, 29.0, 24.875)"
11-01-2023 19:51:40.262970,"(2.7, 3.5, 3.476923076923077)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.35, 3.2642857142857142)","(7.0, 11.5, 10.371428571428572)","(19.0, 29.0, 25.700000000000003)"
11-01-2023 19:51:41.664965,"(2.7, 3.5, 3.476923076923077)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.35, 3.2642857142857142)","(7.0, 11.0, 9.9)","(19.0, 29.0, 22.7)"
11-01-2023 19:51:43.189094,"(2.7, 3.5, 3.476923076923077)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.35, 3.2642857142857142)","(7.0, 11.0, 9.9)","(19.0, 29.0, 22.7)"
11-01-2023 19:51:44.682598,"(2.7, 3.5, 3.476923076923077)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.35, 3.2642857142857142)","(7.0, 11.0, 9.9)","(19.0, 29.0, 22.7)"
11-01-2023 19:51:46.156010,"(2.7, 3.5, 3.476923076923077)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.35, 3.4289473684210527)","(7.0, 11.0, 9.9)","(19.0, 29.0, 22.7)"
11-01-2023 19:51:47.509219,"(2.7, 3.5, 3.476923076923077)","(6.5, 9.8, 9.2)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.45, 3.325)","(7.0, 11.0, 9.9)","(19.0, 29.0, 22.7)"
11-01-2023 19:51:48.938855,"(2.7, 3.5, 3.466666666666667)","(6.5, 9.8, 9.2)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.4, 3.2285714285714286)","(7.0, 11.0, 9.9)","(19.0, 29.0, 22.7)"
11-01-2023 19:51:50.294367,"(2.7, 3.5, 3.476923076923077)","(6.5, 9.8, 9.2)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.4, 3.2285714285714286)","(7.0, 11.0, 9.9)","(19.0, 29.0, 22.7)"
11-01-2023 19:51:51.754113,"(2.7, 3.5, 3.476923076923077)","(6.5, 9.8, 9.2)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.4, 3.2285714285714286)","(7.0, 11.0, 9.9)","(19.0, 29.0, 22.7)"
11-01-2023 19:51:53.143644,"(2.7, 3.5, 3.476923076923077)","(6.5, 9.8, 9.2)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 54.5)","(2.9, 3.4, 3.290909090909091)","(7.0, 11.0, 9.9)","(19.0, 29.0, 22.7)"
11-01-2023 19:51:54.597179,"(2.7, 3.5, 3.476923076923077)","(6.5, 9.8, 9.2)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 19.0)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 51.0)","(2.9, 3.4, 3.290909090909091)","(7.0, 11.0, 9.9)","(19.0, 29.0, 22.7)"
11-01-2023 19:51:56.001435,"(2.7, 3.5, 3.476923076923077)","(6.5, 9.8, 9.5)","(17.0, 23.0, 21.9)","(13.0, 20.0, 19.0)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 49.25)","(2.9, 3.4, 3.290909090909091)","(7.0, 11.0, 9.9)","(19.0, 29.0, 24.5)"
11-01-2023 19:51:57.392512,"(2.7, 3.5, 3.476923076923077)","(6.5, 10.5, 9.333333333333334)","(17.0, 23.0, 21.9)","(13.0, 20.0, 19.0)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 49.25)","(2.9, 3.4, 3.290909090909091)","(7.0, 11.0, 9.9)","(19.0, 29.0, 24.5)"
11-01-2023 19:51:58.693435,"(2.7, 3.5, 3.476923076923077)","(6.5, 10.5, 9.333333333333334)","(17.0, 23.0, 22.45)","(13.0, 20.0, 19.0)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 49.25)","(2.9, 3.4, 3.290909090909091)","(7.0, 11.0, 9.9)","(19.0, 29.0, 24.5)"
11-01-2023 19:51:59.979186,"(2.7, 3.5, 3.476923076923077)","(6.5, 10.5, 9.333333333333334)","(17.0, 23.0, 22.45)","(13.0, 20.0, 19.0)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 49.25)","(2.9, 3.4, 3.3)","(7.0, 11.0, 9.9)","(19.0, 29.0, 25.25)"
11-01-2023 19:52:01.302948,"(2.7, 3.5, 3.466666666666667)","(6.5, 10.5, 9.333333333333334)","(17.0, 23.0, 22.45)","(13.0, 20.0, 18.333333333333332)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 49.25)","(2.9, 3.45, 3.2653846153846153)","(7.0, 11.0, 9.9)","(19.0, 29.0, 24.25)"
11-01-2023 19:52:02.726555,"(2.7, 3.5, 3.466666666666667)","(6.5, 10.5, 9.333333333333334)","(17.0, 23.0, 22.45)","(13.0, 20.0, 18.333333333333332)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 49.25)","(2.9, 3.45, 3.2653846153846153)","(7.0, 11.0, 9.9)","(19.0, 29.0, 24.25)"
11-01-2023 19:52:04.130511,"(2.7, 3.5, 3.466666666666667)","(6.5, 10.5, 9.333333333333334)","(17.0, 23.0, 22.45)","(13.0, 20.0, 18.333333333333332)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 49.25)","(2.9, 3.45, 3.2653846153846153)","(7.0, 11.0, 9.9)","(19.0, 29.0, 24.25)"
11-01-2023 19:52:05.495455,"(2.7, 3.5, 3.466666666666667)","(6.5, 10.5, 9.333333333333334)","(17.0, 23.0, 22.45)","(13.0, 20.0, 18.333333333333332)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 49.25)","(2.9, 3.45, 3.2653846153846153)","(7.0, 11.0, 9.9)","(19.0, 29.0, 24.25)"
11-01-2023 19:52:07.016685,"(2.7, 3.5, 3.466666666666667)","(6.5, 10.5, 9.333333333333334)","(17.0, 23.0, 22.5)","(13.0, 20.0, 17.916666666666668)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 49.25)","(2.9, 3.45, 3.2653846153846153)","(7.0, 11.0, 9.333333333333334)","(19.0, 29.0, 24.25)"
11-01-2023 19:52:08.407202,"(2.7, 3.5, 3.466666666666667)","(6.5, 10.5, 9.333333333333334)","(17.0, 23.0, 22.5)","(13.0, 20.0, 17.916666666666668)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 47.75)","(2.9, 3.45, 3.2653846153846153)","(7.0, 11.0, 10.0)","(19.0, 29.0, 24.25)"
11-01-2023 19:52:09.844818,"(2.7, 3.5, 3.466666666666667)","(6.5, 10.5, 9.333333333333334)","(17.0, 23.0, 22.38888888888889)","(13.0, 20.0, 17.916666666666668)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 55.14285714285714)","(2.9, 3.45, 3.2653846153846153)","(7.0, 11.0, 10.0)","(19.0, 29.0, 24.25)"
11-01-2023 19:52:11.302571,"(2.7, 3.5, 3.466666666666667)","(6.5, 10.5, 9.333333333333334)","(17.0, 23.0, 22.38888888888889)","(13.0, 20.0, 17.77777777777778)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 65.0, 52.0)","(2.9, 3.45, 3.87)","(7.0, 11.0, 9.5)","(19.0, 29.0, 22.666666666666668)"
11-01-2023 19:52:12.646863,"(2.7, 3.5, 3.466666666666667)","(6.5, 10.5, 9.333333333333334)","(17.0, 23.0, 21.9)","(13.0, 20.0, 17.77777777777778)","(101.0, 190.0, 164.28571428571428)","(19.0, 34.0, 32.25)","(26.0, 60.0, 50.857142857142854)","(2.9, 3.95, 3.6833333333333336)","(7.0, 11.0, 9.5)","(19.0, 29.0, 24.6)"
11-01-2023 19:52:13.985741,"(2.7, 3.5, 3.466666666666667)","(6.5, 10.5, 9.333333333333334)","(17.0, 23.0, 20.642857142857142)","(13.0, 20.0, 17.916666666666668)","(101.0, 190.0, 167.5)","(19.0, 34.0, 32.25)","(26.0, 60.0, 50.857142857142854)","(2.9, 3.95, 3.6833333333333336)","(7.0, 11.0, 9.5)","(19.0, 28.0, 22.333333333333332)"
11-01-2023 19:52:15.380327,"(2.7, 3.5, 3.466666666666667)","(6.5, 10.5, 9.333333333333334)","(17.0, 23.0, 20.642857142857142)","(13.0, 20.0, 17.916666666666668)","(101.0, 190.0, 167.5)","(19.0, 34.0, 32.25)","(26.0, 60.0, 51.0)","(2.9, 3.95, 3.6833333333333336)","(7.0, 11.0, 9.5)","(19.0, 28.0, 22.333333333333332)"
11-01-2023 19:52:16.764904,"(2.7, 3.5, 3.466666666666667)","(6.5, 10.5, 9.333333333333334)","(17.0, 23.0, 19.333333333333332)","(13.0, 20.0, 17.916666666666668)","(101.0, 190.0, 167.5)","(19.0, 34.0, 31.2)","(26.0, 65.0, 50.857142857142854)","(2.9, 3.95, 3.325)","(7.0, 11.0, 9.5)","(19.0, 28.0, 22.333333333333332)"
11-01-2023 19:52:18.168956,"(2.7, 3.5, 3.466666666666667)","(6.5, 10.5, 9.333333333333334)","(17.0, 23.0, 19.333333333333332)","(13.0, 20.0, 17.916666666666668)","(101.0, 190.0, 167.5)","(19.0, 34.0, 31.2)","(26.0, 60.0, 50.857142857142854)","(2.9, 3.95, 3.783333333333333)","(7.0, 11.0, 9.5)","(19.0, 28.0, 22.333333333333332)"
11-01-2023 19:52:19.672010,"(2.7, 3.5, 3.466666666666667)","(6.5, 10.5, 9.333333333333334)","(17.0, 23.0, 19.333333333333332)","(13.0, 20.0, 17.916666666666668)","(101.0, 190.0, 167.5)","(19.0, 34.0, 31.2)","(26.0, 60.0, 50.857142857142854)","(2.9, 3.9, 3.783333333333333)","(7.0, 11.0, 9.5)","(19.0, 28.0, 22.333333333333332)"
11-01-2023 19:52:21.047770,"(2.7, 3.5, 3.466666666666667)","(6.5, 10.5, 9.333333333333334)","(17.0, 23.0, 19.333333333333332)","(13.0, 20.0, 17.916666666666668)","(101.0, 190.0, 167.5)","(19.0, 34.0, 31.2)","(26.0, 60.0, 50.857142857142854)","(2.9, 3.9, 3.783333333333333)","(7.0, 11.0, 9.5)","(19.0, 28.0, 22.333333333333332)"
11-01-2023 19:52:22.425250,"(2.7, 3.5, 3.466666666666667)","(6.5, 10.5, 9.333333333333334)","(17.0, 23.0, 19.333333333333332)","(13.0, 20.0, 17.916666666666668)","(101.0, 190.0, 167.5)","(19.0, 34.0, 31.2)","(26.0, 60.0, 50.857142857142854)","(2.9, 3.9, 3.783333333333333)","(7.0, 11.0, 9.5)","(19.0, 28.0, 22.333333333333332)"
11-01-2023 19:52:23.763676,"(2.7, 3.5, 3.466666666666667)","(6.5, 10.5, 9.333333333333334)","(17.0, 23.0, 21.166666666666668)","(13.0, 20.0, 18.214285714285715)","(101.0, 190.0, 167.5)","(19.0, 34.0, 31.2)","(26.0, 60.0, 54.666666666666664)","(2.9, 3.9, 3.1583333333333337)","(7.0, 11.0, 9.5)","(19.0, 28.0, 24.6)"
11-01-2023 19:52:25.120804,"(2.7, 3.7, 3.4857142857142858)","(6.5, 10.5, 9.333333333333334)","(17.0, 23.0, 21.625)","(13.0, 20.0, 18.214285714285715)","(101.0, 190.0, 167.5)","(19.0, 34.0, 31.2)","(26.0, 60.0, 54.666666666666664)","(2.9, 3.2, 3.1423076923076922)","(7.0, 11.0, 10.28)","(19.0, 28.0, 25.333333333333332)"
