,Go Goose Go,Agent Eleven,Mine Master,Aston Scepter,Finniss Blossom,Argent Street
14-12-2022 13:49:14.511750,"(3.0, 5.0, 4.3882352941176475)","(2.2, 2.88, 2.3614814814814817)","(5.0, 9.0, 7.800000000000001)","(13.0, 29.0, 18.125)","(5.5, 12.0, 11.342857142857143)","(18.0, 60.0, 48.81578947368421)"
14-12-2022 13:49:15.740032,"(3.0, 4.9, 4.5040000000000004)","(2.2, 2.88, 2.637142857142857)","(5.0, 9.0, 7.228571428571429)","(13.0, 29.0, 18.125)","(5.5, 12.0, 11.342857142857143)","(18.0, 60.0, 48.81578947368421)"
14-12-2022 13:49:16.898602,"(3.0, 4.9, 3.724)","(2.2, 2.86, 2.5933333333333333)","(5.0, 9.0, 7.872727272727273)","(13.0, 29.0, 18.125)","(5.5, 12.0, 11.342857142857143)","(18.0, 60.0, 48.81578947368421)"
14-12-2022 13:49:17.986133,"(3.0, 4.9, 4.018000000000001)","(2.2, 2.86, 2.5)","(5.0, 9.0, 7.872727272727273)","(13.0, 29.0, 18.125)","(5.5, 12.0, 11.342857142857143)","(18.0, 60.0, 45.0)"
14-12-2022 13:49:19.547168,"(3.0, 4.9, 4.018000000000001)","(2.2, 2.86, 2.55)","(5.0, 9.0, 8.076923076923077)","(13.0, 29.0, 18.125)","(5.5, 12.0, 11.342857142857143)","(18.0, 60.0, 46.0)"
14-12-2022 13:49:20.674123,"(3.0, 4.9, 4.018000000000001)","(2.2, 2.86, 2.55)","(5.0, 9.0, 8.076923076923077)","(13.0, 29.0, 18.125)","(5.5, 12.0, 11.342857142857143)","(18.0, 60.0, 46.0)"
14-12-2022 13:49:21.960282,"(3.0, 4.9, 4.027)","(2.2, 2.86, 2.55)","(5.0, 9.0, 8.076923076923077)","(13.0, 29.0, 18.125)","(5.5, 12.0, 11.342857142857143)","(18.0, 60.0, 46.0)"
14-12-2022 13:49:23.062788,"(3.0, 4.9, 3.6958620689655173)","(2.2, 2.86, 2.5225)","(5.0, 9.0, 7.88)","(13.0, 29.0, 18.125)","(5.5, 12.0, 11.342857142857143)","(18.0, 60.0, 46.0)"
14-12-2022 13:49:24.118593,"(3.0, 4.9, 3.6958620689655173)","(2.2, 2.86, 2.5225)","(5.0, 9.0, 7.88)","(13.0, 29.0, 18.125)","(5.5, 12.0, 11.342857142857143)","(18.0, 60.0, 46.0)"
14-12-2022 13:49:25.362728,"(3.0, 4.9, 3.6958620689655173)","(2.2, 2.86, 2.5599999999999996)","(5.0, 9.0, 8.2)","(13.0, 29.0, 18.125)","(5.5, 12.0, 11.342857142857143)","(18.0, 60.0, 46.0)"
14-12-2022 13:49:26.568424,"(3.0, 4.9, 3.6958620689655173)","(2.2, 2.86, 2.57)","(5.0, 9.0, 7.628571428571428)","(13.0, 29.0, 18.125)","(5.5, 12.0, 11.342857142857143)","(18.0, 60.0, 46.0)"
14-12-2022 13:49:27.908516,"(3.0, 4.9, 3.3817391304347826)","(2.2, 2.86, 2.516)","(5.0, 9.0, 8.04)","(13.0, 29.0, 18.125)","(5.5, 12.0, 11.342857142857143)","(18.0, 60.0, 46.0)"
14-12-2022 13:49:29.074829,"(3.0, 4.9, 3.3817391304347826)","(2.2, 2.84, 2.516)","(5.0, 9.0, 8.04)","(13.0, 29.0, 18.125)","(5.5, 12.0, 11.342857142857143)","(18.0, 60.0, 39.25)"
14-12-2022 13:49:30.256193,"(3.0, 4.9, 3.3817391304347826)","(2.2, 2.84, 2.516)","(5.0, 9.0, 8.266666666666666)","(13.0, 29.0, 18.125)","(5.5, 12.0, 11.342857142857143)","(18.0, 60.0, 37.22222222222222)"
14-12-2022 13:49:31.305916,"(3.0, 4.9, 3.3817391304347826)","(2.2, 2.84, 2.54)","(5.0, 9.0, 8.266666666666666)","(13.0, 29.0, 18.125)","(5.5, 12.0, 11.342857142857143)","(18.0, 60.0, 37.22222222222222)"
14-12-2022 13:49:32.408856,"(3.0, 4.9, 3.3817391304347826)","(2.2, 2.84, 2.54)","(5.0, 9.0, 7.857142857142857)","(13.0, 29.0, 18.125)","(5.5, 12.0, 11.342857142857143)","(18.0, 60.0, 37.22222222222222)"
14-12-2022 13:49:33.525418,"(3.0, 4.9, 3.3817391304347826)","(2.2, 2.84, 2.54)","(5.0, 9.0, 7.857142857142857)","(13.0, 29.0, 18.125)","(5.5, 12.0, 11.342857142857143)","(18.0, 60.0, 37.22222222222222)"
14-12-2022 13:49:34.632986,"(3.0, 4.9, 3.3817391304347826)","(2.2, 2.84, 2.54)","(5.0, 9.0, 7.857142857142857)","(13.0, 29.0, 18.125)","(5.5, 12.0, 11.342857142857143)","(18.0, 60.0, 37.22222222222222)"
14-12-2022 13:49:35.730103,"(3.0, 4.9, 3.3817391304347826)","(2.2, 2.84, 2.54)","(5.0, 9.0, 8.2)","(13.0, 29.0, 18.125)","(5.5, 12.0, 11.342857142857143)","(18.0, 60.0, 37.22222222222222)"
14-12-2022 13:49:36.903244,"(3.0, 4.9, 3.3817391304347826)","(2.2, 2.84, 2.54)","(5.0, 9.0, 8.2)","(13.0, 29.0, 18.125)","(5.5, 12.0, 11.342857142857143)","(18.0, 60.0, 37.22222222222222)"
14-12-2022 13:49:38.055394,"(3.0, 4.9, 3.3817391304347826)","(2.2, 2.84, 2.54)","(5.0, 9.0, 7.9714285714285715)","(13.0, 29.0, 18.125)","(5.5, 12.0, 11.342857142857143)","(18.0, 60.0, 37.22222222222222)"
14-12-2022 13:49:39.183020,"(3.0, 4.9, 3.3817391304347826)","(2.2, 2.82, 2.556)","(5.0, 9.0, 7.9714285714285715)","(13.0, 29.0, 18.125)","(5.5, 12.0, 11.545454545454547)","(18.0, 60.0, 63.8)"
14-12-2022 13:49:40.244457,"(3.0, 4.9, 3.3817391304347826)","(2.2, 2.82, 2.556)","(5.0, 9.0, 7.9714285714285715)","(13.0, 29.0, 18.125)","(5.5, 15.0, 13.485714285714286)","(18.0, 75.0, 63.8)"
14-12-2022 13:49:41.324174,"(3.0, 4.9, 3.3817391304347826)","(2.2, 2.82, 2.556)","(5.0, 9.0, 7.9714285714285715)","(13.0, 29.0, 18.125)","(5.5, 14.5, 13.485714285714286)","(18.0, 75.0, 63.8)"
14-12-2022 13:49:42.477808,"(3.0, 4.9, 3.3817391304347826)","(2.2, 2.82, 2.556)","(5.0, 9.0, 7.9714285714285715)","(13.0, 29.0, 18.125)","(5.5, 14.5, 13.485714285714286)","(18.0, 75.0, 63.8)"
14-12-2022 13:49:43.427508,"(3.0, 4.9, 3.3817391304347826)","(2.2, 2.82, 2.556)","(5.0, 9.0, 8.272727272727273)","(13.0, 29.0, 18.125)","(5.5, 14.5, 13.485714285714286)","(18.0, 75.0, 63.8)"
14-12-2022 13:49:44.687462,"(3.0, 4.9, 3.5707692307692307)","(2.2, 2.82, 2.52)","(5.0, 9.0, 8.085714285714285)","(13.0, 29.0, 18.125)","(5.5, 14.5, 13.485714285714286)","(18.0, 75.0, 63.8)"
14-12-2022 13:49:45.909258,"(3.0, 4.9, 3.5707692307692307)","(2.2, 2.82, 2.52)","(5.0, 9.0, 8.4)","(13.0, 29.0, 18.125)","(5.5, 14.5, 12.725)","(18.0, 75.0, 63.8)"
14-12-2022 13:49:47.019134,"(3.0, 4.9, 3.5707692307692307)","(2.2, 2.82, 2.52)","(5.0, 9.0, 8.4)","(13.0, 29.0, 18.125)","(5.5, 14.5, 12.775)","(18.0, 75.0, 63.8)"
14-12-2022 13:49:48.058515,"(3.0, 4.9, 3.5707692307692307)","(2.2, 2.82, 2.529230769230769)","(5.0, 9.0, 8.085714285714285)","(13.0, 29.0, 18.125)","(5.5, 14.5, 12.775)","(18.0, 75.0, 63.8)"
14-12-2022 13:49:49.096237,"(3.0, 4.9, 3.5707692307692307)","(2.2, 2.82, 2.5628571428571427)","(5.0, 9.0, 8.418181818181818)","(13.0, 29.0, 18.125)","(5.5, 14.5, 10.375)","(18.0, 75.0, 63.8)"
14-12-2022 13:49:50.296169,"(3.0, 4.9, 3.5707692307692307)","(2.2, 2.82, 2.5628571428571427)","(5.0, 9.0, 8.418181818181818)","(13.0, 29.0, 18.125)","(5.5, 15.0, 10.375)","(18.0, 75.0, 63.8)"
14-12-2022 13:49:51.260950,"(3.0, 4.9, 3.5707692307692307)","(2.2, 2.82, 2.5628571428571427)","(5.0, 9.0, 8.418181818181818)","(13.0, 29.0, 18.125)","(5.5, 15.0, 10.375)","(18.0, 75.0, 63.8)"
14-12-2022 13:49:52.249316,"(3.0, 4.9, 3.5707692307692307)","(2.2, 2.82, 2.529230769230769)","(5.0, 9.0, 7.933333333333334)","(13.0, 29.0, 18.125)","(5.5, 15.0, 10.375)","(18.0, 75.0, 63.8)"
14-12-2022 13:49:53.324164,"(3.0, 4.9, 3.5707692307692307)","(2.2, 2.82, 2.52)","(5.0, 9.0, 8.022222222222222)","(13.0, 29.0, 18.125)","(5.5, 15.0, 11.727272727272727)","(18.0, 75.0, 63.8)"
14-12-2022 13:49:54.383300,"(3.0, 4.9, 3.5707692307692307)","(2.2, 2.82, 2.52)","(5.0, 9.0, 8.022222222222222)","(13.0, 29.0, 18.125)","(5.5, 15.0, 11.727272727272727)","(18.0, 75.0, 63.8)"
14-12-2022 13:49:55.335318,"(3.0, 4.9, 3.5707692307692307)","(2.2, 2.82, 2.52)","(5.0, 9.0, 7.857142857142857)","(13.0, 29.0, 18.125)","(5.5, 15.0, 10.5)","(18.0, 75.0, 63.8)"
14-12-2022 13:49:56.454476,"(3.0, 4.9, 3.5707692307692307)","(2.2, 2.82, 2.5628571428571427)","(5.0, 9.0, 8.022222222222222)","(13.0, 29.0, 18.125)","(5.5, 15.0, 10.5)","(18.0, 75.0, 63.8)"
14-12-2022 13:49:57.540091,"(3.0, 4.9, 3.5707692307692307)","(2.2, 2.82, 2.6679999999999997)","(5.0, 9.0, 7.857142857142857)","(13.0, 29.0, 18.125)","(5.5, 15.0, 11.454545454545455)","(18.0, 75.0, 63.8)"
14-12-2022 13:49:58.591941,"(3.0, 4.8, 3.836470588235294)","(2.2, 2.82, 2.6679999999999997)","(5.0, 9.0, 7.857142857142857)","(13.0, 29.0, 18.125)","(5.5, 14.5, 11.454545454545455)","(18.0, 75.0, 63.8)"
14-12-2022 13:49:59.665942,"(3.0, 4.8, 3.836470588235294)","(2.2, 2.82, 2.61)","(5.0, 9.0, 8.2)","(13.0, 29.0, 18.125)","(5.5, 14.5, 10.3125)","(18.0, 75.0, 70.33333333333334)"
14-12-2022 13:50:00.670657,"(3.0, 4.8, 3.836470588235294)","(2.2, 2.82, 2.61)","(5.0, 9.0, 8.2)","(13.0, 29.0, 18.125)","(5.5, 14.5, 10.3125)","(18.0, 75.0, 70.33333333333334)"
14-12-2022 13:50:01.887159,"(3.0, 4.8, 3.836470588235294)","(2.2, 2.82, 2.61)","(5.0, 9.0, 8.2)","(13.0, 29.0, 18.125)","(5.5, 14.5, 10.3125)","(18.0, 75.0, 70.33333333333334)"
14-12-2022 13:50:02.944643,"(3.0, 4.8, 3.836470588235294)","(2.2, 2.82, 2.6422222222222222)","(5.0, 9.0, 7.628571428571428)","(13.0, 29.0, 18.125)","(5.5, 14.5, 10.3125)","(18.0, 75.0, 70.33333333333334)"
14-12-2022 13:50:03.962856,"(3.0, 4.8, 3.836470588235294)","(2.2, 2.82, 2.6028571428571428)","(5.0, 9.0, 7.933333333333334)","(13.0, 29.0, 18.125)","(5.5, 14.5, 10.3125)","(18.0, 75.0, 70.33333333333334)"
14-12-2022 13:50:05.011907,"(3.0, 4.8, 3.836470588235294)","(2.2, 2.82, 2.6422222222222222)","(5.0, 9.0, 8.022222222222222)","(13.0, 29.0, 18.125)","(5.5, 14.5, 10.3125)","(18.0, 75.0, 70.33333333333334)"
14-12-2022 13:50:06.253065,"(3.0, 4.8, 3.836470588235294)","(2.2, 2.82, 2.6028571428571428)","(5.0, 9.0, 7.857142857142857)","(13.0, 29.0, 18.125)","(5.5, 14.5, 11.454545454545455)","(18.0, 75.0, 70.33333333333334)"
14-12-2022 13:50:07.524565,"(3.0, 4.8, 3.836470588235294)","(2.2, 2.82, 2.6028571428571428)","(5.0, 9.0, 7.7)","(13.0, 29.0, 26.1)","(5.5, 14.5, 11.454545454545455)","(18.0, 75.0, 70.33333333333334)"
14-12-2022 13:50:08.559586,"(3.0, 4.8, 3.836470588235294)","(2.2, 2.82, 2.591428571428571)","(5.0, 9.0, 7.555555555555555)","(13.0, 29.0, 26.1)","(5.5, 14.5, 11.181818181818182)","(18.0, 75.0, 70.33333333333334)"
14-12-2022 13:50:09.755123,"(3.0, 4.8, 3.836470588235294)","(2.2, 2.82, 2.6679999999999997)","(5.0, 8.8, 8.014285714285714)","(13.0, 29.0, 26.1)","(5.5, 14.0, 11.181818181818182)","(18.0, 75.0, 70.33333333333334)"
14-12-2022 13:50:10.829427,"(3.0, 4.8, 3.836470588235294)","(2.2, 2.82, 2.6679999999999997)","(5.0, 8.8, 8.014285714285714)","(13.0, 29.0, 26.1)","(5.5, 14.0, 10.125)","(18.0, 75.0, 70.33333333333334)"
14-12-2022 13:50:11.828491,"(3.0, 4.8, 3.836470588235294)","(2.2, 2.82, 2.6679999999999997)","(5.0, 8.8, 8.014285714285714)","(13.0, 29.0, 26.1)","(5.5, 14.0, 11.181818181818182)","(18.0, 75.0, 70.33333333333334)"
14-12-2022 13:50:12.806325,"(3.0, 4.8, 3.836470588235294)","(2.2, 2.82, 2.6759999999999997)","(5.0, 8.8, 7.55)","(13.0, 29.0, 26.1)","(5.5, 14.0, 11.181818181818182)","(18.0, 75.0, 70.33333333333334)"
14-12-2022 13:50:13.832762,"(3.0, 4.8, 3.836470588235294)","(2.2, 2.82, 2.722857142857143)","(5.0, 8.8, 7.9)","(13.0, 29.0, 26.1)","(5.5, 14.0, 10.125)","(18.0, 75.0, 70.33333333333334)"
14-12-2022 13:50:14.822662,"(3.0, 4.8, 3.836470588235294)","(2.2, 2.82, 2.722857142857143)","(5.0, 8.8, 7.9)","(13.0, 29.0, 26.1)","(5.5, 14.0, 10.125)","(18.0, 75.0, 70.33333333333334)"
14-12-2022 13:50:15.738504,"(3.0, 4.8, 3.836470588235294)","(2.2, 2.82, 2.722857142857143)","(5.0, 8.8, 7.9)","(13.0, 29.0, 26.1)","(5.5, 14.0, 10.125)","(18.0, 75.0, 70.33333333333334)"
14-12-2022 13:50:16.668668,"(3.0, 4.8, 3.836470588235294)","(2.2, 2.82, 2.722857142857143)","(5.0, 8.8, 7.9)","(13.0, 29.0, 26.1)","(5.5, 14.0, 10.125)","(18.0, 75.0, 70.6923076923077)"
14-12-2022 13:50:17.591507,"(3.0, 4.8, 3.836470588235294)","(2.2, 2.82, 2.722857142857143)","(5.0, 8.8, 7.5777777777777775)","(13.0, 29.0, 26.1)","(5.5, 14.0, 10.125)","(18.0, 75.0, 70.6923076923077)"
14-12-2022 13:50:18.525075,"(3.0, 4.8, 3.836470588235294)","(2.2, 2.82, 2.6919999999999997)","(5.0, 8.8, 7.5777777777777775)","(13.0, 29.0, 26.1)","(5.5, 14.0, 10.125)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:19.507410,"(3.0, 4.8, 4.193333333333333)","(2.2, 2.82, 2.7285714285714286)","(5.0, 8.8, 7.5777777777777775)","(13.0, 29.0, 24.166666666666668)","(5.5, 14.0, 10.125)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:20.735195,"(3.0, 4.8, 4.193333333333333)","(2.2, 2.82, 2.7285714285714286)","(5.0, 8.8, 7.800000000000001)","(13.0, 29.0, 24.166666666666668)","(5.5, 14.0, 10.125)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:21.811469,"(3.0, 4.8, 4.193333333333333)","(2.2, 2.82, 2.7285714285714286)","(5.0, 8.8, 7.800000000000001)","(13.0, 29.0, 25.5)","(5.5, 14.0, 9.9375)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:22.867476,"(3.0, 4.8, 4.193333333333333)","(2.2, 2.82, 2.7285714285714286)","(5.0, 8.8, 7.800000000000001)","(13.0, 29.0, 25.5)","(5.5, 13.5, 9.9375)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:24.195375,"(3.0, 4.8, 4.193333333333333)","(2.2, 2.82, 2.7285714285714286)","(5.0, 8.8, 7.5777777777777775)","(13.0, 29.0, 25.5)","(5.5, 13.5, 9.9375)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:25.216442,"(3.0, 4.8, 4.193333333333333)","(2.2, 2.82, 2.7285714285714286)","(5.0, 8.8, 7.5777777777777775)","(13.0, 29.0, 25.5)","(5.5, 13.5, 9.9375)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:26.214245,"(3.0, 4.8, 4.193333333333333)","(2.2, 2.82, 2.7285714285714286)","(5.0, 8.8, 7.5777777777777775)","(13.0, 29.0, 25.5)","(5.5, 13.5, 9.9375)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:27.141592,"(3.0, 4.8, 4.193333333333333)","(2.2, 2.82, 2.7285714285714286)","(5.0, 8.8, 7.800000000000001)","(13.0, 29.0, 25.5)","(5.5, 13.5, 11.307692307692307)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:28.030082,"(3.0, 4.8, 4.193333333333333)","(2.2, 2.82, 2.7285714285714286)","(5.0, 8.8, 7.800000000000001)","(13.0, 29.0, 25.5)","(5.5, 13.5, 11.307692307692307)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:28.915133,"(3.0, 4.8, 4.193333333333333)","(2.2, 2.82, 2.7285714285714286)","(5.0, 8.8, 7.800000000000001)","(13.0, 29.0, 25.5)","(5.5, 13.5, 11.307692307692307)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:29.942317,"(3.0, 4.8, 4.193333333333333)","(2.2, 2.82, 2.66)","(5.0, 9.0, 8.022222222222222)","(13.0, 29.0, 25.5)","(5.5, 13.5, 11.307692307692307)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:30.964558,"(3.0, 4.8, 4.193333333333333)","(2.2, 2.82, 2.65)","(5.0, 9.0, 7.8)","(13.0, 29.0, 25.5)","(5.5, 13.5, 11.307692307692307)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:32.010203,"(3.0, 4.8, 4.193333333333333)","(2.2, 2.82, 2.65)","(5.0, 9.0, 7.8)","(13.0, 29.0, 25.5)","(5.5, 13.5, 11.307692307692307)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:33.128441,"(3.0, 4.8, 4.193333333333333)","(2.2, 2.82, 2.65)","(5.0, 9.0, 8.022222222222222)","(13.0, 29.0, 25.5)","(5.5, 13.5, 11.0)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:34.238267,"(3.0, 4.8, 4.193333333333333)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.800000000000001)","(13.0, 29.0, 25.5)","(5.5, 13.0, 11.0)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:35.372089,"(3.0, 4.8, 4.193333333333333)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.800000000000001)","(13.0, 29.0, 25.5)","(5.5, 13.0, 11.0)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:36.504239,"(3.0, 4.8, 4.193333333333333)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.800000000000001)","(13.0, 29.0, 25.5)","(5.5, 13.0, 11.0)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:37.562122,"(3.0, 4.8, 4.193333333333333)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.5777777777777775)","(13.0, 29.0, 25.5)","(5.5, 13.0, 11.0)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:38.627291,"(3.0, 4.8, 4.193333333333333)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.5777777777777775)","(13.0, 29.0, 25.5)","(5.5, 13.0, 11.0)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:39.739230,"(3.0, 4.8, 4.193333333333333)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.800000000000001)","(13.0, 29.0, 25.5)","(5.5, 13.0, 9.75)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:40.844029,"(3.0, 4.8, 4.193333333333333)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.800000000000001)","(13.0, 29.0, 25.5)","(5.5, 13.0, 9.75)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:41.879030,"(3.0, 4.8, 4.193333333333333)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.800000000000001)","(13.0, 29.0, 25.5)","(5.5, 13.0, 9.75)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:42.962681,"(3.0, 4.8, 4.193333333333333)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.5777777777777775)","(13.0, 29.0, 26.3)","(5.5, 13.0, 9.75)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:44.105915,"(3.0, 4.8, 3.7463157894736843)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.5777777777777775)","(13.0, 29.0, 26.3)","(5.5, 13.0, 9.5625)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:45.174125,"(3.0, 4.8, 3.7463157894736843)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.5777777777777775)","(13.0, 29.0, 26.3)","(5.5, 12.5, 9.5625)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:46.245652,"(3.0, 4.8, 3.7463157894736843)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.5777777777777775)","(13.0, 29.0, 26.3)","(5.5, 12.5, 9.5625)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:47.308919,"(3.0, 4.8, 3.7463157894736843)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.5777777777777775)","(13.0, 29.0, 26.3)","(5.5, 12.5, 9.5625)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:48.461819,"(3.0, 4.8, 3.7463157894736843)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.5777777777777775)","(13.0, 29.0, 26.3)","(5.5, 12.5, 9.5625)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:49.590608,"(3.0, 4.8, 3.7463157894736843)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.5777777777777775)","(13.0, 29.0, 26.3)","(5.5, 12.5, 9.5625)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:50.546485,"(3.0, 4.8, 3.7463157894736843)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.5777777777777775)","(13.0, 29.0, 26.3)","(5.5, 12.5, 9.5625)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:51.622891,"(3.0, 4.8, 3.7463157894736843)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.5777777777777775)","(13.0, 29.0, 26.3)","(5.5, 12.5, 9.5625)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:52.708922,"(3.0, 4.8, 3.7463157894736843)","(2.2, 2.82, 2.65)","(5.0, 8.8, 8.022222222222222)","(13.0, 29.0, 26.3)","(5.5, 12.5, 9.5625)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:53.720892,"(3.0, 4.8, 3.7463157894736843)","(2.2, 2.82, 2.65)","(5.0, 9.0, 8.022222222222222)","(13.0, 29.0, 26.214285714285715)","(5.5, 12.5, 9.5625)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:54.789937,"(3.0, 4.8, 3.7463157894736843)","(2.2, 2.82, 2.65)","(5.0, 9.0, 8.022222222222222)","(13.0, 29.0, 26.214285714285715)","(5.5, 12.5, 9.375)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:55.848496,"(3.0, 4.8, 3.7463157894736843)","(2.2, 2.82, 2.65)","(5.0, 9.0, 8.022222222222222)","(13.0, 29.0, 26.214285714285715)","(5.5, 12.0, 9.375)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:56.840634,"(3.0, 4.8, 3.7463157894736843)","(2.2, 2.82, 2.65)","(5.0, 9.0, 8.022222222222222)","(13.0, 29.0, 26.214285714285715)","(5.5, 12.0, 9.375)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:57.823788,"(3.0, 4.8, 3.7463157894736843)","(2.2, 2.82, 2.65)","(5.0, 9.0, 7.8)","(13.0, 29.0, 24.125)","(5.5, 12.0, 9.375)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:58.729523,"(3.0, 4.8, 3.6733333333333333)","(2.2, 2.82, 2.65)","(5.0, 9.0, 8.022222222222222)","(13.0, 29.0, 24.5)","(5.5, 12.0, 9.375)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:50:59.671715,"(3.0, 4.8, 3.6733333333333333)","(2.2, 2.82, 2.65)","(5.0, 9.0, 8.022222222222222)","(13.0, 29.0, 24.5)","(5.5, 12.0, 9.375)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:00.704689,"(3.0, 4.8, 3.6733333333333333)","(2.2, 2.82, 2.65)","(5.0, 9.0, 8.022222222222222)","(13.0, 29.0, 24.5)","(5.5, 12.0, 10.384615384615385)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:01.990345,"(3.0, 4.8, 3.6733333333333333)","(2.2, 2.82, 2.65)","(5.0, 9.0, 8.022222222222222)","(13.0, 29.0, 25.0)","(5.5, 12.0, 10.384615384615385)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:03.058988,"(3.0, 4.8, 3.6733333333333333)","(2.2, 2.82, 2.65)","(5.0, 9.0, 7.8)","(13.0, 29.0, 25.166666666666664)","(5.5, 12.0, 10.384615384615385)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:04.034434,"(3.0, 4.7, 4.356)","(2.2, 2.82, 2.65)","(5.0, 9.0, 8.022222222222222)","(13.0, 29.0, 26.535714285714285)","(5.5, 12.0, 10.384615384615385)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:05.001228,"(3.0, 4.7, 4.356)","(2.2, 2.82, 2.65)","(5.0, 9.0, 8.022222222222222)","(13.0, 29.0, 26.535714285714285)","(5.5, 12.0, 10.384615384615385)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:06.111282,"(3.0, 4.7, 4.356)","(2.2, 2.82, 2.65)","(5.0, 9.0, 8.022222222222222)","(13.0, 29.0, 26.535714285714285)","(5.5, 12.0, 10.076923076923077)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:07.173757,"(3.0, 4.7, 4.356)","(2.2, 2.82, 2.65)","(5.0, 9.0, 7.8)","(13.0, 29.0, 26.535714285714285)","(5.5, 11.5, 10.076923076923077)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:08.288217,"(3.0, 4.8, 3.6733333333333333)","(2.2, 2.82, 2.65)","(5.0, 9.0, 7.8)","(13.0, 29.0, 26.535714285714285)","(5.5, 11.5, 10.076923076923077)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:09.421245,"(3.0, 4.8, 3.6733333333333333)","(2.2, 2.82, 2.65)","(5.0, 9.0, 7.8)","(13.0, 29.0, 26.535714285714285)","(5.5, 11.5, 10.076923076923077)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:10.537815,"(3.0, 4.8, 3.6733333333333333)","(2.2, 2.82, 2.65)","(5.0, 9.0, 7.8)","(13.0, 29.0, 26.535714285714285)","(5.5, 11.5, 10.076923076923077)","(18.0, 75.0, 58.529411764705884)"
