,Seaton Key,Big Ram,Showtime Holly,Pistols At Dawn,Eyes On Meg,Hidden Fury,Calibration
07-12-2022 20:23:30.778003,"(1.6, 2.18, 1.856923076923077)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.7272727272727275)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 8.466666666666667)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:23:32.262328,"(1.6, 2.18, 1.856923076923077)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.7272727272727275)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 8.466666666666667)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:23:33.978132,"(1.6, 2.16, 1.8494117647058825)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.7272727272727275)","(14.0, 34.0, 16.666666666666668)","(5.5, 11.0, 8.466666666666667)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:23:35.370958,"(1.6, 2.16, 1.848888888888889)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.4)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 8.466666666666667)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:23:36.643727,"(1.6, 2.0, 1.848888888888889)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.4)","(14.0, 34.0, 17.77777777777778)","(5.5, 11.0, 8.7)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:23:37.907347,"(1.6, 2.0, 1.8763636363636365)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.4)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.5, 9.2)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:23:39.052203,"(1.6, 2.0, 1.8763636363636365)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.4)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 9.2)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:23:40.275819,"(1.6, 1.99, 1.855263157894737)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.4)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 9.2)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:23:41.474391,"(1.6, 1.99, 1.8437142857142859)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.4)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 9.2)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:23:42.681621,"(1.6, 1.99, 1.8508695652173914)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.4)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 9.2)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:23:43.952242,"(1.6, 1.98, 1.86)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.4)","(14.0, 36.0, 21.333333333333332)","(5.5, 10.0, 9.2)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:23:45.246355,"(1.6, 1.98, 1.86)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.4)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 9.2)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:23:46.596783,"(1.6, 1.98, 1.8514285714285714)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 9.2)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:23:47.870979,"(1.6, 2.24, 1.8900000000000001)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 9.2)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:23:49.141644,"(1.6, 1.97, 1.874)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 9.2)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:23:50.648350,"(1.6, 1.97, 1.874)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 9.2)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:23:52.094329,"(1.6, 1.97, 1.9200000000000002)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 9.2)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:23:53.331182,"(1.6, 2.2, 1.9200000000000002)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 9.2)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:23:54.542257,"(1.6, 2.2, 1.9200000000000002)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 9.2)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:23:55.690225,"(1.6, 2.22, 1.866818181818182)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 18.22222222222222)","(5.5, 10.0, 9.2)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:23:56.897058,"(1.6, 2.2, 1.8733333333333335)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 9.2)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:23:58.092008,"(1.6, 2.2, 1.8733333333333335)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 8.366666666666667)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:23:59.371598,"(1.6, 2.2, 1.8733333333333335)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 8.366666666666667)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:00.621671,"(1.6, 1.99, 1.8675000000000002)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 8.366666666666667)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:01.772226,"(1.6, 2.2, 1.8675000000000002)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 8.366666666666667)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:02.959514,"(1.6, 2.2, 1.8733333333333335)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 8.366666666666667)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:04.162058,"(1.6, 2.2, 1.8733333333333335)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 8.366666666666667)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:05.288632,"(1.6, 2.2, 1.8733333333333335)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 8.366666666666667)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:06.493090,"(1.6, 2.18, 1.8665)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 8.366666666666667)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:07.673797,"(1.6, 2.18, 1.8603125)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 8.366666666666667)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:08.779688,"(1.6, 2.18, 1.8603125)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 8.366666666666667)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:10.033062,"(1.6, 2.18, 1.8617857142857144)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 8.366666666666667)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:11.256206,"(1.6, 2.18, 1.8617857142857144)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 8.366666666666667)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:12.491502,"(1.6, 2.16, 1.9120000000000001)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 8.366666666666667)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:13.720188,"(1.6, 2.16, 1.9120000000000001)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 8.366666666666667)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:14.807435,"(1.6, 2.16, 1.9120000000000001)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 36.0, 17.77777777777778)","(5.5, 10.0, 8.366666666666667)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:15.825747,"(1.6, 2.14, 1.8693333333333335)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 38.0, 19.25)","(5.5, 10.0, 8.366666666666667)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:16.922061,"(1.6, 2.14, 1.8693333333333335)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 38.0, 19.25)","(5.5, 10.0, 8.366666666666667)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:18.069243,"(1.6, 2.14, 1.8693333333333335)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 38.0, 19.25)","(5.5, 10.0, 8.366666666666667)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:19.359069,"(1.6, 2.14, 1.8687500000000001)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 38.0, 18.0)","(5.5, 10.0, 8.914285714285715)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:20.612231,"(1.6, 2.12, 1.9333333333333333)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 38.0, 18.0)","(5.5, 9.6, 9.914285714285715)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:21.787745,"(1.6, 2.12, 1.8800000000000001)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 38.0, 18.0)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 24.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:22.877450,"(1.6, 2.12, 1.8692857142857144)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 38.0, 18.0)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 30.166666666666664)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:23.978266,"(1.6, 2.12, 1.9040000000000001)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 38.0, 18.0)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 30.166666666666664)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:25.136172,"(1.6, 1.98, 1.8644444444444446)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 38.0, 18.0)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 28.125)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:26.349388,"(1.6, 1.98, 1.8644444444444446)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 38.0, 18.0)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 30.1875)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:27.402640,"(1.6, 1.98, 1.8644444444444446)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 38.0, 18.0)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 30.1875)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:28.510174,"(1.6, 2.1, 1.8666666666666667)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 38.0, 22.0)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 30.25)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:29.595822,"(1.6, 2.1, 1.8666666666666667)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 38.0, 22.0)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 30.25)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:30.672417,"(1.6, 2.1, 1.8666666666666667)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 38.0, 16.666666666666668)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 28.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:31.783002,"(1.6, 2.1, 1.8666666666666667)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 38.0, 18.0)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 28.5)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:32.959702,"(1.6, 2.08, 1.8755555555555556)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 38.0, 18.0)","(5.5, 11.0, 9.914285714285715)","(13.0, 32.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:34.136853,"(1.6, 2.08, 1.8755555555555556)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 38.0, 18.0)","(5.5, 11.0, 9.914285714285715)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:35.354499,"(1.6, 2.06, 1.8595454545454546)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.325)","(14.0, 38.0, 18.0)","(5.5, 11.0, 9.914285714285715)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:36.523126,"(1.6, 2.06, 1.8595454545454546)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.60625)","(14.0, 38.0, 18.0)","(5.5, 11.0, 9.914285714285715)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:37.618908,"(1.6, 2.06, 1.8595454545454546)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.60625)","(14.0, 38.0, 18.0)","(5.5, 11.0, 9.914285714285715)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:38.558350,"(1.6, 2.06, 1.8595454545454546)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.60625)","(14.0, 38.0, 18.0)","(5.5, 11.0, 9.914285714285715)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:39.664969,"(1.6, 2.04, 1.8711111111111112)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.60625)","(14.0, 38.0, 18.0)","(5.5, 11.0, 9.914285714285715)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:40.862561,"(1.6, 2.04, 1.8646153846153848)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.60625)","(14.0, 38.0, 18.0)","(5.5, 11.0, 9.914285714285715)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:42.053017,"(1.6, 2.04, 1.8646153846153848)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.60625)","(14.0, 38.0, 18.0)","(5.5, 11.0, 9.914285714285715)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:43.222744,"(1.6, 2.04, 1.8711111111111112)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.60625)","(14.0, 38.0, 18.0)","(5.5, 11.0, 9.914285714285715)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:44.414292,"(1.6, 2.04, 1.8711111111111112)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.60625)","(14.0, 38.0, 22.0)","(5.5, 11.0, 9.914285714285715)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:45.511400,"(1.6, 2.04, 1.8975)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.60625)","(14.0, 38.0, 22.0)","(5.5, 11.0, 9.914285714285715)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:46.545789,"(1.6, 2.04, 1.8975)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.60625)","(14.0, 38.0, 18.0)","(5.5, 11.0, 9.914285714285715)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:47.593887,"(1.6, 2.04, 1.8975)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.60625)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 9.914285714285715)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:48.703477,"(1.6, 1.97, 1.87)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.6875)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 9.914285714285715)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:49.922600,"(1.6, 1.97, 1.87)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.6875)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 9.914285714285715)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:51.005280,"(1.6, 1.97, 1.87)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.6875)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 9.914285714285715)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:52.115326,"(1.6, 1.97, 1.8842857142857143)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.6875)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 9.914285714285715)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:53.214035,"(1.6, 1.97, 1.9100000000000001)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.6875)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 9.914285714285715)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:54.408250,"(1.6, 1.97, 1.9238461538461538)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.6875)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 9.914285714285715)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:55.498637,"(1.6, 1.97, 1.9238461538461538)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.6875)","(14.0, 34.0, 17.555555555555557)","(5.5, 11.0, 8.85)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:56.586596,"(1.6, 1.97, 1.9238461538461538)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.6875)","(14.0, 34.0, 17.555555555555557)","(5.5, 10.5, 9.2)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:57.674585,"(1.6, 2.06, 1.97)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.6875)","(14.0, 34.0, 17.555555555555557)","(5.5, 10.0, 9.2)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:58.736612,"(1.6, 2.06, 1.8885714285714286)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.60625)","(14.0, 34.0, 17.555555555555557)","(5.5, 10.0, 9.2)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:24:59.944845,"(1.6, 2.04, 1.872)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.60625)","(14.0, 34.0, 17.555555555555557)","(5.5, 10.0, 9.2)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:25:01.098642,"(1.6, 2.04, 1.872)","(51.0, 450.0, 231.81818181818184)","(3.2, 3.85, 3.59)","(14.0, 34.0, 17.555555555555557)","(5.5, 10.0, 9.914285714285715)","(13.0, 34.0, 32.27777777777778)","(31.0, 190.0, 104.76470588235294)"
07-12-2022 20:25:02.337194,"(1.6, 2.04, 1.988)","(51.0, 450.0, 354.44444444444446)","(3.2, 3.85, 3.65)","(14.0, 34.0, 23.75)","(5.5, 11.0, 9.311111111111112)","(13.0, 34.0, 29.772727272727273)","(31.0, 190.0, 149.8)"
07-12-2022 20:25:03.603552,"(1.6, 2.02, 1.9453333333333334)","(51.0, 440.0, 290.0)","(3.2, 3.8, 3.6166666666666667)","(14.0, 32.0, 23.75)","(5.5, 11.0, 8.709090909090909)","(13.0, 34.0, 28.03846153846154)","(31.0, 180.0, 149.8)"
07-12-2022 20:25:04.827281,"(1.6, 2.02, 1.954375)","(51.0, 440.0, 290.0)","(3.2, 3.8, 3.7266666666666666)","(14.0, 32.0, 23.75)","(5.5, 11.0, 9.48)","(13.0, 34.0, 28.03846153846154)","(31.0, 180.0, 120.80000000000001)"
07-12-2022 20:25:06.044530,"(1.6, 2.02, 1.954375)","(51.0, 440.0, 290.0)","(3.2, 3.8, 3.7266666666666666)","(14.0, 32.0, 23.75)","(5.5, 10.0, 8.9)","(13.0, 34.0, 28.03846153846154)","(31.0, 180.0, 121.6)"
07-12-2022 20:25:07.244163,"(1.6, 2.02, 1.97)","(51.0, 440.0, 290.0)","(3.2, 3.8, 3.7266666666666666)","(14.0, 32.0, 23.75)","(5.5, 10.0, 8.9)","(13.0, 34.0, 28.03846153846154)","(31.0, 180.0, 121.6)"
07-12-2022 20:25:08.405879,"(1.6, 2.02, 2.00125)","(51.0, 440.0, 290.0)","(3.2, 3.8, 3.6166666666666667)","(14.0, 32.0, 23.75)","(5.5, 10.0, 8.9)","(13.0, 34.0, 28.03846153846154)","(31.0, 180.0, 121.6)"
07-12-2022 20:25:09.416573,"(1.6, 2.02, 2.01)","(51.0, 440.0, 356.66666666666663)","(3.2, 3.8, 3.6166666666666667)","(14.0, 32.0, 23.75)","(5.5, 10.0, 8.9)","(13.0, 34.0, 28.03846153846154)","(31.0, 180.0, 121.6)"
07-12-2022 20:25:10.588970,"(1.6, 2.02, 2.005)","(51.0, 440.0, 356.66666666666663)","(3.2, 3.8, 3.4499999999999997)","(14.0, 32.0, 23.75)","(5.5, 10.0, 9.909090909090908)","(13.0, 34.0, 28.03846153846154)","(31.0, 180.0, 121.6)"
07-12-2022 20:25:11.717776,"(1.6, 2.04, 2.0254545454545454)","(51.0, 440.0, 356.66666666666663)","(3.2, 3.8, 3.4499999999999997)","(14.0, 32.0, 23.75)","(5.5, 11.0, 8.76)","(13.0, 34.0, 28.03846153846154)","(31.0, 180.0, 121.6)"
07-12-2022 20:25:12.996984,"(1.6, 2.04, 2.015)","(51.0, 440.0, 356.66666666666663)","(3.2, 3.8, 3.4499999999999997)","(14.0, 32.0, 27.75)","(5.5, 11.0, 8.76)","(13.0, 34.0, 28.03846153846154)","(31.0, 180.0, 139.60000000000002)"
07-12-2022 20:25:14.223153,"(1.6, 1.98, 1.9376470588235293)","(51.0, 440.0, 356.66666666666663)","(3.2, 3.8, 3.6166666666666667)","(14.0, 40.0, 27.75)","(5.5, 11.0, 8.76)","(13.0, 34.0, 28.03846153846154)","(31.0, 210.0, 139.60000000000002)"
07-12-2022 20:25:15.393684,"(1.6, 1.98, 1.9376470588235293)","(51.0, 440.0, 356.66666666666663)","(3.2, 3.8, 3.4499999999999997)","(14.0, 40.0, 27.75)","(5.5, 11.0, 9.0)","(13.0, 34.0, 28.464285714285715)","(31.0, 210.0, 139.60000000000002)"
07-12-2022 20:25:16.531814,"(1.6, 2.02, 1.9666666666666666)","(51.0, 440.0, 356.66666666666663)","(3.2, 3.8, 3.4499999999999997)","(14.0, 40.0, 18.5625)","(5.5, 11.0, 9.0)","(13.0, 34.0, 25.38888888888889)","(31.0, 210.0, 188.25)"
07-12-2022 20:25:17.570249,"(1.6, 2.0, 1.9849999999999999)","(51.0, 440.0, 356.66666666666663)","(3.2, 3.8, 3.4499999999999997)","(14.0, 40.0, 25.75)","(5.5, 11.0, 9.0)","(13.0, 34.0, 25.38888888888889)","(31.0, 210.0, 167.5)"
07-12-2022 20:25:18.766041,"(1.6, 2.0, 1.991)","(51.0, 440.0, 356.66666666666663)","(3.2, 3.8, 3.4499999999999997)","(14.0, 36.0, 22.31818181818182)","(5.5, 11.0, 8.666666666666666)","(13.0, 34.0, 25.38888888888889)","(31.0, 210.0, 167.5)"
07-12-2022 20:25:19.990832,"(1.6, 2.0, 1.991)","(51.0, 440.0, 356.66666666666663)","(3.2, 3.8, 3.76875)","(14.0, 36.0, 22.31818181818182)","(5.5, 11.0, 8.666666666666666)","(13.0, 34.0, 25.38888888888889)","(31.0, 210.0, 167.5)"
