,Soopat,Jumping Power Two,Lavish Lady,So Extra,The Mitchell Snail,Empress Cleopatra,Jackal,Rust,Colonel Von Trapp
12-01-2023 12:05:30.862897,"(2.6, 2.92, 2.837647058823529)","(2.2, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 9.6, 7.8)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 177.72727272727275)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:31.934787,"(2.6, 2.92, 2.837647058823529)","(2.2, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 177.72727272727275)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:33.045572,"(2.6, 2.92, 2.837647058823529)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 177.72727272727275)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:34.203401,"(2.6, 2.92, 2.8289999999999997)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 177.72727272727275)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:35.309399,"(2.6, 2.92, 2.8289999999999997)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 161.875)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:36.480262,"(2.6, 2.92, 2.8289999999999997)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 161.875)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:37.602225,"(2.6, 2.92, 2.8289999999999997)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 161.875)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:38.713065,"(2.6, 2.92, 2.8289999999999997)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 161.875)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:39.840552,"(2.6, 2.92, 2.8289999999999997)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 161.875)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:40.926552,"(2.6, 2.92, 2.8289999999999997)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:42.123357,"(2.6, 2.92, 2.8289999999999997)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:43.279348,"(2.6, 2.92, 2.8289999999999997)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:44.435559,"(2.6, 2.92, 2.8289999999999997)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:45.619235,"(2.6, 2.92, 2.8289999999999997)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:46.777145,"(2.6, 2.92, 2.8289999999999997)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:47.942885,"(2.6, 2.92, 2.8289999999999997)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:49.104556,"(2.6, 2.92, 2.8289999999999997)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:50.267520,"(2.6, 2.92, 2.8289999999999997)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:51.405548,"(2.6, 2.92, 2.8289999999999997)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:52.545240,"(2.6, 2.92, 2.8289999999999997)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:53.681118,"(2.6, 2.92, 2.8289999999999997)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:54.763218,"(2.6, 2.92, 2.8289999999999997)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:55.929155,"(2.6, 2.92, 2.8289999999999997)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:57.124248,"(2.6, 2.92, 2.8289999999999997)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:58.232804,"(2.6, 2.92, 2.878)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:05:59.349624,"(2.6, 2.92, 2.878)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:00.506128,"(2.6, 2.92, 2.878)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:01.692181,"(2.6, 2.9, 2.829411764705882)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:02.814103,"(2.6, 2.9, 2.829411764705882)","(2.15, 2.36, 2.312)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:03.926345,"(2.6, 2.9, 2.829411764705882)","(2.15, 2.36, 2.312)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:05.047789,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.312)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:06.184046,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:07.280485,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:08.384979,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:09.545038,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:10.739981,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:11.921273,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.566666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:13.072434,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.5, 7.666666666666667)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:14.229688,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.35)","(4.6, 10.0, 7.666666666666667)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:15.410384,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.45)","(4.6, 10.0, 8.066666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:16.581660,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.45)","(4.6, 9.8, 8.066666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:17.681112,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.45)","(4.6, 9.8, 8.066666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:18.793035,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.45)","(4.6, 9.8, 8.066666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:19.879552,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.45)","(4.6, 9.8, 8.066666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:20.980365,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.3)","(7.0, 13.5, 11.86)","(4.6, 9.8, 8.066666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:22.134605,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 8.066666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:23.226405,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 8.066666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:24.354803,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 8.066666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:25.597294,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 8.066666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:26.833549,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 8.066666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:27.970052,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 8.066666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:29.077859,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 8.066666666666666)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:30.222649,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.571428571428572)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:31.436670,"(2.6, 2.9, 2.822)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:32.577523,"(2.6, 2.96, 2.8541176470588234)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:33.696995,"(2.6, 2.96, 2.8541176470588234)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:34.841525,"(2.6, 2.96, 2.8541176470588234)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:35.918272,"(2.6, 2.96, 2.8541176470588234)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 161.875)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:37.046004,"(2.6, 2.94, 2.8458823529411763)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 161.875)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:38.168457,"(2.6, 2.94, 2.8458823529411763)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:39.290042,"(2.6, 2.94, 2.836)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:40.385007,"(2.6, 2.94, 2.836)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:41.591536,"(2.6, 2.94, 2.836)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:42.770020,"(2.6, 2.94, 2.836)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:43.898584,"(2.6, 2.94, 2.836)","(2.15, 2.36, 2.312)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 216.36363636363637)"
12-01-2023 12:06:45.012509,"(2.6, 2.94, 2.836)","(2.15, 2.36, 2.312)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:06:46.192426,"(2.6, 2.94, 2.836)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:06:47.352531,"(2.6, 2.94, 2.836)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:06:48.521017,"(2.6, 2.94, 2.836)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:06:49.659082,"(2.6, 2.94, 2.836)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:06:50.850717,"(2.6, 2.94, 2.836)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:06:51.954547,"(2.6, 2.94, 2.836)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:06:53.038605,"(2.6, 2.94, 2.836)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:06:54.146510,"(2.6, 2.94, 2.836)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:06:55.226271,"(2.6, 2.94, 2.836)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:06:56.317712,"(2.6, 2.94, 2.836)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:06:57.424777,"(2.6, 2.94, 2.836)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:06:58.522992,"(2.6, 2.94, 2.836)","(2.15, 2.36, 2.3)","(7.0, 13.5, 12.32857142857143)","(4.6, 9.8, 7.4)","(31.0, 160.0, 131.5)","(101.0, 220.0, 136.66666666666666)","(81.0, 220.0, 133.0)","(101.0, 220.0, 157.5)","(101.0, 220.0, 215.78947368421052)"
