,Lions Tooth,Taspinaro,Coronation Veronic,Saxon Mist,Labby Rock,Techno Awards,Another Prediction,Baheera,Punk Princess
07-12-2022 20:41:55.613985,"(4.2, 5.4, 5.313888888888889)","(15.0, 19.0, 18.1)","(7.5, 9.4, 9.430769230769231)","(5.5, 7.2, 7.040282685512367)","(6.5, 8.4, 8.214245014245014)","(61.0, 120.0, 110.0)","(51.0, 85.0, 83.07692307692308)","(5.0, 7.0, 6.724137931034482)","(4.4, 4.5, 4.459154929577465)"
07-12-2022 20:41:57.105615,"(4.2, 5.4, 5.371153846153846)","(15.0, 19.0, 18.205882352941178)","(7.5, 9.8, 9.3)","(5.5, 7.2, 7.0385135135135135)","(6.5, 8.4, 8.214245014245014)","(61.0, 120.0, 110.0)","(51.0, 85.0, 83.07692307692308)","(5.0, 7.0, 6.72)","(4.4, 4.6, 4.456)"
07-12-2022 20:41:58.377492,"(4.2, 5.4, 5.371153846153846)","(15.0, 19.0, 18.205882352941178)","(7.5, 9.8, 9.18888888888889)","(5.5, 7.2, 7.0385135135135135)","(6.5, 8.4, 8.214245014245014)","(61.0, 120.0, 110.0)","(51.0, 85.0, 83.07692307692308)","(5.0, 7.0, 6.72)","(4.4, 4.6, 4.453846153846154)"
07-12-2022 20:41:59.653104,"(4.2, 5.4, 5.372727272727273)","(15.0, 19.0, 18.205882352941178)","(7.5, 9.8, 9.18888888888889)","(5.5, 7.2, 7.007438016528925)","(6.5, 8.4, 8.214245014245014)","(61.0, 120.0, 110.0)","(51.0, 85.0, 83.07692307692308)","(5.0, 7.0, 6.72)","(4.4, 4.6, 4.453846153846154)"
07-12-2022 20:42:01.054273,"(4.2, 5.4, 5.321052631578947)","(15.0, 19.0, 18.071428571428573)","(7.5, 9.8, 9.18888888888889)","(5.5, 7.2, 7.009230769230769)","(6.5, 8.4, 8.214245014245014)","(61.0, 120.0, 110.0)","(51.0, 85.0, 83.07692307692308)","(5.0, 7.0, 6.72)","(4.4, 4.6, 4.451948051948052)"
07-12-2022 20:42:02.384414,"(4.4, 5.4, 5.3625)","(15.0, 19.0, 18.025)","(7.5, 9.8, 9.280000000000001)","(5.5, 7.2, 7.009230769230769)","(6.5, 8.4, 8.213714285714286)","(61.0, 120.0, 110.0)","(51.0, 85.0, 83.07692307692308)","(5.0, 7.0, 6.778947368421052)","(4.4, 4.6, 4.449382716049383)"
07-12-2022 20:42:03.879046,"(4.4, 5.4, 5.3625)","(15.0, 19.0, 18.55)","(7.5, 9.8, 9.321739130434784)","(5.5, 7.2, 6.968)","(6.5, 8.4, 8.2)","(61.0, 120.0, 98.75)","(51.0, 85.0, 80.83333333333333)","(5.0, 7.0, 6.928571428571429)","(4.4, 4.6, 4.561111111111111)"
07-12-2022 20:42:05.306265,"(4.4, 5.4, 5.32962962962963)","(15.0, 19.0, 18.8)","(7.5, 9.8, 9.433333333333334)","(5.5, 7.2, 6.845454545454546)","(6.5, 8.6, 8.351724137931035)","(61.0, 100.0, 99.0)","(51.0, 85.0, 80.5)","(5.0, 7.0, 6.983333333333333)","(4.4, 4.6, 4.531868131868132)"
07-12-2022 20:42:06.710544,"(4.4, 5.4, 5.333720930232558)","(15.0, 19.0, 18.8)","(7.5, 9.8, 9.260606060606062)","(5.5, 7.0, 6.9366666666666665)","(6.5, 8.6, 8.542857142857143)","(61.0, 100.0, 97.5)","(51.0, 85.0, 80.5)","(5.0, 7.0, 6.9818181818181815)","(4.4, 4.6, 4.516504854368932)"
07-12-2022 20:42:07.947721,"(4.4, 5.4, 5.333720930232558)","(15.0, 19.0, 18.8)","(7.5, 9.6, 9.04516129032258)","(5.5, 7.0, 6.9366666666666665)","(6.5, 8.6, 8.542857142857143)","(61.0, 100.0, 97.5)","(51.0, 85.0, 80.5)","(5.0, 7.0, 6.9818181818181815)","(4.4, 4.6, 4.52)"
07-12-2022 20:42:09.157776,"(4.4, 5.4, 5.331325301204819)","(15.0, 19.0, 18.8)","(7.5, 9.2, 9.04516129032258)","(5.5, 7.0, 6.9547169811320755)","(6.5, 8.6, 8.552542372881355)","(61.0, 100.0, 97.5)","(51.0, 85.0, 80.5)","(5.0, 7.0, 6.9818181818181815)","(4.4, 4.6, 4.52)"
07-12-2022 20:42:10.373146,"(4.4, 5.4, 5.331325301204819)","(15.0, 19.0, 18.8)","(7.5, 9.2, 9.104)","(5.5, 7.0, 6.978260869565218)","(6.5, 8.6, 8.569811320754717)","(61.0, 100.0, 97.5)","(51.0, 85.0, 80.5)","(5.0, 7.0, 6.9818181818181815)","(4.4, 4.6, 4.516666666666667)"
07-12-2022 20:42:11.672666,"(4.4, 5.4, 5.331325301204819)","(15.0, 19.0, 18.91304347826087)","(7.5, 9.2, 9.104)","(5.5, 7.0, 6.978260869565218)","(7.0, 8.6, 8.569811320754717)","(61.0, 100.0, 96.66666666666667)","(61.0, 85.0, 80.5)","(5.5, 7.0, 6.9818181818181815)","(4.2, 4.6, 4.513131313131313)"
07-12-2022 20:42:13.111998,"(4.4, 5.4, 5.331325301204819)","(15.0, 19.0, 18.91304347826087)","(7.5, 9.2, 9.104)","(5.5, 7.0, 6.979591836734694)","(7.0, 8.6, 8.569230769230769)","(61.0, 100.0, 94.0)","(61.0, 85.0, 80.5)","(5.5, 7.0, 6.98)","(4.2, 4.6, 4.513131313131313)"
07-12-2022 20:42:14.457884,"(4.4, 5.4, 5.331325301204819)","(15.0, 19.0, 18.91304347826087)","(7.5, 9.2, 9.104)","(5.5, 7.0, 6.979591836734694)","(7.0, 8.6, 8.569230769230769)","(61.0, 100.0, 94.0)","(61.0, 85.0, 80.5)","(5.5, 7.0, 6.98)","(4.2, 4.6, 4.493827160493828)"
07-12-2022 20:42:15.821666,"(4.4, 5.4, 5.331325301204819)","(15.0, 19.0, 18.91304347826087)","(7.5, 9.2, 9.104)","(5.5, 7.0, 6.979591836734694)","(7.0, 8.6, 8.576)","(61.0, 100.0, 94.0)","(61.0, 85.0, 80.5)","(5.5, 7.0, 6.98)","(4.2, 4.6, 4.47536231884058)"
07-12-2022 20:42:17.159563,"(4.4, 5.4, 5.319548872180451)","(15.0, 19.0, 18.07894736842105)","(7.5, 9.2, 9.104)","(5.5, 7.0, 6.967741935483871)","(7.0, 8.6, 8.576)","(61.0, 100.0, 94.0)","(61.0, 85.0, 80.5)","(5.5, 7.0, 6.98)","(4.2, 4.6, 4.47536231884058)"
07-12-2022 20:42:18.479734,"(4.4, 5.4, 5.319548872180451)","(15.0, 19.0, 18.054054054054053)","(7.5, 9.2, 9.104)","(6.0, 7.0, 6.967741935483871)","(7.0, 8.6, 8.576)","(71.0, 100.0, 94.0)","(61.0, 85.0, 80.5)","(5.5, 7.0, 6.98)","(4.0, 4.6, 4.454385964912281)"
07-12-2022 20:42:19.763625,"(4.4, 5.4, 5.319548872180451)","(15.0, 19.0, 18.054054054054053)","(7.5, 9.2, 9.18)","(6.0, 7.0, 7.029126213592233)","(7.0, 8.6, 8.695384615384617)","(71.0, 100.0, 94.0)","(61.0, 85.0, 80.5)","(5.5, 7.0, 6.98)","(4.0, 4.6, 4.484615384615385)"
07-12-2022 20:42:21.045722,"(4.4, 5.3, 5.20989010989011)","(15.0, 19.0, 18.054054054054053)","(7.5, 9.2, 9.581132075471698)","(6.0, 7.2, 7.103448275862069)","(7.0, 8.8, 8.682352941176472)","(71.0, 100.0, 94.0)","(61.0, 85.0, 80.5)","(5.5, 7.0, 6.98)","(4.0, 4.6, 4.513698630136986)"
07-12-2022 20:42:22.264160,"(4.4, 5.3, 5.20989010989011)","(15.0, 19.0, 18.054054054054053)","(7.5, 9.6, 9.581132075471698)","(6.0, 7.2, 7.103448275862069)","(7.0, 8.8, 8.682352941176472)","(71.0, 100.0, 94.0)","(61.0, 85.0, 80.5)","(5.5, 7.0, 6.876190476190476)","(4.0, 4.6, 4.489705882352942)"
07-12-2022 20:42:23.512276,"(4.4, 5.3, 5.186075949367089)","(15.0, 19.0, 18.054054054054053)","(7.5, 9.6, 9.588235294117647)","(6.0, 7.2, 7.12183908045977)","(7.0, 8.8, 8.682352941176472)","(71.0, 100.0, 94.0)","(61.0, 85.0, 80.5)","(5.5, 7.2, 6.876190476190476)","(4.0, 4.5, 4.475862068965517)"
07-12-2022 20:42:24.771831,"(4.4, 5.3, 5.186075949367089)","(15.0, 19.0, 18.054054054054053)","(7.5, 9.6, 9.593939393939394)","(6.0, 7.2, 7.091666666666667)","(7.0, 8.8, 8.682352941176472)","(61.0, 120.0, 104.0)","(61.0, 85.0, 80.5)","(5.5, 7.2, 6.874418604651162)","(4.2, 4.5, 4.469565217391304)"
07-12-2022 20:42:26.057665,"(4.4, 5.3, 5.186075949367089)","(15.0, 19.0, 18.054054054054053)","(7.5, 9.6, 9.593939393939394)","(6.0, 7.2, 7.08)","(7.0, 8.8, 8.682352941176472)","(61.0, 110.0, 100.0)","(61.0, 85.0, 80.5)","(5.5, 7.2, 6.874418604651162)","(4.2, 4.5, 4.469565217391304)"
07-12-2022 20:42:27.357280,"(4.4, 5.3, 5.186075949367089)","(15.0, 19.0, 18.054054054054053)","(7.5, 9.6, 9.593939393939394)","(6.0, 7.2, 7.1414634146341465)","(7.0, 8.8, 8.682352941176472)","(61.0, 110.0, 100.0)","(61.0, 85.0, 80.5)","(5.5, 7.2, 6.868085106382979)","(4.2, 4.5, 4.469565217391304)"
07-12-2022 20:42:28.650700,"(4.4, 5.3, 5.186075949367089)","(15.0, 19.0, 18.204545454545453)","(7.5, 9.6, 9.593939393939394)","(6.0, 7.2, 7.130434782608695)","(7.0, 8.8, 8.670967741935485)","(61.0, 110.0, 100.0)","(61.0, 85.0, 80.5)","(5.5, 7.2, 6.862745098039215)","(4.2, 4.5, 4.3921875)"
07-12-2022 20:42:30.041021,"(4.4, 5.3, 5.186075949367089)","(15.0, 19.0, 18.125)","(7.5, 9.6, 9.923636363636364)","(6.0, 7.2, 7.018666666666666)","(7.0, 8.8, 8.670967741935485)","(61.0, 110.0, 100.0)","(61.0, 85.0, 80.5)","(5.5, 7.2, 6.862745098039215)","(4.2, 4.4, 4.36865671641791)"
07-12-2022 20:42:31.745878,"(4.4, 5.3, 5.186075949367089)","(15.0, 19.0, 18.125)","(7.5, 10.0, 9.745454545454546)","(6.0, 7.2, 7.032967032967033)","(7.0, 8.8, 8.670967741935485)","(71.0, 110.0, 100.0)","(61.0, 85.0, 80.5)","(5.5, 7.2, 6.862745098039215)","(4.2, 4.4, 4.352173913043479)"
07-12-2022 20:42:33.244756,"(4.4, 5.3, 5.186075949367089)","(15.0, 19.0, 18.442307692307693)","(7.5, 10.0, 9.813333333333333)","(6.0, 7.2, 7.0495049504950495)","(7.0, 8.8, 8.678571428571429)","(71.0, 110.0, 100.0)","(61.0, 85.0, 80.5)","(5.5, 7.2, 6.866666666666666)","(4.2, 4.4, 4.3484375)"
07-12-2022 20:42:34.813319,"(4.4, 5.3, 5.18095238095238)","(15.0, 18.5, 18.442307692307693)","(7.5, 10.0, 9.813333333333333)","(6.0, 7.2, 7.0495049504950495)","(7.0, 8.8, 8.678571428571429)","(71.0, 110.0, 100.0)","(61.0, 85.0, 80.5)","(5.5, 7.2, 6.866666666666666)","(4.0, 4.4, 4.3484375)"
07-12-2022 20:42:36.395195,"(4.4, 5.3, 5.18095238095238)","(15.0, 18.5, 18.384615384615383)","(7.5, 10.0, 9.813333333333333)","(6.0, 7.2, 7.053846153846154)","(7.0, 8.8, 8.678571428571429)","(71.0, 110.0, 107.5)","(61.0, 85.0, 80.5)","(5.5, 7.2, 6.9037037037037035)","(4.0, 4.4, 4.3484375)"
07-12-2022 20:42:37.854863,"(4.4, 5.3, 5.18095238095238)","(15.0, 18.5, 18.384615384615383)","(7.5, 10.0, 9.974774774774774)","(6.0, 7.2, 7.053846153846154)","(7.0, 8.8, 8.678571428571429)","(71.0, 120.0, 105.0)","(61.0, 85.0, 80.5)","(5.5, 7.2, 6.9037037037037035)","(4.0, 4.4, 4.3484375)"
07-12-2022 20:42:39.228510,"(4.4, 5.3, 5.18095238095238)","(15.0, 18.5, 18.384615384615383)","(7.5, 10.0, 9.9)","(6.0, 7.2, 7.0418604651162795)","(7.0, 8.8, 8.978260869565217)","(71.0, 110.0, 108.57142857142857)","(61.0, 85.0, 80.45454545454545)","(5.5, 7.2, 6.95)","(4.0, 4.4, 4.2525)"
07-12-2022 20:42:40.494905,"(4.4, 5.3, 5.188679245283018)","(15.0, 18.5, 18.25)","(7.5, 10.0, 9.9)","(6.0, 7.2, 7.038297872340426)","(7.0, 9.0, 8.965384615384615)","(71.0, 120.0, 113.33333333333333)","(61.0, 85.0, 80.45454545454545)","(5.5, 7.2, 6.992207792207792)","(4.0, 4.3, 4.2525)"
07-12-2022 20:42:41.722239,"(4.4, 5.3, 5.1862385321100914)","(15.0, 18.5, 18.25)","(7.5, 10.0, 9.9)","(6.0, 7.2, 7.031578947368421)","(7.0, 9.0, 8.979166666666666)","(71.0, 120.0, 113.33333333333333)","(61.0, 85.0, 77.14285714285714)","(5.5, 7.2, 6.974117647058823)","(4.0, 4.3, 4.247222222222222)"
07-12-2022 20:42:43.039238,"(4.4, 5.3, 5.1862385321100914)","(15.0, 18.5, 18.25)","(7.5, 10.5, 10.140625)","(6.0, 7.2, 7.075409836065574)","(7.0, 9.0, 8.975)","(71.0, 120.0, 113.33333333333333)","(61.0, 80.0, 77.14285714285714)","(5.5, 7.2, 6.979310344827586)","(4.0, 4.3, 4.234579439252337)"
07-12-2022 20:42:44.481313,"(4.4, 5.3, 5.1862385321100914)","(15.0, 18.5, 18.25)","(7.5, 10.5, 10.173076923076923)","(6.0, 7.2, 7.035087719298246)","(7.0, 9.0, 8.97391304347826)","(71.0, 120.0, 113.33333333333333)","(61.0, 80.0, 77.6086956521739)","(5.5, 7.2, 7.0508474576271185)","(4.0, 4.3, 4.15)"
07-12-2022 20:42:45.774069,"(4.4, 5.3, 5.179611650485437)","(15.0, 18.5, 18.30952380952381)","(7.5, 10.5, 10.365384615384615)","(6.0, 7.2, 7.081690140845071)","(7.0, 9.0, 8.981818181818182)","(71.0, 120.0, 113.33333333333333)","(61.0, 80.0, 77.6086956521739)","(5.5, 7.2, 7.0600000000000005)","(4.0, 4.2, 4.113753581661891)"
07-12-2022 20:42:47.080661,"(4.4, 5.3, 5.17032967032967)","(15.0, 18.5, 18.369565217391305)","(7.5, 10.5, 10.428571428571429)","(6.0, 7.2, 7.11219512195122)","(7.0, 9.0, 8.981818181818182)","(71.0, 120.0, 113.33333333333333)","(61.0, 80.0, 77.5)","(5.5, 7.2, 7.057142857142857)","(4.0, 4.2, 4.114)"
07-12-2022 20:42:48.328113,"(4.4, 5.3, 5.17032967032967)","(15.0, 18.5, 18.369565217391305)","(7.5, 10.5, 10.48076923076923)","(6.0, 7.2, 7.116279069767442)","(7.0, 9.0, 8.984313725490196)","(71.0, 120.0, 113.33333333333333)","(61.0, 80.0, 76.84210526315789)","(5.5, 7.2, 7.056)","(4.0, 4.2, 4.114)"
07-12-2022 20:42:49.895426,"(4.4, 5.3, 5.164646464646465)","(15.0, 18.5, 18.38888888888889)","(7.5, 10.5, 10.483333333333333)","(6.0, 7.2, 7.116279069767442)","(7.0, 9.0, 8.984313725490196)","(71.0, 120.0, 113.33333333333333)","(61.0, 80.0, 76.84210526315789)","(5.5, 7.2, 7.056)","(3.9, 4.2, 4.114)"
07-12-2022 20:42:51.199141,"(4.4, 5.3, 5.164646464646465)","(15.0, 18.5, 18.38888888888889)","(7.5, 10.5, 10.4875)","(6.0, 7.2, 7.116279069767442)","(7.0, 9.0, 8.984313725490196)","(71.0, 120.0, 113.84615384615384)","(61.0, 80.0, 76.84210526315789)","(5.5, 7.2, 7.056)","(3.9, 4.2, 4.112857142857143)"
07-12-2022 20:42:52.496670,"(4.4, 5.3, 5.164646464646465)","(15.0, 18.5, 18.38888888888889)","(7.5, 10.5, 10.672413793103448)","(6.0, 7.2, 7.116279069767442)","(7.0, 9.0, 8.984313725490196)","(71.0, 120.0, 113.84615384615384)","(61.0, 80.0, 76.84210526315789)","(5.5, 7.2, 7.085714285714285)","(3.9, 4.2, 4.107621951219512)"
07-12-2022 20:42:54.089094,"(4.4, 5.3, 5.164646464646465)","(15.0, 18.5, 18.38888888888889)","(7.5, 11.0, 10.716417910447761)","(6.0, 7.2, 7.152777777777778)","(7.0, 9.0, 8.984313725490196)","(71.0, 120.0, 113.84615384615384)","(61.0, 80.0, 76.84210526315789)","(5.5, 7.2, 7.085714285714285)","(3.9, 4.2, 4.058620689655172)"
07-12-2022 20:42:55.494953,"(4.4, 5.3, 5.164646464646465)","(15.0, 18.5, 18.38888888888889)","(7.5, 11.0, 10.698412698412698)","(6.0, 7.2, 7.164383561643835)","(7.0, 9.0, 9.032)","(71.0, 120.0, 113.84615384615384)","(61.0, 80.0, 76.84210526315789)","(5.5, 7.2, 7.085714285714285)","(3.9, 4.1, 4.011510791366907)"
07-12-2022 20:42:56.918644,"(4.4, 5.3, 5.164646464646465)","(15.0, 18.5, 18.38888888888889)","(7.5, 11.0, 10.698412698412698)","(6.0, 7.2, 7.164383561643835)","(7.0, 9.4, 9.047058823529412)","(71.0, 120.0, 113.84615384615384)","(61.0, 80.0, 76.84210526315789)","(5.5, 7.2, 7.085714285714285)","(3.9, 4.1, 4.00820895522388)"
07-12-2022 20:42:58.516940,"(4.4, 5.3, 5.164646464646465)","(15.0, 18.5, 18.38888888888889)","(7.5, 11.0, 10.918032786885245)","(6.0, 7.2, 7.164383561643835)","(7.0, 9.4, 9.044444444444444)","(71.0, 120.0, 113.84615384615384)","(61.0, 80.0, 76.84210526315789)","(5.5, 7.2, 7.085714285714285)","(3.9, 4.1, 4.012643678160919)"
07-12-2022 20:42:59.867429,"(4.4, 5.3, 5.164646464646465)","(15.0, 18.5, 18.38888888888889)","(7.5, 11.0, 10.923076923076923)","(6.0, 7.2, 6.966666666666667)","(7.0, 9.4, 9.044444444444444)","(71.0, 120.0, 113.84615384615384)","(61.0, 80.0, 76.84210526315789)","(5.5, 7.2, 7.085714285714285)","(3.9, 4.1, 4.00379746835443)"
07-12-2022 20:43:01.188400,"(4.4, 5.3, 5.164646464646465)","(15.0, 18.5, 18.38888888888889)","(7.5, 11.0, 10.923076923076923)","(6.0, 7.0, 6.987179487179487)","(7.0, 9.4, 9.044444444444444)","(71.0, 120.0, 113.84615384615384)","(61.0, 80.0, 76.84210526315789)","(5.5, 7.2, 7.085714285714285)","(3.9, 4.1, 4.02)"
07-12-2022 20:43:02.734755,"(4.4, 5.3, 5.162745098039216)","(15.0, 18.5, 18.333333333333332)","(7.5, 11.0, 10.847826086956522)","(6.0, 7.0, 6.973913043478261)","(7.0, 9.4, 9.220408163265306)","(71.0, 120.0, 113.84615384615384)","(61.0, 80.0, 77.5)","(5.5, 7.2, 7.104)","(3.8, 4.1, 4.036585365853658)"
07-12-2022 20:43:04.331637,"(4.4, 5.2, 5.162745098039216)","(15.0, 18.5, 18.333333333333332)","(7.5, 11.0, 10.895833333333334)","(6.0, 7.0, 7.0600000000000005)","(7.0, 9.4, 9.27)","(71.0, 120.0, 113.33333333333333)","(61.0, 80.0, 77.6086956521739)","(5.5, 7.2, 7.144444444444445)","(3.8, 4.1, 3.9814285714285713)"
07-12-2022 20:43:05.790402,"(4.4, 5.2, 5.162745098039216)","(15.0, 18.5, 18.333333333333332)","(7.5, 11.0, 10.895833333333334)","(6.0, 7.2, 7.039344262295082)","(7.0, 9.4, 9.3)","(71.0, 120.0, 113.33333333333333)","(61.0, 80.0, 77.6086956521739)","(5.5, 7.2, 7.175)","(3.8, 4.0, 3.979032258064516)"
07-12-2022 20:43:07.351410,"(4.4, 5.2, 5.182051282051282)","(15.0, 18.5, 18.333333333333332)","(7.5, 11.0, 10.926470588235293)","(6.0, 7.2, 7.0375)","(7.0, 9.4, 9.3)","(71.0, 120.0, 113.33333333333333)","(61.0, 80.0, 77.6086956521739)","(5.5, 7.2, 7.195348837209303)","(3.8, 4.0, 3.9603174603174605)"
07-12-2022 20:43:09.116569,"(4.4, 5.2, 5.191428571428571)","(15.0, 18.5, 18.2)","(7.5, 11.0, 10.926470588235293)","(6.0, 7.2, 7.065806451612903)","(7.0, 9.4, 9.389189189189189)","(71.0, 120.0, 113.33333333333333)","(61.0, 80.0, 77.6086956521739)","(5.5, 7.2, 7.118811881188119)","(3.8, 4.0, 3.9609375)"
07-12-2022 20:43:10.876436,"(4.4, 5.2, 5.191428571428571)","(15.0, 19.0, 18.798076923076923)","(7.5, 11.0, 10.926470588235293)","(6.0, 7.2, 7.056551724137931)","(7.0, 9.4, 9.389189189189189)","(71.0, 120.0, 111.11111111111111)","(61.0, 80.0, 77.72727272727273)","(5.5, 7.4, 7.168115942028986)","(3.8, 4.0, 3.935714285714286)"
07-12-2022 20:43:12.312320,"(4.4, 5.2, 5.191428571428571)","(15.0, 19.0, 18.798076923076923)","(7.5, 11.0, 10.926470588235293)","(6.0, 7.2, 7.042424242424242)","(7.0, 9.4, 9.391304347826088)","(71.0, 120.0, 102.22222222222223)","(61.0, 80.0, 77.72727272727273)","(5.5, 7.4, 7.173134328358209)","(3.8, 3.95, 3.935714285714286)"
07-12-2022 20:43:13.794858,"(4.4, 5.3, 5.166666666666666)","(15.0, 19.0, 18.798076923076923)","(7.5, 11.0, 10.926470588235293)","(6.0, 7.2, 7.063157894736842)","(7.0, 9.4, 9.391304347826088)","(71.0, 120.0, 104.0)","(61.0, 80.0, 77.72727272727273)","(5.5, 7.4, 7.264150943396227)","(3.8, 3.95, 3.9182481751824816)"
07-12-2022 20:43:15.211447,"(4.4, 5.3, 5.15531914893617)","(15.0, 19.0, 18.798076923076923)","(7.5, 11.0, 10.926470588235293)","(6.0, 7.2, 7.023728813559322)","(7.0, 9.4, 9.391304347826088)","(71.0, 110.0, 104.0)","(61.0, 80.0, 77.72727272727273)","(5.5, 7.4, 7.264150943396227)","(3.8, 4.0, 3.919230769230769)"
07-12-2022 20:43:16.686436,"(4.4, 5.3, 5.157777777777778)","(15.0, 19.0, 18.72222222222222)","(7.5, 11.0, 10.943181818181818)","(6.0, 7.2, 7.168)","(7.0, 9.4, 9.391304347826088)","(71.0, 110.0, 102.72727272727272)","(61.0, 80.0, 77.72727272727273)","(5.5, 7.4, 7.309677419354839)","(3.8, 3.95, 3.919230769230769)"
07-12-2022 20:43:18.162711,"(4.4, 5.3, 5.157777777777778)","(15.0, 19.0, 18.823529411764707)","(7.5, 11.0, 10.943181818181818)","(6.0, 7.2, 7.176811594202899)","(7.0, 9.4, 9.391304347826088)","(71.0, 110.0, 102.72727272727272)","(61.0, 80.0, 77.5)","(5.5, 7.4, 7.309677419354839)","(3.8, 3.95, 3.919230769230769)"
07-12-2022 20:43:19.596361,"(4.4, 5.3, 5.157777777777778)","(15.0, 19.0, 18.823529411764707)","(7.5, 11.0, 10.943181818181818)","(6.0, 7.2, 7.176811594202899)","(7.0, 9.4, 9.391304347826088)","(71.0, 110.0, 102.72727272727272)","(61.0, 80.0, 76.3157894736842)","(5.5, 7.4, 7.32)","(3.8, 3.95, 3.919230769230769)"
07-12-2022 20:43:20.977730,"(4.4, 5.3, 5.157777777777778)","(15.0, 19.0, 18.705357142857142)","(7.5, 11.0, 10.943181818181818)","(6.0, 7.2, 7.176811594202899)","(7.0, 9.4, 9.391304347826088)","(71.0, 110.0, 102.5)","(61.0, 80.0, 76.3157894736842)","(5.5, 7.4, 7.31764705882353)","(3.8, 3.95, 3.919230769230769)"
07-12-2022 20:43:22.395318,"(4.4, 5.3, 5.136144578313253)","(15.0, 19.0, 18.705357142857142)","(7.5, 11.0, 10.943181818181818)","(6.0, 7.2, 7.176811594202899)","(7.0, 9.4, 9.391304347826088)","(61.0, 110.0, 108.125)","(61.0, 80.0, 76.3157894736842)","(5.5, 7.4, 7.311764705882354)","(3.8, 3.95, 3.8978260869565218)"
07-12-2022 20:43:23.731690,"(4.4, 5.3, 5.1494382022471905)","(15.0, 19.0, 18.705357142857142)","(7.5, 11.0, 10.943181818181818)","(6.0, 7.2, 7.174193548387097)","(7.0, 9.4, 9.391304347826088)","(61.0, 110.0, 104.54545454545455)","(61.0, 80.0, 76.3157894736842)","(5.5, 7.4, 7.311764705882354)","(3.8, 3.95, 3.8978260869565218)"
07-12-2022 20:43:25.136168,"(4.4, 5.3, 5.140740740740741)","(15.0, 19.0, 18.705357142857142)","(8.0, 11.0, 10.943181818181818)","(6.0, 7.2, 7.174193548387097)","(7.5, 9.4, 9.391304347826088)","(71.0, 110.0, 108.125)","(61.0, 80.0, 76.3157894736842)","(6.0, 7.4, 7.311764705882354)","(3.7, 3.95, 3.889423076923077)"
07-12-2022 20:43:26.570429,"(4.4, 5.3, 5.20945945945946)","(15.0, 19.0, 18.746153846153845)","(8.0, 11.0, 10.944444444444445)","(6.0, 7.2, 7.171428571428572)","(7.5, 9.4, 9.392307692307693)","(71.0, 110.0, 104.54545454545455)","(61.0, 80.0, 76.3157894736842)","(6.0, 7.4, 7.316666666666667)","(3.7, 3.95, 3.7776666666666667)"
07-12-2022 20:43:27.898683,"(4.4, 5.3, 5.205063291139241)","(15.0, 19.0, 18.083333333333332)","(8.0, 11.0, 10.948979591836734)","(6.0, 7.2, 7.192481203007519)","(7.5, 9.4, 9.457142857142857)","(71.0, 110.0, 108.125)","(61.0, 80.0, 76.3157894736842)","(6.0, 7.4, 7.326829268292683)","(3.7, 3.8, 3.8)"
07-12-2022 20:43:29.250141,"(4.4, 5.3, 5.205063291139241)","(15.0, 19.0, 18.083333333333332)","(8.0, 11.0, 10.948979591836734)","(6.0, 7.4, 7.265789473684211)","(7.5, 9.6, 9.472727272727273)","(71.0, 110.0, 104.54545454545455)","(61.0, 80.0, 76.3157894736842)","(6.0, 7.4, 7.326829268292683)","(3.7, 3.85, 3.7874149659863945)"
07-12-2022 20:43:30.639881,"(4.4, 5.3, 5.205333333333334)","(15.0, 19.0, 18.123655913978496)","(8.0, 11.0, 10.948529411764707)","(6.0, 7.4, 7.278787878787879)","(7.5, 9.6, 9.556756756756757)","(71.0, 110.0, 108.33333333333333)","(61.0, 80.0, 76.25)","(6.0, 7.4, 7.3545454545454545)","(3.7, 3.85, 3.7816037735849055)"
07-12-2022 20:43:32.016726,"(4.4, 5.2, 5.180769230769231)","(15.0, 18.5, 18.123655913978496)","(8.0, 11.0, 10.948529411764707)","(6.0, 7.4, 7.278787878787879)","(7.5, 9.6, 9.567567567567567)","(71.0, 110.0, 105.0)","(61.0, 80.0, 78.125)","(6.0, 7.4, 7.358208955223881)","(3.6, 3.8, 3.7791304347826085)"
07-12-2022 20:43:33.393343,"(4.4, 5.3, 5.208965517241379)","(15.0, 18.5, 18.198795180722893)","(8.0, 11.0, 10.941666666666666)","(6.0, 7.4, 7.250847457627119)","(7.5, 9.6, 9.567567567567567)","(71.0, 110.0, 105.0)","(61.0, 80.0, 78.125)","(6.0, 7.4, 7.358208955223881)","(3.6, 3.8, 3.7791304347826085)"
07-12-2022 20:43:34.791359,"(4.6, 5.3, 5.2057142857142855)","(15.0, 18.5, 18.142857142857142)","(8.0, 11.0, 10.941666666666666)","(6.0, 7.4, 7.250847457627119)","(7.5, 9.6, 9.572222222222223)","(71.0, 110.0, 105.0)","(61.0, 80.0, 77.22222222222223)","(6.0, 7.4, 7.380645161290323)","(3.6, 3.8, 3.7791304347826085)"
07-12-2022 20:43:36.233318,"(4.6, 5.3, 5.205063291139241)","(15.0, 18.5, 18.142857142857142)","(8.0, 11.0, 10.941666666666666)","(6.0, 7.4, 7.310112359550562)","(7.5, 9.6, 9.572222222222223)","(71.0, 110.0, 103.33333333333333)","(61.0, 80.0, 77.22222222222223)","(6.0, 7.4, 7.380645161290323)","(3.6, 3.8, 3.8472324723247233)"
