,Lions Tooth,Taspinaro,Coronation Veronic,Saxon Mist,Labby Rock,Techno Awards,Another Prediction,Baheera,Punk Princess
07-12-2022 20:36:48.530166,"(4.2, 5.7, 5.38)","(15.0, 19.5, 18.428571428571427)","(6.5, 9.4, 9.257142857142858)","(5.0, 8.2, 7.6)","(6.5, 8.2, 8.12)","(61.0, 100.0, 92.0)","(51.0, 130.0, 90.0)","(4.8, 6.4, 5.95)","(5.0, 5.8, 5.64)"
07-12-2022 20:36:49.774024,"(4.2, 5.7, 5.38)","(15.0, 19.5, 18.428571428571427)","(6.5, 9.4, 9.085714285714285)","(5.0, 8.2, 7.6)","(6.5, 8.2, 8.12)","(61.0, 100.0, 80.0)","(51.0, 120.0, 86.66666666666667)","(4.8, 6.4, 5.95)","(5.0, 5.8, 5.6)"
07-12-2022 20:36:51.102481,"(4.2, 5.7, 5.38)","(15.0, 19.5, 18.428571428571427)","(6.5, 9.2, 9.085714285714285)","(5.0, 8.2, 7.6)","(6.5, 8.2, 8.0)","(61.0, 100.0, 80.0)","(51.0, 100.0, 86.66666666666667)","(4.8, 6.4, 5.95)","(5.0, 5.8, 5.6)"
07-12-2022 20:36:52.343512,"(4.2, 5.7, 5.166666666666667)","(15.0, 19.5, 18.428571428571427)","(6.5, 9.2, 8.955555555555556)","(5.0, 8.2, 7.3)","(6.5, 8.2, 7.933333333333333)","(61.0, 100.0, 80.0)","(51.0, 100.0, 83.33333333333333)","(4.8, 6.4, 5.95)","(5.0, 5.8, 5.6)"
07-12-2022 20:36:53.654262,"(4.2, 5.6, 5.35)","(15.0, 19.5, 18.428571428571427)","(6.5, 9.4, 9.08)","(5.0, 8.2, 7.3)","(6.5, 8.2, 8.028571428571428)","(61.0, 100.0, 80.0)","(51.0, 95.0, 83.33333333333333)","(4.8, 6.4, 5.95)","(5.0, 5.8, 5.730769230769231)"
07-12-2022 20:36:54.925830,"(4.2, 5.5, 5.35)","(15.0, 19.5, 18.428571428571427)","(6.5, 9.2, 9.08)","(5.0, 8.2, 7.8)","(6.5, 8.2, 8.028571428571428)","(61.0, 100.0, 80.0)","(51.0, 95.0, 77.5)","(4.8, 6.4, 5.95)","(5.0, 5.9, 5.7250000000000005)"
07-12-2022 20:36:56.234089,"(4.2, 5.5, 5.2)","(15.0, 19.5, 18.428571428571427)","(6.5, 9.2, 9.08)","(5.0, 8.0, 7.8)","(6.5, 8.2, 8.028571428571428)","(61.0, 100.0, 80.0)","(51.0, 95.0, 80.0)","(4.8, 6.4, 5.95)","(5.0, 5.9, 5.7250000000000005)"
07-12-2022 20:36:57.473278,"(4.2, 5.5, 5.333333333333333)","(15.0, 19.5, 18.428571428571427)","(6.5, 9.2, 9.1)","(5.0, 8.0, 7.64)","(6.5, 8.2, 8.028571428571428)","(61.0, 100.0, 80.0)","(51.0, 90.0, 80.0)","(4.8, 6.4, 5.95)","(5.0, 5.9, 5.7250000000000005)"
07-12-2022 20:36:58.748457,"(4.2, 5.4, 5.342857142857143)","(15.0, 19.5, 18.428571428571427)","(6.5, 9.2, 9.1)","(5.0, 8.0, 7.7)","(6.5, 8.2, 8.028571428571428)","(61.0, 100.0, 77.5)","(51.0, 90.0, 80.0)","(4.8, 6.4, 5.95)","(5.0, 5.9, 5.723529411764706)"
07-12-2022 20:37:00.038365,"(4.2, 5.4, 5.342857142857143)","(15.0, 19.5, 18.428571428571427)","(6.5, 9.2, 9.1)","(5.0, 8.0, 7.466666666666667)","(6.5, 8.2, 8.028571428571428)","(61.0, 95.0, 82.27272727272727)","(51.0, 90.0, 80.0)","(4.8, 6.4, 5.95)","(5.0, 5.9, 5.723529411764706)"
07-12-2022 20:37:01.265763,"(4.2, 5.4, 5.025)","(15.0, 19.5, 18.428571428571427)","(6.5, 9.2, 9.1)","(5.0, 8.0, 7.466666666666667)","(6.5, 8.2, 8.028571428571428)","(61.0, 95.0, 79.0)","(51.0, 90.0, 75.0)","(4.8, 6.4, 5.859999999999999)","(5.0, 5.9, 5.573333333333333)"
07-12-2022 20:37:02.464152,"(4.2, 5.4, 5.191666666666667)","(15.0, 19.5, 18.666666666666668)","(6.5, 9.2, 9.1)","(5.0, 8.0, 7.2)","(6.5, 8.2, 8.1)","(61.0, 95.0, 79.0)","(51.0, 85.0, 72.5)","(4.8, 6.4, 5.859999999999999)","(5.0, 5.6, 5.7897058823529415)"
07-12-2022 20:37:03.686820,"(4.2, 5.4, 5.2823529411764705)","(15.0, 19.5, 18.833333333333332)","(6.5, 9.2, 9.1)","(5.0, 8.0, 7.2)","(6.5, 8.2, 8.1)","(61.0, 95.0, 79.0)","(51.0, 85.0, 72.5)","(4.8, 6.4, 5.859999999999999)","(5.0, 5.9, 5.690909090909091)"
07-12-2022 20:37:04.953078,"(4.2, 5.4, 5.288888888888889)","(15.0, 19.5, 18.833333333333332)","(6.5, 9.2, 9.1)","(5.0, 8.0, 7.466666666666667)","(6.5, 8.2, 8.028571428571428)","(61.0, 95.0, 79.0)","(51.0, 85.0, 70.71428571428572)","(4.8, 6.4, 5.859999999999999)","(5.0, 5.7, 5.6875)"
07-12-2022 20:37:06.220089,"(4.2, 5.4, 5.288888888888889)","(15.0, 19.0, 18.0)","(6.5, 9.2, 9.1)","(5.0, 8.0, 7.466666666666667)","(6.5, 8.2, 8.028571428571428)","(61.0, 95.0, 79.0)","(51.0, 85.0, 70.71428571428572)","(4.8, 6.4, 5.859999999999999)","(5.0, 5.7, 5.6875)"
07-12-2022 20:37:07.533412,"(4.2, 5.4, 5.288888888888889)","(15.0, 19.0, 18.0)","(6.5, 9.2, 9.1)","(5.0, 8.0, 7.4)","(6.5, 8.2, 8.028571428571428)","(61.0, 95.0, 79.0)","(51.0, 85.0, 75.0)","(4.8, 6.4, 5.859999999999999)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:08.801551,"(4.2, 5.4, 5.288888888888889)","(15.0, 19.0, 18.0)","(6.5, 9.2, 9.1)","(5.0, 8.0, 7.1)","(6.5, 8.2, 8.028571428571428)","(61.0, 95.0, 79.0)","(51.0, 85.0, 75.0)","(4.8, 6.4, 5.859999999999999)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:10.030859,"(4.2, 5.4, 5.288888888888889)","(15.0, 19.0, 18.5)","(6.5, 9.2, 9.1)","(5.0, 8.0, 7.28)","(6.5, 8.2, 8.028571428571428)","(61.0, 95.0, 79.0)","(51.0, 85.0, 78.33333333333333)","(4.8, 6.4, 5.859999999999999)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:11.265335,"(4.2, 5.4, 5.15)","(15.0, 19.0, 18.5)","(6.5, 9.2, 9.1)","(5.0, 7.4, 7.28)","(6.5, 8.2, 8.1)","(61.0, 95.0, 79.0)","(51.0, 85.0, 78.33333333333333)","(4.8, 6.4, 5.859999999999999)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:12.509352,"(4.2, 5.4, 5.15)","(15.0, 19.0, 18.666666666666668)","(6.5, 9.2, 9.993684210526316)","(5.0, 7.4, 7.28)","(6.5, 8.2, 8.1)","(61.0, 95.0, 79.0)","(51.0, 80.0, 78.33333333333333)","(4.8, 6.4, 5.859999999999999)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:13.751541,"(4.2, 5.4, 5.15)","(15.0, 19.0, 18.333333333333332)","(6.5, 10.0, 10.857425742574257)","(5.0, 7.4, 7.28)","(6.5, 8.2, 8.028571428571428)","(61.0, 95.0, 79.0)","(51.0, 80.0, 78.33333333333333)","(4.8, 6.4, 5.846153846153846)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:14.999663,"(4.2, 5.4, 5.092307692307693)","(15.0, 19.0, 18.09090909090909)","(6.5, 11.0, 10.857425742574257)","(5.0, 7.4, 7.3578947368421055)","(6.5, 8.2, 8.028571428571428)","(61.0, 95.0, 87.0)","(51.0, 80.0, 78.33333333333333)","(4.8, 6.4, 5.846153846153846)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:16.362789,"(4.2, 5.3, 5.053846153846154)","(15.0, 19.0, 18.8125)","(6.5, 11.0, 10.77570093457944)","(5.0, 7.4, 7.3578947368421055)","(6.5, 8.2, 8.028571428571428)","(61.0, 95.0, 85.0)","(51.0, 80.0, 77.6923076923077)","(4.8, 6.4, 5.846153846153846)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:17.637878,"(4.2, 5.3, 5.053846153846154)","(15.0, 19.0, 18.8125)","(6.5, 11.0, 10.77570093457944)","(5.0, 7.4, 7.3578947368421055)","(6.5, 8.2, 8.028571428571428)","(61.0, 95.0, 85.0)","(51.0, 80.0, 77.14285714285714)","(4.8, 6.4, 5.846153846153846)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:19.206233,"(4.2, 5.3, 5.053846153846154)","(15.0, 19.0, 18.8125)","(6.5, 11.0, 9.993548387096775)","(5.0, 7.4, 7.3578947368421055)","(6.5, 8.2, 8.044444444444444)","(61.0, 95.0, 85.0)","(51.0, 80.0, 77.14285714285714)","(4.8, 6.4, 5.846153846153846)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:20.631430,"(4.2, 5.3, 5.053846153846154)","(15.0, 19.0, 18.8125)","(6.5, 10.0, 9.993548387096775)","(5.0, 7.4, 5.801069518716577)","(6.5, 8.2, 8.044444444444444)","(61.0, 95.0, 85.0)","(51.0, 80.0, 76.0)","(4.8, 6.4, 5.92)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:22.225310,"(4.2, 5.3, 5.017647058823529)","(15.0, 19.0, 18.571428571428573)","(6.5, 10.0, 9.993548387096775)","(5.0, 6.0, 6.525)","(6.5, 8.2, 8.1)","(61.0, 95.0, 85.0)","(51.0, 80.0, 76.0)","(4.8, 6.4, 5.909090909090909)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:23.671441,"(4.2, 5.3, 5.017647058823529)","(15.0, 19.0, 18.571428571428573)","(6.5, 10.0, 9.993548387096775)","(5.0, 7.4, 6.75)","(6.5, 8.2, 8.1)","(61.0, 95.0, 85.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 5.976470588235294)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:25.132374,"(4.2, 5.3, 5.0)","(15.0, 19.0, 18.727272727272727)","(6.5, 10.0, 9.993548387096775)","(5.0, 7.2, 6.75)","(6.5, 8.2, 8.1)","(61.0, 95.0, 85.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 5.976470588235294)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:26.514258,"(4.2, 5.3, 5.014285714285714)","(15.0, 19.0, 18.727272727272727)","(6.5, 10.0, 9.993548387096775)","(5.0, 7.2, 6.8)","(6.5, 8.2, 8.1)","(61.0, 95.0, 85.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 5.976470588235294)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:27.912635,"(4.2, 5.3, 5.06)","(15.0, 19.0, 18.727272727272727)","(6.5, 10.0, 9.993478260869566)","(5.0, 7.2, 6.6000000000000005)","(6.5, 8.2, 8.1)","(61.0, 95.0, 85.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 5.976470588235294)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:29.403010,"(4.2, 5.3, 5.06)","(15.0, 19.0, 19.75)","(6.5, 10.0, 9.993406593406593)","(5.0, 7.2, 6.533333333333333)","(6.5, 8.2, 8.1)","(61.0, 95.0, 85.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 5.846153846153846)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:30.746330,"(4.2, 5.3, 5.06)","(15.0, 20.0, 19.75)","(6.5, 10.0, 9.993406593406593)","(5.0, 7.2, 6.533333333333333)","(6.5, 8.2, 8.1)","(61.0, 95.0, 85.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 5.846153846153846)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:32.225873,"(4.2, 5.3, 5.06)","(15.0, 20.0, 19.75)","(6.5, 10.0, 9.993406593406593)","(5.0, 7.2, 6.345454545454546)","(6.5, 8.2, 8.114285714285714)","(61.0, 95.0, 85.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 5.846153846153846)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:33.665308,"(4.2, 5.3, 5.06)","(15.0, 20.0, 18.75)","(6.5, 10.0, 9.993406593406593)","(5.0, 7.0, 6.36)","(6.5, 8.2, 8.114285714285714)","(61.0, 95.0, 85.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 6.057142857142857)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:35.097294,"(4.2, 5.3, 5.06)","(15.0, 20.0, 18.75)","(6.5, 10.0, 9.993406593406593)","(5.0, 7.0, 7.075)","(6.5, 8.2, 8.114285714285714)","(61.0, 95.0, 85.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 6.1)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:36.418688,"(4.2, 5.3, 5.06)","(15.0, 20.0, 18.75)","(6.5, 10.0, 9.993406593406593)","(5.0, 7.2, 6.84)","(6.5, 8.2, 8.114285714285714)","(61.0, 95.0, 85.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 5.976470588235294)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:37.724819,"(4.2, 5.3, 5.06)","(15.0, 20.0, 18.75)","(6.5, 10.0, 9.993406593406593)","(5.0, 7.0, 6.685714285714286)","(6.5, 8.2, 8.114285714285714)","(61.0, 95.0, 85.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 6.057142857142857)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:39.027865,"(4.2, 5.3, 5.06)","(15.0, 20.0, 18.75)","(6.5, 10.0, 9.993548387096775)","(5.0, 6.8, 6.685714285714286)","(6.5, 8.2, 8.114285714285714)","(61.0, 95.0, 85.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 6.057142857142857)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:40.385285,"(4.2, 5.3, 5.06)","(15.0, 20.0, 18.75)","(6.5, 10.0, 9.84)","(5.0, 6.8, 6.685714285714286)","(6.5, 8.2, 8.114285714285714)","(61.0, 95.0, 85.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 6.04)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:41.695652,"(4.2, 5.3, 5.06)","(15.0, 20.0, 18.75)","(6.5, 10.5, 9.84)","(5.0, 6.8, 6.685714285714286)","(6.5, 8.2, 8.114285714285714)","(61.0, 95.0, 84.44444444444444)","(51.0, 80.0, 75.0)","(4.8, 6.4, 6.076923076923077)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:43.020315,"(4.2, 5.3, 5.06)","(15.0, 20.0, 18.75)","(6.5, 10.5, 9.978947368421052)","(5.0, 6.8, 6.7)","(6.5, 8.2, 8.114285714285714)","(61.0, 120.0, 95.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 6.076923076923077)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:44.319043,"(4.2, 5.3, 5.06)","(15.0, 20.0, 18.75)","(6.5, 10.5, 10.26)","(5.0, 7.2, 6.6461538461538465)","(6.5, 8.2, 8.013333333333334)","(61.0, 100.0, 95.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 6.209090909090909)","(5.0, 5.7, 5.666666666666667)"
07-12-2022 20:37:45.665440,"(4.2, 5.3, 5.06)","(15.0, 20.0, 18.75)","(6.5, 10.5, 10.336363636363636)","(5.0, 7.2, 6.8)","(6.5, 8.2, 8.013333333333334)","(61.0, 100.0, 95.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 6.081818181818182)","(5.0, 5.7, 5.608108108108108)"
07-12-2022 20:37:46.963165,"(4.2, 5.3, 5.06)","(15.0, 20.0, 18.75)","(6.5, 10.5, 10.336363636363636)","(5.0, 7.0, 6.8)","(6.5, 8.2, 8.013333333333334)","(61.0, 100.0, 95.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 6.081818181818182)","(5.0, 5.7, 5.6)"
07-12-2022 20:37:48.274183,"(4.2, 5.3, 5.06)","(15.0, 20.0, 18.75)","(6.5, 10.5, 10.336363636363636)","(5.0, 7.0, 6.7555555555555555)","(6.5, 8.2, 8.013333333333334)","(61.0, 100.0, 95.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 6.185714285714286)","(5.0, 5.7, 5.58)"
07-12-2022 20:37:49.603430,"(4.2, 5.3, 5.06)","(15.0, 20.0, 18.75)","(6.5, 10.5, 10.336363636363636)","(5.0, 7.2, 6.8)","(6.5, 8.2, 8.013333333333334)","(61.0, 100.0, 95.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 6.185714285714286)","(5.0, 5.7, 5.366666666666666)"
07-12-2022 20:37:50.942820,"(4.2, 5.3, 5.06)","(15.0, 20.0, 18.75)","(6.5, 10.5, 10.336363636363636)","(5.0, 7.0, 6.8)","(6.5, 8.2, 8.066666666666666)","(61.0, 100.0, 95.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 6.185714285714286)","(5.0, 5.7, 5.319047619047619)"
07-12-2022 20:37:52.373651,"(4.2, 5.3, 5.06)","(16.0, 20.0, 18.75)","(6.5, 10.5, 10.336363636363636)","(5.0, 7.0, 6.8)","(6.5, 8.2, 8.066666666666666)","(61.0, 100.0, 95.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 6.185714285714286)","(5.0, 5.7, 5.319047619047619)"
07-12-2022 20:37:53.721116,"(4.2, 5.3, 5.06)","(16.0, 20.0, 19.285714285714285)","(6.5, 10.5, 10.336363636363636)","(5.0, 7.0, 6.8)","(6.5, 8.2, 8.066666666666666)","(61.0, 100.0, 95.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 6.185714285714286)","(5.0, 5.7, 5.319047619047619)"
07-12-2022 20:37:55.082613,"(4.2, 5.3, 5.06)","(16.0, 19.5, 18.928571428571427)","(6.5, 10.5, 10.336363636363636)","(5.0, 7.0, 6.8)","(6.5, 8.2, 8.066666666666666)","(61.0, 100.0, 95.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 6.185714285714286)","(5.0, 5.7, 5.319047619047619)"
07-12-2022 20:37:56.373338,"(4.2, 5.3, 5.06)","(16.0, 19.5, 17.833333333333332)","(6.5, 10.5, 10.336363636363636)","(5.0, 7.2, 6.6461538461538465)","(6.5, 8.2, 8.066666666666666)","(61.0, 100.0, 95.0)","(51.0, 80.0, 75.0)","(4.8, 6.4, 6.185714285714286)","(5.0, 5.7, 5.319047619047619)"
07-12-2022 20:37:57.651520,"(4.2, 5.3, 5.06)","(16.0, 19.5, 17.833333333333332)","(6.5, 10.5, 10.336363636363636)","(5.0, 7.2, 6.8)","(6.5, 8.2, 8.066666666666666)","(61.0, 100.0, 97.14285714285714)","(51.0, 80.0, 75.0)","(4.8, 6.4, 6.185714285714286)","(5.0, 5.7, 5.319047619047619)"
07-12-2022 20:37:58.932310,"(4.2, 5.3, 5.06)","(16.0, 19.5, 17.833333333333332)","(6.5, 10.5, 10.336363636363636)","(5.0, 7.0, 6.371428571428572)","(6.5, 8.2, 8.066666666666666)","(61.0, 100.0, 97.14285714285714)","(51.0, 80.0, 75.0)","(4.8, 6.4, 6.185714285714286)","(5.0, 5.7, 5.319047619047619)"
07-12-2022 20:38:00.227889,"(4.2, 5.3, 5.06)","(16.0, 19.5, 17.833333333333332)","(6.5, 10.5, 10.336363636363636)","(5.0, 6.4, 6.371428571428572)","(6.5, 8.2, 8.066666666666666)","(61.0, 100.0, 97.14285714285714)","(51.0, 80.0, 75.0)","(4.8, 6.4, 6.185714285714286)","(5.0, 5.7, 5.319047619047619)"
07-12-2022 20:38:01.587679,"(4.2, 5.3, 5.06)","(16.0, 19.5, 17.357142857142858)","(6.5, 10.5, 10.336363636363636)","(5.0, 6.4, 6.380000000000001)","(6.5, 8.2, 8.066666666666666)","(61.0, 100.0, 90.9090909090909)","(51.0, 80.0, 75.0)","(4.8, 6.4, 6.185714285714286)","(5.0, 5.7, 5.580597014925373)"
07-12-2022 20:38:02.962135,"(4.2, 5.3, 5.06)","(16.0, 19.5, 17.227272727272727)","(6.5, 10.5, 10.336363636363636)","(5.0, 6.4, 6.366666666666667)","(6.5, 8.2, 8.066666666666666)","(61.0, 120.0, 102.5)","(51.0, 80.0, 75.0)","(4.8, 6.4, 6.275)","(5.0, 5.7, 5.570967741935484)"
07-12-2022 20:38:04.359706,"(4.2, 5.3, 5.06)","(16.0, 19.5, 17.227272727272727)","(6.5, 10.5, 10.336363636363636)","(5.0, 6.4, 6.666666666666666)","(6.5, 8.2, 8.562962962962963)","(61.0, 110.0, 104.0)","(51.0, 80.0, 79.23076923076923)","(4.8, 6.4, 6.311764705882354)","(5.0, 5.7, 5.570967741935484)"
07-12-2022 20:38:05.768815,"(4.2, 5.1, 4.888888888888888)","(16.0, 18.5, 18.27777777777778)","(6.5, 10.0, 10.336363636363636)","(5.0, 7.0, 6.666666666666666)","(6.5, 8.6, 8.55609756097561)","(61.0, 120.0, 104.0)","(51.0, 80.0, 79.23076923076923)","(4.8, 6.4, 6.41578947368421)","(5.0, 5.7, 5.36)"
07-12-2022 20:38:07.203713,"(4.2, 5.1, 4.888888888888888)","(16.0, 18.5, 18.214285714285715)","(6.5, 10.5, 10.336363636363636)","(5.0, 7.0, 6.666666666666666)","(6.5, 8.6, 8.555)","(61.0, 120.0, 105.38461538461539)","(51.0, 80.0, 79.23076923076923)","(4.8, 6.6, 6.41578947368421)","(5.0, 5.6, 5.36)"
07-12-2022 20:38:08.613630,"(4.2, 5.1, 4.888888888888888)","(16.0, 18.5, 18.214285714285715)","(6.5, 10.5, 10.336363636363636)","(5.0, 7.0, 6.666666666666666)","(6.5, 8.6, 8.555)","(61.0, 110.0, 105.38461538461539)","(51.0, 80.0, 79.23076923076923)","(4.8, 6.6, 6.41578947368421)","(5.0, 5.6, 5.36)"
07-12-2022 20:38:10.075115,"(4.2, 5.1, 4.8625)","(16.0, 18.5, 18.214285714285715)","(6.5, 10.5, 10.336363636363636)","(5.0, 7.0, 6.75)","(6.5, 8.6, 8.52235294117647)","(61.0, 110.0, 105.71428571428571)","(51.0, 80.0, 79.0)","(4.8, 6.6, 6.41578947368421)","(5.0, 5.6, 5.572307692307692)"
07-12-2022 20:38:11.534754,"(4.2, 5.1, 4.85)","(16.0, 18.5, 18.214285714285715)","(6.5, 10.5, 10.336363636363636)","(5.0, 7.0, 6.75)","(6.5, 8.6, 8.52235294117647)","(61.0, 110.0, 107.5)","(51.0, 80.0, 79.0)","(4.8, 6.6, 6.326086956521739)","(5.0, 5.6, 5.572307692307692)"
07-12-2022 20:38:13.009032,"(4.2, 5.1, 5.007692307692308)","(16.0, 18.5, 18.342105263157894)","(6.5, 10.5, 10.336363636363636)","(5.0, 7.0, 6.75)","(6.5, 8.6, 8.52235294117647)","(61.0, 110.0, 107.5)","(51.0, 80.0, 79.0)","(4.8, 6.6, 6.326086956521739)","(5.0, 5.6, 5.572307692307692)"
07-12-2022 20:38:14.421366,"(4.2, 5.1, 4.890909090909091)","(16.0, 18.5, 18.342105263157894)","(6.5, 10.5, 10.336363636363636)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.52235294117647)","(61.0, 110.0, 107.5)","(51.0, 80.0, 79.0)","(4.8, 6.6, 6.41578947368421)","(5.0, 5.6, 5.572307692307692)"
07-12-2022 20:38:15.753977,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.5, 17.807692307692307)","(6.5, 10.5, 10.32)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.52235294117647)","(61.0, 110.0, 107.5)","(51.0, 80.0, 79.0)","(4.8, 6.6, 6.41578947368421)","(5.0, 5.6, 5.51)"
07-12-2022 20:38:17.134086,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.5, 17.857142857142858)","(6.5, 10.5, 10.223076923076922)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.52235294117647)","(61.0, 110.0, 104.61538461538461)","(51.0, 80.0, 79.0)","(4.8, 6.6, 6.41578947368421)","(5.0, 5.6, 5.51)"
07-12-2022 20:38:18.524181,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.5, 17.857142857142858)","(6.5, 10.5, 10.275)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.52235294117647)","(61.0, 120.0, 104.61538461538461)","(51.0, 80.0, 79.0)","(4.8, 6.6, 6.41578947368421)","(5.0, 5.6, 5.51)"
07-12-2022 20:38:19.872073,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.5, 17.857142857142858)","(6.5, 10.5, 10.223076923076922)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.525)","(61.0, 120.0, 108.88888888888889)","(51.0, 80.0, 79.0)","(4.8, 6.6, 6.41578947368421)","(5.0, 5.6, 5.51)"
07-12-2022 20:38:21.238162,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.5, 17.857142857142858)","(6.5, 10.5, 10.223076923076922)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.525)","(61.0, 120.0, 108.88888888888889)","(51.0, 80.0, 79.0)","(4.8, 6.6, 6.41578947368421)","(5.0, 5.6, 5.51)"
07-12-2022 20:38:22.550301,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.5, 17.857142857142858)","(6.5, 10.5, 10.223076923076922)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.525)","(61.0, 120.0, 108.88888888888889)","(51.0, 80.0, 79.0)","(4.8, 6.6, 6.41578947368421)","(5.0, 5.6, 5.51)"
07-12-2022 20:38:23.926260,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.5, 17.857142857142858)","(6.5, 10.5, 10.223076923076922)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.525)","(61.0, 120.0, 108.88888888888889)","(51.0, 80.0, 76.81818181818181)","(4.8, 6.6, 6.41578947368421)","(5.0, 5.6, 5.51)"
07-12-2022 20:38:25.318860,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.5, 17.857142857142858)","(6.5, 10.5, 10.223076923076922)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.525)","(61.0, 120.0, 108.88888888888889)","(51.0, 80.0, 76.81818181818181)","(4.8, 6.6, 6.41578947368421)","(5.0, 5.6, 5.48)"
07-12-2022 20:38:26.711614,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.5, 17.857142857142858)","(6.5, 10.5, 10.223076923076922)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.525)","(61.0, 120.0, 108.88888888888889)","(51.0, 80.0, 76.66666666666667)","(4.8, 6.6, 6.41578947368421)","(5.0, 5.6, 5.48)"
07-12-2022 20:38:28.137583,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.5, 17.857142857142858)","(6.5, 10.5, 10.223076923076922)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.525)","(61.0, 120.0, 108.88888888888889)","(51.0, 80.0, 76.66666666666667)","(4.8, 6.6, 6.41578947368421)","(5.0, 5.6, 5.48)"
07-12-2022 20:38:29.522433,"(4.2, 5.0, 4.890909090909091)","(16.0, 18.5, 17.857142857142858)","(6.5, 10.5, 10.223076923076922)","(5.0, 7.0, 6.833333333333333)","(6.5, 8.6, 8.525)","(61.0, 120.0, 105.71428571428571)","(51.0, 80.0, 76.66666666666667)","(4.8, 6.6, 6.41578947368421)","(5.0, 5.6, 5.48)"
