,Dayseas Rikki,Booming Boo Boo,Spring Demon,Vixon Lad,Jameson Bay,Identity Thief,Jamie Tartt,Katara Love
10-01-2023 16:43:34.619090,"(11.0, 23.0, 15.777777777777779)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8866666666666667)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:43:35.899550,"(11.0, 23.0, 15.777777777777779)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8866666666666667)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:43:37.010324,"(11.0, 23.0, 15.777777777777779)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8866666666666667)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:43:38.119240,"(11.0, 23.0, 15.777777777777779)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8866666666666667)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:43:39.223455,"(11.0, 23.0, 15.777777777777779)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8866666666666667)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:43:40.284344,"(11.0, 23.0, 15.777777777777779)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8866666666666667)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:43:41.340321,"(11.0, 23.0, 15.777777777777779)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8866666666666667)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:43:42.374563,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8866666666666667)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:43:43.429776,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:43:44.590539,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:43:45.680163,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:43:46.779117,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:43:47.887505,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:43:48.972937,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:43:50.013420,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:43:51.314733,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:43:52.578798,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:43:53.855035,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 35.75)","(1.75, 2.82, 2.664718309859155)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:43:55.136169,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 35.75)","(1.75, 2.82, 2.664718309859155)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:43:56.313914,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 33.611111111111114)","(1.75, 2.82, 2.664718309859155)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:43:58.011712,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 35.75)","(1.75, 2.82, 2.664718309859155)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:43:59.495627,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 35.75)","(1.75, 2.82, 2.664718309859155)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:44:00.881415,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 35.75)","(1.75, 2.82, 2.3553191489361702)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:44:02.147197,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.142857142857142)","(18.0, 55.0, 35.75)","(1.75, 2.82, 2.3553191489361702)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:44:03.352153,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 5.75)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.855909090909091)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:44:04.502970,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 5.75)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.855909090909091)","(4.2, 8.2, 4.988235294117647)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 570.0, 401.66666666666663)"
10-01-2023 16:44:05.631017,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.855909090909091)","(4.2, 8.2, 4.988235294117647)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 470.0, 401.66666666666663)"
10-01-2023 16:44:06.876976,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.855909090909091)","(4.2, 8.2, 4.988235294117647)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 470.0, 401.66666666666663)"
10-01-2023 16:44:08.068822,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.855909090909091)","(4.2, 8.2, 4.988235294117647)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 470.0, 401.66666666666663)"
10-01-2023 16:44:09.332702,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.855909090909091)","(4.2, 8.2, 4.988235294117647)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 470.0, 401.66666666666663)"
10-01-2023 16:44:10.610663,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 33.611111111111114)","(1.75, 2.82, 1.855909090909091)","(4.2, 8.2, 4.988235294117647)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 470.0, 401.66666666666663)"
10-01-2023 16:44:11.919295,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 33.611111111111114)","(1.75, 2.82, 1.855909090909091)","(4.2, 8.2, 4.988235294117647)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 470.0, 401.66666666666663)"
10-01-2023 16:44:13.255949,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.855909090909091)","(4.2, 8.2, 4.988235294117647)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 470.0, 401.66666666666663)"
10-01-2023 16:44:14.589526,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.855909090909091)","(4.2, 8.2, 4.988235294117647)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 470.0, 401.66666666666663)"
10-01-2023 16:44:15.933766,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.855909090909091)","(4.2, 8.2, 4.988235294117647)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 470.0, 401.66666666666663)"
10-01-2023 16:44:17.238971,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.855909090909091)","(4.2, 8.2, 4.988235294117647)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 470.0, 401.66666666666663)"
10-01-2023 16:44:18.522288,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.855909090909091)","(4.2, 8.2, 4.988235294117647)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 470.0, 401.66666666666663)"
10-01-2023 16:44:19.790059,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.855909090909091)","(4.2, 8.2, 4.988235294117647)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 470.0, 401.66666666666663)"
10-01-2023 16:44:21.100842,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.855909090909091)","(4.2, 8.2, 4.988235294117647)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 470.0, 401.66666666666663)"
10-01-2023 16:44:22.413783,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 2.3374468085106384)","(4.2, 8.2, 4.988235294117647)","(31.0, 170.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 470.0, 485.0)"
10-01-2023 16:44:23.910433,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:44:25.264228,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:44:26.480903,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:44:27.759809,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8507692307692307)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:44:28.948710,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8507692307692307)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:44:30.220528,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8507692307692307)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:44:31.567212,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8507692307692307)","(4.2, 8.2, 4.988235294117647)","(31.0, 240.0, 139.0)","(8.5, 16.5, 9.75)","(61.0, 570.0, 485.0)"
10-01-2023 16:44:32.913600,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8507692307692307)","(4.2, 8.2, 4.875)","(31.0, 250.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 570.0, 401.66666666666663)"
10-01-2023 16:44:34.288458,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8507692307692307)","(4.2, 8.2, 5.152941176470588)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 470.0, 401.66666666666663)"
10-01-2023 16:44:35.657345,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8507692307692307)","(4.2, 8.2, 5.54)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 470.0, 401.66666666666663)"
10-01-2023 16:44:36.964697,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8507692307692307)","(4.2, 8.2, 5.54)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 470.0, 401.66666666666663)"
10-01-2023 16:44:38.240031,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 470.0, 401.66666666666663)"
10-01-2023 16:44:39.406447,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 470.0, 401.66666666666663)"
10-01-2023 16:44:40.750625,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 33.611111111111114)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 470.0, 401.66666666666663)"
10-01-2023 16:44:42.014592,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 470.0, 401.66666666666663)"
10-01-2023 16:44:43.341445,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.5, 9.75)","(61.0, 470.0, 401.66666666666663)"
10-01-2023 16:44:44.586909,"(11.0, 23.0, 12.583333333333334)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 35.75)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.5, 10.3)","(61.0, 470.0, 429.0)"
10-01-2023 16:44:45.734383,"(11.0, 23.0, 11.88888888888889)","(5.0, 9.0, 6.285714285714286)","(18.0, 55.0, 31.307692307692307)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.0, 10.3)","(61.0, 470.0, 429.0)"
10-01-2023 16:44:46.956836,"(11.0, 23.0, 11.88888888888889)","(5.0, 9.0, 7.05)","(18.0, 55.0, 31.307692307692307)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.0, 10.3)","(61.0, 470.0, 429.0)"
10-01-2023 16:44:48.212643,"(11.0, 23.0, 11.88888888888889)","(5.0, 9.0, 7.05)","(18.0, 55.0, 31.307692307692307)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.0, 10.3)","(61.0, 470.0, 429.0)"
10-01-2023 16:44:49.562529,"(11.0, 23.0, 11.88888888888889)","(5.0, 9.0, 7.05)","(18.0, 55.0, 31.307692307692307)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 170.0, 146.33333333333334)","(8.5, 16.0, 10.3)","(61.0, 470.0, 429.0)"
10-01-2023 16:44:50.939287,"(11.0, 23.0, 11.88888888888889)","(5.0, 9.0, 7.05)","(18.0, 55.0, 29.333333333333336)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 170.0, 204.66666666666669)","(8.5, 16.0, 10.3)","(61.0, 470.0, 510.0)"
10-01-2023 16:44:52.294502,"(11.0, 23.0, 11.88888888888889)","(5.0, 9.0, 7.05)","(18.0, 55.0, 31.307692307692307)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.0, 10.3)","(61.0, 560.0, 510.0)"
10-01-2023 16:44:53.537134,"(11.0, 23.0, 11.88888888888889)","(5.0, 9.0, 7.05)","(18.0, 55.0, 31.307692307692307)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.0, 10.3)","(61.0, 560.0, 510.0)"
10-01-2023 16:44:54.760500,"(11.0, 23.0, 11.88888888888889)","(5.0, 9.0, 7.05)","(18.0, 55.0, 31.307692307692307)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 240.0, 107.28571428571429)","(8.5, 16.0, 10.3)","(61.0, 560.0, 519.0)"
10-01-2023 16:44:56.017620,"(11.0, 23.0, 11.88888888888889)","(5.0, 9.0, 7.05)","(18.0, 55.0, 31.307692307692307)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 250.0, 204.66666666666669)","(8.5, 16.0, 10.3)","(61.0, 570.0, 519.0)"
10-01-2023 16:44:57.255906,"(11.0, 23.0, 11.88888888888889)","(5.0, 9.0, 8.183333333333334)","(18.0, 55.0, 31.307692307692307)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.0, 10.3)","(61.0, 570.0, 519.0)"
10-01-2023 16:44:58.513672,"(11.0, 23.0, 11.88888888888889)","(5.0, 8.8, 8.183333333333334)","(18.0, 55.0, 31.307692307692307)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.0, 10.3)","(61.0, 570.0, 519.0)"
10-01-2023 16:44:59.866835,"(11.0, 23.0, 11.88888888888889)","(5.0, 8.8, 7.466666666666667)","(18.0, 55.0, 31.307692307692307)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.0, 10.3)","(61.0, 570.0, 519.0)"
10-01-2023 16:45:01.222799,"(11.0, 23.0, 11.88888888888889)","(5.0, 8.8, 7.466666666666667)","(18.0, 55.0, 31.307692307692307)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.0, 10.3)","(61.0, 570.0, 519.0)"
10-01-2023 16:45:02.613778,"(11.0, 23.0, 11.88888888888889)","(5.0, 8.8, 7.466666666666667)","(18.0, 55.0, 31.307692307692307)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.0, 10.3)","(61.0, 570.0, 519.0)"
10-01-2023 16:45:03.898659,"(11.0, 23.0, 11.88888888888889)","(5.0, 8.8, 7.466666666666667)","(18.0, 55.0, 31.307692307692307)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.0, 10.3)","(61.0, 570.0, 519.0)"
10-01-2023 16:45:05.271245,"(11.0, 23.0, 11.88888888888889)","(5.0, 8.8, 7.466666666666667)","(18.0, 55.0, 31.307692307692307)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.0, 10.3)","(61.0, 570.0, 519.0)"
10-01-2023 16:45:06.611159,"(11.0, 23.0, 11.88888888888889)","(5.0, 8.8, 7.466666666666667)","(18.0, 55.0, 31.307692307692307)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.0, 10.3)","(61.0, 570.0, 519.0)"
10-01-2023 16:45:07.922658,"(11.0, 23.0, 11.88888888888889)","(5.0, 8.8, 7.466666666666667)","(18.0, 55.0, 31.307692307692307)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.0, 10.3)","(61.0, 570.0, 519.0)"
10-01-2023 16:45:09.197453,"(11.0, 23.0, 11.88888888888889)","(5.0, 8.8, 7.466666666666667)","(18.0, 55.0, 31.307692307692307)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.0, 10.3)","(61.0, 570.0, 519.0)"
10-01-2023 16:45:10.429910,"(11.0, 23.0, 11.88888888888889)","(5.0, 8.8, 7.466666666666667)","(18.0, 55.0, 31.307692307692307)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 240.0, 107.28571428571429)","(8.5, 16.0, 10.3)","(61.0, 570.0, 519.0)"
10-01-2023 16:45:11.673635,"(11.0, 23.0, 11.88888888888889)","(5.0, 8.8, 5.85)","(18.0, 55.0, 31.307692307692307)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 250.0, 204.66666666666669)","(8.5, 16.0, 10.3)","(61.0, 570.0, 519.0)"
10-01-2023 16:45:12.937898,"(11.0, 23.0, 11.88888888888889)","(5.0, 9.0, 5.85)","(18.0, 55.0, 31.307692307692307)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.0, 10.3)","(61.0, 570.0, 519.0)"
10-01-2023 16:45:14.234561,"(11.0, 23.0, 11.88888888888889)","(5.0, 9.0, 5.85)","(18.0, 55.0, 33.25)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.0, 10.3)","(61.0, 570.0, 519.0)"
10-01-2023 16:45:15.682861,"(11.0, 23.0, 11.88888888888889)","(5.0, 9.0, 5.85)","(18.0, 50.0, 33.25)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.0, 10.3)","(61.0, 570.0, 519.0)"
10-01-2023 16:45:17.213496,"(11.0, 23.0, 12.333333333333334)","(5.0, 9.0, 5.85)","(18.0, 50.0, 33.25)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.0, 10.3)","(61.0, 570.0, 519.0)"
10-01-2023 16:45:18.645269,"(11.0, 23.0, 12.333333333333334)","(5.0, 9.0, 5.85)","(18.0, 50.0, 36.1875)","(1.75, 2.82, 1.8177272727272726)","(4.2, 8.2, 5.54)","(31.0, 240.0, 204.66666666666669)","(8.5, 16.0, 10.3)","(61.0, 570.0, 519.0)"
