,Emerley Bruce,Allinga Chloe,Allinga Lily,Loving The Cash,Paramount State,Correlate,Dark Compass,Queen Of Scotch
16-12-2022 12:25:37.418767,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.02, 1.9912)"
16-12-2022 12:25:38.458430,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.02, 1.9675324675324675)"
16-12-2022 12:25:39.497547,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9675324675324675)"
16-12-2022 12:25:40.532756,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9675324675324675)"
16-12-2022 12:25:41.565179,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9675324675324675)"
16-12-2022 12:25:42.601612,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9675324675324675)"
16-12-2022 12:25:43.608077,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9675324675324675)"
16-12-2022 12:25:44.616243,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9675324675324675)"
16-12-2022 12:25:45.621368,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9675324675324675)"
16-12-2022 12:25:46.670438,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9675324675324675)"
16-12-2022 12:25:47.716387,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9675324675324675)"
16-12-2022 12:25:48.726032,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9675324675324675)"
16-12-2022 12:25:49.729400,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9675324675324675)"
16-12-2022 12:25:50.716211,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9675324675324675)"
16-12-2022 12:25:51.718199,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9675324675324675)"
16-12-2022 12:25:52.724430,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9675324675324675)"
16-12-2022 12:25:53.762701,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9675324675324675)"
16-12-2022 12:25:54.794164,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9675324675324675)"
16-12-2022 12:25:55.878154,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9675324675324675)"
16-12-2022 12:25:56.869259,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9675324675324675)"
16-12-2022 12:25:57.866798,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9675324675324675)"
16-12-2022 12:25:58.913306,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9675324675324675)"
16-12-2022 12:25:59.921459,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9675324675324675)"
16-12-2022 12:26:00.980320,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9675324675324675)"
16-12-2022 12:26:02.031753,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9675324675324675)"
16-12-2022 12:26:03.103573,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.0, 1.9644)"
16-12-2022 12:26:04.133563,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 1.99, 1.9644)"
16-12-2022 12:26:05.162775,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 1.99, 1.9644)"
16-12-2022 12:26:06.192405,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 1.99, 1.9644)"
16-12-2022 12:26:07.222033,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 1.99, 1.9644)"
16-12-2022 12:26:08.287703,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 1.99, 1.9644)"
16-12-2022 12:26:09.310758,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 1.99, 1.9501298701298702)"
16-12-2022 12:26:10.321280,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 1.98, 1.9501298701298702)"
16-12-2022 12:26:11.312625,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 1.98, 1.9501298701298702)"
16-12-2022 12:26:12.284295,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 1.98, 1.9501298701298702)"
16-12-2022 12:26:13.279819,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 1.98, 1.9501298701298702)"
16-12-2022 12:26:14.247058,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 1.98, 1.9501298701298702)"
16-12-2022 12:26:15.298844,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 1.98, 1.9501298701298702)"
16-12-2022 12:26:16.310727,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 1.98, 1.9501298701298702)"
16-12-2022 12:26:17.339346,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 1.98, 1.9501298701298702)"
16-12-2022 12:26:18.371677,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 1.98, 1.9501298701298702)"
16-12-2022 12:26:19.403386,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 1.98, 1.9501298701298702)"
16-12-2022 12:26:20.462744,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 1.98, 1.9501298701298702)"
16-12-2022 12:26:21.512886,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 8.366666666666667)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.463636363636365)","(1.6, 1.98, 1.9501298701298702)"
16-12-2022 12:26:22.575068,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 10.0, 8.366666666666667)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.690000000000001)","(1.6, 1.98, 1.9501298701298702)"
16-12-2022 12:26:23.600830,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 10.0, 8.366666666666667)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.690000000000001)","(1.6, 1.98, 1.9501298701298702)"
16-12-2022 12:26:24.639028,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 10.0, 8.366666666666667)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.690000000000001)","(1.6, 1.98, 1.8986486486486487)"
16-12-2022 12:26:25.646991,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 10.0, 8.366666666666667)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.690000000000001)","(1.6, 1.97, 1.8986486486486487)"
16-12-2022 12:26:26.605203,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 10.0, 8.366666666666667)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.690000000000001)","(1.6, 1.97, 1.8986486486486487)"
16-12-2022 12:26:27.585435,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 10.0, 8.366666666666667)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.690000000000001)","(1.6, 1.97, 1.8986486486486487)"
16-12-2022 12:26:28.563904,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 10.0, 8.366666666666667)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.690000000000001)","(1.6, 1.97, 1.8986486486486487)"
16-12-2022 12:26:29.551401,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 10.0, 8.366666666666667)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.690000000000001)","(1.6, 1.97, 1.8986486486486487)"
16-12-2022 12:26:30.542797,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 10.0, 8.366666666666667)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.690000000000001)","(1.6, 1.97, 1.8986486486486487)"
16-12-2022 12:26:31.557518,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 10.0, 8.366666666666667)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.690000000000001)","(1.6, 1.97, 1.8986486486486487)"
16-12-2022 12:26:32.557816,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 10.0, 8.366666666666667)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.690000000000001)","(1.6, 1.97, 1.8986486486486487)"
16-12-2022 12:26:33.555923,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 10.0, 8.366666666666667)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.690000000000001)","(1.6, 1.97, 1.9310344827586206)"
16-12-2022 12:26:34.574459,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 10.0, 8.366666666666667)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.690000000000001)","(1.6, 1.96, 1.9310344827586206)"
16-12-2022 12:26:35.556985,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 10.0, 8.366666666666667)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.690000000000001)","(1.6, 1.96, 1.9310344827586206)"
16-12-2022 12:26:36.576892,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 10.0, 8.366666666666667)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.690000000000001)","(1.6, 1.96, 1.9310344827586206)"
16-12-2022 12:26:37.555730,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 10.0, 8.366666666666667)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.690000000000001)","(1.6, 1.96, 1.9310344827586206)"
16-12-2022 12:26:38.522599,"(3.9, 8.2, 6.75)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 10.0, 8.366666666666667)","(31.0, 370.0, 90.0)","(8.0, 15.5, 9.690000000000001)","(1.6, 1.96, 1.8)"
16-12-2022 12:26:39.501336,"(3.9, 8.2, 5.333333333333333)","(15.0, 40.0, 20.0)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 10.0, 8.775)","(31.0, 370.0, 90.0)","(8.0, 15.5, 10.345454545454546)","(1.6, 1.96, 1.8)"
16-12-2022 12:26:40.459669,"(3.9, 8.2, 5.333333333333333)","(15.0, 40.0, 20.0)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 10.0, 8.433333333333334)","(31.0, 370.0, 90.0)","(8.0, 15.5, 8.5875)","(1.6, 1.96, 1.7738461538461539)"
16-12-2022 12:26:41.455897,"(3.9, 8.2, 5.333333333333333)","(15.0, 40.0, 20.0)","(41.0, 490.0, 120.0)","(81.0, 99998, 8343.333333333334)","(5.5, 10.0, 8.433333333333334)","(31.0, 370.0, 67.6)","(8.0, 15.5, 9.45)","(1.6, 1.94, 1.7738461538461539)"
16-12-2022 12:26:42.423185,"(3.9, 8.2, 5.333333333333333)","(15.0, 40.0, 18.4)","(41.0, 490.0, 90.4)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 8.433333333333334)","(31.0, 370.0, 67.6)","(8.0, 15.0, 9.45)","(1.6, 1.94, 1.7738461538461539)"
16-12-2022 12:26:43.437128,"(3.9, 8.2, 5.333333333333333)","(15.0, 40.0, 18.4)","(41.0, 490.0, 90.4)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 8.433333333333334)","(31.0, 370.0, 67.6)","(8.0, 15.0, 9.45)","(1.6, 1.94, 1.7738461538461539)"
16-12-2022 12:26:44.432506,"(3.9, 8.2, 5.333333333333333)","(15.0, 40.0, 18.4)","(41.0, 490.0, 90.4)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 8.433333333333334)","(31.0, 370.0, 67.6)","(8.0, 15.0, 9.45)","(1.6, 1.94, 1.7738461538461539)"
16-12-2022 12:26:45.463297,"(3.9, 8.2, 5.333333333333333)","(15.0, 40.0, 18.4)","(41.0, 490.0, 90.4)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 8.433333333333334)","(31.0, 370.0, 67.6)","(8.0, 15.0, 9.45)","(1.6, 1.94, 1.7738461538461539)"
16-12-2022 12:26:46.504262,"(3.9, 8.2, 5.333333333333333)","(15.0, 40.0, 18.4)","(41.0, 490.0, 90.4)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 8.433333333333334)","(31.0, 370.0, 67.6)","(8.0, 15.0, 9.45)","(1.6, 1.94, 1.7738461538461539)"
16-12-2022 12:26:47.533305,"(3.9, 8.2, 5.333333333333333)","(15.0, 40.0, 18.4)","(41.0, 490.0, 90.4)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 8.433333333333334)","(31.0, 370.0, 67.6)","(8.0, 15.0, 9.45)","(1.6, 1.94, 1.7738461538461539)"
16-12-2022 12:26:48.532954,"(3.9, 8.2, 5.333333333333333)","(15.0, 40.0, 18.4)","(41.0, 490.0, 90.4)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 8.433333333333334)","(31.0, 370.0, 67.6)","(8.0, 15.0, 9.45)","(1.6, 1.94, 1.7738461538461539)"
16-12-2022 12:26:49.547348,"(3.9, 8.2, 5.333333333333333)","(15.0, 40.0, 18.4)","(41.0, 490.0, 90.4)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 8.433333333333334)","(31.0, 370.0, 67.6)","(8.0, 15.0, 9.45)","(1.6, 1.94, 1.7738461538461539)"
16-12-2022 12:26:50.513951,"(3.9, 8.2, 5.333333333333333)","(15.0, 40.0, 18.4)","(41.0, 490.0, 90.4)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 8.433333333333334)","(31.0, 370.0, 67.6)","(8.0, 15.0, 9.45)","(1.6, 1.94, 1.7738461538461539)"
16-12-2022 12:26:51.471159,"(3.9, 8.2, 5.333333333333333)","(15.0, 40.0, 18.4)","(41.0, 490.0, 90.4)","(81.0, 1000.0, 584.4444444444445)","(5.5, 12.0, 6.3307692307692305)","(31.0, 370.0, 95.0909090909091)","(8.0, 15.0, 9.45)","(1.6, 1.94, 1.7738461538461539)"
16-12-2022 12:26:52.433607,"(3.9, 8.2, 5.333333333333333)","(15.0, 40.0, 18.4)","(41.0, 490.0, 90.4)","(81.0, 1000.0, 584.4444444444445)","(5.5, 12.0, 9.433333333333334)","(31.0, 370.0, 95.0909090909091)","(8.0, 15.0, 9.45)","(1.6, 1.94, 1.7738461538461539)"
16-12-2022 12:26:53.438028,"(3.9, 8.2, 5.333333333333333)","(15.0, 40.0, 18.4)","(41.0, 490.0, 90.4)","(81.0, 1000.0, 584.4444444444445)","(5.5, 11.5, 9.433333333333334)","(31.0, 370.0, 95.0909090909091)","(8.0, 15.0, 9.45)","(1.6, 1.94, 1.7738461538461539)"
16-12-2022 12:26:54.448699,"(3.9, 8.2, 5.333333333333333)","(15.0, 40.0, 18.4)","(41.0, 490.0, 90.4)","(81.0, 1000.0, 584.4444444444445)","(5.5, 11.5, 9.433333333333334)","(31.0, 370.0, 95.0909090909091)","(8.0, 15.0, 9.45)","(1.6, 1.94, 1.7738461538461539)"
16-12-2022 12:26:55.486207,"(3.9, 8.2, 5.333333333333333)","(15.0, 40.0, 18.4)","(41.0, 490.0, 90.4)","(81.0, 1000.0, 584.4444444444445)","(5.5, 11.5, 9.433333333333334)","(31.0, 370.0, 95.0909090909091)","(8.0, 15.0, 9.45)","(1.6, 1.94, 1.7738461538461539)"
16-12-2022 12:26:56.492942,"(3.9, 8.2, 5.333333333333333)","(15.0, 40.0, 18.4)","(41.0, 490.0, 90.4)","(81.0, 1000.0, 584.4444444444445)","(5.5, 11.5, 9.433333333333334)","(31.0, 370.0, 154.0)","(8.0, 15.0, 9.45)","(1.6, 1.94, 1.7738461538461539)"
16-12-2022 12:26:57.486953,"(3.9, 8.2, 5.333333333333333)","(15.0, 40.0, 18.4)","(41.0, 490.0, 90.4)","(81.0, 1000.0, 584.4444444444445)","(5.5, 11.5, 9.433333333333334)","(31.0, 370.0, 154.0)","(8.0, 15.0, 9.45)","(1.6, 1.94, 1.7738461538461539)"
16-12-2022 12:26:58.466641,"(3.9, 8.2, 5.333333333333333)","(15.0, 40.0, 18.4)","(41.0, 490.0, 90.4)","(81.0, 1000.0, 584.4444444444445)","(5.5, 11.5, 9.433333333333334)","(31.0, 370.0, 154.0)","(8.0, 15.0, 9.45)","(1.6, 1.94, 1.7738461538461539)"
16-12-2022 12:26:59.424017,"(3.9, 8.2, 5.333333333333333)","(15.0, 40.0, 18.4)","(41.0, 490.0, 90.4)","(81.0, 1000.0, 584.4444444444445)","(5.5, 11.5, 9.433333333333334)","(31.0, 370.0, 154.0)","(8.0, 15.0, 9.45)","(1.6, 1.94, 1.7738461538461539)"
16-12-2022 12:27:00.377352,"(3.9, 8.2, 5.333333333333333)","(15.0, 40.0, 18.4)","(41.0, 490.0, 90.4)","(81.0, 1000.0, 584.4444444444445)","(5.5, 11.5, 9.433333333333334)","(31.0, 370.0, 154.0)","(8.0, 15.0, 9.45)","(1.6, 1.94, 1.7738461538461539)"
