,Emerley Bruce,Allinga Chloe,Allinga Lily,Loving The Cash,Paramount State,Correlate,Dark Compass,Queen Of Scotch
16-12-2022 12:24:05.195923,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 6.553333333333333)","(31.0, 370.0, 165.4)","(8.0, 15.5, 7.887499999999999)","(1.6, 2.14, 1.7478260869565216)"
16-12-2022 12:24:06.244572,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 6.553333333333333)","(31.0, 370.0, 165.4)","(8.0, 15.5, 7.887499999999999)","(1.6, 2.14, 1.7478260869565216)"
16-12-2022 12:24:07.333930,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 6.553333333333333)","(31.0, 370.0, 165.4)","(8.0, 15.5, 7.887499999999999)","(1.6, 2.14, 1.7478260869565216)"
16-12-2022 12:24:08.425369,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 6.553333333333333)","(31.0, 370.0, 165.4)","(8.0, 15.5, 11.44)","(1.6, 2.14, 1.7478260869565216)"
16-12-2022 12:24:09.498298,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 6.553333333333333)","(31.0, 370.0, 165.4)","(8.0, 15.5, 12.266666666666666)","(1.6, 2.14, 1.7478260869565216)"
16-12-2022 12:24:10.577407,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 6.553333333333333)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.266666666666666)","(1.6, 2.14, 1.7478260869565216)"
16-12-2022 12:24:11.613795,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 6.385714285714286)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.266666666666666)","(1.6, 2.14, 1.7478260869565216)"
16-12-2022 12:24:12.612967,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 6.385714285714286)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.14, 1.7478260869565216)"
16-12-2022 12:24:13.668247,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 6.071428571428571)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.14, 1.7478260869565216)"
16-12-2022 12:24:14.698932,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 6.071428571428571)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.14, 1.7478260869565216)"
16-12-2022 12:24:15.799385,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 6.228571428571429)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.14, 1.7478260869565216)"
16-12-2022 12:24:16.947952,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 6.228571428571429)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.14, 1.7478260869565216)"
16-12-2022 12:24:18.085789,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 7.708333333333334)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.14, 1.7478260869565216)"
16-12-2022 12:24:19.209319,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 7.708333333333334)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.14, 1.7478260869565216)"
16-12-2022 12:24:20.340997,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 6.406666666666666)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.14, 1.7478260869565216)"
16-12-2022 12:24:21.506507,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.0, 6.335714285714285)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.14, 1.7478260869565216)"
16-12-2022 12:24:22.590200,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.5, 6.335714285714285)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.14, 1.7733333333333334)"
16-12-2022 12:24:23.654389,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.5, 6.335714285714285)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.12, 1.7733333333333334)"
16-12-2022 12:24:24.694638,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.5, 6.178571428571429)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.12, 1.7733333333333334)"
16-12-2022 12:24:25.731119,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.5, 6.178571428571429)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.12, 1.7733333333333334)"
16-12-2022 12:24:26.809146,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.5, 6.335714285714285)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.12, 1.7733333333333334)"
16-12-2022 12:24:27.887788,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.5, 6.335714285714285)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.12, 1.7733333333333334)"
16-12-2022 12:24:28.987012,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.5, 6.178571428571429)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.12, 1.7733333333333334)"
16-12-2022 12:24:30.153478,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.5, 6.178571428571429)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.12, 1.7733333333333334)"
16-12-2022 12:24:31.349878,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.5, 6.335714285714285)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.12, 1.7733333333333334)"
16-12-2022 12:24:32.667872,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.5, 6.335714285714285)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.12, 1.7733333333333334)"
16-12-2022 12:24:33.869626,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.5, 6.335714285714285)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.12, 1.7733333333333334)"
16-12-2022 12:24:35.004301,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.5, 6.178571428571429)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.12, 1.7452173913043478)"
16-12-2022 12:24:36.142925,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.5, 6.178571428571429)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.08, 1.7452173913043478)"
16-12-2022 12:24:37.273202,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.5, 6.335714285714285)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.08, 1.7452173913043478)"
16-12-2022 12:24:38.405618,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.5, 6.335714285714285)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.08, 1.7452173913043478)"
16-12-2022 12:24:39.579475,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.08, 1.7452173913043478)"
16-12-2022 12:24:40.737684,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 86.8)","(81.0, 1000.0, 584.4444444444445)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 165.4)","(8.0, 15.0, 12.333333333333332)","(1.6, 2.08, 1.7452173913043478)"
16-12-2022 12:24:41.966882,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 23.666666666666664)","(41.0, 490.0, 116.66666666666667)","(81.0, 1000.0, 8343.333333333334)","(5.5, 10.5, 6.54)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.0, 11.533333333333333)","(1.6, 2.08, 1.7452173913043478)"
16-12-2022 12:24:43.153229,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 6.335714285714285)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.08, 1.7452173913043478)"
16-12-2022 12:24:44.331459,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.08, 1.7452173913043478)"
16-12-2022 12:24:45.718256,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.08, 1.7452173913043478)"
16-12-2022 12:24:46.949763,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.08, 1.7452173913043478)"
16-12-2022 12:24:48.174600,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.08, 1.7452173913043478)"
16-12-2022 12:24:49.310106,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.08, 1.7452173913043478)"
16-12-2022 12:24:50.457183,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.08, 1.7452173913043478)"
16-12-2022 12:24:51.604241,"(3.9, 8.0, 4.723684210526316)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.08, 1.7452173913043478)"
16-12-2022 12:24:52.724981,"(3.9, 7.8, 7.01)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.08, 1.7452173913043478)"
16-12-2022 12:24:53.876072,"(3.9, 7.8, 7.01)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.08, 1.7452173913043478)"
16-12-2022 12:24:54.990548,"(3.9, 7.8, 7.01)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.08, 1.7452173913043478)"
16-12-2022 12:24:56.101877,"(3.9, 7.8, 7.01)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.08, 1.7452173913043478)"
16-12-2022 12:24:57.227610,"(3.9, 7.8, 7.01)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.08, 1.7452173913043478)"
16-12-2022 12:24:58.455636,"(3.9, 7.8, 7.01)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.08, 1.7452173913043478)"
16-12-2022 12:24:59.684869,"(3.9, 7.8, 7.01)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.08, 1.7452173913043478)"
16-12-2022 12:25:00.837846,"(3.9, 7.8, 7.01)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.08, 1.7452173913043478)"
16-12-2022 12:25:01.912941,"(3.9, 7.8, 7.01)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.08, 1.7666666666666666)"
16-12-2022 12:25:03.034299,"(3.9, 7.8, 7.01)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.06, 2.0269333333333335)"
16-12-2022 12:25:04.133680,"(3.9, 7.8, 7.01)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.06, 2.0269333333333335)"
16-12-2022 12:25:05.266501,"(3.9, 7.8, 7.01)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.06, 2.0269333333333335)"
16-12-2022 12:25:06.365911,"(3.9, 7.8, 7.01)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.06, 2.0269333333333335)"
16-12-2022 12:25:07.455317,"(3.9, 7.8, 7.01)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.06, 2.0269333333333335)"
16-12-2022 12:25:08.516770,"(3.9, 7.8, 7.01)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.06, 2.0269333333333335)"
16-12-2022 12:25:09.629467,"(3.9, 7.8, 7.01)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.04, 2.0023376623376623)"
16-12-2022 12:25:10.801156,"(3.9, 7.8, 7.01)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.04, 2.0023376623376623)"
16-12-2022 12:25:11.983377,"(3.9, 7.8, 7.01)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.04, 2.0023376623376623)"
16-12-2022 12:25:13.279796,"(3.9, 7.8, 7.01)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.04, 2.0023376623376623)"
16-12-2022 12:25:14.588500,"(3.9, 7.8, 7.01)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.04, 2.0023376623376623)"
16-12-2022 12:25:15.774499,"(3.9, 7.8, 7.01)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.04, 2.0023376623376623)"
16-12-2022 12:25:16.845821,"(3.9, 8.4, 4.807894736842106)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.04, 2.0023376623376623)"
16-12-2022 12:25:17.927271,"(3.9, 8.4, 4.76)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.04, 2.0023376623376623)"
16-12-2022 12:25:18.954683,"(3.9, 8.4, 4.76)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 7.979166666666666)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 11.533333333333333)","(1.6, 2.04, 2.0023376623376623)"
16-12-2022 12:25:19.966902,"(3.9, 8.4, 4.76)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 10.107142857142858)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 8.2375)","(1.6, 2.04, 2.0023376623376623)"
16-12-2022 12:25:20.959785,"(3.9, 8.4, 4.76)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 10.5, 8.120000000000001)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 8.2375)","(1.6, 2.04, 2.0023376623376623)"
16-12-2022 12:25:22.000481,"(3.9, 8.4, 4.76)","(15.0, 40.0, 24.6875)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.2)","(1.6, 2.04, 2.0023376623376623)"
16-12-2022 12:25:23.061176,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.02)","(1.6, 2.04, 2.0023376623376623)"
16-12-2022 12:25:24.107221,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.04, 2.0023376623376623)"
16-12-2022 12:25:25.191573,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.04, 2.0023376623376623)"
16-12-2022 12:25:26.235973,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.04, 2.0023376623376623)"
16-12-2022 12:25:27.276087,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.04, 2.0023376623376623)"
16-12-2022 12:25:28.257848,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.04, 2.0023376623376623)"
16-12-2022 12:25:29.265406,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.04, 2.0023376623376623)"
16-12-2022 12:25:30.263407,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.04, 2.0023376623376623)"
16-12-2022 12:25:31.288577,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.04, 2.0023376623376623)"
16-12-2022 12:25:32.277380,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.04, 1.9912)"
16-12-2022 12:25:33.282839,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.02, 1.9912)"
16-12-2022 12:25:34.300369,"(3.9, 8.4, 4.76)","(15.0, 40.0, 26.38888888888889)","(41.0, 490.0, 116.66666666666667)","(81.0, 99998, 8343.333333333334)","(5.5, 11.0, 5.942857142857142)","(31.0, 370.0, 126.42857142857143)","(8.0, 15.5, 9.463636363636365)","(1.6, 2.02, 1.9912)"
