,Springfield Spirit,Khulan Kid,Sure Thing Captain,Our Boy Roy,Blue Shard,Borderline,Braeview Fella,Redbank Molly,Shez All Style
10-01-2023 14:50:31.688617,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 75.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:50:32.926605,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 75.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:50:34.189676,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 75.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:50:35.506459,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 75.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:50:36.787911,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 75.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:50:38.036753,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 75.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:50:39.314902,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 75.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:50:40.570103,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 75.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:50:41.804635,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 75.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:50:43.055622,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 75.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:50:44.368348,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 93.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:50:45.951035,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 93.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:50:47.395567,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 93.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:50:48.836217,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 93.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:50:50.226583,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 93.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:50:51.526316,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 93.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:50:52.784309,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 93.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:50:54.030412,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 93.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:50:55.306269,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 93.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:50:56.548331,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 95.6)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:50:57.790906,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 95.6)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:50:59.077897,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 95.6)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:51:00.350901,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 95.6)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:51:01.596086,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 95.6)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:51:02.854766,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 95.6)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:51:04.157654,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 95.6)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:51:05.400617,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 95.6)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:51:06.661100,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 95.6)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:51:07.900140,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 95.6)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:51:09.122189,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 95.6)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:51:10.378192,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 95.6)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:51:11.631008,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 95.6)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:51:12.903622,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 95.6)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:51:14.173959,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 95.6)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:51:15.452336,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 95.6)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:51:16.749199,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 95.6)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:51:18.000878,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 93.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:51:19.220189,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 93.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:51:20.418667,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 93.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:51:21.677057,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 93.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:51:22.947757,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.5671428571428572)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 14.5, 12.22)","(31.0, 110.0, 93.0)","(31.0, 95.0, 42.5)","(7.5, 12.0, 9.8)"
10-01-2023 14:51:24.324350,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.67, 1.637)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 14.5, 11.2)","(31.0, 110.0, 93.0)","(31.0, 95.0, 41.666666666666664)","(7.5, 12.0, 10.2)"
10-01-2023 14:51:25.678260,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.66, 1.637)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 93.0)","(31.0, 90.0, 49.66666666666667)","(7.5, 11.5, 10.2)"
10-01-2023 14:51:26.917601,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.66, 1.637)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 93.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.5, 10.2)"
10-01-2023 14:51:28.099247,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.66, 1.6099999999999999)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 93.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.5, 10.2)"
10-01-2023 14:51:29.199715,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.6099999999999999)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 93.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.5, 10.2)"
10-01-2023 14:51:30.445407,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.6099999999999999)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 74.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.5, 10.2)"
10-01-2023 14:51:31.702988,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.6099999999999999)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 74.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.5, 10.2)"
10-01-2023 14:51:32.968920,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5997142857142856)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 74.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.5, 10.2)"
10-01-2023 14:51:34.269629,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5736363636363635)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 74.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.5, 9.3)"
10-01-2023 14:51:35.487923,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5736363636363635)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 74.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.0, 9.3)"
10-01-2023 14:51:36.715615,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5736363636363635)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 74.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.0, 9.3)"
10-01-2023 14:51:37.997449,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5736363636363635)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 74.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.0, 9.3)"
10-01-2023 14:51:39.289061,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5736363636363635)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 74.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.0, 9.3)"
10-01-2023 14:51:40.708125,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5736363636363635)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 74.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.0, 9.3)"
10-01-2023 14:51:41.982970,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5736363636363635)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 74.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.0, 9.3)"
10-01-2023 14:51:43.215509,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5736363636363635)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 74.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.0, 9.3)"
10-01-2023 14:51:44.454300,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5736363636363635)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 74.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.0, 9.3)"
10-01-2023 14:51:45.605438,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5736363636363635)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 74.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.0, 9.3)"
10-01-2023 14:51:47.032001,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5736363636363635)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 74.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.0, 9.866666666666667)"
10-01-2023 14:51:48.414295,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5736363636363635)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 74.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.0, 9.933333333333334)"
10-01-2023 14:51:49.788982,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5736363636363635)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 74.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.0, 9.933333333333334)"
10-01-2023 14:51:51.294993,"(71.0, 190.0, 166.36363636363637)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5736363636363635)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 74.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.0, 9.933333333333334)"
10-01-2023 14:51:52.957333,"(71.0, 190.0, 106.66666666666666)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5736363636363635)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 96.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.0, 9.933333333333334)"
10-01-2023 14:51:54.300191,"(71.0, 190.0, 106.66666666666666)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5736363636363635)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 96.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.0, 9.933333333333334)"
10-01-2023 14:51:55.589156,"(71.0, 190.0, 106.66666666666666)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5736363636363635)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 96.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.0, 9.933333333333334)"
10-01-2023 14:51:56.872260,"(71.0, 190.0, 106.66666666666666)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5736363636363635)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 96.0)","(31.0, 85.0, 49.66666666666667)","(7.5, 11.0, 9.933333333333334)"
10-01-2023 14:51:58.103492,"(71.0, 190.0, 106.66666666666666)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5736363636363635)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 96.0)","(31.0, 85.0, 69.85714285714286)","(7.5, 11.0, 10.085714285714285)"
10-01-2023 14:51:59.382697,"(71.0, 190.0, 106.66666666666666)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5736363636363635)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 46.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 96.0)","(31.0, 85.0, 69.85714285714286)","(7.5, 11.0, 10.085714285714285)"
10-01-2023 14:52:00.660775,"(71.0, 190.0, 106.66666666666666)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5736363636363635)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 96.0)","(31.0, 85.0, 69.85714285714286)","(7.5, 11.0, 10.085714285714285)"
10-01-2023 14:52:01.918864,"(71.0, 190.0, 106.66666666666666)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5736363636363635)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 96.0)","(31.0, 85.0, 69.85714285714286)","(7.5, 11.0, 10.085714285714285)"
10-01-2023 14:52:03.083126,"(71.0, 190.0, 106.66666666666666)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.65, 1.5736363636363635)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 96.0)","(31.0, 85.0, 69.85714285714286)","(7.5, 11.0, 9.133333333333333)"
10-01-2023 14:52:04.296811,"(71.0, 190.0, 106.66666666666666)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.64, 1.5051162790697674)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 75.0)","(31.0, 85.0, 69.85714285714286)","(7.5, 11.0, 8.666666666666666)"
10-01-2023 14:52:05.562321,"(71.0, 190.0, 106.66666666666666)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.64, 1.5051162790697674)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 75.0)","(31.0, 85.0, 69.85714285714286)","(7.5, 11.0, 8.666666666666666)"
10-01-2023 14:52:06.870502,"(71.0, 190.0, 106.66666666666666)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.64, 1.5051162790697674)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 75.0)","(31.0, 85.0, 69.85714285714286)","(7.5, 11.0, 8.666666666666666)"
10-01-2023 14:52:08.159306,"(71.0, 190.0, 106.66666666666666)","(8.0, 12.0, 10.666666666666666)","(1.3, 1.64, 1.5051162790697674)","(51.0, 150.0, 133.69230769230768)","(21.0, 55.0, 37.0)","(7.5, 12.0, 11.2)","(31.0, 110.0, 75.0)","(31.0, 85.0, 69.85714285714286)","(7.5, 11.0, 8.666666666666666)"
