,Real Cute,Good Grab,Tecoma Street,Yakutsk,Spirit Of Luck,Baba Vanga,Hedonie,Heros Trinket,Lively Lass,Say Goodbye,Angels Voice
12-01-2023 14:22:12.622041,"(15.0, 21.0, 20.333333333333332)","(4.6, 7.0, 6.8933333333333335)","(21.0, 36.0, 32.0)","(4.0, 4.6, 4.486666666666666)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1879310344827587)","(4.4, 6.8, 6.729411764705882)","(26.0, 60.0, 54.23076923076923)","(51.0, 120.0, 84.28571428571429)","(20.0, 25.0, 23.615384615384617)"
12-01-2023 14:22:14.445853,"(15.0, 21.0, 20.333333333333332)","(4.6, 7.0, 7.2)","(21.0, 36.0, 32.0)","(4.0, 4.6, 4.486666666666666)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.161111111111111)","(4.4, 6.8, 6.786666666666666)","(26.0, 55.0, 54.23076923076923)","(51.0, 120.0, 84.28571428571429)","(20.0, 25.0, 23.615384615384617)"
12-01-2023 14:22:16.064016,"(15.0, 21.0, 20.333333333333332)","(4.6, 7.4, 8.106666666666666)","(21.0, 36.0, 32.0)","(4.0, 4.6, 4.462162162162162)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.153030303030303)","(4.4, 7.0, 6.786666666666666)","(26.0, 55.0, 54.23076923076923)","(51.0, 120.0, 84.28571428571429)","(20.0, 25.0, 23.615384615384617)"
12-01-2023 14:22:17.679522,"(15.0, 21.0, 20.333333333333332)","(4.6, 8.2, 7.9529411764705875)","(21.0, 36.0, 32.0)","(4.0, 4.6, 4.462162162162162)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.153030303030303)","(4.4, 7.0, 6.786666666666666)","(26.0, 55.0, 54.23076923076923)","(51.0, 120.0, 84.28571428571429)","(20.0, 25.0, 23.615384615384617)"
12-01-2023 14:22:19.278991,"(15.0, 21.0, 19.75)","(4.6, 8.2, 7.75)","(21.0, 36.0, 32.0)","(4.0, 4.6, 4.462162162162162)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.153030303030303)","(4.4, 7.0, 6.786666666666666)","(26.0, 55.0, 54.23076923076923)","(51.0, 120.0, 84.28571428571429)","(20.0, 25.0, 23.615384615384617)"
12-01-2023 14:22:21.288352,"(15.0, 21.0, 20.333333333333332)","(4.6, 8.2, 7.75)","(21.0, 36.0, 32.0)","(4.0, 4.6, 4.462162162162162)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.153030303030303)","(4.4, 7.0, 6.786666666666666)","(26.0, 65.0, 63.75)","(51.0, 120.0, 84.28571428571429)","(20.0, 25.0, 23.615384615384617)"
12-01-2023 14:22:23.138245,"(15.0, 21.0, 19.75)","(4.6, 8.2, 7.625)","(21.0, 36.0, 32.0)","(4.0, 4.6, 4.462162162162162)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1444444444444444)","(4.4, 7.0, 6.786666666666666)","(26.0, 65.0, 56.470588235294116)","(51.0, 120.0, 84.28571428571429)","(20.0, 25.0, 23.615384615384617)"
12-01-2023 14:22:24.901595,"(15.0, 21.0, 19.75)","(4.6, 8.0, 7.625)","(21.0, 36.0, 32.0)","(4.0, 4.6, 4.462162162162162)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1444444444444444)","(4.4, 7.0, 6.786666666666666)","(26.0, 60.0, 56.470588235294116)","(51.0, 120.0, 84.28571428571429)","(20.0, 25.0, 23.615384615384617)"
12-01-2023 14:22:26.515554,"(15.0, 21.0, 19.5)","(4.6, 8.0, 7.823529411764706)","(21.0, 36.0, 32.0)","(4.0, 4.6, 4.462162162162162)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1444444444444444)","(4.4, 7.0, 6.786666666666666)","(26.0, 55.0, 54.23076923076923)","(51.0, 120.0, 84.28571428571429)","(20.0, 25.0, 23.615384615384617)"
12-01-2023 14:22:28.339536,"(15.0, 20.0, 19.5)","(4.6, 8.0, 7.823529411764706)","(21.0, 36.0, 32.0)","(4.0, 4.6, 4.462162162162162)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1444444444444444)","(4.4, 7.0, 6.786666666666666)","(26.0, 55.0, 54.23076923076923)","(51.0, 120.0, 103.33333333333334)","(20.0, 25.0, 23.615384615384617)"
12-01-2023 14:22:30.054790,"(15.0, 20.0, 19.75)","(4.6, 8.0, 7.823529411764706)","(21.0, 36.0, 32.0)","(4.0, 4.6, 4.462162162162162)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1444444444444444)","(4.4, 7.0, 6.786666666666666)","(26.0, 55.0, 54.23076923076923)","(51.0, 120.0, 103.33333333333334)","(20.0, 25.0, 23.615384615384617)"
12-01-2023 14:22:31.867604,"(15.0, 21.0, 20.333333333333332)","(4.6, 8.0, 7.823529411764706)","(21.0, 36.0, 32.0)","(4.0, 4.6, 4.462162162162162)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1444444444444444)","(4.4, 7.0, 6.786666666666666)","(26.0, 55.0, 63.75)","(51.0, 120.0, 103.33333333333334)","(20.0, 25.0, 23.615384615384617)"
12-01-2023 14:22:33.873114,"(15.0, 21.0, 20.333333333333332)","(4.6, 8.0, 7.823529411764706)","(21.0, 36.0, 30.857142857142858)","(4.0, 4.6, 4.462162162162162)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1444444444444444)","(4.4, 7.0, 6.786666666666666)","(26.0, 65.0, 63.75)","(51.0, 120.0, 103.33333333333334)","(20.0, 25.0, 23.615384615384617)"
12-01-2023 14:22:35.776621,"(15.0, 21.0, 20.642857142857142)","(4.6, 8.0, 7.823529411764706)","(21.0, 36.0, 30.857142857142858)","(4.0, 4.6, 4.462162162162162)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1444444444444444)","(4.4, 7.0, 6.786666666666666)","(26.0, 65.0, 58.46153846153846)","(51.0, 120.0, 103.33333333333334)","(20.0, 25.0, 23.615384615384617)"
12-01-2023 14:22:37.627272,"(15.0, 21.0, 20.333333333333332)","(4.6, 8.0, 7.823529411764706)","(21.0, 36.0, 30.857142857142858)","(4.0, 4.6, 4.462162162162162)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1444444444444444)","(4.4, 7.0, 6.786666666666666)","(26.0, 60.0, 54.23076923076923)","(51.0, 120.0, 103.33333333333334)","(20.0, 25.0, 23.615384615384617)"
12-01-2023 14:22:39.495100,"(15.0, 21.0, 20.333333333333332)","(4.6, 8.0, 7.823529411764706)","(21.0, 36.0, 30.857142857142858)","(4.0, 4.6, 4.462162162162162)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1444444444444444)","(4.4, 7.0, 6.786666666666666)","(26.0, 55.0, 54.23076923076923)","(51.0, 120.0, 103.33333333333334)","(20.0, 25.0, 23.615384615384617)"
12-01-2023 14:22:41.582278,"(15.0, 21.0, 20.333333333333332)","(4.6, 8.0, 7.823529411764706)","(21.0, 36.0, 30.857142857142858)","(4.0, 4.6, 4.462162162162162)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1444444444444444)","(4.4, 7.0, 6.786666666666666)","(26.0, 55.0, 54.23076923076923)","(51.0, 120.0, 103.33333333333334)","(20.0, 25.0, 23.615384615384617)"
12-01-2023 14:22:43.263190,"(15.0, 21.0, 20.333333333333332)","(4.6, 8.0, 7.823529411764706)","(21.0, 36.0, 30.857142857142858)","(4.0, 4.6, 4.462162162162162)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1444444444444444)","(4.4, 7.0, 6.786666666666666)","(26.0, 55.0, 54.23076923076923)","(51.0, 120.0, 103.33333333333334)","(20.0, 25.0, 23.615384615384617)"
12-01-2023 14:22:45.116002,"(15.0, 21.0, 20.333333333333332)","(4.6, 8.0, 7.785714285714286)","(21.0, 36.0, 30.857142857142858)","(4.0, 4.6, 4.462162162162162)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1444444444444444)","(4.4, 7.0, 6.786666666666666)","(26.0, 55.0, 63.75)","(51.0, 120.0, 103.33333333333334)","(20.0, 25.0, 23.615384615384617)"
12-01-2023 14:22:46.917365,"(15.0, 21.0, 20.333333333333332)","(4.6, 8.0, 7.823529411764706)","(21.0, 36.0, 30.857142857142858)","(4.0, 4.6, 4.462162162162162)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1444444444444444)","(4.4, 7.0, 6.786666666666666)","(26.0, 65.0, 58.46153846153846)","(51.0, 120.0, 103.33333333333334)","(20.0, 25.0, 23.615384615384617)"
12-01-2023 14:22:48.668150,"(15.0, 21.0, 20.642857142857142)","(4.6, 8.0, 7.785714285714286)","(21.0, 36.0, 31.333333333333332)","(4.0, 4.6, 4.585714285714285)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1444444444444444)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 58.46153846153846)","(51.0, 120.0, 103.33333333333334)","(20.0, 26.0, 24.5)"
12-01-2023 14:22:50.380103,"(15.0, 21.0, 20.333333333333332)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.585714285714285)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1444444444444444)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 54.23076923076923)","(51.0, 120.0, 103.33333333333334)","(20.0, 26.0, 24.5)"
12-01-2023 14:22:51.911759,"(15.0, 21.0, 20.333333333333332)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.585714285714285)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1444444444444444)","(4.4, 7.0, 6.663157894736842)","(26.0, 55.0, 54.166666666666664)","(51.0, 120.0, 103.33333333333334)","(20.0, 26.0, 24.5)"
12-01-2023 14:22:53.544407,"(15.0, 21.0, 20.333333333333332)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.585714285714285)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1444444444444444)","(4.4, 7.0, 6.663157894736842)","(26.0, 55.0, 54.166666666666664)","(51.0, 120.0, 103.33333333333334)","(20.0, 26.0, 25.11111111111111)"
12-01-2023 14:22:55.271348,"(15.0, 21.0, 20.642857142857142)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.585714285714285)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1444444444444444)","(4.4, 7.0, 6.663157894736842)","(26.0, 55.0, 63.75)","(51.0, 120.0, 103.33333333333334)","(20.0, 26.0, 24.5)"
12-01-2023 14:22:57.039861,"(15.0, 21.0, 20.642857142857142)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.585714285714285)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1444444444444444)","(4.4, 7.0, 6.663157894736842)","(26.0, 65.0, 63.75)","(51.0, 120.0, 103.33333333333334)","(20.0, 26.0, 24.5)"
12-01-2023 14:22:58.751558,"(15.0, 20.0, 19.5)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.585714285714285)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1444444444444444)","(4.4, 7.0, 6.663157894736842)","(26.0, 65.0, 57.333333333333336)","(51.0, 120.0, 95.0)","(20.0, 26.0, 24.5)"
12-01-2023 14:23:00.363906,"(15.0, 20.0, 19.5)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.54)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1410714285714287)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 95.0)","(20.0, 26.0, 24.333333333333332)"
12-01-2023 14:23:02.085388,"(15.0, 20.0, 19.6)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.54)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.2, 3.1410714285714287)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 95.0)","(20.0, 25.0, 24.333333333333332)"
12-01-2023 14:23:03.649679,"(15.0, 22.0, 20.0)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.54)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.2, 3.1476744186046512)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 103.33333333333334)","(20.0, 25.0, 24.333333333333332)"
12-01-2023 14:23:05.220188,"(15.0, 22.0, 20.0)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.54)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1476744186046512)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 103.33333333333334)","(20.0, 25.0, 24.7)"
12-01-2023 14:23:06.836162,"(15.0, 21.0, 20.0)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.54)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.14)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 103.33333333333334)","(20.0, 25.0, 24.7)"
12-01-2023 14:23:08.491788,"(15.0, 21.0, 20.0)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.54)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.2, 3.14)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 103.33333333333334)","(20.0, 25.0, 24.7)"
12-01-2023 14:23:10.193427,"(15.0, 21.0, 20.0)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.493548387096774)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.2, 3.14)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 92.22222222222223)","(20.0, 25.0, 24.7)"
12-01-2023 14:23:11.844760,"(15.0, 22.0, 21.5)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.493548387096774)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.2, 3.14)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 92.22222222222223)","(20.0, 25.0, 24.7)"
12-01-2023 14:23:13.528132,"(15.0, 22.0, 20.375)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.493548387096774)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.2, 3.14)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 92.22222222222223)","(20.0, 25.0, 24.7)"
12-01-2023 14:23:15.096625,"(15.0, 21.0, 19.75)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.493548387096774)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.2, 3.14)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 92.22222222222223)","(20.0, 25.0, 24.7)"
12-01-2023 14:23:16.657920,"(15.0, 21.0, 19.75)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.493548387096774)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.2, 3.14)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 92.22222222222223)","(20.0, 25.0, 24.7)"
12-01-2023 14:23:18.160268,"(15.0, 21.0, 20.0)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 34.0)","(4.0, 4.6, 4.493548387096774)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.2, 3.167948717948718)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 92.22222222222223)","(20.0, 25.0, 24.7)"
12-01-2023 14:23:19.715755,"(15.0, 21.0, 20.0)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 34.0)","(4.0, 4.6, 4.493548387096774)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.15)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 92.22222222222223)","(20.0, 25.0, 24.625)"
12-01-2023 14:23:21.302339,"(15.0, 21.0, 19.625)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 34.0)","(4.0, 4.6, 4.493548387096774)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1378048780487804)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 92.22222222222223)","(20.0, 25.0, 24.625)"
12-01-2023 14:23:23.009303,"(15.0, 20.0, 19.625)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 34.0)","(4.0, 4.6, 4.493548387096774)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1378048780487804)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 92.22222222222223)","(20.0, 25.0, 24.625)"
12-01-2023 14:23:24.792638,"(15.0, 20.0, 19.625)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 34.0)","(4.0, 4.6, 4.493548387096774)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1378048780487804)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 92.22222222222223)","(20.0, 25.0, 24.625)"
12-01-2023 14:23:26.651457,"(15.0, 22.0, 21.5)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 34.0)","(4.0, 4.6, 4.493548387096774)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1716216216216213)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 92.22222222222223)","(20.0, 25.0, 24.625)"
12-01-2023 14:23:28.462910,"(15.0, 22.0, 21.5)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.493548387096774)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.3, 3.166279069767442)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 92.22222222222223)","(20.0, 25.0, 24.625)"
12-01-2023 14:23:30.210942,"(15.0, 22.0, 19.571428571428573)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.493548387096774)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.3, 3.1849999999999996)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 92.22222222222223)","(20.0, 25.0, 24.625)"
12-01-2023 14:23:31.971850,"(15.0, 21.0, 19.571428571428573)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.493548387096774)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.3, 3.1849999999999996)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 92.22222222222223)","(20.0, 25.0, 24.625)"
12-01-2023 14:23:33.527706,"(15.0, 21.0, 20.0)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.493548387096774)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.3, 3.1849999999999996)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:23:35.151431,"(15.0, 21.0, 20.0)","(4.6, 8.0, 7.785714285714286)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.493548387096774)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.3, 3.1849999999999996)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:23:36.797851,"(15.0, 21.0, 19.625)","(4.6, 8.0, 7.904)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.493548387096774)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.3, 3.1849999999999996)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:23:38.475436,"(15.0, 20.0, 19.625)","(4.6, 8.0, 7.904)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.493548387096774)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.3, 3.1849999999999996)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:23:40.112555,"(15.0, 20.0, 19.5)","(4.6, 8.0, 7.904)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.493548387096774)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.3, 3.1849999999999996)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:23:41.727821,"(15.0, 20.0, 19.625)","(4.6, 8.0, 7.904)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.493548387096774)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.3, 3.1849999999999996)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:23:43.384691,"(15.0, 20.0, 19.625)","(4.6, 8.0, 7.904)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.493548387096774)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.3, 3.1849999999999996)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:23:45.064722,"(15.0, 20.0, 19.625)","(4.6, 8.0, 7.904)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.493548387096774)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.3, 3.1849999999999996)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:23:46.566443,"(15.0, 20.0, 19.625)","(4.6, 8.0, 7.904)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.54)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.3, 3.1849999999999996)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:23:48.059135,"(15.0, 20.0, 19.625)","(4.6, 8.0, 7.904)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.54)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.3, 3.172222222222222)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:23:49.652316,"(15.0, 20.0, 19.884615384615383)","(4.6, 8.0, 7.904)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.54)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.3, 3.160869565217391)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:23:51.382708,"(15.0, 22.0, 21.73076923076923)","(4.6, 8.0, 7.904)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.54)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.3, 3.160869565217391)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:23:53.045386,"(15.0, 22.0, 20.0)","(4.6, 8.0, 7.904)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.54)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.3, 3.160869565217391)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:23:54.613414,"(15.0, 21.0, 20.0)","(4.6, 8.0, 7.904)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.54)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.3, 3.1968085106382977)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:23:56.216141,"(15.0, 21.0, 20.375)","(4.6, 8.0, 7.985714285714285)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.54)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.185)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:23:57.866974,"(15.0, 21.0, 20.375)","(4.6, 8.2, 7.985714285714285)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.54)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.185)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
