,Writing Unexpected,Insider Trader,Devil Racer,Summer In Siam,Hide Your Heart,Enduring Night,No Impediment,Super Vino,Star Mission,Tip Top Timing,Westgrove
08-01-2023 15:15:14.256278,"(41.0, 90.0, 75.33333333333333)","(26.0, 130.0, 94.75)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 94.66666666666666)","(10.0, 12.5, 11.966666666666667)","(12.0, 19.5, 16.9)","(3.9, 6.4, 5.953125)","(7.0, 9.4, 9.26)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:15.474339,"(41.0, 90.0, 75.33333333333333)","(26.0, 130.0, 106.5)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(12.0, 19.5, 16.9)","(3.9, 6.4, 5.953125)","(7.0, 9.4, 9.26)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:16.758723,"(41.0, 90.0, 75.33333333333333)","(26.0, 130.0, 106.5)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(12.0, 19.5, 18.85)","(3.9, 6.4, 5.8090909090909095)","(7.0, 9.4, 9.05)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:18.033817,"(41.0, 90.0, 75.33333333333333)","(26.0, 130.0, 106.5)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(12.0, 19.5, 18.85)","(3.9, 6.4, 5.8090909090909095)","(7.0, 9.4, 9.05)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:19.289763,"(41.0, 90.0, 75.33333333333333)","(26.0, 130.0, 106.5)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(12.0, 19.5, 18.85)","(3.9, 6.4, 5.8090909090909095)","(7.0, 9.4, 9.05)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:20.549735,"(41.0, 90.0, 75.33333333333333)","(26.0, 130.0, 106.5)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(12.0, 19.5, 21.526315789473685)","(3.9, 6.4, 5.8090909090909095)","(7.0, 9.4, 9.05)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:21.782863,"(41.0, 90.0, 75.33333333333333)","(26.0, 130.0, 106.5)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(12.0, 22.0, 21.526315789473685)","(3.9, 6.4, 5.8090909090909095)","(7.0, 9.4, 9.05)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:22.968522,"(41.0, 90.0, 75.33333333333333)","(26.0, 130.0, 106.5)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(12.0, 22.0, 21.526315789473685)","(3.9, 6.4, 5.8090909090909095)","(7.0, 9.4, 9.05)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:24.170000,"(41.0, 90.0, 75.33333333333333)","(26.0, 130.0, 106.5)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(12.0, 22.0, 21.526315789473685)","(3.9, 6.4, 5.8090909090909095)","(7.0, 9.4, 9.05)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:25.437969,"(41.0, 90.0, 75.33333333333333)","(26.0, 130.0, 106.5)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(12.0, 22.0, 20.714285714285715)","(3.9, 6.4, 5.8090909090909095)","(7.0, 9.4, 9.05)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:26.731797,"(41.0, 90.0, 75.33333333333333)","(26.0, 130.0, 106.5)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(12.0, 22.0, 20.714285714285715)","(3.9, 6.4, 5.8090909090909095)","(7.0, 9.4, 9.05)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:27.996458,"(41.0, 90.0, 75.33333333333333)","(26.0, 130.0, 106.5)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(12.0, 22.0, 20.714285714285715)","(3.9, 6.4, 5.8090909090909095)","(7.0, 9.4, 9.05)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:29.274766,"(41.0, 90.0, 75.33333333333333)","(26.0, 130.0, 89.71428571428572)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(12.0, 22.0, 19.545454545454547)","(3.9, 6.4, 5.8090909090909095)","(7.0, 9.4, 9.05)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:30.507877,"(41.0, 90.0, 75.33333333333333)","(26.0, 130.0, 89.71428571428572)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(12.0, 21.0, 19.545454545454547)","(3.9, 6.4, 5.8090909090909095)","(7.0, 9.4, 8.64)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:31.732930,"(41.0, 90.0, 75.33333333333333)","(26.0, 130.0, 89.71428571428572)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(12.0, 21.0, 19.545454545454547)","(3.9, 6.4, 5.8090909090909095)","(7.0, 9.6, 8.581818181818182)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:32.947153,"(41.0, 90.0, 75.33333333333333)","(26.0, 130.0, 89.71428571428572)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(12.0, 21.0, 19.545454545454547)","(3.9, 6.4, 5.8090909090909095)","(7.0, 9.6, 8.581818181818182)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:34.195815,"(41.0, 90.0, 75.33333333333333)","(26.0, 130.0, 89.71428571428572)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(12.0, 21.0, 19.545454545454547)","(3.9, 6.4, 5.8090909090909095)","(7.0, 9.6, 8.581818181818182)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:35.447166,"(41.0, 90.0, 75.33333333333333)","(26.0, 130.0, 89.71428571428572)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(12.0, 21.0, 19.545454545454547)","(3.9, 6.4, 5.8090909090909095)","(7.0, 9.6, 8.581818181818182)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:36.705244,"(41.0, 90.0, 75.33333333333333)","(26.0, 130.0, 89.71428571428572)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(12.0, 21.0, 19.545454545454547)","(3.9, 6.4, 5.8090909090909095)","(7.0, 9.6, 8.931818181818182)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:37.985078,"(41.0, 90.0, 75.33333333333333)","(26.0, 130.0, 89.71428571428572)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(12.0, 21.0, 19.545454545454547)","(3.9, 6.4, 5.8090909090909095)","(7.0, 9.6, 8.931818181818182)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:39.234160,"(41.0, 90.0, 75.33333333333333)","(26.0, 130.0, 89.71428571428572)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(12.0, 21.0, 19.545454545454547)","(3.9, 6.4, 5.8090909090909095)","(7.0, 9.6, 8.931818181818182)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:40.558664,"(41.0, 90.0, 75.33333333333333)","(26.0, 130.0, 89.71428571428572)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(12.0, 21.0, 19.3)","(3.9, 6.4, 5.8090909090909095)","(7.0, 9.6, 8.931818181818182)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:41.904401,"(41.0, 90.0, 75.33333333333333)","(26.0, 130.0, 89.71428571428572)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(12.0, 20.0, 19.176470588235293)","(3.9, 6.4, 5.8090909090909095)","(7.0, 9.6, 8.931818181818182)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:43.381678,"(41.0, 90.0, 75.33333333333333)","(31.0, 130.0, 112.0)","(9.0, 11.0, 9.92)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(11.0, 20.0, 17.4)","(4.0, 6.4, 5.99375)","(7.0, 9.6, 9.065454545454545)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:44.831841,"(41.0, 90.0, 75.33333333333333)","(31.0, 130.0, 112.0)","(9.0, 11.0, 9.666666666666666)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(11.0, 20.0, 17.4)","(4.0, 6.4, 5.99375)","(7.0, 9.6, 9.065454545454545)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:46.111698,"(41.0, 90.0, 75.33333333333333)","(31.0, 130.0, 112.0)","(9.0, 12.0, 9.666666666666666)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(11.0, 20.0, 17.4)","(4.0, 6.4, 5.8090909090909095)","(7.0, 9.6, 8.681249999999999)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:47.416834,"(41.0, 90.0, 75.33333333333333)","(31.0, 130.0, 107.07142857142857)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(11.0, 20.0, 19.1875)","(4.0, 6.4, 5.868181818181818)","(7.0, 9.6, 9.08)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:48.690415,"(41.0, 90.0, 75.33333333333333)","(31.0, 130.0, 107.07142857142857)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(11.0, 20.0, 19.1875)","(4.0, 6.4, 5.868181818181818)","(7.0, 9.4, 9.08)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:49.940265,"(41.0, 90.0, 75.33333333333333)","(31.0, 130.0, 107.07142857142857)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(11.0, 20.0, 19.1875)","(4.0, 6.4, 5.868181818181818)","(7.0, 9.4, 9.08)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:51.200622,"(41.0, 90.0, 75.33333333333333)","(31.0, 130.0, 100.81818181818181)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(11.0, 20.0, 19.1875)","(4.0, 6.4, 5.868181818181818)","(7.0, 9.4, 9.08)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:52.429711,"(41.0, 90.0, 75.33333333333333)","(31.0, 130.0, 108.60000000000001)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(11.0, 20.0, 19.1875)","(4.0, 6.4, 5.628571428571429)","(7.0, 9.4, 9.08)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:53.663022,"(41.0, 90.0, 75.33333333333333)","(31.0, 130.0, 108.8)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 11.966666666666667)","(11.0, 20.0, 19.1875)","(4.0, 5.7, 5.628571428571429)","(7.0, 9.4, 9.08)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:54.892331,"(41.0, 90.0, 75.33333333333333)","(31.0, 130.0, 108.8)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 12.136363636363637)","(11.0, 20.0, 19.1875)","(4.0, 5.7, 5.628571428571429)","(7.0, 9.4, 9.08)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:56.178059,"(41.0, 90.0, 75.33333333333333)","(31.0, 130.0, 108.8)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 12.136363636363637)","(11.0, 20.0, 19.1875)","(4.0, 5.7, 5.628571428571429)","(7.0, 9.4, 9.08)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:57.466344,"(41.0, 90.0, 75.33333333333333)","(31.0, 130.0, 108.8)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 12.136363636363637)","(11.0, 20.0, 19.1875)","(4.0, 5.7, 5.592857142857143)","(7.0, 9.4, 9.08)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:58.699776,"(41.0, 90.0, 75.33333333333333)","(31.0, 130.0, 108.8)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 12.136363636363637)","(11.0, 20.0, 19.1875)","(4.0, 5.7, 5.592857142857143)","(7.0, 9.4, 9.08)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:15:59.998500,"(41.0, 90.0, 75.33333333333333)","(31.0, 130.0, 105.76923076923077)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 12.136363636363637)","(11.0, 20.0, 19.1875)","(4.0, 5.7, 5.592857142857143)","(7.0, 9.4, 9.08)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:01.230168,"(41.0, 90.0, 75.33333333333333)","(31.0, 130.0, 105.76923076923077)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 44.8)","(10.0, 12.5, 12.136363636363637)","(11.0, 20.0, 19.1875)","(4.0, 5.7, 5.592857142857143)","(7.0, 9.4, 9.08)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:02.417087,"(41.0, 90.0, 75.33333333333333)","(31.0, 130.0, 105.76923076923077)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 120.0, 54.0)","(10.0, 12.5, 12.136363636363637)","(11.0, 20.0, 16.75)","(4.0, 5.7, 5.592857142857143)","(7.0, 9.4, 9.08)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:03.617027,"(41.0, 90.0, 78.0)","(31.0, 130.0, 105.76923076923077)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 110.0, 54.0)","(10.0, 12.5, 12.136363636363637)","(11.0, 19.5, 16.75)","(4.0, 5.7, 5.592857142857143)","(7.0, 9.4, 9.08)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:04.807111,"(41.0, 90.0, 78.0)","(31.0, 130.0, 105.76923076923077)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 110.0, 54.0)","(10.0, 12.5, 12.136363636363637)","(11.0, 19.5, 16.75)","(4.0, 5.7, 5.592857142857143)","(7.0, 9.4, 9.08)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:06.035600,"(41.0, 90.0, 78.0)","(31.0, 130.0, 105.76923076923077)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 110.0, 54.0)","(10.0, 12.5, 12.136363636363637)","(11.0, 19.5, 16.75)","(4.0, 5.7, 5.873684210526316)","(7.0, 9.4, 8.985714285714286)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:07.245864,"(41.0, 90.0, 78.0)","(31.0, 130.0, 105.76923076923077)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 110.0, 54.0)","(10.0, 12.5, 12.136363636363637)","(11.0, 19.5, 16.75)","(4.0, 6.4, 5.873684210526316)","(7.0, 9.2, 8.985714285714286)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:08.470354,"(41.0, 90.0, 78.0)","(31.0, 130.0, 109.2)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 110.0, 54.0)","(10.0, 12.5, 12.136363636363637)","(11.0, 19.5, 16.75)","(4.0, 6.4, 5.926315789473684)","(7.0, 9.2, 8.985714285714286)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:09.692964,"(41.0, 90.0, 82.36363636363637)","(31.0, 130.0, 109.2)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 110.0, 54.0)","(10.0, 12.5, 12.136363636363637)","(11.0, 19.5, 16.75)","(4.0, 6.4, 5.868181818181818)","(7.0, 9.2, 8.985714285714286)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:10.851358,"(41.0, 90.0, 82.36363636363637)","(31.0, 130.0, 109.2)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 110.0, 50.66666666666667)","(10.0, 12.5, 12.233333333333334)","(11.0, 19.5, 18.59259259259259)","(4.0, 6.4, 6.02258064516129)","(7.0, 9.2, 8.674999999999999)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:11.999610,"(41.0, 90.0, 84.0)","(31.0, 130.0, 115.14285714285714)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 100.0, 50.66666666666667)","(10.0, 12.5, 12.233333333333334)","(11.0, 19.0, 18.59259259259259)","(4.0, 6.4, 6.02258064516129)","(7.0, 9.2, 8.674999999999999)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:13.132377,"(41.0, 90.0, 84.0)","(31.0, 130.0, 115.14285714285714)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 100.0, 50.66666666666667)","(10.0, 12.5, 12.233333333333334)","(11.0, 19.0, 18.59259259259259)","(4.0, 6.4, 6.02258064516129)","(7.0, 9.2, 8.674999999999999)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:14.305782,"(41.0, 90.0, 84.0)","(31.0, 130.0, 115.14285714285714)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 100.0, 50.66666666666667)","(10.0, 12.5, 12.233333333333334)","(11.0, 19.0, 18.59259259259259)","(4.0, 6.4, 6.02258064516129)","(7.0, 9.2, 8.674999999999999)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:15.482014,"(41.0, 90.0, 84.0)","(31.0, 130.0, 115.14285714285714)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 100.0, 50.66666666666667)","(10.0, 12.5, 12.233333333333334)","(11.0, 19.0, 18.59259259259259)","(4.0, 6.4, 6.02258064516129)","(7.0, 9.2, 8.674999999999999)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:16.665369,"(41.0, 90.0, 84.0)","(31.0, 130.0, 115.14285714285714)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 100.0, 50.66666666666667)","(10.0, 12.5, 12.233333333333334)","(11.0, 19.0, 18.59259259259259)","(4.0, 6.4, 6.02258064516129)","(7.0, 9.2, 8.674999999999999)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:17.827750,"(41.0, 90.0, 84.0)","(31.0, 130.0, 115.14285714285714)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 100.0, 50.66666666666667)","(10.0, 12.5, 12.233333333333334)","(11.0, 19.0, 18.59259259259259)","(4.0, 6.4, 6.02258064516129)","(7.0, 9.2, 8.674999999999999)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:19.017604,"(41.0, 90.0, 84.0)","(31.0, 130.0, 115.14285714285714)","(9.0, 12.0, 9.833333333333334)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 100.0, 50.66666666666667)","(10.0, 12.5, 12.233333333333334)","(11.0, 19.0, 18.59259259259259)","(4.0, 6.4, 5.927272727272727)","(7.0, 9.2, 8.674999999999999)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:20.164099,"(41.0, 90.0, 81.6)","(31.0, 130.0, 99.10000000000001)","(9.0, 12.0, 11.1875)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 100.0, 50.66666666666667)","(10.0, 12.5, 12.233333333333334)","(11.0, 19.0, 18.375)","(4.0, 6.4, 5.927272727272727)","(7.0, 9.2, 8.674999999999999)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:21.298487,"(41.0, 90.0, 74.0)","(31.0, 130.0, 99.10000000000001)","(9.0, 12.0, 11.1875)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 100.0, 50.66666666666667)","(10.0, 12.5, 12.233333333333334)","(11.0, 19.0, 18.375)","(4.0, 6.4, 5.927272727272727)","(7.0, 9.2, 8.719999999999999)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:22.501929,"(41.0, 90.0, 74.0)","(31.0, 130.0, 101.9090909090909)","(9.0, 12.0, 11.1875)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 100.0, 50.66666666666667)","(10.0, 12.5, 12.233333333333334)","(11.0, 19.0, 18.375)","(4.0, 6.4, 5.927272727272727)","(7.0, 9.2, 8.674999999999999)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:23.657126,"(41.0, 90.0, 74.0)","(31.0, 130.0, 101.9090909090909)","(9.0, 12.0, 10.555555555555555)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 100.0, 50.66666666666667)","(10.0, 12.5, 12.233333333333334)","(11.0, 19.0, 18.375)","(4.0, 6.4, 5.927272727272727)","(7.0, 9.2, 8.674999999999999)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:24.838164,"(41.0, 90.0, 74.0)","(31.0, 130.0, 101.9090909090909)","(9.0, 12.0, 10.857142857142858)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 100.0, 50.0)","(10.0, 12.5, 12.233333333333334)","(11.0, 19.0, 18.375)","(4.0, 6.4, 5.927272727272727)","(7.0, 9.2, 8.674999999999999)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:26.064723,"(41.0, 90.0, 74.0)","(31.0, 130.0, 101.9090909090909)","(9.0, 12.0, 10.857142857142858)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 100.0, 50.0)","(10.0, 12.5, 12.233333333333334)","(11.0, 19.0, 17.2)","(4.0, 6.4, 5.927272727272727)","(7.0, 9.2, 8.674999999999999)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:27.250533,"(41.0, 90.0, 74.0)","(31.0, 130.0, 106.23076923076923)","(9.0, 12.0, 10.857142857142858)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 100.0, 50.0)","(10.0, 12.5, 12.233333333333334)","(11.0, 19.0, 17.2)","(4.0, 6.4, 5.927272727272727)","(7.0, 9.2, 8.674999999999999)","(13.0, 27.0, 24.71153846153846)"
08-01-2023 15:16:28.439875,"(41.0, 90.0, 74.0)","(31.0, 130.0, 106.23076923076923)","(9.0, 12.0, 10.857142857142858)","(3.5, 4.0, 3.844444444444444)","(7.0, 8.2, 7.771428571428571)","(26.0, 100.0, 50.0)","(10.0, 12.5, 12.233333333333334)","(11.0, 19.0, 17.2)","(4.0, 6.4, 5.927272727272727)","(7.0, 9.2, 8.674999999999999)","(13.0, 27.0, 24.71153846153846)"
