,Lucky Jim,Agent Starling,Madrigal Nz,Certainlycallitin,As She Says,Mullum Doc,Dont Fear For Me,Jakki Mun,Major Rumble
05-01-2023 12:30:53.656739,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:30:54.794465,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:30:55.912041,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:30:57.038602,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:30:58.185473,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:30:59.417066,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:00.634038,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:01.827535,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:03.063031,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:04.296556,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:05.538882,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:06.780716,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:08.028738,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:09.295030,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:10.516013,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:11.702634,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:12.906865,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:14.083568,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:15.275965,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:16.472857,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:17.637147,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:18.789939,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:19.995754,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:21.153457,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:22.381174,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:23.594500,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:24.820626,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:26.063559,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:27.308864,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:28.529988,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:29.733616,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:30.883896,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:32.026086,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:33.174497,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:34.297268,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:35.395199,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:36.542213,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:37.746371,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:38.933085,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:40.121177,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:41.318564,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:42.520776,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:43.704015,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:44.899305,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:46.078600,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:47.245927,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:48.483840,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:49.636591,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:50.791102,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:51.955060,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:53.124059,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:54.262279,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:55.382039,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:56.476954,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:57.635059,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:31:58.834443,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:32:00.008821,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:32:01.188634,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:32:02.347559,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:32:03.489551,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:32:04.668156,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:32:05.792891,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:32:06.888910,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 111.77777777777777)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:32:08.000855,"(4.8, 8.6, 6.38)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 86.0)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 23.166666666666664)","(31.0, 130.0, 111.77777777777777)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:32:09.103348,"(4.8, 8.4, 6.066666666666667)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 109.5)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:32:10.156325,"(4.8, 8.4, 6.066666666666667)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:32:11.284795,"(4.8, 8.0, 5.933333333333334)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:32:12.432106,"(4.8, 8.0, 5.933333333333334)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:32:13.663199,"(4.8, 7.8, 5.866666666666667)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:32:14.873284,"(4.8, 7.8, 5.866666666666667)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:32:16.053637,"(4.8, 7.8, 5.866666666666667)","(61.0, 200.0, 165.71428571428572)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:32:17.266055,"(4.8, 7.8, 5.866666666666667)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:32:18.437103,"(4.8, 7.8, 5.866666666666667)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:32:19.622693,"(4.8, 7.8, 5.866666666666667)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:32:20.773990,"(4.8, 7.8, 5.866666666666667)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:32:21.984988,"(4.8, 7.8, 5.866666666666667)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:32:23.165635,"(4.8, 7.8, 5.866666666666667)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:32:24.304822,"(4.8, 7.8, 5.866666666666667)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
