,Natural Action,Avianna,My Names Stacey,Maximum Brooke,Thybulle Bale,Malo Magic
10-01-2023 16:07:24.141671,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.05)","(6.5, 7.6, 6.604878048780488)","(6.5, 13.0, 13.816666666666666)","(2.25, 2.56, 2.5442857142857145)"
10-01-2023 16:07:25.414350,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.05)","(6.5, 7.6, 6.604878048780488)","(6.5, 14.0, 13.16)","(2.25, 2.56, 2.5442857142857145)"
10-01-2023 16:07:26.592387,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.05)","(6.5, 7.6, 6.604878048780488)","(6.5, 14.0, 13.333333333333332)","(2.25, 2.56, 2.5442857142857145)"
10-01-2023 16:07:28.024119,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.125)","(6.5, 7.6, 6.604878048780488)","(6.5, 14.0, 13.333333333333332)","(2.25, 2.56, 2.5442857142857145)"
10-01-2023 16:07:29.145324,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.125)","(6.5, 7.6, 6.75)","(6.5, 14.0, 13.333333333333332)","(2.25, 2.56, 2.5442857142857145)"
10-01-2023 16:07:30.378368,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.125)","(6.5, 7.6, 6.604878048780488)","(6.5, 14.0, 13.818181818181818)","(2.25, 2.56, 2.5442857142857145)"
10-01-2023 16:07:31.546336,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.125)","(6.5, 7.6, 6.433333333333334)","(6.5, 14.0, 13.5)","(2.25, 2.56, 2.5442857142857145)"
10-01-2023 16:07:32.608790,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.125)","(6.5, 7.6, 6.9)","(6.5, 14.0, 13.842105263157894)","(2.25, 2.56, 2.5453333333333332)"
10-01-2023 16:07:33.677064,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.125)","(6.5, 7.4, 6.9)","(6.5, 14.0, 13.842105263157894)","(2.25, 2.56, 2.5453333333333332)"
10-01-2023 16:07:34.818374,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.125)","(6.5, 7.4, 6.9)","(6.5, 14.0, 13.842105263157894)","(2.25, 2.56, 2.5453333333333332)"
10-01-2023 16:07:35.908755,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.125)","(6.5, 7.4, 6.9)","(6.5, 14.0, 13.842105263157894)","(2.25, 2.56, 2.5453333333333332)"
10-01-2023 16:07:37.038986,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.125)","(6.5, 7.4, 6.9)","(6.5, 14.0, 13.608695652173914)","(2.25, 2.56, 2.5453333333333332)"
10-01-2023 16:07:38.090011,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.0, 9.85)","(3.2, 4.5, 4.125)","(6.5, 7.4, 6.9)","(6.5, 15.0, 13.608695652173914)","(2.25, 2.56, 2.5453333333333332)"
10-01-2023 16:07:39.199821,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.0, 9.299999999999999)","(3.2, 4.5, 4.125)","(6.5, 7.4, 6.9)","(6.5, 14.5, 13.5)","(2.25, 2.56, 2.5453333333333332)"
10-01-2023 16:07:40.358611,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.0, 9.299999999999999)","(3.2, 4.5, 4.125)","(6.5, 7.4, 6.9)","(6.5, 14.5, 13.5)","(2.25, 2.56, 2.5453333333333332)"
10-01-2023 16:07:41.526822,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.0, 9.299999999999999)","(3.2, 4.5, 4.125)","(6.5, 7.4, 6.9)","(6.5, 14.5, 13.5)","(2.25, 2.56, 2.5453333333333332)"
10-01-2023 16:07:42.658323,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.0, 8.991999999999999)","(3.2, 4.5, 4.125)","(6.5, 7.4, 6.476923076923077)","(6.5, 14.5, 13.5)","(2.25, 2.56, 2.5453333333333332)"
10-01-2023 16:07:43.776705,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.0, 8.991999999999999)","(3.2, 4.5, 4.35)","(6.5, 7.4, 6.525)","(6.5, 14.5, 13.5)","(2.25, 2.56, 2.5453333333333332)"
10-01-2023 16:07:44.860768,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.0, 8.991999999999999)","(3.2, 4.5, 4.35)","(6.5, 7.4, 6.525)","(6.5, 14.5, 13.5)","(2.25, 2.56, 2.5453333333333332)"
10-01-2023 16:07:46.005014,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.0, 9.1875)","(3.2, 4.5, 4.35)","(6.5, 7.4, 6.525)","(6.5, 14.5, 13.5)","(2.25, 2.56, 2.46)"
10-01-2023 16:07:47.152892,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.1875)","(3.2, 4.5, 4.35)","(6.5, 7.4, 6.438461538461539)","(6.5, 14.5, 13.5)","(2.25, 2.56, 2.46)"
10-01-2023 16:07:48.243351,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.545454545454545)","(3.2, 4.5, 4.35)","(6.5, 7.4, 6.438461538461539)","(6.5, 14.5, 13.5)","(2.25, 2.56, 2.46)"
10-01-2023 16:07:49.296374,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.545454545454545)","(3.2, 4.5, 4.35)","(6.5, 7.4, 6.438461538461539)","(6.5, 14.5, 13.5)","(2.25, 2.56, 2.46)"
10-01-2023 16:07:50.407280,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.692307692307693)","(3.2, 4.5, 4.35)","(6.5, 7.4, 6.438461538461539)","(6.5, 14.5, 13.5)","(2.25, 2.56, 2.46)"
10-01-2023 16:07:51.507835,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.284210526315789)","(3.2, 4.5, 4.35)","(6.5, 7.4, 6.438461538461539)","(6.5, 14.5, 13.5)","(2.25, 2.56, 2.46)"
10-01-2023 16:07:52.625186,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.284210526315789)","(3.2, 4.5, 4.35)","(6.5, 7.4, 6.438461538461539)","(6.5, 14.5, 13.5)","(2.25, 2.56, 2.46)"
10-01-2023 16:07:53.712118,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.284210526315789)","(3.2, 4.5, 4.35)","(6.5, 7.4, 6.020689655172414)","(6.5, 14.5, 13.5)","(2.25, 2.56, 2.46)"
10-01-2023 16:07:54.782054,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.345)","(3.2, 4.5, 4.35)","(6.5, 7.4, 6.020689655172414)","(6.5, 14.5, 13.5)","(2.25, 2.56, 2.545714285714286)"
10-01-2023 16:07:55.915567,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.345)","(3.2, 4.5, 4.35)","(6.5, 7.4, 6.020689655172414)","(6.5, 14.5, 13.5)","(2.25, 2.56, 2.545714285714286)"
10-01-2023 16:07:57.249519,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.345)","(3.2, 4.5, 4.35)","(6.5, 7.4, 6.020689655172414)","(6.5, 14.5, 13.5)","(2.25, 2.56, 2.545714285714286)"
10-01-2023 16:07:58.590095,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.345)","(3.2, 4.5, 4.35)","(6.5, 7.4, 6.525)","(6.5, 14.5, 13.5)","(2.25, 2.56, 2.545714285714286)"
10-01-2023 16:07:59.795999,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.345)","(3.2, 4.5, 4.35)","(6.5, 7.4, 6.246153846153846)","(6.5, 14.5, 13.5)","(2.25, 2.56, 2.545714285714286)"
10-01-2023 16:08:01.021951,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.345)","(3.2, 4.5, 4.35)","(6.5, 7.4, 6.246153846153846)","(6.5, 14.5, 13.5)","(2.25, 2.56, 2.545714285714286)"
10-01-2023 16:08:02.153397,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.345)","(3.2, 4.5, 4.35)","(6.5, 7.4, 6.246153846153846)","(6.5, 14.5, 13.5)","(2.25, 2.56, 2.5085714285714285)"
10-01-2023 16:08:03.273726,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.345)","(3.2, 4.5, 4.35)","(6.5, 7.4, 6.246153846153846)","(6.5, 14.5, 13.5)","(2.25, 2.52, 2.5085714285714285)"
10-01-2023 16:08:04.370824,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.345)","(3.2, 4.5, 4.35)","(6.5, 7.4, 6.342857142857143)","(6.5, 14.5, 13.5)","(2.25, 2.52, 2.5085714285714285)"
10-01-2023 16:08:05.451336,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.345)","(3.2, 4.5, 4.35)","(6.5, 7.2, 6.342857142857143)","(6.5, 14.5, 13.5)","(2.25, 2.52, 2.5085714285714285)"
10-01-2023 16:08:06.616603,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.345)","(3.2, 4.5, 4.35)","(6.5, 7.2, 6.342857142857143)","(6.5, 14.5, 13.5)","(2.25, 2.52, 2.5085714285714285)"
10-01-2023 16:08:07.887176,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.345)","(3.2, 4.5, 4.35)","(6.5, 7.2, 6.241666666666667)","(6.5, 14.5, 13.5)","(2.25, 2.52, 2.5085714285714285)"
10-01-2023 16:08:09.460669,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.345)","(3.2, 4.5, 4.35)","(6.5, 7.2, 6.241666666666667)","(6.5, 14.5, 13.5)","(2.25, 2.52, 2.5085714285714285)"
10-01-2023 16:08:10.666165,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.45)","(3.2, 4.5, 4.333333333333333)","(6.5, 7.2, 6.276923076923077)","(6.5, 14.5, 12.785714285714285)","(2.25, 2.52, 2.4844444444444442)"
10-01-2023 16:08:11.934604,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.45)","(3.2, 4.5, 4.333333333333333)","(6.5, 7.2, 6.461538461538462)","(6.5, 14.5, 12.785714285714285)","(2.25, 2.52, 2.4844444444444442)"
10-01-2023 16:08:13.207090,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.45)","(3.2, 4.5, 4.333333333333333)","(6.5, 7.2, 6.461538461538462)","(6.5, 14.5, 12.785714285714285)","(2.25, 2.52, 2.4844444444444442)"
10-01-2023 16:08:14.331350,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.45)","(3.2, 4.5, 4.333333333333333)","(6.5, 7.2, 6.461538461538462)","(6.5, 14.5, 13.7)","(2.25, 2.52, 2.4844444444444442)"
10-01-2023 16:08:15.464289,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.45)","(3.2, 4.5, 4.333333333333333)","(6.5, 7.2, 6.3)","(6.5, 14.5, 13.7)","(2.25, 2.52, 2.4844444444444442)"
10-01-2023 16:08:16.544228,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.45)","(3.2, 4.5, 4.333333333333333)","(6.5, 7.2, 6.3)","(6.5, 14.5, 13.7)","(2.25, 2.52, 2.4844444444444442)"
10-01-2023 16:08:17.618565,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.45)","(3.2, 4.5, 4.333333333333333)","(6.5, 7.2, 6.3)","(6.5, 14.5, 13.7)","(2.25, 2.52, 2.4844444444444442)"
10-01-2023 16:08:19.074606,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.45)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.2, 6.442105263157895)","(6.5, 14.5, 13.333333333333334)","(2.25, 2.52, 2.4844444444444442)"
10-01-2023 16:08:20.200749,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.45)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.2, 6.270967741935484)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4844444444444442)"
10-01-2023 16:08:21.315534,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.45)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.2, 6.270967741935484)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4844444444444442)"
10-01-2023 16:08:22.506167,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.45)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.2, 6.270967741935484)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4844444444444442)"
10-01-2023 16:08:23.623474,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.45)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.2, 6.270967741935484)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4844444444444442)"
10-01-2023 16:08:24.794819,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.45)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.2, 6.270967741935484)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4844444444444442)"
10-01-2023 16:08:26.001834,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.45)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.2, 6.270967741935484)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4844444444444442)"
10-01-2023 16:08:27.168636,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.45)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.2, 6.270967741935484)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4844444444444442)"
10-01-2023 16:08:28.230769,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.45)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.2, 6.270967741935484)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.486315789473684)"
10-01-2023 16:08:29.271703,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.394736842105264)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.2, 6.270967741935484)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.486315789473684)"
10-01-2023 16:08:30.341611,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.394736842105264)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.2, 6.270967741935484)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.486315789473684)"
10-01-2023 16:08:31.411926,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.394736842105264)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.2, 6.583333333333333)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.51)"
10-01-2023 16:08:32.471815,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.655555555555555)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.583333333333333)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.51)"
10-01-2023 16:08:33.557950,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.583333333333333)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.51)"
10-01-2023 16:08:34.612035,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.583333333333333)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.51)"
10-01-2023 16:08:35.661966,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.28)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.51)"
10-01-2023 16:08:36.782899,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.28)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.51)"
10-01-2023 16:08:37.928224,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.28)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4457142857142857)"
10-01-2023 16:08:39.043506,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.28)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4457142857142857)"
10-01-2023 16:08:40.418238,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.28)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4457142857142857)"
10-01-2023 16:08:41.548687,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.28)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4457142857142857)"
10-01-2023 16:08:42.660989,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.28)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4457142857142857)"
10-01-2023 16:08:44.067543,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.28)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4457142857142857)"
10-01-2023 16:08:45.357182,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.28)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4457142857142857)"
10-01-2023 16:08:46.611755,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.217391304347826)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4457142857142857)"
10-01-2023 16:08:47.822848,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.217391304347826)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4457142857142857)"
10-01-2023 16:08:48.920454,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.208333333333333)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4457142857142857)"
10-01-2023 16:08:50.012726,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.5)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4457142857142857)"
10-01-2023 16:08:51.089450,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.24)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4457142857142857)"
10-01-2023 16:08:52.215396,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.24)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4457142857142857)"
10-01-2023 16:08:53.370328,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.24)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4457142857142857)"
10-01-2023 16:08:54.555640,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.24)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4457142857142857)"
10-01-2023 16:08:55.675980,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.24)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4457142857142857)"
10-01-2023 16:08:56.811877,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.366666666666666)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4457142857142857)"
10-01-2023 16:08:57.977402,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.366666666666666)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4457142857142857)"
10-01-2023 16:08:59.098273,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.366666666666666)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4482758620689653)"
10-01-2023 16:09:00.224880,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.235294117647059)","(6.5, 7.0, 6.366666666666666)","(6.5, 14.5, 13.441176470588236)","(2.25, 2.52, 2.4482758620689653)"
10-01-2023 16:09:01.380846,"(19.0, 38.0, 34.666666666666664)","(7.5, 10.5, 9.528571428571428)","(3.2, 4.5, 4.2)","(6.5, 7.0, 6.457142857142857)","(6.5, 14.5, 13.681818181818182)","(2.25, 2.52, 2.458823529411765)"
10-01-2023 16:09:02.519275,"(19.0, 36.0, 33.333333333333336)","(7.5, 10.5, 9.784210526315789)","(3.2, 4.4, 4.2)","(6.5, 7.0, 6.457142857142857)","(6.5, 14.5, 13.717391304347826)","(2.25, 2.52, 2.433333333333333)"
10-01-2023 16:09:04.224836,"(19.0, 36.0, 33.333333333333336)","(7.5, 10.5, 9.784210526315789)","(3.2, 4.4, 4.246153846153846)","(6.5, 7.0, 6.457142857142857)","(6.5, 14.5, 13.14516129032258)","(2.25, 2.52, 2.4085714285714284)"
10-01-2023 16:09:05.468621,"(19.0, 36.0, 33.333333333333336)","(7.5, 10.5, 9.784210526315789)","(3.2, 4.4, 4.246153846153846)","(6.5, 7.0, 6.321428571428571)","(6.5, 14.5, 13.14516129032258)","(2.25, 2.52, 2.413333333333333)"
10-01-2023 16:09:06.708303,"(19.0, 36.0, 33.333333333333336)","(7.5, 10.5, 9.82)","(3.2, 4.4, 4.177777777777778)","(6.5, 7.0, 6.173913043478261)","(6.5, 14.5, 13.14516129032258)","(2.25, 2.52, 2.456)"
10-01-2023 16:09:07.913300,"(19.0, 55.0, 51.14285714285714)","(7.5, 10.5, 9.82)","(3.2, 4.4, 4.177777777777778)","(6.5, 7.0, 6.173913043478261)","(6.5, 14.5, 13.14516129032258)","(2.25, 2.52, 2.472)"
10-01-2023 16:09:09.099222,"(19.0, 55.0, 42.72727272727273)","(7.5, 10.5, 9.82)","(3.2, 4.4, 4.246153846153846)","(6.5, 7.0, 6.321428571428571)","(6.5, 14.5, 13.14516129032258)","(2.25, 2.52, 2.472)"
10-01-2023 16:09:10.263911,"(19.0, 46.0, 37.0)","(7.5, 10.5, 9.82)","(3.2, 4.4, 4.177777777777778)","(6.5, 7.0, 6.173913043478261)","(6.5, 14.5, 13.14516129032258)","(2.25, 2.52, 2.4757894736842103)"
10-01-2023 16:09:11.470330,"(19.0, 44.0, 36.72727272727273)","(7.5, 10.5, 9.82)","(3.2, 4.4, 4.177777777777778)","(6.5, 7.0, 6.173913043478261)","(6.5, 14.5, 13.14516129032258)","(2.25, 2.52, 2.4757894736842103)"
10-01-2023 16:09:12.611114,"(19.0, 44.0, 36.72727272727273)","(7.5, 10.5, 9.82)","(3.2, 4.4, 4.246153846153846)","(6.5, 7.0, 6.321428571428571)","(6.5, 14.5, 13.14516129032258)","(2.25, 2.52, 2.4757894736842103)"
10-01-2023 16:09:13.672451,"(19.0, 44.0, 34.4)","(7.5, 10.5, 9.82)","(3.2, 4.4, 4.246153846153846)","(6.5, 7.0, 6.321428571428571)","(6.5, 14.5, 13.14516129032258)","(2.25, 2.52, 2.4757894736842103)"
10-01-2023 16:09:14.756641,"(19.0, 44.0, 34.4)","(7.5, 10.5, 9.82)","(3.2, 4.4, 4.177777777777778)","(6.5, 7.0, 6.173913043478261)","(6.5, 14.5, 13.14516129032258)","(2.25, 2.52, 2.4757894736842103)"
10-01-2023 16:09:15.929840,"(19.0, 44.0, 34.4)","(7.5, 10.5, 9.82)","(3.2, 4.4, 4.246153846153846)","(6.5, 7.0, 6.321428571428571)","(6.5, 14.5, 13.14516129032258)","(2.25, 2.52, 2.473333333333333)"
10-01-2023 16:09:17.053410,"(19.0, 44.0, 34.4)","(7.5, 10.5, 9.82)","(3.2, 4.4, 4.177777777777778)","(6.5, 7.0, 6.173913043478261)","(6.5, 14.5, 13.14516129032258)","(2.25, 2.52, 2.473333333333333)"
10-01-2023 16:09:18.450739,"(19.0, 44.0, 34.4)","(7.5, 10.5, 9.82)","(3.2, 4.4, 4.177777777777778)","(6.5, 7.0, 6.173913043478261)","(6.5, 14.5, 13.14516129032258)","(2.25, 2.52, 2.473333333333333)"
10-01-2023 16:09:20.945716,"(19.0, 44.0, 34.4)","(7.5, 10.5, 9.82)","(3.2, 4.4, 4.246153846153846)","(6.5, 7.0, 6.321428571428571)","(6.5, 14.5, 13.14516129032258)","(2.25, 2.52, 2.473333333333333)"
10-01-2023 16:09:22.197863,"(19.0, 44.0, 34.4)","(7.5, 10.5, 9.82)","(3.2, 4.4, 4.177777777777778)","(6.5, 7.0, 6.173913043478261)","(6.5, 14.5, 13.14516129032258)","(2.25, 2.52, 2.473333333333333)"
10-01-2023 16:09:23.550879,"(19.0, 44.0, 31.84)","(7.5, 10.5, 10.185185185185185)","(3.2, 4.4, 4.114285714285715)","(6.5, 7.0, 6.121212121212121)","(6.5, 14.5, 13.14516129032258)","(2.25, 2.52, 2.473333333333333)"
10-01-2023 16:09:24.723057,"(19.0, 44.0, 31.555555555555557)","(7.5, 10.5, 9.727272727272728)","(3.2, 4.4, 4.114285714285715)","(6.5, 7.0, 6.45)","(6.5, 14.5, 13.475609756097562)","(2.25, 2.52, 2.49)"
10-01-2023 16:09:26.011931,"(19.0, 44.0, 31.555555555555557)","(7.5, 10.5, 10.035714285714285)","(3.2, 4.4, 4.114285714285715)","(6.5, 6.8, 6.188235294117647)","(6.5, 14.5, 13.5)","(2.25, 2.52, 2.48)"
10-01-2023 16:09:27.297092,"(19.0, 44.0, 34.0)","(7.5, 10.5, 10.035714285714285)","(3.2, 4.4, 4.114285714285715)","(6.5, 6.8, 6.114285714285714)","(6.5, 14.5, 13.5)","(2.25, 2.52, 2.488695652173913)"
10-01-2023 16:09:28.878676,"(19.0, 42.0, 38.285714285714285)","(7.5, 10.5, 9.777777777777777)","(3.2, 4.4, 4.114285714285715)","(6.5, 6.8, 6.218181818181818)","(6.5, 14.5, 13.5)","(2.25, 2.52, 2.46)"
