,Natural Action,Avianna,My Names Stacey,Maximum Brooke,Thybulle Bale,Malo Magic
10-01-2023 16:01:35.794756,"(18.0, 60.0, 36.111111111111114)","(7.0, 14.5, 9.67)","(3.2, 5.2, 3.5571428571428574)","(6.5, 11.5, 8.8)","(6.0, 12.0, 8.64)","(2.2, 3.2, 2.5)"
10-01-2023 16:01:36.905489,"(18.0, 60.0, 36.111111111111114)","(7.0, 14.5, 9.67)","(3.2, 5.2, 3.5571428571428574)","(6.5, 11.5, 8.8)","(6.0, 12.0, 8.64)","(2.2, 3.2, 2.5)"
10-01-2023 16:01:37.864008,"(18.0, 60.0, 36.111111111111114)","(7.0, 14.5, 9.67)","(3.2, 5.2, 3.5571428571428574)","(6.5, 11.5, 8.8)","(6.0, 12.0, 8.64)","(2.2, 3.2, 2.5)"
10-01-2023 16:01:38.871057,"(18.0, 60.0, 36.111111111111114)","(7.0, 14.5, 9.67)","(3.2, 5.2, 3.5571428571428574)","(6.5, 11.5, 8.8)","(6.0, 12.0, 8.64)","(2.2, 3.2, 2.5)"
10-01-2023 16:01:39.981982,"(18.0, 60.0, 36.111111111111114)","(7.0, 14.5, 9.67)","(3.2, 5.2, 3.5571428571428574)","(6.5, 11.5, 8.8)","(6.0, 12.0, 8.64)","(2.2, 3.2, 2.5)"
10-01-2023 16:01:40.990204,"(18.0, 60.0, 36.111111111111114)","(7.0, 14.5, 9.67)","(3.2, 5.2, 3.5571428571428574)","(6.5, 11.5, 8.8)","(6.0, 12.0, 8.64)","(2.2, 3.2, 2.5)"
10-01-2023 16:01:41.953248,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 11.866666666666667)","(3.2, 5.2, 3.5571428571428574)","(6.5, 11.5, 8.8)","(6.0, 12.0, 8.64)","(2.2, 3.2, 2.5)"
10-01-2023 16:01:42.967647,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 11.866666666666667)","(3.2, 5.2, 3.5571428571428574)","(6.5, 11.5, 8.8)","(6.0, 12.0, 8.64)","(2.2, 3.2, 2.5)"
10-01-2023 16:01:44.025807,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 11.866666666666667)","(3.2, 5.2, 3.5571428571428574)","(6.5, 11.5, 8.8)","(6.0, 12.0, 8.64)","(2.2, 3.2, 2.5)"
10-01-2023 16:01:45.048721,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 11.866666666666667)","(3.2, 5.2, 3.5571428571428574)","(6.5, 11.5, 8.8)","(6.0, 12.0, 8.64)","(2.2, 3.2, 2.5)"
10-01-2023 16:01:46.059174,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 11.866666666666667)","(3.2, 5.2, 3.5571428571428574)","(6.5, 11.5, 8.8)","(6.0, 12.0, 8.64)","(2.2, 3.2, 2.5)"
10-01-2023 16:01:47.125640,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 11.866666666666667)","(3.2, 5.2, 3.5571428571428574)","(6.5, 11.5, 8.8)","(6.0, 12.0, 8.64)","(2.2, 3.2, 2.5)"
10-01-2023 16:01:48.226715,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 11.866666666666667)","(3.2, 5.2, 3.5571428571428574)","(6.5, 11.5, 8.8)","(6.0, 12.0, 8.64)","(2.2, 3.2, 2.5)"
10-01-2023 16:01:49.267252,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 11.866666666666667)","(3.2, 5.2, 3.5571428571428574)","(6.5, 11.5, 8.8)","(6.0, 12.0, 8.64)","(2.2, 3.2, 2.5)"
10-01-2023 16:01:50.253904,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 11.866666666666667)","(3.2, 5.2, 3.5571428571428574)","(6.5, 11.5, 8.8)","(6.0, 12.0, 8.64)","(2.2, 3.2, 2.5)"
10-01-2023 16:01:51.232643,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 10.553846153846154)","(3.2, 5.2, 3.5571428571428574)","(6.5, 11.5, 8.8)","(6.0, 12.0, 8.64)","(2.2, 3.2, 2.5)"
10-01-2023 16:01:52.240738,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 9.858823529411765)","(3.2, 5.2, 3.5571428571428574)","(6.5, 11.5, 8.8)","(6.0, 12.0, 8.64)","(2.2, 3.2, 2.5)"
10-01-2023 16:01:53.283194,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 9.858823529411765)","(3.2, 5.2, 3.5571428571428574)","(6.5, 11.5, 8.8)","(6.0, 12.0, 8.64)","(2.2, 3.2, 2.5)"
10-01-2023 16:01:54.291878,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 9.858823529411765)","(3.2, 5.2, 3.5571428571428574)","(6.5, 11.5, 8.8)","(6.0, 12.0, 10.133333333333333)","(2.2, 3.2, 2.5)"
10-01-2023 16:01:55.340753,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 9.858823529411765)","(3.2, 5.2, 3.475)","(6.5, 11.5, 8.8)","(6.0, 12.0, 9.3)","(2.2, 3.2, 2.5)"
10-01-2023 16:01:56.477920,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 9.858823529411765)","(3.2, 5.2, 3.519230769230769)","(6.5, 11.5, 8.8)","(6.0, 12.0, 9.05)","(2.2, 3.2, 2.365)"
10-01-2023 16:01:57.477171,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 10.553846153846154)","(3.2, 5.2, 3.519230769230769)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.05)","(2.2, 2.86, 2.365)"
10-01-2023 16:01:58.650726,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 10.553846153846154)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 8.7)","(2.2, 2.86, 2.365)"
10-01-2023 16:01:59.735959,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 10.553846153846154)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.365)"
10-01-2023 16:02:00.735637,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 10.553846153846154)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.365)"
10-01-2023 16:02:01.808072,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 10.553846153846154)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.365)"
10-01-2023 16:02:02.822462,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 10.553846153846154)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.365)"
10-01-2023 16:02:03.911993,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 10.553846153846154)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.365)"
10-01-2023 16:02:04.936147,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 10.553846153846154)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.365)"
10-01-2023 16:02:05.815170,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 10.553846153846154)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.365)"
10-01-2023 16:02:06.854863,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 10.553846153846154)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.365)"
10-01-2023 16:02:08.081551,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 10.553846153846154)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.365)"
10-01-2023 16:02:09.963726,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 10.553846153846154)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:11.369665,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 10.553846153846154)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:12.605163,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 10.553846153846154)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:13.684397,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 10.553846153846154)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:14.759375,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 10.553846153846154)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:15.871241,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 10.553846153846154)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:16.912442,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 10.553846153846154)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:18.015393,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 10.553846153846154)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:19.175158,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 10.553846153846154)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:20.263358,"(18.0, 55.0, 44.63636363636364)","(7.0, 14.0, 10.553846153846154)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:21.331999,"(18.0, 55.0, 44.63636363636364)","(7.0, 20.0, 11.976470588235294)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:22.350324,"(18.0, 55.0, 36.5)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:23.517638,"(18.0, 55.0, 39.14285714285714)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:24.661303,"(18.0, 55.0, 39.14285714285714)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:25.761590,"(18.0, 55.0, 39.14285714285714)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:26.868473,"(18.0, 55.0, 39.14285714285714)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:28.023021,"(18.0, 55.0, 39.14285714285714)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:29.160424,"(18.0, 55.0, 39.14285714285714)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:30.312692,"(18.0, 55.0, 39.14285714285714)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:31.395212,"(18.0, 55.0, 43.45)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:32.483552,"(18.0, 55.0, 38.714285714285715)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:33.613839,"(18.0, 55.0, 38.714285714285715)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:34.700293,"(18.0, 55.0, 38.714285714285715)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:35.748202,"(18.0, 55.0, 38.714285714285715)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:36.830319,"(18.0, 55.0, 38.714285714285715)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:37.907886,"(18.0, 55.0, 38.714285714285715)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:38.969859,"(18.0, 55.0, 38.714285714285715)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:40.029151,"(18.0, 55.0, 38.714285714285715)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:41.173717,"(18.0, 55.0, 38.714285714285715)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:42.227405,"(18.0, 55.0, 36.0)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:43.305938,"(18.0, 55.0, 36.0)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:44.508870,"(18.0, 55.0, 36.0)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:45.703662,"(18.0, 55.0, 38.714285714285715)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:46.837647,"(18.0, 55.0, 38.714285714285715)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:47.940312,"(18.0, 55.0, 38.714285714285715)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:49.044425,"(18.0, 55.0, 38.714285714285715)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:50.122952,"(18.0, 55.0, 38.714285714285715)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.313142857142857)"
10-01-2023 16:02:51.264136,"(18.0, 55.0, 38.714285714285715)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 8.8)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.4812244897959186)"
10-01-2023 16:02:52.336928,"(18.0, 55.0, 38.714285714285715)","(7.0, 15.0, 11.015384615384615)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 9.25)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.2993333333333332)"
10-01-2023 16:02:53.280806,"(18.0, 55.0, 38.714285714285715)","(7.0, 15.0, 8.7)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 9.25)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.2993333333333332)"
10-01-2023 16:02:54.506723,"(18.0, 55.0, 38.714285714285715)","(7.0, 15.0, 8.7)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 9.25)","(6.0, 11.5, 9.4)","(2.2, 2.86, 2.2993333333333332)"
10-01-2023 16:02:55.632142,"(18.0, 55.0, 26.875)","(7.0, 15.0, 8.7)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 9.25)","(6.0, 11.5, 7.375)","(2.2, 2.86, 2.2993333333333332)"
10-01-2023 16:02:56.598567,"(18.0, 55.0, 32.5)","(7.0, 15.0, 8.7)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 9.25)","(6.0, 11.5, 8.32)","(2.2, 2.86, 2.2993333333333332)"
10-01-2023 16:02:57.729747,"(18.0, 55.0, 32.5)","(7.0, 15.0, 8.7)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 9.25)","(6.0, 11.5, 9.5125)","(2.2, 2.86, 2.3117647058823527)"
10-01-2023 16:02:58.748294,"(18.0, 55.0, 32.5)","(7.0, 15.0, 8.7)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 9.25)","(6.0, 11.5, 7.675000000000001)","(2.2, 2.82, 2.3117647058823527)"
10-01-2023 16:02:59.835134,"(18.0, 55.0, 32.5)","(7.0, 15.0, 8.7)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 9.25)","(6.0, 11.5, 7.675000000000001)","(2.2, 2.82, 2.3117647058823527)"
10-01-2023 16:03:00.985844,"(18.0, 55.0, 32.5)","(7.0, 15.0, 8.7)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 9.25)","(6.0, 11.5, 7.675000000000001)","(2.2, 2.82, 2.3117647058823527)"
10-01-2023 16:03:01.929341,"(18.0, 55.0, 32.5)","(7.0, 15.0, 8.7)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 9.25)","(6.0, 11.5, 7.675000000000001)","(2.2, 2.82, 2.3117647058823527)"
10-01-2023 16:03:02.992052,"(18.0, 55.0, 32.5)","(7.0, 15.0, 8.7)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 9.25)","(6.0, 11.5, 7.675000000000001)","(2.2, 2.82, 2.3117647058823527)"
10-01-2023 16:03:04.097849,"(18.0, 55.0, 32.5)","(7.0, 15.0, 8.7)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 9.25)","(6.0, 11.5, 7.675000000000001)","(2.2, 2.82, 2.274117647058824)"
10-01-2023 16:03:05.091700,"(18.0, 55.0, 32.5)","(7.0, 15.0, 8.7)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 9.25)","(6.0, 11.5, 7.675000000000001)","(2.2, 2.82, 2.274117647058824)"
10-01-2023 16:03:06.221414,"(18.0, 55.0, 26.875)","(7.0, 15.0, 8.7)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 9.25)","(6.0, 11.5, 7.675000000000001)","(2.2, 2.82, 2.274117647058824)"
10-01-2023 16:03:07.437357,"(18.0, 55.0, 32.5)","(7.0, 15.0, 8.7)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 9.25)","(6.0, 11.5, 7.675000000000001)","(2.2, 2.82, 2.274117647058824)"
10-01-2023 16:03:08.473092,"(18.0, 55.0, 32.5)","(7.0, 15.0, 8.7)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 9.25)","(6.0, 11.5, 7.675000000000001)","(2.2, 2.82, 2.2176470588235295)"
10-01-2023 16:03:09.777941,"(18.0, 55.0, 32.5)","(7.0, 15.0, 8.7)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 9.25)","(6.0, 11.5, 7.675000000000001)","(2.2, 2.82, 2.2176470588235295)"
10-01-2023 16:03:10.887675,"(18.0, 55.0, 32.5)","(7.0, 15.0, 8.7)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 9.25)","(6.0, 11.5, 7.675000000000001)","(2.2, 2.82, 2.5505263157894738)"
10-01-2023 16:03:12.058292,"(18.0, 55.0, 32.5)","(7.0, 15.0, 8.7)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 9.25)","(6.0, 11.5, 7.675000000000001)","(2.2, 2.82, 2.2176470588235295)"
10-01-2023 16:03:13.190072,"(18.0, 55.0, 32.5)","(7.0, 15.0, 8.875)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 9.25)","(6.0, 11.5, 7.675000000000001)","(2.2, 2.82, 2.2364705882352944)"
10-01-2023 16:03:14.402719,"(18.0, 55.0, 32.5)","(7.0, 15.0, 8.7)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 9.25)","(6.0, 11.5, 8.95)","(2.2, 2.82, 2.2364705882352944)"
10-01-2023 16:03:15.602900,"(18.0, 55.0, 32.5)","(7.0, 15.0, 8.875)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 9.25)","(6.0, 11.5, 8.95)","(2.2, 2.82, 2.2364705882352944)"
10-01-2023 16:03:16.736305,"(18.0, 55.0, 26.875)","(7.0, 15.0, 8.875)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 9.8)","(2.2, 2.82, 2.2187878787878788)"
10-01-2023 16:03:17.818785,"(18.0, 55.0, 26.875)","(7.0, 15.0, 10.1)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 9.05)","(2.2, 2.82, 2.1993939393939397)"
10-01-2023 16:03:18.892530,"(18.0, 55.0, 26.875)","(7.0, 15.0, 10.1)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 9.866666666666667)","(2.2, 2.82, 2.2110000000000003)"
10-01-2023 16:03:20.065468,"(18.0, 55.0, 26.875)","(7.0, 15.0, 9.049999999999999)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 9.866666666666667)","(2.2, 2.8, 2.2110000000000003)"
10-01-2023 16:03:21.266989,"(18.0, 55.0, 26.875)","(7.0, 15.0, 9.049999999999999)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 7.975)","(2.2, 2.8, 2.2110000000000003)"
10-01-2023 16:03:22.466787,"(18.0, 55.0, 26.875)","(7.0, 15.0, 9.049999999999999)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 7.975)","(2.2, 2.8, 2.2110000000000003)"
10-01-2023 16:03:23.653111,"(18.0, 55.0, 26.875)","(7.0, 15.0, 9.049999999999999)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 7.975)","(2.2, 2.8, 2.2110000000000003)"
10-01-2023 16:03:25.480712,"(18.0, 55.0, 26.875)","(7.0, 15.0, 9.049999999999999)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 7.975)","(2.2, 2.8, 2.2110000000000003)"
10-01-2023 16:03:27.058986,"(18.0, 55.0, 26.875)","(7.0, 15.0, 9.049999999999999)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 7.975)","(2.2, 2.8, 2.2110000000000003)"
10-01-2023 16:03:28.381351,"(18.0, 55.0, 26.875)","(7.0, 15.0, 9.049999999999999)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 7.975)","(2.2, 2.8, 2.2110000000000003)"
10-01-2023 16:03:29.582274,"(18.0, 55.0, 26.875)","(7.0, 15.0, 9.049999999999999)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 7.975)","(2.2, 2.8, 2.2110000000000003)"
10-01-2023 16:03:30.768911,"(18.0, 55.0, 36.25)","(7.0, 15.0, 9.049999999999999)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 7.975)","(2.2, 2.8, 2.2110000000000003)"
10-01-2023 16:03:32.109544,"(18.0, 55.0, 36.25)","(7.0, 15.0, 9.049999999999999)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 7.975)","(2.2, 2.8, 2.2110000000000003)"
10-01-2023 16:03:33.325254,"(18.0, 55.0, 36.25)","(7.0, 15.0, 9.049999999999999)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 7.975)","(2.2, 2.8, 2.2110000000000003)"
10-01-2023 16:03:34.558027,"(18.0, 55.0, 36.25)","(7.0, 15.0, 9.049999999999999)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 7.975)","(2.2, 2.8, 2.2110000000000003)"
10-01-2023 16:03:35.868506,"(18.0, 55.0, 36.25)","(7.0, 15.0, 9.049999999999999)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 7.975)","(2.2, 2.8, 2.2110000000000003)"
