,Terrific Arnold,Destini Spitfire,Bernardo Bowl,Paramount Belle,Victa Kerle,Thanks Joan,Cawbourne Attack,Victa Alby
16-12-2022 12:48:58.432794,"(15.0, 38.0, 24.666666666666664)","(16.0, 44.0, 24.0)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.6, 6.8375)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:59.552196,"(15.0, 36.0, 26.57142857142857)","(16.0, 42.0, 26.444444444444443)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:00.692711,"(15.0, 36.0, 26.57142857142857)","(16.0, 42.0, 26.444444444444443)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:01.886745,"(15.0, 36.0, 26.57142857142857)","(16.0, 42.0, 26.444444444444443)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 34.0, 28.4)","(14.0, 32.0, 20.0)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:03.119029,"(15.0, 36.0, 23.77777777777778)","(16.0, 42.0, 26.444444444444443)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 32.0, 28.4)","(14.0, 32.0, 16.705882352941178)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:04.255240,"(15.0, 36.0, 20.285714285714285)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 32.0, 28.4)","(14.0, 32.0, 22.285714285714285)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:05.396229,"(15.0, 36.0, 20.285714285714285)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 32.0, 28.4)","(14.0, 30.0, 22.285714285714285)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:06.479899,"(15.0, 36.0, 20.285714285714285)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 32.0, 28.4)","(14.0, 30.0, 22.285714285714285)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:07.580481,"(15.0, 36.0, 20.285714285714285)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 32.0, 28.4)","(14.0, 30.0, 22.285714285714285)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:08.773044,"(15.0, 36.0, 20.285714285714285)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 32.0, 28.4)","(14.0, 30.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:09.910984,"(15.0, 36.0, 20.285714285714285)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:11.093145,"(15.0, 36.0, 20.285714285714285)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:12.210812,"(15.0, 36.0, 20.285714285714285)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:13.306730,"(15.0, 36.0, 20.285714285714285)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:14.452090,"(15.0, 36.0, 20.285714285714285)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:15.605942,"(15.0, 36.0, 20.285714285714285)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:16.702064,"(15.0, 36.0, 20.285714285714285)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:17.753136,"(15.0, 36.0, 20.285714285714285)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:18.817321,"(15.0, 36.0, 20.285714285714285)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:19.935097,"(15.0, 36.0, 20.285714285714285)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:21.039084,"(15.0, 36.0, 20.285714285714285)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:22.170386,"(15.0, 36.0, 20.285714285714285)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:23.229456,"(15.0, 36.0, 20.285714285714285)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:24.284593,"(15.0, 36.0, 20.285714285714285)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:25.392804,"(15.0, 36.0, 20.285714285714285)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:26.525877,"(15.0, 36.0, 20.285714285714285)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.8375)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:27.669156,"(15.0, 36.0, 20.285714285714285)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.323076923076924)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:28.809730,"(15.0, 36.0, 20.285714285714285)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.733333333333333)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:29.885089,"(15.0, 34.0, 20.666666666666668)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.666666666666667)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:30.957285,"(15.0, 34.0, 20.666666666666668)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.542857142857143)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:32.072672,"(15.0, 34.0, 20.666666666666668)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.4)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:33.237901,"(15.0, 34.0, 20.666666666666668)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.4)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:34.413090,"(15.0, 34.0, 20.666666666666668)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.666666666666667)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:35.537664,"(15.0, 34.0, 20.666666666666668)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.666666666666667)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:36.633015,"(15.0, 34.0, 20.666666666666668)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.542857142857143)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:37.728549,"(15.0, 34.0, 20.666666666666668)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.4)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:38.857626,"(15.0, 34.0, 20.666666666666668)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.4)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:40.135246,"(15.0, 34.0, 20.666666666666668)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.666666666666667)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:41.430163,"(15.0, 34.0, 20.666666666666668)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.666666666666667)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:42.689681,"(15.0, 34.0, 20.666666666666668)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.542857142857143)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:43.812686,"(15.0, 34.0, 20.666666666666668)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.4)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:44.931914,"(15.0, 34.0, 20.666666666666668)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.4)","(15.0, 32.0, 28.4)","(14.0, 32.0, 17.714285714285715)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:46.086836,"(15.0, 34.0, 20.666666666666668)","(16.0, 42.0, 23.333333333333336)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.4, 6.666666666666667)","(15.0, 32.0, 28.4)","(14.0, 32.0, 20.0)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:49:47.337030,"(15.0, 34.0, 22.88888888888889)","(16.0, 42.0, 26.444444444444443)","(4.2, 7.0, 5.4)","(8.5, 25.0, 21.710526315789473)","(5.5, 9.4, 6.666666666666667)","(15.0, 32.0, 28.4)","(14.0, 32.0, 20.0)","(1.95, 2.04, 2.2873972602739725)"
16-12-2022 12:49:48.588900,"(15.0, 34.0, 22.88888888888889)","(16.0, 42.0, 26.444444444444443)","(4.2, 7.0, 5.4)","(8.5, 25.0, 21.710526315789473)","(5.5, 9.4, 6.542857142857143)","(15.0, 32.0, 28.4)","(14.0, 32.0, 20.0)","(1.95, 2.9, 2.5054054054054054)"
16-12-2022 12:49:49.755818,"(15.0, 36.0, 22.8)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 5.4)","(8.5, 25.0, 21.710526315789473)","(5.5, 9.4, 6.4)","(15.0, 32.0, 28.4)","(14.0, 32.0, 20.0)","(1.95, 2.86, 2.5054054054054054)"
16-12-2022 12:49:50.846377,"(15.0, 36.0, 22.8)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 5.4)","(8.5, 25.0, 21.710526315789473)","(5.5, 9.4, 6.4)","(15.0, 32.0, 28.4)","(14.0, 32.0, 20.0)","(1.95, 2.86, 2.4489473684210523)"
16-12-2022 12:49:52.093452,"(15.0, 36.0, 22.8)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 25.0, 21.710526315789473)","(5.5, 9.4, 7.033333333333333)","(15.0, 32.0, 28.4)","(14.0, 32.0, 24.0)","(1.95, 2.78, 2.6973913043478257)"
16-12-2022 12:49:53.315453,"(15.0, 36.0, 22.8)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 25.0, 21.710526315789473)","(5.5, 10.5, 8.657142857142858)","(15.0, 32.0, 28.4)","(14.0, 30.0, 24.0)","(1.95, 2.76, 2.7156521739130435)"
16-12-2022 12:49:54.666012,"(15.0, 36.0, 22.8)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 25.0, 21.710526315789473)","(5.5, 10.0, 8.657142857142858)","(15.0, 32.0, 28.4)","(14.0, 30.0, 24.0)","(1.95, 2.78, 2.7156521739130435)"
16-12-2022 12:49:55.880479,"(15.0, 36.0, 22.8)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 25.0, 21.710526315789473)","(5.5, 10.0, 8.657142857142858)","(15.0, 32.0, 28.4)","(14.0, 30.0, 24.0)","(1.95, 2.78, 2.7156521739130435)"
16-12-2022 12:49:57.178573,"(15.0, 36.0, 22.8)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 25.0, 21.710526315789473)","(5.5, 10.0, 8.657142857142858)","(15.0, 32.0, 28.4)","(14.0, 30.0, 24.0)","(1.95, 2.78, 2.7156521739130435)"
16-12-2022 12:49:58.382733,"(15.0, 36.0, 22.8)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 25.0, 21.710526315789473)","(5.5, 10.0, 8.657142857142858)","(15.0, 32.0, 28.4)","(14.0, 30.0, 24.0)","(1.95, 2.78, 2.7156521739130435)"
16-12-2022 12:49:59.573019,"(15.0, 36.0, 22.8)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 25.0, 21.710526315789473)","(5.5, 10.0, 8.657142857142858)","(15.0, 32.0, 28.4)","(14.0, 30.0, 24.0)","(1.95, 2.78, 2.7156521739130435)"
16-12-2022 12:50:00.789102,"(15.0, 36.0, 22.8)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 25.0, 21.710526315789473)","(5.5, 10.0, 8.657142857142858)","(15.0, 32.0, 28.4)","(14.0, 30.0, 24.0)","(1.95, 2.78, 2.7156521739130435)"
16-12-2022 12:50:01.998579,"(15.0, 36.0, 22.8)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 25.0, 21.710526315789473)","(5.5, 10.0, 8.657142857142858)","(15.0, 32.0, 28.4)","(14.0, 30.0, 24.0)","(1.95, 2.78, 2.7156521739130435)"
16-12-2022 12:50:03.167716,"(15.0, 36.0, 22.8)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 25.0, 21.710526315789473)","(5.5, 10.0, 8.657142857142858)","(15.0, 32.0, 28.4)","(14.0, 30.0, 24.0)","(1.95, 2.78, 2.7156521739130435)"
16-12-2022 12:50:04.420938,"(15.0, 36.0, 22.8)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 25.0, 21.710526315789473)","(5.5, 10.0, 9.723529411764705)","(15.0, 32.0, 28.4)","(14.0, 30.0, 24.0)","(1.95, 2.78, 2.7156521739130435)"
16-12-2022 12:50:05.683838,"(15.0, 36.0, 22.8)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 25.0, 21.710526315789473)","(5.5, 10.0, 8.2)","(15.0, 32.0, 28.4)","(14.0, 30.0, 24.0)","(1.95, 2.78, 2.2266666666666666)"
16-12-2022 12:50:06.937415,"(15.0, 36.0, 22.8)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 25.0, 21.710526315789473)","(5.5, 10.0, 9.1)","(15.0, 32.0, 28.4)","(14.0, 30.0, 24.0)","(1.95, 2.78, 2.2266666666666666)"
16-12-2022 12:50:08.190629,"(15.0, 36.0, 22.8)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 25.0, 21.710526315789473)","(5.5, 10.0, 8.24)","(15.0, 32.0, 28.4)","(14.0, 30.0, 24.0)","(1.95, 2.78, 2.2266666666666666)"
16-12-2022 12:50:09.383850,"(15.0, 36.0, 22.8)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 25.0, 20.973684210526315)","(5.5, 10.0, 8.16)","(15.0, 32.0, 28.4)","(14.0, 30.0, 24.0)","(1.95, 2.78, 2.2266666666666666)"
16-12-2022 12:50:10.599554,"(15.0, 34.0, 22.88888888888889)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 24.0, 20.973684210526315)","(5.5, 10.0, 8.24)","(15.0, 32.0, 28.4)","(14.0, 30.0, 24.0)","(1.95, 2.78, 2.2266666666666666)"
16-12-2022 12:50:11.966105,"(15.0, 32.0, 26.0)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 24.0, 20.973684210526315)","(5.5, 10.0, 8.533333333333333)","(15.0, 32.0, 28.4)","(14.0, 30.0, 24.0)","(1.95, 2.78, 2.2266666666666666)"
16-12-2022 12:50:13.184973,"(15.0, 32.0, 26.0)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 24.0, 20.973684210526315)","(5.5, 10.0, 8.280000000000001)","(15.0, 32.0, 28.4)","(14.0, 30.0, 24.0)","(1.95, 2.78, 1.9949999999999999)"
16-12-2022 12:50:14.370948,"(15.0, 32.0, 26.0)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 24.0, 20.973684210526315)","(5.5, 10.0, 8.280000000000001)","(15.0, 32.0, 28.4)","(14.0, 30.0, 24.0)","(1.95, 2.76, 2.2133333333333334)"
16-12-2022 12:50:15.610381,"(15.0, 32.0, 26.0)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 24.0, 20.973684210526315)","(5.5, 10.0, 9.1)","(15.0, 32.0, 28.4)","(14.0, 30.0, 24.0)","(1.95, 2.74, 2.2199999999999998)"
16-12-2022 12:50:16.850598,"(15.0, 32.0, 26.0)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 24.0, 20.973684210526315)","(5.5, 10.0, 8.24)","(15.0, 32.0, 28.4)","(14.0, 30.0, 24.0)","(1.95, 2.76, 2.2199999999999998)"
16-12-2022 12:50:18.192806,"(15.0, 32.0, 26.0)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 24.0, 20.973684210526315)","(5.5, 10.0, 8.533333333333333)","(15.0, 32.0, 28.4)","(14.0, 30.0, 24.0)","(1.95, 2.76, 2.2199999999999998)"
16-12-2022 12:50:19.370029,"(15.0, 32.0, 26.0)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 24.0, 20.973684210526315)","(5.5, 10.0, 8.280000000000001)","(15.0, 32.0, 28.4)","(14.0, 30.0, 24.0)","(1.95, 2.76, 2.2199999999999998)"
16-12-2022 12:50:20.615541,"(15.0, 32.0, 26.0)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 24.0, 20.973684210526315)","(5.5, 10.0, 8.280000000000001)","(15.0, 32.0, 28.4)","(14.0, 30.0, 24.0)","(1.95, 2.76, 2.2199999999999998)"
16-12-2022 12:50:21.779785,"(15.0, 32.0, 26.0)","(16.0, 40.0, 25.555555555555557)","(4.2, 7.0, 4.92)","(8.5, 24.0, 20.973684210526315)","(5.5, 10.0, 8.16)","(15.0, 32.0, 28.4)","(14.0, 30.0, 18.333333333333332)","(1.95, 2.76, 2.2199999999999998)"
16-12-2022 12:50:22.934512,"(15.0, 32.0, 26.0)","(16.0, 40.0, 18.75)","(4.2, 7.0, 4.92)","(8.5, 24.0, 15.25)","(5.5, 10.0, 7.9)","(15.0, 32.0, 23.25)","(14.0, 30.0, 18.333333333333332)","(1.95, 2.76, 2.2199999999999998)"
16-12-2022 12:50:24.124537,"(15.0, 32.0, 20.333333333333332)","(16.0, 40.0, 18.75)","(4.2, 7.0, 4.92)","(8.5, 24.0, 15.25)","(5.5, 10.0, 8.24)","(15.0, 32.0, 23.25)","(14.0, 30.0, 18.333333333333332)","(1.95, 2.76, 2.2199999999999998)"
16-12-2022 12:50:25.306673,"(15.0, 32.0, 20.333333333333332)","(16.0, 40.0, 18.75)","(4.2, 7.0, 4.92)","(8.5, 24.0, 15.25)","(5.5, 10.0, 7.9)","(15.0, 32.0, 23.25)","(14.0, 30.0, 18.333333333333332)","(1.95, 2.76, 2.2199999999999998)"
16-12-2022 12:50:26.548518,"(15.0, 32.0, 20.333333333333332)","(16.0, 40.0, 18.75)","(4.2, 7.0, 4.92)","(8.5, 24.0, 15.25)","(5.5, 10.0, 7.9)","(15.0, 32.0, 23.25)","(14.0, 30.0, 18.333333333333332)","(1.95, 2.76, 2.6658823529411766)"
16-12-2022 12:50:27.819445,"(15.0, 32.0, 20.333333333333332)","(16.0, 40.0, 18.75)","(4.2, 7.0, 4.92)","(8.5, 24.0, 15.25)","(5.5, 10.0, 7.9)","(15.0, 32.0, 23.25)","(14.0, 30.0, 18.333333333333332)","(1.95, 2.76, 2.6658823529411766)"
16-12-2022 12:50:29.182971,"(15.0, 32.0, 20.333333333333332)","(16.0, 40.0, 18.75)","(4.2, 7.0, 4.92)","(8.5, 24.0, 15.25)","(5.5, 10.0, 7.9)","(15.0, 32.0, 23.25)","(14.0, 30.0, 18.333333333333332)","(1.95, 2.76, 2.6658823529411766)"
16-12-2022 12:50:30.426567,"(15.0, 32.0, 20.333333333333332)","(16.0, 40.0, 18.75)","(4.2, 7.0, 4.92)","(8.5, 24.0, 15.25)","(5.5, 10.0, 7.9)","(15.0, 32.0, 23.25)","(14.0, 30.0, 18.333333333333332)","(1.95, 2.76, 2.6658823529411766)"
16-12-2022 12:50:31.698141,"(15.0, 32.0, 20.333333333333332)","(16.0, 40.0, 18.75)","(4.2, 7.0, 4.92)","(8.5, 24.0, 15.25)","(5.5, 10.0, 8.95)","(15.0, 32.0, 23.25)","(14.0, 30.0, 18.333333333333332)","(1.95, 2.76, 2.6658823529411766)"
16-12-2022 12:50:33.142650,"(15.0, 32.0, 20.333333333333332)","(16.0, 40.0, 18.75)","(4.2, 7.0, 4.92)","(8.5, 24.0, 15.25)","(5.5, 10.0, 8.95)","(15.0, 32.0, 23.25)","(14.0, 30.0, 18.333333333333332)","(1.95, 2.76, 2.6658823529411766)"
16-12-2022 12:50:34.549131,"(15.0, 32.0, 20.333333333333332)","(16.0, 40.0, 18.75)","(4.2, 7.0, 4.92)","(8.5, 24.0, 15.25)","(5.5, 10.0, 8.95)","(15.0, 32.0, 23.25)","(14.0, 30.0, 18.333333333333332)","(1.95, 2.76, 2.6658823529411766)"
16-12-2022 12:50:35.748029,"(15.0, 32.0, 20.333333333333332)","(16.0, 40.0, 18.75)","(4.2, 7.0, 4.92)","(8.5, 24.0, 15.25)","(5.5, 10.0, 8.95)","(15.0, 32.0, 23.25)","(14.0, 30.0, 18.333333333333332)","(1.95, 2.76, 2.6658823529411766)"
16-12-2022 12:50:36.882197,"(15.0, 32.0, 20.333333333333332)","(16.0, 40.0, 18.75)","(4.2, 7.0, 4.92)","(8.5, 24.0, 15.25)","(5.5, 10.0, 8.95)","(15.0, 32.0, 23.25)","(14.0, 30.0, 18.333333333333332)","(1.95, 2.76, 2.6658823529411766)"
