,Alpha Sheldon,Alpha Rambo,Big Time Tesla,Allegro Flippy,Giant Lurch,Thrilling Vespa,Sweet Silver
06-01-2023 13:33:46.930701,"(14.0, 32.0, 28.25)","(12.0, 25.0, 16.0)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 150.0, 83.75)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.8, 6.057142857142857)"
06-01-2023 13:33:48.011501,"(14.0, 32.0, 28.25)","(12.0, 25.0, 16.0)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 150.0, 83.75)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.8, 6.057142857142857)"
06-01-2023 13:33:48.979857,"(14.0, 32.0, 28.25)","(12.0, 25.0, 16.0)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 150.0, 83.75)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.8, 6.057142857142857)"
06-01-2023 13:33:50.039265,"(14.0, 32.0, 28.25)","(12.0, 25.0, 16.0)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.8, 6.057142857142857)"
06-01-2023 13:33:51.062582,"(14.0, 32.0, 28.25)","(12.0, 25.0, 16.0)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.8, 6.057142857142857)"
06-01-2023 13:33:52.055113,"(14.0, 32.0, 28.25)","(12.0, 25.0, 16.0)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.8, 6.057142857142857)"
06-01-2023 13:33:53.224150,"(14.0, 32.0, 28.25)","(12.0, 25.0, 16.0)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.8, 6.057142857142857)"
06-01-2023 13:33:54.198716,"(14.0, 32.0, 28.25)","(12.0, 25.0, 16.0)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.8, 6.057142857142857)"
06-01-2023 13:33:55.263691,"(14.0, 32.0, 28.25)","(12.0, 25.0, 16.0)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.8, 6.057142857142857)"
06-01-2023 13:33:56.453711,"(14.0, 32.0, 28.25)","(12.0, 25.0, 16.0)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.8, 6.057142857142857)"
06-01-2023 13:33:57.518179,"(14.0, 32.0, 28.25)","(12.0, 25.0, 16.0)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.8, 6.057142857142857)"
06-01-2023 13:33:58.633670,"(14.0, 32.0, 28.25)","(12.0, 25.0, 16.0)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.8, 6.057142857142857)"
06-01-2023 13:33:59.734500,"(14.0, 32.0, 28.25)","(12.0, 25.0, 16.0)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.8, 6.057142857142857)"
06-01-2023 13:34:00.676132,"(14.0, 32.0, 28.25)","(12.0, 25.0, 16.0)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.8, 6.057142857142857)"
06-01-2023 13:34:01.696597,"(14.0, 29.0, 27.785714285714285)","(12.0, 25.0, 16.0)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.8, 6.057142857142857)"
06-01-2023 13:34:02.752569,"(14.0, 29.0, 27.785714285714285)","(12.0, 25.0, 16.0)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.8, 6.057142857142857)"
06-01-2023 13:34:03.858307,"(14.0, 29.0, 27.785714285714285)","(12.0, 25.0, 16.0)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.8, 6.057142857142857)"
06-01-2023 13:34:04.958361,"(14.0, 29.0, 27.785714285714285)","(12.0, 25.0, 16.0)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.8, 6.057142857142857)"
06-01-2023 13:34:05.941060,"(14.0, 29.0, 27.785714285714285)","(12.0, 25.0, 16.0)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.8, 6.057142857142857)"
06-01-2023 13:34:06.898282,"(14.0, 29.0, 27.785714285714285)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.8, 5.914285714285714)"
06-01-2023 13:34:07.945004,"(14.0, 29.0, 27.785714285714285)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.6, 5.914285714285714)"
06-01-2023 13:34:09.059440,"(14.0, 29.0, 27.785714285714285)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.6, 5.914285714285714)"
06-01-2023 13:34:10.149235,"(14.0, 29.0, 27.785714285714285)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.6, 6.057142857142857)"
06-01-2023 13:34:11.192628,"(14.0, 29.0, 27.785714285714285)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.8, 6.057142857142857)"
06-01-2023 13:34:12.211529,"(14.0, 29.0, 27.785714285714285)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.15, 2.7113333333333336)","(4.2, 6.8, 5.914285714285714)"
06-01-2023 13:34:13.193124,"(14.0, 29.0, 27.785714285714285)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.15, 3.04)","(4.2, 6.6, 5.914285714285714)"
06-01-2023 13:34:14.228098,"(14.0, 29.0, 27.785714285714285)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.4, 2.7392307692307694)","(4.2, 6.6, 5.914285714285714)"
06-01-2023 13:34:15.240307,"(14.0, 29.0, 27.785714285714285)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.45, 2.7392307692307694)","(4.2, 6.6, 6.057142857142857)"
06-01-2023 13:34:16.256031,"(14.0, 29.0, 27.785714285714285)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.45, 2.7392307692307694)","(4.2, 6.8, 6.057142857142857)"
06-01-2023 13:34:17.274823,"(14.0, 29.0, 27.785714285714285)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.45, 2.7392307692307694)","(4.2, 6.8, 6.057142857142857)"
06-01-2023 13:34:18.310147,"(14.0, 29.0, 27.785714285714285)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.45, 2.7392307692307694)","(4.2, 6.8, 5.914285714285714)"
06-01-2023 13:34:19.290742,"(14.0, 29.0, 27.785714285714285)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 71.94444444444444)","(2.7, 3.45, 2.7454545454545456)","(4.2, 6.6, 5.914285714285714)"
06-01-2023 13:34:20.262780,"(14.0, 29.0, 27.785714285714285)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.2, 6.8578947368421055)","(19.0, 140.0, 66.5)","(2.7, 3.4, 2.74)","(4.2, 6.6, 5.914285714285714)"
06-01-2023 13:34:21.280108,"(14.0, 29.0, 27.785714285714285)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.309090909090909)","(2.9, 8.0, 6.366666666666667)","(19.0, 140.0, 89.0909090909091)","(2.7, 3.4, 2.74)","(4.2, 6.6, 5.22)"
06-01-2023 13:34:22.251645,"(14.0, 29.0, 23.5)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.15)","(2.9, 8.2, 4.272222222222222)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.4, 2.74)","(4.2, 6.6, 5.22)"
06-01-2023 13:34:23.291456,"(14.0, 29.0, 21.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.7)","(2.9, 8.2, 4.272222222222222)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.4, 2.74)","(4.2, 6.6, 5.22)"
06-01-2023 13:34:24.432170,"(14.0, 29.0, 21.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.7)","(2.9, 8.2, 4.272222222222222)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.4, 2.74)","(4.2, 6.6, 5.22)"
06-01-2023 13:34:25.481837,"(14.0, 29.0, 21.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.7)","(2.9, 8.2, 4.272222222222222)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.4, 2.74)","(4.2, 6.6, 5.22)"
06-01-2023 13:34:26.518735,"(14.0, 29.0, 21.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 11.466666666666667)","(2.9, 8.2, 4.272222222222222)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.4, 2.74)","(4.2, 6.6, 5.22)"
06-01-2023 13:34:27.698359,"(14.0, 29.0, 21.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 11.466666666666667)","(2.9, 8.2, 4.272222222222222)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.4, 2.74)","(4.2, 6.6, 5.3)"
06-01-2023 13:34:28.668853,"(14.0, 29.0, 25.8)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 11.466666666666667)","(2.9, 8.2, 4.272222222222222)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.4, 3.1862857142857144)","(4.2, 6.8, 5.3)"
06-01-2023 13:34:29.640352,"(14.0, 29.0, 27.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 11.466666666666667)","(2.9, 8.2, 4.272222222222222)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.4, 2.786923076923077)","(4.2, 6.8, 5.3)"
06-01-2023 13:34:30.665982,"(14.0, 29.0, 27.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 11.466666666666667)","(2.9, 8.2, 4.272222222222222)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.35, 3.097586206896552)","(4.2, 6.8, 5.22)"
06-01-2023 13:34:31.707353,"(14.0, 29.0, 27.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 11.466666666666667)","(2.9, 8.2, 4.272222222222222)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.35, 2.802142857142857)","(4.2, 6.6, 5.22)"
06-01-2023 13:34:32.831619,"(14.0, 29.0, 27.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.075)","(2.9, 8.2, 4.272222222222222)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.35, 2.802142857142857)","(4.2, 6.6, 5.209090909090909)"
06-01-2023 13:34:33.994569,"(14.0, 29.0, 27.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.2)","(2.9, 8.2, 4.272222222222222)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.35, 2.8337499999999998)","(4.2, 6.8, 5.209090909090909)"
06-01-2023 13:34:35.008208,"(14.0, 29.0, 27.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.2)","(2.9, 8.2, 4.272222222222222)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.35, 3.0058333333333334)","(4.2, 6.8, 5.209090909090909)"
06-01-2023 13:34:36.007360,"(14.0, 29.0, 27.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.1)","(2.9, 8.2, 4.272222222222222)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.35, 3.0058333333333334)","(4.2, 6.8, 5.22)"
06-01-2023 13:34:37.101040,"(14.0, 29.0, 27.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.075)","(2.9, 8.2, 4.272222222222222)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.35, 3.0058333333333334)","(4.2, 6.6, 5.209090909090909)"
06-01-2023 13:34:38.216737,"(14.0, 29.0, 27.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.075)","(2.9, 8.2, 4.16)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.35, 3.0058333333333334)","(4.2, 6.8, 5.209090909090909)"
06-01-2023 13:34:39.319878,"(14.0, 29.0, 27.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.075)","(2.9, 8.2, 4.16)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.35, 3.0058333333333334)","(4.2, 6.8, 5.209090909090909)"
06-01-2023 13:34:40.383625,"(14.0, 29.0, 27.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.075)","(2.9, 8.2, 4.16)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.35, 3.0058333333333334)","(4.2, 6.8, 5.209090909090909)"
06-01-2023 13:34:41.349337,"(14.0, 29.0, 27.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.075)","(2.9, 8.2, 4.16)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.35, 3.0058333333333334)","(4.2, 6.8, 5.614285714285714)"
06-01-2023 13:34:42.338462,"(14.0, 29.0, 27.933333333333334)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.8)","(2.9, 8.2, 4.9174999999999995)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.35, 3.0058333333333334)","(4.2, 6.6, 5.007692307692308)"
06-01-2023 13:34:43.316596,"(14.0, 29.0, 28.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.8)","(2.9, 8.2, 5.0738095238095235)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.35, 3.217241379310345)","(4.2, 6.6, 5.007692307692308)"
06-01-2023 13:34:44.362588,"(14.0, 29.0, 28.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.8)","(2.9, 8.2, 5.0738095238095235)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.35, 3.217241379310345)","(4.2, 6.6, 5.614285714285714)"
06-01-2023 13:34:45.424241,"(14.0, 29.0, 28.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.8)","(2.9, 8.2, 5.0738095238095235)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.35, 3.2911111111111113)","(4.2, 6.6, 5.614285714285714)"
06-01-2023 13:34:46.465338,"(14.0, 29.0, 28.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.8)","(2.9, 8.2, 5.0738095238095235)","(19.0, 130.0, 89.0909090909091)","(2.7, 3.35, 3.3296)","(4.2, 6.6, 5.614285714285714)"
06-01-2023 13:34:47.423864,"(14.0, 29.0, 28.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.8)","(2.9, 8.2, 5.0738095238095235)","(19.0, 130.0, 65.71428571428572)","(2.7, 3.35, 3.3223529411764705)","(4.2, 6.6, 5.007692307692308)"
06-01-2023 13:34:48.488266,"(14.0, 29.0, 28.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.8)","(2.9, 8.2, 5.0738095238095235)","(19.0, 130.0, 73.5)","(2.7, 3.35, 3.2375)","(4.2, 6.6, 5.007692307692308)"
06-01-2023 13:34:49.547119,"(14.0, 29.0, 28.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.8)","(2.9, 8.2, 5.0738095238095235)","(19.0, 130.0, 28.75)","(2.7, 3.35, 3.326111111111111)","(4.2, 6.6, 5.614285714285714)"
06-01-2023 13:34:50.566331,"(14.0, 29.0, 28.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.8)","(2.9, 8.2, 5.0738095238095235)","(19.0, 40.0, 35.4375)","(2.7, 3.35, 3.2066666666666666)","(4.2, 6.6, 5.614285714285714)"
06-01-2023 13:34:51.577913,"(14.0, 29.0, 28.0)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.8)","(2.9, 8.2, 5.0738095238095235)","(19.0, 38.0, 35.72222222222222)","(2.7, 3.35, 3.2066666666666666)","(4.2, 6.6, 5.614285714285714)"
06-01-2023 13:34:52.550738,"(14.0, 29.0, 27.11764705882353)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.8)","(2.9, 8.2, 5.0738095238095235)","(19.0, 38.0, 35.72222222222222)","(2.7, 3.35, 3.2066666666666666)","(4.2, 6.6, 5.614285714285714)"
06-01-2023 13:34:53.601776,"(14.0, 29.0, 27.11764705882353)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.8)","(2.9, 8.2, 5.0738095238095235)","(19.0, 38.0, 35.72222222222222)","(2.7, 3.35, 3.2066666666666666)","(4.2, 6.6, 5.007692307692308)"
06-01-2023 13:34:54.669851,"(14.0, 29.0, 27.11764705882353)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.8)","(2.9, 8.2, 4.986363636363636)","(19.0, 38.0, 35.72222222222222)","(2.7, 3.35, 3.2066666666666666)","(4.2, 6.6, 5.007692307692308)"
06-01-2023 13:34:55.756693,"(14.0, 29.0, 27.11764705882353)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.8)","(2.9, 8.2, 7.029999999999999)","(19.0, 38.0, 99.5)","(2.7, 3.35, 3.2066666666666666)","(4.2, 6.6, 5.7)"
06-01-2023 13:34:56.734729,"(14.0, 29.0, 27.11764705882353)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.8)","(2.9, 8.0, 7.029999999999999)","(19.0, 120.0, 101.36363636363636)","(2.7, 3.35, 3.2066666666666666)","(4.2, 6.4, 5.7)"
06-01-2023 13:34:57.648716,"(14.0, 29.0, 27.11764705882353)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.8)","(2.9, 8.0, 7.029999999999999)","(19.0, 120.0, 101.36363636363636)","(2.7, 3.35, 3.2066666666666666)","(4.2, 6.4, 5.7)"
06-01-2023 13:34:58.656414,"(14.0, 29.0, 27.11764705882353)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.8)","(2.9, 8.0, 7.029999999999999)","(19.0, 120.0, 101.36363636363636)","(2.7, 3.35, 3.2066666666666666)","(4.2, 6.4, 5.7)"
06-01-2023 13:34:59.635231,"(14.0, 29.0, 27.11764705882353)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 12.8)","(2.9, 8.0, 7.029999999999999)","(19.0, 120.0, 101.36363636363636)","(2.7, 3.35, 3.2066666666666666)","(4.2, 6.4, 5.7)"
06-01-2023 13:35:00.732109,"(14.0, 29.0, 27.11764705882353)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.05)","(2.9, 8.0, 7.029999999999999)","(19.0, 120.0, 101.36363636363636)","(2.7, 3.35, 3.2066666666666666)","(4.2, 6.4, 5.22)"
06-01-2023 13:35:01.671561,"(14.0, 29.0, 27.11764705882353)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.075)","(2.9, 8.0, 7.029999999999999)","(19.0, 120.0, 101.36363636363636)","(2.7, 3.35, 3.2066666666666666)","(4.2, 6.6, 5.209090909090909)"
06-01-2023 13:35:02.580840,"(14.0, 29.0, 27.11764705882353)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.075)","(2.9, 8.0, 7.029999999999999)","(19.0, 120.0, 101.36363636363636)","(2.7, 3.35, 3.3066666666666666)","(4.2, 6.8, 5.209090909090909)"
06-01-2023 13:35:03.532353,"(14.0, 29.0, 27.11764705882353)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.075)","(2.9, 8.0, 7.029999999999999)","(19.0, 120.0, 101.36363636363636)","(2.7, 3.35, 3.3066666666666666)","(4.2, 6.8, 5.209090909090909)"
06-01-2023 13:35:04.610394,"(14.0, 29.0, 27.11764705882353)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.075)","(2.9, 8.0, 7.029999999999999)","(19.0, 120.0, 101.36363636363636)","(2.7, 3.35, 3.3066666666666666)","(4.2, 6.8, 5.209090909090909)"
06-01-2023 13:35:05.680358,"(14.0, 29.0, 27.11764705882353)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.075)","(2.9, 8.0, 7.029999999999999)","(19.0, 120.0, 87.25)","(2.7, 3.35, 3.3066666666666666)","(4.2, 6.8, 5.22)"
06-01-2023 13:35:06.784339,"(14.0, 29.0, 27.11764705882353)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.075)","(2.9, 8.0, 7.029999999999999)","(19.0, 95.0, 87.25)","(2.7, 3.35, 3.297142857142857)","(4.2, 6.6, 5.22)"
06-01-2023 13:35:07.924709,"(14.0, 29.0, 27.11764705882353)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.075)","(2.9, 8.0, 7.029999999999999)","(19.0, 95.0, 87.25)","(2.7, 3.35, 3.30625)","(4.2, 6.6, 5.209090909090909)"
06-01-2023 13:35:08.930527,"(14.0, 29.0, 27.11764705882353)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.075)","(2.9, 8.0, 7.029999999999999)","(19.0, 95.0, 87.25)","(2.7, 3.35, 3.30625)","(4.2, 6.8, 5.209090909090909)"
06-01-2023 13:35:09.996521,"(14.0, 29.0, 27.11764705882353)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.075)","(2.9, 8.0, 7.029999999999999)","(19.0, 95.0, 87.25)","(2.7, 3.35, 3.30625)","(4.2, 6.8, 5.209090909090909)"
06-01-2023 13:35:11.045420,"(14.0, 29.0, 27.11764705882353)","(12.0, 24.0, 15.666666666666668)","(7.0, 14.0, 13.075)","(2.9, 8.0, 7.029999999999999)","(19.0, 95.0, 87.25)","(2.7, 3.35, 3.30625)","(4.2, 6.8, 5.22)"
06-01-2023 13:35:11.990595,"(14.0, 29.0, 21.5)","(12.0, 24.0, 18.0)","(7.0, 14.0, 13.075)","(2.9, 8.0, 7.029999999999999)","(19.0, 95.0, 87.25)","(2.7, 3.35, 3.30625)","(4.2, 6.6, 5.22)"
06-01-2023 13:35:13.008751,"(14.0, 29.0, 21.5)","(12.0, 24.0, 20.0)","(7.0, 14.0, 13.075)","(2.9, 8.0, 7.029999999999999)","(19.0, 130.0, 118.75)","(2.7, 3.35, 3.30625)","(4.2, 6.6, 5.22)"
06-01-2023 13:35:14.105300,"(14.0, 29.0, 21.5)","(12.0, 24.0, 20.0)","(7.0, 14.0, 13.075)","(2.9, 8.0, 7.029999999999999)","(19.0, 130.0, 118.75)","(2.7, 3.35, 3.30625)","(4.2, 6.6, 5.209090909090909)"
06-01-2023 13:35:15.055164,"(14.0, 29.0, 21.5)","(12.0, 24.0, 20.0)","(7.0, 14.0, 13.075)","(2.9, 8.0, 7.029999999999999)","(19.0, 130.0, 118.75)","(2.7, 3.35, 3.30625)","(4.2, 6.8, 5.209090909090909)"
06-01-2023 13:35:16.111173,"(14.0, 29.0, 21.5)","(12.0, 24.0, 20.0)","(7.0, 14.0, 13.075)","(2.9, 8.0, 7.029999999999999)","(19.0, 130.0, 118.8)","(2.7, 3.35, 3.30625)","(4.2, 6.8, 5.209090909090909)"
06-01-2023 13:35:17.271664,"(14.0, 29.0, 21.5)","(12.0, 24.0, 20.0)","(7.0, 14.0, 13.075)","(2.9, 8.0, 7.029999999999999)","(19.0, 130.0, 118.8)","(2.7, 3.35, 3.30625)","(4.2, 6.8, 5.22)"
06-01-2023 13:35:18.366548,"(14.0, 29.0, 21.5)","(12.0, 24.0, 20.0)","(7.0, 14.0, 13.075)","(2.9, 8.0, 7.029999999999999)","(19.0, 130.0, 118.8)","(2.7, 3.35, 3.30625)","(4.2, 6.6, 4.913333333333333)"
06-01-2023 13:35:19.324949,"(14.0, 29.0, 21.5)","(12.0, 24.0, 20.0)","(7.0, 14.0, 13.075)","(2.9, 8.0, 7.029999999999999)","(19.0, 130.0, 118.8)","(2.7, 3.35, 3.30625)","(4.2, 6.6, 4.913333333333333)"
06-01-2023 13:35:20.315756,"(14.0, 29.0, 25.9)","(12.0, 24.0, 20.0)","(7.0, 14.0, 13.075)","(2.9, 8.0, 7.029999999999999)","(19.0, 130.0, 118.8)","(2.7, 3.35, 3.30625)","(4.2, 6.6, 4.913333333333333)"
06-01-2023 13:35:21.282520,"(14.0, 29.0, 25.9)","(12.0, 24.0, 20.0)","(7.0, 14.0, 13.075)","(2.9, 8.0, 7.029999999999999)","(19.0, 130.0, 118.8)","(2.7, 3.35, 3.30625)","(4.2, 6.6, 4.913333333333333)"
