,Lensman,I Am Richenuff,Harderthantherest,Exalted Dennis,Foxtrot Bravo,Garratt Road,Costaway,Blazing Zone,Jeddalet,Wicked Redoutes
05-01-2023 15:02:58.317449,"(3.4, 4.4, 4.127272727272727)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 41.285714285714285)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:02:59.529032,"(3.4, 4.4, 4.04)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 41.285714285714285)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:00.729737,"(3.4, 4.4, 4.04)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 41.285714285714285)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:01.977046,"(3.4, 4.4, 4.04)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 41.285714285714285)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:03.231235,"(3.4, 4.4, 4.04)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 41.285714285714285)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:04.461642,"(3.4, 4.4, 4.04)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 41.285714285714285)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:05.680648,"(3.4, 4.4, 4.04)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 41.285714285714285)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:06.886979,"(3.4, 4.4, 4.04)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 41.285714285714285)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:08.076261,"(3.4, 4.4, 4.04)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 41.285714285714285)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:09.371752,"(3.4, 4.4, 4.04)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 41.285714285714285)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:10.605142,"(3.4, 4.4, 4.04)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 41.285714285714285)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:11.858270,"(3.4, 4.4, 4.04)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 41.285714285714285)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:13.144266,"(3.4, 4.4, 4.04)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 41.285714285714285)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:14.330937,"(3.4, 4.4, 4.04)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 41.285714285714285)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:15.538441,"(3.4, 4.4, 4.04)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 41.285714285714285)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:16.724596,"(3.4, 4.4, 4.04)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 41.285714285714285)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:17.936054,"(3.4, 4.4, 4.04)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 42.375)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:19.185063,"(3.4, 4.4, 4.04)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 42.375)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:20.412990,"(3.4, 4.4, 4.04)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 42.375)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:21.785224,"(3.4, 4.4, 4.04)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 42.375)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:23.103217,"(3.4, 4.4, 4.04)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 42.375)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:24.439894,"(3.4, 4.4, 4.04)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 42.375)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:25.782177,"(3.4, 4.4, 4.04)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 42.375)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:27.086748,"(3.4, 4.4, 4.04)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 42.375)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:28.361225,"(3.4, 4.4, 4.057142857142857)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 41.285714285714285)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:29.606499,"(3.4, 4.4, 4.057142857142857)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 41.285714285714285)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:30.878764,"(3.4, 4.4, 4.057142857142857)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 41.285714285714285)","(21.0, 90.0, 56.0)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:32.150556,"(3.4, 4.4, 4.057142857142857)","(4.6, 5.4, 5.123076923076923)","(4.2, 4.3, 4.133333333333333)","(9.0, 16.0, 14.666666666666666)","(10.0, 17.0, 16.2)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 41.285714285714285)","(21.0, 90.0, 56.5)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:33.420927,"(3.4, 4.4, 4.057142857142857)","(4.6, 5.4, 5.110714285714286)","(4.2, 4.3, 4.102970297029703)","(9.0, 16.0, 15.11111111111111)","(10.0, 17.0, 16.25)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 37.8)","(21.0, 90.0, 70.85714285714286)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:34.722133,"(3.4, 4.4, 4.16)","(4.6, 5.4, 4.917857142857144)","(4.2, 4.4, 4.102970297029703)","(9.0, 16.0, 15.11111111111111)","(10.0, 17.0, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 37.8)","(21.0, 90.0, 70.85714285714286)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:36.078232,"(3.4, 4.5, 4.325)","(4.6, 5.4, 4.917857142857144)","(4.2, 4.4, 4.102970297029703)","(9.0, 16.0, 15.11111111111111)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 37.8)","(21.0, 90.0, 70.85714285714286)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:37.483045,"(3.4, 4.4, 4.16)","(4.6, 5.4, 4.917857142857144)","(4.2, 4.4, 4.102970297029703)","(9.0, 16.0, 15.11111111111111)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 37.8)","(21.0, 90.0, 70.85714285714286)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:38.894675,"(3.4, 4.4, 4.266666666666667)","(4.6, 5.4, 4.917857142857144)","(4.2, 4.4, 4.102970297029703)","(9.0, 16.0, 15.11111111111111)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 37.8)","(21.0, 90.0, 70.85714285714286)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:40.220292,"(3.4, 4.4, 4.266666666666667)","(4.6, 5.4, 4.917857142857144)","(4.2, 4.4, 4.102970297029703)","(9.0, 16.0, 15.11111111111111)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 37.8)","(21.0, 90.0, 70.85714285714286)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:41.559562,"(3.4, 4.4, 4.266666666666667)","(4.6, 5.4, 4.917857142857144)","(4.2, 4.4, 4.102970297029703)","(9.0, 16.0, 14.4)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 37.8)","(21.0, 90.0, 70.85714285714286)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:42.902505,"(3.4, 4.4, 4.266666666666667)","(4.6, 5.4, 4.917857142857144)","(4.2, 4.4, 4.102970297029703)","(9.0, 16.0, 14.4)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 37.8)","(21.0, 90.0, 70.85714285714286)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:44.251218,"(3.4, 4.4, 4.266666666666667)","(4.6, 5.4, 4.917857142857144)","(4.2, 4.4, 4.102970297029703)","(9.0, 16.0, 14.4)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 37.8)","(21.0, 90.0, 70.85714285714286)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:45.594452,"(3.4, 4.4, 4.266666666666667)","(4.6, 5.4, 4.917857142857144)","(4.2, 4.4, 4.102970297029703)","(9.0, 16.0, 14.4)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 37.8)","(21.0, 90.0, 70.85714285714286)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:46.887867,"(3.4, 4.4, 4.266666666666667)","(4.6, 5.4, 4.917857142857144)","(4.2, 4.4, 4.102970297029703)","(9.0, 16.0, 14.4)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 37.8)","(21.0, 90.0, 70.85714285714286)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:48.209684,"(3.4, 4.4, 4.266666666666667)","(4.6, 5.4, 4.917857142857144)","(4.2, 4.4, 4.102970297029703)","(9.0, 16.0, 14.4)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 37.8)","(21.0, 90.0, 70.85714285714286)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:49.518436,"(3.4, 4.4, 4.266666666666667)","(4.6, 5.4, 4.917857142857144)","(4.2, 4.4, 4.102970297029703)","(9.0, 16.0, 14.4)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 37.8)","(21.0, 90.0, 70.85714285714286)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:50.806392,"(3.4, 4.4, 4.266666666666667)","(4.6, 5.4, 4.917857142857144)","(4.2, 4.4, 4.102970297029703)","(9.0, 16.0, 14.4)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 42.375)","(21.0, 90.0, 70.85714285714286)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:52.114473,"(3.4, 4.4, 4.266666666666667)","(4.6, 5.4, 4.917857142857144)","(4.2, 4.4, 4.102970297029703)","(9.0, 16.0, 11.733333333333333)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 42.375)","(21.0, 90.0, 70.85714285714286)","(26.0, 110.0, 68.0)"
05-01-2023 15:03:53.436231,"(3.4, 4.4, 4.266666666666667)","(4.6, 5.4, 4.917857142857144)","(4.2, 4.4, 4.102970297029703)","(9.0, 16.0, 10.583333333333332)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 42.375)","(21.0, 90.0, 70.85714285714286)","(26.0, 110.0, 47.14285714285714)"
05-01-2023 15:03:54.822273,"(3.4, 4.4, 4.16)","(4.6, 5.4, 4.917857142857144)","(4.2, 4.4, 4.102970297029703)","(9.0, 15.5, 9.976923076923077)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 42.375)","(21.0, 90.0, 70.85714285714286)","(26.0, 100.0, 47.14285714285714)"
05-01-2023 15:03:56.167082,"(3.5, 4.4, 4.25)","(4.6, 5.4, 4.917857142857144)","(4.0, 4.4, 4.102970297029703)","(9.0, 14.5, 10.333333333333332)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 24.576923076923077)","(20.0, 50.0, 43.22222222222222)","(21.0, 90.0, 57.5)","(26.0, 100.0, 47.14285714285714)"
05-01-2023 15:03:57.540731,"(3.5, 4.4, 4.125)","(4.6, 5.4, 4.917857142857144)","(4.0, 4.4, 4.102970297029703)","(9.0, 14.0, 10.379999999999999)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 24.576923076923077)","(20.0, 50.0, 30.0)","(21.0, 90.0, 57.5)","(26.0, 100.0, 53.75)"
05-01-2023 15:03:58.887193,"(3.5, 4.4, 4.15)","(4.6, 5.4, 4.917857142857144)","(4.0, 4.4, 4.102970297029703)","(9.0, 13.5, 10.379999999999999)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 24.576923076923077)","(20.0, 50.0, 30.0)","(21.0, 90.0, 57.5)","(26.0, 100.0, 67.4)"
05-01-2023 15:04:00.244500,"(3.5, 4.4, 4.15)","(4.6, 5.4, 4.917857142857144)","(4.0, 4.4, 4.102970297029703)","(9.0, 13.5, 10.540000000000001)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 24.576923076923077)","(20.0, 50.0, 30.0)","(21.0, 90.0, 57.5)","(26.0, 95.0, 67.4)"
05-01-2023 15:04:01.576770,"(3.5, 4.4, 4.15)","(4.6, 5.4, 4.917857142857144)","(4.0, 4.4, 4.102970297029703)","(9.0, 13.5, 11.855555555555556)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 42.375)","(21.0, 90.0, 57.5)","(26.0, 95.0, 60.5)"
05-01-2023 15:04:02.864854,"(3.5, 4.4, 4.307692307692308)","(4.6, 5.4, 4.917857142857144)","(4.0, 4.4, 4.102970297029703)","(9.0, 14.5, 12.15)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 42.375)","(21.0, 90.0, 57.5)","(26.0, 95.0, 60.5)"
05-01-2023 15:04:04.186181,"(3.5, 4.4, 4.125)","(4.6, 5.4, 4.917857142857144)","(4.0, 4.4, 4.102970297029703)","(9.0, 14.5, 11.5)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 42.375)","(21.0, 85.0, 55.0)","(26.0, 95.0, 60.5)"
05-01-2023 15:04:05.448804,"(3.5, 4.4, 4.125)","(4.6, 5.4, 4.917857142857144)","(4.0, 4.4, 4.102970297029703)","(9.0, 14.5, 11.5)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 42.375)","(21.0, 85.0, 55.0)","(26.0, 95.0, 60.5)"
05-01-2023 15:04:06.672250,"(3.5, 4.4, 4.125)","(4.6, 5.4, 4.917857142857144)","(4.0, 4.4, 4.102970297029703)","(9.0, 14.5, 13.222222222222221)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 30.0)","(21.0, 85.0, 52.5)","(26.0, 95.0, 60.5)"
05-01-2023 15:04:07.918356,"(3.5, 4.4, 4.15)","(4.6, 5.4, 4.917857142857144)","(4.0, 4.4, 4.102970297029703)","(9.0, 14.0, 13.222222222222221)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 30.0)","(21.0, 80.0, 52.5)","(26.0, 95.0, 60.5)"
05-01-2023 15:04:09.105485,"(3.5, 4.4, 4.15)","(4.6, 5.4, 4.917857142857144)","(4.0, 4.4, 4.102970297029703)","(9.0, 14.0, 13.222222222222221)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 30.0)","(21.0, 80.0, 52.5)","(26.0, 95.0, 60.5)"
05-01-2023 15:04:10.302706,"(3.5, 4.4, 4.15)","(4.6, 5.4, 4.917857142857144)","(4.0, 4.4, 4.102970297029703)","(9.0, 14.0, 13.222222222222221)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 43.333333333333336)","(21.0, 80.0, 52.5)","(26.0, 95.0, 60.5)"
05-01-2023 15:04:11.501499,"(3.5, 4.4, 4.15)","(4.6, 5.4, 4.917857142857144)","(4.0, 4.4, 4.102970297029703)","(9.0, 14.0, 12.6)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 45.38461538461539)","(21.0, 80.0, 52.5)","(26.0, 95.0, 67.4)"
05-01-2023 15:04:12.773777,"(3.5, 4.4, 4.28888888888889)","(4.6, 5.4, 4.917857142857144)","(4.0, 4.4, 4.102970297029703)","(9.0, 13.5, 12.6)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 22.61111111111111)","(20.0, 50.0, 45.38461538461539)","(21.0, 80.0, 52.5)","(26.0, 95.0, 67.4)"
05-01-2023 15:04:14.051876,"(3.5, 4.4, 4.25)","(4.6, 5.4, 4.917857142857144)","(4.0, 4.4, 4.102970297029703)","(9.0, 13.5, 12.681818181818182)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 23.25)","(20.0, 50.0, 43.333333333333336)","(21.0, 80.0, 52.5)","(26.0, 95.0, 67.4)"
05-01-2023 15:04:15.347711,"(3.5, 4.4, 4.25)","(4.6, 5.4, 4.917857142857144)","(4.0, 4.4, 4.102970297029703)","(9.0, 13.5, 12.681818181818182)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 23.25)","(20.0, 50.0, 43.333333333333336)","(21.0, 80.0, 52.5)","(26.0, 95.0, 67.4)"
05-01-2023 15:04:16.684916,"(3.5, 4.4, 4.25)","(4.6, 5.4, 4.917857142857144)","(4.0, 4.4, 4.102970297029703)","(9.0, 13.5, 12.681818181818182)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 23.25)","(20.0, 50.0, 30.0)","(21.0, 80.0, 52.5)","(26.0, 95.0, 67.4)"
05-01-2023 15:04:18.008157,"(3.5, 4.4, 4.25)","(4.6, 5.4, 4.917857142857144)","(4.0, 4.4, 4.102970297029703)","(9.0, 13.5, 12.681818181818182)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 23.25)","(20.0, 50.0, 30.0)","(21.0, 80.0, 52.5)","(26.0, 95.0, 67.4)"
05-01-2023 15:04:19.309547,"(3.5, 4.4, 4.25)","(4.6, 5.4, 4.917857142857144)","(4.0, 4.4, 4.102970297029703)","(9.0, 13.5, 12.681818181818182)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 23.25)","(20.0, 50.0, 40.0)","(21.0, 80.0, 61.666666666666664)","(26.0, 95.0, 67.4)"
05-01-2023 15:04:20.949166,"(3.5, 4.4, 4.25)","(4.6, 5.4, 4.917857142857144)","(4.0, 4.4, 4.102970297029703)","(9.0, 13.5, 12.681818181818182)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 23.25)","(20.0, 50.0, 40.0)","(21.0, 80.0, 61.666666666666664)","(26.0, 95.0, 67.4)"
05-01-2023 15:04:22.475645,"(3.5, 4.4, 4.25)","(4.6, 5.4, 4.917857142857144)","(4.0, 4.4, 4.102970297029703)","(9.0, 13.5, 12.681818181818182)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 23.25)","(20.0, 50.0, 28.0)","(21.0, 80.0, 61.666666666666664)","(26.0, 95.0, 67.4)"
05-01-2023 15:04:24.010275,"(3.5, 4.4, 4.25)","(4.6, 5.4, 4.917857142857144)","(4.0, 4.4, 4.102970297029703)","(9.0, 13.5, 12.681818181818182)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 23.25)","(20.0, 50.0, 28.0)","(21.0, 80.0, 61.666666666666664)","(26.0, 95.0, 67.4)"
05-01-2023 15:04:25.512345,"(3.5, 4.4, 4.25)","(4.6, 5.4, 4.917857142857144)","(4.0, 4.4, 4.102970297029703)","(9.0, 13.5, 12.681818181818182)","(10.0, 16.5, 15.833333333333332)","(6.0, 8.2, 8.133333333333333)","(18.0, 29.0, 23.25)","(20.0, 50.0, 28.0)","(21.0, 80.0, 61.666666666666664)","(26.0, 95.0, 67.4)"
