,Live A Good Life,Hammering Lemon,Foreman,Last Renegade,Imperator,Add On,Irish Knight,Minehunter,Blessed Brother
11-01-2023 08:11:54.143197,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(4.8, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:11:55.290435,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(4.8, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:11:56.417214,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(4.8, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:11:57.540560,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(4.8, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:11:58.638398,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(4.8, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:11:59.762529,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(4.8, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:00.842169,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(4.8, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:01.990049,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(4.8, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:03.107065,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(4.8, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:04.238226,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.8, 99999, 99990)","(4.6, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:05.365996,"(8.5, 99999, 99990)","(4.4, 99999, 99990)","(2.8, 99999, 99990)","(4.6, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:06.544235,"(8.5, 99999, 99990)","(4.4, 99999, 99990)","(2.8, 99999, 99990)","(4.6, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:07.672229,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:08.780781,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:09.880536,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:10.965244,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:12.048882,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:13.171389,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:14.323636,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:15.465841,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:16.668128,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:17.803388,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:18.905085,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:20.001167,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:21.118556,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:22.209852,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:23.307923,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:24.418019,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:25.532547,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:26.683678,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:27.835603,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:28.945239,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:30.088529,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:31.225185,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:32.313250,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:33.395001,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:34.464193,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:35.593257,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:36.682303,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:37.793591,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:38.979218,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:40.142378,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:41.285359,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:42.430070,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:43.511962,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:44.600298,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:45.676504,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:46.759950,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:47.902703,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:49.044649,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(11.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:50.258398,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:51.420828,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:52.568840,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:53.702632,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:54.809153,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:55.901760,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:57.028575,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:58.145689,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:12:59.294151,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:00.462442,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:01.590192,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:02.684648,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:03.841723,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:05.021847,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:06.168732,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:07.319506,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:08.454362,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:09.551541,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:10.646472,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:11.734050,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:12.849405,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:13.976068,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:15.141970,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:16.345744,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:17.469537,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:18.628403,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:19.826057,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:20.936385,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:22.054282,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:23.198590,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:24.334703,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:25.442901,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:26.529119,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:27.676070,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:28.830644,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:30.028679,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:31.215989,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:32.357930,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:33.453627,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:34.693204,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:35.868008,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:37.156870,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:38.323767,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:39.400785,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:40.525325,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
11-01-2023 08:13:41.685412,"(9.0, 99999, 99990)","(4.4, 99999, 99990)","(2.9, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 99999, 99990)"
