,Simon The Pieman,Right On Ramsay,Goldstar Portia,Rose Thorn,Edge Of Reason,Shane Baxter,Diamond Chipper,Ginger Shaw
05-01-2023 14:50:53.108093,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:54.414617,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:55.738609,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:57.030748,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:58.312730,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:59.539902,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:51:00.795135,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:51:02.049781,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:51:03.291423,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:51:04.499722,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:51:05.731481,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 23.450000000000003)"
05-01-2023 14:51:07.166333,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:08.455109,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:09.732069,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:10.989518,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:12.216197,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:13.427432,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:14.601025,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:15.789916,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:16.913340,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:18.013710,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:19.148635,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:20.379111,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:21.585338,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:22.801626,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:23.959340,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:25.108207,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:26.123757,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:27.228261,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:28.387011,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:29.622159,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:30.875258,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:32.207270,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:33.391410,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:34.822822,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:36.084494,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:37.358716,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:38.514505,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:39.675106,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:40.906383,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:42.173789,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:43.427728,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:44.696476,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:45.945264,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:47.229137,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:48.481412,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:49.712782,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:50.813095,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:51.939413,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:53.118425,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:54.312683,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:55.512786,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:56.628187,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:57.777647,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:58.824119,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:51:59.950179,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:52:01.032888,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:52:02.186543,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:52:03.242077,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:52:04.299699,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:52:05.364316,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:52:06.531228,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:52:07.688547,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:52:08.874581,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:52:10.089267,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:52:11.193330,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:52:12.268272,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:52:13.360211,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:52:14.514521,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:52:15.762445,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:52:17.037721,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:52:18.261764,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:52:19.424354,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:52:20.543389,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:52:21.682874,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:52:22.874038,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:52:24.071269,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
05-01-2023 14:52:25.294873,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 23.450000000000003)"
