,Aqua Blaze,Pacific Prayer,Crawl Back,Zar Zar Bing,Chasing Rascal,Ocean Girl,Inter Barty,Queen Zipper
15-12-2022 14:27:42.015620,"(10.0, 23.0, 19.114285714285714)","(2.6, 5.1, 3.23)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.7, 4.970833333333333)","(13.0, 30.0, 26.0)","(41.0, 290.0, 53.1578947368421)","(6.0, 10.5, 7.166666666666667)","(31.0, 210.0, 88.19999999999999)"
15-12-2022 14:27:42.984379,"(10.0, 23.0, 19.114285714285714)","(2.6, 5.1, 2.9549999999999996)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.7, 4.970833333333333)","(13.0, 30.0, 26.0)","(41.0, 290.0, 53.1578947368421)","(6.0, 10.5, 7.166666666666667)","(31.0, 210.0, 88.19999999999999)"
15-12-2022 14:27:44.004097,"(10.0, 23.0, 19.114285714285714)","(2.6, 5.0, 3.0088888888888885)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.5, 4.854166666666667)","(13.0, 30.0, 26.0)","(41.0, 290.0, 53.888888888888886)","(6.0, 10.5, 7.366666666666666)","(31.0, 210.0, 88.19999999999999)"
15-12-2022 14:27:45.040983,"(10.0, 23.0, 19.114285714285714)","(2.6, 5.0, 2.909333333333333)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.5, 4.854166666666667)","(13.0, 30.0, 26.0)","(41.0, 290.0, 53.888888888888886)","(6.0, 10.5, 7.166666666666667)","(31.0, 210.0, 123.0)"
15-12-2022 14:27:46.017483,"(10.0, 23.0, 19.114285714285714)","(2.6, 5.0, 2.909333333333333)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.5, 4.854166666666667)","(13.0, 30.0, 26.0)","(41.0, 290.0, 53.888888888888886)","(6.0, 10.5, 7.166666666666667)","(31.0, 210.0, 123.0)"
15-12-2022 14:27:46.975727,"(10.0, 23.0, 19.114285714285714)","(2.6, 5.0, 2.909333333333333)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.5, 4.625)","(13.0, 30.0, 26.0)","(41.0, 290.0, 53.888888888888886)","(6.0, 10.5, 7.633333333333334)","(31.0, 210.0, 123.0)"
15-12-2022 14:27:47.995735,"(10.0, 23.0, 19.114285714285714)","(2.6, 5.0, 2.909333333333333)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.5, 4.863636363636363)","(13.0, 30.0, 26.0)","(41.0, 290.0, 53.888888888888886)","(6.0, 10.5, 7.633333333333334)","(31.0, 210.0, 123.0)"
15-12-2022 14:27:48.977416,"(10.0, 23.0, 19.114285714285714)","(2.6, 5.0, 3.0088888888888885)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.5, 4.863636363636363)","(13.0, 30.0, 26.0)","(41.0, 290.0, 53.888888888888886)","(6.0, 10.5, 7.633333333333334)","(31.0, 210.0, 123.0)"
15-12-2022 14:27:49.941397,"(10.0, 23.0, 19.114285714285714)","(2.6, 5.0, 3.0088888888888885)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.5, 4.863636363636363)","(13.0, 30.0, 26.0)","(41.0, 290.0, 53.888888888888886)","(6.0, 10.5, 7.633333333333334)","(31.0, 210.0, 123.0)"
15-12-2022 14:27:50.898519,"(10.0, 23.0, 19.114285714285714)","(2.6, 5.0, 3.0088888888888885)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.5, 4.863636363636363)","(13.0, 30.0, 26.0)","(41.0, 290.0, 53.888888888888886)","(6.0, 10.5, 7.633333333333334)","(31.0, 210.0, 123.0)"
15-12-2022 14:27:51.885076,"(10.0, 23.0, 19.114285714285714)","(2.6, 5.0, 3.0088888888888885)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.5, 5.035714285714286)","(13.0, 30.0, 26.0)","(41.0, 290.0, 53.529411764705884)","(6.0, 10.5, 7.633333333333334)","(31.0, 210.0, 123.0)"
15-12-2022 14:27:52.910543,"(10.0, 23.0, 19.933333333333334)","(2.6, 5.0, 3.0088888888888885)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.5, 4.75)","(13.0, 30.0, 19.0)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.233333333333333)","(31.0, 210.0, 123.0)"
15-12-2022 14:27:53.929809,"(10.0, 23.0, 19.933333333333334)","(2.6, 4.9, 2.8726315789473684)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.5, 4.75)","(13.0, 30.0, 19.0)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.233333333333333)","(31.0, 210.0, 123.0)"
15-12-2022 14:27:54.965045,"(10.0, 23.0, 19.933333333333334)","(2.6, 4.8, 2.896)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.4, 4.575)","(13.0, 30.0, 27.46153846153846)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.166666666666667)","(31.0, 210.0, 123.0)"
15-12-2022 14:27:55.984203,"(10.0, 23.0, 19.933333333333334)","(2.6, 4.8, 2.896)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.4, 4.575)","(13.0, 30.0, 23.6)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.633333333333334)","(31.0, 210.0, 123.0)"
15-12-2022 14:27:57.008524,"(10.0, 23.0, 19.933333333333334)","(2.6, 4.8, 2.896)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.4, 4.575)","(13.0, 30.0, 23.6)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.633333333333334)","(31.0, 210.0, 123.0)"
15-12-2022 14:27:58.013050,"(10.0, 23.0, 19.933333333333334)","(2.6, 4.8, 2.896)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.4, 4.757142857142857)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.633333333333334)","(31.0, 210.0, 123.0)"
15-12-2022 14:27:59.096070,"(10.0, 23.0, 19.933333333333334)","(2.6, 4.8, 2.9866666666666664)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.4, 4.725)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.633333333333334)","(31.0, 210.0, 123.0)"
15-12-2022 14:28:00.147405,"(10.0, 23.0, 19.933333333333334)","(2.6, 4.8, 2.9866666666666664)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.4, 4.725)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.633333333333334)","(31.0, 210.0, 123.0)"
15-12-2022 14:28:01.118910,"(10.0, 23.0, 19.933333333333334)","(2.6, 4.8, 2.9866666666666664)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.4, 4.725)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.633333333333334)","(31.0, 210.0, 123.0)"
15-12-2022 14:28:02.159466,"(10.0, 23.0, 19.933333333333334)","(2.6, 4.8, 2.9866666666666664)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.4, 4.65)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.633333333333334)","(31.0, 210.0, 123.0)"
15-12-2022 14:28:03.193556,"(10.0, 23.0, 19.933333333333334)","(2.6, 4.8, 2.9866666666666664)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.4, 4.725)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.166666666666667)","(31.0, 210.0, 123.0)"
15-12-2022 14:28:04.182247,"(10.0, 23.0, 19.933333333333334)","(2.6, 4.8, 2.9866666666666664)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.4, 4.875)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.633333333333334)","(31.0, 210.0, 123.0)"
15-12-2022 14:28:05.233549,"(10.0, 23.0, 19.933333333333334)","(2.6, 4.8, 2.9866666666666664)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.4, 4.875)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.633333333333334)","(31.0, 210.0, 123.0)"
15-12-2022 14:28:06.268012,"(10.0, 23.0, 19.933333333333334)","(2.6, 4.8, 3.6342857142857143)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.4, 4.875)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.633333333333334)","(31.0, 210.0, 123.0)"
15-12-2022 14:28:07.324728,"(10.0, 23.0, 19.933333333333334)","(2.6, 4.8, 4.022857142857143)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.4, 5.324999999999999)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.633333333333334)","(31.0, 210.0, 123.0)"
15-12-2022 14:28:08.438919,"(10.0, 23.0, 19.933333333333334)","(2.6, 4.8, 4.022857142857143)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.6, 5.375)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.633333333333334)","(31.0, 210.0, 123.0)"
15-12-2022 14:28:09.483479,"(10.0, 23.0, 19.933333333333334)","(2.6, 4.8, 4.022857142857143)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.6, 5.375)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.633333333333334)","(31.0, 210.0, 123.0)"
15-12-2022 14:28:10.549599,"(10.0, 23.0, 21.275)","(2.6, 4.8, 4.022857142857143)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.6, 5.375)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.633333333333334)","(31.0, 210.0, 123.0)"
15-12-2022 14:28:11.664144,"(10.0, 23.0, 21.275)","(2.6, 4.8, 4.022857142857143)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.6, 5.375)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.633333333333334)","(31.0, 210.0, 123.0)"
15-12-2022 14:28:12.780922,"(10.0, 23.0, 21.275)","(2.6, 4.8, 4.022857142857143)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.6, 5.05)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.166666666666667)","(31.0, 210.0, 74.31578947368422)"
15-12-2022 14:28:13.866086,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 4.022857142857143)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.6, 5.25625)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.766666666666667)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:14.933800,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 4.022857142857143)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.6, 5.25625)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.766666666666667)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:15.936742,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 4.022857142857143)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.6, 5.25625)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.766666666666667)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:16.977127,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 3.0044444444444443)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.6, 5.25625)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.766666666666667)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:18.043509,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 3.0044444444444443)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.6, 5.1)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.766666666666667)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:19.109131,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 3.6457142857142855)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.6, 5.1)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.766666666666667)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:20.112389,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 3.992)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.6, 5.1)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.766666666666667)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:21.162500,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 3.992)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.6, 5.0375)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.766666666666667)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:22.218166,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 3.949473684210526)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.6, 5.0375)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.766666666666667)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:23.315666,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 3.949473684210526)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.6, 5.1)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.233333333333333)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:24.399392,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 3.949473684210526)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.5, 5.1)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.233333333333333)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:25.434697,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 3.949473684210526)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.5, 5.0625)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.233333333333333)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:26.516343,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 3.949473684210526)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.5, 5.0625)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.233333333333333)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:27.650586,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 3.949473684210526)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.5, 4.875)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.233333333333333)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:28.795598,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 3.022222222222222)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.5, 5.0625)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.233333333333333)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:29.956167,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 3.022222222222222)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.5, 5.0625)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.233333333333333)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:31.117690,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 3.022222222222222)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.5, 5.0625)","(13.0, 30.0, 27.866666666666667)","(41.0, 270.0, 52.77777777777778)","(6.0, 10.5, 7.233333333333333)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:32.203789,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 3.022222222222222)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.5, 4.9375)","(13.0, 30.0, 24.0)","(41.0, 270.0, 66.25)","(6.0, 10.5, 7.233333333333333)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:33.318408,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 3.022222222222222)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.5, 4.9375)","(13.0, 30.0, 24.0)","(41.0, 250.0, 106.66666666666667)","(6.0, 10.5, 7.233333333333333)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:34.494743,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 3.022222222222222)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.5, 5.050000000000001)","(13.0, 30.0, 24.0)","(41.0, 240.0, 106.66666666666667)","(6.0, 10.5, 7.233333333333333)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:35.624117,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 3.022222222222222)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.4, 5.0875)","(13.0, 30.0, 24.0)","(41.0, 240.0, 106.66666666666667)","(6.0, 10.5, 7.233333333333333)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:36.769458,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 3.022222222222222)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.4, 5.025)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 106.66666666666667)","(6.0, 10.5, 6.58)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:37.887958,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 3.022222222222222)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.4, 5.0875)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 106.66666666666667)","(6.0, 10.5, 6.58)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:39.014750,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 3.022222222222222)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.4, 5.0875)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 106.66666666666667)","(6.0, 10.5, 6.58)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:40.161471,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 3.022222222222222)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.4, 5.207692307692308)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 106.66666666666667)","(6.0, 10.5, 6.58)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:41.260707,"(10.0, 23.0, 22.34285714285714)","(2.6, 4.8, 3.022222222222222)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.4, 5.207692307692308)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 106.66666666666667)","(6.0, 10.5, 6.58)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:42.319135,"(10.0, 23.0, 21.745454545454546)","(2.6, 4.8, 3.022222222222222)","(4.2, 6.8, 5.054545454545455)","(3.3, 5.4, 5.207692307692308)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 106.66666666666667)","(6.0, 10.5, 6.58)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:43.495215,"(10.0, 23.0, 21.745454545454546)","(2.6, 4.7, 3.071428571428571)","(4.2, 6.8, 5.709090909090909)","(3.3, 5.4, 5.025)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 160.8)","(6.0, 10.5, 7.359999999999999)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:44.639316,"(10.0, 23.0, 17.64)","(2.6, 4.7, 3.75)","(4.2, 6.6, 5.225)","(3.3, 5.4, 5.025)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 196.0)","(6.0, 10.0, 7.55)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:45.754166,"(10.0, 23.0, 14.333333333333332)","(2.6, 4.7, 4.066666666666666)","(4.2, 6.6, 5.225)","(3.3, 5.4, 5.15)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 196.0)","(6.0, 10.0, 7.55)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:46.937355,"(10.0, 23.0, 14.333333333333332)","(2.6, 4.7, 4.029411764705882)","(4.2, 6.4, 5.031578947368422)","(3.3, 5.4, 5.15)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 196.0)","(6.0, 10.0, 7.55)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:48.080611,"(10.0, 23.0, 14.333333333333332)","(2.6, 4.7, 4.029411764705882)","(4.2, 6.4, 5.031578947368422)","(3.3, 5.4, 5.233333333333333)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 196.0)","(6.0, 10.0, 6.5777777777777775)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:49.304910,"(10.0, 23.0, 14.333333333333332)","(2.6, 4.7, 4.029411764705882)","(4.2, 6.4, 5.031578947368422)","(3.3, 5.7, 5.1)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 196.0)","(6.0, 10.0, 7.55)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:50.513024,"(10.0, 23.0, 19.285714285714285)","(2.6, 4.7, 4.029411764705882)","(4.2, 6.4, 5.031578947368422)","(3.3, 5.6, 5.25)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 196.0)","(6.0, 10.0, 7.55)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:51.721317,"(10.0, 23.0, 19.285714285714285)","(2.6, 4.7, 4.029411764705882)","(4.2, 6.4, 5.031578947368422)","(3.3, 5.6, 5.25)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 196.0)","(6.0, 10.0, 7.55)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:52.855765,"(10.0, 23.0, 19.285714285714285)","(2.6, 4.7, 3.0885714285714285)","(4.2, 6.4, 5.031578947368422)","(3.3, 5.6, 5.25)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 196.0)","(6.0, 10.0, 8.11875)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:54.032400,"(10.0, 23.0, 19.285714285714285)","(2.6, 4.7, 3.0885714285714285)","(4.2, 6.4, 5.031578947368422)","(3.3, 5.6, 5.25)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 196.0)","(6.0, 10.0, 8.11875)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:55.232786,"(10.0, 23.0, 14.333333333333332)","(2.6, 4.7, 3.584)","(4.2, 6.4, 5.031578947368422)","(3.3, 5.6, 5.1)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 196.0)","(6.0, 10.0, 7.55)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:56.385535,"(10.0, 23.0, 14.333333333333332)","(2.6, 4.7, 3.584)","(4.2, 6.4, 5.031578947368422)","(3.3, 5.6, 5.199999999999999)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 196.0)","(6.0, 10.0, 6.811111111111112)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:57.582737,"(10.0, 23.0, 14.333333333333332)","(2.6, 4.7, 3.584)","(4.2, 6.4, 5.031578947368422)","(3.3, 5.6, 5.25)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 196.0)","(6.0, 10.0, 6.811111111111112)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:28:58.930166,"(10.0, 23.0, 14.333333333333332)","(2.6, 4.7, 3.584)","(4.2, 6.4, 5.031578947368422)","(3.3, 5.6, 5.25)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 196.0)","(6.0, 10.0, 6.733333333333333)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:29:00.246615,"(10.0, 23.0, 14.333333333333332)","(2.6, 4.7, 3.584)","(4.2, 6.4, 5.031578947368422)","(3.3, 5.6, 5.0625)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 196.0)","(6.0, 10.0, 7.608333333333333)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:29:01.594321,"(10.0, 23.0, 14.333333333333332)","(2.6, 4.7, 3.584)","(4.2, 6.4, 5.031578947368422)","(3.3, 5.5, 5.0625)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 196.0)","(6.0, 10.0, 7.608333333333333)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:29:02.901167,"(10.0, 23.0, 14.333333333333332)","(2.6, 4.7, 3.584)","(4.2, 6.4, 5.12)","(3.3, 5.5, 4.5)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 196.0)","(6.0, 10.0, 8.285714285714285)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:29:04.155331,"(10.0, 23.0, 14.333333333333332)","(2.6, 4.7, 3.1228571428571428)","(4.2, 6.2, 5.12)","(3.3, 5.5, 4.5)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 196.0)","(6.0, 10.0, 8.285714285714285)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:29:05.521225,"(10.0, 23.0, 14.333333333333332)","(2.6, 4.7, 3.1228571428571428)","(4.2, 6.2, 5.12)","(3.3, 5.5, 4.5)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 196.0)","(6.0, 10.0, 8.575)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:29:06.812563,"(10.0, 23.0, 14.333333333333332)","(2.6, 4.7, 3.1228571428571428)","(4.2, 6.2, 5.12)","(3.3, 5.5, 4.5)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 196.0)","(6.0, 10.0, 8.575)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:29:08.034886,"(10.0, 23.0, 14.333333333333332)","(2.6, 4.7, 3.1228571428571428)","(4.2, 6.2, 5.12)","(3.3, 5.5, 5.076923076923077)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 196.0)","(6.0, 10.0, 8.575)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:29:09.399842,"(10.0, 23.0, 14.333333333333332)","(2.6, 4.7, 3.1228571428571428)","(4.2, 6.2, 5.107142857142858)","(3.3, 5.5, 5.076923076923077)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 196.0)","(6.0, 10.0, 8.285714285714285)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:29:10.912677,"(10.0, 23.0, 13.0)","(2.6, 4.7, 3.1228571428571428)","(4.2, 6.2, 5.125)","(3.3, 5.5, 5.015384615384615)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 174.0)","(6.0, 10.0, 7.4)","(31.0, 140.0, 74.31578947368422)"
15-12-2022 14:29:12.062737,"(10.0, 19.0, 13.0)","(2.6, 4.7, 3.1228571428571428)","(4.2, 6.0, 5.086956521739131)","(3.3, 5.4, 4.775)","(13.0, 30.0, 26.666666666666668)","(41.0, 240.0, 174.0)","(6.0, 8.6, 7.123076923076923)","(31.0, 140.0, 74.31578947368422)"
