,Big Time Gift,Big Time May,Denuto,Sweet Mix,Big Time Dora,Kina Magic,Ariana Sunset
11-01-2023 12:48:57.063182,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4397222222222226)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:48:58.213591,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4397222222222226)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:48:59.410051,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4397222222222226)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:00.629484,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4397222222222226)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:01.812288,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4397222222222226)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:02.960373,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4397222222222226)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:04.034226,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4397222222222226)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:05.129801,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4397222222222226)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:06.224089,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4397222222222226)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:07.286855,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4397222222222226)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:08.358336,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4397222222222226)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:09.397381,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4397222222222226)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:10.494985,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4397222222222226)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:11.723299,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4397222222222226)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:12.862641,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4397222222222226)","(19.0, 190.0, 79.10714285714286)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:14.103887,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4397222222222226)","(19.0, 190.0, 79.10714285714286)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:15.313317,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.557931034482759)","(19.0, 190.0, 79.10714285714286)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:16.515046,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.557931034482759)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:17.639729,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.557931034482759)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:18.680176,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.557931034482759)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:19.865007,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.557931034482759)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:21.057922,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.557931034482759)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:22.290431,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.557931034482759)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:23.391785,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.557931034482759)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:24.561015,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.5132758620689657)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:25.807697,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.5132758620689657)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:27.038017,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.5132758620689657)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:28.181896,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.5132758620689657)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:29.339168,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.5132758620689657)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:30.496073,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.5132758620689657)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:31.633767,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.5132758620689657)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:32.827854,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.5132758620689657)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:33.820348,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.5132758620689657)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:34.856860,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.5132758620689657)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:35.886601,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4172727272727275)","(19.0, 190.0, 79.10714285714286)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:36.958561,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4172727272727275)","(19.0, 190.0, 79.10714285714286)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:37.953618,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4172727272727275)","(19.0, 190.0, 79.10714285714286)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:39.057984,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4172727272727275)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:40.238695,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4172727272727275)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:41.271467,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4172727272727275)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:42.334150,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4172727272727275)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:43.345569,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4172727272727275)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:44.518862,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4172727272727275)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:45.545291,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4172727272727275)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:46.657498,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4172727272727275)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:47.851497,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4172727272727275)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:48.982464,"(10.0, 24.0, 21.08)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4172727272727275)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:50.369103,"(10.0, 24.0, 14.533333333333335)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.4172727272727275)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:51.699482,"(10.0, 24.0, 14.533333333333335)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:53.031504,"(10.0, 24.0, 14.533333333333335)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:54.324066,"(10.0, 24.0, 14.533333333333335)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:55.501422,"(10.0, 24.0, 14.533333333333335)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:56.625035,"(10.0, 24.0, 14.533333333333335)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:57.719282,"(10.0, 24.0, 14.533333333333335)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:58.718489,"(10.0, 24.0, 14.533333333333335)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 79.10714285714286)","(26.0, 300.0, 254.5)"
11-01-2023 12:49:59.811230,"(10.0, 24.0, 14.533333333333335)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 79.10714285714286)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:01.023146,"(10.0, 24.0, 14.533333333333335)","(7.5, 16.0, 10.36)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 79.10714285714286)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:02.259963,"(10.0, 24.0, 14.533333333333335)","(7.5, 16.0, 12.933333333333334)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:03.391978,"(10.0, 24.0, 14.533333333333335)","(7.5, 16.0, 12.933333333333334)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:04.541197,"(10.0, 24.0, 14.533333333333335)","(7.5, 16.0, 14.747826086956522)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:05.656507,"(10.0, 24.0, 14.533333333333335)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:06.892860,"(10.0, 24.0, 14.533333333333335)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:08.014158,"(10.0, 24.0, 14.533333333333335)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:09.148023,"(10.0, 24.0, 21.08)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:10.379709,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:11.661918,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:12.954788,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:14.225033,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:15.652825,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:17.103747,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:18.725727,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:19.942884,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:21.126947,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:22.343751,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:23.511693,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:24.596287,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:25.884369,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:27.144065,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:28.451862,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:29.762115,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:31.346377,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:32.656642,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:33.873236,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:35.258977,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 13.649999999999999)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:36.393183,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 15.09032258064516)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:37.579722,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 15.09032258064516)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:38.695506,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 15.09032258064516)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:39.873990,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 15.09032258064516)","(3.8, 8.0, 7.316666666666666)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:41.156526,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 15.09032258064516)","(3.8, 8.0, 5.763636363636364)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:42.589448,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 15.09032258064516)","(3.8, 8.0, 5.763636363636364)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:43.784009,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 15.09032258064516)","(3.8, 8.0, 5.763636363636364)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:44.954414,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 15.09032258064516)","(3.8, 8.0, 5.763636363636364)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:46.029405,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 15.09032258064516)","(3.8, 8.0, 5.763636363636364)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:47.278228,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 15.09032258064516)","(3.8, 8.0, 5.763636363636364)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:48.436557,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 15.09032258064516)","(3.8, 8.0, 5.763636363636364)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
11-01-2023 12:50:49.459288,"(10.0, 24.0, 14.399999999999999)","(7.5, 16.0, 15.09032258064516)","(3.8, 8.0, 5.763636363636364)","(8.0, 17.0, 9.95)","(1.65, 2.64, 2.437777777777778)","(19.0, 190.0, 103.75)","(26.0, 300.0, 254.5)"
