,Alaskan Storm,Allonsy,Dominion Dancer,Frankly Rosie,Subculture,Tempestarii,World War Two,Mississippi Maggie,Pierroma,Reo
08-01-2023 13:44:43.728521,"(2.9, 3.65, 3.5841176470588234)","(81.0, 230.0, 190.0)","(71.0, 200.0, 180.0)","(61.0, 130.0, 127.5)","(15.0, 18.0, 17.944444444444443)","(5.5, 6.4, 6.282857142857143)","(101.0, 220.0, 175.0)","(3.1, 3.8, 3.7344827586206897)","(81.0, 230.0, 210.0)","(3.8, 4.8, 4.764285714285714)"
08-01-2023 13:44:45.099045,"(2.9, 3.65, 3.584285714285714)","(81.0, 230.0, 190.0)","(71.0, 200.0, 180.0)","(61.0, 130.0, 127.5)","(15.0, 18.0, 17.975409836065573)","(5.5, 6.4, 6.282857142857143)","(101.0, 220.0, 175.0)","(3.1, 3.75, 3.725925925925926)","(81.0, 230.0, 210.0)","(3.8, 4.8, 4.797142857142857)"
08-01-2023 13:44:46.387144,"(2.9, 3.65, 3.584285714285714)","(81.0, 230.0, 190.0)","(71.0, 200.0, 180.0)","(61.0, 130.0, 127.5)","(15.0, 18.0, 18.246987951807228)","(5.5, 6.4, 6.282857142857143)","(101.0, 220.0, 175.0)","(3.1, 3.75, 3.725925925925926)","(81.0, 230.0, 210.0)","(3.8, 4.9, 4.764556962025316)"
08-01-2023 13:44:47.698116,"(2.9, 3.65, 3.584285714285714)","(81.0, 230.0, 190.0)","(71.0, 200.0, 180.0)","(61.0, 130.0, 127.5)","(15.0, 18.5, 18.11111111111111)","(5.5, 6.4, 6.248275862068966)","(101.0, 220.0, 175.0)","(3.1, 3.75, 3.725925925925926)","(81.0, 230.0, 210.0)","(3.8, 4.8, 4.764556962025316)"
08-01-2023 13:44:48.979073,"(2.9, 3.65, 3.579230769230769)","(81.0, 230.0, 190.0)","(71.0, 200.0, 180.0)","(61.0, 130.0, 127.5)","(15.0, 18.5, 18.11111111111111)","(5.5, 6.4, 6.248275862068966)","(101.0, 220.0, 175.0)","(3.1, 3.75, 3.725925925925926)","(81.0, 230.0, 210.0)","(3.8, 4.8, 4.766666666666667)"
08-01-2023 13:44:50.390168,"(2.9, 3.65, 3.579230769230769)","(81.0, 230.0, 190.0)","(71.0, 200.0, 180.0)","(61.0, 130.0, 127.5)","(15.0, 18.5, 18.11111111111111)","(5.5, 6.4, 6.316326530612245)","(101.0, 220.0, 175.0)","(3.1, 3.75, 3.725925925925926)","(81.0, 230.0, 210.0)","(3.8, 4.8, 4.766666666666667)"
08-01-2023 13:44:51.809409,"(2.9, 3.65, 3.579230769230769)","(81.0, 230.0, 190.0)","(71.0, 200.0, 180.0)","(61.0, 130.0, 127.5)","(15.0, 18.5, 18.11111111111111)","(5.5, 6.4, 6.322580645161291)","(101.0, 220.0, 175.0)","(3.1, 3.75, 3.725925925925926)","(81.0, 230.0, 210.0)","(3.8, 4.8, 4.789189189189189)"
08-01-2023 13:44:53.224679,"(2.9, 3.6, 3.5827586206896553)","(81.0, 230.0, 190.0)","(71.0, 200.0, 180.0)","(61.0, 130.0, 127.5)","(15.0, 18.5, 18.12)","(5.5, 6.4, 6.390476190476191)","(101.0, 220.0, 175.0)","(3.1, 3.75, 3.725925925925926)","(81.0, 230.0, 210.0)","(3.8, 4.8, 4.789189189189189)"
08-01-2023 13:44:54.915985,"(2.9, 3.7, 3.685245901639344)","(81.0, 230.0, 190.0)","(71.0, 200.0, 180.0)","(61.0, 130.0, 127.5)","(15.0, 18.5, 18.265432098765434)","(5.5, 6.4, 6.447368421052632)","(101.0, 220.0, 175.0)","(3.1, 3.75, 3.636111111111111)","(81.0, 230.0, 210.0)","(3.8, 4.8, 4.834736842105263)"
08-01-2023 13:44:56.482910,"(2.9, 3.7, 3.687719298245614)","(81.0, 230.0, 214.44444444444446)","(71.0, 200.0, 180.0)","(61.0, 130.0, 127.5)","(15.0, 18.5, 18.265432098765434)","(5.5, 6.6, 6.434782608695652)","(101.0, 220.0, 175.0)","(3.1, 3.65, 3.63)","(81.0, 230.0, 210.0)","(3.8, 4.9, 4.845454545454546)"
08-01-2023 13:44:57.783107,"(2.9, 3.7, 3.687719298245614)","(81.0, 230.0, 214.44444444444446)","(71.0, 200.0, 180.0)","(61.0, 130.0, 127.5)","(15.0, 18.5, 18.294871794871796)","(5.5, 6.6, 6.5)","(101.0, 220.0, 175.0)","(3.1, 3.65, 3.63)","(81.0, 230.0, 210.0)","(3.8, 4.9, 4.86842105263158)"
08-01-2023 13:44:59.122001,"(2.9, 3.7, 3.687719298245614)","(81.0, 230.0, 214.44444444444446)","(71.0, 200.0, 180.0)","(61.0, 130.0, 127.5)","(15.0, 18.5, 18.175)","(5.5, 6.6, 6.5)","(101.0, 220.0, 175.0)","(3.1, 3.65, 3.63)","(81.0, 230.0, 210.0)","(3.8, 4.9, 4.86842105263158)"
08-01-2023 13:45:00.428013,"(2.9, 3.7, 3.6297297297297297)","(81.0, 230.0, 212.5)","(71.0, 200.0, 180.0)","(61.0, 130.0, 127.5)","(15.0, 18.5, 18.175)","(5.5, 6.6, 6.5)","(101.0, 220.0, 175.0)","(3.1, 3.65, 3.63)","(81.0, 230.0, 210.0)","(3.8, 4.9, 4.86842105263158)"
08-01-2023 13:45:01.750354,"(2.9, 3.65, 3.623913043478261)","(81.0, 230.0, 212.5)","(71.0, 200.0, 180.0)","(61.0, 130.0, 127.5)","(15.0, 18.5, 18.175)","(5.5, 6.6, 6.5)","(101.0, 220.0, 175.0)","(3.1, 3.65, 3.624074074074074)","(81.0, 230.0, 210.0)","(3.8, 4.9, 4.877777777777778)"
08-01-2023 13:45:03.076945,"(2.9, 3.65, 3.623913043478261)","(81.0, 230.0, 212.5)","(71.0, 200.0, 180.0)","(61.0, 130.0, 127.5)","(15.0, 18.5, 18.342105263157894)","(5.5, 6.6, 6.497345132743362)","(101.0, 220.0, 175.0)","(3.1, 3.65, 3.624)","(81.0, 230.0, 210.0)","(3.8, 4.9, 4.877777777777778)"
08-01-2023 13:45:04.441601,"(2.9, 3.65, 3.6153333333333335)","(81.0, 230.0, 212.5)","(71.0, 200.0, 180.0)","(61.0, 130.0, 127.5)","(15.0, 18.5, 18.41176470588235)","(5.5, 6.6, 6.497345132743362)","(101.0, 220.0, 175.0)","(3.1, 3.65, 3.6206896551724137)","(81.0, 230.0, 210.0)","(3.8, 4.9, 4.877777777777778)"
08-01-2023 13:45:05.852911,"(2.9, 3.65, 3.6153333333333335)","(81.0, 230.0, 212.5)","(71.0, 200.0, 187.5)","(61.0, 130.0, 138.0)","(15.0, 18.5, 17.976923076923075)","(5.5, 6.6, 6.497345132743362)","(101.0, 220.0, 216.92307692307693)","(3.1, 3.65, 3.687276785714286)","(81.0, 230.0, 224.0)","(3.8, 4.9, 4.648148148148148)"
08-01-2023 13:45:07.238925,"(2.9, 3.7, 3.6694444444444443)","(81.0, 230.0, 213.33333333333334)","(71.0, 200.0, 190.0)","(61.0, 140.0, 138.0)","(15.0, 18.0, 17.976923076923075)","(5.5, 6.6, 6.4982456140350875)","(101.0, 260.0, 232.5)","(3.1, 3.7, 3.6975000000000002)","(81.0, 230.0, 220.0)","(3.8, 4.7, 4.599115044247787)"
08-01-2023 13:45:08.583100,"(2.9, 3.7, 3.674390243902439)","(81.0, 230.0, 213.33333333333334)","(71.0, 200.0, 190.0)","(61.0, 140.0, 138.0)","(15.0, 18.0, 18.063636363636363)","(5.5, 6.6, 6.497345132743362)","(101.0, 250.0, 232.5)","(3.1, 3.7, 3.725663716814159)","(81.0, 230.0, 203.33333333333334)","(3.8, 4.6, 4.599115044247787)"
08-01-2023 13:45:09.945203,"(2.9, 3.7, 3.674390243902439)","(81.0, 230.0, 213.33333333333334)","(71.0, 200.0, 190.0)","(61.0, 140.0, 138.0)","(15.0, 18.5, 18.048672566371682)","(5.5, 6.6, 6.497345132743362)","(101.0, 250.0, 232.5)","(3.1, 3.75, 3.725663716814159)","(81.0, 230.0, 190.0)","(3.8, 4.6, 4.599115044247787)"
08-01-2023 13:45:11.161706,"(2.9, 3.7, 3.674390243902439)","(81.0, 230.0, 213.33333333333334)","(71.0, 200.0, 190.0)","(61.0, 140.0, 138.0)","(15.0, 18.5, 18.048672566371682)","(5.5, 6.6, 6.497345132743362)","(101.0, 250.0, 232.5)","(3.1, 3.75, 3.725663716814159)","(81.0, 230.0, 190.0)","(3.8, 4.6, 4.598850574712643)"
08-01-2023 13:45:12.358397,"(2.9, 3.7, 3.674390243902439)","(81.0, 230.0, 213.33333333333334)","(71.0, 200.0, 190.0)","(61.0, 140.0, 138.0)","(15.0, 18.5, 17.907894736842106)","(5.5, 6.6, 6.497345132743362)","(101.0, 250.0, 232.5)","(3.1, 3.75, 3.725663716814159)","(81.0, 230.0, 142.27272727272728)","(3.8, 4.6, 4.598850574712643)"
08-01-2023 13:45:13.555251,"(2.9, 3.7, 3.6708333333333334)","(81.0, 230.0, 213.33333333333334)","(71.0, 200.0, 190.0)","(61.0, 140.0, 170.0)","(15.0, 18.0, 17.907894736842106)","(5.5, 6.6, 6.5)","(101.0, 250.0, 234.44444444444446)","(3.1, 3.75, 3.7121212121212124)","(81.0, 190.0, 139.6)","(3.8, 4.6, 4.586868686868686)"
08-01-2023 13:45:14.786114,"(2.9, 3.7, 3.6661290322580644)","(81.0, 230.0, 215.71428571428572)","(71.0, 200.0, 190.0)","(61.0, 180.0, 158.57142857142858)","(15.0, 18.0, 17.907894736842106)","(5.5, 6.6, 6.5)","(101.0, 250.0, 210.0)","(3.1, 3.75, 3.7128378378378377)","(81.0, 190.0, 142.27272727272728)","(3.8, 4.6, 4.586868686868686)"
08-01-2023 13:45:16.074986,"(2.9, 3.7, 3.6661290322580644)","(81.0, 230.0, 215.71428571428572)","(71.0, 200.0, 190.0)","(61.0, 180.0, 158.57142857142858)","(15.0, 18.0, 17.907894736842106)","(5.5, 6.6, 6.477685950413223)","(101.0, 250.0, 210.0)","(3.1, 3.75, 3.7128378378378377)","(81.0, 190.0, 148.0)","(3.8, 4.6, 4.586868686868686)"
08-01-2023 13:45:17.381169,"(2.9, 3.7, 3.663157894736842)","(81.0, 230.0, 215.71428571428572)","(71.0, 200.0, 190.0)","(61.0, 180.0, 148.1818181818182)","(15.0, 18.0, 17.942857142857143)","(5.5, 6.6, 6.477685950413223)","(101.0, 250.0, 210.0)","(3.1, 3.75, 3.7172619047619047)","(81.0, 190.0, 148.0)","(3.8, 4.6, 4.598850574712643)"
08-01-2023 13:45:18.756458,"(2.9, 3.7, 3.6586206896551725)","(81.0, 230.0, 203.33333333333334)","(71.0, 200.0, 190.0)","(61.0, 180.0, 150.0)","(15.0, 18.0, 17.942857142857143)","(5.5, 6.6, 6.477685950413223)","(101.0, 250.0, 210.0)","(3.1, 3.75, 3.7172619047619047)","(81.0, 190.0, 148.0)","(3.8, 4.6, 4.598850574712643)"
08-01-2023 13:45:20.119220,"(2.9, 3.75, 3.713793103448276)","(81.0, 230.0, 203.33333333333334)","(71.0, 200.0, 190.0)","(61.0, 180.0, 145.71428571428572)","(15.0, 18.0, 18.021008403361343)","(5.5, 6.6, 6.492173913043478)","(101.0, 250.0, 226.0)","(3.1, 3.75, 3.732)","(81.0, 190.0, 146.25)","(3.8, 4.6, 4.598936170212766)"
08-01-2023 13:45:21.478179,"(2.9, 3.7, 3.6922077922077925)","(81.0, 230.0, 203.33333333333334)","(71.0, 200.0, 190.0)","(61.0, 180.0, 153.33333333333334)","(15.0, 18.5, 17.942857142857143)","(5.5, 6.6, 6.477685950413223)","(101.0, 250.0, 226.0)","(3.1, 3.75, 3.741975308641975)","(81.0, 190.0, 146.25)","(3.8, 4.6, 4.598936170212766)"
08-01-2023 13:45:22.728156,"(2.9, 3.7, 3.690909090909091)","(81.0, 230.0, 203.33333333333334)","(71.0, 200.0, 190.0)","(61.0, 180.0, 153.33333333333334)","(15.0, 18.0, 17.95402298850575)","(5.5, 6.6, 6.48955223880597)","(101.0, 250.0, 226.0)","(3.1, 3.75, 3.741975308641975)","(81.0, 190.0, 146.25)","(3.8, 4.6, 4.598936170212766)"
08-01-2023 13:45:23.999412,"(2.9, 3.7, 3.690909090909091)","(81.0, 230.0, 203.33333333333334)","(71.0, 200.0, 190.0)","(61.0, 180.0, 157.14285714285714)","(15.0, 18.0, 17.95402298850575)","(5.5, 6.6, 6.48955223880597)","(101.0, 250.0, 226.0)","(3.1, 3.75, 3.741975308641975)","(81.0, 190.0, 146.25)","(3.8, 4.6, 4.598936170212766)"
08-01-2023 13:45:25.245070,"(2.9, 3.7, 3.6925000000000003)","(81.0, 230.0, 203.33333333333334)","(71.0, 200.0, 190.0)","(61.0, 180.0, 157.14285714285714)","(15.0, 18.0, 17.95402298850575)","(5.5, 6.6, 6.48955223880597)","(101.0, 250.0, 226.0)","(3.1, 3.75, 3.741975308641975)","(81.0, 190.0, 146.25)","(3.8, 4.6, 4.587735849056603)"
08-01-2023 13:45:26.639572,"(3.0, 3.7, 3.69)","(81.0, 230.0, 203.33333333333334)","(71.0, 200.0, 190.0)","(71.0, 180.0, 157.14285714285714)","(15.0, 18.0, 17.9247311827957)","(5.5, 6.6, 6.48955223880597)","(101.0, 250.0, 226.0)","(3.1, 3.75, 3.7114754098360656)","(91.0, 190.0, 148.0)","(3.8, 4.6, 4.587)"
08-01-2023 13:45:27.913004,"(3.0, 3.75, 3.732142857142857)","(81.0, 230.0, 203.33333333333334)","(71.0, 200.0, 190.0)","(71.0, 180.0, 157.14285714285714)","(15.0, 18.0, 18.7)","(5.5, 6.6, 6.473469387755102)","(101.0, 250.0, 226.0)","(3.1, 3.75, 3.721764705882353)","(91.0, 190.0, 148.0)","(3.8, 4.6, 4.353571428571429)"
08-01-2023 13:45:29.205951,"(3.0, 3.75, 3.7346153846153847)","(81.0, 230.0, 203.33333333333334)","(71.0, 200.0, 185.45454545454544)","(71.0, 180.0, 157.14285714285714)","(15.0, 19.0, 19.236842105263158)","(5.5, 6.6, 6.470833333333333)","(101.0, 250.0, 220.0)","(3.1, 3.75, 3.673)","(91.0, 190.0, 142.27272727272728)","(3.8, 4.4, 4.448)"
08-01-2023 13:45:30.532853,"(3.0, 3.7, 3.6637254901960783)","(81.0, 230.0, 190.0)","(71.0, 200.0, 165.0)","(71.0, 180.0, 157.14285714285714)","(15.0, 19.5, 19.282608695652176)","(5.5, 6.6, 6.46875)","(101.0, 250.0, 220.0)","(3.1, 3.7, 3.6848314606741575)","(91.0, 190.0, 148.0)","(3.8, 4.5, 4.55)"
08-01-2023 13:45:31.796787,"(3.0, 3.7, 3.6669565217391304)","(81.0, 230.0, 190.0)","(71.0, 200.0, 172.0)","(71.0, 180.0, 157.14285714285714)","(15.0, 19.5, 19.137931034482758)","(5.5, 6.6, 6.462857142857143)","(101.0, 250.0, 210.0)","(3.1, 3.7, 3.634259259259259)","(91.0, 190.0, 148.0)","(3.8, 4.6, 4.55)"
08-01-2023 13:45:33.097419,"(3.0, 3.7, 3.6595238095238094)","(81.0, 230.0, 190.0)","(71.0, 200.0, 184.44444444444446)","(71.0, 180.0, 157.14285714285714)","(15.0, 19.5, 19.137931034482758)","(5.5, 6.6, 6.462857142857143)","(101.0, 250.0, 210.0)","(3.1, 3.65, 3.6319148936170214)","(91.0, 190.0, 148.0)","(3.8, 4.6, 4.559259259259259)"
08-01-2023 13:45:34.332604,"(3.0, 3.7, 3.6595238095238094)","(81.0, 230.0, 190.0)","(71.0, 200.0, 184.44444444444446)","(71.0, 180.0, 157.14285714285714)","(15.0, 19.5, 19.137931034482758)","(5.5, 6.6, 6.473684210526316)","(101.0, 250.0, 210.0)","(3.1, 3.65, 3.6245283018867926)","(91.0, 190.0, 148.0)","(3.8, 4.6, 4.566666666666666)"
08-01-2023 13:45:35.613999,"(3.0, 3.7, 3.676388888888889)","(81.0, 230.0, 190.0)","(71.0, 200.0, 184.44444444444446)","(71.0, 180.0, 157.14285714285714)","(15.0, 19.5, 19.137931034482758)","(5.5, 6.6, 6.44)","(101.0, 250.0, 210.0)","(3.1, 3.65, 3.6245283018867926)","(91.0, 190.0, 148.0)","(3.8, 4.6, 4.604761904761905)"
08-01-2023 13:45:36.893546,"(3.0, 3.7, 3.676388888888889)","(81.0, 230.0, 190.0)","(71.0, 200.0, 184.44444444444446)","(71.0, 180.0, 157.14285714285714)","(15.0, 19.5, 19.137931034482758)","(5.5, 6.6, 6.482926829268293)","(101.0, 250.0, 210.0)","(3.1, 3.65, 3.6102739726027395)","(91.0, 190.0, 148.0)","(3.8, 4.7, 4.604761904761905)"
08-01-2023 13:45:38.152736,"(3.0, 3.7, 3.676388888888889)","(81.0, 230.0, 190.0)","(71.0, 200.0, 184.44444444444446)","(71.0, 180.0, 157.14285714285714)","(15.0, 19.5, 19.11111111111111)","(5.5, 6.6, 6.482926829268293)","(101.0, 250.0, 210.0)","(3.1, 3.65, 3.5786764705882352)","(91.0, 190.0, 148.0)","(3.8, 4.7, 4.626315789473684)"
08-01-2023 13:45:39.465411,"(3.0, 3.7, 3.688)","(81.0, 230.0, 190.0)","(71.0, 200.0, 184.44444444444446)","(71.0, 180.0, 161.42857142857144)","(15.0, 19.5, 19.11111111111111)","(5.5, 6.6, 6.482926829268293)","(101.0, 250.0, 210.0)","(3.1, 3.6, 3.5762295081967213)","(91.0, 190.0, 148.0)","(3.8, 4.7, 4.6872727272727275)"
08-01-2023 13:45:40.779960,"(3.0, 3.7, 3.678571428571429)","(81.0, 230.0, 190.0)","(71.0, 200.0, 184.44444444444446)","(71.0, 190.0, 161.42857142857144)","(15.0, 19.5, 19.11111111111111)","(5.5, 6.6, 6.532824427480916)","(101.0, 250.0, 210.0)","(3.1, 3.6, 3.5638297872340425)","(91.0, 190.0, 148.0)","(3.8, 4.7, 4.727868852459016)"
08-01-2023 13:45:42.086536,"(3.0, 3.7, 3.6847826086956523)","(81.0, 230.0, 196.66666666666666)","(71.0, 200.0, 184.44444444444446)","(71.0, 190.0, 161.42857142857144)","(15.0, 19.5, 19.11111111111111)","(5.5, 6.6, 6.532824427480916)","(101.0, 250.0, 210.0)","(3.1, 3.6, 3.5638297872340425)","(91.0, 190.0, 148.0)","(3.8, 4.8, 4.701204819277108)"
08-01-2023 13:45:43.473381,"(3.0, 3.7, 3.7256521739130433)","(81.0, 230.0, 196.66666666666666)","(71.0, 200.0, 184.44444444444446)","(71.0, 190.0, 161.42857142857144)","(15.0, 19.5, 19.11111111111111)","(5.5, 6.6, 6.515942028985507)","(101.0, 250.0, 210.0)","(3.1, 3.6, 3.5627450980392155)","(91.0, 190.0, 148.0)","(3.8, 4.8, 4.53841059602649)"
08-01-2023 13:45:44.833065,"(3.0, 3.8, 3.7525)","(81.0, 230.0, 196.66666666666666)","(71.0, 200.0, 184.44444444444446)","(71.0, 190.0, 161.42857142857144)","(15.0, 19.5, 19.11111111111111)","(5.5, 6.6, 6.515942028985507)","(101.0, 250.0, 210.0)","(3.1, 3.6, 3.5666666666666664)","(91.0, 190.0, 148.0)","(3.8, 4.6, 4.53841059602649)"
08-01-2023 13:45:46.195102,"(3.0, 3.8, 3.7514285714285713)","(81.0, 230.0, 196.66666666666666)","(71.0, 200.0, 184.44444444444446)","(71.0, 190.0, 161.42857142857144)","(15.0, 19.5, 19.11111111111111)","(5.5, 6.6, 6.515942028985507)","(101.0, 250.0, 210.0)","(3.1, 3.6, 3.5666666666666664)","(91.0, 190.0, 148.0)","(3.8, 4.6, 4.535191637630662)"
08-01-2023 13:45:47.504182,"(3.0, 3.8, 3.7514285714285713)","(81.0, 230.0, 196.66666666666666)","(71.0, 200.0, 184.44444444444446)","(71.0, 190.0, 161.42857142857144)","(15.0, 19.5, 19.11111111111111)","(5.5, 6.6, 6.515942028985507)","(101.0, 250.0, 210.0)","(3.1, 3.6, 3.5666666666666664)","(91.0, 190.0, 148.0)","(3.8, 4.6, 4.535191637630662)"
08-01-2023 13:45:48.771331,"(3.0, 3.8, 3.774107142857143)","(81.0, 230.0, 196.66666666666666)","(71.0, 200.0, 184.44444444444446)","(71.0, 190.0, 161.42857142857144)","(15.0, 19.5, 19.11111111111111)","(5.5, 6.6, 6.515942028985507)","(101.0, 250.0, 210.0)","(3.1, 3.6, 3.5666666666666664)","(91.0, 190.0, 148.0)","(3.8, 4.6, 4.52972972972973)"
08-01-2023 13:45:50.107531,"(3.0, 3.8, 3.753225806451613)","(81.0, 230.0, 196.66666666666666)","(71.0, 200.0, 184.44444444444446)","(71.0, 190.0, 161.42857142857144)","(15.0, 19.5, 19.11111111111111)","(5.5, 6.6, 6.53030303030303)","(101.0, 250.0, 210.0)","(3.1, 3.6, 3.574626865671642)","(91.0, 190.0, 148.0)","(3.8, 4.6, 4.485826771653543)"
08-01-2023 13:45:51.442319,"(3.0, 3.85, 3.8051948051948052)","(81.0, 230.0, 196.66666666666666)","(71.0, 200.0, 184.44444444444446)","(61.0, 190.0, 161.42857142857144)","(15.0, 19.5, 19.11111111111111)","(5.5, 6.6, 6.53030303030303)","(101.0, 250.0, 210.0)","(3.1, 3.6, 3.574626865671642)","(81.0, 190.0, 148.0)","(3.8, 4.5, 4.485826771653543)"
08-01-2023 13:45:52.807295,"(3.0, 3.85, 3.7842857142857143)","(81.0, 230.0, 196.66666666666666)","(71.0, 200.0, 184.44444444444446)","(61.0, 190.0, 161.42857142857144)","(15.0, 19.5, 19.11111111111111)","(5.5, 6.6, 6.53030303030303)","(101.0, 250.0, 210.0)","(3.1, 3.6, 3.574626865671642)","(81.0, 190.0, 148.0)","(3.8, 4.5, 4.483928571428572)"
08-01-2023 13:45:54.146002,"(3.0, 3.85, 3.791025641025641)","(81.0, 230.0, 196.66666666666666)","(71.0, 200.0, 184.44444444444446)","(61.0, 190.0, 161.42857142857144)","(15.0, 19.5, 19.11111111111111)","(5.5, 6.6, 6.5344827586206895)","(101.0, 250.0, 210.0)","(3.1, 3.6, 3.574626865671642)","(81.0, 190.0, 148.0)","(3.8, 4.5, 4.483018867924528)"
08-01-2023 13:45:55.439049,"(3.0, 3.8, 3.779310344827586)","(81.0, 230.0, 196.66666666666666)","(71.0, 200.0, 184.44444444444446)","(61.0, 190.0, 161.42857142857144)","(15.0, 19.5, 19.11111111111111)","(5.5, 6.6, 6.491428571428571)","(101.0, 250.0, 210.0)","(3.1, 3.6, 3.5989795918367347)","(81.0, 190.0, 148.0)","(3.8, 4.5, 4.436269430051814)"
08-01-2023 13:45:56.689628,"(3.0, 3.8, 3.7721153846153843)","(81.0, 230.0, 196.66666666666666)","(71.0, 200.0, 184.44444444444446)","(61.0, 190.0, 161.42857142857144)","(15.0, 19.5, 19.11111111111111)","(5.5, 6.6, 6.491428571428571)","(101.0, 250.0, 210.0)","(3.1, 3.6, 3.62)","(81.0, 190.0, 148.0)","(3.8, 4.5, 4.4351758793969855)"
08-01-2023 13:45:57.968505,"(3.0, 3.8, 3.7762295081967214)","(81.0, 230.0, 196.66666666666666)","(71.0, 200.0, 184.44444444444446)","(61.0, 190.0, 161.42857142857144)","(15.0, 19.5, 19.11111111111111)","(5.5, 6.6, 6.48)","(101.0, 250.0, 210.0)","(3.1, 3.65, 3.641860465116279)","(81.0, 190.0, 148.0)","(3.8, 4.5, 4.4351758793969855)"
08-01-2023 13:45:59.300450,"(3.0, 3.8, 3.7729166666666667)","(81.0, 230.0, 196.66666666666666)","(71.0, 200.0, 184.44444444444446)","(61.0, 190.0, 161.42857142857144)","(15.0, 19.5, 19.11111111111111)","(5.5, 6.6, 6.428571428571429)","(101.0, 250.0, 181.66666666666669)","(3.1, 3.65, 3.641860465116279)","(81.0, 190.0, 148.0)","(3.8, 4.5, 4.4351758793969855)"
08-01-2023 13:46:00.616354,"(3.0, 3.75, 3.728225806451613)","(81.0, 230.0, 196.66666666666666)","(71.0, 200.0, 184.44444444444446)","(61.0, 190.0, 161.42857142857144)","(15.0, 19.5, 19.11111111111111)","(5.5, 6.6, 6.426666666666667)","(101.0, 190.0, 182.5)","(3.1, 3.65, 3.648529411764706)","(81.0, 190.0, 148.0)","(3.8, 4.5, 4.4408653846153845)"
08-01-2023 13:46:01.923404,"(3.0, 3.7, 3.6880952380952383)","(81.0, 230.0, 196.66666666666666)","(71.0, 200.0, 184.44444444444446)","(61.0, 190.0, 161.42857142857144)","(15.0, 19.5, 19.15)","(5.5, 6.6, 6.466666666666667)","(101.0, 190.0, 180.0)","(3.1, 3.7, 3.6417721518987345)","(81.0, 190.0, 148.0)","(3.8, 4.5, 4.439024390243903)"
08-01-2023 13:46:03.307135,"(3.0, 3.7, 3.6851063829787236)","(81.0, 230.0, 196.66666666666666)","(71.0, 200.0, 184.44444444444446)","(61.0, 190.0, 161.42857142857144)","(15.0, 19.5, 19.15)","(5.5, 6.6, 6.466666666666667)","(101.0, 190.0, 180.0)","(3.1, 3.7, 3.6417721518987345)","(81.0, 190.0, 148.0)","(3.8, 4.5, 4.439024390243903)"
08-01-2023 13:46:04.662998,"(3.0, 3.7, 3.6851063829787236)","(81.0, 230.0, 196.66666666666666)","(71.0, 200.0, 186.0)","(61.0, 190.0, 161.42857142857144)","(15.0, 19.5, 19.15)","(5.5, 6.6, 6.48695652173913)","(101.0, 190.0, 182.5)","(3.1, 3.7, 3.644578313253012)","(81.0, 190.0, 148.0)","(3.8, 4.5, 4.44140625)"
08-01-2023 13:46:06.055787,"(3.0, 3.7, 3.688135593220339)","(81.0, 230.0, 196.66666666666666)","(71.0, 200.0, 186.0)","(61.0, 190.0, 182.30769230769232)","(15.0, 19.5, 19.171875)","(5.5, 6.6, 6.579661016949153)","(101.0, 190.0, 235.0)","(3.1, 3.7, 3.647297297297297)","(81.0, 190.0, 166.25)","(3.7, 4.5, 4.4028409090909095)"
08-01-2023 13:46:07.427939,"(3.0, 3.7, 3.6456410256410257)","(81.0, 250.0, 205.0)","(71.0, 220.0, 201.66666666666669)","(61.0, 190.0, 175.0)","(15.0, 19.5, 19.06338028169014)","(5.5, 6.8, 6.572222222222222)","(101.0, 260.0, 225.0)","(3.1, 3.65, 3.6574074074074074)","(81.0, 190.0, 171.9047619047619)","(3.7, 4.5, 4.40280112044818)"
08-01-2023 13:46:08.821864,"(3.0, 3.7, 3.6456410256410257)","(81.0, 250.0, 243.33333333333334)","(71.0, 210.0, 201.66666666666669)","(61.0, 190.0, 175.0)","(15.0, 19.5, 19.057142857142857)","(5.5, 6.8, 6.589312977099237)","(101.0, 290.0, 238.0)","(3.1, 3.7, 3.6574074074074074)","(81.0, 190.0, 171.9047619047619)","(3.7, 4.5, 4.40280112044818)"
08-01-2023 13:46:10.171985,"(3.0, 3.7, 3.6456410256410257)","(81.0, 350.0, 220.0)","(71.0, 210.0, 201.66666666666669)","(61.0, 190.0, 175.0)","(15.0, 19.5, 19.36470588235294)","(5.5, 6.8, 6.62077922077922)","(101.0, 290.0, 238.0)","(3.1, 3.7, 3.661904761904762)","(81.0, 190.0, 171.9047619047619)","(3.7, 4.5, 4.40280112044818)"
08-01-2023 13:46:11.671834,"(3.0, 3.65, 3.637037037037037)","(81.0, 250.0, 220.0)","(71.0, 210.0, 201.66666666666669)","(61.0, 190.0, 172.0)","(15.0, 19.5, 19.86842105263158)","(5.5, 6.8, 6.590909090909091)","(101.0, 290.0, 268.0)","(3.1, 3.7, 3.668)","(81.0, 190.0, 171.9047619047619)","(3.7, 4.5, 4.40280112044818)"
08-01-2023 13:46:13.108052,"(3.0, 3.65, 3.6314655172413794)","(81.0, 250.0, 220.0)","(71.0, 210.0, 201.66666666666669)","(61.0, 190.0, 172.0)","(15.0, 20.0, 19.86842105263158)","(5.5, 6.8, 6.613513513513513)","(101.0, 340.0, 273.3333333333333)","(3.1, 3.7, 3.675757575757576)","(81.0, 190.0, 171.9047619047619)","(3.7, 4.5, 4.388)"
