,Alaskan Storm,Allonsy,Dominion Dancer,Frankly Rosie,Subculture,Tempestarii,World War Two,Mississippi Maggie,Pierroma,Reo
08-01-2023 13:34:46.433505,"(2.9, 3.6, 3.4214285714285717)","(71.0, 210.0, 143.33333333333334)","(61.0, 210.0, 152.5)","(61.0, 180.0, 135.0)","(15.0, 19.5, 17.294117647058822)","(5.5, 7.4, 6.926315789473684)","(101.0, 230.0, 205.0)","(3.0, 3.6, 3.5502890173410404)","(81.0, 220.0, 170.0)","(3.6, 5.2, 4.7250000000000005)"
08-01-2023 13:34:47.801775,"(2.9, 3.6, 3.4214285714285717)","(71.0, 210.0, 143.33333333333334)","(61.0, 210.0, 152.5)","(61.0, 180.0, 135.0)","(15.0, 19.5, 17.294117647058822)","(5.5, 7.4, 6.926315789473684)","(101.0, 230.0, 205.0)","(3.0, 3.6, 3.5502890173410404)","(81.0, 220.0, 170.0)","(3.6, 5.2, 4.7250000000000005)"
08-01-2023 13:34:49.075982,"(2.9, 3.6, 3.4214285714285717)","(71.0, 210.0, 143.33333333333334)","(61.0, 210.0, 152.5)","(61.0, 180.0, 135.0)","(15.0, 19.5, 17.294117647058822)","(5.5, 7.4, 6.926315789473684)","(101.0, 230.0, 205.0)","(3.0, 3.6, 3.5502890173410404)","(81.0, 220.0, 170.0)","(3.6, 5.2, 4.7250000000000005)"
08-01-2023 13:34:50.311839,"(2.9, 3.6, 3.4214285714285717)","(71.0, 210.0, 143.33333333333334)","(61.0, 210.0, 152.5)","(61.0, 180.0, 135.0)","(15.0, 19.5, 17.294117647058822)","(5.5, 7.4, 6.926315789473684)","(101.0, 230.0, 205.0)","(3.0, 3.6, 3.5502890173410404)","(81.0, 220.0, 170.0)","(3.6, 5.2, 4.7250000000000005)"
08-01-2023 13:34:51.485978,"(2.9, 3.6, 3.4214285714285717)","(71.0, 210.0, 143.33333333333334)","(61.0, 210.0, 152.5)","(61.0, 180.0, 135.0)","(15.0, 19.5, 17.294117647058822)","(5.5, 7.4, 6.926315789473684)","(101.0, 230.0, 205.0)","(3.0, 3.6, 3.5502890173410404)","(81.0, 220.0, 170.0)","(3.6, 5.2, 4.7250000000000005)"
08-01-2023 13:34:52.705245,"(2.9, 3.6, 3.4214285714285717)","(71.0, 210.0, 143.33333333333334)","(61.0, 210.0, 152.5)","(61.0, 180.0, 135.0)","(15.0, 19.5, 17.294117647058822)","(5.5, 7.4, 6.926315789473684)","(101.0, 230.0, 205.0)","(3.0, 3.6, 3.5502890173410404)","(81.0, 220.0, 170.0)","(3.6, 5.2, 4.7250000000000005)"
08-01-2023 13:34:54.008337,"(2.9, 3.6, 3.4214285714285717)","(71.0, 210.0, 143.33333333333334)","(61.0, 210.0, 164.0)","(61.0, 180.0, 135.0)","(15.0, 19.5, 17.294117647058822)","(5.5, 7.4, 6.926315789473684)","(101.0, 230.0, 205.0)","(3.0, 3.6, 3.5502890173410404)","(81.0, 220.0, 170.0)","(3.6, 5.2, 4.9)"
08-01-2023 13:34:55.289275,"(2.9, 3.6, 3.4214285714285717)","(71.0, 210.0, 143.33333333333334)","(61.0, 210.0, 164.0)","(61.0, 180.0, 135.0)","(15.0, 19.5, 17.294117647058822)","(5.5, 7.4, 6.926315789473684)","(101.0, 230.0, 205.0)","(3.0, 3.6, 3.5502890173410404)","(81.0, 220.0, 170.0)","(3.6, 5.1, 4.9)"
08-01-2023 13:34:56.659556,"(2.9, 3.6, 3.4214285714285717)","(71.0, 210.0, 143.33333333333334)","(61.0, 210.0, 164.0)","(61.0, 180.0, 135.0)","(15.0, 19.5, 17.294117647058822)","(5.5, 7.4, 6.926315789473684)","(101.0, 230.0, 205.0)","(3.0, 3.6, 3.5502890173410404)","(81.0, 220.0, 170.0)","(3.6, 5.1, 4.9)"
08-01-2023 13:34:58.100132,"(2.9, 3.6, 3.4214285714285717)","(71.0, 210.0, 143.33333333333334)","(61.0, 210.0, 164.0)","(61.0, 180.0, 135.0)","(15.0, 19.5, 17.294117647058822)","(5.5, 7.4, 6.926315789473684)","(101.0, 230.0, 205.0)","(3.0, 3.6, 3.5502890173410404)","(81.0, 220.0, 170.0)","(3.6, 5.1, 4.9)"
08-01-2023 13:34:59.529239,"(2.9, 3.6, 3.3692307692307693)","(71.0, 210.0, 143.33333333333334)","(61.0, 210.0, 164.0)","(61.0, 180.0, 135.0)","(15.0, 19.5, 17.394736842105264)","(5.5, 7.4, 6.68)","(101.0, 230.0, 205.0)","(3.0, 3.6, 3.5511363636363633)","(81.0, 220.0, 170.0)","(3.6, 5.1, 4.95)"
08-01-2023 13:35:00.953482,"(2.9, 3.6, 3.3499999999999996)","(71.0, 210.0, 143.33333333333334)","(61.0, 210.0, 164.0)","(61.0, 180.0, 135.0)","(15.0, 19.5, 17.394736842105264)","(5.5, 7.4, 6.66)","(101.0, 230.0, 205.0)","(3.0, 3.6, 3.7605263157894737)","(81.0, 220.0, 170.0)","(3.6, 5.1, 4.95)"
08-01-2023 13:35:02.395547,"(2.9, 3.55, 3.4499999999999997)","(71.0, 210.0, 143.33333333333334)","(61.0, 210.0, 164.0)","(61.0, 180.0, 135.0)","(15.0, 19.5, 17.9)","(5.5, 7.2, 7.12)","(101.0, 230.0, 205.0)","(3.0, 3.8, 3.8136363636363635)","(81.0, 220.0, 170.0)","(3.6, 5.1, 4.918181818181818)"
08-01-2023 13:35:03.733315,"(2.9, 3.5, 3.461904761904762)","(71.0, 210.0, 143.33333333333334)","(61.0, 210.0, 171.66666666666669)","(61.0, 180.0, 135.0)","(15.0, 19.5, 17.9)","(5.5, 7.2, 7.12)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.8136363636363635)","(81.0, 220.0, 170.0)","(3.6, 5.0, 4.8875)"
08-01-2023 13:35:05.000586,"(2.9, 3.5, 3.44)","(71.0, 210.0, 143.33333333333334)","(61.0, 210.0, 171.66666666666669)","(61.0, 180.0, 135.0)","(15.0, 19.5, 17.9)","(5.5, 7.2, 7.12)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.8136363636363635)","(81.0, 220.0, 170.0)","(3.6, 5.0, 4.8875)"
08-01-2023 13:35:06.199712,"(2.9, 3.5, 3.44)","(71.0, 210.0, 143.33333333333334)","(61.0, 210.0, 171.66666666666669)","(61.0, 180.0, 135.0)","(15.0, 19.5, 17.9)","(5.5, 7.2, 7.12)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.8136363636363635)","(81.0, 220.0, 170.0)","(3.6, 5.0, 4.8875)"
08-01-2023 13:35:07.384784,"(2.9, 3.5, 3.4529411764705884)","(71.0, 210.0, 143.33333333333334)","(61.0, 210.0, 171.66666666666669)","(61.0, 180.0, 135.0)","(15.0, 19.5, 18.5)","(5.5, 7.2, 7.12)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.8136363636363635)","(81.0, 220.0, 170.0)","(3.6, 5.0, 4.8875)"
08-01-2023 13:35:08.627108,"(2.9, 3.5, 3.4529411764705884)","(71.0, 210.0, 143.33333333333334)","(61.0, 210.0, 179.0)","(61.0, 180.0, 135.0)","(15.0, 19.0, 18.5)","(5.5, 7.2, 7.12)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.791176470588235)","(81.0, 220.0, 170.0)","(3.6, 5.0, 4.8875)"
08-01-2023 13:35:09.970470,"(2.9, 3.5, 3.4529411764705884)","(71.0, 210.0, 143.33333333333334)","(61.0, 200.0, 179.0)","(61.0, 180.0, 135.0)","(15.0, 19.0, 18.5)","(5.5, 7.2, 7.12)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.791176470588235)","(81.0, 220.0, 170.0)","(3.6, 5.0, 4.8875)"
08-01-2023 13:35:11.310159,"(2.9, 3.5, 3.4529411764705884)","(71.0, 210.0, 143.33333333333334)","(61.0, 200.0, 142.5)","(61.0, 180.0, 135.0)","(15.0, 19.0, 18.166666666666668)","(5.5, 7.2, 7.12)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.791176470588235)","(81.0, 220.0, 153.33333333333334)","(3.6, 5.0, 4.788235294117647)"
08-01-2023 13:35:12.632044,"(2.9, 3.5, 3.3866666666666667)","(71.0, 210.0, 143.33333333333334)","(61.0, 190.0, 142.5)","(61.0, 180.0, 135.0)","(15.0, 19.0, 18.166666666666668)","(5.5, 7.2, 7.142857142857143)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7547619047619047)","(81.0, 220.0, 170.0)","(3.6, 5.0, 4.788235294117647)"
08-01-2023 13:35:13.942974,"(2.9, 3.5, 3.3866666666666667)","(71.0, 210.0, 143.33333333333334)","(61.0, 190.0, 142.5)","(61.0, 180.0, 135.0)","(15.0, 19.0, 18.166666666666668)","(5.5, 7.2, 7.142857142857143)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7547619047619047)","(81.0, 220.0, 153.33333333333334)","(3.6, 5.0, 4.788235294117647)"
08-01-2023 13:35:15.244735,"(2.9, 3.5, 3.3866666666666667)","(71.0, 210.0, 143.33333333333334)","(61.0, 190.0, 142.5)","(61.0, 180.0, 135.0)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.142857142857143)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7547619047619047)","(81.0, 220.0, 153.33333333333334)","(3.6, 5.0, 4.788235294117647)"
08-01-2023 13:35:16.563843,"(2.9, 3.5, 3.3866666666666667)","(71.0, 210.0, 143.33333333333334)","(61.0, 190.0, 142.5)","(61.0, 180.0, 135.0)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.142857142857143)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7547619047619047)","(81.0, 220.0, 153.33333333333334)","(3.6, 5.0, 4.788235294117647)"
08-01-2023 13:35:17.917272,"(2.9, 3.5, 3.3866666666666667)","(71.0, 210.0, 143.33333333333334)","(61.0, 190.0, 142.5)","(61.0, 180.0, 135.0)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.142857142857143)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7547619047619047)","(81.0, 220.0, 153.33333333333334)","(3.6, 5.0, 4.788235294117647)"
08-01-2023 13:35:19.243694,"(2.9, 3.5, 3.3866666666666667)","(71.0, 210.0, 143.33333333333334)","(61.0, 190.0, 142.5)","(61.0, 180.0, 135.0)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.142857142857143)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7547619047619047)","(81.0, 220.0, 153.33333333333334)","(3.6, 5.0, 4.788235294117647)"
08-01-2023 13:35:20.608611,"(2.9, 3.5, 3.3866666666666667)","(71.0, 210.0, 143.33333333333334)","(61.0, 190.0, 142.5)","(61.0, 180.0, 135.0)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.142857142857143)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7547619047619047)","(81.0, 220.0, 153.33333333333334)","(3.6, 5.0, 4.788235294117647)"
08-01-2023 13:35:21.981687,"(2.9, 3.5, 3.3866666666666667)","(71.0, 210.0, 143.33333333333334)","(61.0, 190.0, 149.28571428571428)","(61.0, 180.0, 135.0)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.142857142857143)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7547619047619047)","(81.0, 220.0, 145.0)","(3.6, 5.0, 4.788235294117647)"
08-01-2023 13:35:23.363743,"(2.9, 3.5, 3.3866666666666667)","(71.0, 210.0, 143.33333333333334)","(61.0, 190.0, 149.28571428571428)","(61.0, 180.0, 135.0)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.142857142857143)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7547619047619047)","(81.0, 220.0, 145.0)","(3.6, 5.0, 4.788235294117647)"
08-01-2023 13:35:24.700370,"(2.9, 3.5, 3.3866666666666667)","(71.0, 210.0, 143.33333333333334)","(61.0, 190.0, 149.28571428571428)","(61.0, 180.0, 135.0)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.142857142857143)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.773076923076923)","(81.0, 220.0, 145.0)","(3.6, 5.0, 4.788235294117647)"
08-01-2023 13:35:26.043297,"(2.9, 3.45, 3.31)","(71.0, 210.0, 143.33333333333334)","(61.0, 190.0, 149.28571428571428)","(61.0, 180.0, 135.0)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.142857142857143)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.773076923076923)","(81.0, 220.0, 145.0)","(3.6, 5.0, 4.723076923076923)"
08-01-2023 13:35:27.347205,"(2.9, 3.45, 3.31)","(71.0, 210.0, 143.33333333333334)","(61.0, 190.0, 149.28571428571428)","(61.0, 180.0, 135.0)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.142857142857143)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.773076923076923)","(81.0, 220.0, 145.0)","(3.6, 5.0, 4.723076923076923)"
08-01-2023 13:35:28.682517,"(2.9, 3.45, 3.31)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 149.28571428571428)","(61.0, 180.0, 135.0)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.142857142857143)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.773076923076923)","(81.0, 220.0, 145.0)","(3.6, 5.0, 4.723076923076923)"
08-01-2023 13:35:29.978491,"(2.9, 3.45, 3.31)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 149.28571428571428)","(61.0, 180.0, 122.5)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.142857142857143)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.773076923076923)","(81.0, 220.0, 145.0)","(3.6, 5.0, 4.723076923076923)"
08-01-2023 13:35:31.287785,"(2.9, 3.45, 3.31)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 149.28571428571428)","(61.0, 180.0, 122.5)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.142857142857143)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.773076923076923)","(81.0, 220.0, 145.0)","(3.6, 5.0, 4.723076923076923)"
08-01-2023 13:35:32.617703,"(2.9, 3.45, 3.31)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 149.28571428571428)","(61.0, 180.0, 146.66666666666669)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.142857142857143)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.773076923076923)","(81.0, 220.0, 145.0)","(3.6, 5.0, 4.723076923076923)"
08-01-2023 13:35:33.884174,"(2.9, 3.45, 3.31)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 149.28571428571428)","(61.0, 180.0, 146.66666666666669)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.142857142857143)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.773076923076923)","(81.0, 220.0, 145.0)","(3.6, 5.0, 4.723076923076923)"
08-01-2023 13:35:35.204714,"(2.9, 3.45, 3.31)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 136.0)","(61.0, 180.0, 116.66666666666667)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.142857142857143)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.773076923076923)","(81.0, 220.0, 145.0)","(3.6, 5.0, 4.723076923076923)"
08-01-2023 13:35:36.740838,"(2.9, 3.45, 3.31)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 136.0)","(61.0, 180.0, 116.66666666666667)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.142857142857143)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.773076923076923)","(81.0, 220.0, 145.0)","(3.6, 5.0, 4.723076923076923)"
08-01-2023 13:35:38.165313,"(2.9, 3.45, 3.3227272727272728)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 136.0)","(61.0, 180.0, 116.66666666666667)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.142857142857143)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.773076923076923)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.707692307692308)"
08-01-2023 13:35:39.576797,"(2.9, 3.45, 3.3227272727272728)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 145.0)","(61.0, 180.0, 116.66666666666667)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.142857142857143)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.773076923076923)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.707692307692308)"
08-01-2023 13:35:41.110304,"(2.9, 3.45, 3.3227272727272728)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 145.0)","(61.0, 180.0, 116.66666666666667)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.12)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.773076923076923)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.707692307692308)"
08-01-2023 13:35:42.599879,"(2.9, 3.45, 3.3227272727272728)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 145.0)","(61.0, 180.0, 116.66666666666667)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.12)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.773076923076923)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.707692307692308)"
08-01-2023 13:35:44.076104,"(2.9, 3.45, 3.3227272727272728)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 145.0)","(61.0, 180.0, 142.0)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.12)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.773076923076923)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.707692307692308)"
08-01-2023 13:35:45.541374,"(2.9, 3.45, 3.3227272727272728)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 145.0)","(61.0, 180.0, 142.0)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.12)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7357142857142858)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.707692307692308)"
08-01-2023 13:35:46.915839,"(2.9, 3.45, 3.3227272727272728)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 145.0)","(61.0, 180.0, 142.0)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.12)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7357142857142858)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.707692307692308)"
08-01-2023 13:35:48.266136,"(2.9, 3.45, 3.3227272727272728)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 145.0)","(61.0, 180.0, 142.0)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.12)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7357142857142858)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.707692307692308)"
08-01-2023 13:35:49.634740,"(2.9, 3.45, 3.3227272727272728)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 145.0)","(61.0, 180.0, 142.0)","(15.0, 19.0, 18.357142857142858)","(5.5, 7.2, 7.12)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7357142857142858)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.707692307692308)"
08-01-2023 13:35:50.981382,"(2.9, 3.45, 3.3227272727272728)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 145.0)","(61.0, 180.0, 142.0)","(15.0, 19.0, 19.833333333333332)","(5.5, 7.2, 7.12)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7357142857142858)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.707692307692308)"
08-01-2023 13:35:52.264747,"(2.9, 3.45, 3.3227272727272728)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 145.0)","(61.0, 180.0, 142.0)","(15.0, 20.0, 19.84375)","(5.5, 7.2, 7.12)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7357142857142858)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.707692307692308)"
08-01-2023 13:35:53.549882,"(2.9, 3.45, 3.3227272727272728)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 152.0)","(61.0, 180.0, 142.0)","(15.0, 20.0, 19.84375)","(5.5, 7.2, 7.12)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7357142857142858)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.707692307692308)"
08-01-2023 13:35:54.884727,"(2.9, 3.45, 3.3227272727272728)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 126.66666666666667)","(61.0, 180.0, 146.66666666666669)","(15.0, 20.0, 19.84375)","(5.5, 7.2, 7.12)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7357142857142858)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.707692307692308)"
08-01-2023 13:35:56.226161,"(2.9, 3.45, 3.3227272727272728)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 126.66666666666667)","(61.0, 180.0, 146.66666666666669)","(15.0, 20.0, 19.84375)","(5.5, 7.2, 7.12)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7357142857142858)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.707692307692308)"
08-01-2023 13:35:57.565716,"(2.9, 3.45, 3.3227272727272728)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 126.66666666666667)","(61.0, 180.0, 130.0)","(15.0, 20.0, 19.84375)","(5.5, 7.2, 6.9)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7357142857142858)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.707692307692308)"
08-01-2023 13:35:58.924380,"(2.9, 3.45, 3.3227272727272728)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 126.66666666666667)","(61.0, 180.0, 130.0)","(15.0, 20.0, 19.84375)","(5.5, 7.2, 6.9)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7357142857142858)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.64)"
08-01-2023 13:36:00.302432,"(2.9, 3.45, 3.3227272727272728)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 152.0)","(61.0, 180.0, 132.5)","(15.0, 20.0, 20.5)","(5.5, 7.2, 6.9)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7357142857142858)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.64)"
08-01-2023 13:36:01.632041,"(2.9, 3.45, 3.3227272727272728)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 152.0)","(61.0, 180.0, 148.33333333333334)","(15.0, 23.0, 20.5)","(5.5, 7.2, 6.9)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7357142857142858)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.64)"
08-01-2023 13:36:03.004156,"(2.9, 3.45, 3.3227272727272728)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 152.0)","(61.0, 180.0, 120.0)","(15.0, 23.0, 20.5)","(5.5, 7.2, 6.9)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7357142857142858)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.64)"
08-01-2023 13:36:04.342647,"(2.9, 3.45, 3.3227272727272728)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 152.0)","(61.0, 180.0, 144.0)","(15.0, 23.0, 20.5)","(5.5, 7.2, 6.9)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.7357142857142858)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.64)"
08-01-2023 13:36:05.643241,"(2.9, 3.45, 3.3227272727272728)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 152.0)","(61.0, 180.0, 144.0)","(15.0, 23.0, 22.727272727272727)","(5.5, 7.2, 6.9)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.8214285714285716)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.625)"
08-01-2023 13:36:06.984377,"(2.9, 3.45, 3.283333333333333)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 152.0)","(61.0, 180.0, 144.0)","(15.0, 23.0, 22.727272727272727)","(5.5, 7.2, 6.9)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.8214285714285716)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.625)"
08-01-2023 13:36:08.316815,"(2.9, 3.45, 3.283333333333333)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 152.0)","(61.0, 180.0, 144.0)","(15.0, 23.0, 22.727272727272727)","(5.5, 7.2, 6.9)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.8214285714285716)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.625)"
08-01-2023 13:36:09.644091,"(2.9, 3.45, 3.283333333333333)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 152.0)","(61.0, 180.0, 144.0)","(15.0, 23.0, 22.727272727272727)","(5.5, 7.2, 6.9)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.8214285714285716)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.625)"
08-01-2023 13:36:10.958661,"(2.9, 3.45, 3.283333333333333)","(71.0, 210.0, 143.33333333333334)","(71.0, 190.0, 152.0)","(61.0, 180.0, 144.0)","(15.0, 23.0, 21.0)","(5.5, 7.2, 7.142857142857143)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.8214285714285716)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.625)"
08-01-2023 13:36:12.345700,"(2.9, 3.45, 3.39609375)","(71.0, 210.0, 136.66666666666666)","(71.0, 190.0, 152.0)","(61.0, 180.0, 120.0)","(15.0, 25.0, 20.8)","(5.5, 7.2, 7.0)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.8214285714285716)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.625)"
08-01-2023 13:36:13.644217,"(2.9, 3.45, 3.39609375)","(71.0, 210.0, 136.66666666666666)","(71.0, 190.0, 142.5)","(61.0, 180.0, 120.0)","(15.0, 24.0, 20.5)","(5.5, 7.2, 7.0)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.8214285714285716)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.625)"
08-01-2023 13:36:14.970716,"(2.9, 3.45, 3.39609375)","(71.0, 210.0, 136.66666666666666)","(71.0, 190.0, 142.5)","(61.0, 180.0, 120.0)","(15.0, 24.0, 20.5)","(5.5, 7.2, 7.0)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.8214285714285716)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.625)"
08-01-2023 13:36:16.273221,"(2.9, 3.45, 3.39609375)","(71.0, 210.0, 136.66666666666666)","(71.0, 190.0, 142.5)","(61.0, 180.0, 120.0)","(15.0, 24.0, 20.5)","(5.5, 7.2, 7.0)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.8214285714285716)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.625)"
08-01-2023 13:36:17.656518,"(2.9, 3.45, 3.39609375)","(71.0, 210.0, 136.66666666666666)","(71.0, 190.0, 142.5)","(61.0, 180.0, 120.0)","(15.0, 24.0, 20.5)","(5.5, 7.2, 7.0)","(101.0, 230.0, 205.0)","(3.0, 3.85, 3.8214285714285716)","(81.0, 220.0, 153.33333333333334)","(3.6, 4.8, 4.625)"
