,Farmor Smitten,Joey The Poke,Haras Harley,Lingonberry,Bogie Hurricane,Comical Hope
09-01-2023 18:27:25.389348,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:26.428989,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:27.380029,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:28.324119,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:29.197072,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:30.133312,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:31.064395,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:31.977476,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:32.939397,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:33.809817,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:34.694946,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:35.559844,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:36.427335,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:37.410728,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:38.464744,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:39.431640,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:40.417761,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:41.379752,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:42.294388,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:43.167993,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:44.057215,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:44.947211,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:45.848492,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:46.755901,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:47.696959,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:48.580232,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:49.474815,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:50.350546,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:51.334714,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:52.297716,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:53.308581,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:54.284636,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:55.293765,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:56.207684,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:57.093409,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:57.960538,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:58.863427,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:27:59.808527,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:28:00.767377,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:28:01.683354,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:28:02.585416,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:28:03.480271,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:28:04.403242,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:28:05.326900,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:28:06.284505,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:28:07.239124,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:28:08.157475,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:28:09.099366,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 325.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 37.75)"
09-01-2023 18:28:10.018384,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:10.862670,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:11.735407,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:12.628352,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:13.570240,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:14.527050,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:15.488295,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:16.531832,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:17.558983,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:18.555169,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:19.486997,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:20.377883,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:21.271437,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:22.223701,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:23.137044,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:24.078719,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:24.983327,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:25.895134,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:26.805939,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:27.767138,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:28.764080,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:29.788745,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:30.794682,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:31.756566,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:32.710961,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:33.607808,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:34.523017,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:35.414868,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:36.270684,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:37.212929,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:38.162620,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:39.158408,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 502.5)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 40.22727272727273)"
09-01-2023 18:28:40.216647,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 292.8571428571429)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:28:41.221664,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 292.8571428571429)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:28:42.265990,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 292.8571428571429)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:28:43.207056,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 292.8571428571429)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:28:44.171776,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 292.8571428571429)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:28:45.073741,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 292.8571428571429)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:28:46.011657,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 292.8571428571429)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:28:46.906952,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 292.8571428571429)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:28:48.039202,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 292.8571428571429)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:28:49.037651,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 292.8571428571429)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:28:50.008397,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 460.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:28:51.046731,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 460.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:28:52.109659,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.106060606060606)","(91.0, 590.0, 505.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:28:53.068230,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.3)","(91.0, 590.0, 505.0)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:28:53.962095,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.3)","(91.0, 590.0, 533.3333333333333)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:28:54.871736,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.3)","(91.0, 590.0, 533.3333333333333)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:28:55.802660,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.3)","(91.0, 590.0, 533.3333333333333)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:28:56.728210,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.3)","(91.0, 590.0, 533.3333333333333)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:28:57.658749,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.3)","(91.0, 590.0, 533.3333333333333)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:28:58.535706,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.3)","(91.0, 590.0, 533.3333333333333)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:28:59.447027,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.3)","(91.0, 590.0, 533.3333333333333)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:29:00.328372,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.3)","(91.0, 590.0, 533.3333333333333)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:29:01.226797,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.3)","(91.0, 590.0, 533.3333333333333)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:29:02.136301,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.3)","(91.0, 590.0, 533.3333333333333)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
09-01-2023 18:29:03.059596,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 8.042105263157895)","(3.8, 7.0, 5.3)","(91.0, 590.0, 533.3333333333333)","(1.55, 1.67, 1.6272727272727274)","(18.0, 60.0, 33.125)"
