,Farmor Smitten,Joey The Poke,Haras Harley,Lingonberry,Bogie Hurricane,Comical Hope
09-01-2023 18:24:15.076033,"(9.0, 23.0, 15.11111111111111)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.407407407407407)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:16.289010,"(9.0, 23.0, 15.11111111111111)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.407407407407407)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:17.505764,"(9.0, 23.0, 15.11111111111111)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.407407407407407)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:18.774928,"(9.0, 23.0, 15.11111111111111)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.407407407407407)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:20.104961,"(9.0, 23.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:21.365944,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:22.598818,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:23.745236,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:24.896905,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:26.207455,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:27.495478,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:28.797870,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:29.873843,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:31.005509,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:32.178058,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:33.412923,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:34.625651,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:35.858137,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:37.023287,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:38.189607,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:39.321645,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:40.561629,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:41.965035,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:43.103190,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:44.178321,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:45.339328,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:46.774422,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 532.7777777777778)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:24:47.994715,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:24:49.381220,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:24:50.581123,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:24:51.658102,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:24:52.711968,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:24:53.749526,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:24:54.816361,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:24:55.917688,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:24:57.040119,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:24:58.194695,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:24:59.259366,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:00.264568,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:01.408136,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:02.586234,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:03.755410,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:04.980748,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:06.089250,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:07.211528,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:08.325307,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:09.656977,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:10.905911,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:12.032155,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:13.055265,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:14.053638,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:15.165952,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:16.332502,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:17.522629,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:18.657953,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:19.729754,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:20.829181,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:21.774924,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:22.777822,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:23.842392,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:24.838438,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:25.843651,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:26.792904,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:27.729389,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:28.811936,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:30.008982,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:31.070352,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:32.080765,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:33.030410,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:33.921905,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:35.125487,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:36.124652,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 40.68181818181819)"
09-01-2023 18:25:37.088300,"(9.0, 21.0, 10.833333333333334)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 361.1111111111111)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:25:37.948601,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 361.1111111111111)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:25:38.915301,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 361.1111111111111)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:25:39.927454,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 361.1111111111111)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:25:40.997483,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 361.1111111111111)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:25:42.010942,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:25:43.008475,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:25:43.972976,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:25:44.906736,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:25:46.044379,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:25:47.179144,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:25:48.336610,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:25:49.313343,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:25:50.226753,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:25:51.183913,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:25:52.183275,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:25:53.242045,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:25:54.274828,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:25:55.284303,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:25:56.306174,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:25:57.279831,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:25:58.324188,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:25:59.379257,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:26:00.436749,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:26:01.568484,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:26:02.527441,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:26:03.394942,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:26:04.368368,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:26:05.443180,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
09-01-2023 18:26:06.471047,"(9.0, 21.0, 14.222222222222221)","(5.0, 8.8, 5.680000000000001)","(3.8, 7.0, 4.586206896551724)","(91.0, 590.0, 504.16666666666663)","(1.55, 1.71, 1.6578947368421053)","(18.0, 60.0, 33.75)"
