,Rich Devil,Always Barney,Mr Banner,Trial By Combat,Spooky Ethics,Next Of Kinloch,Prince Majestic,Greek Warrior
09-01-2023 14:55:03.891513,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:05.127148,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:06.282196,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:07.488457,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:08.697375,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:09.954320,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:11.257369,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:12.585994,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:13.910274,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:15.272321,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:16.415565,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:17.505484,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:18.539814,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:19.755342,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:21.002101,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:22.317721,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 12.12)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:23.520622,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 12.12)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:24.795316,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 12.12)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:25.976977,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 12.12)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.5885714285714285)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:27.253675,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 12.12)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:28.443266,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 12.12)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:29.614176,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 12.12)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:30.724105,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 12.12)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.518333333333333)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:31.908017,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 12.12)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.518333333333333)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:33.052483,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 12.12)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.518333333333333)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:34.165423,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 12.12)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.518333333333333)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:35.251956,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 12.12)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.518333333333333)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:36.265424,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 12.12)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.518333333333333)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:37.318568,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 12.12)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.518333333333333)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:38.382740,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 12.12)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.518333333333333)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:39.428471,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.518333333333333)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:40.778054,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:41.821915,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 164.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 10.666666666666666)","(21.0, 130.0, 79.0)"
09-01-2023 14:55:42.814009,"(5.0, 8.2, 5.8)","(51.0, 330.0, 180.0)","(7.5, 18.0, 9.428571428571429)","(41.0, 290.0, 128.0)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:44.005217,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:45.207731,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:46.394347,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:47.528886,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:48.543827,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:49.563385,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:50.661059,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:51.724356,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:52.881066,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:54.019135,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:55.188909,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:56.291631,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:57.352583,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:58.446958,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:55:59.591889,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 14.08)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:56:00.720219,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 14.08)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:56:01.871757,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 11.600000000000001)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:56:02.927229,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 11.600000000000001)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:56:04.018944,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 11.600000000000001)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:56:05.129062,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 11.600000000000001)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:56:06.218041,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 11.600000000000001)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:56:07.338925,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:56:08.456174,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:56:09.587981,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:56:10.705541,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:56:11.741120,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:56:12.816992,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:56:13.958309,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:56:15.141303,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:56:16.290321,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:56:17.491194,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:56:18.808472,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 56.54545454545455)"
09-01-2023 14:56:20.210494,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 68.46153846153845)"
09-01-2023 14:56:21.374994,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 58.72727272727273)"
09-01-2023 14:56:22.635691,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 58.72727272727273)"
09-01-2023 14:56:23.969756,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 58.72727272727273)"
09-01-2023 14:56:25.174796,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 58.72727272727273)"
09-01-2023 14:56:26.299580,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 58.72727272727273)"
09-01-2023 14:56:27.448849,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 58.72727272727273)"
09-01-2023 14:56:28.514155,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 58.72727272727273)"
09-01-2023 14:56:29.721291,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 58.72727272727273)"
09-01-2023 14:56:30.908542,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 55.09090909090909)"
09-01-2023 14:56:32.057790,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 11.600000000000001)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 55.09090909090909)"
09-01-2023 14:56:33.306646,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 11.600000000000001)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 55.09090909090909)"
09-01-2023 14:56:34.452438,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 11.600000000000001)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 55.09090909090909)"
09-01-2023 14:56:35.608325,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 11.600000000000001)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 55.09090909090909)"
09-01-2023 14:56:36.738742,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 11.600000000000001)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 55.09090909090909)"
09-01-2023 14:56:37.881943,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 11.600000000000001)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 55.09090909090909)"
09-01-2023 14:56:39.061637,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 55.09090909090909)"
09-01-2023 14:56:40.258085,"(5.0, 8.2, 5.8)","(51.0, 330.0, 150.0)","(7.5, 18.0, 12.0)","(41.0, 290.0, 156.58823529411765)","(2.3, 3.6, 2.482105263157895)","(3.2, 5.1, 3.5482758620689654)","(7.0, 12.5, 9.673333333333334)","(21.0, 130.0, 55.09090909090909)"
