,Confused,Cookie Cotton,Sadie Seahorse,Elsie Bay,Concord Prince,Bundy Trigger,Victor Sannette,Melissas Louise
11-01-2023 11:58:53.163767,"(3.6, 6.0, 5.846153846153846)","(20.0, 46.0, 36.0)","(12.0, 15.5, 14.15)","(10.0, 17.0, 16.333333333333332)","(51.0, 310.0, 128.0)","(8.5, 13.0, 12.072727272727272)","(1.75, 2.36, 2.024)","(12.0, 22.0, 16.6875)"
11-01-2023 11:58:54.220708,"(3.6, 6.0, 5.75)","(20.0, 46.0, 36.0)","(12.0, 15.5, 14.15)","(10.0, 17.0, 16.333333333333332)","(51.0, 310.0, 128.0)","(8.5, 13.0, 12.072727272727272)","(1.75, 2.36, 2.024)","(12.0, 22.0, 16.6875)"
11-01-2023 11:58:55.259089,"(3.6, 6.8, 6.1625)","(20.0, 46.0, 36.0)","(12.0, 15.5, 14.15)","(10.0, 17.0, 16.333333333333332)","(51.0, 310.0, 128.0)","(8.5, 13.0, 12.072727272727272)","(1.75, 2.36, 2.024)","(12.0, 22.0, 16.6875)"
11-01-2023 11:58:56.323379,"(3.6, 6.8, 6.1625)","(20.0, 46.0, 36.0)","(12.0, 15.5, 14.15)","(10.0, 17.0, 16.333333333333332)","(51.0, 310.0, 128.0)","(8.5, 13.0, 12.072727272727272)","(1.75, 2.36, 2.024)","(12.0, 22.0, 16.6875)"
11-01-2023 11:58:57.399970,"(3.6, 6.8, 6.1625)","(20.0, 46.0, 36.0)","(12.0, 15.5, 14.15)","(10.0, 17.0, 16.333333333333332)","(51.0, 310.0, 128.0)","(8.5, 13.0, 11.8)","(1.75, 2.36, 2.024)","(12.0, 22.0, 16.6875)"
11-01-2023 11:58:58.447258,"(3.6, 6.8, 5.6)","(20.0, 46.0, 36.0)","(12.0, 15.5, 14.15)","(10.0, 17.0, 16.333333333333332)","(51.0, 310.0, 128.0)","(8.5, 13.0, 11.8)","(1.75, 2.36, 2.024)","(12.0, 22.0, 16.6875)"
11-01-2023 11:58:59.534699,"(3.6, 6.6, 6.226666666666667)","(20.0, 46.0, 36.0)","(12.0, 15.5, 14.15)","(10.0, 17.0, 16.333333333333332)","(51.0, 310.0, 128.0)","(8.5, 13.0, 11.8)","(1.75, 2.36, 2.024)","(12.0, 22.0, 16.6875)"
11-01-2023 11:59:00.801659,"(3.6, 6.6, 6.066666666666666)","(20.0, 46.0, 36.0)","(12.0, 15.5, 13.875)","(10.0, 17.0, 16.333333333333332)","(51.0, 310.0, 161.42857142857144)","(8.5, 13.0, 11.8)","(1.75, 2.36, 2.024)","(12.0, 22.0, 16.6875)"
11-01-2023 11:59:01.790420,"(3.6, 6.6, 6.0)","(20.0, 46.0, 36.0)","(12.0, 15.5, 13.875)","(10.0, 17.0, 16.333333333333332)","(51.0, 310.0, 161.42857142857144)","(8.5, 13.0, 11.8)","(1.75, 2.36, 2.024)","(12.0, 22.0, 16.6875)"
11-01-2023 11:59:02.865548,"(3.6, 6.6, 6.0)","(20.0, 46.0, 36.0)","(12.0, 15.5, 13.875)","(10.0, 17.0, 16.333333333333332)","(51.0, 310.0, 182.5)","(8.5, 13.0, 11.2)","(1.75, 2.36, 2.024)","(12.0, 22.0, 14.775)"
11-01-2023 11:59:03.949533,"(3.6, 6.6, 6.0)","(20.0, 46.0, 42.0)","(12.0, 15.5, 13.325)","(10.0, 17.0, 15.0)","(51.0, 310.0, 182.5)","(8.5, 13.0, 12.0625)","(1.75, 2.36, 2.016363636363636)","(12.0, 22.0, 14.775)"
11-01-2023 11:59:05.035442,"(3.6, 6.6, 6.109090909090909)","(20.0, 46.0, 43.14285714285714)","(12.0, 15.0, 13.947368421052632)","(10.0, 16.5, 13.880952380952381)","(51.0, 310.0, 259.0)","(8.5, 13.0, 13.0)","(1.75, 2.36, 2.016363636363636)","(12.0, 22.0, 14.775)"
11-01-2023 11:59:06.099707,"(3.6, 6.6, 6.168)","(20.0, 46.0, 43.14285714285714)","(12.0, 15.0, 13.645833333333334)","(10.0, 16.5, 13.880952380952381)","(51.0, 310.0, 259.0)","(8.5, 13.5, 14.4375)","(1.75, 2.36, 2.0127272727272727)","(12.0, 22.0, 14.775)"
11-01-2023 11:59:07.123704,"(3.6, 6.6, 5.957142857142856)","(20.0, 46.0, 44.666666666666664)","(12.0, 15.0, 13.11111111111111)","(10.0, 16.5, 12.44047619047619)","(51.0, 310.0, 260.0)","(8.5, 15.0, 14.4375)","(1.75, 2.34, 2.0015384615384613)","(12.0, 22.0, 14.775)"
11-01-2023 11:59:08.189084,"(3.6, 6.6, 5.957142857142856)","(20.0, 46.0, 36.5)","(12.0, 15.0, 13.11111111111111)","(10.0, 15.5, 14.384615384615385)","(51.0, 310.0, 282.22222222222223)","(8.5, 14.5, 13.53448275862069)","(1.75, 2.34, 2.0015384615384613)","(12.0, 22.0, 14.775)"
11-01-2023 11:59:09.215522,"(3.6, 6.6, 5.957142857142856)","(20.0, 46.0, 36.5)","(12.0, 15.0, 13.11111111111111)","(10.0, 15.0, 14.384615384615385)","(51.0, 310.0, 282.22222222222223)","(8.5, 14.5, 13.53448275862069)","(1.75, 2.34, 1.984705882352941)","(12.0, 22.0, 14.775)"
11-01-2023 11:59:10.219990,"(3.6, 6.6, 6.1)","(20.0, 46.0, 41.5)","(12.0, 15.0, 13.11111111111111)","(10.0, 14.0, 13.5)","(51.0, 310.0, 282.22222222222223)","(8.5, 14.5, 13.53448275862069)","(1.75, 2.32, 1.984705882352941)","(12.0, 22.0, 14.775)"
11-01-2023 11:59:11.267254,"(3.6, 6.6, 6.1)","(20.0, 46.0, 42.4)","(12.0, 15.0, 13.11111111111111)","(10.0, 14.0, 12.5)","(51.0, 310.0, 282.22222222222223)","(8.5, 14.5, 13.333333333333334)","(1.75, 2.32, 1.99)","(12.0, 22.0, 14.775)"
11-01-2023 11:59:12.323951,"(3.6, 6.6, 6.289655172413793)","(20.0, 46.0, 42.4)","(12.0, 15.0, 13.11111111111111)","(10.0, 14.0, 11.857142857142858)","(51.0, 310.0, 282.22222222222223)","(8.5, 14.5, 13.26923076923077)","(1.75, 2.24, 1.99)","(12.0, 22.0, 14.775)"
11-01-2023 11:59:13.599034,"(3.6, 6.6, 5.925)","(20.0, 46.0, 44.8)","(12.0, 15.0, 12.926829268292684)","(10.0, 14.0, 11.625)","(51.0, 310.0, 280.0)","(8.5, 14.5, 13.26923076923077)","(1.75, 2.24, 2.06)","(12.0, 22.0, 14.775)"
11-01-2023 11:59:14.708980,"(3.6, 6.6, 6.123529411764705)","(20.0, 46.0, 44.8)","(12.0, 15.0, 12.926829268292684)","(10.0, 13.5, 11.625)","(51.0, 310.0, 280.0)","(8.5, 14.5, 13.928571428571429)","(1.75, 2.24, 2.06)","(12.0, 22.0, 14.775)"
11-01-2023 11:59:15.759568,"(3.6, 6.6, 6.2318181818181815)","(20.0, 46.0, 44.8)","(12.0, 15.0, 13.11111111111111)","(10.0, 13.5, 10.986486486486486)","(51.0, 310.0, 280.0)","(8.5, 14.5, 13.928571428571429)","(1.75, 2.24, 1.9643478260869565)","(12.0, 22.0, 14.775)"
11-01-2023 11:59:16.827439,"(3.6, 6.6, 6.2318181818181815)","(20.0, 46.0, 44.8)","(12.0, 15.0, 13.11111111111111)","(10.0, 13.0, 11.941176470588236)","(51.0, 310.0, 280.0)","(8.5, 14.5, 14.318181818181818)","(1.75, 2.22, 1.9643478260869565)","(12.0, 22.0, 14.775)"
11-01-2023 11:59:17.930237,"(3.6, 6.6, 6.2318181818181815)","(20.0, 46.0, 44.8)","(12.0, 15.0, 13.11111111111111)","(10.0, 13.0, 11.941176470588236)","(51.0, 310.0, 280.0)","(8.5, 14.5, 14.318181818181818)","(1.75, 2.22, 1.9643478260869565)","(12.0, 22.0, 14.775)"
11-01-2023 11:59:19.159603,"(3.6, 6.6, 6.2318181818181815)","(20.0, 46.0, 44.714285714285715)","(12.0, 15.0, 12.926829268292684)","(10.0, 12.5, 12.214285714285714)","(51.0, 310.0, 280.0)","(8.5, 14.5, 13.88888888888889)","(1.75, 2.22, 2.0155555555555553)","(12.0, 22.0, 19.125)"
11-01-2023 11:59:20.283804,"(3.6, 6.6, 6.2318181818181815)","(20.0, 48.0, 36.6)","(12.0, 15.0, 12.926829268292684)","(10.0, 12.5, 10.25)","(51.0, 310.0, 223.33333333333334)","(8.5, 15.0, 14.0)","(1.75, 2.28, 1.9116666666666666)","(12.0, 21.0, 19.125)"
11-01-2023 11:59:21.443181,"(3.6, 6.6, 6.2318181818181815)","(20.0, 48.0, 38.4)","(12.0, 15.0, 13.11111111111111)","(10.0, 12.5, 10.185714285714287)","(51.0, 300.0, 223.33333333333334)","(8.5, 15.5, 13.7)","(1.75, 1.92, 1.9116666666666666)","(12.0, 21.0, 19.25)"
11-01-2023 11:59:22.527481,"(3.6, 6.6, 6.3652173913043475)","(20.0, 65.0, 46.14285714285714)","(12.0, 15.0, 13.170731707317072)","(10.0, 12.5, 10.785714285714286)","(51.0, 300.0, 223.33333333333334)","(8.5, 15.5, 13.7)","(1.75, 1.92, 1.9116666666666666)","(12.0, 21.0, 19.25)"
11-01-2023 11:59:23.570397,"(3.6, 6.6, 6.3652173913043475)","(20.0, 65.0, 43.64705882352941)","(12.0, 15.0, 13.170731707317072)","(10.0, 12.5, 10.785714285714286)","(51.0, 300.0, 230.0)","(8.5, 15.5, 14.06)","(1.75, 1.92, 1.8283333333333334)","(12.0, 21.0, 19.25)"
11-01-2023 11:59:24.600820,"(3.6, 6.6, 6.3652173913043475)","(20.0, 65.0, 49.76923076923077)","(12.0, 15.0, 13.170731707317072)","(10.0, 12.5, 10.785714285714286)","(51.0, 310.0, 230.0)","(8.5, 15.5, 14.06)","(1.75, 1.92, 1.8342857142857143)","(12.0, 21.0, 15.333333333333334)"
11-01-2023 11:59:25.625929,"(3.6, 6.8, 6.684210526315789)","(20.0, 65.0, 49.76923076923077)","(12.0, 15.0, 13.170731707317072)","(10.0, 12.5, 10.785714285714286)","(51.0, 310.0, 230.0)","(8.5, 15.5, 14.357142857142858)","(1.75, 1.92, 1.8599999999999999)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:26.600000,"(3.6, 6.8, 6.55)","(20.0, 65.0, 38.23076923076923)","(12.0, 15.0, 13.170731707317072)","(10.0, 12.5, 10.785714285714286)","(51.0, 310.0, 230.0)","(8.5, 15.5, 14.357142857142858)","(1.75, 1.92, 1.845)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:27.666268,"(3.6, 6.8, 6.5)","(20.0, 65.0, 43.785714285714285)","(12.0, 15.0, 13.170731707317072)","(10.0, 12.5, 10.785714285714286)","(51.0, 310.0, 224.54545454545453)","(8.5, 15.5, 14.357142857142858)","(1.75, 1.89, 1.845)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:28.736839,"(3.6, 6.8, 6.7)","(20.0, 65.0, 44.166666666666664)","(12.0, 15.0, 13.170731707317072)","(10.0, 12.0, 10.941176470588236)","(51.0, 310.0, 224.54545454545453)","(8.5, 15.5, 14.357142857142858)","(1.75, 1.89, 1.845)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:29.767306,"(3.6, 6.8, 6.7)","(20.0, 65.0, 49.375)","(12.0, 15.0, 13.170731707317072)","(10.0, 12.0, 10.941176470588236)","(51.0, 310.0, 224.54545454545453)","(8.5, 15.5, 14.357142857142858)","(1.75, 1.89, 1.845)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:30.801892,"(3.6, 7.0, 6.68)","(20.0, 65.0, 53.63636363636364)","(12.0, 15.0, 13.170731707317072)","(10.0, 12.0, 10.692307692307692)","(51.0, 310.0, 195.0)","(8.5, 15.5, 13.277777777777779)","(1.75, 1.89, 1.845)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:31.856770,"(3.6, 7.0, 6.714285714285714)","(20.0, 65.0, 51.111111111111114)","(12.0, 15.0, 13.170731707317072)","(10.0, 12.0, 10.692307692307692)","(51.0, 310.0, 195.0)","(8.5, 15.5, 14.576923076923077)","(1.75, 1.89, 1.845)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:32.918050,"(3.6, 7.0, 6.714285714285714)","(20.0, 65.0, 51.111111111111114)","(12.0, 15.0, 13.170731707317072)","(10.0, 12.0, 10.692307692307692)","(51.0, 310.0, 195.0)","(8.5, 15.5, 14.576923076923077)","(1.75, 1.89, 1.845)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:33.929984,"(3.6, 7.0, 6.714285714285714)","(20.0, 65.0, 51.111111111111114)","(12.0, 15.0, 13.170731707317072)","(10.0, 12.0, 10.692307692307692)","(51.0, 310.0, 181.42857142857144)","(8.5, 15.5, 14.576923076923077)","(1.75, 1.89, 1.85)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:34.973307,"(3.6, 7.0, 6.7)","(20.0, 65.0, 51.111111111111114)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.366666666666667)","(51.0, 310.0, 181.42857142857144)","(8.5, 15.5, 14.576923076923077)","(1.75, 1.9, 1.85)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:36.021970,"(3.6, 7.0, 6.733333333333333)","(20.0, 65.0, 53.63636363636364)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.923076923076923)","(51.0, 310.0, 181.42857142857144)","(8.5, 15.5, 14.576923076923077)","(1.75, 1.9, 1.85)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:37.072151,"(3.6, 7.0, 6.8)","(20.0, 65.0, 51.111111111111114)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.923076923076923)","(51.0, 310.0, 181.42857142857144)","(8.5, 15.5, 13.277777777777779)","(1.75, 1.9, 1.85)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:38.066363,"(3.6, 7.0, 6.8)","(20.0, 65.0, 51.111111111111114)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.923076923076923)","(51.0, 310.0, 181.42857142857144)","(8.5, 15.5, 13.277777777777779)","(1.75, 1.9, 1.85)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:39.114102,"(3.6, 7.0, 6.8)","(20.0, 65.0, 51.111111111111114)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.413793103448276)","(51.0, 310.0, 228.1818181818182)","(8.5, 15.5, 14.5)","(1.75, 1.9, 1.85)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:40.130249,"(3.6, 7.0, 6.8)","(20.0, 65.0, 51.111111111111114)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.413793103448276)","(51.0, 310.0, 228.1818181818182)","(8.5, 15.5, 14.5)","(1.75, 1.9, 1.85)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:41.206565,"(3.6, 7.0, 6.6571428571428575)","(20.0, 60.0, 46.666666666666664)","(12.0, 15.0, 13.076923076923077)","(10.0, 11.5, 10.25)","(51.0, 310.0, 228.1818181818182)","(8.5, 15.5, 14.26923076923077)","(1.75, 1.94, 1.845)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:42.194704,"(3.6, 7.4, 7.0)","(20.0, 60.0, 45.0)","(12.0, 15.0, 13.076923076923077)","(10.0, 11.5, 10.25)","(51.0, 310.0, 228.1818181818182)","(8.5, 15.5, 14.26923076923077)","(1.75, 1.89, 1.845)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:43.250710,"(3.6, 7.4, 7.0)","(20.0, 60.0, 45.0)","(12.0, 15.0, 13.076923076923077)","(10.0, 11.5, 10.25)","(51.0, 310.0, 228.1818181818182)","(8.5, 15.5, 14.5)","(1.75, 1.89, 1.845)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:44.344778,"(3.6, 7.4, 7.0)","(20.0, 70.0, 60.0)","(12.0, 15.0, 13.076923076923077)","(10.0, 11.5, 10.25)","(51.0, 310.0, 228.1818181818182)","(8.5, 15.5, 14.26923076923077)","(1.75, 1.89, 1.845)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:45.432710,"(3.6, 7.8, 7.333333333333333)","(20.0, 70.0, 47.25)","(12.0, 15.0, 13.214285714285714)","(10.0, 11.5, 10.25)","(51.0, 310.0, 228.1818181818182)","(8.5, 15.5, 14.576923076923077)","(1.75, 1.89, 1.845)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:46.503524,"(3.6, 7.8, 7.046153846153846)","(20.0, 70.0, 54.83333333333333)","(12.0, 15.0, 13.214285714285714)","(10.0, 11.5, 10.25)","(51.0, 310.0, 228.1818181818182)","(8.5, 15.5, 14.576923076923077)","(1.75, 1.89, 1.845)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:47.612807,"(3.6, 7.8, 7.2749999999999995)","(20.0, 70.0, 58.44444444444444)","(12.0, 15.0, 13.214285714285714)","(10.0, 11.5, 10.25)","(51.0, 310.0, 278.57142857142856)","(8.5, 15.5, 14.576923076923077)","(1.75, 1.89, 1.8599999999999999)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:48.727083,"(3.6, 7.8, 7.2749999999999995)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.25)","(51.0, 310.0, 278.57142857142856)","(8.5, 15.5, 14.441176470588236)","(1.75, 1.92, 1.8599999999999999)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:49.820127,"(3.6, 7.8, 7.022222222222222)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.666666666666666)","(51.0, 310.0, 278.57142857142856)","(8.5, 15.5, 14.441176470588236)","(1.75, 1.92, 1.8599999999999999)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:50.878264,"(3.6, 7.8, 7.2)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.666666666666666)","(51.0, 310.0, 278.57142857142856)","(8.5, 15.5, 13.192307692307692)","(1.75, 1.92, 1.8599999999999999)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:52.005213,"(3.6, 7.8, 7.2)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.666666666666666)","(51.0, 310.0, 222.0)","(8.5, 15.5, 14.884615384615385)","(1.75, 1.92, 1.8599999999999999)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:53.157676,"(3.6, 7.8, 7.2)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.666666666666666)","(51.0, 310.0, 222.0)","(8.5, 15.5, 14.794117647058824)","(1.75, 1.92, 1.8599999999999999)","(12.0, 22.0, 15.142857142857142)"
11-01-2023 11:59:54.246591,"(3.6, 7.8, 7.575)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.11111111111111)","(10.0, 11.5, 10.666666666666666)","(51.0, 310.0, 222.0)","(8.5, 15.5, 14.794117647058824)","(1.75, 1.92, 1.8269230769230769)","(12.0, 22.0, 15.142857142857142)"
11-01-2023 11:59:55.361624,"(3.6, 7.8, 7.575)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.11111111111111)","(10.0, 11.5, 10.666666666666666)","(51.0, 310.0, 222.0)","(8.5, 15.5, 14.884615384615385)","(1.75, 1.94, 1.8399999999999999)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:56.501966,"(3.6, 7.8, 7.575)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.25)","(51.0, 310.0, 222.0)","(8.5, 15.5, 14.884615384615385)","(1.75, 1.88, 1.8399999999999999)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:57.599100,"(3.6, 7.8, 7.575)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.25)","(51.0, 310.0, 222.0)","(8.5, 15.5, 14.884615384615385)","(1.75, 1.88, 1.8399999999999999)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:58.709819,"(3.6, 7.8, 7.575)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.25)","(51.0, 310.0, 222.0)","(8.5, 15.5, 12.38888888888889)","(1.75, 1.88, 1.8399999999999999)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 11:59:59.762866,"(3.6, 7.8, 7.575)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.25)","(51.0, 310.0, 222.0)","(8.5, 15.5, 12.26923076923077)","(1.75, 1.88, 1.8399999999999999)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 12:00:00.800478,"(3.6, 7.8, 7.585714285714285)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.25)","(51.0, 310.0, 222.0)","(8.5, 15.5, 12.26923076923077)","(1.75, 1.88, 1.8399999999999999)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 12:00:01.880358,"(3.6, 7.8, 7.6)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.25)","(51.0, 310.0, 222.0)","(8.5, 15.5, 12.25)","(1.75, 1.88, 1.85)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 12:00:02.882480,"(3.6, 7.8, 7.55)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 9.865384615384617)","(51.0, 310.0, 222.0)","(8.5, 15.5, 12.25)","(1.75, 1.9, 1.85)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 12:00:03.953194,"(3.6, 7.8, 7.55)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.844827586206897)","(51.0, 310.0, 222.0)","(8.5, 15.5, 13.642857142857142)","(1.75, 1.9, 1.85)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 12:00:05.020165,"(3.6, 7.8, 7.55)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.85593220338983)","(51.0, 310.0, 222.0)","(8.5, 15.5, 13.642857142857142)","(1.75, 1.9, 1.8444444444444443)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 12:00:06.122489,"(3.6, 7.8, 7.55)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 9.98)","(51.0, 310.0, 222.0)","(8.5, 15.5, 13.642857142857142)","(1.75, 1.9, 1.8444444444444443)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 12:00:07.212063,"(3.6, 7.8, 7.371428571428571)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.075)","(51.0, 310.0, 224.0)","(8.5, 15.5, 14.166666666666666)","(1.75, 1.9, 1.825)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 12:00:08.275207,"(3.6, 7.8, 7.55)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 11.080882352941176)","(51.0, 310.0, 224.0)","(8.5, 15.5, 14.166666666666666)","(1.75, 1.9, 1.7992)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 12:00:09.414585,"(3.6, 7.8, 7.55)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.142857142857142)","(51.0, 310.0, 224.0)","(8.5, 15.5, 14.166666666666666)","(1.75, 1.94, 1.8425)","(12.0, 22.0, 15.142857142857142)"
11-01-2023 12:00:10.509224,"(3.6, 7.8, 7.55)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.48)","(51.0, 310.0, 224.0)","(8.5, 15.5, 14.166666666666666)","(1.75, 1.88, 1.851875)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 12:00:11.557954,"(3.6, 7.8, 7.55)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.48)","(51.0, 310.0, 224.0)","(8.5, 15.5, 14.166666666666666)","(1.75, 1.88, 1.851875)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 12:00:12.689082,"(3.6, 7.8, 7.55)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.48)","(51.0, 310.0, 230.0)","(8.5, 15.5, 14.166666666666666)","(1.75, 1.88, 1.851875)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 12:00:13.742777,"(3.6, 7.8, 7.55)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.48)","(51.0, 320.0, 230.0)","(8.5, 15.5, 14.166666666666666)","(1.75, 1.88, 1.851875)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 12:00:14.810521,"(3.6, 7.8, 7.5)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.48)","(51.0, 320.0, 230.0)","(8.5, 15.5, 14.166666666666666)","(1.75, 1.88, 1.851875)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 12:00:15.865215,"(3.6, 7.8, 7.5)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.48)","(51.0, 320.0, 230.0)","(8.5, 15.5, 14.166666666666666)","(1.75, 1.88, 1.83875)","(12.0, 22.0, 15.142857142857142)"
11-01-2023 12:00:16.948519,"(3.6, 7.8, 7.5)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.48)","(51.0, 320.0, 230.0)","(8.5, 15.5, 13.863636363636363)","(1.75, 1.92, 1.8825)","(12.0, 22.0, 15.142857142857142)"
11-01-2023 12:00:18.089346,"(3.6, 7.8, 7.5)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.48)","(51.0, 320.0, 194.28571428571428)","(8.5, 15.5, 13.735294117647058)","(1.75, 1.92, 1.8825)","(12.0, 22.0, 15.142857142857142)"
11-01-2023 12:00:19.212039,"(3.6, 7.8, 7.5)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.48)","(51.0, 320.0, 194.28571428571428)","(8.5, 15.5, 13.735294117647058)","(1.75, 1.92, 1.8825)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 12:00:20.298218,"(3.6, 7.8, 7.5)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.48)","(51.0, 320.0, 194.28571428571428)","(8.5, 15.5, 13.735294117647058)","(1.75, 1.92, 1.8825)","(12.0, 22.0, 15.333333333333334)"
11-01-2023 12:00:21.358451,"(3.6, 7.8, 7.371428571428571)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.48)","(51.0, 320.0, 194.28571428571428)","(8.5, 15.5, 13.735294117647058)","(1.75, 1.92, 1.8847058823529412)","(12.0, 22.0, 15.142857142857142)"
11-01-2023 12:00:22.383641,"(3.6, 7.8, 7.575)","(20.0, 70.0, 57.76470588235294)","(12.0, 15.0, 13.170731707317072)","(10.0, 11.5, 10.48)","(51.0, 320.0, 194.28571428571428)","(8.5, 15.5, 13.735294117647058)","(1.75, 1.92, 1.8494117647058823)","(12.0, 22.0, 15.142857142857142)"
