,Linxx,United,Goodtime Maddie,Thomas Heights,Wow You Can Dance,Accelere Nz,Dancing Finn
10-01-2023 19:25:17.433267,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 60.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.9, 4.133333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:18.456722,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 60.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.9, 4.133333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:19.496433,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 60.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.9, 4.133333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:20.477093,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 60.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.9, 4.133333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:21.480760,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 60.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.9, 4.133333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:22.445000,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 60.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.9, 4.133333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:23.384713,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 60.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.9, 4.133333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:24.478181,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 60.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.9, 4.133333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:25.532276,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 60.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.9, 4.133333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:26.593816,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 60.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.9, 4.133333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:27.632578,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 60.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.9, 4.133333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:28.678630,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 60.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.9, 4.133333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:29.780178,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 60.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.9, 4.133333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:30.849384,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 60.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.9, 4.133333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:31.856504,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 60.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.9, 4.133333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:32.829260,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 60.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.9, 4.133333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:33.818761,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 60.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.9, 4.133333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:34.795815,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 60.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.9, 4.133333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:35.777242,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 60.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.9, 4.133333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:36.680656,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 74.28571428571428)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.9, 4.133333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:37.666066,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.9, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:38.693078,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:39.744909,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:40.732265,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:41.708669,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:42.698769,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:43.735104,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:44.729853,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:45.705214,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:46.645501,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:47.597783,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:48.526611,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:49.447484,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:50.387495,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:51.346742,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:52.389206,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:53.396076,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:54.375633,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:55.369630,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:56.402572,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:57.484523,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:58.601750,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:25:59.630960,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:00.659783,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:01.638885,"(15.0, 22.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 75.0)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:02.653500,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:03.599331,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:04.521296,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:05.475579,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:06.537927,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:07.562681,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:08.598974,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:09.618579,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:10.680090,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:11.724998,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:12.775397,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:13.740649,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:14.647011,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:15.651379,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:16.701468,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:17.669795,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:18.680760,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:19.756205,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:20.823590,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:21.914735,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:22.984247,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:23.947529,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:24.899579,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:25.885908,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:26.830184,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:27.771211,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:28.770787,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:29.825643,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:30.882642,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:31.954719,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:32.958594,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9)","(3.8, 99999, 99990)","(2.15, 2.6, 2.49)"
10-01-2023 19:26:33.965903,"(15.0, 21.0, 18.0)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.9625000000000004)","(3.8, 99999, 99990)","(2.15, 2.6, 2.4699999999999998)"
10-01-2023 19:26:34.965057,"(15.0, 24.0, 19.5)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:35.944629,"(15.0, 23.0, 19.8)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:36.873433,"(15.0, 23.0, 19.8)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:37.816962,"(15.0, 23.0, 19.8)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:38.831849,"(15.0, 23.0, 19.8)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:39.876275,"(15.0, 23.0, 19.8)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:40.874791,"(15.0, 23.0, 19.8)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:41.898088,"(15.0, 23.0, 19.8)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:42.890007,"(15.0, 23.0, 19.8)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:43.917088,"(15.0, 23.0, 19.8)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:44.956200,"(15.0, 23.0, 19.8)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:46.009702,"(15.0, 23.0, 19.8)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:46.939458,"(15.0, 23.0, 19.8)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:47.892698,"(15.0, 23.0, 19.8)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:48.850964,"(15.0, 23.0, 19.8)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:49.874553,"(15.0, 23.0, 19.8)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:50.820603,"(15.0, 23.0, 19.8)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:51.856046,"(15.0, 23.0, 19.8)","(7.5, 10.0, 9.65)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:53.101854,"(15.0, 23.0, 19.8)","(7.5, 10.0, 9.72)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:54.398689,"(15.0, 23.0, 19.8)","(7.5, 10.0, 9.72)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:55.538739,"(15.0, 23.0, 19.8)","(7.5, 10.0, 9.72)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:56.585438,"(15.0, 23.0, 19.8)","(7.5, 10.0, 9.72)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:57.701712,"(15.0, 23.0, 19.8)","(7.5, 10.0, 9.72)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
10-01-2023 19:26:58.700916,"(15.0, 23.0, 19.8)","(7.5, 10.0, 9.72)","(41.0, 80.0, 73.66666666666666)","(61.0, 120.0, 76.66666666666667)","(3.0, 4.4, 3.8583333333333334)","(3.8, 99999, 99990)","(2.15, 2.6, 2.48)"
