,Know Malice,Goldstar Hoot,Homebush Cinder,Impressive Charm,Ruidosa,Brendon Baxter,Freds Grey Way,Libelle
09-01-2023 11:58:17.388507,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 5.444)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:18.438563,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 5.444)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:19.584890,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 5.444)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:20.724911,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 5.444)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:21.854226,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 5.444)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:23.001618,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 5.444)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:24.148444,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 5.444)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:25.289751,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 5.444)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:26.671452,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 5.444)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:27.944647,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:29.294814,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:30.625932,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:32.012962,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:33.358674,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:34.519503,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:35.679425,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:36.790362,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:37.887617,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:39.001055,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:40.063048,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:41.138104,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:42.207340,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:43.327548,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:44.456918,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:45.651594,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:46.824277,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:48.075383,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:49.248474,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:50.429478,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:51.591909,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:52.754696,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:53.913653,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:55.108749,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:56.275064,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:57.428077,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:58.588623,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:58:59.722907,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:00.863272,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:01.997386,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:03.056131,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:04.067063,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:05.108542,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:06.226916,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:07.346275,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:08.505020,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:09.689820,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:10.852918,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:11.997610,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:13.173248,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:14.350980,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:15.515841,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:16.838987,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:18.024132,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:19.233385,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:20.818736,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:22.132882,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:23.488568,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:24.688882,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:25.852120,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:27.045397,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:28.221974,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:29.381258,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:30.419791,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:31.422631,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:32.500317,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:33.615635,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:34.779402,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:35.926516,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:37.137879,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:38.301298,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:39.510725,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:40.741114,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:41.966134,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:43.195891,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:44.353529,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:45.561690,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:46.777159,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:47.938940,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:49.099261,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:50.290673,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:51.446678,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:52.562136,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:53.722045,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:54.824488,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:55.937341,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:57.083643,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:58.169393,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
09-01-2023 11:59:59.291636,"(4.6, 7.2, 6.680769230769231)","(4.2, 12.5, 6.62)","(7.5, 18.0, 16.42857142857143)","(12.0, 60.0, 49.0)","(3.8, 6.0, 4.629166666666666)","(5.0, 13.0, 9.76)","(26.0, 270.0, 115.625)","(6.5, 14.0, 13.22)"
