,Devils Water,Radiant Betty,Tiggerlong Rebel,Silver Compass,Holiday In Paris,Smiling Spaniard,All Inn Chester,Ziems Park Girl
05-01-2023 12:44:55.416175,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:44:56.605253,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:44:57.781378,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 39.166666666666664)"
05-01-2023 12:44:58.919862,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 39.166666666666664)"
05-01-2023 12:45:00.008090,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 39.166666666666664)"
05-01-2023 12:45:01.075069,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 39.166666666666664)"
05-01-2023 12:45:02.179014,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 39.166666666666664)"
05-01-2023 12:45:03.234395,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 39.166666666666664)"
05-01-2023 12:45:04.300928,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 39.166666666666664)"
05-01-2023 12:45:05.537935,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 39.166666666666664)"
05-01-2023 12:45:06.970126,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 39.166666666666664)"
05-01-2023 12:45:08.203142,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 39.166666666666664)"
05-01-2023 12:45:09.258488,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 39.166666666666664)"
05-01-2023 12:45:10.380290,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:45:11.523272,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:45:12.703522,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:45:13.827622,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:45:14.912147,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:45:15.936280,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:45:16.994069,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:45:18.083336,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:45:19.270525,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:20.505757,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:21.700009,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:22.807645,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:23.859436,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:24.915185,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:26.019509,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:27.136637,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:28.345829,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:29.595536,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:30.748330,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:32.038307,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:33.265152,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:34.452700,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:35.588013,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:36.779203,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:37.918632,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:39.168291,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:40.389873,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:41.513207,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:42.580584,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:43.708423,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.3977419354838707)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:44.928094,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.3977419354838707)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:46.200308,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.3977419354838707)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:47.391284,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.3977419354838707)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:48.757659,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:50.006619,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:51.215613,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:45:52.409857,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 39.166666666666664)"
05-01-2023 12:45:53.648387,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 39.166666666666664)"
05-01-2023 12:45:54.784729,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 39.166666666666664)"
05-01-2023 12:45:56.221401,"(15.0, 36.0, 33.849999999999994)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 39.166666666666664)"
05-01-2023 12:45:57.562736,"(15.0, 36.0, 32.17857142857143)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 39.166666666666664)"
05-01-2023 12:45:58.789627,"(15.0, 42.0, 32.17857142857143)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:46:00.193947,"(15.0, 46.0, 34.75)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:46:01.693302,"(15.0, 46.0, 34.75)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:46:03.028441,"(15.0, 46.0, 34.75)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:46:04.293023,"(15.0, 46.0, 34.75)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:46:05.646498,"(15.0, 46.0, 34.75)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:46:07.049874,"(15.0, 46.0, 34.75)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:46:08.271252,"(15.0, 46.0, 34.75)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:46:09.535496,"(15.0, 46.0, 34.75)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:46:10.864152,"(15.0, 46.0, 34.75)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:46:12.230519,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:46:13.484798,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 44.30555555555556)"
05-01-2023 12:46:14.732567,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 37.71052631578947)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 46.25)"
05-01-2023 12:46:16.125903,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 37.71052631578947)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 46.25)"
05-01-2023 12:46:17.491417,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 37.71052631578947)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 46.25)"
05-01-2023 12:46:18.867817,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 37.71052631578947)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 46.25)"
05-01-2023 12:46:20.144263,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 37.71052631578947)","(2.8, 3.75, 2.8915384615384614)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 46.25)"
05-01-2023 12:46:21.416851,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 37.71052631578947)","(2.8, 3.75, 2.8915384615384614)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 46.25)"
05-01-2023 12:46:22.719360,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 37.71052631578947)","(2.8, 3.75, 2.8915384615384614)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 46.25)"
05-01-2023 12:46:24.088989,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 37.71052631578947)","(2.8, 3.75, 2.8915384615384614)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 46.25)"
05-01-2023 12:46:25.406401,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 37.71052631578947)","(2.8, 3.75, 2.8915384615384614)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 46.25)"
05-01-2023 12:46:26.632145,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 37.71052631578947)","(2.8, 3.75, 2.8915384615384614)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 46.25)"
05-01-2023 12:46:28.125924,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 37.71052631578947)","(2.8, 3.75, 2.8915384615384614)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 50.11363636363637)"
05-01-2023 12:46:29.579491,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 37.71052631578947)","(2.8, 3.75, 2.8915384615384614)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 50.11363636363637)"
05-01-2023 12:46:31.002142,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 37.71052631578947)","(2.8, 3.75, 2.8915384615384614)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 42.083333333333336)"
05-01-2023 12:46:32.321502,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 37.71052631578947)","(2.8, 3.75, 2.8915384615384614)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 42.083333333333336)"
05-01-2023 12:46:33.541516,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 37.71052631578947)","(2.8, 3.75, 2.8915384615384614)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 42.083333333333336)"
05-01-2023 12:46:34.658145,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 5.825)","(4.2, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 37.71052631578947)","(2.8, 3.75, 2.8915384615384614)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 42.083333333333336)"
