,Devils Water,Radiant Betty,Tiggerlong Rebel,Silver Compass,Holiday In Paris,Smiling Spaniard,All Inn Chester,Ziems Park Girl
05-01-2023 12:43:09.696386,"(15.0, 46.0, 38.0)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 38.0)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:10.916541,"(15.0, 46.0, 38.0)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 38.0)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:12.112791,"(15.0, 46.0, 38.0)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 38.0)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:13.281699,"(15.0, 46.0, 38.0)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 38.0)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:14.586696,"(15.0, 46.0, 38.0)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 38.0)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:15.775468,"(15.0, 46.0, 38.0)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 40.48275862068965)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:16.969780,"(15.0, 46.0, 40.48275862068965)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 40.48275862068965)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:18.191368,"(15.0, 46.0, 40.48275862068965)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 40.48275862068965)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:19.323205,"(15.0, 46.0, 40.48275862068965)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 40.48275862068965)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:20.381650,"(15.0, 46.0, 40.48275862068965)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 40.48275862068965)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:21.473761,"(15.0, 46.0, 40.48275862068965)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 40.48275862068965)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:22.645675,"(15.0, 46.0, 40.48275862068965)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 40.48275862068965)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:23.876169,"(15.0, 46.0, 40.48275862068965)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 40.48275862068965)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:25.028303,"(15.0, 46.0, 40.48275862068965)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 40.48275862068965)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:26.112989,"(15.0, 46.0, 40.48275862068965)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 40.48275862068965)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:27.204353,"(15.0, 46.0, 40.48275862068965)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 40.48275862068965)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:28.311238,"(15.0, 46.0, 40.48275862068965)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 40.48275862068965)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:29.512870,"(15.0, 46.0, 40.48275862068965)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 40.48275862068965)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:30.731294,"(15.0, 46.0, 40.48275862068965)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 40.48275862068965)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:31.937968,"(15.0, 46.0, 40.48275862068965)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 40.48275862068965)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:33.145409,"(15.0, 46.0, 40.48275862068965)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 40.48275862068965)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:34.237337,"(15.0, 46.0, 40.48275862068965)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 40.48275862068965)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:35.266686,"(15.0, 46.0, 40.48275862068965)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 40.48275862068965)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:36.371653,"(15.0, 46.0, 40.48275862068965)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 40.48275862068965)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:37.549115,"(15.0, 46.0, 40.48275862068965)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 40.48275862068965)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:38.716254,"(15.0, 46.0, 40.48275862068965)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:39.870970,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:40.936375,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 16.733333333333334)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:42.058919,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.3977419354838707)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:43.187683,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.3977419354838707)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:44.334813,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.3977419354838707)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:45.472220,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:46.594232,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:47.800607,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:48.991786,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:50.114000,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:51.224334,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:52.214676,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:53.232604,"(15.0, 46.0, 33.88461538461539)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:54.330531,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 38.75)"
05-01-2023 12:43:55.521957,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 55.0, 41.666666666666664)"
05-01-2023 12:43:56.667998,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 41.666666666666664)"
05-01-2023 12:43:57.664087,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 41.666666666666664)"
05-01-2023 12:43:58.678442,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 41.666666666666664)"
05-01-2023 12:43:59.838794,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 41.666666666666664)"
05-01-2023 12:44:00.950823,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 41.666666666666664)"
05-01-2023 12:44:02.018424,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 41.666666666666664)"
05-01-2023 12:44:03.099465,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 41.666666666666664)"
05-01-2023 12:44:04.105421,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 6.76)","(4.4, 6.8, 6.384615384615385)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 41.666666666666664)"
05-01-2023 12:44:05.193111,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 6.76)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 41.666666666666664)"
05-01-2023 12:44:06.342503,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 6.76)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 41.666666666666664)"
05-01-2023 12:44:07.459916,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 6.76)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 41.666666666666664)"
05-01-2023 12:44:08.630470,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 6.76)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 41.666666666666664)"
05-01-2023 12:44:09.788825,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 6.76)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 41.666666666666664)"
05-01-2023 12:44:10.975581,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 6.76)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 41.666666666666664)"
05-01-2023 12:44:12.133707,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 6.76)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 2.9653846153846155)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 41.666666666666664)"
05-01-2023 12:44:13.283326,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 41.666666666666664)"
05-01-2023 12:44:14.376809,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 41.666666666666664)"
05-01-2023 12:44:15.494324,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 47.916666666666664)"
05-01-2023 12:44:16.610859,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 47.916666666666664)"
05-01-2023 12:44:17.745858,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 47.916666666666664)"
05-01-2023 12:44:18.899438,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 51.3)"
05-01-2023 12:44:19.993399,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 51.3)"
05-01-2023 12:44:21.093544,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 51.3)"
05-01-2023 12:44:22.186916,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 51.3)"
05-01-2023 12:44:23.343518,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 51.3)"
05-01-2023 12:44:24.518433,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 51.3)"
05-01-2023 12:44:25.728646,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 51.3)"
05-01-2023 12:44:26.890949,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 47.916666666666664)"
05-01-2023 12:44:27.966654,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 47.916666666666664)"
05-01-2023 12:44:28.954149,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 47.916666666666664)"
05-01-2023 12:44:30.072516,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 47.916666666666664)"
05-01-2023 12:44:31.203083,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 47.916666666666664)"
05-01-2023 12:44:32.356082,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 47.916666666666664)"
05-01-2023 12:44:33.482145,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 47.916666666666664)"
05-01-2023 12:44:34.546356,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 47.916666666666664)"
05-01-2023 12:44:35.713320,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 47.916666666666664)"
05-01-2023 12:44:36.822522,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 47.916666666666664)"
05-01-2023 12:44:37.992423,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 47.916666666666664)"
05-01-2023 12:44:39.096191,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.1752631578947366)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 47.916666666666664)"
05-01-2023 12:44:40.164736,"(15.0, 36.0, 33.611111111111114)","(5.0, 10.5, 5.916666666666667)","(4.4, 6.6, 6.215384615384615)","(9.0, 21.0, 9.975)","(16.0, 46.0, 33.88461538461539)","(2.8, 3.75, 3.3977419354838707)","(4.2, 6.4, 6.042857142857143)","(18.0, 60.0, 47.916666666666664)"
