,Forward Step,Nut Butter Jam,Strum The Banjo,Aquata,Will She Stay,Confound
11-01-2023 13:30:00.638607,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 45.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:01.688028,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 45.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:02.735623,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 45.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:03.634768,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 45.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:04.666846,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 45.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:05.678904,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 45.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:06.717461,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 45.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:07.795553,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 45.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:08.885376,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 45.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:09.843703,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 45.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:10.819341,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 45.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:11.835861,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 45.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:13.033753,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 45.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:14.194959,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 55.714285714285715)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:15.365146,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:16.464538,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:17.603733,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:18.691300,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:19.788940,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:20.857342,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:21.946267,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:22.935518,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:23.929005,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:24.967104,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 2.8812499999999996)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:26.043487,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.033333333333333)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:27.174794,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.0894736842105264)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:28.325268,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.0894736842105264)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:29.352064,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.0894736842105264)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:30.408203,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.0894736842105264)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:31.366931,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.0894736842105264)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:32.365488,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.0894736842105264)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:33.414682,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.0894736842105264)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:34.438213,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.0894736842105264)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:35.499844,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.0894736842105264)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:36.482806,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.0894736842105264)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:37.438723,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.0894736842105264)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:38.412414,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.0894736842105264)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:39.572196,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.033333333333333)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:40.608950,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.033333333333333)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:41.565741,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.033333333333333)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:42.610672,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.033333333333333)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:43.586310,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.033333333333333)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:44.594073,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.033333333333333)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:45.573452,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.033333333333333)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:46.552143,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.033333333333333)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:47.568591,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.033333333333333)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:48.558896,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.033333333333333)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:49.529169,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.033333333333333)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:50.532149,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.033333333333333)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:51.570103,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.8)","(2.7, 4.4, 3.033333333333333)","(7.0, 13.5, 11.975)"
11-01-2023 13:30:52.543923,"(3.9, 5.9, 4.595454545454546)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.05)","(7.0, 13.5, 12.628571428571428)"
11-01-2023 13:30:53.521868,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 12.075)"
11-01-2023 13:30:54.536836,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 12.36)"
11-01-2023 13:30:55.474483,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 12.714285714285715)"
11-01-2023 13:30:56.376099,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 10.85)"
11-01-2023 13:30:57.399611,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 10.85)"
11-01-2023 13:30:58.429988,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 10.85)"
11-01-2023 13:30:59.359339,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:00.343356,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:01.342095,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:02.328297,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:03.388054,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:04.416470,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:05.397008,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:06.413900,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:07.383355,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:08.259930,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:09.282446,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:10.287298,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:11.200759,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:12.351825,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:13.539608,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:14.653670,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:15.818387,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:16.998855,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 3.3434782608695652)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:18.061395,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 2.9)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:19.202626,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 2.9)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:20.237896,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 2.9)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:21.147870,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 2.9)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:22.090360,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 2.9)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:23.076140,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 2.9)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:24.146273,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 44.166666666666664)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 2.9)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:25.217251,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 93.23529411764706)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 2.9)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:26.327438,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 93.23529411764706)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 2.9)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:27.303935,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 93.23529411764706)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 2.9)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:28.299381,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 93.23529411764706)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 2.9)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:29.253307,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 93.23529411764706)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 2.9)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:30.181887,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 93.23529411764706)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 2.9)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:31.253238,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 93.23529411764706)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 2.9)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:32.269740,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 93.23529411764706)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 2.9)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:33.176316,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 93.23529411764706)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 2.9)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:34.166086,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 93.23529411764706)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 2.9)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:35.149502,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 93.23529411764706)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 2.9)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:36.148959,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 93.23529411764706)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 2.9)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:37.191770,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 93.23529411764706)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 2.9)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:38.263669,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 93.23529411764706)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 2.9)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:39.303326,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 93.23529411764706)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.76923076923077)","(2.7, 4.4, 2.9)","(7.0, 13.5, 10.85)"
11-01-2023 13:31:40.343895,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 93.23529411764706)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 8.94)","(2.7, 4.4, 2.9)","(7.0, 13.5, 11.733333333333333)"
11-01-2023 13:31:41.370476,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 40.8)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.733333333333334)","(2.7, 4.4, 2.9)","(7.0, 13.5, 12.04)"
11-01-2023 13:31:42.305592,"(3.9, 5.9, 5.003125000000001)","(31.0, 120.0, 40.8)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.733333333333334)","(2.7, 4.4, 2.9)","(7.0, 13.0, 12.04)"
11-01-2023 13:31:43.219113,"(3.9, 5.9, 4.943333333333333)","(31.0, 120.0, 40.8)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.733333333333334)","(2.7, 4.4, 2.9)","(7.0, 13.0, 12.04)"
11-01-2023 13:31:44.172457,"(3.9, 5.9, 4.943333333333333)","(31.0, 120.0, 40.8)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.733333333333334)","(2.7, 4.4, 2.9)","(7.0, 13.0, 11.733333333333333)"
11-01-2023 13:31:45.187535,"(3.9, 5.9, 4.15)","(31.0, 120.0, 40.8)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.733333333333334)","(2.7, 4.4, 2.9)","(7.0, 13.5, 11.733333333333333)"
11-01-2023 13:31:46.225394,"(3.9, 5.9, 4.15)","(31.0, 120.0, 40.8)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.733333333333334)","(2.7, 4.4, 2.9)","(7.0, 13.5, 12.04)"
11-01-2023 13:31:47.371180,"(3.9, 5.9, 4.15)","(31.0, 120.0, 40.8)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.733333333333334)","(2.7, 4.4, 2.9)","(7.0, 13.0, 12.04)"
11-01-2023 13:31:48.420081,"(3.9, 5.9, 4.15)","(31.0, 120.0, 40.8)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.733333333333334)","(2.7, 4.4, 2.9)","(7.0, 13.0, 12.04)"
11-01-2023 13:31:49.342525,"(3.9, 5.9, 4.15)","(31.0, 120.0, 40.8)","(2.9, 3.95, 2.9456521739130435)","(7.5, 13.0, 9.733333333333334)","(2.7, 4.4, 2.9)","(7.0, 13.0, 12.04)"
