,Forward Step,Nut Butter Jam,Strum The Banjo,Aquata,Will She Stay,Confound
11-01-2023 13:27:37.408673,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.216666666666667)","(7.5, 13.0, 8.177777777777777)","(2.7, 4.4, 2.95625)","(7.0, 14.0, 12.941666666666666)"
11-01-2023 13:27:38.591870,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.216666666666667)","(7.5, 13.0, 8.177777777777777)","(2.7, 4.4, 2.95625)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:27:39.846267,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.216666666666667)","(7.5, 13.0, 8.52)","(2.7, 4.4, 2.95625)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:27:41.019843,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.216666666666667)","(7.5, 13.0, 8.52)","(2.7, 4.4, 2.95625)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:27:42.182695,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.216666666666667)","(7.5, 13.0, 8.52)","(2.7, 4.4, 2.95625)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:27:43.332502,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.216666666666667)","(7.5, 13.0, 8.52)","(2.7, 4.4, 2.95625)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:27:44.506355,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.216666666666667)","(7.5, 13.0, 8.52)","(2.7, 4.4, 2.95625)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:27:45.673958,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.216666666666667)","(7.5, 13.0, 8.52)","(2.7, 4.4, 2.95625)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:27:46.797038,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.216666666666667)","(7.5, 13.0, 8.52)","(2.7, 4.4, 2.95625)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:27:47.899505,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.216666666666667)","(7.5, 13.0, 8.52)","(2.7, 4.4, 2.95625)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:27:49.001359,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.216666666666667)","(7.5, 13.0, 8.52)","(2.7, 4.4, 2.95625)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:27:50.064326,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.216666666666667)","(7.5, 13.0, 8.52)","(2.7, 4.4, 2.95625)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:27:51.222702,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.216666666666667)","(7.5, 13.0, 8.52)","(2.7, 4.4, 2.95625)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:27:52.368492,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.216666666666667)","(7.5, 13.0, 8.52)","(2.7, 4.4, 2.95625)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:27:53.526272,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.216666666666667)","(7.5, 13.0, 8.52)","(2.7, 4.4, 2.95625)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:27:54.687367,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.216666666666667)","(7.5, 13.0, 8.52)","(2.7, 4.4, 2.95625)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:27:55.828295,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:27:56.931745,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:27:58.029953,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:27:59.163056,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:00.261142,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:01.397186,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:02.449462,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:03.493152,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:04.667298,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:05.827342,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:07.029405,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:08.176564,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:09.494627,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:10.636809,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:11.908769,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:12.977504,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:14.066601,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:15.194392,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:16.284012,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:17.309184,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:18.362360,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:19.445662,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:20.629349,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:21.721004,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:22.835840,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:23.945660,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:24.981334,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:26.105645,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:27.215687,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.4884615384615385)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:28.268727,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.4)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:29.399725,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:30.428816,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:31.402620,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:32.490253,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:33.615569,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:34.755365,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:35.941911,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:37.564051,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:38.735155,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 11.333333333333332)"
11-01-2023 13:28:39.966000,"(3.9, 5.9, 4.465)","(31.0, 120.0, 54.285714285714285)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.52)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 10.61111111111111)"
11-01-2023 13:28:41.174172,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 9.9)"
11-01-2023 13:28:42.543717,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:28:43.702680,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:28:44.793483,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:28:45.876532,"(3.9, 5.9, 4.465)","(31.0, 120.0, 67.42857142857143)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:28:46.891301,"(3.9, 5.9, 4.465)","(31.0, 120.0, 67.42857142857143)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:28:47.968654,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:28:49.002877,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:28:50.061944,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:28:51.151400,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:28:52.070155,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:28:53.048282,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:28:54.326507,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:28:55.612118,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:28:56.800362,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:28:58.044525,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:28:59.244968,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:00.454318,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:01.620476,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:02.919252,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:04.153492,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:05.326649,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:06.497191,"(3.9, 5.9, 4.465)","(31.0, 120.0, 67.42857142857143)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:07.673609,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:08.750398,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 3.0935714285714284)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:09.886144,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:11.053619,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:12.130765,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:13.174305,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:14.288682,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.80000000000001)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:15.269434,"(3.9, 5.9, 4.465)","(31.0, 120.0, 61.5)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:16.372251,"(3.9, 5.9, 4.465)","(31.0, 120.0, 61.5)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:17.458192,"(3.9, 5.9, 4.465)","(31.0, 120.0, 61.5)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:18.463713,"(3.9, 5.9, 4.465)","(31.0, 120.0, 61.5)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:19.521757,"(3.9, 5.9, 4.465)","(31.0, 120.0, 61.5)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:20.568662,"(3.9, 5.9, 4.465)","(31.0, 120.0, 61.5)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:21.526512,"(3.9, 5.9, 4.465)","(31.0, 120.0, 61.5)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:22.600376,"(3.9, 5.9, 4.465)","(31.0, 120.0, 61.5)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:23.659625,"(3.9, 5.9, 4.465)","(31.0, 120.0, 61.5)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:24.661401,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:25.660041,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:26.617823,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:27.638611,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:28.645655,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:29.674532,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:30.654953,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:31.732106,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:32.683912,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:33.652559,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.016666666666667)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:34.740646,"(3.9, 5.9, 4.465)","(31.0, 120.0, 64.0)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.606451612903226)","(7.0, 13.5, 8.620000000000001)"
11-01-2023 13:29:35.737916,"(3.9, 5.9, 4.465)","(31.0, 120.0, 61.5)","(2.9, 3.95, 2.9875)","(7.5, 13.0, 8.333333333333334)","(2.7, 4.4, 3.033333333333333)","(7.0, 13.5, 8.620000000000001)"
