,Steel Hawk,Uninhabited Man,Grannys Poor,Marcia Hook,My Blaze,Buddys Mate
10-01-2023 18:32:24.729572,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 11.333333333333332)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:25.633775,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 11.333333333333332)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:26.584156,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 11.333333333333332)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:27.507639,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 11.333333333333332)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:28.427127,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 11.333333333333332)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:29.348480,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 11.333333333333332)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:30.215252,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 11.333333333333332)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:31.163220,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 11.333333333333332)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:32.108902,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 11.333333333333332)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:33.015142,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 11.333333333333332)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:33.953973,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 11.333333333333332)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:34.854650,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 11.333333333333332)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:35.718571,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:36.596965,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:37.483844,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:38.350273,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:39.254359,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:40.148884,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:41.037750,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:41.902037,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:42.721471,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:43.574179,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:44.467131,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:45.346955,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:46.240945,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:47.131735,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:47.991307,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:48.892294,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:49.732360,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:50.558733,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:51.412803,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:52.301348,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:53.162056,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:54.060896,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:54.915630,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:55.804255,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:56.693732,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:57.577424,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:58.449582,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:32:59.383961,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:33:00.308624,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:33:01.266161,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:33:02.169529,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:33:03.083461,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:33:03.921518,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:33:04.786747,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:33:05.642491,"(13.0, 32.0, 28.125)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:33:06.485687,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:33:07.394379,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.9576)"
10-01-2023 18:33:08.328149,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 3.0081707317073167)"
10-01-2023 18:33:09.296949,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 3.0081707317073167)"
10-01-2023 18:33:10.217834,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 3.0081707317073167)"
10-01-2023 18:33:11.331384,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.815)"
10-01-2023 18:33:12.287665,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.815)"
10-01-2023 18:33:13.206959,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.815)"
10-01-2023 18:33:14.147348,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.815)"
10-01-2023 18:33:15.058841,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 2.815)"
10-01-2023 18:33:16.032301,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.05, 3.2975)"
10-01-2023 18:33:16.949759,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.2975)"
10-01-2023 18:33:17.923638,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.24)"
10-01-2023 18:33:18.836938,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.24)"
10-01-2023 18:33:19.729974,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.24)"
10-01-2023 18:33:20.618811,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.24)"
10-01-2023 18:33:21.532197,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.24)"
10-01-2023 18:33:22.384445,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.24)"
10-01-2023 18:33:23.302206,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.24)"
10-01-2023 18:33:24.184180,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.24)"
10-01-2023 18:33:25.133898,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.24)"
10-01-2023 18:33:26.047086,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.24)"
10-01-2023 18:33:26.956301,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.24)"
10-01-2023 18:33:27.854992,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.338461538461538)"
10-01-2023 18:33:28.753000,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3133333333333335)"
10-01-2023 18:33:29.618352,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3133333333333335)"
10-01-2023 18:33:30.522053,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3133333333333335)"
10-01-2023 18:33:31.735913,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.248)"
10-01-2023 18:33:32.702602,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.248)"
10-01-2023 18:33:33.632692,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.248)"
10-01-2023 18:33:34.757799,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.248)"
10-01-2023 18:33:35.846522,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.248)"
10-01-2023 18:33:36.911124,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.248)"
10-01-2023 18:33:37.840974,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.248)"
10-01-2023 18:33:38.827555,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.248)"
10-01-2023 18:33:39.820569,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.248)"
10-01-2023 18:33:40.730010,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.248)"
10-01-2023 18:33:41.626862,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3177777777777777)"
10-01-2023 18:33:42.556345,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3177777777777777)"
10-01-2023 18:33:43.497730,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3177777777777777)"
10-01-2023 18:33:44.495827,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3177777777777777)"
10-01-2023 18:33:45.412481,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3177777777777777)"
10-01-2023 18:33:46.369540,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3177777777777777)"
10-01-2023 18:33:47.293626,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3177777777777777)"
10-01-2023 18:33:48.181143,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3177777777777777)"
10-01-2023 18:33:49.171111,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3177777777777777)"
10-01-2023 18:33:50.133569,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3177777777777777)"
10-01-2023 18:33:51.096876,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3177777777777777)"
10-01-2023 18:33:51.979671,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3177777777777777)"
10-01-2023 18:33:52.894205,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3177777777777777)"
10-01-2023 18:33:53.822631,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3177777777777777)"
10-01-2023 18:33:54.670236,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3177777777777777)"
10-01-2023 18:33:55.567722,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3177777777777777)"
10-01-2023 18:33:56.489294,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3177777777777777)"
10-01-2023 18:33:57.386265,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3177777777777777)"
10-01-2023 18:33:58.252968,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3177777777777777)"
10-01-2023 18:33:59.171309,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3177777777777777)"
10-01-2023 18:34:00.117210,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3177777777777777)"
10-01-2023 18:34:01.010807,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3177777777777777)"
10-01-2023 18:34:01.898616,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.3177777777777777)"
10-01-2023 18:34:02.889968,"(13.0, 32.0, 28.9)","(5.5, 11.5, 7.257894736842105)","(6.0, 12.5, 6.409090909090909)","(2.8, 3.9, 3.363157894736842)","(7.0, 13.5, 9.3)","(2.6, 3.4, 3.2560000000000002)"
