,Wheres Our Money,Iam The Joker,Remember Bubbles,Yellow Bow,Blissfull Identity,Power To Bolt,Diesel Don,Shes So Brave,Carramar Kasiano,The Ringmaster
05-01-2023 12:50:50.147772,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:50:51.534987,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:50:52.963245,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:50:54.316593,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:50:55.653288,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:50:56.991772,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:50:58.325038,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:50:59.677166,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:01.005042,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:02.276353,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:03.557170,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:04.909547,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:06.208043,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:07.494762,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:09.185595,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:10.903115,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:12.661371,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:14.304440,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:15.881789,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:17.415678,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:18.828473,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:20.302806,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:21.681886,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:23.190707,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:24.629408,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:25.996389,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:27.379961,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:28.767005,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:30.304221,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:31.788493,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:33.439432,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:35.037799,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:36.737241,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:38.263908,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:39.847780,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:41.286425,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:42.810654,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:44.242139,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:45.676723,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:47.106583,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:48.455653,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:49.915327,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:51.283607,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:52.689702,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:54.063123,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:55.480161,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:56.873625,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:58.266899,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:51:59.758349,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:01.112502,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:02.477476,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:03.804690,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:05.074385,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:06.298067,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:07.540565,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:08.727298,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:09.915349,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:11.109006,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:12.326467,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:13.667166,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:14.991075,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:16.307953,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:17.704775,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:18.953891,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:20.204608,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:21.442293,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:22.698902,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:24.012070,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:25.325328,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:26.611299,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:27.901118,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:29.107131,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:30.329594,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:31.535796,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:32.789697,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:52:34.069704,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
