,Wheres Our Money,Iam The Joker,Remember Bubbles,Yellow Bow,Blissfull Identity,Power To Bolt,Diesel Don,Shes So Brave,Carramar Kasiano,The Ringmaster
05-01-2023 12:53:19.373787,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:53:20.529909,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 12.8)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:53:21.690314,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 23.0, 9.81081081081081)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 147.0)"
05-01-2023 12:53:22.871138,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 17.0, 11.9)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:24.112340,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.9)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:25.309495,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.9)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:26.502735,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.9)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:27.806812,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.9)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:29.202602,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.9)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:30.483420,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.766666666666667)","(7.5, 15.5, 12.34)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:31.717746,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.766666666666667)","(7.5, 15.5, 10.05)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:33.017457,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.5, 10.05)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:34.171729,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.5, 10.05)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:35.293473,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.5, 10.05)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:36.463592,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.5, 10.05)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:37.636429,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.5, 10.05)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:38.792843,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.5, 10.05)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:40.016624,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.5, 10.05)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:41.213153,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.5, 10.05)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:42.444489,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.5, 10.05)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:43.628844,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.5, 9.7)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:44.960795,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.5, 9.7)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:46.146056,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.5, 9.7)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:47.291232,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.5, 9.7)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:48.775034,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.5, 9.7)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:50.241938,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.5, 9.7)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:51.704097,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.5, 9.7)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:53.154933,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.5, 9.7)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:54.675905,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.5, 9.7)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:56.255303,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 171.42857142857142)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.5, 9.7)","(2.8, 5.3, 3.58)","(51.0, 210.0, 162.0)"
05-01-2023 12:53:57.724122,"(1.9, 3.65, 2.8)","(26.0, 100.0, 48.0)","(71.0, 220.0, 130.0)","(31.0, 100.0, 76.6)","(11.0, 27.0, 19.96)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:53:59.070983,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:00.394120,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:01.678046,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:02.919029,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:04.111724,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:05.728683,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:11.413829,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:12.897625,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:14.385398,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:15.837399,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:17.129387,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:18.369810,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:19.640617,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:20.842519,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:22.119907,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:23.330416,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.766666666666667)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:24.466107,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 14.133333333333333)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:25.587499,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 14.133333333333333)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:26.954005,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 14.133333333333333)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:28.223148,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 14.133333333333333)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:29.470567,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 14.133333333333333)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:30.651636,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 14.133333333333333)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:31.983945,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 14.133333333333333)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:33.187090,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 110.0, 60.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 14.133333333333333)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:34.470562,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 100.0, 67.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 14.133333333333333)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:35.770002,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 100.0, 67.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 14.133333333333333)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:37.064549,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 100.0, 67.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 14.133333333333333)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:38.405264,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 100.0, 67.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 14.133333333333333)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:39.550649,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 100.0, 67.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 14.133333333333333)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:40.696147,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 100.0, 67.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 14.133333333333333)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:41.814492,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 100.0, 67.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 14.133333333333333)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:42.990111,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 100.0, 67.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 14.133333333333333)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:44.126189,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 100.0, 67.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 14.133333333333333)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:45.464806,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 100.0, 67.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.1)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:46.901847,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 100.0, 67.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.1)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:48.396109,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 100.0, 67.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.1)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:49.730286,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 100.0, 67.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.1)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:51.058760,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 100.0, 67.5)","(11.0, 27.0, 20.04)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.1)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:52.313003,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 100.0, 67.5)","(11.0, 27.0, 17.057142857142857)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.1)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:53.674054,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 100.0, 67.5)","(11.0, 27.0, 17.057142857142857)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.1)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:55.020012,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 100.0, 67.5)","(11.0, 27.0, 17.057142857142857)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.1)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:56.306618,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 100.0, 67.5)","(11.0, 27.0, 17.057142857142857)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.1)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
05-01-2023 12:54:57.516665,"(1.9, 3.65, 2.8)","(26.0, 100.0, 53.2)","(71.0, 220.0, 130.0)","(31.0, 100.0, 67.5)","(11.0, 27.0, 17.057142857142857)","(61.0, 220.0, 147.14285714285714)","(10.0, 16.5, 11.1)","(7.5, 12.0, 10.24)","(2.8, 5.3, 3.58)","(51.0, 210.0, 118.36363636363637)"
