,Bedford Estate,Never Dance,Skinny Dip,Attrition,Brazen Kingdom,Cryptic Clue,Hurricane Ketut,Memphis Shadow,Mirroring,Think Rock,Normandy Belle
11-01-2023 14:59:37.357748,"(20.0, 25.0, 24.74418604651163)","(26.0, 40.0, 39.10344827586207)","(18.0, 26.0, 24.5)","(2.7, 3.5, 3.4194690265486725)","(3.7, 4.1, 4.065284974093264)","(31.0, 50.0, 48.0)","(10.0, 14.0, 13.076923076923077)","(7.5, 9.4, 9.100000000000001)","(18.0, 26.0, 25.625)","(26.0, 42.0, 35.142857142857146)","(11.0, 13.0, 12.68)"
11-01-2023 14:59:38.762284,"(20.0, 25.0, 24.728813559322035)","(26.0, 40.0, 39.10344827586207)","(18.0, 26.0, 24.5)","(2.7, 3.5, 3.4194690265486725)","(3.7, 4.1, 4.066331658291457)","(31.0, 50.0, 48.0)","(10.0, 14.0, 13.076923076923077)","(7.5, 9.4, 9.100000000000001)","(18.0, 26.0, 25.625)","(26.0, 42.0, 35.142857142857146)","(11.0, 13.0, 12.68)"
11-01-2023 14:59:40.122457,"(20.0, 25.0, 24.45762711864407)","(26.0, 40.0, 39.10344827586207)","(18.0, 26.0, 24.5)","(2.7, 3.5, 3.4194690265486725)","(3.7, 4.1, 4.066331658291457)","(31.0, 50.0, 48.0)","(10.0, 14.0, 13.076923076923077)","(7.5, 9.4, 9.100000000000001)","(18.0, 26.0, 25.714285714285715)","(26.0, 42.0, 35.142857142857146)","(11.0, 13.0, 12.68)"
11-01-2023 14:59:41.489315,"(20.0, 25.0, 24.45762711864407)","(26.0, 40.0, 39.10344827586207)","(18.0, 26.0, 24.5)","(2.7, 3.5, 3.4194690265486725)","(3.7, 4.1, 4.066331658291457)","(31.0, 50.0, 48.0)","(10.0, 14.0, 13.076923076923077)","(7.5, 9.4, 9.100000000000001)","(18.0, 26.0, 25.714285714285715)","(26.0, 42.0, 35.142857142857146)","(11.0, 13.0, 12.84)"
11-01-2023 14:59:42.921805,"(20.0, 25.0, 24.45762711864407)","(26.0, 40.0, 36.857142857142854)","(18.0, 26.0, 24.5)","(2.7, 3.5, 3.4103286384976523)","(3.7, 4.1, 4.065284974093264)","(31.0, 50.0, 48.0)","(10.0, 14.0, 13.08695652173913)","(7.5, 9.4, 9.085714285714285)","(18.0, 26.0, 26.142857142857142)","(26.0, 42.0, 35.142857142857146)","(11.0, 13.0, 12.921052631578947)"
11-01-2023 14:59:44.367826,"(20.0, 25.0, 24.52173913043478)","(26.0, 38.0, 36.857142857142854)","(18.0, 26.0, 24.2)","(2.7, 3.5, 3.4103286384976523)","(3.7, 4.1, 4.065284974093264)","(31.0, 50.0, 48.0)","(10.0, 14.0, 12.74)","(7.5, 9.4, 9.085714285714285)","(18.0, 27.0, 26.166666666666668)","(26.0, 42.0, 35.142857142857146)","(11.0, 13.0, 12.921052631578947)"
11-01-2023 14:59:45.756770,"(20.0, 25.0, 24.52173913043478)","(26.0, 38.0, 36.5)","(18.0, 26.0, 24.2)","(2.7, 3.5, 3.4103286384976523)","(3.7, 4.1, 4.030208333333333)","(31.0, 50.0, 48.0)","(10.0, 14.0, 12.875)","(7.5, 9.4, 9.16842105263158)","(18.0, 27.0, 26.166666666666668)","(26.0, 42.0, 35.142857142857146)","(11.0, 13.0, 12.921052631578947)"
11-01-2023 14:59:47.136572,"(20.0, 25.0, 24.4)","(26.0, 38.0, 35.77777777777778)","(18.0, 26.0, 24.142857142857142)","(2.7, 3.5, 3.4103286384976523)","(3.7, 4.1, 4.062962962962962)","(31.0, 50.0, 48.26086956521739)","(10.0, 14.0, 12.971428571428572)","(7.5, 9.4, 9.50909090909091)","(18.0, 27.0, 26.166666666666668)","(26.0, 42.0, 35.142857142857146)","(11.0, 13.0, 12.928571428571429)"
11-01-2023 14:59:48.506558,"(20.0, 25.0, 24.4)","(26.0, 38.0, 36.666666666666664)","(18.0, 26.0, 24.142857142857142)","(2.7, 3.5, 3.4103286384976523)","(3.7, 4.1, 4.062962962962962)","(31.0, 50.0, 48.26086956521739)","(10.0, 14.0, 12.971428571428572)","(7.5, 9.8, 9.466666666666667)","(17.0, 27.0, 26.166666666666668)","(26.0, 42.0, 35.142857142857146)","(11.0, 13.0, 12.928571428571429)"
11-01-2023 14:59:49.986394,"(20.0, 25.0, 24.4)","(26.0, 38.0, 36.666666666666664)","(18.0, 26.0, 24.142857142857142)","(2.7, 3.5, 3.41)","(3.7, 4.1, 4.018918918918919)","(31.0, 50.0, 48.26086956521739)","(10.0, 14.0, 12.971428571428572)","(7.5, 9.6, 9.422222222222222)","(17.0, 27.0, 26.166666666666668)","(26.0, 42.0, 35.142857142857146)","(11.0, 13.0, 12.829787234042554)"
11-01-2023 14:59:51.384805,"(20.0, 25.0, 24.4)","(26.0, 38.0, 36.666666666666664)","(18.0, 26.0, 24.142857142857142)","(2.7, 3.5, 3.41)","(3.7, 4.1, 4.01038961038961)","(31.0, 50.0, 48.26086956521739)","(10.0, 14.0, 13.178571428571429)","(7.5, 9.6, 9.422222222222222)","(17.0, 27.0, 26.166666666666668)","(26.0, 42.0, 35.142857142857146)","(11.0, 13.0, 12.829787234042554)"
11-01-2023 14:59:52.797719,"(20.0, 25.0, 24.4)","(26.0, 38.0, 36.666666666666664)","(18.0, 26.0, 24.142857142857142)","(2.7, 3.5, 3.41)","(3.7, 4.1, 4.01038961038961)","(31.0, 50.0, 48.26086956521739)","(10.0, 14.0, 13.178571428571429)","(7.5, 9.6, 9.422222222222222)","(17.0, 27.0, 26.166666666666668)","(26.0, 42.0, 35.142857142857146)","(11.0, 13.0, 12.829787234042554)"
11-01-2023 14:59:54.152008,"(20.0, 25.0, 24.4)","(26.0, 38.0, 37.27272727272727)","(18.0, 26.0, 24.142857142857142)","(2.7, 3.5, 3.421111111111111)","(3.7, 4.1, 4.033653846153846)","(31.0, 50.0, 48.26086956521739)","(10.0, 14.0, 13.178571428571429)","(7.5, 9.6, 9.422222222222222)","(17.0, 27.0, 29.5)","(26.0, 42.0, 35.142857142857146)","(11.0, 13.0, 12.829787234042554)"
11-01-2023 14:59:55.506120,"(20.0, 25.0, 24.20689655172414)","(26.0, 38.0, 37.27272727272727)","(18.0, 26.0, 24.2)","(2.7, 3.45, 3.4267857142857143)","(3.7, 4.1, 4.033653846153846)","(31.0, 50.0, 48.26086956521739)","(10.0, 14.0, 12.903846153846153)","(7.5, 9.6, 10.32)","(17.0, 32.0, 29.5)","(26.0, 42.0, 35.142857142857146)","(11.0, 13.0, 12.921052631578947)"
11-01-2023 14:59:56.924507,"(20.0, 25.0, 24.296296296296298)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.2)","(2.7, 3.45, 3.424137931034483)","(3.7, 4.1, 4.013095238095238)","(31.0, 50.0, 47.0)","(10.0, 14.0, 12.76086956521739)","(7.5, 12.0, 11.133333333333333)","(17.0, 32.0, 29.5)","(26.0, 42.0, 35.142857142857146)","(11.0, 13.0, 12.921052631578947)"
11-01-2023 14:59:58.267746,"(20.0, 23.0, 22.74)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.2)","(2.7, 3.45, 3.424137931034483)","(3.7, 4.1, 4.001428571428572)","(31.0, 50.0, 47.81818181818182)","(10.0, 14.0, 12.76086956521739)","(7.5, 12.0, 10.486666666666666)","(17.0, 32.0, 30.333333333333332)","(26.0, 42.0, 35.142857142857146)","(11.0, 13.0, 12.921052631578947)"
11-01-2023 14:59:59.597386,"(20.0, 22.0, 20.761904761904763)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.2)","(2.7, 3.45, 3.4267857142857143)","(3.7, 4.1, 4.029573170731707)","(31.0, 50.0, 45.45283018867924)","(10.0, 14.0, 12.903846153846153)","(7.5, 11.5, 10.338888888888889)","(17.0, 32.0, 31.666666666666668)","(26.0, 42.0, 35.142857142857146)","(11.0, 13.0, 12.921052631578947)"
11-01-2023 15:00:00.924441,"(20.0, 22.0, 20.555555555555557)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.2)","(2.7, 3.45, 3.4267857142857143)","(3.7, 4.1, 4.033620689655172)","(31.0, 55.0, 45.48076923076923)","(10.0, 14.0, 12.903846153846153)","(7.5, 11.5, 9.947826086956523)","(17.0, 34.0, 31.666666666666668)","(26.0, 42.0, 35.142857142857146)","(11.0, 13.0, 12.921052631578947)"
11-01-2023 15:00:02.336500,"(20.0, 22.0, 20.555555555555557)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.2)","(2.7, 3.45, 3.4267857142857143)","(3.7, 4.1, 4.033620689655172)","(31.0, 55.0, 45.48076923076923)","(10.0, 14.0, 12.903846153846153)","(7.5, 11.5, 10.031818181818181)","(17.0, 34.0, 29.25)","(26.0, 42.0, 35.333333333333336)","(11.0, 13.0, 13.163461538461538)"
11-01-2023 15:00:03.737392,"(20.0, 20.0, 19.863636363636363)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.2)","(2.7, 3.45, 3.4267857142857143)","(3.7, 4.1, 4.033620689655172)","(31.0, 55.0, 45.48076923076923)","(10.0, 14.0, 12.903846153846153)","(7.5, 11.5, 10.4)","(17.0, 36.0, 28.5)","(26.0, 42.0, 35.333333333333336)","(11.0, 13.5, 12.530303030303031)"
11-01-2023 15:00:05.088918,"(20.0, 21.0, 20.205882352941178)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.2)","(2.7, 3.45, 3.4267857142857143)","(3.7, 4.1, 4.033620689655172)","(31.0, 55.0, 45.48076923076923)","(10.0, 14.0, 12.903846153846153)","(7.5, 11.0, 9.649557522123894)","(17.0, 36.0, 29.333333333333332)","(26.0, 42.0, 35.333333333333336)","(11.0, 13.0, 12.538461538461538)"
11-01-2023 15:00:06.416106,"(20.0, 21.0, 20.205882352941178)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.2)","(2.7, 3.45, 3.4267857142857143)","(3.7, 4.1, 4.034104046242774)","(31.0, 50.0, 46.0)","(10.0, 14.0, 12.642857142857142)","(7.5, 11.0, 10.15)","(17.0, 34.0, 28.666666666666668)","(26.0, 42.0, 35.333333333333336)","(11.0, 13.0, 12.538461538461538)"
11-01-2023 15:00:07.697184,"(20.0, 21.0, 20.205882352941178)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.2)","(2.7, 3.45, 3.4267857142857143)","(3.7, 4.1, 4.023287671232876)","(31.0, 48.0, 45.45454545454545)","(10.0, 14.0, 12.642857142857142)","(7.5, 10.5, 10.054545454545455)","(17.0, 32.0, 28.11111111111111)","(26.0, 42.0, 35.333333333333336)","(11.0, 13.0, 12.538461538461538)"
11-01-2023 15:00:08.902871,"(20.0, 21.0, 20.205882352941178)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.2)","(2.7, 3.45, 3.4267857142857143)","(3.7, 4.1, 4.023287671232876)","(31.0, 48.0, 45.45454545454545)","(10.0, 14.0, 12.642857142857142)","(7.5, 10.5, 10.054545454545455)","(17.0, 32.0, 29.0)","(26.0, 42.0, 35.142857142857146)","(11.0, 13.0, 12.538461538461538)"
11-01-2023 15:00:10.157311,"(20.0, 21.0, 20.1)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.2)","(2.7, 3.45, 3.4257009345794396)","(3.7, 4.1, 4.023287671232876)","(31.0, 48.0, 45.45454545454545)","(10.0, 14.0, 12.944444444444445)","(7.5, 10.5, 10.083333333333334)","(17.0, 30.0, 29.0)","(26.0, 42.0, 35.142857142857146)","(11.0, 13.0, 12.538461538461538)"
11-01-2023 15:00:11.685245,"(20.0, 21.0, 19.875)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.2)","(2.7, 3.45, 3.412857142857143)","(3.7, 4.1, 4.023287671232876)","(31.0, 48.0, 45.45454545454545)","(10.0, 14.0, 12.944444444444445)","(7.5, 10.5, 10.08)","(17.0, 30.0, 29.0)","(26.0, 42.0, 35.142857142857146)","(11.0, 13.0, 12.538461538461538)"
11-01-2023 15:00:13.300349,"(20.0, 21.0, 19.875)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.2)","(2.7, 3.45, 3.3776315789473683)","(3.7, 4.1, 4.002597402597402)","(31.0, 48.0, 45.55555555555556)","(10.0, 14.0, 12.704545454545455)","(7.5, 10.5, 10.423404255319149)","(17.0, 30.0, 29.0)","(26.0, 42.0, 36.666666666666664)","(11.0, 13.0, 12.538461538461538)"
11-01-2023 15:00:14.814333,"(20.0, 21.0, 19.875)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.2)","(2.7, 3.4, 3.376923076923077)","(3.7, 4.1, 4.002597402597402)","(31.0, 48.0, 45.55555555555556)","(10.0, 14.0, 12.903846153846153)","(7.5, 10.5, 10.480851063829787)","(17.0, 32.0, 29.0)","(26.0, 42.0, 36.666666666666664)","(11.0, 13.0, 12.538461538461538)"
11-01-2023 15:00:16.214601,"(20.0, 21.0, 19.72222222222222)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.2)","(2.7, 3.4, 3.376923076923077)","(3.7, 4.1, 4.002597402597402)","(31.0, 48.0, 45.55555555555556)","(10.0, 14.0, 12.903846153846153)","(7.5, 10.5, 10.044247787610619)","(17.0, 32.0, 29.0)","(26.0, 42.0, 35.333333333333336)","(11.0, 13.0, 12.538461538461538)"
11-01-2023 15:00:17.645137,"(20.0, 20.0, 19.642857142857142)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.2)","(2.7, 3.4, 3.376923076923077)","(3.7, 4.1, 4.002597402597402)","(31.0, 48.0, 45.55555555555556)","(10.0, 14.0, 12.903846153846153)","(7.5, 11.0, 10.044247787610619)","(17.0, 32.0, 29.0)","(26.0, 42.0, 35.333333333333336)","(11.0, 13.0, 12.538461538461538)"
11-01-2023 15:00:19.016162,"(20.0, 20.0, 19.642857142857142)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.2)","(2.7, 3.4, 3.376923076923077)","(3.7, 4.1, 4.0275)","(31.0, 48.0, 45.55555555555556)","(10.0, 14.0, 12.903846153846153)","(7.5, 11.0, 10.043103448275861)","(17.0, 32.0, 29.0)","(26.0, 42.0, 35.333333333333336)","(11.0, 13.0, 12.538461538461538)"
11-01-2023 15:00:20.361968,"(20.0, 20.0, 19.615384615384617)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.2)","(2.7, 3.4, 3.376923076923077)","(3.7, 4.1, 4.0275)","(31.0, 48.0, 45.55555555555556)","(10.0, 14.0, 12.903846153846153)","(7.5, 11.0, 10.043103448275861)","(17.0, 32.0, 29.0)","(26.0, 42.0, 35.333333333333336)","(11.0, 13.0, 12.538461538461538)"
11-01-2023 15:00:21.699526,"(20.0, 20.0, 19.615384615384617)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.2)","(2.7, 3.4, 3.376923076923077)","(3.7, 4.1, 4.0275)","(31.0, 48.0, 45.55555555555556)","(10.0, 14.0, 13.342105263157894)","(7.5, 11.0, 10.043103448275861)","(17.0, 32.0, 29.0)","(26.0, 42.0, 35.333333333333336)","(11.0, 13.0, 12.577464788732394)"
11-01-2023 15:00:23.053215,"(20.0, 20.0, 19.705882352941178)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.4)","(2.7, 3.4, 3.379508196721311)","(3.7, 4.1, 4.0275)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.342105263157894)","(7.5, 11.0, 10.043103448275861)","(18.0, 32.0, 29.0)","(26.0, 42.0, 35.333333333333336)","(11.0, 13.0, 12.577464788732394)"
11-01-2023 15:00:24.381583,"(20.0, 20.0, 19.705882352941178)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.4)","(2.7, 3.4, 3.379508196721311)","(3.7, 4.1, 4.0275)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.342105263157894)","(7.5, 11.0, 10.043103448275861)","(18.0, 32.0, 29.0)","(26.0, 42.0, 35.333333333333336)","(11.0, 13.0, 12.508196721311476)"
11-01-2023 15:00:25.581822,"(20.0, 20.0, 19.705882352941178)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.4)","(2.7, 3.4, 3.379508196721311)","(3.7, 4.1, 4.022916666666666)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.323529411764707)","(7.5, 11.0, 10.095652173913043)","(18.0, 32.0, 29.0)","(26.0, 42.0, 35.333333333333336)","(11.0, 13.0, 12.433333333333334)"
11-01-2023 15:00:26.801025,"(20.0, 20.0, 19.705882352941178)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.4)","(2.7, 3.4, 3.379508196721311)","(3.7, 4.1, 4.038028169014084)","(31.0, 48.0, 44.7)","(10.0, 13.5, 13.285714285714286)","(7.5, 11.0, 10.1)","(18.0, 32.0, 29.6)","(26.0, 42.0, 36.285714285714285)","(11.0, 13.0, 12.46031746031746)"
11-01-2023 15:00:27.989239,"(20.0, 21.0, 19.96153846153846)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.666666666666668)","(2.7, 3.35, 3.3403225806451613)","(3.7, 4.1, 4.038028169014084)","(31.0, 48.0, 44.7)","(10.0, 13.5, 13.285714285714286)","(7.5, 11.0, 10.10377358490566)","(18.0, 32.0, 29.6)","(26.0, 42.0, 37.2)","(11.0, 13.0, 12.46031746031746)"
11-01-2023 15:00:29.290852,"(20.0, 21.0, 19.9)","(26.0, 38.0, 36.0)","(18.0, 26.0, 24.666666666666668)","(2.7, 3.35, 3.3401639344262297)","(3.7, 4.1, 4.036486486486487)","(31.0, 48.0, 44.7)","(10.0, 13.5, 13.233333333333333)","(7.5, 11.0, 10.10377358490566)","(18.0, 32.0, 29.6)","(26.0, 42.0, 37.2)","(11.0, 13.0, 12.46031746031746)"
11-01-2023 15:00:30.734765,"(20.0, 21.0, 20.703703703703702)","(26.0, 38.0, 36.0)","(18.0, 26.0, 26.4)","(2.7, 3.35, 3.3445783132530122)","(3.7, 4.1, 4.066187050359712)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.214285714285714)","(7.5, 9.8, 10.36111111111111)","(18.0, 32.0, 30.285714285714285)","(26.0, 42.0, 44.888888888888886)","(11.0, 13.0, 12.43939393939394)"
11-01-2023 15:00:32.104963,"(20.0, 20.0, 19.85185185185185)","(26.0, 38.0, 36.0)","(18.0, 27.0, 26.4)","(2.7, 3.35, 3.3544642857142857)","(3.7, 4.1, 4.066187050359712)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.214285714285714)","(7.5, 10.5, 10.36111111111111)","(18.0, 32.0, 30.285714285714285)","(26.0, 48.0, 43.33333333333333)","(11.0, 13.0, 12.43939393939394)"
11-01-2023 15:00:33.476996,"(20.0, 20.0, 19.741935483870968)","(26.0, 38.0, 36.0)","(18.0, 27.0, 26.4)","(2.7, 3.4, 3.3544642857142857)","(3.7, 4.1, 4.13020134228188)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.214285714285714)","(7.5, 10.5, 10.391304347826086)","(18.0, 32.0, 29.454545454545453)","(26.0, 46.0, 40.46153846153846)","(11.0, 13.0, 12.43939393939394)"
11-01-2023 15:00:34.843237,"(20.0, 21.0, 19.821428571428573)","(26.0, 38.0, 36.0)","(18.0, 27.0, 26.4)","(2.7, 3.4, 3.3544642857142857)","(3.7, 4.2, 4.13020134228188)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.214285714285714)","(7.5, 10.5, 10.391304347826086)","(18.0, 32.0, 29.454545454545453)","(26.0, 46.0, 40.46153846153846)","(11.0, 13.0, 12.43939393939394)"
11-01-2023 15:00:36.432378,"(20.0, 21.0, 19.942307692307693)","(26.0, 38.0, 36.0)","(18.0, 27.0, 26.4)","(2.7, 3.4, 3.3592)","(3.7, 4.2, 4.139130434782609)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.214285714285714)","(7.5, 10.5, 10.456140350877194)","(18.0, 32.0, 29.454545454545453)","(26.0, 46.0, 40.46153846153846)","(11.0, 13.0, 12.848360655737705)"
11-01-2023 15:00:37.864137,"(20.0, 20.0, 19.884615384615383)","(26.0, 38.0, 36.0)","(18.0, 27.0, 26.4)","(2.7, 3.4, 3.388095238095238)","(3.7, 4.2, 4.127835051546392)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.214285714285714)","(7.5, 10.5, 10.456140350877194)","(18.0, 32.0, 29.454545454545453)","(26.0, 46.0, 42.72727272727273)","(11.0, 13.0, 12.857142857142858)"
11-01-2023 15:00:39.267994,"(20.0, 20.0, 19.75)","(26.0, 38.0, 36.0)","(18.0, 27.0, 26.4)","(2.7, 3.35, 3.344047619047619)","(3.7, 4.2, 4.115348837209303)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.214285714285714)","(7.5, 10.5, 10.456140350877194)","(18.0, 32.0, 29.454545454545453)","(26.0, 46.0, 42.72727272727273)","(11.0, 13.0, 12.857142857142858)"
11-01-2023 15:00:40.911720,"(20.0, 20.0, 19.863636363636363)","(26.0, 38.0, 36.0)","(18.0, 27.0, 26.4)","(2.7, 3.35, 3.344047619047619)","(3.7, 4.2, 4.1169811320754715)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.214285714285714)","(7.5, 10.5, 10.456140350877194)","(18.0, 32.0, 29.454545454545453)","(26.0, 46.0, 42.72727272727273)","(11.0, 13.0, 12.857142857142858)"
11-01-2023 15:00:42.505102,"(20.0, 20.0, 19.833333333333332)","(26.0, 38.0, 35.42857142857143)","(18.0, 27.0, 26.4)","(2.7, 3.35, 3.358730158730159)","(3.7, 4.2, 4.112217194570136)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.214285714285714)","(7.5, 10.5, 10.456140350877194)","(18.0, 32.0, 29.454545454545453)","(26.0, 46.0, 42.72727272727273)","(11.0, 13.0, 12.857142857142858)"
11-01-2023 15:00:43.922173,"(20.0, 20.0, 19.833333333333332)","(26.0, 38.0, 35.42857142857143)","(18.0, 27.0, 26.4)","(2.7, 3.4, 3.362043795620438)","(3.6, 4.2, 4.112217194570136)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.214285714285714)","(7.5, 10.5, 10.456140350877194)","(18.0, 32.0, 29.454545454545453)","(26.0, 46.0, 42.72727272727273)","(11.0, 13.0, 12.857142857142858)"
11-01-2023 15:00:45.192590,"(18.0, 20.0, 19.833333333333332)","(26.0, 38.0, 35.42857142857143)","(18.0, 27.0, 26.4)","(2.8, 3.4, 3.362043795620438)","(3.6, 4.2, 4.112217194570136)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.214285714285714)","(7.5, 10.5, 10.456140350877194)","(18.0, 32.0, 29.454545454545453)","(26.0, 46.0, 42.72727272727273)","(11.0, 13.0, 12.857142857142858)"
11-01-2023 15:00:46.421545,"(18.0, 20.0, 19.833333333333332)","(26.0, 38.0, 35.42857142857143)","(18.0, 27.0, 26.4)","(2.8, 3.4, 3.376315789473684)","(3.6, 4.2, 4.108771929824561)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.214285714285714)","(7.5, 10.5, 10.456140350877194)","(18.0, 32.0, 29.454545454545453)","(26.0, 46.0, 42.25)","(11.0, 13.0, 12.857142857142858)"
11-01-2023 15:00:47.711586,"(18.0, 20.0, 19.833333333333332)","(26.0, 38.0, 35.42857142857143)","(18.0, 27.0, 26.4)","(2.8, 3.4, 3.3727272727272726)","(3.6, 4.2, 4.106896551724138)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.214285714285714)","(7.5, 10.5, 10.456140350877194)","(18.0, 32.0, 29.454545454545453)","(26.0, 46.0, 43.27272727272727)","(11.0, 13.0, 12.857142857142858)"
11-01-2023 15:00:49.043115,"(18.0, 20.0, 18.90625)","(26.0, 38.0, 35.42857142857143)","(18.0, 27.0, 26.4)","(2.8, 3.4, 3.376315789473684)","(3.6, 4.2, 4.098412698412698)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.214285714285714)","(7.5, 10.5, 10.459016393442623)","(18.0, 32.0, 29.454545454545453)","(26.0, 46.0, 41.0)","(11.0, 13.0, 12.857142857142858)"
11-01-2023 15:00:50.365617,"(18.0, 20.0, 18.923076923076923)","(26.0, 38.0, 35.42857142857143)","(18.0, 27.0, 26.4)","(2.8, 3.4, 3.3923664122137405)","(3.6, 4.2, 4.108771929824561)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.214285714285714)","(7.5, 10.5, 10.456140350877194)","(18.0, 32.0, 29.454545454545453)","(26.0, 46.0, 41.0)","(11.0, 13.0, 12.857142857142858)"
11-01-2023 15:00:51.640417,"(18.0, 20.0, 19.043478260869566)","(26.0, 38.0, 35.42857142857143)","(18.0, 27.0, 26.4)","(2.8, 3.4, 3.4189655172413795)","(3.6, 4.2, 4.108771929824561)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.214285714285714)","(7.5, 10.5, 10.456140350877194)","(18.0, 32.0, 29.454545454545453)","(26.0, 46.0, 41.0)","(11.0, 13.0, 12.933673469387756)"
11-01-2023 15:00:52.889618,"(18.0, 20.0, 18.96)","(26.0, 38.0, 35.42857142857143)","(18.0, 27.0, 26.4)","(2.8, 3.45, 3.396511627906977)","(3.6, 4.2, 4.0992)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.125)","(7.5, 10.5, 10.456140350877194)","(18.0, 32.0, 30.25)","(26.0, 46.0, 42.4)","(11.0, 13.0, 12.933673469387756)"
11-01-2023 15:00:54.169589,"(18.0, 20.0, 18.96)","(26.0, 38.0, 35.42857142857143)","(18.0, 27.0, 26.4)","(2.8, 3.45, 3.396511627906977)","(3.6, 4.2, 4.064705882352941)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.125)","(7.5, 10.5, 10.456140350877194)","(18.0, 32.0, 30.6)","(26.0, 46.0, 42.4)","(11.0, 13.0, 12.927777777777777)"
11-01-2023 15:00:55.773868,"(18.0, 21.0, 20.565217391304348)","(26.0, 38.0, 35.42857142857143)","(18.0, 27.0, 26.4)","(2.8, 3.45, 3.396511627906977)","(3.6, 4.1, 4.064705882352941)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.125)","(7.5, 10.5, 10.456140350877194)","(18.0, 32.0, 30.6)","(26.0, 46.0, 37.25)","(11.0, 13.0, 12.927777777777777)"
11-01-2023 15:00:57.468000,"(18.0, 21.0, 19.666666666666668)","(26.0, 38.0, 35.42857142857143)","(18.0, 27.0, 26.4)","(2.8, 3.45, 3.396511627906977)","(3.6, 4.1, 4.04074074074074)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.214285714285714)","(7.5, 10.5, 10.456140350877194)","(18.0, 32.0, 30.6)","(26.0, 46.0, 37.25)","(11.0, 13.0, 12.927777777777777)"
11-01-2023 15:00:59.030129,"(18.0, 21.0, 19.666666666666668)","(26.0, 38.0, 36.0)","(18.0, 27.0, 26.4)","(2.8, 3.45, 3.396511627906977)","(3.7, 4.1, 4.040243902439024)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.214285714285714)","(7.5, 10.5, 10.456140350877194)","(18.0, 32.0, 31.058823529411764)","(26.0, 46.0, 38.5)","(11.0, 13.0, 12.927777777777777)"
11-01-2023 15:01:00.842703,"(18.0, 21.0, 19.666666666666668)","(26.0, 38.0, 36.0)","(18.0, 27.0, 26.4)","(2.8, 3.45, 3.396511627906977)","(3.7, 4.1, 4.040243902439024)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.5, 13.214285714285714)","(7.5, 10.5, 10.456140350877194)","(18.0, 32.0, 30.88888888888889)","(26.0, 46.0, 40.0)","(11.0, 13.0, 12.927777777777777)"
