,Pierre Bale,Zipping Bronte,War Time Novelty,Acclaimed,Stella Girl,Blazing Arnie,Audenzia,Pandorica
10-01-2023 15:44:58.524160,"(2.4, 2.6, 2.4459999999999997)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.8, 7.228571428571429)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 48.0)","(11.0, 32.0, 24.857142857142858)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:44:59.819195,"(2.4, 2.6, 2.4459999999999997)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.8, 7.228571428571429)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 48.0)","(11.0, 32.0, 24.857142857142858)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:00.967102,"(2.4, 2.6, 2.4459999999999997)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.8, 6.38)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 48.0)","(11.0, 32.0, 24.1875)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:02.534511,"(2.4, 2.6, 2.4459999999999997)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 6.7555555555555555)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 48.0)","(11.0, 32.0, 24.1875)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:04.117990,"(2.4, 2.6, 2.4459999999999997)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 6.7555555555555555)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 48.0)","(11.0, 32.0, 24.1875)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:05.606725,"(2.4, 2.6, 2.4459999999999997)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 6.7555555555555555)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 48.0)","(11.0, 32.0, 21.23076923076923)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:06.937049,"(2.4, 2.6, 2.4459999999999997)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 6.7555555555555555)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 48.0)","(11.0, 32.0, 21.166666666666668)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:07.996954,"(2.4, 2.6, 2.4459999999999997)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 6.7555555555555555)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 48.0)","(11.0, 32.0, 21.166666666666668)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:09.340155,"(2.4, 2.6, 2.4459999999999997)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 6.7555555555555555)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 48.0)","(11.0, 32.0, 21.166666666666668)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:10.611968,"(2.4, 2.6, 2.4459999999999997)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 6.7555555555555555)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 48.0)","(11.0, 32.0, 23.875)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:11.765241,"(2.4, 2.6, 2.4459999999999997)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 6.7555555555555555)","(11.0, 23.0, 21.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 47.2)","(11.0, 32.0, 23.875)","(26.0, 260.0, 124.08333333333334)"
10-01-2023 15:45:12.840172,"(2.4, 2.6, 2.551875)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.2, 6.9)","(11.0, 23.0, 21.333333333333336)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 47.2)","(11.0, 32.0, 23.875)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:13.958991,"(2.4, 2.6, 2.5517241379310347)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.0, 6.9)","(11.0, 23.0, 21.333333333333336)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 47.2)","(11.0, 32.0, 23.875)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:15.120568,"(2.4, 2.6, 2.556551724137931)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.0, 6.9)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 47.2)","(11.0, 32.0, 23.875)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:16.250029,"(2.4, 2.6, 2.556551724137931)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.0, 6.9)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 47.2)","(11.0, 32.0, 23.875)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:17.382775,"(2.4, 2.6, 2.495)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.0, 7.506666666666667)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 47.2)","(11.0, 32.0, 23.875)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:18.511682,"(2.4, 2.6, 2.495)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.6, 7.32)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 47.2)","(11.0, 32.0, 23.875)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:19.657283,"(2.4, 2.6, 2.495)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.8, 8.022222222222222)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 47.2)","(11.0, 32.0, 23.875)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:20.969644,"(2.4, 2.6, 2.495)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.8, 7.4)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 47.2)","(11.0, 32.0, 23.875)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:22.017527,"(2.4, 2.6, 2.495)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.8, 7.4)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 47.2)","(11.0, 32.0, 23.875)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:23.229671,"(2.4, 2.6, 2.495)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.8, 7.4)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 47.2)","(11.0, 32.0, 23.875)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:24.428202,"(2.4, 2.6, 2.495)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.8, 7.4)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 47.2)","(11.0, 32.0, 22.0)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:25.537758,"(2.4, 2.6, 2.495)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.8, 7.4)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 48.0)","(11.0, 32.0, 22.0)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:26.747353,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.8, 7.844444444444445)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 47.2)","(11.0, 32.0, 17.384615384615383)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:27.996068,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 7.358333333333334)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 47.2)","(11.0, 32.0, 20.125)","(26.0, 260.0, 124.08333333333334)"
10-01-2023 15:45:29.228467,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 7.358333333333334)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 47.2)","(11.0, 32.0, 20.125)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:30.374887,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 7.358333333333334)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 47.2)","(11.0, 32.0, 20.125)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:31.413513,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 7.358333333333334)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 47.2)","(11.0, 32.0, 20.125)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:32.522288,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 7.358333333333334)","(11.0, 23.0, 18.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 47.2)","(11.0, 32.0, 20.125)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:33.600319,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 7.358333333333334)","(11.0, 23.0, 14.8)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 47.2)","(11.0, 32.0, 20.125)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:34.785278,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 7.358333333333334)","(11.0, 22.0, 14.8)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 48.93333333333334)","(11.0, 32.0, 18.153846153846153)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:35.905920,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 7.358333333333334)","(11.0, 22.0, 14.8)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 48.93333333333334)","(11.0, 32.0, 18.153846153846153)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:37.021759,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 7.358333333333334)","(11.0, 22.0, 14.8)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 48.93333333333334)","(11.0, 32.0, 18.153846153846153)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:38.130696,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 7.358333333333334)","(11.0, 22.0, 14.8)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 48.93333333333334)","(11.0, 32.0, 18.153846153846153)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:39.311242,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 7.358333333333334)","(11.0, 22.0, 14.8)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 48.93333333333334)","(11.0, 32.0, 18.153846153846153)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:40.450584,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 7.358333333333334)","(11.0, 22.0, 14.8)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 48.93333333333334)","(11.0, 32.0, 18.153846153846153)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:41.500525,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 7.358333333333334)","(11.0, 22.0, 14.8)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 48.93333333333334)","(11.0, 32.0, 18.153846153846153)","(26.0, 260.0, 116.61538461538461)"
10-01-2023 15:45:42.785107,"(2.4, 2.6, 2.474)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 7.358333333333334)","(11.0, 22.0, 14.8)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 46.15384615384615)","(11.0, 32.0, 21.375)","(26.0, 260.0, 53.77777777777778)"
10-01-2023 15:45:43.878430,"(2.4, 2.6, 2.555)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 7.358333333333334)","(11.0, 22.0, 14.8)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 46.15384615384615)","(11.0, 32.0, 21.375)","(26.0, 260.0, 53.77777777777778)"
10-01-2023 15:45:44.952393,"(2.4, 2.6, 2.555)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.4, 7.358333333333334)","(11.0, 22.0, 16.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 27.0, 25.285714285714285)","(26.0, 260.0, 57.0)"
10-01-2023 15:45:46.010297,"(2.4, 2.6, 2.555)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.2, 6.8)","(11.0, 22.0, 16.0)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 27.0, 25.083333333333336)","(26.0, 260.0, 57.0)"
10-01-2023 15:45:47.188258,"(2.4, 2.6, 2.555)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.0, 6.375)","(11.0, 22.0, 15.666666666666666)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 27.0, 25.42857142857143)","(26.0, 260.0, 57.0)"
10-01-2023 15:45:48.333467,"(2.4, 2.6, 2.555)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.0, 6.375)","(11.0, 21.0, 15.666666666666666)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 27.0, 25.42857142857143)","(26.0, 260.0, 57.0)"
10-01-2023 15:45:49.424902,"(2.4, 2.6, 2.555)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.0, 6.375)","(11.0, 20.0, 16.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 27.0, 25.42857142857143)","(26.0, 260.0, 139.0)"
10-01-2023 15:45:50.395841,"(2.4, 2.6, 2.555)","(2.45, 3.45, 3.212857142857143)","(6.5, 9.0, 6.375)","(11.0, 20.0, 16.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 27.0, 25.42857142857143)","(26.0, 250.0, 139.0)"
10-01-2023 15:45:51.498536,"(2.4, 2.6, 2.555)","(2.45, 3.45, 3.18)","(6.5, 9.0, 6.375)","(11.0, 20.0, 16.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 27.0, 25.42857142857143)","(26.0, 250.0, 139.0)"
10-01-2023 15:45:52.681554,"(2.4, 2.6, 2.555)","(2.45, 3.45, 3.1340000000000003)","(6.5, 9.0, 6.375)","(11.0, 20.0, 16.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 27.0, 21.75)","(26.0, 250.0, 139.0)"
10-01-2023 15:45:53.792209,"(2.4, 2.6, 2.474)","(2.45, 3.45, 3.1340000000000003)","(6.5, 9.0, 6.375)","(11.0, 20.0, 16.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 27.0, 21.75)","(26.0, 250.0, 139.0)"
10-01-2023 15:45:54.784652,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 2.896666666666667)","(6.5, 8.8, 6.7)","(11.0, 20.0, 16.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 27.0, 21.75)","(26.0, 250.0, 139.0)"
10-01-2023 15:45:55.803686,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 2.896666666666667)","(6.5, 8.8, 6.7)","(11.0, 22.0, 17.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 27.0, 21.75)","(26.0, 250.0, 139.0)"
10-01-2023 15:45:56.891577,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 2.896666666666667)","(6.5, 8.8, 6.7)","(11.0, 22.0, 17.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 27.0, 21.75)","(26.0, 250.0, 139.0)"
10-01-2023 15:45:57.934970,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 2.896666666666667)","(6.5, 8.8, 6.7)","(11.0, 22.0, 17.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 27.0, 25.57142857142857)","(26.0, 250.0, 139.0)"
10-01-2023 15:45:58.952609,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 2.896666666666667)","(6.5, 8.8, 6.7)","(11.0, 22.0, 17.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 27.0, 25.57142857142857)","(26.0, 250.0, 139.0)"
10-01-2023 15:46:00.023528,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 3.212857142857143)","(6.5, 8.8, 6.7)","(11.0, 22.0, 17.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 27.0, 22.25)","(26.0, 250.0, 139.0)"
10-01-2023 15:46:01.179719,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 3.045)","(6.5, 8.8, 6.7)","(11.0, 22.0, 17.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 27.0, 22.25)","(26.0, 250.0, 139.0)"
10-01-2023 15:46:02.467022,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 3.045)","(6.5, 8.8, 6.65)","(11.0, 22.0, 17.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 46.15384615384615)","(11.0, 27.0, 19.11111111111111)","(26.0, 250.0, 139.0)"
10-01-2023 15:46:03.762396,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 3.045)","(6.5, 8.6, 6.65)","(11.0, 22.0, 17.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 32.0, 19.11111111111111)","(26.0, 250.0, 140.0)"
10-01-2023 15:46:04.846593,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 3.045)","(6.5, 8.6, 6.65)","(11.0, 22.0, 17.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 32.0, 19.11111111111111)","(26.0, 250.0, 140.0)"
10-01-2023 15:46:05.920841,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 3.045)","(6.5, 8.6, 6.65)","(11.0, 22.0, 17.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 32.0, 23.75)","(26.0, 250.0, 140.0)"
10-01-2023 15:46:07.110853,"(2.4, 2.6, 2.444444444444444)","(2.45, 3.45, 3.212857142857143)","(6.5, 8.6, 6.65)","(11.0, 22.0, 17.90909090909091)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 30.0, 19.583333333333332)","(26.0, 250.0, 55.55555555555556)"
10-01-2023 15:46:08.206427,"(2.4, 2.6, 2.56)","(2.45, 3.45, 3.2840000000000003)","(6.5, 8.6, 6.65)","(11.0, 22.0, 18.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 30.0, 19.142857142857142)","(26.0, 260.0, 55.55555555555556)"
10-01-2023 15:46:09.267718,"(2.4, 2.6, 2.564)","(2.45, 3.45, 3.2840000000000003)","(6.5, 8.6, 6.65)","(11.0, 21.0, 17.833333333333336)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 29.0, 18.65)","(26.0, 260.0, 55.55555555555556)"
10-01-2023 15:46:10.444024,"(2.4, 2.6, 2.4755555555555557)","(2.45, 3.45, 2.91)","(6.5, 8.6, 6.566666666666666)","(11.0, 20.0, 15.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 29.0, 18.9375)","(26.0, 260.0, 55.55555555555556)"
10-01-2023 15:46:11.553048,"(2.4, 2.6, 2.5300000000000002)","(2.45, 3.45, 2.91)","(6.5, 9.4, 6.428571428571429)","(11.0, 20.0, 15.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 29.0, 18.9375)","(26.0, 260.0, 55.55555555555556)"
10-01-2023 15:46:12.702850,"(2.4, 2.6, 2.4755555555555557)","(2.45, 3.45, 2.91)","(6.5, 9.0, 6.866666666666666)","(11.0, 20.0, 15.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 29.0, 18.9375)","(26.0, 260.0, 55.55555555555556)"
10-01-2023 15:46:13.833335,"(2.4, 2.6, 2.4755555555555557)","(2.45, 3.45, 3.2700000000000005)","(6.5, 8.6, 6.866666666666666)","(11.0, 20.0, 15.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 29.0, 24.0)","(26.0, 260.0, 55.55555555555556)"
10-01-2023 15:46:14.861612,"(2.4, 2.6, 2.4755555555555557)","(2.45, 3.45, 3.3547058823529414)","(6.5, 9.0, 6.75)","(11.0, 20.0, 15.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 28.0, 23.384615384615387)","(26.0, 260.0, 55.55555555555556)"
10-01-2023 15:46:15.972993,"(2.4, 2.6, 2.4755555555555557)","(2.45, 3.45, 3.1340000000000003)","(6.5, 9.0, 6.75)","(11.0, 20.0, 15.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 28.0, 24.4375)","(26.0, 260.0, 55.55555555555556)"
10-01-2023 15:46:17.100525,"(2.4, 2.6, 2.4755555555555557)","(2.45, 3.45, 2.95)","(6.5, 9.0, 6.75)","(11.0, 20.0, 15.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 28.0, 26.136363636363637)","(26.0, 260.0, 55.55555555555556)"
10-01-2023 15:46:18.252086,"(2.4, 2.6, 2.4755555555555557)","(2.45, 3.45, 2.95)","(6.5, 9.0, 6.375)","(11.0, 20.0, 15.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 29.0, 25.576923076923077)","(26.0, 260.0, 55.55555555555556)"
10-01-2023 15:46:19.472423,"(2.4, 2.6, 2.4755555555555557)","(2.45, 3.45, 2.95)","(6.5, 9.0, 6.433333333333334)","(11.0, 20.0, 15.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 30.0, 25.416666666666664)","(26.0, 260.0, 55.55555555555556)"
10-01-2023 15:46:20.627511,"(2.4, 2.6, 2.4755555555555557)","(2.45, 3.45, 2.95)","(6.5, 8.6, 6.433333333333334)","(11.0, 20.0, 15.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 30.0, 21.25)","(26.0, 260.0, 55.55555555555556)"
10-01-2023 15:46:21.764325,"(2.4, 2.6, 2.4755555555555557)","(2.45, 3.45, 3.2357142857142858)","(6.5, 8.4, 6.7)","(11.0, 20.0, 15.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 30.0, 21.25)","(26.0, 260.0, 55.55555555555556)"
10-01-2023 15:46:22.994203,"(2.4, 2.6, 2.4755555555555557)","(2.45, 3.45, 3.2357142857142858)","(6.5, 8.8, 6.7)","(11.0, 20.0, 15.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 30.0, 21.25)","(26.0, 260.0, 55.55555555555556)"
10-01-2023 15:46:24.248964,"(2.4, 2.6, 2.4755555555555557)","(2.45, 3.45, 3.2357142857142858)","(6.5, 8.8, 6.7)","(11.0, 20.0, 15.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 30.0, 21.25)","(26.0, 260.0, 55.55555555555556)"
10-01-2023 15:46:25.445860,"(2.4, 2.6, 2.4755555555555557)","(2.45, 3.45, 3.2357142857142858)","(6.5, 8.8, 6.7)","(11.0, 20.0, 15.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.714285714285715)","(11.0, 30.0, 21.25)","(26.0, 260.0, 55.55555555555556)"
10-01-2023 15:46:26.500348,"(2.4, 2.6, 2.4755555555555557)","(2.45, 3.45, 3.2357142857142858)","(6.5, 8.8, 6.7)","(11.0, 20.0, 15.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.0)","(11.0, 30.0, 21.25)","(26.0, 260.0, 55.55555555555556)"
10-01-2023 15:46:27.673779,"(2.4, 2.6, 2.502)","(2.45, 3.45, 3.3136363636363635)","(6.5, 8.8, 6.36)","(11.0, 20.0, 15.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.0)","(11.0, 30.0, 21.25)","(26.0, 260.0, 55.55555555555556)"
10-01-2023 15:46:28.905019,"(2.4, 2.6, 2.5246153846153847)","(2.45, 3.45, 3.3000000000000003)","(6.5, 9.6, 6.65)","(11.0, 20.0, 15.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.0)","(11.0, 30.0, 21.25)","(26.0, 260.0, 138.39999999999998)"
10-01-2023 15:46:30.074259,"(2.4, 2.6, 2.5246153846153847)","(2.45, 3.45, 2.9633333333333334)","(6.5, 8.6, 6.65)","(11.0, 20.0, 15.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.333333333333336)","(11.0, 30.0, 21.25)","(26.0, 260.0, 119.69230769230771)"
10-01-2023 15:46:31.215930,"(2.4, 2.6, 2.5246153846153847)","(2.45, 3.45, 2.9633333333333334)","(6.5, 8.6, 6.65)","(11.0, 20.0, 15.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.0)","(11.0, 30.0, 21.25)","(26.0, 260.0, 119.69230769230771)"
10-01-2023 15:46:32.369695,"(2.4, 2.6, 2.5246153846153847)","(2.45, 3.45, 2.9633333333333334)","(6.5, 8.6, 6.65)","(11.0, 20.0, 15.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.0)","(11.0, 30.0, 26.666666666666664)","(26.0, 260.0, 119.69230769230771)"
10-01-2023 15:46:33.613751,"(2.4, 2.6, 2.5246153846153847)","(2.45, 3.45, 2.9633333333333334)","(6.5, 8.6, 6.65)","(11.0, 20.0, 15.5)","(18.0, 70.0, 26.444444444444443)","(20.0, 120.0, 45.0)","(11.0, 30.0, 26.666666666666664)","(26.0, 260.0, 119.69230769230771)"
