,Abdominis,Reservior Frank,Fur Real Zeal,Solar Tigress,Juice,Jonos Eagle,Speedy Cashew
09-01-2023 17:02:42.733755,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 67.84615384615384)","(9.0, 20.0, 15.923076923076923)","(11.0, 24.0, 19.384615384615387)","(4.8, 8.4, 5.733333333333333)","(7.0, 15.5, 12.457142857142857)","(21.0, 250.0, 122.57142857142857)"
09-01-2023 17:02:43.767598,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 67.84615384615384)","(9.0, 20.0, 15.923076923076923)","(11.0, 24.0, 19.384615384615387)","(4.8, 8.4, 5.733333333333333)","(7.0, 15.5, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:02:44.725765,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 79.5)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:02:45.708584,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 79.5)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:02:46.693596,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 79.5)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:02:47.729480,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 79.5)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:02:48.758685,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 79.5)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:02:49.827305,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 79.5)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:02:50.960024,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 79.5)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:02:52.028166,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 79.5)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:02:53.113436,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:02:54.197086,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:02:55.268661,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:02:56.292553,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:02:57.338306,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.942857142857143)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:02:58.355935,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.942857142857143)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:02:59.296573,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.942857142857143)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:00.321387,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.942857142857143)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:01.358662,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.56)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:02.397433,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.56)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:03.407226,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.56)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:04.441349,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.56)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:05.483171,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.56)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:06.723310,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.56)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:07.859903,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.56)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:08.992669,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.56)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:10.237688,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.56)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:11.371994,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.56)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:12.627123,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.56)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:13.793385,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.56)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:14.928811,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.56)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:16.051322,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.56)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:17.137206,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.56)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:18.253045,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.56)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:19.300216,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.56)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:20.339073,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.56)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:21.329991,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.56)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:22.308896,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 15.0)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:23.349611,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 15.0)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:24.356999,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 15.0)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:25.399768,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 15.0)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:26.497991,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 15.0)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:27.545703,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 15.0)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:28.546011,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 15.0)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:29.578826,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 15.0)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:30.739770,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 15.0)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:31.844623,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 15.0)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:32.868958,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 15.0)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:33.858347,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 15.0)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:34.962645,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 15.0)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:36.032511,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 15.0)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:37.164818,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 15.0)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:38.268903,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 15.0)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:39.357729,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 15.0)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:40.396571,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 15.0)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:41.508999,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 15.0)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:42.510449,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 15.0)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:43.554509,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 15.0)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:44.518303,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 15.0)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:45.542691,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:46.539803,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:47.596719,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:48.607428,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:49.590337,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:50.542414,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:51.507328,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:52.482260,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:53.464527,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:54.449271,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:55.412310,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:56.425144,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:57.504113,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:58.532422,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:03:59.578841,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:04:00.611273,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:04:01.598460,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.6000000000000005)","(7.0, 16.0, 14.48)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:04:02.653614,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 6.246153846153846)","(7.0, 16.0, 11.466666666666667)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:04:03.681907,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 6.246153846153846)","(7.0, 13.0, 11.466666666666667)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:04:04.709674,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.46666666666667)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.733333333333333)","(7.0, 13.0, 13.280000000000001)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:04:05.688541,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.97142857142857)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.377777777777778)","(7.0, 14.5, 13.280000000000001)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:04:06.706469,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.97142857142857)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.377777777777778)","(7.0, 14.5, 13.657142857142857)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:04:07.727143,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.97142857142857)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.377777777777778)","(7.0, 14.5, 13.657142857142857)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:04:08.749931,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.97142857142857)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.377777777777778)","(7.0, 14.5, 13.657142857142857)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:04:09.767479,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.97142857142857)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.377777777777778)","(7.0, 14.5, 13.36)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:04:10.748439,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.97142857142857)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.377777777777778)","(7.0, 14.5, 13.36)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:04:11.722763,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.97142857142857)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.377777777777778)","(7.0, 14.5, 13.36)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:04:12.671353,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.97142857142857)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.377777777777778)","(7.0, 14.5, 13.36)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:04:13.625208,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.97142857142857)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.377777777777778)","(7.0, 14.5, 13.36)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:04:14.567258,"(1.5, 1.59, 1.588881118881119)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.97142857142857)","(11.0, 24.0, 17.333333333333332)","(4.8, 8.4, 5.377777777777778)","(7.0, 14.5, 13.36)","(21.0, 250.0, 90.71428571428572)"
