,Diamond Chipper,Ohoka Torey,Goldstar Linda,Aramoana,Money Bags,Maisey,Culvie Bun,Homebush Honey
08-12-2022 12:56:40.444622,"(4.6, 8.0, 6.3)","(12.0, 28.0, 17.77777777777778)","(2.45, 3.7, 2.7866666666666666)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 26.0, 22.125)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:56:41.707697,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 3.6, 2.3866666666666667)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 26.0, 22.125)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:56:43.010159,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 26.0, 22.125)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:56:44.335619,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 26.0, 22.125)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:56:45.616747,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 26.0, 22.125)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:56:46.885373,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 26.0, 22.125)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:56:48.169807,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 26.0, 22.125)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:56:49.320894,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 26.0, 22.125)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:56:50.563837,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 26.0, 22.125)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:56:51.759285,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 26.0, 22.125)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:56:52.982302,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 26.0, 22.125)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:56:54.282222,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 26.0, 22.125)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:56:55.478617,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 26.0, 22.125)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:56:56.554233,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 26.0, 22.125)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:56:57.665794,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 26.0, 22.125)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:56:58.787678,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 26.0, 22.125)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:56:59.915265,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 26.0, 24.2)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:01.138108,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 26.0, 24.2)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:02.432639,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 26.0, 24.2)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:03.553165,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 26.0, 25.08888888888889)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:04.792991,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 27.0, 25.08888888888889)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:05.875642,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 27.0, 25.08888888888889)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:06.899294,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 27.0, 25.08888888888889)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:07.969681,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 27.0, 25.08888888888889)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:09.000806,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 27.0, 25.08888888888889)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:10.122922,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 27.0, 25.08888888888889)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:11.205690,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 27.0, 25.08888888888889)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:12.330503,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 27.0, 25.08888888888889)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:13.437138,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 27.0, 25.08888888888889)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:14.517963,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 27.0, 25.08888888888889)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:15.608013,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 27.0, 25.08888888888889)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:16.712415,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 27.0, 25.08888888888889)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:17.869938,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 27.0, 25.08888888888889)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:19.183224,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 27.0, 25.08888888888889)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:20.400525,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 27.0, 25.08888888888889)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:21.659499,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 27.0, 25.08888888888889)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:23.119386,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 27.0, 25.08888888888889)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:24.442437,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 27.0, 25.08888888888889)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:25.799884,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 27.0, 25.08888888888889)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:27.054349,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 27.0, 25.08888888888889)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:28.247967,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 27.0, 25.08888888888889)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:29.433091,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 7.5)","(12.0, 27.0, 25.08888888888889)","(14.0, 30.0, 25.5)","(10.0, 20.0, 18.9)"
08-12-2022 12:57:30.746332,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 13.5, 5.857142857142858)","(12.0, 27.0, 24.955555555555556)","(14.0, 30.0, 27.5625)","(10.0, 20.0, 18.983333333333334)"
08-12-2022 12:57:31.906285,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 14.0, 5.857142857142858)","(12.0, 27.0, 24.955555555555556)","(14.0, 30.0, 27.5625)","(10.0, 20.0, 18.983333333333334)"
08-12-2022 12:57:33.117489,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 20.35)","(4.6, 14.0, 5.857142857142858)","(12.0, 27.0, 24.955555555555556)","(14.0, 30.0, 27.5625)","(10.0, 20.0, 18.983333333333334)"
08-12-2022 12:57:34.296544,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 15.799999999999999)","(4.6, 14.0, 5.857142857142858)","(12.0, 27.0, 25.166666666666664)","(14.0, 30.0, 25.5)","(10.0, 20.0, 19.0)"
08-12-2022 12:57:35.440232,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 15.799999999999999)","(4.6, 14.0, 5.857142857142858)","(12.0, 27.0, 25.166666666666664)","(14.0, 30.0, 25.5)","(10.0, 20.0, 19.0)"
08-12-2022 12:57:36.594002,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 15.799999999999999)","(4.6, 14.0, 5.857142857142858)","(12.0, 27.0, 25.166666666666664)","(14.0, 30.0, 25.5)","(10.0, 20.0, 19.0)"
08-12-2022 12:57:37.713317,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 15.799999999999999)","(4.6, 14.0, 5.375)","(12.0, 27.0, 25.166666666666664)","(14.0, 30.0, 25.5)","(10.0, 20.0, 19.0)"
08-12-2022 12:57:38.965927,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 15.799999999999999)","(4.6, 15.0, 5.375)","(12.0, 27.0, 25.166666666666664)","(14.0, 30.0, 27.0)","(10.0, 20.0, 19.0)"
08-12-2022 12:57:40.552723,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 15.799999999999999)","(4.6, 15.0, 5.375)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 20.0, 19.0)"
08-12-2022 12:57:41.879506,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 15.799999999999999)","(4.6, 15.0, 5.375)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 20.0, 19.909090909090907)"
08-12-2022 12:57:43.506549,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 15.799999999999999)","(4.6, 15.0, 5.375)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 19.909090909090907)"
08-12-2022 12:57:45.004464,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.45, 2.6, 2.375)","(7.0, 25.0, 15.799999999999999)","(4.6, 15.0, 5.375)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 19.909090909090907)"
08-12-2022 12:57:46.431231,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.4, 2.6, 2.375)","(7.0, 25.0, 15.799999999999999)","(4.8, 15.0, 5.375)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 19.909090909090907)"
08-12-2022 12:57:47.930308,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.4, 2.6, 2.375)","(7.0, 25.0, 15.799999999999999)","(4.8, 15.0, 5.375)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 19.909090909090907)"
08-12-2022 12:57:49.370530,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.4, 2.6, 2.375)","(7.0, 25.0, 15.799999999999999)","(4.8, 15.0, 5.375)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 19.909090909090907)"
08-12-2022 12:57:50.682090,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.4, 2.6, 2.375)","(7.0, 25.0, 15.799999999999999)","(4.8, 15.0, 5.375)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 19.909090909090907)"
08-12-2022 12:57:51.956257,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.4, 2.6, 2.375)","(7.0, 25.0, 15.799999999999999)","(4.8, 15.0, 5.375)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 19.909090909090907)"
08-12-2022 12:57:53.312150,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.4, 2.6, 2.375)","(7.0, 25.0, 15.799999999999999)","(4.8, 15.0, 5.375)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 19.909090909090907)"
08-12-2022 12:57:54.691145,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.4, 2.6, 2.375)","(7.0, 25.0, 15.799999999999999)","(4.8, 15.0, 5.375)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 19.909090909090907)"
08-12-2022 12:57:56.068016,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.4, 2.6, 2.375)","(7.0, 25.0, 15.799999999999999)","(4.8, 15.0, 5.375)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 19.909090909090907)"
08-12-2022 12:57:57.426103,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.4, 2.6, 2.375)","(7.0, 25.0, 15.799999999999999)","(4.8, 15.0, 5.375)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 19.909090909090907)"
08-12-2022 12:57:58.780518,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.4, 2.6, 2.375)","(7.0, 25.0, 18.933333333333334)","(4.8, 15.0, 5.375)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 19.909090909090907)"
08-12-2022 12:58:00.182889,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.4, 2.6, 2.375)","(7.0, 25.0, 18.933333333333334)","(4.8, 15.0, 5.375)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 19.909090909090907)"
08-12-2022 12:58:01.498561,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.4, 2.6, 2.375)","(7.0, 25.0, 18.933333333333334)","(4.8, 15.0, 5.375)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 19.909090909090907)"
08-12-2022 12:58:02.782786,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.4, 2.6, 2.375)","(7.0, 25.0, 18.933333333333334)","(4.8, 15.0, 5.375)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 19.909090909090907)"
08-12-2022 12:58:04.125923,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.4, 2.6, 2.375)","(7.0, 25.0, 18.933333333333334)","(4.8, 15.0, 5.375)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 19.909090909090907)"
08-12-2022 12:58:05.589323,"(4.6, 8.0, 6.3)","(12.0, 28.0, 22.479999999999997)","(2.4, 2.6, 2.375)","(7.0, 25.0, 18.933333333333334)","(4.8, 15.0, 5.375)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 19.909090909090907)"
08-12-2022 12:58:06.933415,"(4.6, 8.0, 7.072727272727272)","(12.0, 29.0, 26.574999999999996)","(2.4, 2.6, 2.375)","(7.0, 19.0, 12.899999999999999)","(4.8, 12.5, 6.5)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 19.909090909090907)"
08-12-2022 12:58:08.303953,"(4.6, 8.6, 6.7333333333333325)","(12.0, 29.0, 26.574999999999996)","(2.4, 2.6, 2.375)","(7.0, 19.0, 12.899999999999999)","(4.8, 12.5, 6.5)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 17.133333333333333)"
08-12-2022 12:58:09.633841,"(4.6, 8.6, 6.7333333333333325)","(12.0, 29.0, 26.574999999999996)","(2.4, 2.6, 2.375)","(7.0, 19.0, 12.899999999999999)","(4.8, 12.5, 6.5)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 17.133333333333333)"
08-12-2022 12:58:10.963504,"(4.6, 8.6, 6.7333333333333325)","(12.0, 29.0, 26.574999999999996)","(2.4, 2.6, 2.375)","(7.0, 19.0, 12.899999999999999)","(4.8, 12.5, 6.5)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 17.133333333333333)"
08-12-2022 12:58:12.324275,"(4.6, 8.6, 6.7333333333333325)","(12.0, 29.0, 26.574999999999996)","(2.4, 2.6, 2.375)","(7.0, 19.0, 12.899999999999999)","(4.8, 12.5, 6.5)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 17.133333333333333)"
08-12-2022 12:58:13.676309,"(4.6, 8.6, 6.7333333333333325)","(12.0, 29.0, 26.574999999999996)","(2.4, 2.6, 2.375)","(7.0, 19.0, 12.899999999999999)","(4.8, 12.5, 6.5)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 17.133333333333333)"
08-12-2022 12:58:15.261887,"(4.6, 8.6, 6.7333333333333325)","(12.0, 29.0, 26.574999999999996)","(2.4, 2.6, 2.375)","(7.0, 19.0, 12.899999999999999)","(4.8, 12.5, 6.5)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 17.133333333333333)"
08-12-2022 12:58:16.643201,"(4.6, 8.6, 6.7333333333333325)","(12.0, 29.0, 26.574999999999996)","(2.4, 2.6, 2.375)","(7.0, 19.0, 12.899999999999999)","(4.8, 12.5, 6.5)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 17.133333333333333)"
08-12-2022 12:58:18.020536,"(4.6, 8.6, 6.7333333333333325)","(12.0, 29.0, 26.574999999999996)","(2.4, 2.6, 2.375)","(7.0, 19.0, 12.899999999999999)","(4.8, 12.5, 5.642857142857142)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 17.133333333333333)"
08-12-2022 12:58:19.527674,"(4.6, 8.6, 6.7333333333333325)","(12.0, 29.0, 26.574999999999996)","(2.4, 2.6, 2.375)","(7.0, 19.0, 12.899999999999999)","(4.8, 12.5, 5.642857142857142)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 17.133333333333333)"
08-12-2022 12:58:20.916650,"(4.6, 8.6, 6.7333333333333325)","(12.0, 29.0, 26.574999999999996)","(2.4, 2.6, 2.375)","(7.0, 19.0, 12.899999999999999)","(4.8, 12.5, 5.642857142857142)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 17.133333333333333)"
08-12-2022 12:58:22.258214,"(4.6, 8.6, 6.7333333333333325)","(12.0, 29.0, 26.574999999999996)","(2.4, 2.6, 2.375)","(7.0, 19.0, 17.78)","(4.8, 12.5, 5.642857142857142)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 27.0)","(10.0, 21.0, 17.133333333333333)"
08-12-2022 12:58:23.619053,"(4.6, 8.6, 6.7333333333333325)","(12.0, 29.0, 26.574999999999996)","(2.4, 2.6, 2.375)","(7.0, 19.0, 17.78)","(4.8, 12.5, 5.642857142857142)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 29.3125)","(10.0, 21.0, 17.133333333333333)"
08-12-2022 12:58:24.906122,"(4.6, 8.6, 6.7333333333333325)","(12.0, 29.0, 26.574999999999996)","(2.4, 2.6, 2.375)","(7.0, 19.0, 17.78)","(4.8, 12.5, 5.642857142857142)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 29.3125)","(10.0, 21.0, 17.133333333333333)"
08-12-2022 12:58:26.200482,"(4.6, 8.6, 6.7333333333333325)","(12.0, 29.0, 26.574999999999996)","(2.4, 2.6, 2.375)","(7.0, 19.0, 13.100000000000001)","(4.8, 12.5, 5.642857142857142)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 29.72222222222222)","(10.0, 21.0, 17.133333333333333)"
08-12-2022 12:58:27.438576,"(4.6, 8.4, 6.5)","(12.0, 29.0, 26.574999999999996)","(2.4, 2.6, 2.375)","(7.0, 19.0, 16.818181818181817)","(4.8, 12.5, 5.642857142857142)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 29.72222222222222)","(10.0, 21.0, 17.133333333333333)"
08-12-2022 12:58:28.657878,"(4.6, 8.4, 6.5)","(12.0, 29.0, 26.574999999999996)","(2.4, 2.6, 2.375)","(7.0, 19.0, 16.818181818181817)","(4.8, 12.5, 5.642857142857142)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 29.72222222222222)","(10.0, 21.0, 17.133333333333333)"
08-12-2022 12:58:29.904893,"(4.6, 8.4, 6.5)","(12.0, 29.0, 26.574999999999996)","(2.4, 2.6, 2.375)","(7.0, 19.0, 16.818181818181817)","(4.8, 12.5, 5.642857142857142)","(12.0, 27.0, 25.166666666666664)","(14.0, 32.0, 29.72222222222222)","(10.0, 21.0, 17.133333333333333)"
