,From The Shire,Mr Original,Sonic Groove,Jess Trees,Loveless,Little Hercules,Wheres Eddie
06-01-2023 10:37:37.054149,"(4.8, 9.8, 5.8)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:37:38.057194,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:37:39.064507,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:37:40.059887,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:37:40.994176,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:37:41.920290,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:37:42.949068,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:37:43.949429,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:37:44.958668,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:37:45.908878,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:37:46.857869,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:37:47.786797,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:37:48.747791,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:37:49.710380,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:37:50.695914,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:37:51.723917,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:37:52.671819,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:37:53.674878,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:37:54.717874,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:37:55.725318,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:37:56.766071,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:37:57.829675,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:37:58.860619,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:37:59.852606,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:00.816782,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 129.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:01.731721,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:02.653543,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:03.686123,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:04.649648,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:05.626688,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:06.586036,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:07.790161,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:09.030673,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:10.207953,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:11.345795,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:12.462980,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:13.473378,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:14.465578,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:15.485710,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:16.535864,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:17.581202,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:18.625602,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:19.688199,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:20.744932,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:21.722861,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:22.727520,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:23.725267,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:24.802244,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:25.869517,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:26.935216,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:27.975810,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:28.965434,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:29.846236,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:30.885275,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:32.104079,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:33.124114,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 139.0909090909091)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:34.156119,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 131.0)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:35.414725,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 131.0)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:36.530094,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 131.0)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:37.711187,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 131.0)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:38.782961,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 131.0)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:39.923498,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 131.0)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:40.914828,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 131.0)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:41.841842,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 131.0)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:42.821678,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 131.0)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:43.866945,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:44.924257,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:45.938840,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:46.964361,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:47.957643,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:49.016698,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:50.034671,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:51.120814,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:52.162501,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:53.237941,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:54.264534,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:55.240616,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:56.144551,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:57.098371,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:58.089475,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:38:59.127411,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:39:00.156725,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:39:01.219215,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:39:02.154745,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 128.5)","(6.5, 12.5, 6.9)"
06-01-2023 10:39:03.082492,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 23.923076923076923)","(7.5, 16.0, 10.4)","(31.0, 230.0, 99.5)","(6.5, 12.5, 8.9)"
06-01-2023 10:39:04.024733,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 22.3)","(7.5, 16.0, 10.4)","(31.0, 230.0, 99.5)","(6.5, 12.5, 8.9)"
06-01-2023 10:39:04.985769,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 22.3)","(7.5, 16.0, 10.4)","(31.0, 230.0, 99.5)","(6.5, 12.5, 8.9)"
06-01-2023 10:39:05.972268,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 22.3)","(7.5, 16.0, 10.4)","(31.0, 230.0, 99.5)","(6.5, 12.5, 8.9)"
06-01-2023 10:39:06.987361,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 22.3)","(7.5, 16.0, 10.4)","(31.0, 230.0, 99.5)","(6.5, 12.5, 8.9)"
06-01-2023 10:39:07.976401,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 22.3)","(7.5, 16.0, 10.4)","(31.0, 230.0, 99.5)","(6.5, 12.5, 8.9)"
06-01-2023 10:39:08.921108,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 22.3)","(7.5, 16.0, 10.4)","(31.0, 230.0, 99.5)","(6.5, 12.5, 8.9)"
06-01-2023 10:39:09.851797,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.15, 2.0141666666666667)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 22.3)","(7.5, 16.0, 10.4)","(31.0, 230.0, 99.5)","(6.5, 12.5, 8.9)"
06-01-2023 10:39:10.793877,"(4.8, 9.8, 7.3500000000000005)","(2.0, 3.05, 2.1077777777777778)","(4.4, 8.4, 5.133333333333334)","(11.0, 25.0, 22.3)","(7.5, 16.0, 10.4)","(31.0, 230.0, 99.5)","(6.5, 12.5, 8.9)"
