,Dayseas Trudie,Mayfair Fantasy,Got No Torque,Meg Bee,Heres Caza,Me And You,Calla Sue,Miss Sassy
04-01-2023 14:54:25.465674,"(81.0, 200.0, 193.75)","(2.9, 3.65, 3.446875)","(2.9, 3.55, 3.4625000000000004)","(11.0, 14.5, 13.54)","(3.7, 4.5, 4.357142857142857)","(15.0, 99999, 99990)","(12.0, 22.0, 21.23076923076923)","(19.0, 36.0, 33.05263157894737)"
04-01-2023 14:54:26.690136,"(81.0, 200.0, 193.75)","(2.9, 3.65, 3.446875)","(2.9, 3.55, 3.50625)","(11.0, 14.5, 13.409090909090908)","(3.7, 4.5, 4.205882352941177)","(15.0, 99999, 99990)","(12.0, 22.0, 21.23076923076923)","(19.0, 36.0, 33.529411764705884)"
04-01-2023 14:54:27.873412,"(81.0, 200.0, 193.75)","(2.9, 3.65, 3.446875)","(2.9, 3.55, 3.50625)","(11.0, 14.5, 13.326086956521738)","(3.7, 4.5, 4.205882352941177)","(15.0, 99999, 99990)","(12.0, 22.0, 21.23076923076923)","(19.0, 36.0, 34.76470588235294)"
04-01-2023 14:54:29.041009,"(81.0, 200.0, 193.75)","(2.9, 3.65, 3.446875)","(2.9, 3.55, 3.511111111111111)","(11.0, 14.5, 13.681818181818182)","(3.7, 4.5, 4.166666666666666)","(15.0, 99999, 99990)","(12.0, 22.0, 21.23076923076923)","(19.0, 36.0, 41.57142857142857)"
04-01-2023 14:54:30.286532,"(81.0, 200.0, 192.30769230769232)","(2.9, 3.65, 3.446875)","(2.9, 3.55, 3.511111111111111)","(11.0, 14.5, 13.681818181818182)","(3.7, 4.5, 4.166666666666666)","(15.0, 99999, 99990)","(12.0, 22.0, 21.23076923076923)","(19.0, 42.0, 40.5)"
04-01-2023 14:54:31.491308,"(81.0, 200.0, 192.30769230769232)","(2.9, 3.65, 3.446875)","(2.9, 3.55, 3.511111111111111)","(11.0, 14.5, 13.568965517241379)","(3.7, 4.5, 4.283333333333333)","(15.0, 99999, 99990)","(12.0, 22.0, 21.23076923076923)","(19.0, 44.0, 41.11764705882353)"
04-01-2023 14:54:32.715709,"(81.0, 200.0, 192.30769230769232)","(2.9, 3.65, 3.4375)","(2.9, 3.55, 3.511111111111111)","(11.0, 14.0, 13.375)","(3.7, 4.5, 4.283333333333333)","(15.0, 99999, 99990)","(12.0, 22.0, 21.23076923076923)","(19.0, 44.0, 41.11764705882353)"
04-01-2023 14:54:33.907263,"(81.0, 200.0, 192.30769230769232)","(2.9, 3.65, 3.446875)","(2.9, 3.55, 3.5078947368421054)","(11.0, 14.0, 13.304347826086957)","(3.7, 4.5, 4.3304347826086955)","(15.0, 99999, 99990)","(12.0, 22.0, 21.23076923076923)","(19.0, 44.0, 39.529411764705884)"
04-01-2023 14:54:35.161781,"(81.0, 200.0, 192.30769230769232)","(2.9, 3.65, 3.446875)","(2.9, 3.55, 3.519565217391304)","(11.0, 14.0, 13.384615384615385)","(3.7, 4.5, 4.3304347826086955)","(15.0, 99999, 99990)","(12.0, 22.0, 21.23076923076923)","(19.0, 42.0, 39.25714285714286)"
04-01-2023 14:54:36.357992,"(81.0, 200.0, 192.30769230769232)","(2.9, 3.65, 3.4375)","(2.9, 3.55, 3.5464285714285713)","(11.0, 14.0, 13.448275862068966)","(3.7, 4.5, 4.3304347826086955)","(15.0, 99999, 99990)","(12.0, 22.0, 21.23076923076923)","(19.0, 42.0, 38.16)"
04-01-2023 14:54:37.530913,"(81.0, 200.0, 192.30769230769232)","(2.9, 3.65, 3.4694444444444446)","(2.9, 3.55, 3.5614285714285714)","(11.0, 14.0, 13.75)","(3.7, 4.5, 4.3304347826086955)","(15.0, 99999, 99990)","(12.0, 22.0, 21.23076923076923)","(19.0, 42.0, 39.58620689655172)"
04-01-2023 14:54:38.618563,"(81.0, 200.0, 173.33333333333334)","(2.9, 3.65, 3.4694444444444446)","(2.9, 3.6, 3.5614285714285714)","(11.0, 14.0, 13.211538461538462)","(3.7, 4.5, 4.3304347826086955)","(15.0, 99999, 99990)","(12.0, 22.0, 21.23076923076923)","(20.0, 42.0, 39.878787878787875)"
04-01-2023 14:54:39.751890,"(81.0, 200.0, 192.30769230769232)","(2.9, 3.65, 3.4694444444444446)","(2.9, 3.55, 3.542307692307692)","(11.0, 13.5, 13.211538461538462)","(3.7, 4.5, 4.3304347826086955)","(15.0, 99999, 99990)","(12.0, 22.0, 21.23076923076923)","(20.0, 42.0, 39.878787878787875)"
04-01-2023 14:54:40.907405,"(81.0, 200.0, 192.30769230769232)","(2.9, 3.65, 3.4568181818181816)","(2.9, 3.55, 3.542307692307692)","(11.0, 13.5, 13.142857142857142)","(3.7, 4.5, 4.3304347826086955)","(15.0, 99999, 99990)","(12.0, 22.0, 21.23076923076923)","(20.0, 42.0, 39.878787878787875)"
04-01-2023 14:54:42.047578,"(81.0, 200.0, 192.30769230769232)","(2.9, 3.65, 3.407142857142857)","(2.9, 3.55, 3.542307692307692)","(11.0, 13.5, 13.0)","(3.7, 4.5, 4.3304347826086955)","(15.0, 99999, 99990)","(12.0, 22.0, 21.23076923076923)","(20.0, 42.0, 39.878787878787875)"
04-01-2023 14:54:43.122967,"(81.0, 200.0, 192.30769230769232)","(2.9, 3.65, 3.427173913043478)","(2.9, 3.55, 3.53)","(11.0, 13.5, 13.136363636363637)","(3.7, 4.5, 4.3304347826086955)","(15.0, 99999, 99990)","(12.0, 22.0, 21.23076923076923)","(20.0, 42.0, 38.705882352941174)"
04-01-2023 14:54:44.221086,"(81.0, 200.0, 192.30769230769232)","(2.9, 3.65, 3.4260416666666664)","(2.9, 3.55, 3.475)","(11.0, 13.5, 13.25)","(3.7, 4.5, 4.5125)","(15.0, 99999, 99990)","(12.0, 22.0, 21.23076923076923)","(20.0, 42.0, 27.285714285714285)"
04-01-2023 14:54:45.414091,"(81.0, 200.0, 192.30769230769232)","(2.9, 3.65, 3.4260416666666664)","(2.9, 3.55, 3.40625)","(11.0, 13.5, 14.25)","(3.6, 4.7, 4.578787878787879)","(15.0, 99999, 99990)","(12.0, 22.0, 20.94736842105263)","(20.0, 29.0, 27.58823529411765)"
04-01-2023 14:54:46.590646,"(81.0, 200.0, 188.57142857142858)","(2.9, 3.5, 3.48)","(2.9, 3.5, 3.41)","(11.0, 14.5, 13.666666666666666)","(3.6, 4.7, 4.578787878787879)","(15.0, 99999, 99990)","(12.0, 22.0, 20.571428571428573)","(20.0, 29.0, 26.523809523809526)"
04-01-2023 14:54:47.727600,"(81.0, 200.0, 194.11764705882354)","(2.9, 3.5, 3.48)","(2.9, 3.5, 3.365)","(11.0, 14.5, 14.0)","(3.6, 4.7, 4.5)","(15.0, 99999, 99990)","(12.0, 22.0, 20.571428571428573)","(20.0, 29.0, 27.0)"
04-01-2023 14:54:48.849421,"(81.0, 200.0, 173.33333333333334)","(2.9, 3.4, 3.375)","(2.9, 3.5, 3.41)","(11.0, 14.5, 14.0)","(3.6, 4.7, 4.531578947368421)","(15.0, 99999, 99990)","(12.0, 22.0, 20.94736842105263)","(20.0, 29.0, 27.0)"
04-01-2023 14:54:49.955646,"(81.0, 200.0, 173.33333333333334)","(2.9, 3.4, 3.3666666666666667)","(2.9, 3.5, 3.411111111111111)","(11.0, 15.5, 13.75)","(3.6, 4.7, 4.5814814814814815)","(15.0, 99999, 99990)","(12.0, 22.0, 20.571428571428573)","(20.0, 29.0, 27.0)"
04-01-2023 14:54:51.124091,"(81.0, 200.0, 194.44444444444446)","(2.9, 3.4, 3.4395833333333337)","(2.9, 3.5, 3.42)","(11.0, 15.0, 13.75)","(3.6, 4.7, 4.5814814814814815)","(15.0, 99999, 99990)","(12.0, 22.0, 21.047619047619047)","(20.0, 29.0, 27.0)"
04-01-2023 14:54:52.255521,"(81.0, 200.0, 194.44444444444446)","(2.9, 3.45, 3.4426470588235296)","(2.9, 3.5, 3.425)","(11.0, 15.0, 13.666666666666666)","(3.6, 4.7, 4.5814814814814815)","(15.0, 99999, 99990)","(12.0, 22.0, 21.444444444444443)","(20.0, 29.0, 27.0)"
04-01-2023 14:54:53.438509,"(81.0, 200.0, 194.44444444444446)","(2.9, 3.45, 3.431818181818182)","(2.9, 3.5, 3.425)","(11.0, 15.0, 14.11111111111111)","(3.6, 4.7, 4.5814814814814815)","(15.0, 99999, 99990)","(12.0, 22.0, 21.166666666666668)","(20.0, 29.0, 27.0)"
04-01-2023 14:54:54.662841,"(81.0, 200.0, 194.44444444444446)","(2.9, 3.45, 3.3055555555555554)","(3.0, 3.5, 3.3499999999999996)","(11.0, 15.0, 14.666666666666666)","(3.6, 4.7, 4.5814814814814815)","(16.0, 99999, 99990)","(13.0, 22.0, 21.285714285714285)","(19.0, 29.0, 27.0)"
04-01-2023 14:54:55.827020,"(81.0, 200.0, 194.44444444444446)","(2.9, 3.5, 3.3055555555555554)","(3.0, 3.4, 3.3684210526315788)","(11.0, 15.0, 14.666666666666666)","(3.6, 4.7, 4.5814814814814815)","(16.0, 99999, 99990)","(13.0, 22.0, 21.6)","(19.0, 29.0, 27.0)"
04-01-2023 14:54:57.007099,"(81.0, 200.0, 194.44444444444446)","(2.9, 3.5, 3.3055555555555554)","(3.0, 3.4, 3.3625)","(11.0, 15.0, 14.307692307692308)","(3.6, 4.7, 4.5814814814814815)","(16.0, 99999, 99990)","(13.0, 22.0, 23.0)","(19.0, 29.0, 27.0)"
04-01-2023 14:54:58.147955,"(81.0, 200.0, 194.44444444444446)","(2.9, 3.5, 3.3359375)","(3.0, 3.4, 3.3684210526315788)","(11.0, 14.5, 14.0)","(3.6, 4.7, 4.5814814814814815)","(16.0, 99999, 99990)","(13.0, 24.0, 23.25)","(19.0, 29.0, 27.0)"
04-01-2023 14:54:59.301343,"(81.0, 200.0, 194.44444444444446)","(2.9, 3.5, 3.3359375)","(3.0, 3.4, 3.323170731707317)","(11.0, 14.5, 13.785714285714286)","(3.6, 4.7, 4.592307692307692)","(16.0, 99999, 99990)","(13.0, 24.0, 23.833333333333332)","(19.0, 29.0, 27.0)"
04-01-2023 14:55:00.472371,"(81.0, 200.0, 194.44444444444446)","(2.9, 3.5, 3.3546875000000003)","(3.0, 3.45, 3.4375)","(11.0, 14.5, 14.0)","(3.6, 4.7, 4.592307692307692)","(16.0, 99999, 99990)","(13.0, 24.0, 23.516129032258064)","(19.0, 29.0, 27.0)"
04-01-2023 14:55:01.911251,"(81.0, 200.0, 194.44444444444446)","(2.9, 3.5, 3.4138888888888888)","(3.0, 3.45, 3.4375)","(11.0, 14.5, 14.0)","(3.6, 4.7, 4.592307692307692)","(16.0, 99999, 99990)","(13.0, 24.0, 23.785714285714285)","(19.0, 29.0, 27.0)"
04-01-2023 14:55:03.191296,"(81.0, 200.0, 194.44444444444446)","(2.9, 3.5, 3.4138888888888888)","(3.0, 3.45, 3.323684210526316)","(11.0, 14.5, 14.321428571428571)","(3.6, 4.7, 4.592307692307692)","(16.0, 99999, 99990)","(13.0, 24.0, 23.333333333333332)","(19.0, 29.0, 27.266666666666666)"
04-01-2023 14:55:04.401879,"(81.0, 200.0, 194.44444444444446)","(2.9, 3.5, 3.45)","(3.0, 3.35, 3.323684210526316)","(11.0, 14.5, 14.352941176470589)","(3.6, 4.7, 4.61764705882353)","(16.0, 99999, 99990)","(13.0, 24.0, 23.636363636363637)","(19.0, 29.0, 27.0)"
04-01-2023 14:55:05.752077,"(81.0, 200.0, 194.44444444444446)","(2.9, 3.45, 3.414705882352941)","(3.0, 3.35, 3.316666666666667)","(11.0, 14.5, 15.2)","(3.6, 4.7, 4.583333333333334)","(16.0, 99999, 99990)","(13.0, 24.0, 23.80952380952381)","(19.0, 29.0, 27.0)"
04-01-2023 14:55:07.120616,"(81.0, 200.0, 194.44444444444446)","(2.9, 3.45, 3.414705882352941)","(3.0, 3.35, 3.322222222222222)","(11.0, 15.5, 14.6)","(3.6, 4.7, 4.666666666666667)","(16.0, 99999, 99990)","(13.0, 24.0, 24.806451612903224)","(19.0, 29.0, 27.0)"
04-01-2023 14:55:08.451166,"(81.0, 200.0, 194.44444444444446)","(2.9, 3.45, 3.414705882352941)","(3.0, 3.35, 3.3499999999999996)","(11.0, 15.0, 12.692307692307692)","(3.6, 4.7, 4.653846153846154)","(16.0, 99999, 99990)","(13.0, 25.0, 24.785714285714285)","(19.0, 29.0, 27.266666666666666)"
04-01-2023 14:55:09.594495,"(81.0, 200.0, 194.44444444444446)","(2.9, 3.45, 3.414705882352941)","(3.0, 3.4, 3.2636363636363637)","(11.0, 15.0, 13.75)","(3.6, 4.7, 4.653846153846154)","(16.0, 99999, 99990)","(13.0, 25.0, 24.785714285714285)","(19.0, 29.0, 27.0)"
04-01-2023 14:55:10.922470,"(81.0, 200.0, 194.44444444444446)","(2.9, 3.45, 3.427777777777778)","(3.0, 3.45, 3.2976190476190474)","(11.0, 15.0, 13.973684210526315)","(3.6, 4.7, 4.666666666666667)","(16.0, 99999, 99990)","(13.0, 25.0, 24.2)","(19.0, 29.0, 27.0)"
04-01-2023 14:55:12.152640,"(81.0, 200.0, 194.44444444444446)","(2.9, 3.45, 3.4555555555555557)","(3.0, 3.35, 3.434375)","(11.0, 15.0, 14.41304347826087)","(3.6, 4.7, 4.300000000000001)","(16.0, 99999, 99990)","(13.0, 25.0, 23.625)","(19.0, 29.0, 27.166666666666668)"
04-01-2023 14:55:13.377808,"(81.0, 200.0, 194.44444444444446)","(2.9, 3.5, 3.4555555555555557)","(2.9, 3.45, 3.361764705882353)","(11.0, 15.0, 14.785714285714285)","(3.6, 4.4, 4.271428571428571)","(16.0, 99999, 99990)","(13.0, 27.0, 24.733333333333334)","(19.0, 29.0, 27.428571428571427)"
04-01-2023 14:55:14.539342,"(81.0, 200.0, 195.23809523809524)","(2.9, 3.5, 3.4405405405405407)","(2.9, 3.45, 3.330952380952381)","(11.0, 15.0, 14.735294117647058)","(3.6, 4.7, 4.245454545454546)","(16.0, 99999, 99990)","(13.0, 27.0, 24.692307692307693)","(19.0, 29.0, 27.166666666666668)"
04-01-2023 14:55:15.744925,"(81.0, 200.0, 194.44444444444446)","(2.9, 3.5, 3.43125)","(2.9, 3.45, 3.359375)","(11.0, 15.0, 14.735294117647058)","(3.6, 4.7, 4.4)","(16.0, 99999, 99990)","(13.0, 27.0, 25.064516129032256)","(19.0, 29.0, 27.08)"
04-01-2023 14:55:16.851459,"(81.0, 200.0, 194.44444444444446)","(2.9, 3.5, 3.4352941176470586)","(2.9, 3.5, 3.359375)","(11.0, 15.0, 14.25)","(3.6, 4.6, 4.4)","(16.0, 99999, 99990)","(13.0, 27.0, 24.966101694915253)","(19.0, 29.0, 27.08)"
04-01-2023 14:55:18.043963,"(81.0, 190.0, 183.33333333333334)","(2.9, 3.5, 3.4043478260869566)","(2.9, 3.5, 3.36875)","(11.0, 15.0, 14.083333333333334)","(3.6, 4.6, 4.4)","(16.0, 99999, 99990)","(13.0, 27.0, 24.966101694915253)","(19.0, 29.0, 27.166666666666668)"
04-01-2023 14:55:19.197574,"(81.0, 190.0, 185.0)","(2.9, 3.45, 3.3105263157894735)","(2.9, 3.5, 3.3714285714285714)","(11.0, 14.5, 14.0)","(3.6, 4.6, 4.4)","(16.0, 99999, 99990)","(13.0, 27.0, 25.0)","(19.0, 29.0, 27.428571428571427)"
04-01-2023 14:55:20.408661,"(81.0, 190.0, 186.0)","(2.9, 3.4, 3.3513513513513513)","(2.9, 3.5, 3.425)","(11.0, 14.5, 14.222222222222221)","(3.6, 4.6, 4.4)","(16.0, 99999, 99990)","(13.0, 27.0, 24.966101694915253)","(19.0, 29.0, 27.565217391304348)"
04-01-2023 14:55:21.620891,"(81.0, 190.0, 185.0)","(2.9, 3.4, 3.3454545454545452)","(2.9, 3.5, 3.42)","(11.0, 14.5, 14.222222222222221)","(3.6, 4.6, 4.4)","(16.0, 99999, 99990)","(13.0, 27.0, 24.857142857142858)","(19.0, 29.0, 27.821428571428573)"
04-01-2023 14:55:22.791436,"(81.0, 190.0, 185.0)","(2.9, 3.4, 3.3454545454545452)","(2.9, 3.5, 3.38)","(11.0, 14.5, 14.261904761904763)","(3.6, 4.6, 4.4)","(16.0, 99999, 99990)","(13.0, 27.0, 24.925925925925927)","(19.0, 29.0, 27.821428571428573)"
04-01-2023 14:55:24.133123,"(81.0, 190.0, 186.0)","(2.9, 3.4, 3.305859375)","(2.9, 3.5, 3.3666666666666667)","(11.0, 14.5, 14.222222222222221)","(3.6, 4.6, 4.569230769230769)","(16.0, 99999, 99990)","(13.0, 25.0, 24.925925925925927)","(19.0, 29.0, 27.5)"
04-01-2023 14:55:25.531885,"(81.0, 190.0, 193.75)","(2.9, 3.45, 3.3249999999999997)","(2.9, 3.5, 3.3666666666666667)","(11.0, 14.5, 13.333333333333334)","(3.6, 4.6, 4.582608695652174)","(16.0, 99999, 99990)","(13.0, 25.0, 24.925925925925927)","(19.0, 29.0, 27.5)"
04-01-2023 14:55:26.720902,"(81.0, 200.0, 193.75)","(2.9, 3.4, 3.3249999999999997)","(2.9, 3.5, 3.375)","(11.0, 15.0, 13.153846153846153)","(3.6, 4.6, 4.585185185185185)","(16.0, 99999, 99990)","(13.0, 25.0, 24.857142857142858)","(19.0, 29.0, 27.5)"
04-01-2023 14:55:27.887866,"(81.0, 200.0, 193.75)","(2.9, 3.4, 3.329411764705882)","(2.9, 3.45, 3.375)","(11.0, 15.0, 13.153846153846153)","(3.6, 4.6, 4.54)","(16.0, 99999, 99990)","(13.0, 27.0, 24.857142857142858)","(19.0, 29.0, 27.5)"
04-01-2023 14:55:29.006927,"(81.0, 200.0, 193.75)","(2.9, 3.4, 3.329411764705882)","(2.9, 3.45, 3.3125)","(11.0, 15.0, 14.333333333333334)","(3.6, 4.6, 4.593333333333334)","(16.0, 99999, 99990)","(13.0, 27.0, 24.925925925925927)","(19.0, 29.0, 27.5)"
04-01-2023 14:55:30.186573,"(81.0, 200.0, 193.75)","(2.9, 3.4, 3.355607476635514)","(2.9, 3.35, 3.38)","(11.0, 15.0, 14.11111111111111)","(3.6, 4.7, 4.536363636363637)","(16.0, 99999, 99990)","(15.0, 25.0, 24.925925925925927)","(19.0, 29.0, 27.5)"
04-01-2023 14:55:31.269429,"(81.0, 200.0, 193.75)","(2.9, 3.45, 3.355607476635514)","(2.9, 3.4, 3.38)","(11.0, 15.0, 14.25)","(3.6, 4.7, 4.614285714285715)","(16.0, 99999, 99990)","(15.0, 25.0, 24.925925925925927)","(19.0, 29.0, 27.5)"
04-01-2023 14:55:32.356119,"(81.0, 200.0, 193.75)","(2.9, 3.45, 3.355607476635514)","(2.9, 3.4, 3.3714285714285714)","(11.0, 15.0, 14.25)","(3.6, 4.7, 4.621739130434783)","(16.0, 99999, 99990)","(15.0, 25.0, 24.925925925925927)","(19.0, 29.0, 27.5)"
04-01-2023 14:55:33.479608,"(81.0, 200.0, 193.75)","(2.9, 3.45, 3.3537037037037036)","(2.9, 3.4, 3.375)","(11.0, 14.5, 14.25)","(3.6, 4.7, 4.621739130434783)","(16.0, 99999, 99990)","(15.0, 25.0, 24.925925925925927)","(19.0, 29.0, 27.5)"
04-01-2023 14:55:34.615007,"(81.0, 200.0, 193.75)","(2.9, 3.45, 3.3537037037037036)","(2.9, 3.4, 3.3714285714285714)","(11.0, 14.5, 13.875)","(3.6, 4.7, 4.621739130434783)","(16.0, 99999, 99990)","(15.0, 25.0, 24.925925925925927)","(19.0, 29.0, 27.5)"
04-01-2023 14:55:35.871974,"(81.0, 200.0, 195.0)","(2.9, 3.45, 3.3107142857142855)","(2.9, 3.4, 3.3925925925925924)","(11.0, 14.5, 14.205882352941176)","(3.6, 4.7, 4.621739130434783)","(16.0, 99999, 99990)","(15.0, 25.0, 24.923076923076923)","(19.0, 29.0, 27.5)"
04-01-2023 14:55:36.994047,"(81.0, 200.0, 193.75)","(2.9, 3.45, 3.3545871559633027)","(2.9, 3.4, 3.27027027027027)","(11.0, 14.5, 14.222222222222221)","(3.6, 4.7, 4.796812749003984)","(16.0, 99999, 99990)","(15.0, 25.0, 25.083333333333332)","(19.0, 29.0, 27.565217391304348)"
04-01-2023 14:55:38.304697,"(81.0, 200.0, 173.33333333333334)","(2.9, 3.45, 3.352803738317757)","(2.9, 3.3, 3.2685714285714287)","(11.0, 14.5, 14.34375)","(3.6, 4.8, 4.798780487804878)","(16.0, 99999, 99990)","(15.0, 26.0, 24.85185185185185)","(19.0, 29.0, 27.565217391304348)"
04-01-2023 14:55:39.513232,"(81.0, 200.0, 173.33333333333334)","(2.9, 3.45, 3.352803738317757)","(2.9, 3.3, 3.2294117647058824)","(11.0, 14.5, 13.25)","(3.6, 4.8, 4.796370967741935)","(16.0, 99999, 99990)","(15.0, 25.0, 24.846153846153847)","(19.0, 29.0, 27.565217391304348)"
04-01-2023 14:55:40.615412,"(81.0, 200.0, 173.33333333333334)","(2.9, 3.45, 3.352803738317757)","(2.9, 3.3, 3.2294117647058824)","(11.0, 15.5, 13.25)","(3.6, 4.8, 4.676923076923076)","(16.0, 99999, 99990)","(15.0, 25.0, 24.846153846153847)","(19.0, 29.0, 27.565217391304348)"
04-01-2023 14:55:41.758844,"(91.0, 200.0, 173.33333333333334)","(2.9, 3.45, 3.3545871559633027)","(2.9, 3.3, 3.227777777777778)","(11.0, 15.5, 14.1)","(3.8, 4.8, 4.676923076923076)","(17.0, 99999, 99990)","(15.0, 25.0, 24.846153846153847)","(20.0, 29.0, 27.565217391304348)"
04-01-2023 14:55:42.890970,"(91.0, 200.0, 173.33333333333334)","(2.9, 3.45, 3.3518867924528304)","(2.9, 3.3, 3.227777777777778)","(11.0, 15.5, 13.75)","(3.8, 4.8, 4.725)","(17.0, 99999, 99990)","(15.0, 25.0, 24.655172413793103)","(20.0, 29.0, 28.25)"
04-01-2023 14:55:44.185137,"(91.0, 200.0, 173.33333333333334)","(2.9, 3.45, 3.4023584905660376)","(2.9, 3.35, 3.215277777777778)","(11.0, 15.5, 13.875)","(3.8, 4.8, 4.757142857142857)","(17.0, 99999, 99990)","(15.0, 25.0, 24.655172413793103)","(20.0, 29.0, 28.25)"
04-01-2023 14:55:45.245517,"(91.0, 200.0, 173.33333333333334)","(2.9, 3.45, 3.4023584905660376)","(2.9, 3.35, 3.215277777777778)","(11.0, 15.0, 13.333333333333334)","(3.8, 4.8, 4.871428571428572)","(17.0, 99999, 99990)","(15.0, 25.0, 24.655172413793103)","(20.0, 29.0, 28.25)"
04-01-2023 14:55:46.335001,"(91.0, 200.0, 173.33333333333334)","(2.9, 3.45, 3.406086956521739)","(2.9, 3.25, 3.2202702702702704)","(11.0, 15.0, 13.571428571428571)","(3.8, 4.9, 4.9)","(17.0, 99999, 99990)","(15.0, 25.0, 24.846153846153847)","(20.0, 29.0, 28.25)"
04-01-2023 14:55:47.450089,"(91.0, 200.0, 173.33333333333334)","(2.9, 3.45, 3.406086956521739)","(2.9, 3.25, 3.2176470588235295)","(11.0, 15.0, 14.346153846153847)","(3.8, 5.0, 4.875)","(17.0, 99999, 99990)","(15.0, 25.0, 24.846153846153847)","(20.0, 29.0, 28.25)"
04-01-2023 14:55:48.537108,"(91.0, 200.0, 173.33333333333334)","(2.9, 3.45, 3.406086956521739)","(2.9, 3.25, 3.2176470588235295)","(11.0, 14.5, 13.833333333333334)","(3.8, 5.1, 5.0)","(17.0, 99999, 99990)","(15.0, 25.0, 24.655172413793103)","(20.0, 29.0, 28.25)"
04-01-2023 14:55:49.559310,"(91.0, 200.0, 180.0)","(2.9, 3.45, 3.405982905982906)","(2.9, 3.2, 3.197368421052632)","(11.0, 14.5, 12.75)","(3.8, 5.1, 4.963636363636363)","(17.0, 99999, 99990)","(15.0, 25.0, 24.655172413793103)","(20.0, 29.0, 28.25)"
04-01-2023 14:55:50.612222,"(91.0, 200.0, 193.75)","(2.9, 3.45, 3.404090909090909)","(2.9, 3.2, 3.197368421052632)","(11.0, 15.0, 13.333333333333334)","(3.8, 5.1, 5.0)","(17.0, 99999, 99990)","(15.0, 25.0, 24.655172413793103)","(20.0, 29.0, 27.736842105263158)"
04-01-2023 14:55:51.641890,"(91.0, 200.0, 186.8421052631579)","(2.9, 3.45, 3.401904761904762)","(2.9, 3.2, 3.197368421052632)","(11.0, 15.0, 14.0)","(3.8, 5.1, 5.0)","(17.0, 99999, 99990)","(15.0, 25.0, 24.846153846153847)","(20.0, 29.0, 27.8)"
04-01-2023 14:55:52.670175,"(91.0, 200.0, 184.6153846153846)","(2.9, 3.45, 3.3509615384615388)","(2.9, 3.2, 3.197368421052632)","(11.0, 14.0, 13.428571428571429)","(3.8, 5.1, 4.963636363636363)","(17.0, 99999, 99990)","(15.0, 25.0, 24.846153846153847)","(20.0, 29.0, 27.8)"
04-01-2023 14:55:53.656108,"(91.0, 200.0, 177.77777777777777)","(2.9, 3.45, 3.3509615384615388)","(2.9, 3.2, 3.1977272727272728)","(11.0, 14.0, 13.428571428571429)","(3.8, 5.1, 4.963636363636363)","(17.0, 99999, 99990)","(15.0, 25.0, 24.846153846153847)","(20.0, 29.0, 27.8)"
04-01-2023 14:55:54.679993,"(91.0, 200.0, 177.77777777777777)","(2.9, 3.45, 3.4004807692307693)","(2.9, 3.2, 3.1870967741935483)","(11.0, 14.0, 14.333333333333334)","(3.8, 5.1, 4.92)","(17.0, 99999, 99990)","(15.0, 25.0, 24.846153846153847)","(20.0, 29.0, 27.8)"
04-01-2023 14:55:55.716703,"(91.0, 200.0, 184.6153846153846)","(2.9, 3.45, 3.3509615384615388)","(2.9, 3.25, 3.2293103448275864)","(11.0, 15.0, 13.88888888888889)","(3.8, 5.1, 4.92)","(17.0, 99999, 99990)","(15.0, 25.0, 24.692307692307693)","(20.0, 29.0, 27.8)"
04-01-2023 14:55:56.691212,"(91.0, 200.0, 177.77777777777777)","(2.9, 3.45, 3.3509615384615388)","(2.9, 3.25, 3.2293103448275864)","(11.0, 14.5, 14.03125)","(3.8, 5.1, 4.92)","(17.0, 99999, 99990)","(15.0, 25.0, 23.2)","(20.0, 29.0, 27.8)"
04-01-2023 14:55:57.711244,"(91.0, 190.0, 185.0)","(2.9, 3.45, 3.4018691588785046)","(2.9, 3.25, 3.2384615384615385)","(11.0, 14.5, 13.785714285714286)","(3.8, 5.1, 4.92)","(17.0, 99999, 99990)","(15.0, 24.0, 23.6)","(20.0, 29.0, 27.8)"
04-01-2023 14:55:58.731678,"(91.0, 190.0, 185.0)","(2.9, 3.45, 3.4018691588785046)","(2.9, 3.25, 3.2293103448275864)","(11.0, 14.5, 14.083333333333334)","(3.8, 5.1, 4.92)","(17.0, 99999, 99990)","(15.0, 24.0, 23.2)","(20.0, 29.0, 27.8)"
04-01-2023 14:55:59.751637,"(91.0, 190.0, 185.0)","(2.9, 3.45, 3.4018691588785046)","(2.9, 3.25, 3.2293103448275864)","(11.0, 14.5, 14.083333333333334)","(3.8, 5.1, 4.930434782608695)","(17.0, 99999, 99990)","(15.0, 24.0, 22.5)","(20.0, 29.0, 28.25)"
04-01-2023 14:56:01.009879,"(91.0, 190.0, 190.0)","(2.9, 3.35, 3.302083333333333)","(2.9, 3.25, 3.2262711864406777)","(11.0, 14.5, 14.375)","(3.8, 5.1, 4.938461538461538)","(17.0, 99999, 99990)","(15.0, 23.0, 20.8)","(20.0, 29.0, 27.8)"
04-01-2023 14:56:02.025872,"(91.0, 200.0, 190.0)","(2.9, 3.35, 3.302083333333333)","(2.9, 3.3, 3.2262711864406777)","(11.0, 14.5, 14.666666666666666)","(3.8, 5.1, 4.938461538461538)","(17.0, 99999, 99990)","(15.0, 24.0, 22.847826086956523)","(20.0, 29.0, 27.8)"
