,Dayseas Trudie,Mayfair Fantasy,Got No Torque,Meg Bee,Heres Caza,Me And You,Calla Sue,Miss Sassy
04-01-2023 14:51:32.130678,"(61.0, 200.0, 146.66666666666666)","(2.8, 4.2, 3.8)","(3.5, 3.8, 3.626086956521739)","(12.0, 16.5, 13.8)","(3.3, 5.4, 5.25)","(11.0, 99999, 99990)","(10.0, 17.5, 15.5)","(16.0, 30.0, 22.333333333333332)"
04-01-2023 14:51:33.447170,"(61.0, 200.0, 146.66666666666666)","(2.8, 4.2, 3.8)","(3.5, 3.8, 3.3562499999999997)","(12.0, 16.5, 13.8)","(3.3, 5.4, 5.2)","(11.0, 99999, 99990)","(10.0, 17.5, 15.5)","(16.0, 30.0, 22.333333333333332)"
04-01-2023 14:51:34.843643,"(61.0, 200.0, 146.66666666666666)","(2.8, 4.2, 3.8)","(3.5, 3.75, 3.3456521739130434)","(12.0, 16.5, 14.916666666666668)","(3.3, 5.4, 5.2)","(11.0, 99999, 99990)","(10.0, 17.5, 15.5)","(16.0, 30.0, 22.333333333333332)"
04-01-2023 14:51:36.130212,"(61.0, 200.0, 146.66666666666666)","(2.8, 4.2, 3.8)","(3.5, 3.65, 3.525)","(12.0, 15.5, 14.666666666666666)","(3.3, 5.4, 5.2)","(11.0, 99999, 99990)","(10.0, 17.5, 15.5)","(16.0, 30.0, 22.333333333333332)"
04-01-2023 14:51:37.390905,"(61.0, 200.0, 146.66666666666666)","(2.8, 4.2, 3.8)","(3.5, 3.6, 3.525)","(12.0, 16.0, 14.666666666666666)","(3.3, 5.4, 5.2)","(11.0, 99999, 99990)","(10.0, 17.5, 15.5)","(16.0, 30.0, 22.333333333333332)"
04-01-2023 14:51:38.721531,"(61.0, 200.0, 146.66666666666666)","(2.8, 4.2, 3.8)","(3.5, 3.6, 3.525)","(12.0, 16.0, 13.904761904761905)","(3.3, 5.4, 5.2)","(11.0, 99999, 99990)","(10.0, 17.5, 15.5)","(16.0, 30.0, 22.333333333333332)"
04-01-2023 14:51:39.999177,"(61.0, 200.0, 146.66666666666666)","(2.8, 4.2, 3.8)","(3.5, 3.6, 3.525)","(12.0, 16.0, 13.904761904761905)","(3.3, 5.4, 5.283333333333333)","(11.0, 99999, 99990)","(10.0, 17.5, 15.5)","(16.0, 30.0, 22.333333333333332)"
04-01-2023 14:51:41.221922,"(61.0, 200.0, 146.66666666666666)","(2.8, 4.2, 3.8)","(3.5, 3.6, 3.525)","(12.0, 16.0, 14.333333333333334)","(3.3, 5.4, 5.260000000000001)","(11.0, 99999, 99990)","(10.0, 17.5, 15.5)","(16.0, 30.0, 22.333333333333332)"
04-01-2023 14:51:42.390310,"(61.0, 200.0, 155.0)","(2.8, 4.2, 3.8)","(3.5, 3.6, 3.36)","(12.0, 15.5, 14.333333333333334)","(3.3, 5.4, 5.260000000000001)","(11.0, 99999, 99990)","(10.0, 17.5, 15.5)","(16.0, 30.0, 22.333333333333332)"
04-01-2023 14:51:43.621979,"(61.0, 200.0, 146.66666666666666)","(2.8, 4.2, 3.690909090909091)","(3.5, 3.6, 3.3299999999999996)","(12.0, 15.5, 13.75)","(3.3, 5.4, 5.260000000000001)","(11.0, 99999, 99990)","(10.0, 17.5, 15.147058823529411)","(16.0, 30.0, 22.333333333333332)"
04-01-2023 14:51:44.766517,"(61.0, 200.0, 131.42857142857142)","(2.8, 4.2, 3.690909090909091)","(3.5, 3.55, 3.4791666666666665)","(12.0, 15.5, 13.75)","(3.3, 5.4, 5.260000000000001)","(11.0, 99999, 99990)","(10.0, 17.5, 15.147058823529411)","(16.0, 30.0, 22.333333333333332)"
04-01-2023 14:51:45.955870,"(61.0, 200.0, 146.66666666666666)","(2.8, 4.2, 3.690909090909091)","(3.5, 3.5, 3.4791666666666665)","(12.0, 15.5, 13.75)","(3.3, 5.4, 5.275)","(11.0, 99999, 99990)","(10.0, 17.5, 15.5)","(16.0, 30.0, 22.333333333333332)"
04-01-2023 14:51:47.112500,"(61.0, 200.0, 146.66666666666666)","(2.8, 4.2, 3.690909090909091)","(3.5, 3.5, 3.4791666666666665)","(12.0, 15.5, 13.75)","(3.3, 5.4, 5.34375)","(11.0, 99999, 99990)","(10.0, 17.5, 15.5)","(16.0, 30.0, 22.333333333333332)"
04-01-2023 14:51:48.305953,"(61.0, 200.0, 146.66666666666666)","(2.8, 4.2, 3.8)","(3.5, 3.5, 3.4166666666666665)","(12.0, 15.5, 14.0)","(3.3, 5.4, 5.365384615384616)","(11.0, 99999, 99990)","(10.0, 17.5, 15.5)","(16.0, 30.0, 22.333333333333332)"
04-01-2023 14:51:49.467963,"(61.0, 200.0, 146.66666666666666)","(2.8, 4.2, 3.8)","(3.5, 3.5, 3.4166666666666665)","(12.0, 15.0, 14.0)","(3.3, 5.4, 5.365384615384616)","(11.0, 99999, 99990)","(10.0, 17.5, 15.5)","(16.0, 30.0, 22.333333333333332)"
04-01-2023 14:51:50.636625,"(61.0, 200.0, 146.66666666666666)","(2.8, 4.2, 3.8)","(3.5, 3.45, 3.316666666666667)","(12.0, 15.0, 14.0)","(3.3, 5.4, 5.365384615384616)","(11.0, 99999, 99990)","(10.0, 17.5, 15.5)","(16.0, 30.0, 22.333333333333332)"
04-01-2023 14:51:51.913023,"(61.0, 200.0, 146.66666666666666)","(2.8, 4.2, 3.8)","(3.5, 3.4, 3.323076923076923)","(12.0, 15.0, 13.666666666666666)","(3.3, 5.4, 5.365384615384616)","(11.0, 99999, 99990)","(10.0, 17.5, 15.5)","(16.0, 30.0, 27.444444444444443)"
04-01-2023 14:51:53.347414,"(61.0, 200.0, 146.66666666666666)","(2.8, 4.2, 3.8)","(3.5, 3.4, 3.323076923076923)","(12.0, 15.0, 13.666666666666666)","(3.3, 5.4, 5.266666666666667)","(11.0, 99999, 99990)","(10.0, 17.5, 15.5)","(16.0, 30.0, 25.6)"
04-01-2023 14:51:54.584797,"(61.0, 200.0, 146.66666666666666)","(2.8, 4.2, 3.8)","(3.5, 3.4, 3.323076923076923)","(12.0, 15.0, 14.307692307692308)","(3.3, 5.4, 5.311111111111112)","(11.0, 99999, 99990)","(10.0, 17.5, 15.5)","(16.0, 30.0, 28.842105263157897)"
04-01-2023 14:51:56.084235,"(61.0, 200.0, 146.66666666666666)","(2.8, 4.2, 3.8)","(3.5, 3.4, 3.323076923076923)","(12.0, 15.0, 13.666666666666666)","(3.3, 5.4, 5.311111111111112)","(11.0, 99999, 99990)","(10.0, 17.5, 15.5)","(16.0, 30.0, 25.8)"
04-01-2023 14:51:57.393065,"(61.0, 200.0, 146.66666666666666)","(2.8, 4.2, 3.8)","(3.5, 3.4, 3.323076923076923)","(12.0, 14.5, 13.666666666666666)","(3.3, 5.4, 5.355555555555556)","(11.0, 99999, 99990)","(10.0, 17.5, 15.5)","(16.0, 30.0, 29.08695652173913)"
04-01-2023 14:51:58.637519,"(61.0, 200.0, 146.66666666666666)","(2.8, 4.2, 3.8)","(3.5, 3.4, 3.323076923076923)","(12.0, 14.5, 13.666666666666666)","(3.3, 5.4, 5.355555555555556)","(11.0, 99999, 99990)","(10.0, 17.5, 15.5)","(16.0, 30.0, 29.08695652173913)"
04-01-2023 14:51:59.716306,"(61.0, 200.0, 146.66666666666666)","(2.8, 4.2, 3.8)","(3.5, 3.4, 3.323076923076923)","(12.0, 14.5, 13.666666666666666)","(3.3, 5.4, 5.283333333333333)","(11.0, 99999, 99990)","(10.0, 17.5, 15.5)","(16.0, 30.0, 29.08695652173913)"
04-01-2023 14:52:00.962073,"(61.0, 200.0, 146.66666666666666)","(2.8, 4.2, 3.8)","(3.5, 3.4, 3.323076923076923)","(12.0, 14.5, 13.607142857142858)","(3.3, 5.4, 4.866666666666667)","(11.0, 99999, 99990)","(10.0, 17.5, 15.5)","(16.0, 30.0, 29.08695652173913)"
04-01-2023 14:52:02.234768,"(61.0, 200.0, 146.66666666666666)","(2.8, 4.2, 3.690909090909091)","(3.5, 3.4, 3.2888888888888888)","(12.0, 14.5, 15.31578947368421)","(3.3, 5.4, 4.84)","(11.0, 99999, 99990)","(10.0, 17.5, 16.026315789473685)","(16.0, 30.0, 28.46153846153846)"
04-01-2023 14:52:03.474609,"(61.0, 200.0, 177.14285714285714)","(2.8, 4.2, 3.690909090909091)","(3.5, 3.4, 3.2888888888888888)","(12.0, 16.5, 14.934782608695652)","(3.3, 5.4, 4.933333333333334)","(11.0, 99999, 99990)","(10.0, 17.5, 16.026315789473685)","(16.0, 30.0, 28.57142857142857)"
04-01-2023 14:52:04.715148,"(61.0, 200.0, 177.14285714285714)","(2.8, 4.2, 3.6)","(3.5, 3.4, 3.3285714285714283)","(12.0, 16.5, 14.934782608695652)","(3.3, 5.4, 4.933333333333334)","(11.0, 99999, 99990)","(10.0, 17.5, 16.026315789473685)","(16.0, 30.0, 26.352941176470587)"
04-01-2023 14:52:05.797944,"(61.0, 200.0, 177.14285714285714)","(2.8, 4.2, 3.6)","(3.5, 3.4, 3.3285714285714283)","(12.0, 16.5, 14.934782608695652)","(3.3, 5.4, 4.948387096774193)","(11.0, 99999, 99990)","(10.0, 17.5, 16.026315789473685)","(16.0, 29.0, 25.727272727272727)"
04-01-2023 14:52:06.996535,"(61.0, 200.0, 177.14285714285714)","(2.8, 4.2, 3.694736842105263)","(3.5, 3.4, 3.2333333333333334)","(12.0, 16.5, 15.529411764705882)","(3.3, 5.4, 5.0)","(11.0, 99999, 99990)","(10.0, 17.5, 16.026315789473685)","(16.0, 29.0, 25.727272727272727)"
04-01-2023 14:52:08.167521,"(61.0, 200.0, 176.66666666666666)","(2.8, 4.2, 3.694736842105263)","(3.5, 3.4, 3.2333333333333334)","(12.0, 16.0, 13.935483870967742)","(3.3, 5.4, 4.92)","(11.0, 99999, 99990)","(10.0, 17.5, 16.026315789473685)","(16.0, 29.0, 25.727272727272727)"
04-01-2023 14:52:09.285325,"(61.0, 200.0, 186.0)","(2.8, 4.2, 3.8666666666666667)","(3.5, 3.4, 3.2666666666666666)","(12.0, 16.0, 15.0)","(3.3, 5.4, 5.0)","(11.0, 99999, 99990)","(10.0, 17.5, 16.026315789473685)","(16.0, 29.0, 25.727272727272727)"
04-01-2023 14:52:10.448412,"(61.0, 200.0, 186.0)","(2.8, 4.2, 3.8666666666666667)","(3.5, 3.4, 3.314285714285714)","(12.0, 15.5, 14.625)","(3.3, 5.4, 5.0)","(11.0, 99999, 99990)","(10.0, 17.5, 16.026315789473685)","(16.0, 29.0, 25.727272727272727)"
04-01-2023 14:52:11.666504,"(61.0, 200.0, 186.0)","(2.8, 4.2, 3.7555555555555555)","(3.5, 3.4, 3.314285714285714)","(12.0, 15.5, 14.1)","(3.3, 5.4, 4.92)","(11.0, 99999, 99990)","(10.0, 17.5, 16.026315789473685)","(16.0, 29.0, 25.727272727272727)"
04-01-2023 14:52:12.779925,"(61.0, 200.0, 186.0)","(2.8, 4.2, 3.7555555555555555)","(3.5, 3.4, 3.314285714285714)","(12.0, 15.5, 14.1)","(3.3, 5.4, 4.92)","(11.0, 99999, 99990)","(10.0, 17.5, 16.026315789473685)","(16.0, 29.0, 25.727272727272727)"
04-01-2023 14:52:13.938631,"(61.0, 200.0, 186.0)","(2.8, 4.2, 3.6285714285714286)","(3.5, 3.4, 3.314285714285714)","(12.0, 15.5, 14.1)","(3.3, 5.4, 4.725)","(11.0, 99999, 99990)","(10.0, 17.5, 16.026315789473685)","(16.0, 29.0, 25.727272727272727)"
04-01-2023 14:52:15.142975,"(61.0, 200.0, 173.0769230769231)","(2.9, 4.2, 3.7294117647058824)","(3.4, 3.4, 3.314285714285714)","(11.0, 15.5, 14.625)","(3.5, 5.4, 4.859999999999999)","(12.0, 99999, 99990)","(10.0, 17.5, 16.026315789473685)","(15.0, 29.0, 25.727272727272727)"
04-01-2023 14:52:16.344152,"(61.0, 200.0, 173.0769230769231)","(2.9, 4.2, 3.8666666666666667)","(3.4, 3.4, 3.314285714285714)","(11.0, 15.5, 14.25)","(3.5, 5.4, 4.903333333333333)","(12.0, 99999, 99990)","(10.0, 17.5, 16.026315789473685)","(15.0, 29.0, 25.727272727272727)"
04-01-2023 14:52:17.493822,"(61.0, 200.0, 173.0769230769231)","(2.9, 4.2, 3.8666666666666667)","(3.4, 3.4, 3.314285714285714)","(11.0, 15.0, 13.956521739130435)","(3.5, 5.3, 4.994871794871795)","(12.0, 99999, 99990)","(10.0, 17.5, 16.026315789473685)","(15.0, 29.0, 25.727272727272727)"
04-01-2023 14:52:18.775793,"(61.0, 200.0, 173.0769230769231)","(2.9, 4.2, 3.7294117647058824)","(3.4, 3.4, 3.3523809523809525)","(11.0, 15.0, 13.956521739130435)","(3.5, 5.3, 4.994871794871795)","(12.0, 99999, 99990)","(10.0, 17.5, 16.026315789473685)","(15.0, 29.0, 25.727272727272727)"
04-01-2023 14:52:20.108894,"(61.0, 200.0, 150.0)","(2.9, 4.2, 3.8666666666666667)","(3.3, 3.4, 3.3666666666666667)","(11.0, 15.0, 13.956521739130435)","(3.5, 5.3, 4.949999999999999)","(12.0, 99999, 99990)","(10.0, 17.5, 16.026315789473685)","(15.0, 29.0, 25.727272727272727)"
04-01-2023 14:52:21.268854,"(61.0, 200.0, 150.0)","(2.9, 4.2, 3.8666666666666667)","(3.3, 3.4, 3.3666666666666667)","(11.0, 15.0, 13.956521739130435)","(3.5, 5.3, 4.9222222222222225)","(12.0, 99999, 99990)","(10.0, 17.5, 16.026315789473685)","(15.0, 29.0, 25.727272727272727)"
04-01-2023 14:52:22.491087,"(61.0, 200.0, 150.0)","(2.9, 4.2, 3.8666666666666667)","(3.3, 3.4, 3.3666666666666667)","(11.0, 15.0, 14.5)","(3.5, 5.3, 4.8578947368421055)","(12.0, 99999, 99990)","(10.0, 17.5, 16.026315789473685)","(15.0, 29.0, 25.727272727272727)"
04-01-2023 14:52:23.635076,"(61.0, 200.0, 182.85714285714286)","(2.9, 4.2, 3.6074074074074076)","(3.3, 3.4, 3.3666666666666667)","(11.0, 15.0, 13.206896551724139)","(3.6, 5.3, 4.79375)","(12.0, 99999, 99990)","(11.0, 17.5, 16.026315789473685)","(14.0, 29.0, 25.558823529411764)"
04-01-2023 14:52:24.785909,"(61.0, 200.0, 182.85714285714286)","(2.9, 4.1, 4.012499999999999)","(3.3, 3.4, 3.375)","(11.0, 14.5, 13.206896551724139)","(3.6, 5.3, 4.908333333333333)","(12.0, 99999, 99990)","(11.0, 17.5, 16.026315789473685)","(14.0, 29.0, 25.558823529411764)"
04-01-2023 14:52:25.951596,"(61.0, 200.0, 182.85714285714286)","(2.9, 4.1, 4.012499999999999)","(3.3, 3.4, 3.375)","(11.0, 14.5, 13.206896551724139)","(3.6, 5.2, 4.878571428571429)","(12.0, 99999, 99990)","(11.0, 17.5, 15.4)","(14.0, 29.0, 25.558823529411764)"
04-01-2023 14:52:27.104776,"(61.0, 200.0, 182.85714285714286)","(2.9, 4.1, 4.012499999999999)","(3.3, 3.4, 3.375)","(11.0, 14.5, 13.206896551724139)","(3.6, 5.2, 4.888888888888888)","(12.0, 99999, 99990)","(11.0, 17.5, 16.333333333333332)","(14.0, 29.0, 23.8)"
04-01-2023 14:52:28.330667,"(61.0, 200.0, 182.85714285714286)","(2.9, 4.1, 3.96)","(3.3, 3.4, 3.375)","(11.0, 14.5, 13.206896551724139)","(3.6, 5.2, 4.966666666666667)","(12.0, 99999, 99990)","(11.0, 17.5, 16.333333333333332)","(14.0, 29.0, 24.47826086956522)"
04-01-2023 14:52:29.530455,"(61.0, 200.0, 182.85714285714286)","(2.9, 4.1, 3.96)","(3.3, 3.4, 3.375)","(11.0, 14.5, 13.206896551724139)","(3.6, 5.2, 4.966666666666667)","(12.0, 99999, 99990)","(11.0, 17.5, 16.333333333333332)","(14.0, 29.0, 24.84)"
04-01-2023 14:52:30.723434,"(61.0, 200.0, 182.85714285714286)","(2.9, 4.1, 3.96)","(3.3, 3.4, 3.375)","(11.0, 14.5, 13.458333333333334)","(3.6, 5.2, 4.966666666666667)","(12.0, 99999, 99990)","(11.0, 17.5, 16.333333333333332)","(14.0, 29.0, 26.18918918918919)"
04-01-2023 14:52:31.970411,"(61.0, 200.0, 182.85714285714286)","(2.9, 4.1, 3.96)","(3.3, 3.4, 3.375)","(11.0, 14.0, 13.473684210526315)","(3.6, 5.2, 4.966666666666667)","(12.0, 99999, 99990)","(11.0, 17.5, 16.333333333333332)","(14.0, 29.0, 26.18918918918919)"
04-01-2023 14:52:33.160164,"(61.0, 200.0, 182.85714285714286)","(2.9, 4.1, 4.012499999999999)","(3.3, 3.4, 3.375)","(11.0, 14.0, 13.473684210526315)","(3.6, 5.2, 4.966666666666667)","(12.0, 99999, 99990)","(11.0, 17.5, 16.333333333333332)","(14.0, 29.0, 26.18918918918919)"
04-01-2023 14:52:34.309417,"(61.0, 200.0, 182.3529411764706)","(2.9, 4.1, 3.6227272727272726)","(3.3, 3.4, 3.375)","(11.0, 14.0, 13.473684210526315)","(3.6, 5.2, 4.831578947368421)","(12.0, 99999, 99990)","(11.0, 17.5, 16.333333333333332)","(14.0, 29.0, 26.18918918918919)"
04-01-2023 14:52:35.406616,"(61.0, 200.0, 193.75)","(2.9, 4.1, 3.5225)","(3.3, 3.4, 3.375)","(11.0, 14.0, 13.473684210526315)","(3.6, 5.2, 4.905263157894737)","(12.0, 99999, 99990)","(11.0, 17.5, 16.333333333333332)","(14.0, 29.0, 26.18918918918919)"
04-01-2023 14:52:36.492408,"(61.0, 200.0, 185.0)","(2.9, 4.1, 3.4756756756756757)","(3.3, 3.4, 3.375)","(11.0, 13.5, 13.426470588235293)","(3.6, 5.2, 4.868965517241379)","(12.0, 99999, 99990)","(11.0, 17.5, 16.333333333333332)","(14.0, 29.0, 26.18918918918919)"
04-01-2023 14:52:37.645895,"(61.0, 200.0, 185.0)","(2.9, 4.1, 3.436363636363636)","(3.3, 3.4, 3.375)","(11.0, 13.5, 13.426470588235293)","(3.6, 5.2, 4.91764705882353)","(12.0, 99999, 99990)","(11.0, 17.5, 16.75)","(14.0, 29.0, 26.23076923076923)"
