,Dr Racheal,Nyah Nyah Demon,Hustle Nina,Be Yourself,Hot Fudge,Mini Mason,Tinker Dan,Be Little
07-12-2022 17:59:23.415814,"(10.0, 12.5, 10.744897959183673)","(1.85, 1.95, 1.9333333333333333)","(4.6, 6.0, 5.416666666666666)","(41.0, 130.0, 122.5)","(10.0, 14.0, 13.095238095238095)","(11.0, 44.0, 42.44444444444444)","(11.0, 21.0, 18.5)","(8.5, 18.5, 18.25)"
07-12-2022 17:59:24.780569,"(10.0, 12.5, 10.744897959183673)","(1.85, 1.95, 1.9857142857142858)","(4.6, 6.0, 5.416666666666666)","(41.0, 130.0, 122.70270270270271)","(10.0, 14.0, 13.048780487804878)","(11.0, 44.0, 32.10526315789474)","(11.0, 21.0, 20.7)","(8.5, 18.5, 18.25)"
07-12-2022 17:59:26.078114,"(10.0, 12.0, 10.5)","(1.85, 2.0, 1.9857142857142858)","(4.6, 6.0, 5.416666666666666)","(41.0, 130.0, 105.45454545454545)","(10.0, 14.0, 13.048780487804878)","(11.0, 40.0, 32.10526315789474)","(11.0, 21.0, 21.285714285714285)","(8.5, 18.5, 18.44736842105263)"
07-12-2022 17:59:27.412787,"(10.0, 12.0, 10.476190476190476)","(1.85, 2.0, 1.955)","(4.6, 6.0, 5.416666666666666)","(41.0, 130.0, 110.9090909090909)","(10.0, 14.0, 13.048780487804878)","(11.0, 40.0, 32.10526315789474)","(11.0, 23.0, 21.285714285714285)","(8.5, 18.5, 18.44736842105263)"
07-12-2022 17:59:28.654470,"(10.0, 12.0, 10.357142857142858)","(1.85, 2.0, 1.955)","(4.6, 6.0, 5.5)","(41.0, 140.0, 117.5)","(10.0, 14.0, 13.048780487804878)","(11.0, 40.0, 32.10526315789474)","(11.0, 23.0, 22.25)","(8.5, 18.5, 18.333333333333332)"
07-12-2022 17:59:29.933313,"(10.0, 12.0, 10.357142857142858)","(1.85, 2.0, 1.9175)","(4.6, 6.0, 5.5)","(41.0, 140.0, 108.5)","(10.0, 14.0, 13.048780487804878)","(11.0, 40.0, 32.10526315789474)","(11.0, 23.0, 22.25)","(8.5, 18.5, 18.392857142857142)"
07-12-2022 17:59:31.123371,"(10.0, 12.0, 10.357142857142858)","(1.85, 2.0, 1.9175)","(4.6, 6.0, 5.5)","(41.0, 140.0, 108.5)","(10.0, 14.0, 13.048780487804878)","(11.0, 40.0, 32.10526315789474)","(11.0, 23.0, 22.25)","(8.5, 18.5, 18.35)"
07-12-2022 17:59:32.318152,"(10.0, 12.0, 10.263157894736842)","(1.85, 2.0, 1.92125)","(4.6, 6.0, 5.5)","(41.0, 140.0, 108.5)","(10.0, 14.0, 13.048780487804878)","(11.0, 40.0, 32.10526315789474)","(11.0, 23.0, 22.25)","(8.5, 18.5, 18.35)"
07-12-2022 17:59:33.714084,"(10.0, 12.0, 10.263157894736842)","(1.85, 2.0, 1.92125)","(4.6, 6.0, 5.5)","(41.0, 140.0, 108.5)","(10.0, 14.0, 13.048780487804878)","(11.0, 40.0, 32.10526315789474)","(11.0, 23.0, 22.25)","(8.5, 18.5, 18.384615384615383)"
07-12-2022 17:59:35.026754,"(10.0, 11.5, 11.31)","(1.85, 1.99, 1.915)","(4.6, 6.0, 5.5)","(41.0, 140.0, 120.0)","(10.0, 14.0, 13.048780487804878)","(11.0, 40.0, 32.10526315789474)","(11.0, 23.0, 22.842105263157894)","(8.5, 18.5, 18.928571428571427)"
07-12-2022 17:59:36.236683,"(10.0, 11.5, 10.65)","(1.85, 1.99, 1.915)","(4.6, 6.0, 5.5)","(41.0, 140.0, 120.0)","(10.0, 14.0, 13.048780487804878)","(11.0, 40.0, 32.10526315789474)","(11.0, 23.0, 22.842105263157894)","(8.5, 19.5, 18.928571428571427)"
07-12-2022 17:59:37.521808,"(10.0, 11.5, 11.257142857142856)","(1.85, 1.99, 1.915)","(4.6, 6.0, 5.5)","(41.0, 140.0, 120.0)","(10.0, 14.0, 13.048780487804878)","(11.0, 40.0, 32.10526315789474)","(11.0, 23.0, 22.842105263157894)","(8.5, 21.0, 20.416666666666668)"
07-12-2022 17:59:38.846419,"(10.0, 11.5, 11.2875)","(1.85, 1.99, 1.915)","(4.6, 6.0, 5.5)","(41.0, 140.0, 120.0)","(10.0, 14.0, 13.048780487804878)","(11.0, 40.0, 32.68292682926829)","(11.0, 23.0, 22.375)","(8.5, 21.0, 20.416666666666668)"
07-12-2022 17:59:40.158248,"(10.0, 11.5, 11.2875)","(1.85, 1.96, 1.935)","(4.6, 5.2, 5.085)","(41.0, 140.0, 120.0)","(10.0, 14.0, 13.333333333333332)","(11.0, 40.0, 32.68292682926829)","(11.0, 24.0, 21.125)","(8.5, 21.0, 20.65)"
07-12-2022 17:59:41.717732,"(10.0, 11.5, 11.415)","(1.85, 1.96, 1.952)","(4.6, 5.1, 5.085)","(41.0, 140.0, 120.0)","(10.0, 13.5, 13.333333333333332)","(11.0, 40.0, 32.68292682926829)","(11.0, 23.0, 21.428571428571427)","(8.5, 21.0, 20.65)"
07-12-2022 17:59:43.139202,"(10.0, 11.5, 10.04054054054054)","(1.85, 1.96, 1.954)","(4.6, 5.1, 5.085)","(41.0, 140.0, 125.0)","(10.0, 13.5, 12.25)","(11.0, 40.0, 32.68292682926829)","(11.0, 22.0, 21.428571428571427)","(8.5, 21.0, 20.65)"
07-12-2022 17:59:44.584880,"(10.0, 11.5, 10.347457627118644)","(1.85, 1.98, 1.9639130434782608)","(4.6, 5.2, 4.9)","(41.0, 150.0, 145.0)","(10.0, 13.5, 11.15625)","(11.0, 40.0, 32.68292682926829)","(11.0, 22.0, 21.88235294117647)","(8.5, 21.0, 20.65)"
07-12-2022 17:59:46.112648,"(10.0, 11.5, 10.347457627118644)","(1.85, 1.99, 1.9639130434782608)","(4.6, 5.2, 4.9)","(41.0, 150.0, 145.0)","(10.0, 13.5, 11.136363636363637)","(11.0, 40.0, 32.68292682926829)","(11.0, 22.0, 23.45)","(8.5, 21.0, 20.90277777777778)"
07-12-2022 17:59:47.557695,"(10.0, 11.5, 10.347457627118644)","(1.85, 1.99, 1.9496153846153845)","(4.6, 5.2, 5.05)","(41.0, 150.0, 145.0)","(10.0, 13.5, 11.136363636363637)","(11.0, 40.0, 32.5)","(11.0, 24.0, 23.45)","(8.5, 21.0, 20.90277777777778)"
07-12-2022 17:59:49.142951,"(10.0, 11.5, 10.347457627118644)","(1.85, 1.99, 1.9578571428571427)","(4.6, 5.2, 5.073684210526316)","(41.0, 150.0, 145.0)","(10.0, 13.5, 11.136363636363637)","(11.0, 40.0, 31.89189189189189)","(11.0, 24.0, 22.307692307692307)","(8.5, 21.0, 20.90277777777778)"
07-12-2022 17:59:50.874697,"(10.0, 11.5, 10.23220338983051)","(1.85, 1.99, 1.9525)","(4.6, 5.2, 5.015384615384615)","(41.0, 150.0, 145.0)","(10.0, 13.5, 11.136363636363637)","(11.0, 40.0, 31.89189189189189)","(11.0, 24.0, 20.944444444444443)","(8.5, 22.0, 21.333333333333332)"
07-12-2022 17:59:52.280550,"(10.0, 11.5, 10.23220338983051)","(1.85, 1.99, 1.9525)","(4.6, 5.2, 5.015384615384615)","(41.0, 150.0, 145.0)","(9.0, 13.5, 11.136363636363637)","(13.0, 40.0, 31.89189189189189)","(11.0, 24.0, 20.944444444444443)","(9.0, 22.0, 21.428571428571427)"
07-12-2022 17:59:53.622110,"(9.0, 11.5, 10.23220338983051)","(1.8, 1.99, 1.9578571428571427)","(4.4, 5.2, 5.015384615384615)","(31.0, 150.0, 146.66666666666666)","(9.0, 13.5, 11.136363636363637)","(13.0, 40.0, 32.25806451612903)","(11.0, 24.0, 21.708333333333332)","(9.0, 22.0, 21.428571428571427)"
07-12-2022 17:59:54.826600,"(9.0, 11.5, 10.23220338983051)","(1.8, 1.99, 1.947142857142857)","(4.4, 5.2, 5.015384615384615)","(31.0, 170.0, 161.57894736842104)","(9.0, 13.5, 11.136363636363637)","(13.0, 40.0, 32.5)","(11.0, 24.0, 23.605263157894736)","(9.0, 22.0, 21.666666666666668)"
07-12-2022 17:59:56.217775,"(9.0, 11.5, 10.23220338983051)","(1.8, 1.99, 1.9746153846153847)","(4.4, 5.2, 5.0285714285714285)","(31.0, 170.0, 161.7948717948718)","(9.0, 13.5, 11.136363636363637)","(13.0, 40.0, 32.5)","(11.0, 24.0, 23.605263157894736)","(9.0, 22.0, 21.125)"
07-12-2022 17:59:57.826087,"(9.0, 11.5, 10.23220338983051)","(1.8, 1.98, 1.9746153846153847)","(4.4, 5.2, 5.0285714285714285)","(31.0, 170.0, 161.7948717948718)","(9.0, 13.5, 11.136363636363637)","(13.0, 40.0, 32.5)","(11.0, 24.0, 23.605263157894736)","(9.0, 22.0, 21.125)"
07-12-2022 17:59:59.362735,"(9.0, 11.5, 10.23220338983051)","(1.8, 1.98, 1.9746153846153847)","(4.4, 5.2, 5.0285714285714285)","(31.0, 170.0, 161.7948717948718)","(9.0, 13.5, 11.136363636363637)","(13.0, 40.0, 34.4)","(11.0, 24.0, 23.605263157894736)","(9.0, 22.0, 20.5)"
07-12-2022 18:00:00.776589,"(9.0, 11.5, 10.23220338983051)","(1.8, 1.98, 1.9746153846153847)","(4.4, 5.2, 5.05)","(31.0, 170.0, 161.7948717948718)","(9.0, 13.5, 11.136363636363637)","(13.0, 38.0, 34.4)","(11.0, 24.0, 23.605263157894736)","(9.0, 22.0, 20.5)"
07-12-2022 18:00:02.355526,"(9.0, 11.5, 10.23220338983051)","(1.8, 1.98, 1.97125)","(4.4, 5.2, 5.0285714285714285)","(41.0, 170.0, 161.42857142857142)","(9.0, 13.5, 11.136363636363637)","(13.0, 38.0, 31.185185185185183)","(11.0, 24.0, 23.605263157894736)","(9.0, 22.0, 20.5)"
07-12-2022 18:00:04.208472,"(9.0, 11.5, 10.23220338983051)","(1.8, 2.0, 1.9729999999999999)","(4.4, 5.2, 4.8307692307692305)","(41.0, 170.0, 165.0)","(9.0, 13.5, 11.136363636363637)","(13.0, 38.0, 30.864864864864863)","(11.0, 24.0, 23.605263157894736)","(9.0, 21.0, 21.55128205128205)"
07-12-2022 18:00:05.771972,"(9.0, 11.5, 10.23220338983051)","(1.8, 2.0, 1.9865)","(4.4, 5.2, 4.8307692307692305)","(41.0, 170.0, 192.5)","(9.0, 13.5, 11.136363636363637)","(13.0, 38.0, 30.864864864864863)","(11.0, 24.0, 23.307692307692307)","(9.0, 22.0, 21.583333333333332)"
07-12-2022 18:00:07.341661,"(9.0, 11.5, 10.23220338983051)","(1.8, 2.0, 1.9865)","(4.4, 5.2, 4.8307692307692305)","(41.0, 210.0, 170.0)","(9.0, 13.5, 11.136363636363637)","(13.0, 38.0, 30.864864864864863)","(11.0, 24.0, 23.307692307692307)","(9.0, 22.0, 21.583333333333332)"
07-12-2022 18:00:08.818018,"(9.0, 11.5, 10.23220338983051)","(1.8, 2.0, 1.9896153846153846)","(4.4, 5.2, 4.8307692307692305)","(41.0, 210.0, 170.0)","(9.0, 13.5, 11.136363636363637)","(13.0, 38.0, 30.864864864864863)","(11.0, 24.0, 23.035714285714285)","(9.0, 22.0, 20.928571428571427)"
07-12-2022 18:00:10.316660,"(9.0, 11.5, 10.23220338983051)","(1.8, 2.02, 1.988)","(4.4, 5.2, 4.8307692307692305)","(41.0, 210.0, 192.5)","(9.0, 13.5, 11.136363636363637)","(13.0, 38.0, 30.864864864864863)","(11.0, 24.0, 23.69318181818182)","(9.0, 22.0, 21.571428571428573)"
07-12-2022 18:00:11.697707,"(9.0, 11.5, 10.23220338983051)","(1.8, 2.02, 1.988)","(4.4, 5.2, 4.8307692307692305)","(41.0, 210.0, 192.5)","(9.0, 13.5, 11.136363636363637)","(13.0, 38.0, 30.864864864864863)","(11.0, 24.0, 23.69318181818182)","(9.0, 22.0, 21.571428571428573)"
07-12-2022 18:00:13.264300,"(9.0, 11.5, 10.23220338983051)","(1.8, 2.02, 1.99)","(4.4, 5.2, 4.9714285714285715)","(41.0, 210.0, 192.5)","(9.0, 13.5, 11.136363636363637)","(13.0, 38.0, 30.864864864864863)","(11.0, 24.0, 23.790697674418606)","(9.0, 22.0, 21.666666666666668)"
07-12-2022 18:00:14.753010,"(9.0, 11.5, 9.965853658536586)","(1.8, 2.04, 2.0294736842105263)","(4.4, 5.2, 5.105882352941176)","(41.0, 210.0, 192.5)","(9.0, 13.5, 11.088235294117647)","(13.0, 38.0, 30.47761194029851)","(11.0, 24.0, 23.790697674418606)","(9.0, 22.0, 21.666666666666668)"
07-12-2022 18:00:16.160264,"(9.0, 11.5, 10.162650602409638)","(1.8, 2.04, 2.0294736842105263)","(4.4, 5.2, 5.122580645161291)","(41.0, 210.0, 168.33333333333334)","(9.0, 13.5, 11.088235294117647)","(13.0, 38.0, 30.47761194029851)","(11.0, 24.0, 23.790697674418606)","(9.0, 22.0, 20.95945945945946)"
07-12-2022 18:00:17.608610,"(9.0, 11.5, 10.513333333333334)","(1.8, 2.04, 2.0300000000000002)","(4.4, 5.2, 5.0181818181818185)","(41.0, 210.0, 171.53846153846155)","(9.0, 13.5, 11.088235294117647)","(13.0, 38.0, 30.246153846153845)","(11.0, 24.0, 23.846153846153847)","(9.0, 21.0, 20.957142857142856)"
07-12-2022 18:00:19.277334,"(9.0, 11.5, 10.513333333333334)","(1.8, 2.04, 2.026666666666667)","(4.4, 5.2, 5.051851851851852)","(41.0, 190.0, 180.0)","(9.0, 13.5, 11.088235294117647)","(13.0, 38.0, 30.246153846153845)","(11.0, 24.0, 23.666666666666668)","(9.0, 21.0, 20.97692307692308)"
07-12-2022 18:00:20.880450,"(9.0, 11.5, 10.02)","(1.8, 2.04, 2.08)","(4.4, 5.2, 5.0)","(41.0, 190.0, 180.0)","(9.0, 13.5, 11.088235294117647)","(13.0, 38.0, 30.246153846153845)","(12.0, 24.0, 23.666666666666668)","(9.0, 21.0, 20.891304347826086)"
07-12-2022 18:00:22.424460,"(9.0, 11.5, 10.02)","(1.8, 2.14, 2.08)","(4.4, 5.2, 4.95925925925926)","(41.0, 190.0, 180.0)","(9.0, 13.5, 11.084269662921349)","(13.0, 38.0, 30.246153846153845)","(12.0, 24.0, 23.666666666666668)","(9.0, 21.0, 20.891304347826086)"
07-12-2022 18:00:23.894518,"(9.0, 11.5, 10.02)","(1.8, 2.14, 2.0880645161290325)","(4.4, 5.2, 5.066101694915254)","(41.0, 190.0, 180.0)","(9.0, 13.5, 11.088235294117647)","(13.0, 38.0, 29.140625)","(12.0, 24.0, 23.5)","(9.0, 21.0, 20.954545454545453)"
07-12-2022 18:00:25.293205,"(9.0, 11.5, 9.907594936708861)","(1.8, 2.12, 2.1052631578947367)","(4.4, 5.1, 5.066101694915254)","(41.0, 190.0, 180.0)","(9.0, 13.5, 11.088235294117647)","(13.0, 38.0, 29.53846153846154)","(12.0, 24.0, 23.857142857142858)","(9.0, 21.0, 20.954545454545453)"
07-12-2022 18:00:26.785152,"(9.0, 11.5, 9.887179487179488)","(1.8, 2.12, 2.1052631578947367)","(4.4, 5.1, 5.028)","(41.0, 190.0, 184.28571428571428)","(9.0, 13.5, 11.088235294117647)","(13.0, 36.0, 29.38888888888889)","(12.0, 24.0, 23.903225806451612)","(9.0, 21.0, 20.934782608695652)"
07-12-2022 18:00:28.490841,"(9.0, 11.0, 10.277777777777779)","(1.8, 2.12, 2.090526315789474)","(4.4, 5.1, 5.028)","(41.0, 190.0, 184.28571428571428)","(9.0, 13.5, 11.088235294117647)","(13.0, 36.0, 29.304347826086957)","(12.0, 24.0, 23.666666666666668)","(9.0, 21.0, 20.90909090909091)"
07-12-2022 18:00:30.061932,"(9.0, 11.0, 10.277777777777779)","(1.8, 2.12, 2.090526315789474)","(4.4, 5.1, 5.028)","(41.0, 190.0, 184.28571428571428)","(9.0, 13.5, 11.088235294117647)","(13.0, 36.0, 29.38888888888889)","(12.0, 24.0, 23.666666666666668)","(9.0, 21.0, 20.944444444444443)"
07-12-2022 18:00:31.585630,"(9.0, 11.0, 10.25)","(1.8, 2.12, 2.072)","(4.4, 5.1, 5.028)","(41.0, 190.0, 184.28571428571428)","(9.0, 13.5, 11.088235294117647)","(13.0, 36.0, 29.38888888888889)","(12.0, 24.0, 23.666666666666668)","(9.0, 21.0, 20.944444444444443)"
07-12-2022 18:00:33.205265,"(9.0, 10.5, 9.95)","(1.8, 2.12, 2.072)","(4.4, 5.1, 5.028)","(41.0, 190.0, 184.28571428571428)","(9.0, 13.5, 12.85)","(13.0, 36.0, 29.15909090909091)","(12.0, 24.0, 23.875)","(9.0, 21.0, 20.944444444444443)"
07-12-2022 18:00:34.784136,"(10.0, 10.5, 10.355555555555556)","(1.75, 2.12, 2.079090909090909)","(4.6, 5.1, 5.047058823529412)","(41.0, 190.0, 184.28571428571428)","(10.0, 13.0, 11.036363636363637)","(14.0, 36.0, 29.109375)","(12.0, 24.0, 23.875)","(9.0, 21.0, 20.96969696969697)"
07-12-2022 18:00:36.348865,"(10.0, 10.5, 10.377777777777778)","(1.75, 2.12, 2.079090909090909)","(4.6, 5.1, 5.14)","(41.0, 190.0, 184.28571428571428)","(10.0, 13.0, 11.191176470588236)","(14.0, 36.0, 29.11111111111111)","(12.0, 24.0, 23.96078431372549)","(9.0, 21.0, 24.923076923076923)"
07-12-2022 18:00:37.837439,"(10.0, 10.5, 10.246153846153847)","(1.75, 2.12, 2.079090909090909)","(4.6, 5.3, 5.14)","(41.0, 190.0, 184.28571428571428)","(10.0, 13.0, 11.35)","(14.0, 36.0, 30.0)","(12.0, 24.0, 23.96078431372549)","(9.0, 25.0, 24.776119402985074)"
07-12-2022 18:00:39.356536,"(10.0, 10.5, 10.246153846153847)","(1.75, 2.04, 2.023673469387755)","(4.6, 5.4, 5.036363636363637)","(41.0, 190.0, 184.28571428571428)","(10.0, 12.5, 11.35)","(14.0, 34.0, 30.0)","(12.0, 24.0, 23.96078431372549)","(9.0, 25.0, 24.776119402985074)"
07-12-2022 18:00:40.828715,"(10.0, 10.5, 10.246153846153847)","(1.75, 2.04, 2.023673469387755)","(4.6, 5.4, 5.133333333333334)","(41.0, 190.0, 184.28571428571428)","(10.0, 12.5, 11.35)","(14.0, 34.0, 30.0)","(12.0, 24.0, 23.96078431372549)","(9.0, 25.0, 24.779411764705884)"
07-12-2022 18:00:42.289402,"(10.0, 10.5, 9.664285714285715)","(1.75, 2.06, 2.054375)","(4.6, 5.4, 5.133333333333334)","(41.0, 190.0, 184.28571428571428)","(10.0, 12.5, 11.35)","(14.0, 34.0, 29.333333333333332)","(12.0, 24.0, 23.96078431372549)","(9.0, 25.0, 24.51388888888889)"
07-12-2022 18:00:44.015236,"(10.0, 10.5, 9.66)","(1.75, 2.06, 2.0505263157894738)","(4.6, 5.4, 5.358333333333333)","(41.0, 190.0, 184.28571428571428)","(10.0, 12.5, 10.75)","(14.0, 34.0, 28.666666666666668)","(12.0, 24.0, 23.94736842105263)","(9.0, 25.0, 24.63157894736842)"
07-12-2022 18:00:45.796388,"(10.0, 10.5, 9.66)","(1.75, 2.06, 2.048)","(4.6, 5.4, 5.358333333333333)","(41.0, 190.0, 184.28571428571428)","(10.0, 12.5, 10.675)","(14.0, 34.0, 28.338028169014084)","(12.0, 24.0, 23.94736842105263)","(9.0, 25.0, 22.983606557377048)"
07-12-2022 18:00:47.474709,"(10.0, 10.5, 9.66)","(1.75, 2.06, 2.048)","(4.6, 5.4, 5.358333333333333)","(41.0, 190.0, 184.28571428571428)","(10.0, 12.5, 10.675)","(14.0, 34.0, 28.5)","(12.0, 24.0, 23.94736842105263)","(9.0, 23.0, 22.980392156862745)"
07-12-2022 18:00:49.001847,"(10.0, 10.5, 9.66)","(1.75, 2.06, 2.048)","(4.6, 5.4, 5.358333333333333)","(41.0, 190.0, 184.28571428571428)","(10.0, 12.5, 10.675)","(14.0, 34.0, 28.823529411764707)","(12.0, 24.0, 23.94736842105263)","(9.0, 23.0, 24.4)"
07-12-2022 18:00:50.474203,"(10.0, 10.5, 9.66)","(1.75, 2.06, 2.048)","(4.6, 5.4, 5.358333333333333)","(41.0, 190.0, 184.28571428571428)","(10.0, 12.0, 11.5)","(14.0, 34.0, 28.823529411764707)","(12.0, 24.0, 23.94736842105263)","(9.0, 25.0, 24.176470588235293)"
07-12-2022 18:00:52.001550,"(10.0, 10.5, 9.647368421052631)","(1.75, 2.08, 2.0990217391304347)","(4.6, 5.4, 5.358333333333333)","(41.0, 190.0, 184.28571428571428)","(10.0, 12.0, 10.795918367346939)","(14.0, 34.0, 28.823529411764707)","(12.0, 24.0, 23.94736842105263)","(9.0, 25.0, 24.53846153846154)"
07-12-2022 18:00:53.638373,"(10.0, 10.5, 9.647368421052631)","(1.75, 2.1, 2.098775510204082)","(4.6, 5.4, 5.311764705882354)","(41.0, 190.0, 184.28571428571428)","(10.0, 11.5, 10.795918367346939)","(14.0, 34.0, 28.823529411764707)","(12.0, 24.0, 23.94736842105263)","(9.0, 25.0, 24.53846153846154)"
07-12-2022 18:00:55.074778,"(10.0, 10.5, 9.6375)","(1.75, 2.1, 2.098976109215017)","(4.6, 5.4, 5.311764705882354)","(41.0, 190.0, 181.57894736842104)","(10.0, 11.5, 10.565217391304348)","(14.0, 34.0, 28.5)","(12.0, 24.0, 23.94736842105263)","(9.0, 25.0, 25.666666666666668)"
07-12-2022 18:00:56.576453,"(10.0, 10.5, 9.633333333333333)","(1.75, 2.1, 2.09)","(4.6, 5.4, 5.268421052631579)","(41.0, 190.0, 184.28571428571428)","(10.0, 11.5, 10.661016949152543)","(14.0, 34.0, 28.923076923076923)","(12.0, 24.0, 23.94871794871795)","(9.0, 27.0, 26.09090909090909)"
07-12-2022 18:00:57.889947,"(10.0, 10.5, 9.633333333333333)","(1.75, 2.1, 2.09)","(4.6, 5.4, 5.268421052631579)","(41.0, 190.0, 184.28571428571428)","(10.0, 11.5, 10.65)","(14.0, 34.0, 28.923076923076923)","(12.0, 24.0, 23.94871794871795)","(9.0, 27.0, 25.5)"
07-12-2022 18:00:59.157091,"(10.0, 10.5, 9.633333333333333)","(1.75, 2.1, 2.0828571428571427)","(4.6, 5.4, 5.238235294117647)","(41.0, 190.0, 184.28571428571428)","(10.0, 11.5, 10.65)","(14.0, 34.0, 28.612244897959183)","(12.0, 24.0, 23.94871794871795)","(9.0, 27.0, 25.25)"
07-12-2022 18:01:00.471610,"(10.0, 10.5, 9.728571428571428)","(1.75, 2.1, 2.0745454545454547)","(4.6, 5.4, 5.238235294117647)","(41.0, 190.0, 181.57894736842104)","(10.0, 11.5, 10.65)","(14.0, 34.0, 28.923076923076923)","(12.0, 24.0, 23.94871794871795)","(9.0, 27.0, 25.25)"
07-12-2022 18:01:01.810625,"(10.0, 10.5, 9.9)","(1.75, 2.1, 2.0745454545454547)","(4.6, 5.4, 5.284)","(41.0, 190.0, 185.29411764705884)","(10.0, 11.5, 10.845454545454546)","(14.0, 34.0, 28.923076923076923)","(12.0, 24.0, 23.95)","(9.0, 27.0, 25.25)"
07-12-2022 18:01:03.220353,"(10.0, 10.5, 9.9)","(1.75, 2.1, 2.0745454545454547)","(4.6, 5.3, 5.284)","(41.0, 190.0, 185.29411764705884)","(10.0, 11.5, 10.845454545454546)","(14.0, 34.0, 28.923076923076923)","(12.0, 24.0, 23.95)","(9.0, 27.0, 26.263157894736842)"
07-12-2022 18:01:04.611367,"(10.0, 10.5, 9.9)","(1.75, 2.1, 2.0983783783783783)","(4.6, 5.3, 5.282608695652174)","(41.0, 190.0, 184.7826086956522)","(10.0, 11.5, 10.81578947368421)","(14.0, 34.0, 30.285714285714285)","(13.0, 24.0, 23.95)","(10.0, 27.0, 26.714285714285715)"
07-12-2022 18:01:06.004421,"(10.0, 10.5, 9.9)","(1.75, 2.1, 2.0983783783783783)","(4.6, 5.3, 5.282608695652174)","(41.0, 190.0, 184.7826086956522)","(10.0, 11.0, 10.794871794871796)","(14.0, 32.0, 30.285714285714285)","(13.0, 24.0, 23.95)","(10.0, 27.0, 26.714285714285715)"
07-12-2022 18:01:07.393687,"(10.0, 10.5, 9.9)","(1.75, 2.08, 2.0793548387096776)","(4.6, 5.3, 5.1869565217391305)","(41.0, 190.0, 184.7826086956522)","(10.0, 11.0, 10.794871794871796)","(14.0, 32.0, 30.285714285714285)","(13.0, 24.0, 23.95)","(10.0, 27.0, 26.714285714285715)"
07-12-2022 18:01:08.814748,"(8.5, 10.5, 9.9)","(1.75, 2.08, 2.0793415637860084)","(4.2, 5.2, 5.088888888888889)","(61.0, 190.0, 184.7826086956522)","(9.0, 11.0, 10.63265306122449)","(17.0, 32.0, 30.285714285714285)","(15.0, 24.0, 23.95)","(13.0, 27.0, 26.647058823529413)"
07-12-2022 18:01:10.219942,"(8.5, 10.5, 9.9)","(1.75, 2.08, 2.0793415637860084)","(4.2, 5.1, 5.085714285714285)","(61.0, 190.0, 184.7826086956522)","(9.0, 11.0, 10.617021276595745)","(17.0, 32.0, 28.333333333333332)","(15.0, 24.0, 23.95)","(13.0, 27.0, 26.55)"
07-12-2022 18:01:11.671971,"(8.5, 10.5, 9.9)","(1.75, 2.08, 2.0793415637860084)","(4.2, 5.1, 5.085714285714285)","(61.0, 190.0, 184.7826086956522)","(9.0, 11.0, 10.617021276595745)","(17.0, 30.0, 27.428571428571427)","(15.0, 24.0, 23.95)","(13.0, 27.0, 26.82)"
07-12-2022 18:01:13.006996,"(8.5, 10.5, 9.9)","(1.75, 2.08, 2.0793415637860084)","(4.2, 5.1, 5.085714285714285)","(61.0, 190.0, 184.7826086956522)","(9.0, 11.0, 10.63265306122449)","(17.0, 30.0, 27.352941176470587)","(15.0, 24.0, 23.95)","(13.0, 27.0, 26.82)"
07-12-2022 18:01:14.352776,"(8.5, 10.5, 10.3)","(1.75, 2.08, 2.0793415637860084)","(4.2, 5.1, 4.988888888888889)","(61.0, 190.0, 184.7826086956522)","(9.0, 11.0, 10.63265306122449)","(17.0, 30.0, 27.352941176470587)","(15.0, 24.0, 23.95)","(13.0, 27.0, 26.82)"
07-12-2022 18:01:15.850581,"(8.5, 10.5, 10.36)","(1.75, 2.08, 2.0793415637860084)","(4.2, 5.0, 4.988888888888889)","(61.0, 190.0, 184.7826086956522)","(9.0, 11.0, 10.63265306122449)","(17.0, 30.0, 27.272727272727273)","(15.0, 24.0, 23.95)","(13.0, 27.0, 26.82)"
07-12-2022 18:01:17.195261,"(8.5, 10.5, 10.406666666666666)","(1.75, 2.08, 2.0793415637860084)","(4.2, 5.0, 4.9862068965517246)","(61.0, 190.0, 184.7826086956522)","(9.0, 11.0, 10.63265306122449)","(17.0, 30.0, 27.333333333333332)","(15.0, 24.0, 23.95)","(13.0, 27.0, 26.891304347826086)"
07-12-2022 18:01:18.600846,"(8.5, 11.0, 10.0625)","(1.75, 2.08, 2.0793415637860084)","(4.2, 5.0, 4.975)","(61.0, 190.0, 184.7826086956522)","(9.0, 11.0, 10.63265306122449)","(17.0, 30.0, 28.0)","(15.0, 24.0, 23.95)","(13.0, 27.0, 26.830188679245282)"
07-12-2022 18:01:19.946610,"(8.5, 10.5, 10.0625)","(1.75, 2.08, 2.0793415637860084)","(4.2, 5.0, 4.975)","(61.0, 190.0, 184.7826086956522)","(9.0, 11.0, 10.714285714285714)","(17.0, 29.0, 28.23076923076923)","(15.0, 24.0, 23.95)","(13.0, 27.0, 26.82)"
07-12-2022 18:01:21.308948,"(8.5, 10.5, 10.035714285714286)","(1.75, 2.08, 2.0793415637860084)","(4.2, 5.0, 4.98)","(61.0, 190.0, 184.85714285714286)","(9.0, 11.0, 10.714285714285714)","(17.0, 29.0, 27.695652173913043)","(15.0, 24.0, 23.95)","(13.0, 27.0, 26.82)"
