,Kaypat World,Aerobic Maximum,Urban Girl,Side Kick,All Vogue,Maywyn Kama,Out Of Turmoil
16-12-2022 15:02:34.555823,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 8.275)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:02:35.584729,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 8.275)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:02:36.621999,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 8.275)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:02:37.628782,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 8.275)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:02:38.747468,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 8.275)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:02:39.847200,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 8.275)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:02:40.899052,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 8.275)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:02:41.951356,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 8.275)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:02:43.061781,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 8.275)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:02:44.224644,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 8.275)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:02:45.334354,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 8.275)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:02:46.500615,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 8.275)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:02:47.470691,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 8.275)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:02:48.445671,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 8.275)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:02:49.573108,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 8.275)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:02:50.661840,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 8.275)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:02:51.745299,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 8.275)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:02:52.734353,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 8.275)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:02:53.770465,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 8.275)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:02:54.803209,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 8.275)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:02:55.903748,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 8.275)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:02:56.951061,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:02:58.026126,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:02:59.055432,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:00.139163,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:01.127317,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:02.114382,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:03.211959,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:04.393009,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:05.616001,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 4.3149999999999995)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:06.816906,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 4.71047619047619)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:07.915358,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 4.242)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:08.991527,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 4.242)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:10.217045,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:11.443657,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:12.655912,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:13.790281,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:14.937138,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:16.063486,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:17.266837,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:18.456770,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:19.865348,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:21.059267,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:22.273663,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 24.25)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:23.577270,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 31.666666666666668)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:24.883732,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 31.666666666666668)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:26.290148,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 23.75)","(5.0, 9.0, 7.975)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:27.516597,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 23.75)","(5.0, 9.0, 6.362500000000001)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:28.942404,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 23.75)","(5.0, 8.8, 6.362500000000001)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.025)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:30.639605,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 23.75)","(5.0, 8.8, 6.362500000000001)","(2.7, 4.3, 3.42)","(5.0, 9.4, 9.185714285714287)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:31.875885,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 23.75)","(5.0, 8.8, 6.362500000000001)","(2.7, 4.3, 3.42)","(5.0, 9.4, 7.933333333333334)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:33.110006,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 23.75)","(5.0, 8.8, 6.362500000000001)","(2.7, 4.3, 3.42)","(5.0, 9.4, 7.933333333333334)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:34.360701,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 23.75)","(5.0, 8.8, 6.362500000000001)","(2.7, 4.3, 3.42)","(5.0, 9.4, 7.933333333333334)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:35.581143,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 23.75)","(5.0, 8.8, 6.362500000000001)","(2.7, 4.3, 3.42)","(5.0, 9.4, 7.933333333333334)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:36.852064,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 23.75)","(5.0, 8.8, 6.362500000000001)","(2.7, 4.3, 3.42)","(5.0, 9.4, 7.933333333333334)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:38.146756,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 23.75)","(5.0, 8.8, 6.362500000000001)","(2.7, 4.3, 3.42)","(5.0, 9.4, 7.933333333333334)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:39.409334,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 23.75)","(5.0, 8.8, 6.362500000000001)","(2.7, 4.4, 3.105294117647059)","(5.0, 9.4, 7.933333333333334)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:40.768056,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 23.75)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.4, 3.376)","(5.0, 9.4, 7.933333333333334)","(2.9, 4.8, 3.435)","(19.0, 65.0, 38.888888888888886)"
16-12-2022 15:03:42.121775,"(12.0, 34.0, 16.916666666666668)","(14.0, 34.0, 29.0)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 7.9)","(2.9, 4.8, 3.435)","(19.0, 65.0, 40.11764705882353)"
16-12-2022 15:03:43.696020,"(12.0, 34.0, 22.61111111111111)","(14.0, 34.0, 29.0)","(5.0, 8.8, 6.362500000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 7.9)","(2.9, 4.8, 3.435)","(19.0, 65.0, 40.11764705882353)"
16-12-2022 15:03:45.151733,"(12.0, 34.0, 22.61111111111111)","(14.0, 34.0, 29.0)","(5.0, 8.8, 6.362500000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 7.9)","(2.9, 4.8, 3.435)","(19.0, 65.0, 40.11764705882353)"
16-12-2022 15:03:47.115410,"(12.0, 34.0, 22.61111111111111)","(14.0, 34.0, 29.0)","(5.0, 8.8, 6.362500000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 7.9)","(2.9, 4.8, 4.26)","(19.0, 65.0, 40.11764705882353)"
16-12-2022 15:03:49.033926,"(12.0, 34.0, 22.61111111111111)","(14.0, 34.0, 29.0)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 7.9)","(2.9, 4.8, 4.26)","(19.0, 65.0, 40.11764705882353)"
16-12-2022 15:03:50.241351,"(12.0, 34.0, 23.25)","(14.0, 34.0, 29.0)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 7.9)","(2.9, 4.8, 4.26)","(19.0, 65.0, 40.11764705882353)"
16-12-2022 15:03:51.532455,"(12.0, 34.0, 23.25)","(14.0, 34.0, 29.0)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 7.9)","(2.9, 4.8, 4.26)","(19.0, 65.0, 40.11764705882353)"
16-12-2022 15:03:52.761566,"(12.0, 34.0, 23.25)","(14.0, 34.0, 29.0)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 7.9)","(2.9, 4.8, 4.26)","(19.0, 65.0, 40.11764705882353)"
16-12-2022 15:03:54.012602,"(12.0, 34.0, 20.875)","(14.0, 34.0, 29.0)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 7.9)","(2.9, 4.8, 4.26)","(19.0, 65.0, 40.11764705882353)"
16-12-2022 15:03:55.267393,"(12.0, 34.0, 26.5)","(14.0, 34.0, 29.0)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 7.9)","(2.9, 4.8, 4.26)","(19.0, 65.0, 40.11764705882353)"
16-12-2022 15:03:56.479704,"(12.0, 34.0, 26.5)","(14.0, 34.0, 29.0)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 7.9)","(2.9, 4.8, 4.26)","(19.0, 65.0, 40.11764705882353)"
16-12-2022 15:03:57.709705,"(12.0, 34.0, 26.5)","(14.0, 34.0, 29.0)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 8.2)","(2.9, 4.8, 4.26)","(19.0, 65.0, 40.11764705882353)"
16-12-2022 15:03:58.885063,"(12.0, 34.0, 26.5)","(14.0, 34.0, 29.0)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 8.2)","(2.9, 4.8, 4.26)","(19.0, 65.0, 40.11764705882353)"
16-12-2022 15:04:00.078151,"(12.0, 34.0, 26.5)","(14.0, 34.0, 29.0)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 7.24)","(2.9, 4.8, 4.26)","(19.0, 65.0, 40.11764705882353)"
16-12-2022 15:04:01.310456,"(12.0, 34.0, 26.5)","(14.0, 34.0, 29.0)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 7.24)","(2.9, 4.8, 4.26)","(19.0, 65.0, 40.11764705882353)"
16-12-2022 15:04:02.489824,"(12.0, 34.0, 26.5)","(14.0, 34.0, 29.0)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 7.24)","(2.9, 4.8, 4.26)","(19.0, 65.0, 40.11764705882353)"
16-12-2022 15:04:03.730360,"(12.0, 34.0, 26.5)","(14.0, 34.0, 29.0)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 7.24)","(2.9, 4.8, 4.26)","(19.0, 65.0, 40.11764705882353)"
16-12-2022 15:04:04.977630,"(12.0, 34.0, 26.5)","(14.0, 34.0, 29.0)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 7.24)","(2.9, 4.8, 4.26)","(19.0, 65.0, 40.11764705882353)"
16-12-2022 15:04:06.837808,"(12.0, 34.0, 26.5)","(14.0, 34.0, 29.0)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 7.24)","(2.9, 4.8, 4.26)","(19.0, 65.0, 40.11764705882353)"
16-12-2022 15:04:08.292345,"(12.0, 34.0, 26.5)","(14.0, 34.0, 29.0)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 7.24)","(2.9, 4.8, 4.26)","(19.0, 65.0, 43.84615384615385)"
16-12-2022 15:04:09.556246,"(12.0, 34.0, 26.5)","(14.0, 34.0, 29.0)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 8.2)","(2.9, 4.8, 4.26)","(19.0, 60.0, 43.84615384615385)"
16-12-2022 15:04:10.786253,"(12.0, 34.0, 26.5)","(14.0, 34.0, 29.0)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 8.2)","(2.9, 4.8, 4.26)","(19.0, 60.0, 43.84615384615385)"
16-12-2022 15:04:12.029267,"(12.0, 34.0, 26.5)","(14.0, 34.0, 29.0)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 8.2)","(2.9, 4.8, 4.26)","(19.0, 60.0, 43.84615384615385)"
16-12-2022 15:04:13.327896,"(12.0, 34.0, 26.5)","(14.0, 34.0, 29.0)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.4, 8.2)","(2.9, 4.8, 4.216666666666667)","(19.0, 60.0, 33.75)"
16-12-2022 15:04:15.401277,"(12.0, 34.0, 21.5)","(14.0, 34.0, 29.0)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.2, 7.366666666666666)","(2.9, 4.8, 4.216666666666667)","(19.0, 60.0, 33.75)"
16-12-2022 15:04:16.635904,"(12.0, 34.0, 21.5)","(14.0, 34.0, 29.0)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.2, 7.366666666666666)","(2.9, 4.8, 4.216666666666667)","(19.0, 60.0, 33.75)"
16-12-2022 15:04:17.886990,"(12.0, 34.0, 21.5)","(14.0, 34.0, 29.25)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.2, 7.366666666666666)","(2.9, 4.8, 4.216666666666667)","(19.0, 60.0, 33.75)"
16-12-2022 15:04:19.116723,"(12.0, 34.0, 21.5)","(14.0, 34.0, 29.25)","(5.0, 8.8, 5.800000000000001)","(2.7, 4.3, 3.376)","(5.0, 9.2, 7.366666666666666)","(2.9, 4.8, 4.26)","(19.0, 60.0, 33.75)"
16-12-2022 15:04:20.479892,"(12.0, 34.0, 23.25)","(14.0, 34.0, 29.25)","(5.0, 8.8, 6.425000000000001)","(2.7, 4.3, 3.4375)","(5.0, 9.2, 7.366666666666666)","(2.9, 4.8, 4.26)","(19.0, 60.0, 33.75)"
16-12-2022 15:04:21.726179,"(12.0, 34.0, 23.25)","(14.0, 34.0, 29.25)","(5.0, 8.8, 5.953846153846154)","(2.7, 4.2, 3.4375)","(5.0, 9.2, 8.2)","(2.9, 4.8, 4.26)","(19.0, 60.0, 33.75)"
16-12-2022 15:04:22.959297,"(12.0, 34.0, 23.5)","(14.0, 34.0, 29.25)","(5.0, 8.8, 5.953846153846154)","(2.7, 4.2, 3.4375)","(5.0, 9.4, 8.2)","(2.9, 4.8, 4.26)","(19.0, 60.0, 33.75)"
16-12-2022 15:04:24.548727,"(12.0, 34.0, 23.5)","(14.0, 34.0, 29.25)","(5.0, 8.8, 5.953846153846154)","(2.7, 4.2, 3.4375)","(5.0, 9.4, 8.2)","(2.9, 4.8, 4.26)","(19.0, 60.0, 33.75)"
16-12-2022 15:04:26.183736,"(12.0, 34.0, 25.458333333333332)","(14.0, 34.0, 30.2)","(5.0, 8.8, 7.675)","(2.7, 4.2, 3.4375)","(5.0, 9.4, 8.2)","(2.9, 4.8, 4.216666666666667)","(19.0, 60.0, 33.75)"
16-12-2022 15:04:27.379692,"(12.0, 34.0, 17.75)","(14.0, 34.0, 30.2)","(5.0, 8.6, 7.675)","(2.7, 4.2, 3.4375)","(5.0, 9.4, 7.109090909090909)","(2.9, 4.8, 4.216666666666667)","(19.0, 60.0, 33.75)"
16-12-2022 15:04:28.780232,"(12.0, 34.0, 17.75)","(14.0, 34.0, 30.2)","(5.0, 8.6, 7.675)","(2.7, 4.2, 3.4375)","(5.0, 9.4, 7.109090909090909)","(2.9, 4.8, 4.216666666666667)","(19.0, 60.0, 33.75)"
16-12-2022 15:04:30.018522,"(12.0, 34.0, 17.75)","(14.0, 34.0, 30.2)","(5.0, 8.6, 7.675)","(2.7, 4.2, 3.4375)","(5.0, 9.4, 7.109090909090909)","(2.9, 4.8, 4.216666666666667)","(19.0, 60.0, 33.75)"
16-12-2022 15:04:31.267095,"(12.0, 34.0, 17.75)","(14.0, 34.0, 30.2)","(5.0, 8.6, 7.675)","(2.7, 4.2, 3.4375)","(5.0, 9.4, 7.109090909090909)","(2.9, 4.8, 4.216666666666667)","(19.0, 60.0, 33.75)"
16-12-2022 15:04:32.741189,"(12.0, 34.0, 17.75)","(14.0, 34.0, 30.2)","(5.0, 8.6, 7.675)","(2.7, 4.2, 3.4375)","(5.0, 9.4, 7.275)","(2.9, 4.8, 4.216666666666667)","(19.0, 60.0, 33.75)"
16-12-2022 15:04:34.365516,"(12.0, 34.0, 17.75)","(14.0, 34.0, 30.2)","(5.0, 8.6, 8.085714285714285)","(2.7, 4.1, 3.4)","(5.0, 9.2, 7.275)","(2.9, 4.8, 4.216666666666667)","(19.0, 60.0, 33.75)"
16-12-2022 15:04:35.559272,"(12.0, 34.0, 17.75)","(14.0, 34.0, 30.333333333333336)","(5.0, 8.6, 7.725)","(2.7, 4.1, 3.4)","(5.0, 9.2, 7.2)","(2.9, 4.8, 3.5384615384615383)","(19.0, 60.0, 33.75)"
16-12-2022 15:04:36.772384,"(12.0, 34.0, 17.75)","(14.0, 38.0, 30.333333333333336)","(5.0, 8.6, 7.725)","(2.7, 4.1, 3.4)","(5.0, 8.8, 7.2)","(2.9, 4.0, 3.5384615384615383)","(19.0, 60.0, 33.75)"
