,Watching You Dream,Testarudo,The Black Assassin,Crime Dont Pay,Jaccka Lucas Nz,Dream Copy,Dressed In Gold Nz,Flashlight Dancer,Western Ron
09-01-2023 16:41:33.271534,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.97, 1.8966666666666667)"
09-01-2023 16:41:34.535626,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.97, 1.7803030303030303)"
09-01-2023 16:41:35.802873,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 2.0, 1.7803030303030303)"
09-01-2023 16:41:37.131542,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 2.0, 1.7803030303030303)"
09-01-2023 16:41:38.468967,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 2.0, 1.7803030303030303)"
09-01-2023 16:41:39.874674,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 21.2)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 2.0, 1.7803030303030303)"
09-01-2023 16:41:41.129451,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 2.0, 1.7803030303030303)"
09-01-2023 16:41:42.431617,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 157.5)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 2.0, 1.7803030303030303)"
09-01-2023 16:41:43.791399,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 220.0, 110.0)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 2.0, 1.7803030303030303)"
09-01-2023 16:41:45.098901,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 140.0, 110.0)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 2.0, 1.7803030303030303)"
09-01-2023 16:41:46.547834,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 140.0, 110.0)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 2.0, 1.8093548387096774)"
09-01-2023 16:41:47.937348,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 140.0, 110.0)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.8093548387096774)"
09-01-2023 16:41:49.279470,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 140.0, 110.0)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.8093548387096774)"
09-01-2023 16:41:50.948710,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 140.0, 110.0)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.8093548387096774)"
09-01-2023 16:41:52.495319,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 140.0, 110.0)","(2.05, 99999, 99990)","(17.0, 75.0, 50.57142857142857)","(1.7, 1.98, 1.8093548387096774)"
09-01-2023 16:41:53.952982,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 140.0, 110.0)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7992857142857144)"
09-01-2023 16:41:55.282584,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 140.0, 110.0)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7992857142857144)"
09-01-2023 16:41:56.700665,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 140.0, 110.0)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.8766666666666667)"
09-01-2023 16:41:58.147087,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 140.0, 110.0)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.97, 1.8766666666666667)"
09-01-2023 16:41:59.491041,"(101.0, 220.0, 200.71428571428572)","(101.0, 220.0, 150.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 140.0, 110.0)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.97, 1.8766666666666667)"
09-01-2023 16:42:00.836947,"(101.0, 220.0, 200.71428571428572)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 140.0, 110.0)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.97, 1.8766666666666667)"
09-01-2023 16:42:02.305205,"(101.0, 220.0, 200.71428571428572)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 140.0, 110.0)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.97, 1.8766666666666667)"
09-01-2023 16:42:03.793626,"(101.0, 220.0, 200.71428571428572)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 140.0, 110.0)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.97, 1.8766666666666667)"
09-01-2023 16:42:05.248063,"(101.0, 220.0, 200.71428571428572)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 140.0, 110.0)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.97, 1.8766666666666667)"
09-01-2023 16:42:06.687230,"(101.0, 220.0, 200.71428571428572)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 140.0, 110.0)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.97, 1.8766666666666667)"
09-01-2023 16:42:08.055297,"(101.0, 220.0, 200.71428571428572)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 140.0, 110.0)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.97, 1.8766666666666667)"
09-01-2023 16:42:09.389248,"(101.0, 220.0, 200.71428571428572)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 140.0, 110.0)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.97, 1.8766666666666667)"
09-01-2023 16:42:10.702713,"(101.0, 220.0, 200.71428571428572)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 140.0, 110.0)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.97, 1.8766666666666667)"
09-01-2023 16:42:12.051894,"(101.0, 220.0, 200.71428571428572)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 140.0, 110.0)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.97, 1.8766666666666667)"
09-01-2023 16:42:13.425757,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 140.0, 113.33333333333334)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.97, 1.8766666666666667)"
09-01-2023 16:42:14.859955,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 140.0, 113.33333333333334)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.97, 1.8766666666666667)"
09-01-2023 16:42:16.289855,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 140.0, 113.33333333333334)","(2.05, 99999, 99990)","(17.0, 75.0, 46.75)","(1.7, 1.97, 1.8766666666666667)"
09-01-2023 16:42:17.679698,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 140.0, 113.33333333333334)","(2.05, 99999, 99990)","(17.0, 75.0, 46.75)","(1.7, 1.97, 1.8766666666666667)"
09-01-2023 16:42:19.197574,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 140.0, 113.33333333333334)","(2.05, 99999, 99990)","(17.0, 75.0, 46.75)","(1.7, 1.97, 1.779047619047619)"
09-01-2023 16:42:20.922223,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 140.0, 113.33333333333334)","(2.05, 99999, 99990)","(17.0, 75.0, 46.75)","(1.7, 2.0, 1.779047619047619)"
09-01-2023 16:42:22.495150,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 140.0, 113.33333333333334)","(2.05, 99999, 99990)","(17.0, 75.0, 46.75)","(1.7, 2.0, 1.779047619047619)"
09-01-2023 16:42:24.081787,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 140.0, 103.07692307692308)","(2.05, 99999, 99990)","(17.0, 75.0, 46.75)","(1.7, 2.0, 1.779047619047619)"
09-01-2023 16:42:25.561137,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 30.27777777777778)","(21.0, 99999, 99990)","(81.0, 140.0, 103.07692307692308)","(2.05, 99999, 99990)","(17.0, 75.0, 46.75)","(1.7, 2.0, 1.7922388059701493)"
09-01-2023 16:42:27.007953,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 32.5)","(21.0, 99999, 99990)","(81.0, 140.0, 103.07692307692308)","(2.05, 99999, 99990)","(17.0, 75.0, 46.75)","(1.7, 2.0, 1.7837288135593221)"
09-01-2023 16:42:28.498430,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 140.0, 103.07692307692308)","(2.05, 99999, 99990)","(17.0, 75.0, 46.75)","(1.7, 2.0, 1.7883333333333333)"
09-01-2023 16:42:29.987774,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 140.0, 103.07692307692308)","(2.05, 99999, 99990)","(17.0, 75.0, 46.75)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:31.531342,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 140.0, 103.07692307692308)","(2.05, 99999, 99990)","(17.0, 75.0, 46.75)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:32.721655,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 32.25)","(21.0, 99999, 99990)","(81.0, 140.0, 103.07692307692308)","(2.05, 99999, 99990)","(17.0, 75.0, 46.75)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:33.861493,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.416666666666668)","(21.0, 99999, 99990)","(81.0, 140.0, 103.07692307692308)","(2.05, 99999, 99990)","(17.0, 75.0, 46.75)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:35.069450,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.0)","(21.0, 99999, 99990)","(81.0, 140.0, 103.07692307692308)","(2.05, 99999, 99990)","(17.0, 75.0, 71.4375)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:36.302159,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 103.07692307692308)","(2.05, 99999, 99990)","(17.0, 75.0, 70.25)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:37.528561,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 103.07692307692308)","(2.05, 99999, 99990)","(17.0, 75.0, 67.875)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:38.744206,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 103.07692307692308)","(2.05, 99999, 99990)","(17.0, 75.0, 57.1875)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:39.987432,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 103.07692307692308)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:41.160619,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 103.07692307692308)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:42.302060,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 103.07692307692308)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:43.457034,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 103.07692307692308)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:44.673449,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 93.33333333333333)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:45.820729,"(101.0, 220.0, 152.5)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 93.33333333333333)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:46.942330,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 93.33333333333333)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:48.057271,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 93.33333333333333)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:49.214931,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 93.33333333333333)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:50.379519,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 93.33333333333333)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.821875)"
09-01-2023 16:42:51.531288,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 93.33333333333333)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:52.719170,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 93.33333333333333)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:53.876050,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 93.33333333333333)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:55.072668,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 93.33333333333333)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:56.314901,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 93.33333333333333)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:57.485875,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 93.33333333333333)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:58.687875,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 93.33333333333333)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:42:59.914043,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 93.33333333333333)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:43:01.214182,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 93.33333333333333)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:43:02.395425,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 93.33333333333333)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:43:03.577030,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 93.33333333333333)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:43:04.813768,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 93.33333333333333)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:43:05.960616,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 93.33333333333333)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:43:07.124811,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 93.33333333333333)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:43:08.250189,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 93.33333333333333)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.7883333333333333)"
09-01-2023 16:43:09.379635,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 93.33333333333333)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.98, 1.818)"
09-01-2023 16:43:10.519490,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 190.0, 62.0)","(14.0, 50.0, 20.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 93.33333333333333)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.97, 1.818)"
09-01-2023 16:43:11.675310,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 180.0, 65.14285714285714)","(14.0, 48.0, 24.5)","(21.0, 99999, 99990)","(81.0, 140.0, 104.54545454545455)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.97, 1.818)"
09-01-2023 16:43:12.853254,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 170.0, 84.0)","(14.0, 34.0, 20.666666666666668)","(21.0, 99999, 99990)","(81.0, 140.0, 100.0)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.97, 1.818)"
09-01-2023 16:43:13.971668,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 160.0, 84.0)","(14.0, 32.0, 20.666666666666668)","(21.0, 99999, 99990)","(81.0, 140.0, 112.3076923076923)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.97, 1.818)"
09-01-2023 16:43:15.187679,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 160.0, 84.0)","(14.0, 32.0, 20.666666666666668)","(21.0, 99999, 99990)","(81.0, 140.0, 112.3076923076923)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.97, 1.818)"
09-01-2023 16:43:16.308353,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 160.0, 84.0)","(14.0, 32.0, 20.666666666666668)","(21.0, 99999, 99990)","(81.0, 140.0, 112.3076923076923)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.97, 1.818)"
09-01-2023 16:43:17.421864,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 160.0, 84.0)","(14.0, 32.0, 17.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 112.3076923076923)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.97, 1.818)"
09-01-2023 16:43:18.506666,"(101.0, 220.0, 198.33333333333334)","(101.0, 130.0, 105.0)","(41.0, 160.0, 84.0)","(14.0, 32.0, 17.833333333333332)","(21.0, 99999, 99990)","(81.0, 140.0, 112.3076923076923)","(2.05, 99999, 99990)","(17.0, 75.0, 24.15)","(1.7, 1.97, 1.818)"
