,Gold On Black,But It Pours,Be My Express,Cosmic Franky,Lucky Bundy,Key Bon,Sketchy In By,Never Forgotten
04-01-2023 12:16:06.173145,"(1.95, 3.15, 2.938157894736842)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:07.472009,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:08.599676,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:09.747160,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:10.802861,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:11.897686,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:12.976035,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:13.994072,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:15.030819,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:16.037769,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:17.171309,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:18.185265,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:19.275651,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:20.557166,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:21.725903,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:22.825281,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:24.020625,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:25.068686,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:26.137724,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:27.155115,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:28.230767,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:29.441192,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:30.414243,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:31.419729,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:32.454071,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:33.527499,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:34.555442,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:35.517254,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:36.555339,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:37.536551,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:38.593051,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:39.554984,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:40.522403,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:41.545740,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:42.529047,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:43.616290,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:44.652778,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:45.659651,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:46.647250,"(1.95, 3.15, 2.89125)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:47.643995,"(1.95, 3.15, 2.89125)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:48.657741,"(1.95, 3.15, 2.89125)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:49.880922,"(1.95, 3.15, 2.89125)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:50.884590,"(1.95, 3.15, 2.89125)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:51.996949,"(1.95, 3.15, 2.89125)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:53.132107,"(1.95, 3.15, 2.89125)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:54.109105,"(1.95, 3.15, 2.89125)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:55.104963,"(1.95, 3.15, 2.89125)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:56.151692,"(1.95, 3.15, 2.89125)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:57.207463,"(1.95, 3.15, 2.89125)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:58.380464,"(1.95, 3.15, 2.89125)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:16:59.414943,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:00.379738,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:01.419219,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:02.507928,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:03.542784,"(1.95, 3.15, 2.7427083333333333)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:04.576847,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 4.816666666666666)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:05.652140,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.4, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:06.783149,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:07.781121,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:08.745057,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:09.784014,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:10.895656,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:11.913168,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:12.980601,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:13.968131,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:15.007937,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:16.000495,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:17.125321,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:18.292399,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:19.287227,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:20.411430,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:21.661057,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:22.707786,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:23.768249,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:24.827060,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:25.879788,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:27.070888,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:28.137340,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:29.171764,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:30.247131,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 5.3882352941176475)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:31.272897,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 4.583783783783784)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:32.287881,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 4.583783783783784)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
04-01-2023 12:17:33.318882,"(1.95, 3.15, 2.1205555555555557)","(11.0, 28.0, 21.928571428571427)","(21.0, 65.0, 43.0)","(3.8, 6.2, 4.583783783783784)","(18.0, 55.0, 36.5)","(12.0, 34.0, 26.321428571428573)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 22.53125)"
