,Oldrik Bale,Reiko Oreo,Claretown Ryan,Raving Icon,Aston Houston,Nalani Bale,Aston Tenge,Spring Bjorn
06-01-2023 15:52:24.440079,"(4.2, 7.6, 6.175609756097561)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 26.10526315789474)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.141935483870967)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:25.515372,"(4.2, 7.6, 6.175609756097561)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 26.10526315789474)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.141935483870967)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:26.619096,"(4.2, 7.6, 6.175609756097561)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 26.10526315789474)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.141935483870967)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:27.676655,"(4.2, 7.6, 6.175609756097561)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 26.10526315789474)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.141935483870967)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:28.787689,"(4.2, 7.6, 6.175609756097561)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 26.10526315789474)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.141935483870967)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:29.935958,"(4.2, 7.6, 6.175609756097561)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 26.10526315789474)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.141935483870967)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:31.045974,"(4.2, 7.6, 6.175609756097561)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 26.10526315789474)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.141935483870967)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:32.128813,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 26.10526315789474)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:33.241486,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 26.10526315789474)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:34.307261,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 26.10526315789474)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:35.342917,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 26.10526315789474)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:36.454965,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 26.10526315789474)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:37.789797,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 26.10526315789474)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:39.091432,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 26.10526315789474)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:40.417370,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 26.10526315789474)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:41.896433,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 26.10526315789474)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:43.563240,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 19.636363636363637)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:44.935859,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 19.636363636363637)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:46.400452,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 19.636363636363637)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:47.746142,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 19.636363636363637)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:49.098509,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 19.636363636363637)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:50.494904,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 20.363636363636363)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:51.911967,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 9.916666666666666)","(11.0, 36.0, 26.833333333333332)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:53.271488,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 9.916666666666666)","(11.0, 36.0, 26.833333333333332)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:54.661994,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 26.833333333333332)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.133333333333333)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:55.950277,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.133333333333333)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:57.148073,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.133333333333333)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:58.386330,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.133333333333333)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:52:59.639943,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:00.927695,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:02.167036,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:03.442620,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:04.762877,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:06.022061,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:07.287063,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:08.549078,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:09.770097,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:10.969836,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:12.282675,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:13.566166,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:15.004244,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:16.284843,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.141935483870967)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:17.582917,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.141935483870967)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:18.772497,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.141935483870967)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:19.942591,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:21.147114,"(4.2, 7.6, 6.727272727272727)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:22.387579,"(4.2, 7.6, 4.933333333333333)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:23.611813,"(4.2, 7.6, 4.933333333333333)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:24.920728,"(4.2, 7.6, 4.933333333333333)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:26.164150,"(4.2, 7.6, 4.933333333333333)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:27.400669,"(4.2, 7.6, 4.933333333333333)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:28.603077,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:29.830725,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:31.355562,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 17.808823529411764)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:32.670672,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 16.675)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:33.840653,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 16.675)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:35.039502,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 16.675)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:36.445725,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 16.675)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:37.857160,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 16.675)","(11.0, 36.0, 27.428571428571427)","(7.0, 14.0, 9.466666666666667)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:39.318175,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.5, 13.7)","(11.0, 36.0, 18.909090909090907)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:40.668161,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 13.7)","(11.0, 36.0, 18.909090909090907)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:41.720330,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 13.7)","(11.0, 36.0, 18.909090909090907)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.791489361702128)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:42.835325,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 13.7)","(11.0, 36.0, 18.909090909090907)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.133333333333333)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:43.954528,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 13.7)","(11.0, 36.0, 18.909090909090907)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.133333333333333)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:45.195367,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 18.909090909090907)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.133333333333333)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:46.373286,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 19.636363636363637)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.133333333333333)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:47.539969,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 19.636363636363637)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.133333333333333)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:48.633248,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 18.909090909090907)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:49.781079,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 18.909090909090907)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:51.071459,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 18.909090909090907)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:52.373776,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 18.909090909090907)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:53.723325,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 19.636363636363637)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:55.004717,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 19.636363636363637)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:56.185933,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 19.636363636363637)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:57.418593,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 18.909090909090907)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:53:58.681001,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 18.909090909090907)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:54:00.018721,"(4.2, 7.6, 5.507692307692308)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 18.909090909090907)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
06-01-2023 15:54:01.761670,"(4.2, 7.6, 6.175609756097561)","(4.0, 6.6, 5.836111111111111)","(8.0, 19.0, 14.285714285714285)","(11.0, 36.0, 23.733333333333334)","(7.0, 14.0, 11.733333333333334)","(6.0, 13.0, 11.79111111111111)","(5.0, 8.6, 7.819999999999999)","(7.5, 18.0, 9.085714285714285)"
