,Night Boss,Shanghai Candy,Freedom Rider,Purple Shirt,Political Decision,Missionsninetynine,Late In The Game
15-12-2022 13:11:30.107548,"(5.5, 7.2, 6.909090909090909)","(16.0, 30.0, 27.2)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.166666666666666)","(26.0, 80.0, 77.57142857142857)","(5.0, 6.8, 6.64)","(2.6, 3.1, 2.944)"
15-12-2022 13:11:31.178479,"(5.5, 7.2, 6.909090909090909)","(16.0, 29.0, 28.4)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.166666666666666)","(26.0, 80.0, 77.57142857142857)","(5.0, 6.8, 6.64)","(2.6, 3.1, 2.944)"
15-12-2022 13:11:32.188167,"(5.5, 7.2, 6.909090909090909)","(16.0, 29.0, 28.4)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.166666666666666)","(26.0, 80.0, 75.75)","(5.0, 6.8, 6.64)","(2.6, 3.1, 2.944)"
15-12-2022 13:11:33.141939,"(5.5, 7.2, 6.909090909090909)","(16.0, 29.0, 28.4)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.166666666666666)","(26.0, 80.0, 75.75)","(5.0, 6.8, 6.64)","(2.6, 3.1, 2.905)"
15-12-2022 13:11:34.349848,"(5.5, 7.2, 6.909090909090909)","(16.0, 29.0, 28.142857142857142)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 11.75)","(26.0, 80.0, 64.66666666666667)","(5.0, 6.8, 6.64)","(2.6, 3.1, 2.905)"
15-12-2022 13:11:35.478594,"(5.5, 7.2, 6.909090909090909)","(16.0, 29.0, 28.142857142857142)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 11.75)","(26.0, 75.0, 73.61904761904762)","(5.0, 6.8, 6.64)","(2.6, 3.1, 2.9761904761904763)"
15-12-2022 13:11:36.642979,"(5.5, 7.2, 6.909090909090909)","(16.0, 30.0, 28.352941176470587)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 11.75)","(26.0, 75.0, 72.36363636363636)","(5.0, 6.8, 6.64)","(2.6, 3.1, 2.9761904761904763)"
15-12-2022 13:11:37.811761,"(5.5, 7.2, 6.909090909090909)","(16.0, 30.0, 28.352941176470587)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 11.75)","(26.0, 75.0, 70.53846153846155)","(5.0, 6.8, 6.64)","(2.6, 3.1, 2.9761904761904763)"
15-12-2022 13:11:38.902668,"(5.5, 7.2, 6.909090909090909)","(16.0, 30.0, 26.57142857142857)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 11.75)","(26.0, 75.0, 70.53846153846155)","(5.0, 6.8, 6.64)","(2.6, 3.1, 2.980655737704918)"
15-12-2022 13:11:39.970368,"(5.5, 7.2, 6.909090909090909)","(16.0, 30.0, 26.57142857142857)","(4.0, 4.8, 4.469230769230769)","(9.0, 12.5, 11.75)","(26.0, 75.0, 70.53846153846155)","(5.0, 6.8, 6.64)","(2.6, 3.1, 2.983)"
15-12-2022 13:11:41.084944,"(5.5, 7.2, 6.909090909090909)","(16.0, 30.0, 26.57142857142857)","(4.0, 4.8, 4.492857142857143)","(9.0, 12.5, 11.954545454545455)","(26.0, 75.0, 70.53846153846155)","(5.0, 6.8, 6.64)","(2.6, 3.1, 2.969230769230769)"
15-12-2022 13:11:42.215000,"(5.5, 7.2, 6.909090909090909)","(16.0, 30.0, 26.57142857142857)","(4.0, 4.8, 4.492857142857143)","(9.0, 12.5, 11.954545454545455)","(26.0, 75.0, 70.53846153846155)","(5.0, 6.8, 6.64)","(2.6, 3.05, 2.969230769230769)"
15-12-2022 13:11:43.354263,"(5.5, 7.2, 6.909090909090909)","(16.0, 30.0, 26.57142857142857)","(4.0, 4.8, 4.492857142857143)","(9.0, 12.5, 11.954545454545455)","(26.0, 75.0, 70.53846153846155)","(5.0, 6.8, 6.640000000000001)","(2.6, 3.05, 2.9299999999999997)"
15-12-2022 13:11:44.513624,"(5.5, 7.2, 6.909090909090909)","(16.0, 30.0, 27.6)","(4.0, 4.8, 4.492857142857143)","(9.0, 12.5, 11.954545454545455)","(26.0, 75.0, 71.77777777777777)","(5.0, 7.0, 6.806896551724138)","(2.6, 3.05, 2.9267391304347825)"
15-12-2022 13:11:45.569344,"(5.5, 7.2, 6.909090909090909)","(16.0, 30.0, 28.285714285714285)","(4.0, 4.8, 4.492857142857143)","(9.0, 12.5, 11.954545454545455)","(26.0, 75.0, 71.77777777777777)","(5.0, 7.0, 6.806896551724138)","(2.6, 3.05, 3.0259375)"
15-12-2022 13:11:46.535513,"(5.5, 7.2, 6.909090909090909)","(16.0, 30.0, 28.285714285714285)","(4.0, 4.8, 4.492857142857143)","(9.0, 12.5, 11.75)","(26.0, 75.0, 71.77777777777777)","(5.0, 7.0, 6.806896551724138)","(2.6, 3.05, 3.0259375)"
15-12-2022 13:11:47.700101,"(5.5, 7.2, 7.062068965517241)","(16.0, 30.0, 28.285714285714285)","(4.0, 4.8, 4.492857142857143)","(9.0, 12.5, 11.75)","(26.0, 75.0, 71.77777777777777)","(5.0, 7.0, 6.806896551724138)","(2.6, 3.05, 3.0364912280701755)"
15-12-2022 13:11:48.805636,"(5.5, 7.2, 6.989473684210527)","(16.0, 30.0, 28.285714285714285)","(4.0, 4.8, 4.492857142857143)","(9.0, 12.5, 11.75)","(26.0, 75.0, 71.77777777777777)","(5.0, 7.0, 6.806896551724138)","(2.6, 3.05, 3.0246153846153843)"
15-12-2022 13:11:49.937546,"(5.5, 7.2, 7.051851851851852)","(16.0, 30.0, 28.285714285714285)","(4.0, 4.8, 4.492857142857143)","(9.0, 12.5, 11.75)","(26.0, 75.0, 71.77777777777777)","(5.0, 7.0, 6.806896551724138)","(2.6, 3.05, 3.0246153846153843)"
15-12-2022 13:11:51.136412,"(5.5, 7.2, 7.051851851851852)","(16.0, 30.0, 28.285714285714285)","(4.0, 4.8, 4.492857142857143)","(9.0, 12.5, 11.75)","(26.0, 75.0, 71.77777777777777)","(5.0, 7.0, 6.633333333333334)","(2.6, 3.05, 3.0246153846153843)"
15-12-2022 13:11:52.235821,"(5.5, 7.2, 7.051851851851852)","(16.0, 30.0, 28.285714285714285)","(4.0, 4.8, 4.492857142857143)","(9.0, 12.5, 11.75)","(26.0, 75.0, 71.77777777777777)","(5.0, 7.0, 6.371428571428572)","(2.6, 3.05, 3.0246153846153843)"
15-12-2022 13:11:53.344961,"(5.5, 7.2, 7.051851851851852)","(16.0, 30.0, 28.285714285714285)","(4.0, 4.8, 4.492857142857143)","(9.0, 12.5, 11.75)","(26.0, 75.0, 71.77777777777777)","(5.0, 7.0, 6.371428571428572)","(2.6, 3.05, 3.0246153846153843)"
15-12-2022 13:11:54.324004,"(5.5, 7.2, 7.051851851851852)","(16.0, 30.0, 27.714285714285715)","(4.0, 4.8, 4.492857142857143)","(9.0, 12.5, 11.75)","(26.0, 75.0, 71.77777777777777)","(5.0, 7.0, 6.371428571428572)","(2.6, 3.05, 3.00875)"
15-12-2022 13:11:55.336819,"(5.5, 7.2, 6.933333333333334)","(16.0, 30.0, 28.22222222222222)","(4.0, 4.8, 4.492857142857143)","(9.0, 12.5, 11.868421052631579)","(26.0, 75.0, 66.71428571428572)","(5.0, 7.0, 6.371428571428572)","(2.6, 3.05, 2.950806451612903)"
15-12-2022 13:11:56.494395,"(5.5, 6.6, 6.497142857142856)","(16.0, 30.0, 27.894736842105264)","(4.0, 4.8, 4.535384615384616)","(9.0, 12.5, 11.868421052631579)","(26.0, 75.0, 57.0)","(5.0, 7.0, 6.371428571428572)","(2.6, 3.05, 2.9875)"
15-12-2022 13:11:57.634335,"(5.5, 6.6, 6.497142857142856)","(16.0, 30.0, 27.894736842105264)","(4.0, 4.8, 4.535384615384616)","(9.0, 12.5, 11.868421052631579)","(26.0, 75.0, 66.71428571428572)","(5.0, 7.0, 6.78)","(2.6, 3.05, 2.8916666666666666)"
15-12-2022 13:11:58.768942,"(5.5, 6.6, 6.497142857142856)","(16.0, 30.0, 27.894736842105264)","(3.9, 4.8, 4.535384615384616)","(9.0, 12.5, 11.868421052631579)","(26.0, 75.0, 57.0)","(5.0, 7.0, 6.78)","(2.6, 3.05, 2.8916666666666666)"
15-12-2022 13:11:59.852451,"(5.5, 6.6, 6.475862068965517)","(16.0, 25.0, 24.823529411764707)","(3.9, 4.8, 4.535384615384616)","(9.0, 12.5, 12.1)","(26.0, 75.0, 57.0)","(5.0, 7.0, 6.6173913043478265)","(2.6, 3.05, 2.88375)"
15-12-2022 13:12:00.953373,"(5.5, 6.6, 6.475862068965517)","(16.0, 25.0, 24.823529411764707)","(3.9, 4.8, 4.549152542372881)","(9.0, 12.5, 12.1)","(26.0, 75.0, 57.0)","(5.0, 7.0, 6.6173913043478265)","(2.6, 3.05, 2.8778124999999997)"
15-12-2022 13:12:01.945711,"(5.5, 6.6, 6.475862068965517)","(16.0, 25.0, 24.823529411764707)","(3.9, 4.8, 4.549152542372881)","(9.0, 12.5, 12.1)","(26.0, 75.0, 57.0)","(5.0, 7.0, 6.6173913043478265)","(2.6, 3.05, 2.8778124999999997)"
15-12-2022 13:12:02.992576,"(5.5, 6.6, 6.475862068965517)","(16.0, 25.0, 24.823529411764707)","(3.9, 4.8, 4.549152542372881)","(9.0, 12.5, 12.214285714285714)","(26.0, 75.0, 57.0)","(5.0, 7.0, 6.6173913043478265)","(2.6, 3.05, 2.8778124999999997)"
15-12-2022 13:12:04.083067,"(5.5, 6.6, 6.475862068965517)","(16.0, 25.0, 24.823529411764707)","(3.9, 4.8, 4.549152542372881)","(9.0, 12.5, 12.214285714285714)","(26.0, 75.0, 57.0)","(5.0, 7.0, 6.6173913043478265)","(2.6, 3.05, 2.8778124999999997)"
15-12-2022 13:12:05.203408,"(5.5, 6.6, 6.475862068965517)","(16.0, 25.0, 24.4)","(3.9, 4.8, 4.478260869565218)","(9.0, 12.5, 12.214285714285714)","(26.0, 75.0, 69.2)","(5.0, 7.0, 6.6173913043478265)","(2.6, 3.05, 2.8778124999999997)"
15-12-2022 13:12:06.286188,"(5.5, 6.6, 6.352380952380952)","(16.0, 25.0, 24.333333333333332)","(3.9, 4.8, 4.558695652173913)","(9.0, 12.5, 12.214285714285714)","(26.0, 75.0, 69.2)","(5.0, 7.0, 6.6173913043478265)","(2.6, 3.05, 2.8778124999999997)"
15-12-2022 13:12:07.425321,"(5.5, 6.6, 6.253333333333334)","(16.0, 25.0, 23.5)","(3.9, 4.8, 4.558695652173913)","(9.0, 12.5, 12.214285714285714)","(26.0, 75.0, 57.0)","(5.0, 7.0, 6.733333333333333)","(2.6, 3.05, 2.8778124999999997)"
15-12-2022 13:12:08.412495,"(5.5, 6.6, 6.253333333333334)","(16.0, 30.0, 26.5)","(3.9, 4.8, 4.558695652173913)","(9.0, 12.5, 12.214285714285714)","(26.0, 75.0, 57.0)","(5.0, 7.0, 6.733333333333333)","(2.6, 3.05, 2.8778124999999997)"
15-12-2022 13:12:09.483979,"(5.5, 6.6, 6.253333333333334)","(16.0, 30.0, 26.5)","(3.9, 4.8, 4.558695652173913)","(9.0, 12.5, 12.214285714285714)","(26.0, 75.0, 68.55555555555556)","(5.0, 7.0, 6.733333333333333)","(2.6, 3.05, 2.8856666666666664)"
15-12-2022 13:12:10.530315,"(5.5, 6.6, 6.311111111111111)","(16.0, 30.0, 26.5)","(3.9, 4.8, 4.558695652173913)","(9.0, 12.5, 12.214285714285714)","(26.0, 75.0, 57.0)","(5.0, 7.0, 6.774358974358974)","(2.6, 3.05, 2.8856666666666664)"
15-12-2022 13:12:11.621336,"(5.5, 6.6, 6.311111111111111)","(16.0, 30.0, 26.5)","(3.9, 4.8, 4.558695652173913)","(9.0, 12.5, 12.214285714285714)","(26.0, 75.0, 57.0)","(5.0, 7.0, 6.774358974358974)","(2.6, 3.05, 2.9949367088607595)"
15-12-2022 13:12:12.708415,"(5.5, 6.6, 6.370588235294117)","(16.0, 30.0, 26.5)","(3.9, 4.8, 4.558695652173913)","(9.0, 12.5, 12.214285714285714)","(26.0, 75.0, 68.55555555555556)","(5.0, 7.0, 6.482352941176471)","(2.6, 3.05, 2.9949367088607595)"
15-12-2022 13:12:13.882840,"(5.5, 6.6, 6.370588235294117)","(16.0, 30.0, 26.5)","(3.9, 4.8, 4.558695652173913)","(9.0, 12.5, 12.214285714285714)","(26.0, 75.0, 68.55555555555556)","(5.0, 7.0, 6.6173913043478265)","(2.6, 3.05, 3.002739726027397)"
15-12-2022 13:12:14.937862,"(5.5, 6.6, 6.370588235294117)","(16.0, 30.0, 25.333333333333332)","(3.9, 4.8, 4.558695652173913)","(9.0, 12.5, 12.214285714285714)","(26.0, 75.0, 71.77777777777777)","(5.0, 7.0, 6.6173913043478265)","(2.6, 3.05, 3.002739726027397)"
15-12-2022 13:12:15.969073,"(5.5, 6.6, 6.260869565217391)","(16.0, 38.0, 37.375)","(3.9, 4.8, 4.601785714285715)","(9.0, 12.5, 12.214285714285714)","(26.0, 75.0, 71.77777777777777)","(5.0, 7.0, 6.703030303030303)","(2.6, 3.05, 3.002739726027397)"
15-12-2022 13:12:16.943394,"(5.5, 6.6, 6.144444444444445)","(16.0, 36.0, 35.45833333333333)","(3.9, 4.8, 4.601785714285715)","(9.0, 12.5, 12.038461538461538)","(26.0, 75.0, 71.77777777777777)","(5.0, 6.8, 6.703030303030303)","(2.6, 3.05, 2.959)"
15-12-2022 13:12:18.030177,"(5.5, 6.6, 6.144444444444445)","(16.0, 38.0, 36.333333333333336)","(3.9, 4.8, 4.601785714285715)","(9.0, 12.5, 12.227272727272727)","(26.0, 75.0, 57.0)","(5.0, 6.8, 6.571428571428571)","(2.6, 3.05, 2.959)"
15-12-2022 13:12:19.158602,"(5.5, 6.6, 6.144444444444445)","(16.0, 38.0, 36.333333333333336)","(3.9, 4.8, 4.601785714285715)","(9.0, 12.5, 12.227272727272727)","(26.0, 75.0, 71.77777777777777)","(5.0, 6.8, 6.571428571428571)","(2.6, 3.05, 2.959)"
15-12-2022 13:12:20.313550,"(5.5, 6.6, 6.144444444444445)","(17.0, 38.0, 28.176470588235293)","(3.9, 4.8, 4.601785714285715)","(9.0, 12.5, 12.227272727272727)","(31.0, 75.0, 71.77777777777777)","(5.0, 6.8, 6.64)","(2.6, 3.05, 2.959)"
15-12-2022 13:12:21.472022,"(5.5, 6.6, 6.144444444444445)","(17.0, 34.0, 25.29032258064516)","(3.9, 4.8, 4.601785714285715)","(9.0, 12.5, 12.227272727272727)","(31.0, 75.0, 71.77777777777777)","(5.0, 6.8, 6.64)","(2.6, 3.05, 2.959)"
15-12-2022 13:12:22.603144,"(5.5, 6.6, 6.144444444444445)","(17.0, 34.0, 25.29032258064516)","(3.9, 4.8, 4.601785714285715)","(9.0, 12.5, 12.227272727272727)","(31.0, 75.0, 71.77777777777777)","(5.0, 6.8, 6.64)","(2.6, 3.05, 3.0935897435897437)"
15-12-2022 13:12:23.585995,"(5.5, 6.6, 6.144444444444445)","(17.0, 32.0, 28.8)","(3.9, 4.8, 4.593442622950819)","(9.0, 12.5, 12.227272727272727)","(31.0, 75.0, 71.77777777777777)","(5.0, 6.8, 6.64)","(2.6, 3.1, 3.0935897435897437)"
15-12-2022 13:12:24.620810,"(5.5, 6.6, 6.144444444444445)","(17.0, 30.0, 29.5)","(3.9, 4.8, 4.5442622950819676)","(9.0, 12.5, 12.227272727272727)","(31.0, 75.0, 71.77777777777777)","(5.0, 7.4, 7.085714285714286)","(2.6, 3.1, 3.0935897435897437)"
15-12-2022 13:12:25.690631,"(5.5, 6.4, 6.2250000000000005)","(17.0, 30.0, 29.806451612903224)","(3.9, 4.8, 4.4750000000000005)","(9.0, 12.5, 12.18421052631579)","(31.0, 75.0, 66.71428571428572)","(5.0, 7.2, 7.085714285714285)","(2.6, 3.1, 3.088636363636364)"
15-12-2022 13:12:26.840601,"(5.5, 6.4, 6.23125)","(17.0, 30.0, 29.806451612903224)","(3.9, 4.8, 4.518918918918919)","(9.0, 12.5, 12.227272727272727)","(31.0, 75.0, 66.71428571428572)","(5.0, 7.2, 7.085714285714285)","(2.6, 3.1, 3.0904761904761906)"
15-12-2022 13:12:27.917799,"(5.5, 6.4, 6.23125)","(17.0, 30.0, 29.823529411764707)","(3.9, 4.8, 4.518918918918919)","(9.0, 12.5, 12.227272727272727)","(31.0, 65.0, 59.57142857142857)","(5.0, 7.2, 7.085714285714285)","(2.6, 3.1, 3.0904761904761906)"
15-12-2022 13:12:29.044603,"(5.5, 6.4, 6.129032258064516)","(17.0, 32.0, 30.4390243902439)","(3.9, 4.8, 4.4750000000000005)","(9.0, 12.5, 12.18421052631579)","(31.0, 65.0, 59.57142857142857)","(5.0, 7.4, 7.085714285714286)","(2.6, 3.1, 2.952375)"
15-12-2022 13:12:30.142095,"(5.5, 6.4, 6.129032258064516)","(17.0, 32.0, 27.692307692307693)","(3.9, 4.8, 4.4750000000000005)","(9.0, 12.5, 12.227272727272727)","(31.0, 65.0, 59.57142857142857)","(5.0, 7.4, 7.125)","(2.6, 3.05, 2.9415277777777775)"
15-12-2022 13:12:31.200021,"(5.5, 6.4, 6.172972972972973)","(17.0, 32.0, 29.27777777777778)","(3.9, 4.8, 4.518918918918919)","(9.0, 12.5, 12.227272727272727)","(31.0, 65.0, 57.66666666666667)","(5.0, 7.4, 7.125)","(2.6, 3.05, 2.940802919708029)"
15-12-2022 13:12:32.247252,"(5.5, 6.4, 6.172972972972973)","(17.0, 32.0, 29.27777777777778)","(3.9, 4.8, 4.518918918918919)","(9.0, 12.5, 12.227272727272727)","(31.0, 60.0, 61.83333333333333)","(5.0, 7.4, 7.022222222222222)","(2.6, 3.05, 2.940802919708029)"
15-12-2022 13:12:33.409288,"(5.5, 6.4, 6.030434782608696)","(17.0, 32.0, 29.55)","(3.9, 4.8, 4.518918918918919)","(9.0, 12.5, 12.227272727272727)","(31.0, 65.0, 61.83333333333333)","(5.0, 7.4, 7.022222222222222)","(2.6, 3.05, 2.995)"
15-12-2022 13:12:34.430088,"(5.5, 6.4, 6.030434782608696)","(17.0, 32.0, 29.55)","(3.9, 4.8, 4.518918918918919)","(9.0, 12.5, 12.227272727272727)","(31.0, 65.0, 61.83333333333333)","(5.0, 7.4, 7.022222222222222)","(2.6, 3.05, 2.995)"
15-12-2022 13:12:35.516687,"(5.5, 6.4, 6.0875)","(17.0, 32.0, 29.86111111111111)","(3.9, 4.8, 4.518918918918919)","(9.0, 12.5, 12.227272727272727)","(31.0, 65.0, 61.83333333333333)","(5.0, 7.4, 7.022222222222222)","(2.6, 3.05, 2.9422)"
15-12-2022 13:12:36.639369,"(5.5, 6.4, 6.0875)","(17.0, 32.0, 30.147058823529413)","(3.9, 4.8, 4.549397590361446)","(9.0, 12.5, 12.227272727272727)","(31.0, 65.0, 61.83333333333333)","(5.0, 7.4, 7.022222222222222)","(2.6, 3.05, 2.9422)"
15-12-2022 13:12:37.738062,"(5.5, 6.4, 6.1450000000000005)","(17.0, 32.0, 28.142857142857142)","(3.9, 4.8, 4.549397590361446)","(9.0, 12.5, 12.227272727272727)","(31.0, 65.0, 61.83333333333333)","(5.0, 7.4, 7.022222222222222)","(2.6, 3.05, 2.9422)"
15-12-2022 13:12:38.737571,"(5.5, 6.4, 6.1450000000000005)","(17.0, 32.0, 28.142857142857142)","(3.9, 4.8, 4.549397590361446)","(9.0, 12.5, 12.227272727272727)","(31.0, 65.0, 61.83333333333333)","(5.0, 7.4, 7.022222222222222)","(2.6, 3.05, 2.9422)"
15-12-2022 13:12:39.757286,"(5.5, 6.4, 6.030434782608696)","(17.0, 32.0, 28.142857142857142)","(3.9, 4.8, 4.549397590361446)","(9.0, 12.5, 12.227272727272727)","(31.0, 65.0, 61.83333333333333)","(5.0, 7.4, 6.916129032258064)","(2.6, 3.05, 2.9422)"
15-12-2022 13:12:40.785028,"(5.5, 6.4, 6.030434782608696)","(18.0, 32.0, 28.142857142857142)","(3.8, 4.8, 4.549397590361446)","(9.0, 12.5, 12.227272727272727)","(31.0, 65.0, 61.83333333333333)","(5.0, 7.4, 6.916129032258064)","(2.6, 3.05, 2.9413253012048193)"
15-12-2022 13:12:41.913797,"(5.5, 6.4, 6.030434782608696)","(18.0, 32.0, 28.625)","(3.8, 4.8, 4.549397590361446)","(9.0, 12.5, 12.227272727272727)","(31.0, 65.0, 61.83333333333333)","(5.0, 7.4, 7.022222222222222)","(2.6, 3.05, 2.9413253012048193)"
15-12-2022 13:12:43.131804,"(5.5, 6.4, 6.148148148148148)","(18.0, 32.0, 29.428571428571427)","(3.8, 4.8, 4.56)","(9.0, 12.5, 12.277777777777779)","(31.0, 65.0, 62.285714285714285)","(5.0, 7.4, 6.752380952380952)","(2.6, 3.05, 2.9601666666666664)"
15-12-2022 13:12:44.327469,"(5.5, 6.4, 6.148148148148148)","(18.0, 32.0, 29.428571428571427)","(3.8, 4.8, 4.56)","(9.0, 12.5, 12.277777777777779)","(31.0, 65.0, 60.77777777777778)","(5.0, 7.4, 6.781818181818181)","(2.6, 3.05, 2.9601666666666664)"
15-12-2022 13:12:45.490054,"(5.5, 6.4, 6.148148148148148)","(18.0, 32.0, 29.428571428571427)","(3.8, 4.8, 4.56)","(9.0, 12.5, 12.277777777777779)","(31.0, 65.0, 60.77777777777778)","(5.0, 7.4, 6.781818181818181)","(2.6, 3.05, 2.9499999999999997)"
15-12-2022 13:12:46.572811,"(5.5, 6.4, 6.071428571428571)","(18.0, 32.0, 30.0)","(3.8, 4.8, 4.56)","(9.0, 12.5, 12.277777777777779)","(31.0, 65.0, 61.22222222222222)","(5.0, 7.4, 6.781818181818181)","(2.6, 3.05, 2.9499999999999997)"
15-12-2022 13:12:47.534150,"(5.5, 6.4, 6.071428571428571)","(18.0, 32.0, 30.07142857142857)","(3.8, 4.8, 4.56)","(9.0, 12.5, 12.277777777777779)","(31.0, 65.0, 61.22222222222222)","(5.0, 7.4, 6.781818181818181)","(2.6, 3.05, 2.9499999999999997)"
15-12-2022 13:12:48.501004,"(5.5, 6.0, 5.921428571428572)","(18.0, 32.0, 30.07142857142857)","(3.8, 4.8, 4.56)","(9.0, 12.5, 12.277777777777779)","(31.0, 65.0, 61.22222222222222)","(5.0, 7.4, 6.781818181818181)","(2.6, 3.05, 2.9499999999999997)"
15-12-2022 13:12:49.593289,"(5.5, 6.0, 5.921428571428572)","(18.0, 32.0, 30.07142857142857)","(3.8, 4.8, 4.56)","(9.0, 12.5, 12.277777777777779)","(31.0, 65.0, 61.22222222222222)","(5.0, 7.4, 6.781818181818181)","(2.6, 3.05, 2.9499999999999997)"
15-12-2022 13:12:50.781956,"(5.5, 6.0, 5.921428571428572)","(18.0, 32.0, 30.07142857142857)","(3.8, 4.8, 4.566101694915254)","(9.0, 12.5, 12.277777777777779)","(31.0, 65.0, 61.22222222222222)","(5.0, 7.4, 7.011428571428572)","(2.6, 3.05, 2.9499999999999997)"
15-12-2022 13:12:52.018082,"(5.5, 6.0, 5.948837209302326)","(18.0, 32.0, 30.07142857142857)","(3.8, 4.8, 4.566101694915254)","(9.0, 12.5, 12.277777777777779)","(31.0, 65.0, 61.22222222222222)","(5.0, 7.4, 7.011428571428572)","(2.6, 3.05, 2.9499999999999997)"
15-12-2022 13:12:53.167969,"(5.5, 6.4, 6.1)","(18.0, 32.0, 30.07142857142857)","(3.8, 4.8, 4.597058823529411)","(9.0, 12.5, 12.277777777777779)","(31.0, 65.0, 61.22222222222222)","(5.0, 7.4, 7.011428571428572)","(2.6, 3.05, 2.9499999999999997)"
15-12-2022 13:12:54.234077,"(5.5, 6.4, 6.1)","(18.0, 32.0, 30.07142857142857)","(3.8, 4.8, 4.597058823529411)","(9.0, 12.5, 12.0)","(31.0, 65.0, 61.22222222222222)","(5.0, 7.4, 7.011428571428572)","(2.6, 3.05, 2.966666666666667)"
15-12-2022 13:12:55.291462,"(5.5, 6.4, 6.1)","(18.0, 32.0, 29.545454545454547)","(3.8, 4.8, 4.597058823529411)","(9.0, 12.5, 12.0)","(31.0, 65.0, 62.57142857142857)","(5.0, 7.4, 7.011428571428572)","(2.6, 3.1, 2.9870588235294115)"
15-12-2022 13:12:56.310171,"(5.5, 6.4, 5.9071428571428575)","(18.0, 32.0, 30.65)","(3.8, 4.8, 4.566101694915254)","(9.0, 12.5, 12.18421052631579)","(31.0, 65.0, 62.57142857142857)","(5.0, 7.4, 7.011428571428572)","(2.6, 3.1, 2.9870588235294115)"
15-12-2022 13:12:57.359111,"(5.5, 6.4, 5.9071428571428575)","(18.0, 32.0, 30.65)","(3.8, 4.8, 4.566101694915254)","(9.0, 12.5, 11.978260869565217)","(31.0, 65.0, 61.66666666666667)","(5.0, 7.4, 7.011428571428572)","(2.6, 3.1, 3.0236363636363635)"
15-12-2022 13:12:58.558398,"(5.5, 6.4, 5.9071428571428575)","(18.0, 32.0, 30.65)","(3.8, 4.8, 4.566101694915254)","(9.0, 12.5, 11.978260869565217)","(31.0, 65.0, 61.66666666666667)","(5.0, 7.4, 7.090909090909091)","(2.6, 3.1, 3.0236363636363635)"
15-12-2022 13:12:59.728572,"(5.5, 6.4, 5.9071428571428575)","(18.0, 32.0, 30.65)","(3.8, 4.8, 4.566101694915254)","(9.0, 12.5, 11.978260869565217)","(31.0, 65.0, 61.66666666666667)","(5.0, 7.4, 7.011428571428572)","(2.6, 3.1, 3.0236363636363635)"
15-12-2022 13:13:00.814681,"(5.5, 6.4, 5.9071428571428575)","(18.0, 32.0, 30.65)","(3.8, 4.8, 4.618181818181818)","(9.0, 12.5, 11.978260869565217)","(31.0, 65.0, 61.66666666666667)","(5.0, 7.4, 7.011428571428572)","(2.6, 3.1, 3.001176470588235)"
15-12-2022 13:13:01.889373,"(5.5, 6.4, 5.825)","(18.0, 32.0, 30.57894736842105)","(3.8, 4.8, 4.7057142857142855)","(9.0, 12.5, 11.642857142857142)","(31.0, 65.0, 61.66666666666667)","(5.0, 7.4, 6.781818181818181)","(2.6, 3.1, 2.9857142857142858)"
15-12-2022 13:13:02.868490,"(5.5, 6.2, 6.015384615384615)","(18.0, 32.0, 30.411764705882355)","(3.8, 4.8, 4.748275862068965)","(9.0, 12.5, 11.166666666666666)","(31.0, 65.0, 61.66666666666667)","(5.0, 7.4, 6.781818181818181)","(2.6, 3.1, 2.9857142857142858)"
15-12-2022 13:13:03.993578,"(5.5, 6.4, 5.969230769230769)","(18.0, 32.0, 29.652173913043477)","(3.8, 4.9, 4.7875)","(9.0, 12.5, 11.25)","(31.0, 65.0, 61.66666666666667)","(5.0, 7.4, 6.961290322580645)","(2.6, 3.1, 3.0314285714285716)"
15-12-2022 13:13:05.187738,"(5.5, 6.4, 6.133333333333334)","(18.0, 32.0, 29.428571428571427)","(3.8, 5.0, 4.8)","(9.0, 12.0, 11.423076923076923)","(31.0, 65.0, 63.5)","(5.0, 7.4, 7.066666666666666)","(2.6, 3.1, 3.02)"
15-12-2022 13:13:06.332556,"(5.5, 6.2, 6.044827586206897)","(18.0, 32.0, 29.428571428571427)","(3.8, 5.0, 4.777777777777778)","(9.0, 12.0, 11.423076923076923)","(31.0, 65.0, 63.5)","(5.0, 7.6, 7.236363636363636)","(2.6, 3.1, 2.9749999999999996)"
15-12-2022 13:13:07.488227,"(5.5, 6.2, 6.044827586206897)","(18.0, 32.0, 29.428571428571427)","(3.8, 5.0, 4.777777777777778)","(9.0, 12.0, 11.513513513513514)","(31.0, 65.0, 63.5)","(5.0, 7.6, 7.3304347826086955)","(2.6, 3.05, 3.0625)"
