,Claim The Crown,Huon,Rockribbed,Go Troppo,Luvoir,Unamerican,Three Kings,Catapult,Ka Bling,Time Raid,Cadetship,Butchnbugs
04-01-2023 16:17:46.912889,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.08421052631579)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.95)","(21.0, 42.0, 35.21739130434783)","(41.0, 150.0, 148.0612244897959)","(81.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(10.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.4, 5.7, 5.6125)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:17:48.326439,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.08421052631579)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.95)","(21.0, 42.0, 35.21739130434783)","(41.0, 150.0, 148.0612244897959)","(81.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(10.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.4, 5.7, 5.6125)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:17:50.189884,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.08421052631579)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.95)","(21.0, 42.0, 35.21739130434783)","(41.0, 150.0, 148.0612244897959)","(81.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(10.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.4, 5.7, 5.6125)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:17:51.759047,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.008695652173913)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.95)","(21.0, 42.0, 35.21739130434783)","(41.0, 150.0, 148.0612244897959)","(81.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(10.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.4, 5.7, 5.6125)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:17:53.319258,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.053333333333334)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.95)","(21.0, 42.0, 35.21739130434783)","(41.0, 150.0, 148.0612244897959)","(81.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(10.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.4, 5.7, 5.6125)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:17:54.871931,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.057407407407408)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.95)","(21.0, 42.0, 35.21739130434783)","(41.0, 150.0, 148.0612244897959)","(81.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(10.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.4, 5.7, 5.6125)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:17:56.491639,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.95)","(21.0, 42.0, 35.21739130434783)","(41.0, 150.0, 148.0612244897959)","(81.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(10.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.4, 5.7, 5.6125)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:17:57.949126,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.95)","(21.0, 42.0, 35.21739130434783)","(41.0, 150.0, 148.0612244897959)","(81.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(10.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.4, 5.7, 5.6125)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:17:59.389417,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.95)","(21.0, 42.0, 35.21739130434783)","(41.0, 150.0, 148.0612244897959)","(81.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(10.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.4, 5.7, 5.6125)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:18:00.781716,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.95)","(21.0, 42.0, 35.21739130434783)","(41.0, 150.0, 148.0612244897959)","(81.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(10.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.4, 5.7, 5.6125)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:18:02.091346,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.95)","(21.0, 42.0, 35.21739130434783)","(41.0, 150.0, 148.0612244897959)","(81.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(10.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.4, 5.7, 5.6125)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:18:03.435281,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.84)","(21.0, 42.0, 35.21739130434783)","(41.0, 150.0, 148.0612244897959)","(81.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(10.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.4, 5.7, 5.442857142857143)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:18:04.861087,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.959999999999999)","(21.0, 42.0, 35.21739130434783)","(41.0, 150.0, 148.0612244897959)","(81.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(10.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.4, 5.7, 5.442857142857143)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:18:06.336091,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.041935483870968)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.959999999999999)","(21.0, 42.0, 35.21739130434783)","(41.0, 150.0, 148.0612244897959)","(81.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(10.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.4, 5.7, 5.6125)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:18:07.677117,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.041935483870968)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.959999999999999)","(21.0, 42.0, 34.35294117647059)","(41.0, 150.0, 148.0612244897959)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.6, 5.7, 5.6125)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:18:09.066630,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.041935483870968)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.959999999999999)","(21.0, 42.0, 35.21739130434783)","(41.0, 150.0, 148.0612244897959)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.6, 5.7, 5.6125)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:18:10.544256,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.959999999999999)","(21.0, 42.0, 35.21739130434783)","(41.0, 150.0, 148.0612244897959)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.6, 5.7, 5.6125)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:18:11.890220,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.959999999999999)","(21.0, 42.0, 35.21739130434783)","(41.0, 150.0, 148.0612244897959)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.6, 5.7, 5.6125)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:18:13.562421,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.959999999999999)","(21.0, 42.0, 35.21739130434783)","(41.0, 150.0, 148.0612244897959)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.6, 5.7, 5.6125)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:18:15.117586,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 10.05)","(21.0, 42.0, 35.21739130434783)","(41.0, 150.0, 148.0612244897959)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.6, 5.7, 5.6125)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:18:16.660800,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 10.05)","(21.0, 42.0, 35.21739130434783)","(41.0, 150.0, 148.0612244897959)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.6, 5.7, 5.6125)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:18:18.177127,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.78)","(21.0, 42.0, 35.21739130434783)","(41.0, 150.0, 139.44444444444446)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.6, 5.7, 5.6125)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:18:19.544496,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.752830188679244)","(21.0, 42.0, 35.21739130434783)","(41.0, 150.0, 139.44444444444446)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.6, 5.7, 5.6125)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:18:20.948275,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.752830188679244)","(21.0, 42.0, 35.21739130434783)","(41.0, 150.0, 139.44444444444446)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.857142857142858)","(41.0, 240.0, 211.66666666666666)","(4.6, 5.7, 5.6125)","(41.0, 80.0, 77.41379310344827)"
04-01-2023 16:18:22.402744,"(21.0, 36.0, 35.5625)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.752830188679244)","(21.0, 42.0, 36.4)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.857142857142858)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.7, 5.6125)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:23.802274,"(21.0, 36.0, 35.80434782608695)","(3.2, 4.2, 4.038461538461538)","(3.9, 4.9, 4.800000000000001)","(9.0, 10.5, 9.752830188679244)","(21.0, 42.0, 36.4)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.857142857142858)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.7, 5.442857142857143)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:25.249451,"(21.0, 36.0, 35.93333333333334)","(3.2, 4.2, 4.038461538461538)","(3.9, 4.9, 4.696)","(9.0, 10.5, 9.617391304347827)","(21.0, 42.0, 36.4)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.857142857142858)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.7, 5.442857142857143)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:26.660029,"(21.0, 36.0, 35.93333333333334)","(3.2, 4.2, 4.038461538461538)","(3.9, 4.9, 4.696)","(9.0, 10.0, 9.617391304347827)","(21.0, 42.0, 36.4)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.857142857142858)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.7, 5.442857142857143)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:28.092031,"(21.0, 36.0, 35.93333333333334)","(3.2, 4.2, 4.038461538461538)","(3.9, 4.9, 4.696)","(9.0, 10.0, 9.36231884057971)","(21.0, 42.0, 36.4)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.857142857142858)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.7, 5.442857142857143)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:29.525540,"(21.0, 36.0, 35.65909090909091)","(3.2, 4.2, 4.038461538461538)","(3.9, 4.9, 4.696)","(9.0, 10.0, 9.435294117647059)","(21.0, 42.0, 36.75)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.857142857142858)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.7, 5.442857142857143)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:30.911491,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.696)","(9.0, 10.0, 9.435294117647059)","(21.0, 42.0, 36.75)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.857142857142858)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.7, 5.442857142857143)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:32.335490,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.696)","(9.0, 10.0, 9.435294117647059)","(21.0, 42.0, 36.75)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.857142857142858)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.7, 5.442857142857143)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:33.717062,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.696)","(9.0, 10.0, 9.433333333333334)","(21.0, 42.0, 36.75)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.857142857142858)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.7, 5.442857142857143)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:35.165769,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.051515151515152)","(3.9, 4.9, 4.696)","(9.0, 10.0, 9.433333333333334)","(21.0, 42.0, 36.75)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.857142857142858)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.7, 5.28)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:36.621152,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.051515151515152)","(3.9, 4.9, 4.696)","(9.0, 10.0, 9.433333333333334)","(21.0, 42.0, 36.75)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.857142857142858)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.3, 5.28)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:38.104395,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.041935483870968)","(3.9, 4.9, 4.696)","(9.0, 10.0, 9.433333333333334)","(21.0, 42.0, 36.75)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.857142857142858)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.3, 5.28)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:39.579267,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.696)","(9.0, 10.0, 9.433333333333334)","(21.0, 42.0, 36.75)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 13.862204724409448)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.3, 5.28)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:41.109730,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.038461538461538)","(3.9, 4.9, 4.696)","(9.0, 10.0, 9.433333333333334)","(21.0, 42.0, 36.75)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 12.235294117647058)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.3, 5.214285714285714)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:42.591391,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.696)","(9.0, 10.0, 9.433333333333334)","(21.0, 42.0, 36.75)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 12.235294117647058)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.3, 5.214285714285714)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:43.984073,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.036666666666667)","(3.9, 4.9, 4.696)","(9.0, 10.0, 9.284210526315789)","(21.0, 42.0, 32.25)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 12.235294117647058)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.3, 5.275675675675675)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:45.355506,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.036666666666667)","(3.9, 4.9, 4.696)","(9.0, 10.0, 9.32)","(21.0, 42.0, 32.25)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 12.421052631578947)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.3, 5.275675675675675)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:46.790103,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.696)","(9.0, 10.0, 9.32)","(21.0, 42.0, 36.0)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 12.421052631578947)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.3, 5.275675675675675)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:48.224945,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.051515151515152)","(3.9, 4.9, 4.696)","(9.0, 10.0, 9.32)","(21.0, 42.0, 36.0)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 12.421052631578947)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.3, 5.2)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:49.670313,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.765789473684211)","(9.0, 10.0, 9.32)","(21.0, 42.0, 36.0)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 12.421052631578947)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.3, 5.2)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:51.081672,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.038461538461538)","(3.9, 4.9, 4.765789473684211)","(9.0, 10.0, 9.32)","(21.0, 42.0, 36.0)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 12.421052631578947)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.3, 5.2)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:52.639172,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.038461538461538)","(3.9, 4.9, 4.765789473684211)","(9.0, 10.0, 9.32)","(21.0, 42.0, 35.77777777777778)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 12.421052631578947)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.3, 5.2)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:54.158596,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.036666666666667)","(3.9, 4.9, 4.765789473684211)","(9.0, 10.0, 9.32)","(21.0, 42.0, 35.77777777777778)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 12.421052631578947)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.3, 5.2)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:55.655747,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.038461538461538)","(3.9, 4.9, 4.765789473684211)","(9.0, 10.0, 9.32)","(21.0, 42.0, 35.77777777777778)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 250.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 12.421052631578947)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.3, 5.2)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:57.146329,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.765789473684211)","(9.0, 10.0, 9.32)","(21.0, 42.0, 35.77777777777778)","(41.0, 150.0, 144.41176470588235)","(71.0, 390.0, 223.33333333333331)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.5)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.3, 5.2)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:18:58.688299,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.765789473684211)","(9.0, 10.0, 9.32)","(21.0, 42.0, 35.77777777777778)","(41.0, 150.0, 144.41176470588235)","(71.0, 450.0, 223.33333333333331)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.5)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.3, 5.2)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:19:00.228001,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.765789473684211)","(9.0, 10.0, 9.32)","(21.0, 42.0, 35.77777777777778)","(41.0, 150.0, 144.41176470588235)","(71.0, 450.0, 223.33333333333331)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 11.5)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.3, 5.2)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:19:01.859576,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.0115384615384615)","(3.9, 4.9, 4.765789473684211)","(9.0, 10.0, 9.32)","(21.0, 42.0, 35.77777777777778)","(41.0, 150.0, 144.41176470588235)","(71.0, 450.0, 223.33333333333331)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 13.862204724409448)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.3, 5.2)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:19:03.633018,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.038461538461538)","(3.9, 4.9, 4.765789473684211)","(9.0, 10.0, 9.32)","(21.0, 42.0, 35.77777777777778)","(41.0, 150.0, 144.41176470588235)","(71.0, 450.0, 245.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 13.862745098039216)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.3, 5.2)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:19:05.185786,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.038461538461538)","(3.9, 4.9, 4.765789473684211)","(9.0, 10.0, 9.32)","(21.0, 42.0, 35.77777777777778)","(41.0, 150.0, 144.41176470588235)","(71.0, 380.0, 245.0)","(18.0, 27.0, 23.428571428571427)","(9.0, 14.0, 13.864341085271317)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.3, 5.2)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:19:06.693145,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.038461538461538)","(3.9, 4.9, 4.78)","(9.0, 10.0, 9.32)","(21.0, 42.0, 34.69565217391305)","(41.0, 150.0, 144.41176470588235)","(71.0, 380.0, 245.0)","(18.0, 27.0, 23.77777777777778)","(9.0, 14.0, 13.864341085271317)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.3, 5.2)","(41.0, 80.0, 79.07407407407408)"
04-01-2023 16:19:08.138572,"(21.0, 34.0, 33.95238095238095)","(3.2, 4.2, 4.038461538461538)","(3.9, 4.9, 4.78)","(9.0, 10.0, 9.32)","(21.0, 42.0, 34.69565217391305)","(41.0, 150.0, 144.41176470588235)","(71.0, 380.0, 245.0)","(18.0, 26.0, 23.77777777777778)","(9.0, 14.0, 12.125)","(41.0, 240.0, 222.56410256410254)","(4.6, 5.3, 5.2)","(41.0, 80.0, 79.07407407407408)"
