,Its Cleo,Hendy,Feel The Magic,Thatll Do Neo,Jimmy The Singer,Cashmere Kaos,Mortons Jilliby,Nine Nine
08-01-2023 13:25:30.462992,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 6.8, 6.3)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:25:31.654640,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 6.8, 6.3)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:25:32.913471,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 6.8, 6.3)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:25:34.182892,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 6.8, 6.3)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:25:35.413500,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 6.8, 6.3)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:25:36.562579,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 6.8, 6.3)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:25:37.742991,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:25:38.967705,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:25:40.155331,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:25:41.387037,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:25:42.589287,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:25:43.794810,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:25:45.093262,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:25:46.327947,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:25:47.586361,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:25:48.728903,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:25:49.969785,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:25:51.179542,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:25:52.363696,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:25:53.510700,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:25:54.648375,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:25:56.070390,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:25:57.416388,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:25:58.711813,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:00.188279,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:01.816691,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:03.094008,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:04.290952,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:05.493637,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:06.767726,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:08.016337,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:09.248338,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:10.580358,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:11.788490,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:12.975003,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:14.188566,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:15.420987,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:16.575979,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:17.676683,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:18.822739,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:20.057696,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:21.278037,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:22.509953,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:23.716795,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:24.919987,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:26.168690,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:27.444663,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:28.673923,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:29.884897,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:31.066683,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:32.277076,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:33.485595,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:34.673306,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:35.839901,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:36.939475,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:38.157635,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:39.389330,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:40.634629,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:41.840597,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:43.098274,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:44.399317,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:45.796928,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:47.252686,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:48.742316,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:50.218989,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:51.580148,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:53.107613,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:54.517933,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:55.673201,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:56.847299,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:58.062485,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:26:59.280558,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.5)","(4.2, 7.0, 4.84)","(8.5, 16.5, 15.4625)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:27:00.491908,"(31.0, 290.0, 160.0)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 16.26923076923077)","(4.2, 7.0, 4.84)","(8.5, 16.5, 12.95)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:27:01.773896,"(31.0, 290.0, 122.85714285714286)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 16.5, 20.13157894736842)","(4.2, 7.0, 4.84)","(8.5, 17.5, 9.181818181818182)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:27:03.048004,"(31.0, 290.0, 122.85714285714286)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 24.0, 17.653846153846153)","(4.2, 7.0, 4.84)","(8.5, 17.0, 12.45)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:27:04.388298,"(31.0, 290.0, 122.85714285714286)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.653846153846153)","(4.2, 7.0, 4.84)","(8.5, 16.5, 12.45)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:27:05.656017,"(31.0, 290.0, 122.85714285714286)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.653846153846153)","(4.2, 7.0, 4.84)","(8.5, 16.5, 12.45)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:27:06.903791,"(31.0, 290.0, 122.85714285714286)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.653846153846153)","(4.2, 7.0, 4.84)","(8.5, 16.5, 12.45)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:27:08.061807,"(31.0, 290.0, 122.85714285714286)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.653846153846153)","(4.2, 7.0, 4.84)","(8.5, 16.5, 12.45)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:27:09.280808,"(31.0, 290.0, 122.85714285714286)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.653846153846153)","(4.2, 7.0, 4.84)","(8.5, 16.5, 12.45)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:27:10.506946,"(31.0, 290.0, 122.85714285714286)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.653846153846153)","(4.2, 7.0, 4.84)","(8.5, 16.5, 12.45)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:27:11.715703,"(31.0, 290.0, 122.85714285714286)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.653846153846153)","(4.2, 7.0, 4.84)","(8.5, 16.5, 12.45)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:27:12.830347,"(31.0, 290.0, 122.85714285714286)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.653846153846153)","(4.2, 7.0, 4.84)","(8.5, 16.5, 12.45)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:27:13.933857,"(31.0, 290.0, 122.85714285714286)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.653846153846153)","(4.2, 7.0, 4.84)","(8.5, 16.5, 12.45)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:27:15.036680,"(31.0, 290.0, 122.85714285714286)","(3.6, 5.1, 4.324999999999999)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.653846153846153)","(4.2, 7.0, 4.84)","(8.5, 16.5, 12.45)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:27:16.198475,"(31.0, 290.0, 122.85714285714286)","(3.6, 5.1, 4.878571428571428)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.653846153846153)","(4.2, 7.0, 4.84)","(8.5, 16.5, 12.45)","(5.5, 10.0, 7.85)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:27:17.375740,"(31.0, 290.0, 122.85714285714286)","(3.6, 5.1, 4.978571428571428)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.653846153846153)","(4.2, 7.0, 4.84)","(8.5, 16.5, 12.45)","(5.5, 10.0, 6.22)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:27:18.461709,"(31.0, 290.0, 122.85714285714286)","(3.6, 5.1, 4.985714285714286)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.653846153846153)","(4.2, 7.0, 4.84)","(8.5, 16.5, 12.45)","(5.5, 10.0, 6.22)","(4.0, 7.0, 5.066666666666666)"
08-01-2023 13:27:19.486971,"(31.0, 290.0, 122.85714285714286)","(3.6, 5.1, 4.985714285714286)","(9.0, 17.0, 13.925)","(8.5, 18.0, 17.653846153846153)","(4.2, 7.0, 4.84)","(8.5, 16.5, 12.45)","(5.5, 10.0, 6.22)","(4.0, 7.0, 5.066666666666666)"
