,Lamont Bale,Caps Lock On,Rogue Temptation,Specter Litt,Hoppy Bob,Bigsy,Summer Daze,Jasper Bale
15-12-2022 15:18:55.053900,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.4, 3.685714285714286)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:18:56.214427,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.4, 3.685714285714286)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:18:57.352889,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.4, 3.685714285714286)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:18:58.423728,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.4, 3.685714285714286)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:18:59.470937,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.4, 3.685714285714286)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:00.471609,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.4, 3.685714285714286)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:01.519761,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.4, 3.685714285714286)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:02.621805,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.4, 3.685714285714286)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:03.727732,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.4, 3.685714285714286)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:04.788975,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.4, 3.685714285714286)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:05.881732,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.4, 3.685714285714286)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:06.965685,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.4, 3.685714285714286)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:08.054007,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.4, 3.685714285714286)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:09.179987,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.4, 3.685714285714286)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:10.241245,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.4, 3.685714285714286)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:11.320533,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.4, 3.685714285714286)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:12.362593,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.4, 3.685714285714286)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:13.497623,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.4, 3.685714285714286)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:14.591101,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.4, 3.685714285714286)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:15.709967,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.4, 3.685714285714286)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:16.761870,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.4, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:17.774563,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:18.842395,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:19.910242,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:21.013845,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:22.063844,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:23.118125,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:24.154968,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:25.167826,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:26.209202,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:27.221276,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:28.269894,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:29.315995,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:30.438692,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:31.580473,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:32.705730,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:33.880427,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:35.013469,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:36.166976,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:37.221586,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:38.260747,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:39.409454,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:40.549727,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:41.666449,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:42.851857,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:43.933035,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:44.986212,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:46.051923,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:47.148056,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.342857142857143)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:48.270124,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.342857142857143)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:49.339786,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.342857142857143)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:50.436592,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.342857142857143)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:51.493177,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.342857142857143)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:52.583247,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.342857142857143)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:53.716012,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.342857142857143)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:54.890067,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.276923076923077)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:55.952999,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.276923076923077)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:57.002775,"(10.0, 21.0, 17.375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.276923076923077)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:57.988237,"(10.0, 21.0, 14.777777777777779)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:19:59.141845,"(10.0, 21.0, 14.777777777777779)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:20:00.271331,"(10.0, 21.0, 14.777777777777779)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:20:01.450175,"(10.0, 21.0, 14.777777777777779)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:20:02.562304,"(10.0, 21.0, 14.777777777777779)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:20:03.603894,"(10.0, 21.0, 14.777777777777779)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:20:04.645573,"(10.0, 21.0, 14.777777777777779)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 40.0, 22.545454545454547)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:20:05.759546,"(10.0, 21.0, 14.777777777777779)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 494.44444444444446)","(18.0, 40.0, 27.75)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:20:06.873797,"(10.0, 21.0, 17.4375)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 40.0, 27.75)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:20:08.076511,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 40.0, 27.75)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:20:09.261068,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 40.0, 27.75)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:20:10.404561,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 40.0, 27.75)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:20:11.486635,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 40.0, 27.75)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:20:12.646291,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 40.0, 27.75)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:20:13.766913,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 40.0, 27.75)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:20:14.872875,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 40.0, 27.75)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:20:15.986631,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 40.0, 27.75)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:20:17.156298,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 40.0, 27.75)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:20:18.333445,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 40.0, 27.75)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:20:19.507611,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 40.0, 27.75)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.2, 7.111627906976744)"
15-12-2022 15:20:20.716253,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 40.0, 27.75)","(3.6, 5.6, 3.6952380952380954)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.2, 7.111627906976744)"
