,Lamont Bale,Caps Lock On,Rogue Temptation,Specter Litt,Hoppy Bob,Bigsy,Summer Daze,Jasper Bale
15-12-2022 15:15:45.872157,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.6, 7.761904761904761)"
15-12-2022 15:15:46.978749,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.6, 7.761904761904761)"
15-12-2022 15:15:48.102812,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.6, 7.761904761904761)"
15-12-2022 15:15:49.290985,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.6, 7.761904761904761)"
15-12-2022 15:15:50.492672,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.6, 7.761904761904761)"
15-12-2022 15:15:51.594293,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.6, 7.761904761904761)"
15-12-2022 15:15:52.627259,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.6, 7.761904761904761)"
15-12-2022 15:15:53.816907,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.6, 7.761904761904761)"
15-12-2022 15:15:54.984628,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.6, 7.761904761904761)"
15-12-2022 15:15:56.180638,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.6, 7.761904761904761)"
15-12-2022 15:15:57.473537,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.6, 7.2558139534883725)"
15-12-2022 15:15:58.736152,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.2558139534883725)"
15-12-2022 15:15:59.930043,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.2558139534883725)"
15-12-2022 15:16:01.048507,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.2558139534883725)"
15-12-2022 15:16:02.099216,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 4.9, 3.73)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.2558139534883725)"
15-12-2022 15:16:03.229196,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 4.9, 3.73)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.2558139534883725)"
15-12-2022 15:16:04.409087,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 4.9, 3.73)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.2558139534883725)"
15-12-2022 15:16:05.472910,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 4.9, 3.73)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.2558139534883725)"
15-12-2022 15:16:06.492611,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 4.9, 3.73)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.227906976744187)"
15-12-2022 15:16:07.676539,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 4.9, 3.73)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.227906976744187)"
15-12-2022 15:16:08.851306,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 4.9, 3.73)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.227906976744187)"
15-12-2022 15:16:10.031079,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 4.9, 3.73)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.227906976744187)"
15-12-2022 15:16:11.270518,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 4.9, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.227906976744187)"
15-12-2022 15:16:12.430607,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 5.845833333333333)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:13.569990,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 5.845833333333333)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:14.809526,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 5.845833333333333)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:16.004810,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:17.185573,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:18.226247,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:19.328854,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:20.536210,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:21.755846,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:22.928260,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:24.044774,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:25.189903,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:26.325410,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:27.515733,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:28.702549,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:30.021998,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:31.281199,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:32.535049,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:33.821283,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:35.036195,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:36.213055,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 4.673684210526316)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:37.308780,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.342857142857143)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:38.520777,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.276923076923077)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:39.730264,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.276923076923077)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:40.994050,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.276923076923077)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:42.303288,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.276923076923077)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:43.652818,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.276923076923077)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:45.076983,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.276923076923077)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:46.317697,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.276923076923077)","(4.4, 8.4, 6.800000000000001)"
15-12-2022 15:16:47.482963,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.311627906976744)"
15-12-2022 15:16:48.643811,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.311627906976744)"
15-12-2022 15:16:49.984361,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.311627906976744)"
15-12-2022 15:16:51.339163,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.311627906976744)"
15-12-2022 15:16:52.591434,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.311627906976744)"
15-12-2022 15:16:53.747333,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.7666666666666666)","(4.4, 6.8, 6.419512195121952)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.311627906976744)"
15-12-2022 15:16:54.958057,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.1, 3.6761904761904765)","(4.4, 6.8, 7.554166666666667)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.311627906976744)"
15-12-2022 15:16:56.179983,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.2, 3.6761904761904765)","(4.4, 8.8, 7.554166666666667)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.311627906976744)"
15-12-2022 15:16:57.478215,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.2, 3.6761904761904765)","(4.4, 8.8, 7.554166666666667)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.311627906976744)"
15-12-2022 15:16:58.740044,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.2, 3.6761904761904765)","(4.4, 8.8, 7.554166666666667)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.311627906976744)"
15-12-2022 15:16:59.995957,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.2, 3.6761904761904765)","(4.4, 8.8, 7.554166666666667)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.311627906976744)"
15-12-2022 15:17:01.241758,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.2, 3.6761904761904765)","(4.4, 8.8, 7.554166666666667)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.311627906976744)"
15-12-2022 15:17:02.431333,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.2, 3.6761904761904765)","(4.4, 8.8, 7.554166666666667)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.311627906976744)"
15-12-2022 15:17:03.659141,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 466.66666666666663)","(18.0, 42.0, 28.75)","(3.6, 5.2, 3.6761904761904765)","(4.4, 8.8, 7.554166666666667)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.311627906976744)"
15-12-2022 15:17:04.929433,"(10.0, 21.0, 17.3125)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 42.0, 23.090909090909093)","(3.6, 5.2, 3.6761904761904765)","(4.4, 8.8, 7.554166666666667)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.311627906976744)"
15-12-2022 15:17:06.195318,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 42.0, 23.090909090909093)","(3.6, 5.2, 3.6761904761904765)","(4.4, 8.8, 7.554166666666667)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.311627906976744)"
15-12-2022 15:17:07.402976,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 42.0, 23.090909090909093)","(3.6, 5.2, 3.6761904761904765)","(4.4, 8.8, 7.554166666666667)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.227906976744187)"
15-12-2022 15:17:08.610704,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 42.0, 23.090909090909093)","(3.6, 5.2, 3.6761904761904765)","(4.4, 8.8, 7.554166666666667)","(4.2, 7.2, 6.2480769230769235)","(4.4, 8.4, 7.227906976744187)"
15-12-2022 15:17:09.820979,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 42.0, 23.090909090909093)","(3.6, 5.2, 3.6761904761904765)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 5.845833333333333)","(4.4, 8.4, 7.6)"
15-12-2022 15:17:11.002824,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 42.0, 23.090909090909093)","(3.6, 5.2, 3.6761904761904765)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 5.845833333333333)","(4.4, 8.4, 7.6)"
15-12-2022 15:17:12.185261,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 42.0, 23.090909090909093)","(3.6, 5.2, 3.6761904761904765)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 5.845833333333333)","(4.4, 8.4, 7.6)"
15-12-2022 15:17:13.346817,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 42.0, 23.090909090909093)","(3.6, 5.2, 3.6761904761904765)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 5.845833333333333)","(4.4, 8.4, 7.6)"
15-12-2022 15:17:14.526985,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 42.0, 23.090909090909093)","(3.6, 5.2, 3.6761904761904765)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 5.845833333333333)","(4.4, 8.4, 7.6)"
15-12-2022 15:17:15.670351,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 42.0, 23.090909090909093)","(3.6, 5.2, 3.6761904761904765)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 5.845833333333333)","(4.4, 8.4, 7.6)"
15-12-2022 15:17:16.882709,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 42.0, 23.090909090909093)","(3.6, 5.2, 3.6761904761904765)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 5.845833333333333)","(4.4, 8.4, 7.6)"
15-12-2022 15:17:18.194446,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 42.0, 23.090909090909093)","(3.6, 5.2, 3.6761904761904765)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 5.845833333333333)","(4.4, 8.4, 7.6)"
15-12-2022 15:17:19.443586,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 42.0, 23.090909090909093)","(3.6, 5.2, 3.6761904761904765)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 5.845833333333333)","(4.4, 8.4, 7.6)"
15-12-2022 15:17:20.734773,"(10.0, 21.0, 13.75)","(6.0, 10.5, 8.504347826086956)","(61.0, 550.0, 357.6923076923077)","(18.0, 42.0, 23.090909090909093)","(3.6, 5.2, 3.6761904761904765)","(4.4, 8.8, 6.971875000000001)","(4.2, 7.2, 5.845833333333333)","(4.4, 8.4, 7.6)"
