,Bethencourt,Five Crowns,Momack,Shaka Rock,Galaxy Belle,Awesome Lad,Diva Bella,Showtime Lady,Oakfield Prince,Sonic Tycoon,Burning Need,La Jolie Fille,Ella Te Ama,Izfallingdown,Tornado Light
15-12-2022 15:43:45.179551,"(4.0, 5.6, 5.247058823529412)","(20.0, 34.0, 27.875)","(12.0, 14.5, 14.0)","(31.0, 85.0, 68.33333333333333)","(7.5, 9.0, 8.603555555555555)","(6.5, 8.4, 8.275)","(19.0, 25.0, 22.3)","(11.0, 13.5, 13.433333333333334)","(31.0, 42.0, 40.857142857142854)","(6.0, 8.2, 7.909090909090909)","(11.0, 12.0, 11.666666666666666)","(31.0, 48.0, 42.6)","(11.0, 14.0, 13.3)","(81.0, 160.0, 141.25)","(101.0, 560.0, 252.5)"
15-12-2022 15:43:46.740569,"(4.0, 5.6, 5.247058823529412)","(20.0, 34.0, 27.875)","(12.0, 14.5, 14.0)","(31.0, 85.0, 68.33333333333333)","(7.5, 9.0, 8.603555555555555)","(6.5, 8.4, 8.275)","(19.0, 25.0, 22.3)","(11.0, 13.5, 13.433333333333334)","(31.0, 42.0, 40.857142857142854)","(6.0, 8.2, 7.909090909090909)","(11.0, 12.0, 11.666666666666666)","(31.0, 48.0, 42.6)","(11.0, 14.0, 13.3)","(81.0, 160.0, 141.25)","(101.0, 560.0, 252.5)"
15-12-2022 15:43:48.307621,"(4.0, 5.6, 5.336842105263157)","(20.0, 34.0, 29.27027027027027)","(12.0, 15.0, 13.48)","(31.0, 95.0, 74.0)","(8.0, 9.0, 8.603555555555555)","(6.5, 8.4, 8.275)","(19.0, 25.0, 22.3)","(11.0, 13.5, 13.433333333333334)","(31.0, 42.0, 40.0)","(6.0, 8.2, 7.909090909090909)","(11.0, 13.0, 11.764705882352942)","(31.0, 48.0, 42.6)","(11.0, 14.0, 13.3)","(81.0, 160.0, 141.25)","(101.0, 560.0, 420.0)"
15-12-2022 15:43:49.968193,"(4.0, 5.6, 5.336842105263157)","(20.0, 34.0, 29.27027027027027)","(12.0, 15.0, 13.48)","(31.0, 90.0, 82.5)","(8.0, 8.8, 8.60701754385965)","(6.5, 8.4, 8.275)","(19.0, 25.0, 22.3)","(11.0, 13.5, 13.433333333333334)","(31.0, 42.0, 40.666666666666664)","(6.0, 8.2, 7.928813559322034)","(11.0, 13.0, 11.764705882352942)","(31.0, 48.0, 42.6)","(11.0, 14.0, 13.3)","(81.0, 160.0, 141.25)","(101.0, 560.0, 420.0)"
15-12-2022 15:43:51.574574,"(4.0, 5.6, 5.336842105263157)","(20.0, 34.0, 29.27027027027027)","(12.0, 15.0, 13.4)","(31.0, 90.0, 82.5)","(8.0, 8.8, 8.60470588235294)","(6.5, 8.4, 8.275)","(19.0, 25.0, 22.3)","(11.0, 13.5, 13.416666666666666)","(31.0, 42.0, 40.666666666666664)","(6.0, 8.2, 8.116666666666665)","(11.0, 13.0, 11.764705882352942)","(31.0, 48.0, 42.6)","(11.0, 14.0, 13.3)","(81.0, 160.0, 141.25)","(101.0, 560.0, 420.0)"
15-12-2022 15:43:53.134180,"(4.0, 5.6, 5.336842105263157)","(20.0, 34.0, 29.27027027027027)","(12.0, 15.0, 13.4)","(31.0, 90.0, 82.5)","(8.0, 9.0, 8.60470588235294)","(6.5, 8.4, 8.275)","(19.0, 25.0, 22.3)","(11.0, 13.5, 13.416666666666666)","(31.0, 42.0, 40.666666666666664)","(6.0, 8.2, 8.125925925925925)","(11.0, 13.0, 11.764705882352942)","(31.0, 48.0, 42.6)","(11.0, 14.0, 13.3)","(81.0, 160.0, 141.25)","(101.0, 560.0, 420.0)"
15-12-2022 15:43:54.688890,"(4.0, 5.6, 5.305882352941176)","(20.0, 34.0, 29.27027027027027)","(12.0, 15.0, 13.4)","(31.0, 90.0, 85.29411764705883)","(8.0, 9.0, 8.604469273743016)","(6.5, 8.4, 8.275)","(19.0, 25.0, 22.3)","(11.0, 13.5, 13.416666666666666)","(31.0, 42.0, 40.666666666666664)","(6.0, 8.2, 8.08148148148148)","(11.0, 13.0, 11.764705882352942)","(31.0, 48.0, 42.6)","(11.0, 14.0, 13.3)","(81.0, 160.0, 141.25)","(101.0, 560.0, 420.0)"
15-12-2022 15:43:56.244883,"(4.0, 5.8, 5.6)","(20.0, 34.0, 29.27027027027027)","(12.0, 15.0, 13.4)","(31.0, 90.0, 86.19047619047619)","(8.0, 9.0, 8.60470588235294)","(6.5, 8.4, 8.275)","(19.0, 25.0, 22.3)","(11.0, 13.5, 13.416666666666666)","(31.0, 42.0, 40.666666666666664)","(6.0, 8.2, 8.08148148148148)","(11.0, 13.0, 11.764705882352942)","(31.0, 48.0, 42.6)","(11.0, 14.0, 13.3)","(81.0, 160.0, 141.25)","(101.0, 560.0, 420.0)"
15-12-2022 15:43:57.773428,"(4.0, 6.6, 6.363157894736842)","(20.0, 34.0, 29.27027027027027)","(12.0, 15.0, 13.4)","(31.0, 90.0, 86.19047619047619)","(8.0, 9.0, 8.60470588235294)","(6.5, 8.4, 8.275)","(19.0, 25.0, 22.3)","(11.0, 13.5, 13.416666666666666)","(31.0, 42.0, 40.666666666666664)","(6.0, 8.2, 8.08148148148148)","(11.0, 13.0, 11.764705882352942)","(31.0, 48.0, 42.6)","(11.0, 14.0, 13.3)","(81.0, 160.0, 141.25)","(101.0, 560.0, 420.0)"
15-12-2022 15:43:59.299407,"(4.0, 6.2, 5.720000000000001)","(20.0, 34.0, 29.27027027027027)","(12.0, 15.0, 13.4)","(31.0, 90.0, 86.19047619047619)","(8.0, 9.0, 8.60470588235294)","(6.5, 8.4, 8.275)","(19.0, 25.0, 22.3)","(11.0, 13.5, 13.416666666666666)","(31.0, 42.0, 40.666666666666664)","(6.0, 8.2, 8.08148148148148)","(11.0, 13.0, 11.764705882352942)","(31.0, 48.0, 42.6)","(11.0, 14.0, 13.3)","(81.0, 160.0, 141.25)","(101.0, 560.0, 420.0)"
15-12-2022 15:44:00.837331,"(4.0, 5.5, 5.136363636363637)","(20.0, 34.0, 29.27027027027027)","(12.0, 15.0, 13.4)","(31.0, 90.0, 86.19047619047619)","(8.0, 9.0, 8.60470588235294)","(6.5, 8.4, 8.275)","(19.0, 25.0, 22.3)","(11.0, 13.5, 13.433333333333334)","(31.0, 42.0, 40.666666666666664)","(6.0, 8.2, 8.093333333333332)","(11.0, 13.0, 11.764705882352942)","(31.0, 48.0, 42.6)","(11.0, 14.0, 13.3)","(81.0, 160.0, 141.25)","(101.0, 560.0, 283.33333333333337)"
15-12-2022 15:44:02.440455,"(4.0, 5.5, 5.136363636363637)","(20.0, 34.0, 29.27027027027027)","(12.0, 15.0, 13.4)","(31.0, 85.0, 70.0)","(8.0, 9.0, 8.60470588235294)","(6.5, 8.4, 7.431578947368421)","(19.0, 25.0, 22.3)","(11.0, 13.5, 13.433333333333334)","(31.0, 42.0, 40.666666666666664)","(6.0, 8.2, 8.093333333333332)","(11.0, 13.0, 12.045454545454545)","(31.0, 48.0, 42.6)","(11.0, 14.0, 13.3)","(81.0, 160.0, 141.25)","(101.0, 550.0, 283.33333333333337)"
15-12-2022 15:44:04.023320,"(4.0, 5.5, 5.311764705882353)","(20.0, 34.0, 29.27027027027027)","(12.0, 15.0, 13.4)","(31.0, 80.0, 70.0)","(8.0, 9.0, 8.60470588235294)","(6.5, 7.8, 7.431578947368421)","(19.0, 25.0, 22.3)","(11.0, 13.5, 13.433333333333334)","(31.0, 42.0, 40.666666666666664)","(6.0, 8.2, 8.093333333333332)","(11.0, 13.0, 12.045454545454545)","(31.0, 48.0, 42.6)","(11.0, 14.0, 13.3)","(81.0, 160.0, 141.25)","(101.0, 550.0, 247.5)"
15-12-2022 15:44:05.666746,"(4.0, 5.5, 5.311764705882353)","(20.0, 34.0, 29.27027027027027)","(12.0, 15.0, 13.4)","(31.0, 80.0, 70.0)","(8.0, 9.0, 8.60470588235294)","(6.5, 8.4, 8.042857142857143)","(19.0, 25.0, 22.3)","(11.0, 13.5, 13.433333333333334)","(31.0, 42.0, 40.666666666666664)","(6.0, 8.2, 8.093333333333332)","(11.0, 13.0, 12.045454545454545)","(31.0, 48.0, 42.6)","(11.0, 14.0, 13.3)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 247.5)"
15-12-2022 15:44:07.253429,"(4.0, 5.5, 5.489873417721519)","(20.0, 32.0, 29.22222222222222)","(12.0, 15.0, 13.4)","(31.0, 80.0, 70.0)","(8.0, 9.0, 8.60470588235294)","(6.5, 8.4, 8.042857142857143)","(19.0, 25.0, 24.58139534883721)","(11.0, 13.0, 12.729166666666666)","(31.0, 40.0, 37.142857142857146)","(6.0, 8.2, 8.093333333333332)","(11.0, 12.5, 11.61111111111111)","(31.0, 48.0, 46.666666666666664)","(11.0, 14.0, 13.3)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 406.66666666666663)"
15-12-2022 15:44:08.825277,"(4.0, 5.6, 5.45)","(20.0, 32.0, 29.321428571428573)","(12.0, 15.0, 13.615384615384615)","(31.0, 80.0, 70.0)","(8.0, 9.0, 8.60470588235294)","(6.5, 8.4, 7.828571428571428)","(19.0, 25.0, 24.58139534883721)","(11.0, 13.0, 12.729166666666666)","(31.0, 40.0, 37.142857142857146)","(6.0, 8.2, 7.909090909090909)","(11.0, 12.5, 11.61111111111111)","(31.0, 48.0, 46.666666666666664)","(11.0, 14.0, 13.3)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 406.66666666666663)"
15-12-2022 15:44:10.482294,"(4.0, 5.6, 5.593571428571428)","(20.0, 32.0, 29.321428571428573)","(12.0, 15.0, 13.615384615384615)","(31.0, 80.0, 70.0)","(8.0, 8.4, 8.29375)","(6.5, 8.4, 8.0)","(19.0, 25.0, 24.58139534883721)","(11.0, 13.0, 12.729166666666666)","(31.0, 40.0, 37.142857142857146)","(6.0, 8.2, 7.909090909090909)","(11.0, 12.5, 11.61111111111111)","(31.0, 48.0, 46.2)","(11.0, 14.0, 13.857142857142858)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 247.5)"
15-12-2022 15:44:12.058029,"(4.0, 5.6, 5.588679245283019)","(20.0, 32.0, 29.321428571428573)","(12.0, 15.0, 13.615384615384615)","(31.0, 80.0, 68.75)","(8.0, 8.4, 8.245454545454544)","(6.5, 8.4, 8.0)","(19.0, 25.0, 24.58139534883721)","(11.0, 13.0, 12.729166666666666)","(31.0, 40.0, 37.333333333333336)","(6.0, 8.2, 8.154285714285713)","(11.0, 12.5, 11.61111111111111)","(31.0, 48.0, 46.2)","(11.0, 14.0, 13.673913043478262)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 247.5)"
15-12-2022 15:44:13.689362,"(4.0, 5.6, 5.588679245283019)","(20.0, 32.0, 29.321428571428573)","(12.0, 15.0, 13.615384615384615)","(31.0, 80.0, 68.75)","(8.0, 8.4, 8.243478260869566)","(6.5, 8.4, 7.828571428571428)","(19.0, 25.0, 24.666666666666668)","(11.0, 13.0, 12.729166666666666)","(31.0, 40.0, 37.333333333333336)","(6.0, 8.2, 8.154285714285713)","(11.0, 12.5, 11.61111111111111)","(31.0, 48.0, 46.2)","(11.0, 14.5, 13.673913043478262)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 406.66666666666663)"
15-12-2022 15:44:15.476960,"(4.0, 5.6, 5.588679245283019)","(20.0, 32.0, 29.115384615384617)","(12.0, 15.0, 13.615384615384615)","(31.0, 80.0, 68.75)","(8.0, 8.4, 8.243478260869566)","(6.5, 8.4, 8.066666666666666)","(19.0, 25.0, 24.666666666666668)","(11.0, 13.0, 12.729166666666666)","(31.0, 40.0, 37.333333333333336)","(6.0, 8.2, 8.155963302752292)","(11.0, 12.5, 11.61111111111111)","(31.0, 48.0, 46.2)","(11.0, 14.5, 13.673913043478262)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 406.66666666666663)"
15-12-2022 15:44:17.551653,"(4.0, 5.6, 5.561290322580645)","(20.0, 32.0, 29.115384615384617)","(12.0, 15.0, 13.615384615384615)","(31.0, 80.0, 68.75)","(8.0, 8.4, 8.243478260869566)","(6.5, 8.4, 8.066666666666666)","(19.0, 25.0, 24.666666666666668)","(11.0, 13.0, 12.729166666666666)","(31.0, 40.0, 37.333333333333336)","(6.0, 8.2, 8.155963302752292)","(11.0, 12.5, 11.61111111111111)","(31.0, 48.0, 46.2)","(11.0, 14.5, 13.673913043478262)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 406.66666666666663)"
15-12-2022 15:44:19.476197,"(4.0, 5.6, 5.561290322580645)","(20.0, 32.0, 29.115384615384617)","(12.0, 15.0, 13.615384615384615)","(31.0, 80.0, 68.75)","(8.0, 8.4, 8.243478260869566)","(6.5, 8.4, 8.066666666666666)","(19.0, 25.0, 24.666666666666668)","(11.0, 13.0, 12.729166666666666)","(31.0, 40.0, 37.333333333333336)","(6.0, 8.2, 8.155963302752292)","(11.0, 12.5, 11.61111111111111)","(31.0, 48.0, 46.2)","(11.0, 14.5, 13.673913043478262)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 406.66666666666663)"
15-12-2022 15:44:21.287339,"(4.0, 5.6, 5.557894736842105)","(20.0, 32.0, 29.115384615384617)","(12.0, 15.0, 13.615384615384615)","(31.0, 80.0, 68.75)","(8.0, 8.4, 8.243478260869566)","(6.5, 8.4, 8.127272727272727)","(19.0, 25.0, 24.76)","(11.0, 13.0, 12.729166666666666)","(31.0, 40.0, 37.333333333333336)","(6.0, 8.2, 8.155963302752292)","(11.0, 12.5, 11.61111111111111)","(31.0, 48.0, 46.2)","(11.0, 14.5, 13.673913043478262)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 406.66666666666663)"
15-12-2022 15:44:23.120573,"(4.0, 5.6, 5.557894736842105)","(20.0, 32.0, 29.115384615384617)","(12.0, 15.0, 13.615384615384615)","(31.0, 80.0, 68.75)","(8.0, 8.4, 8.243478260869566)","(6.5, 8.4, 8.127272727272727)","(19.0, 25.0, 24.76)","(11.0, 13.0, 12.729166666666666)","(31.0, 40.0, 37.333333333333336)","(6.0, 8.2, 8.155963302752292)","(11.0, 12.5, 11.61111111111111)","(31.0, 48.0, 46.2)","(11.0, 14.5, 13.673913043478262)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 406.66666666666663)"
15-12-2022 15:44:24.842616,"(4.0, 5.6, 5.557894736842105)","(20.0, 32.0, 29.115384615384617)","(12.0, 15.0, 13.615384615384615)","(31.0, 80.0, 68.75)","(8.0, 8.4, 8.243478260869566)","(6.5, 8.4, 8.127272727272727)","(19.0, 25.0, 24.76)","(11.0, 13.0, 12.729166666666666)","(31.0, 40.0, 37.333333333333336)","(6.0, 8.2, 8.155963302752292)","(11.0, 12.5, 11.61111111111111)","(31.0, 48.0, 46.2)","(11.0, 14.5, 13.673913043478262)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 406.66666666666663)"
15-12-2022 15:44:26.822192,"(4.0, 5.6, 5.557894736842105)","(20.0, 32.0, 29.115384615384617)","(12.0, 15.0, 13.615384615384615)","(31.0, 80.0, 68.75)","(8.0, 8.4, 8.219999999999999)","(6.5, 8.4, 8.127272727272727)","(19.0, 25.0, 24.76)","(11.0, 13.0, 12.729166666666666)","(31.0, 40.0, 37.333333333333336)","(6.0, 8.2, 7.909090909090909)","(11.0, 12.5, 11.61111111111111)","(31.0, 48.0, 46.2)","(11.0, 14.5, 13.673913043478262)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 440.0)"
15-12-2022 15:44:28.820628,"(4.0, 5.6, 5.557894736842105)","(20.0, 32.0, 29.115384615384617)","(12.0, 15.0, 13.615384615384615)","(31.0, 80.0, 68.75)","(8.0, 8.4, 8.219999999999999)","(6.5, 8.4, 8.127272727272727)","(19.0, 25.0, 24.76)","(11.0, 13.0, 12.729166666666666)","(31.0, 40.0, 37.333333333333336)","(6.0, 8.2, 7.909090909090909)","(11.0, 12.5, 11.61111111111111)","(31.0, 48.0, 46.2)","(11.0, 14.5, 13.673913043478262)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 440.0)"
15-12-2022 15:44:30.519180,"(4.0, 5.6, 5.5836734693877546)","(20.0, 32.0, 29.115384615384617)","(12.0, 15.0, 13.941176470588236)","(31.0, 80.0, 68.75)","(8.0, 8.4, 8.219999999999999)","(6.5, 8.4, 8.015384615384615)","(19.0, 25.0, 24.76)","(11.0, 13.0, 12.729166666666666)","(31.0, 40.0, 37.333333333333336)","(6.0, 8.2, 8.0)","(11.0, 12.5, 11.61111111111111)","(31.0, 48.0, 46.2)","(11.0, 14.5, 13.821428571428571)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 280.0)"
15-12-2022 15:44:32.056632,"(4.0, 5.6, 5.5836734693877546)","(20.0, 32.0, 29.115384615384617)","(12.0, 15.0, 13.941176470588236)","(31.0, 80.0, 68.75)","(8.0, 8.4, 8.205714285714285)","(6.5, 8.4, 8.015384615384615)","(19.0, 25.0, 24.76)","(11.0, 13.0, 12.59375)","(31.0, 40.0, 37.333333333333336)","(6.0, 8.2, 8.0)","(11.0, 12.5, 11.61111111111111)","(31.0, 48.0, 46.2)","(11.0, 14.5, 13.821428571428571)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 280.0)"
15-12-2022 15:44:33.687484,"(4.0, 5.6, 5.581818181818181)","(20.0, 32.0, 29.115384615384617)","(12.0, 15.0, 13.941176470588236)","(31.0, 80.0, 68.75)","(8.0, 8.4, 8.111415525114154)","(6.5, 8.4, 8.015384615384615)","(19.0, 25.0, 24.76)","(11.0, 13.0, 12.59375)","(31.0, 40.0, 37.333333333333336)","(6.0, 8.2, 8.0)","(11.0, 12.5, 11.785714285714286)","(31.0, 48.0, 46.2)","(11.0, 14.5, 13.821428571428571)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 280.0)"
15-12-2022 15:44:35.234902,"(4.0, 5.6, 5.581818181818181)","(20.0, 32.0, 29.115384615384617)","(12.0, 15.0, 13.941176470588236)","(31.0, 80.0, 68.75)","(8.0, 8.2, 8.111415525114154)","(6.5, 8.4, 8.015384615384615)","(19.0, 25.0, 24.76)","(11.0, 13.0, 12.59375)","(31.0, 40.0, 37.333333333333336)","(6.0, 8.2, 8.0)","(11.0, 12.0, 11.785714285714286)","(31.0, 48.0, 46.2)","(11.0, 14.5, 13.821428571428571)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 280.0)"
15-12-2022 15:44:36.830647,"(4.0, 5.6, 5.581818181818181)","(20.0, 32.0, 29.115384615384617)","(12.0, 15.0, 13.45)","(31.0, 80.0, 68.75)","(8.0, 8.2, 8.131775700934579)","(6.5, 8.4, 8.015384615384615)","(19.0, 25.0, 24.76)","(11.0, 13.0, 13.377358490566039)","(31.0, 40.0, 37.333333333333336)","(6.0, 8.2, 8.025)","(11.0, 12.0, 11.7)","(31.0, 48.0, 46.2)","(11.0, 14.5, 13.821428571428571)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 280.0)"
15-12-2022 15:44:38.388631,"(4.0, 5.7, 5.622857142857143)","(20.0, 32.0, 29.115384615384617)","(12.0, 13.5, 13.45)","(31.0, 80.0, 68.75)","(8.0, 8.2, 8.131775700934579)","(6.5, 8.4, 8.036363636363637)","(19.0, 25.0, 24.76)","(11.0, 14.0, 12.662162162162161)","(31.0, 40.0, 37.333333333333336)","(6.0, 8.2, 8.025)","(11.0, 12.0, 11.7)","(31.0, 48.0, 46.2)","(11.0, 14.5, 13.821428571428571)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 280.0)"
15-12-2022 15:44:39.939310,"(4.0, 5.7, 5.630769230769231)","(20.0, 32.0, 29.115384615384617)","(12.0, 15.0, 13.4)","(31.0, 80.0, 68.75)","(8.0, 8.2, 8.131775700934579)","(6.5, 8.4, 8.036363636363637)","(19.0, 25.0, 24.76)","(11.0, 14.0, 12.662162162162161)","(31.0, 40.0, 37.333333333333336)","(6.0, 8.2, 8.025)","(11.0, 12.0, 11.7)","(31.0, 48.0, 46.2)","(11.0, 14.5, 13.821428571428571)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 280.0)"
15-12-2022 15:44:41.467180,"(4.0, 5.7, 5.630769230769231)","(20.0, 32.0, 29.115384615384617)","(12.0, 15.0, 13.4)","(31.0, 80.0, 68.75)","(8.0, 8.2, 8.131775700934579)","(6.5, 8.4, 8.036363636363637)","(19.0, 25.0, 24.76)","(11.0, 14.0, 12.662162162162161)","(31.0, 40.0, 37.333333333333336)","(6.0, 8.2, 8.025)","(11.0, 12.0, 11.7)","(31.0, 48.0, 46.2)","(11.0, 14.5, 13.821428571428571)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 280.0)"
15-12-2022 15:44:43.032110,"(4.0, 5.5, 5.4787878787878785)","(20.0, 32.0, 29.115384615384617)","(12.0, 15.0, 13.4)","(31.0, 80.0, 68.75)","(8.0, 8.2, 8.12108108108108)","(6.5, 8.4, 7.800000000000001)","(19.0, 25.0, 24.76)","(11.0, 14.0, 12.662162162162161)","(31.0, 40.0, 37.333333333333336)","(6.0, 8.2, 8.04)","(11.0, 12.0, 11.7)","(31.0, 48.0, 46.2)","(11.0, 14.5, 14.23611111111111)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 280.0)"
15-12-2022 15:44:44.543324,"(4.0, 5.5, 5.4787878787878785)","(20.0, 32.0, 29.115384615384617)","(12.0, 15.0, 13.4)","(31.0, 80.0, 68.75)","(8.0, 8.2, 8.156643356643356)","(6.5, 8.4, 7.938461538461539)","(19.0, 25.0, 24.76)","(11.0, 14.0, 12.662162162162161)","(31.0, 40.0, 37.333333333333336)","(6.0, 8.2, 8.04)","(11.0, 12.0, 11.7)","(31.0, 48.0, 46.2)","(11.0, 14.5, 14.23611111111111)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 280.0)"
15-12-2022 15:44:46.068152,"(4.0, 5.5, 5.478125)","(20.0, 32.0, 29.115384615384617)","(12.0, 15.0, 13.4)","(31.0, 80.0, 68.75)","(8.0, 8.2, 8.156643356643356)","(6.5, 8.4, 7.938461538461539)","(19.0, 25.0, 24.76)","(11.0, 14.0, 12.662162162162161)","(31.0, 40.0, 37.333333333333336)","(6.0, 8.2, 8.04)","(11.0, 12.0, 11.7)","(31.0, 48.0, 46.2)","(11.0, 14.5, 14.23611111111111)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 280.0)"
15-12-2022 15:44:47.545022,"(4.0, 5.5, 5.475)","(20.0, 32.0, 29.115384615384617)","(12.0, 15.0, 13.4)","(31.0, 80.0, 68.75)","(8.0, 8.2, 8.156643356643356)","(6.5, 8.4, 7.566666666666667)","(19.0, 25.0, 24.76)","(11.0, 14.0, 12.662162162162161)","(31.0, 40.0, 37.333333333333336)","(6.0, 8.2, 8.04)","(11.0, 12.0, 11.7)","(31.0, 48.0, 46.2)","(11.0, 14.5, 14.23611111111111)","(81.0, 160.0, 150.9090909090909)","(101.0, 540.0, 280.0)"
15-12-2022 15:44:49.095995,"(4.0, 5.5, 5.475)","(20.0, 32.0, 29.115384615384617)","(12.0, 15.0, 13.4)","(31.0, 80.0, 68.75)","(8.0, 8.2, 8.156643356643356)","(6.5, 8.4, 7.566666666666667)","(19.0, 25.0, 23.714285714285715)","(11.0, 14.0, 13.201612903225806)","(31.0, 40.0, 40.666666666666664)","(6.0, 8.2, 8.04)","(11.0, 12.0, 11.583333333333334)","(31.0, 48.0, 42.6)","(11.0, 14.5, 14.23611111111111)","(81.0, 160.0, 141.25)","(101.0, 540.0, 280.0)"
15-12-2022 15:44:50.526687,"(4.0, 5.5, 5.475)","(20.0, 34.0, 29.13888888888889)","(12.0, 15.0, 13.628571428571428)","(31.0, 80.0, 65.0)","(8.0, 8.2, 8.156643356643356)","(6.5, 8.4, 7.566666666666667)","(19.0, 25.0, 23.714285714285715)","(11.0, 14.0, 13.201612903225806)","(31.0, 42.0, 40.666666666666664)","(6.0, 8.2, 8.04)","(11.0, 12.0, 11.583333333333334)","(31.0, 48.0, 42.6)","(11.0, 14.5, 14.23611111111111)","(81.0, 160.0, 141.25)","(101.0, 540.0, 404.0)"
15-12-2022 15:44:51.912978,"(4.0, 5.5, 5.475)","(20.0, 34.0, 29.13888888888889)","(12.0, 15.0, 13.628571428571428)","(31.0, 80.0, 65.0)","(8.0, 8.2, 8.156643356643356)","(6.5, 8.4, 7.566666666666667)","(19.0, 25.0, 23.714285714285715)","(11.0, 14.0, 13.201612903225806)","(31.0, 42.0, 40.666666666666664)","(6.0, 8.2, 8.04)","(11.0, 12.0, 11.583333333333334)","(31.0, 48.0, 42.6)","(11.0, 14.5, 14.23611111111111)","(81.0, 160.0, 141.25)","(101.0, 540.0, 404.0)"
15-12-2022 15:44:53.286465,"(4.0, 5.5, 5.476666666666667)","(20.0, 34.0, 29.73170731707317)","(12.0, 15.0, 13.666666666666666)","(31.0, 80.0, 67.5)","(8.0, 8.2, 8.156643356643356)","(6.5, 8.4, 7.566666666666667)","(19.0, 25.0, 23.714285714285715)","(11.0, 14.0, 13.201612903225806)","(31.0, 42.0, 40.666666666666664)","(6.0, 8.2, 8.04)","(11.0, 12.0, 11.583333333333334)","(31.0, 48.0, 42.6)","(11.0, 14.5, 14.23611111111111)","(81.0, 160.0, 141.25)","(101.0, 540.0, 404.0)"
15-12-2022 15:44:54.704892,"(4.0, 5.5, 5.476666666666667)","(20.0, 34.0, 29.73170731707317)","(12.0, 15.0, 13.666666666666666)","(31.0, 80.0, 67.5)","(8.0, 8.2, 8.156643356643356)","(6.5, 8.4, 7.566666666666667)","(19.0, 25.0, 23.714285714285715)","(11.0, 14.0, 13.201612903225806)","(31.0, 42.0, 40.666666666666664)","(6.0, 8.2, 8.04)","(11.0, 12.0, 11.7)","(31.0, 48.0, 42.6)","(11.0, 14.5, 14.23611111111111)","(81.0, 160.0, 141.25)","(101.0, 540.0, 404.0)"
15-12-2022 15:44:56.422265,"(4.0, 5.5, 5.472)","(20.0, 34.0, 29.73170731707317)","(12.0, 15.0, 13.666666666666666)","(31.0, 80.0, 67.5)","(8.0, 8.2, 8.155072463768116)","(6.5, 8.4, 7.566666666666667)","(19.0, 25.0, 23.714285714285715)","(11.0, 14.0, 13.201612903225806)","(31.0, 42.0, 40.666666666666664)","(6.0, 8.2, 8.04)","(11.0, 12.0, 11.7)","(31.0, 48.0, 42.6)","(11.0, 14.5, 14.23611111111111)","(81.0, 160.0, 141.25)","(101.0, 540.0, 404.0)"
15-12-2022 15:44:57.937496,"(4.0, 5.5, 5.466666666666667)","(20.0, 34.0, 30.216216216216218)","(12.0, 15.0, 13.666666666666666)","(31.0, 80.0, 68.0)","(8.0, 8.2, 8.155072463768116)","(6.5, 8.4, 7.8999999999999995)","(19.0, 25.0, 23.714285714285715)","(11.0, 14.0, 13.201612903225806)","(31.0, 42.0, 40.666666666666664)","(6.0, 8.2, 8.04)","(11.0, 12.0, 11.7)","(31.0, 48.0, 42.6)","(11.0, 14.5, 14.23611111111111)","(81.0, 160.0, 141.25)","(101.0, 540.0, 404.0)"
15-12-2022 15:44:59.404884,"(4.0, 5.7, 5.55)","(20.0, 34.0, 30.216216216216218)","(12.0, 15.0, 13.666666666666666)","(31.0, 80.0, 68.0)","(8.0, 8.2, 8.153731343283582)","(6.5, 8.2, 7.8999999999999995)","(19.0, 25.0, 23.714285714285715)","(11.0, 14.0, 13.201612903225806)","(31.0, 42.0, 40.666666666666664)","(6.0, 8.2, 8.04)","(11.0, 12.0, 11.7)","(31.0, 48.0, 42.6)","(11.0, 14.5, 14.23611111111111)","(81.0, 160.0, 141.25)","(101.0, 540.0, 404.0)"
