,Talkerup Nz,Malinjang,Cheddar Made Beta Nz,Royal Princess,Windy Hill Wally,Mister Artikulate,Charlevoix,Midnight Somewhere,Whostolemypigeon
08-12-2022 14:10:15.840107,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:16.946601,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:18.023296,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:19.057332,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:20.447060,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:21.751885,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:22.984983,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:24.250526,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:25.501471,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:26.767526,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:27.986298,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:29.198652,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:30.419424,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:31.525191,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:32.708793,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:33.841794,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:34.910566,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:36.040143,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:37.184947,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:38.290655,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:39.513993,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:40.897967,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:42.240550,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:43.896608,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:45.113335,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:46.327473,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:47.974538,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:49.496782,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:50.849598,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:52.157771,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:53.355333,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:54.578139,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:55.791705,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:57.134471,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:58.530808,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:10:59.809041,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:11:01.022576,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:11:02.188638,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:11:03.376547,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.1)"
08-12-2022 14:11:04.505747,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 21.114285714285714)"
08-12-2022 14:11:05.616073,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 21.114285714285714)"
08-12-2022 14:11:06.773587,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 21.114285714285714)"
08-12-2022 14:11:07.976645,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 21.114285714285714)"
08-12-2022 14:11:09.231215,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 21.114285714285714)"
08-12-2022 14:11:10.507818,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 21.114285714285714)"
08-12-2022 14:11:11.731142,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 21.114285714285714)"
08-12-2022 14:11:12.963416,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 21.114285714285714)"
08-12-2022 14:11:14.217150,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 21.114285714285714)"
08-12-2022 14:11:15.441561,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 21.114285714285714)"
08-12-2022 14:11:16.603395,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:17.809053,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:19.037482,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:20.241826,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:21.331625,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:22.461717,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:23.591418,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:24.678598,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:25.863920,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:27.029006,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:28.277001,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:29.514347,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:30.679651,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:31.909838,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:33.150989,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:34.363465,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:35.550735,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:36.712977,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.24)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 4.137142857142857)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:37.980172,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.433333333333334)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 3.533333333333333)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:39.221457,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.433333333333334)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 3.533333333333333)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:40.398576,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.433333333333334)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 3.533333333333333)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:41.584141,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.433333333333334)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 3.533333333333333)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:42.778523,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.433333333333334)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 3.533333333333333)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:44.037314,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.433333333333334)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 3.533333333333333)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:45.340242,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.433333333333334)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 3.533333333333333)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:46.486326,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.433333333333334)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 3.533333333333333)","(12.0, 23.0, 16.5)"
08-12-2022 14:11:47.747034,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.433333333333334)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 3.533333333333333)","(12.0, 23.0, 21.375)"
08-12-2022 14:11:49.035005,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.433333333333334)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 3.533333333333333)","(12.0, 23.0, 21.375)"
08-12-2022 14:11:50.287451,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.433333333333334)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 3.533333333333333)","(12.0, 23.0, 21.375)"
08-12-2022 14:11:51.565526,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.433333333333334)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 3.533333333333333)","(12.0, 23.0, 21.375)"
08-12-2022 14:11:52.733734,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.433333333333334)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 3.533333333333333)","(12.0, 23.0, 21.375)"
08-12-2022 14:11:53.898434,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.433333333333334)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 3.533333333333333)","(12.0, 23.0, 21.375)"
08-12-2022 14:11:55.100814,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.433333333333334)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 3.533333333333333)","(12.0, 23.0, 21.375)"
08-12-2022 14:11:56.221894,"(4.2, 99999, 99990)","(10.0, 17.0, 13.0)","(21.0, 99999, 99990)","(5.0, 7.4, 6.433333333333334)","(11.0, 18.0, 14.48)","(41.0, 100.0, 89.66666666666667)","(4.8, 7.4, 6.36)","(3.0, 4.6, 3.533333333333333)","(12.0, 23.0, 21.375)"
